Firm Name,Momentum_1,Long Short
POWP-L,-0.6666666666666667,1
HAYD-L,-0.6328496739705105,1
MTL-L,-0.515625,1
KIBO-L,-0.5142857142857142,1
PLUSP-L,-0.4882390336935791,1
BCEB-L,-0.4736842105263158,1
N4P-L,-0.4172932330827068,1
TIA-L,-0.4069767441860464,1
XLM-L,-0.4021739130434782,1
VRS-L,-0.3244274809160306,1
DPP-L,-0.3205574912891986,0
IES-L,-0.2954545454545455,0
UJO-L,-0.2807017543859649,0
ITXI-L,-0.2716049382716049,0
BZT-L,-0.25,0
DSG-L,-0.25,0
NOGN-L,-0.2440828402366863,0
XSG-L,-0.2393939393939393,0
CEY-L,-0.2326151246303337,0
ORCP-L,-0.2272727272727274,0
C4XD-L,-0.2158273381294965,0
PRIMP-L,-0.2142857142857143,0
GMAA-L,-0.2057142857142857,0
FCS-L,-0.1964285714285714,0
SBRY-L,-0.1920529801324503,0
GHH-L,-0.1859649122807017,0
SWGS-L,-0.1792452830188678,0
EEEE-L,-0.1779661016949153,0
CMH-L,-0.1777777777777778,0
SFES-L,-0.1775147928994083,0
TRMR-L,-0.1767676767676768,0
TITN-L,-0.1751269035532995,0
MPL-L,-0.1724137931034483,0
HDD-L,-0.1714285714285713,0
CRPR-L,-0.1695652173913043,0
GRIT-L,-0.1666666666666666,0
MAFL-L,-0.1666666666666666,0
CAPX-L,-0.1597633136094673,0
FA-L,-0.1578947368421052,0
AFEN-L,-0.1556939501779359,0
FKE-L,-0.1515151515151515,0
DELT-L,-0.1475409836065574,0
BLVN-L,-0.1454125793421811,0
ANCR-L,-0.140625,0
IHC-L,-0.139344262295082,0
DKLD-L,-0.136986301369863,0
MACT-L,-0.1304347826086955,0
SVE-L,-0.1290322580645161,0
VLG-L,-0.1290322580645161,0
TRAC-L,-0.1269841269841269,0
BLUS-L,-0.1249999999999998,0
CLCO-L,-0.121951219512195,0
ECOB-L,-0.1216216216216216,0
AO-L,-0.1175438596491228,0
CATC-L,-0.1162790697674417,0
DNA3-L,-0.1159420289855072,0
RTN-L,-0.1151515151515152,0
B90-L,-0.1142857142857143,0
MLVN-L,-0.1122448979591836,0
CNDR-L,-0.1121495327102803,0
OVB-L,-0.1118421052631578,0
GMS-L,-0.1116504854368932,0
TRIN-L,-0.1095890410958904,0
PGH-L,-0.1066666666666666,0
DNA2_p-L,-0.1055045871559633,0
CYAN-L,-0.1052631578947368,0
TUNE-L,-0.1043307086614173,0
INDV-L,-0.1031331592689295,0
TAVI-L,-0.1029411764705883,0
AQSG-L,-0.1029411764705882,0
BRH-L,-0.1020408163265306,0
GFIN-L,-0.1016949152542373,0
KEFI-L,-0.1013157894736841,0
HYG-L,-0.0999999999999999,0
COGC-L,-0.0983606557377049,0
CMBC-L,-0.0952380952380953,0
IOG-L,-0.0915254237288136,0
CGNR-L,-0.0909090909090909,0
CNA-L,-0.0902726602800293,0
NIOX-L,-0.0901639344262296,0
NICL-L,-0.0899550224887556,0
BAES-L,-0.0894655305964368,0
BMKB-L,-0.0892857142857143,0
SHOE-L,-0.0867661189021227,0
PSON-L,-0.0858322468491959,0
PRES-L,-0.0851063829787234,0
ANP-L,-0.0833333333333333,0
MRIT-L,-0.0833333333333333,0
VAST-L,-0.081081081081081,0
TIME-L,-0.0802139037433155,0
CGS-L,-0.0797940797940798,0
BBSN-L,-0.0793650793650794,0
AFN-L,-0.0779220779220779,0
BIRD-L,-0.0774193548387096,0
NCCG-L,-0.0772693173293324,0
BRD-L,-0.0769230769230768,0
ICAG-L,-0.0768524188609922,0
GOODG-L,-0.0761904761904761,0
KMR-L,-0.0744186046511627,0
HTGR-L,-0.0716612377850163,0
ALBA-L,-0.0714285714285715,0
NETC-L,-0.0707692307692308,0
OXB-L,-0.0707643126997966,0
BARV-L,-0.0700636942675159,0
QBTQ-L,-0.0697674418604651,0
COA-L,-0.069634703196347,0
CASPC-L,-0.0692307692307692,0
ABF-L,-0.0691511387163561,0
CNKS-L,-0.0689655172413793,0
GHT-L,-0.0684210526315789,0
BT-L,-0.0676086956521739,0
KRS-L,-0.0666666666666667,0
SYS1-L,-0.0666666666666666,0
KMK-L,-0.0650301730753755,0
MAB1-L,-0.0634146341463414,0
IUG-L,-0.0625,0
BRLA-L,-0.0609504132231404,0
CGH-L,-0.0607734806629833,0
CML-L,-0.0593749999999999,0
DRV-L,-0.0580645161290322,0
MSMN-L,-0.0576923076923077,0
EPWN-L,-0.0573878627968337,0
ROCKR-L,-0.0571428571428571,0
ARKA-L,-0.0566037735849056,0
MRLM-L,-0.0566037735849056,0
STBS-L,-0.0561594202898551,0
IPO-L,-0.0549450549450549,0
LSAI-L,-0.0543478260869565,0
AEGR-L,-0.0534351145038168,0
KOD-L,-0.0526315789473684,0
PREM-L,-0.05,0
PIER-L,-0.05,0
OMIP-L,-0.0499999999999999,0
PHARP-L,-0.0476190476190476,0
SYS-L,-0.0476190476190476,0
FLOL-L,-0.0476190476190476,0
RSER-L,-0.0469043151969981,0
SMSS-L,-0.0466165413533834,0
OPTIO-L,-0.0457142857142857,0
SOM-L,-0.0434782608695651,0
WSBN-L,-0.0434782608695651,0
RQE-L,-0.0427350427350426,0
SMLP-L,-0.0422535211267605,0
TMTI-L,-0.0419947506561679,0
TCSq-L,-0.0419222903885481,0
MSYS-L,-0.0416666666666667,0
CNIC-L,-0.0415841584158415,0
GLR-L,-0.0410958904109589,0
MNDI-L,-0.041014570966001,0
MKS-L,-0.0409075283602612,0
BOOH-L,-0.0404312668463612,0
IMI-L,-0.0402855685874553,0
BLVB-L,-0.0394088669950738,0
ZIOC-L,-0.0389671361502348,0
HSBA-L,-0.0389671361502347,0
SDV-L,-0.038961038961039,0
BRMD-L,-0.0389610389610389,0
GWMO-L,-0.0384615384615385,0
SISS-L,-0.0373831775700934,0
ALUG-L,-0.0340425531914894,0
GATC-L,-0.0340136054421769,0
FRAS-L,-0.0336760014179369,0
HWDN-L,-0.0323156225218081,0
LOOK-L,-0.0317164179104477,0
INSP-L,-0.0307692307692307,0
TRAF-L,-0.0298507462686566,0
NWF-L,-0.029585798816568,0
RCN-L,-0.0284920083391243,0
AVCT-L,-0.028235294117647,0
ELM-L,-0.0275526742301458,0
BRK-L,-0.0270270270270269,0
EUZ-L,-0.0270270270270269,0
AGY-L,-0.0265486725663717,0
BEG-L,-0.0256821829855536,0
SAE-L,-0.0253164556962025,0
CCP-L,-0.024024024024024,0
ACTA-L,-0.0238095238095238,0
GRIO-L,-0.0235849056603774,0
GAMA-L,-0.0235294117647059,0
PHWK-L,-0.0232558139534884,0
BTW_pa-L,-0.023102310231023,0
CRGT-L,-0.0230769230769231,0
UBGU-L,-0.022920759659463,0
CCH-L,-0.022011385199241,0
LTGL-L,-0.0217391304347824,0
IGC-L,-0.0215568862275449,0
BPM-L,-0.0209790209790209,0
EMANE-L,-0.0205128205128205,0
ANEA-L,-0.020257826887661,0
OSEC-L,-0.0201342281879193,0
QTX-L,-0.0196078431372549,0
ACCS-L,-0.0195227765726681,0
DSCV-L,-0.0194647201946471,0
CFX-L,-0.0188679245283018,0
SLFR-L,-0.0187891440501041,0
CVCG-L,-0.0186915887850467,0
MVCT-L,-0.018018018018018,0
PEY-L,-0.0179324894514767,0
JMI-L,-0.01731496159005,0
AGRP-L,-0.0170357751277683,0
BNZL-L,-0.0164338537387017,0
KBT-L,-0.015521064301552,0
OOA-L,-0.0153846153846154,0
FGP-L,-0.0151597184623712,0
SHEL-L,-0.0140520134228188,0
BIPS-L,-0.0135685210312076,0
EYE-L,-0.0134680134680135,0
CCL-L,-0.0131822386679001,0
GNS-L,-0.0125673249551166,0
ECORE-L,-0.0122699386503067,0
KWG-L,-0.0122448979591837,0
CRDA-L,-0.0109267503035209,0
EDENE-L,-0.0099009900990099,0
FAN-L,-0.0095846645367412,0
EDIN-L,-0.0093312597200622,0
BSC-L,-0.0088235294117647,0
SMDS-L,-0.0085319211532802,0
CLDN-L,-0.0083752093802345,0
FTF-L,-0.0083333333333333,0
JPEL-L,-0.0082051282051279,0
KPCK-L,-0.0078369905956113,0
INCH-L,-0.007725321888412,0
DIVI-L,-0.0075187969924812,0
DLAR-L,-0.0070093457943923,0
RDTR-L,-0.0068965517241379,0
AADV-L,-0.0064935064935064,0
HFG-L,-0.0063829787234042,0
HRN-L,-0.0060240963855421,0
GLEN-L,-0.0058785107772698,0
SWEF-L,-0.0047619047619045,0
FSFL-L,-0.0043859649122807,0
BRIGB-L,-0.002659574468085,0
CGT-L,-0.0024390243902436,0
DLN-L,-0.0018427518427518,0
CREI-L,-0.0017391304347826,0
C1Y-L,-0.001111111111111,0
HVT-L,0.0,0
JMG-L,0.0,0
CHLV-L,0.0,0
PERE-L,0.0,0
GV1O-L,0.0,0
ASPL-L,0.0,0
TRIG-L,0.0,0
