Firm Name,Momentum_1,Cluster Index
10074,0.0,24
50906,0.15527950310559,24
10568,-0.1020408163265306,24
10998,-0.0625,7
50032,-0.0181818181818181,28
69171,-0.0952380952380952,12
68814,0.4634146341463414,8
47730,0.0617283950617284,29
13232,-0.0476190476190476,4
13777,-0.05,30
44652,0.0561224489795917,30
38746,0.0,5
60871,-0.0782608695652173,27
14198,0.0,24
14331,-0.0958904109589041,27
45583,0.0,23
14702,0.0467836257309941,24
15537,-0.0555555555555555,2
85631,0.0656565656565657,21
16185,-0.0673076923076922,10
16791,-0.0625,22
17057,0.2142857142857142,7
17903,-0.010752688172043,6
49373,-0.0063694267515923,29
18570,-0.0058139534883721,11
47642,0.072289156626506,9
18973,0.0270270270270269,9
19271,0.0827067669172931,28
29938,0.0090090090090089,4
10866,-0.0564784053156146,9
20240,-0.1827956989247311,4
20248,0.0676691729323308,29
49402,0.096551724137931,25
25320,0.0763636363636364,17
21742,0.0769230769230768,28
11267,-0.188118811881188,22
50366,-0.0666666666666666,8
22825,-0.125,22
26841,-0.1454545454545455,2
65533,0.1569767441860465,4
24572,-0.05,13
24951,-0.024390243902439,21
25049,0.0,5
25217,0.1184834123222748,9
25487,0.1157407407407407,1
69307,-0.1666666666666666,4
65541,0.2727272727272727,19
27562,-0.0261780104712041,2
31026,0.0185185185185186,8
27800,-0.081081081081081,29
27909,-0.054054054054054,10
28207,0.0454545454545454,8
28522,-0.0135135135135134,10
10731,0.1200000000000001,20
59707,0.0344827586206897,12
63546,-0.1363636363636363,4
29023,-0.0285714285714285,24
49154,0.0185185185185186,11
19350,0.0369685767097967,21
49429,0.0850202429149797,30
61313,0.0949720670391061,30
19254,0.0304878048780488,23
31500,0.0377358490566037,2
87581,-0.03125,27
32839,0.0714285714285714,27
33209,0.1692307692307693,22
50788,0.1304347826086955,10
33690,-0.0714285714285714,4
34121,0.0370370370370369,21
34287,-0.1066666666666666,19
44708,0.0990990990990992,20
58405,0.0740740740740741,16
46295,0.2222222222222223,2
37058,-0.0099009900990099,9
46164,-0.0127118644067796,24
26382,0.0738916256157635,9
37103,0.1932773109243697,14
31974,0.0471014492753623,21
62228,0.0,13
59010,-0.0994152046783626,21
60935,0.1020408163265305,15
40838,0.0213523131672597,21
19174,0.0,30
21055,0.0,4
59547,0.043956043956044,25
47888,-0.0161290322580645,9
62367,-0.05,2
39670,0.0749999999999999,24
49189,0.0377358490566037,24
40628,0.0,30
40644,-0.0769230769230768,6
39765,0.0246913580246914,17
