Firm Name,Momentum_1,Long Short,Long,Short,Cluster Index
PVCD_59-L,0.3243243243243243,0.0,0,0,0
PXEX_L7-L^A23,0.0,0.0,0,0,0
QHFZ_40-L^F21,0.0,0.0,0,0,0
QLMY_29-L,0.0,0.0,0,0,0
SMVV_42-L^D21,0.0,0.0,0,0,0
MDDT_12-L,-0.0406036651095939,0.0,0,0,0
NVFZ_13-L,-0.0428571428571427,0.0,0,0,0
FTON_R1-L,-0.057142857142857,0.0,0,0,0
MHQD_T9-L,-0.0778670236501561,0.0,0,0,0
OQHR_42-L,-0.0909090909090909,0.0,0,0,0
PLQE_55-L,-0.0937500000000001,0.0,0,0,0
NQCA_P1-L,-0.1333333333333333,0.0,0,0,0
QCMS_P2-L,-0.1747572815533981,0.0,0,0,0
QTFR_Z9-L,-0.175925925925926,0.0,0,0,0
RLGG_P6-L,-0.1924157303370787,0.0,0,0,0
MCUC_C2-L,-0.1982248520710059,0.0,0,0,0
PLLR_L9-L,0.0,0.0,0,0,0
PJUG_06-L^C21,0.0,0.0,0,0,0
FVHB_L4-L,-0.0443262411347518,0.0,0,0,0
MUYZ_70-L,0.0,0.0,0,0,0
NOVS_02-L,0.0,0.0,0,0,0
FZGS_60-L,0.2727272727272729,0.0,0,0,0
MOMU_J5-L,0.145374449339207,0.0,0,0,0
SCKQ_G2-L,0.1,0.0,0,0,0
SCET_P5-L,0.0733041575492341,0.0,0,0,0
QZGK_C8-L,0.069084628670121,0.0,0,0,0
FZFN_Q7-L,0.0657894736842106,0.0,0,0,0
FTVQ_R7-L,0.0504885993485342,0.0,0,0,0
SDGN_V1-L,0.2857142857142856,0.0,0,0,0
RYBB_F5-L,0.009090909090909,0.0,0,0,0
FVTW_80-L^H21,0.0,0.0,0,0,0
SNAJ_S4-L^C21,0.0,0.0,0,0,0
FTMQ_F8-L,0.0,0.0,0,0,0
FVHT_11-L,0.0,0.0,0,0,0
FVIX_28-L,0.0,0.0,0,0,0
FVNI_81-L^A23,0.0,0.0,0,0,0
PNZO_35-L,0.023890784982935,0.0,0,0,0
PVLX_53-L,-0.0144927536231882,0.0,0,0,1
MDWJ_V7-L,-0.02,0.0,0,0,1
PREE_45-L,-0.0227272727272727,0.0,0,0,1
PPZT_Q6-L,-0.022944550669216,0.0,0,0,1
MCUF_18-L,-0.0254237288135593,0.0,0,0,1
SHTG_Y7-L,-0.0260736196319018,0.0,0,0,1
PPYH_69-L^L22,-0.0276738967838443,0.0,0,0,1
QALX_K3-L,-0.0279661016949153,0.0,0,0,1
FTHF_97-L,-0.040650406504065,0.0,0,0,1
QHEL_G6-L,-0.0328358208955223,0.0,0,0,1
NXLT_P1-L,-0.0398009950248755,0.0,0,0,1
PKJZ_06-L,-0.04,0.0,0,0,1
PXHJ_W2-L,-0.04066985645933,0.0,0,0,1
LVJZ_58-L,-0.043478260869565,0.0,0,0,1
RKG_26-L,-0.0458015267175573,0.0,0,0,1
MBMW_F3-L,-0.0468085106382978,0.0,0,0,1
BKSW_G5-L,-0.0280095351609059,0.0,0,0,1
BIDZ_83-L,-0.0139425499748025,0.0,0,0,1
MCGC_J3-L,0.0,0.0,0,0,1
SHTV_W4-L,-0.0125944584382872,0.0,0,0,1
NNCP_71-L,-0.0480225988700564,0.0,0,0,1
PRKE_35-L,0.0,0.0,0,0,1
PXGF_Y8-L^A23,0.0,0.0,0,0,1
FWII_14-L,-0.0005630630630631,0.0,0,0,1
MBJW_96-L,-0.0028409090909091,0.0,0,0,1
SBOT_T2-L,-0.0029520295202952,0.0,0,0,1
MIHW_62-L,-0.0031424581005586,0.0,0,0,1
LNCJ_R7-L,-0.0033670033670034,0.0,0,0,1
LZKP_K1-L,-0.0034227039361096,0.0,0,0,1
MXNW_Q2-L,-0.0035335689045935,0.0,0,0,1
POCK_R4-L,-0.0035778175313058,0.0,0,0,1
OJTT_97-L,-0.0042194092827004,0.0,0,0,1
OQSS_T8-L,-0.0057803468208093,0.0,0,0,1
QJYV_06-L,-0.0065359477124182,0.0,0,0,1
LQSJ_04-L,-0.0077777777777777,0.0,0,0,1
QUNF_M8-L,-0.0099870538191233,0.0,0,0,1
PPSM_Q0-L^I22,-0.0115740740740742,0.0,0,0,1
MBHH_K3-L,-0.013136584488033,0.0,0,0,1
SEIQ_F9-L,-0.049670855774985,0.0,0,0,1
LWNH_68-L,-0.0714285714285712,0.0,0,0,1
LYRY_02-L,-0.0505050505050505,0.0,0,0,1
ODMQ_K7-L,-0.0873055694932262,0.0,0,0,1
LUWQ_46-L,-0.0929487179487179,0.0,0,0,1
MZKE_J9-L,-0.0931677018633541,0.0,0,0,1
LTBZ_03-L,-0.0985915492957747,0.0,0,0,1
PNZV_P1-L,-0.1026340343070408,0.0,0,0,1
MBEH_85-L^K22,-0.1027027027027027,0.0,0,0,1
FZEO_81-L,-0.1046931407942238,0.0,0,0,1
FZIJ_P8-L,-0.1100412654745529,0.0,0,0,1
BSYW_M6-L,-0.1227222015619189,0.0,0,0,1
QLFT_C7-L,-0.1249999999999998,0.0,0,0,1
OCQE_W5-L,-0.1319749216300939,0.0,0,0,1
FVSJ_G0-L^K22,-0.1337386018237082,0.0,0,0,1
NJNJ_48-L,-0.1441969519343493,0.0,0,0,1
LMEO_W1-L,-0.1556662515566624,0.0,0,0,1
MQVH_61-L,-0.1663974151857835,0.0,0,0,1
LZPS_05-L^A23,-0.1926605504587156,0.0,0,0,1
FTKY_B3-L,-0.2738892270237371,0.0,0,0,1
PQFH_00-L,-0.0833333333333332,0.0,0,0,1
MACX_82-L,-0.05,0.0,0,0,1
SEIL_B8-L^I21,-0.0801282051282051,0.0,0,0,1
PVMF_19-L,-0.0727272727272727,0.0,0,0,1
FWOR_N0-L,-0.0507841672890216,0.0,0,0,1
NOTK_J6-L,-0.050841968911917,0.0,0,0,1
NJHD_09-L,-0.0519866320089119,0.0,0,0,1
LMHD_83-L,-0.0528541226215645,0.0,0,0,1
QBST_50-L^A22,-0.0548571428571429,0.0,0,0,1
QFHU_Q4-L,-0.0562200956937798,0.0,0,0,1
FTUF_K3-L,-0.0574712643678161,0.0,0,0,1
QGMB_H8-L,-0.0577777777777778,0.0,0,0,1
NTFU_T2-L,-0.0617760617760616,0.0,0,0,1
QJGN_F7-L,-0.0645161290322581,0.0,0,0,1
OFWA_81-L,-0.0657894736842106,0.0,0,0,1
SQUM_T6-L,-0.0666666666666665,0.0,0,0,1
IVFH_W0-L,-0.0686274509803921,0.0,0,0,1
QCBK_T2-L,-0.0697674418604651,0.0,0,0,1
SHYX_M5-L,-0.0705654905751571,0.0,0,0,1
PUZO_D4-L,-0.0707803992740471,0.0,0,0,1
JYCO_W5-L,0.0,0.0,0,0,1
FXEB_C2-L,-0.0744836558790048,0.0,0,0,1
BTDR_66-L,0.0,0.0,0,0,1
LZTO_89-L,0.0,-0.0,0,0,1
QYYS_S9-L,0.0,0.0,0,0,1
LQPC_56-L,0.1143392689784443,-0.0,0,0,1
BSBT_B9-L,0.1078498293515357,-0.0,0,0,1
POHS_67-L,0.1060606060606059,-0.0,0,0,1
FXGP_H2-L,0.0995618673515637,-0.0,0,0,1
FTCO_D4-L,0.0976290097629009,-0.0,0,0,1
FTKZ_L8-L,0.0924778761061946,-0.0,0,0,1
QZAX_P3-L,0.0895522388059699,-0.0,0,0,1
SDKC_50-L,0.0,0.0,0,0,1
LQIT_75-L,0.0880829015544042,-0.0,0,0,1
NPAJ_G5-L,0.0853160298005286,-0.0,0,0,1
QIWN_71-L,0.0849056603773583,-0.0,0,0,1
