Momentum Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ANEA-L,0.10152284263959399,-0.06190476190476191,-0.024752475247524774,0.07650273224043724,0.24683544303797467,0.2547770700636942,0.23899371069182385,0.21604938271604945,0.42753623188405787,0.49242424242424243,0.5038167938931297,0.7747747747747749,1.2134831460674156,1.2134831460674156,1.6266666666666665,1.5584415584415585,1.9402985074626864,1.9402985074626864,2.396551724137931,1.8550724637681157,1.9848484848484849,2.3389830508474576,1.8970588235294117,1.9402985074626864,1.9848484848484849,1.7746478873239435,1.3734939759036147,1.2386363636363638,1.264367816091954,1.6986301369863015,1.5921052631578947,1.6266666666666665,1.5584415584415585,1.264367816091954,1.2134831460674156,1.010204081632653,1.2906976744186047,1.0736842105263156,1.010204081632653,1.0309278350515463,0.9504950495049505,0.8761904761904762,1.3176470588235296,1.0957446808510638,1.118279569892473,1.0736842105263156,1.1648351648351647,0.9898989898989898,0.9898989898989898
CPI-L,0.03361344537815114,-0.020576131687243038,0.13603818615751795,-0.05555555555555558,-0.10188679245283017,0.12796208530805697,0.2526315789473683,-0.1590106007067138,-0.16270888302550568,-0.24022346368715086,-0.3728590250329381,-0.37532808398950135,-0.4108910891089109,-0.4740331491712707,-0.44651162790697674,-0.509278350515464,-0.4925373134328358,-0.4769230769230769,-0.35588633288227334,-0.4669652855543115,-0.5127942681678609,-0.4978902953586498,-0.516260162601626,-0.524,-0.4881720430107528,-0.48706896551724144,-0.5112936344969199,-0.5031315240083508,-0.4687500000000001,-0.5616942909760589,-0.6155088852988692,-0.5648994515539305,-0.5587140210131558,-0.5662207083835273,-0.5271518450326398,-0.5664840837882732,-0.524949624750024,-0.5685796290025897,-0.2999992999993001,-0.3681409610613151,-0.32799932799932796,-0.12553494917242614,0.020001020001019887,0.02807878185847934,0.025126653267356636,0.085932644868006,0.12885488379559518,0.085932644868006,0.0021062652641599122
LLOY-L,0.24309815950920322,-0.08169014084507065,-0.20146968769136575,-0.289760348583878,-0.4018348623853212,-0.39348837209302323,-0.340080971659919,-0.405109489051095,-0.4436860068259386,-0.5097744360902255,-0.5594594594594595,-0.5825864276568502,-0.5408450704225354,-0.5379163713678243,-0.5624161073825504,-0.563295378432686,-0.5484764542936288,-0.5289017341040463,-0.4937888198757765,-0.5382436260623231,-0.5459610027855153,-0.5475364330326163,-0.5472222222222223,-0.5540355677154583,-0.5366027007818053,-0.5148809523809524,-0.5289017341040463,-0.5356125356125357,-0.5163204747774482,-0.5372604684173173,-0.4882260596546312,-0.48089171974522293,-0.4733441033925688,-0.47291835084882794,-0.5497237569060773,-0.48089171974522293,-0.524087591240876,-0.4255506607929518,-0.47034930950446796,-0.5790832795351841,-0.602196461256864,-0.6132858837485173,-0.5713346482577253,-0.6135151155898044,-0.6009791921664627,-0.6289129197495731,-0.6102809324566647,-0.6741629185407296,-0.6575630252100841
HSX-L,-0.01655629139072845,-0.02580645161290318,-0.053291536050156685,-0.02265372168284796,0.09025270758122761,0.24793388429752072,0.20318725099601576,0.03967207916393711,0.2057033617680637,0.08595884981164659,-0.02730066213189941,0.006666616333335984,0.18320889606343593,0.19210520355263427,0.17011064260147957,0.01961409692926286,0.049999947500002806,0.22299971663893836,0.4091083691709505,-0.11690756155499038,-0.08962099744573426,-0.11690756155499038,-0.19579423099424675,-0.18976268772670346,-0.10223012490493455,-0.03255246295725778,-0.13111280185169272,0.12925060944013467,0.14927278336637784,0.5004394671727714,0.5287496457986729,0.22299971663893836,0.1616305552305326,0.22299971663893836,0.44042188848586084,0.6368430550975686,0.5004394671727714,0.8733810688399923,0.24174300731539722,0.17852699967024943,0.20035157373821688,0.11372826429319138,0.09862686409938504,-0.02674196723928346,0.0033898604003672617,-0.017894166941458622,-0.03543177110321816,-0.06869274451345231,-0.08705654955121511
OXB-L,0.039999999999999813,-0.12280701754385948,-0.12280701754385948,0.0,-0.19354838709677413,-0.1071428571428571,-0.16666666666666663,-0.3902439024390243,-0.4897959183673469,-0.647887323943662,-0.7159090909090908,-0.7340425531914894,-0.7596153846153846,-0.7950819672131147,-0.8626373626373627,-0.8046875,-0.7641509433962264,-0.75,-0.7641509433962264,-0.8015873015873016,-0.8134328358208955,-0.8493975903614458,-0.8786407766990292,-0.8991935483870968,-0.9,-0.9079986929926321,-0.9135933670674045,-0.9086558451855419,-0.9023802925647013,-0.9185466135412476,-0.9147454555065058,-0.9252153118478121,-0.9105721561257054,-0.906655608218802,-0.8721181832597587,-0.8826772323484025,-0.8993056561100462,-0.9396783883300748,-0.906655608218802,-0.8105454566811239,-0.7416528954742598,-0.6880931299018503,-0.6802954581493966,-0.7279110282122525,-0.7158181850216859,-0.6880931299018503,-0.654373468269618,-0.6918510439994185,-0.7060188120913993
COA-L,0.06930693069306915,0.009999999999999787,0.05208333333333348,0.16091954022988486,0.12222222222222223,0.07446808510638303,-0.10619469026548667,-0.24626865671641784,-0.25185185185185177,-0.2109375,-0.2573529411764707,-0.17397777776950862,-0.15833341749999175,-0.18007388273061908,0.24134065798883886,0.32261891535715614,0.3631900477300747,0.5013512012162313,0.64592576133335,0.471523031655644,0.4335482437419498,0.5758863672340582,0.966371484778781,1.163008416955818,1.3501918376539161,1.0368329259667277,0.971128638032317,1.2631476955185867,0.6741092542192284,0.5975160203660612,0.6973607716389398,-0.18696066156837488,-0.18696066156837488,-0.29536590669259155,-0.169538473076707,-0.169538473076707,-0.2733461639421184,-0.38808098016178394,-0.5349415449229558,-0.5528284085797653,-0.5155641092947456,-0.38808098016178394,-0.4463589820511379,-0.4463589820511379,-0.38808098016178394,-0.31609050723964094,-0.47152448286699533,-0.3909949411567575,-0.3909949411567575
HVT-L,0.0,0.0,-0.008620689655172376,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,-0.05737704918032782,-0.05737704918032782,-0.017094017094017144,-0.017094017094017144,-0.017094017094017144,-0.017094017094017144,-0.017094017094017144,-0.017094017094017144,-0.1015625,-0.1015625,-0.11538461538461542,-0.11538461538461542,-0.11538461538461542,-0.11538461538461542,-0.12878787878787878,-0.1785714285714286,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884,-0.20138888888888884
JMG-L,0.04347826086956541,-0.013404825737265536,-0.0027100271002710175,-0.05641025641025643,-0.08910891089108908,-0.01866666666666672,0.027932960893854775,-0.08910891089108908,-0.0935960591133006,-0.17488789237668168,-0.30827067669172936,-0.30827067669172936,-0.31214953271028034,-0.26252505010020055,-0.24897959183673468,-0.1767337807606264,-0.1636363636363637,-0.00540540540540535,0.1358024691358024,-0.14814814814814814,-0.17303370786516847,-0.21199143468950743,-0.2520325203252032,-0.23966942148760328,-0.19999999999999996,-0.25955734406438635,-0.33693693693693694,-0.2963671128107075,-0.299047619047619,-0.28820116054158607,-0.3804713804713805,-0.4390243902439024,-0.41955835962145116,-0.4355828220858896,-0.3381294964028777,-0.36986301369863006,-0.42499999999999993,-0.42589703588143524,-0.4167987321711569,-0.4035656401944895,-0.2840466926070039,-0.16742081447963797,-0.136150234741784,-0.19999999999999996,-0.2136752136752137,-0.2654690618762475,-0.15596330275229353,-0.20173535791757047,-0.008086253369272156
MUL-L,0.0,0.0,0.16666666666666652,0.12903225806451601,0.050000000000000044,0.19318181818181812,0.16666666666666652,0.08247422680412364,0.08247422680412364,0.01941747572815533,-0.08695652173913049,-0.14634146341463417,-0.24460431654676262,0.03960396039603942,0.03960396039603942,0.03960396039603942,0.09375,0.09375,0.050000000000000044,0.2650602409638554,0.12903225806451601,0.10526315789473673,0.3999999999999999,0.29629629629629606,0.29629629629629606,0.29629629629629606,0.29629629629629606,0.2650602409638554,0.2650602409638554,0.1797752808988764,0.09375,0.09375,0.45833333333333326,0.45833333333333326,1.0192307692307692,0.9811320754716981,0.721311475409836,0.3999999999999999,0.19318181818181812,0.2068965517241379,0.1797752808988764,0.16666666666666652,0.1797752808988764,0.08247422680412364,0.050000000000000044,0.4383561643835616,0.34615384615384603,0.8421052631578945,0.4999999999999998
SMDS-L,0.09121621621621623,-0.013333333333333308,0.0842490842490844,-0.0033670033670034627,-0.0033670033670034627,-0.06918238993710679,0.08029197080291994,0.034965034965035,0.034965034965035,-0.1420289855072464,-0.16384180790960434,-0.10030395136778103,-0.08641975308641947,-0.09480122324159013,-0.06624605678233442,-0.06624605678233442,-0.09480122324159013,0.03135888501742179,0.08823529411764719,-0.05128205128205121,-0.0603174603174601,0.05714285714285716,-0.03896103896103864,-0.02950819672131122,0.0609318996415773,-0.0033670033670034627,-0.026315789473684292,-0.13196480938416433,0.07246376811594213,-0.01986754966887394,0.010238907849829282,-0.12426035502958577,-0.12166172106824913,-0.07499999999999996,-0.0543130990415337,0.09629629629629655,0.21810699588477367,0.05338078291814963,-0.19565217391304357,-0.25814536340852123,-0.12684365781710916,-0.2230971128608923,-0.10030395136778103,-0.21066666666666656,-0.20430107526881724,0.02422145328719738,0.11698113207547167,0.11278195488721798,0.3831775700934581
