Momentum Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
NTOG-L,-0.07692307692307687,0.0,-0.0714285714285714,-0.08235294117647063,-0.21999999999999997,-0.2277227722772277,-0.17894736842105263,-0.3157894736842105,-0.3157894736842105,-0.20408163265306123,-0.025000000000000022,-0.03703703703703709,0.01298701298701288,-0.1428571428571429,-0.08235294117647063,-0.33333333333333337,-0.23529411764705888,-0.1875,-0.1333333333333333,-0.1235955056179775,-0.08235294117647063,-0.1235955056179775,-0.025000000000000022,-0.1333333333333333,-0.16129032258064513,-0.19587628865979378,-0.3389830508474576,-0.40909090909090906,-0.59375,-0.7301038062283737,-0.360655737704918,-0.515527950310559,-0.43065693430656937,0.06849315068493156,-0.012658227848101222,0.30000000000000004,0.040000000000000036,0.0,-0.10344827586206895,-0.19587628865979378,-0.35,-0.4693877551020408,-0.5491329479768786,-0.5617977528089888,-0.6405529953917051,-0.6816326530612244,-0.7111111111111111,-0.8120481927710843,0.16417910447761197
SWGS-L,-0.1428571428571429,-0.125,0.40000000000000013,0.14130434782608692,-0.08695652173913027,-0.125,-0.045454545454545414,-0.125,-0.2499999999999999,-0.2758620689655171,-0.125,-0.1599999999999998,0.10526315789473739,0.0,0.10526315789473739,-0.08695652173913027,-0.08695652173913027,-0.08695652173913027,-0.22222222222222188,-0.1599999999999998,-0.125,-0.125,-0.1599999999999998,-0.19230769230769218,-0.19230769230769218,-0.1599999999999998,-0.2758620689655171,-0.2499999999999999,-0.19230769230769218,-0.2499999999999999,-0.38235294117647056,-0.5434782608695652,-0.5434782608695652,-0.5434782608695652,-0.8409090909090908,-0.8359375,-0.8432835820895522,-0.8306451612903225,-0.8306451612903225,-0.8018867924528301,-0.8018867924528301,-0.7857142857142857,-0.8125,-0.8055555555555556,-0.7717391304347826,-0.7613636363636364,-0.7717391304347826,-0.7899999999999999,-0.7717391304347826
ANEA-L,0.03076923076923066,-0.006116207951070374,-0.03345724907063197,-0.07932011331444755,-0.10034602076124566,-0.08450704225352113,-0.1108071135430917,-0.05865314989138304,-0.09217877094972071,-0.040590405904059046,-0.03345724907063197,-0.07604832977967302,-0.13678618857901725,-0.1095890410958904,-0.14191419141914197,-0.10468319559228645,-0.15309446254071657,-0.1875,-0.15032679738562094,-0.1095890410958904,-0.0714285714285714,-0.03988183161004433,0.026045777426992878,0.0,0.027667984189723382,-0.07801418439716312,-0.07932011331444755,-0.11383776414451263,-0.16666666666666663,-0.1478203867584399,-0.051094890510948954,-0.09722222222222221,-0.09847434119278775,-0.1333333333333333,0.13043478260869557,0.09060402684563762,0.10356536502546687,0.14035087719298245,0.08333333333333326,0.241642788920726,0.2596899224806202,0.27450980392156854,0.4054054054054055,0.4444444444444444,0.6602809706257982,0.6993464052287581,0.7105263157894737,0.6993464052287581,0.8387553041018387
CPI-L,-0.029064039408866926,0.05564222568902766,-0.024975984630163373,0.03465851172273182,0.05290456431535273,0.11599780098955481,0.11111111111111116,0.1822947000582411,0.2831858407079648,0.32420091324200917,0.3216145833333335,0.40484429065743943,0.2987843889955213,0.40290255701451283,0.39807162534435236,0.5413819286256643,0.676300578034682,0.48283418553688806,0.35876840696117784,0.3285340314136127,0.6240000000000003,0.562740569668976,0.6098334655035687,0.4205738278516442,0.4275668073136427,0.41759776536312865,0.4058171745152357,0.415620641562064,0.4019337016574587,0.3875598086124403,0.37254901960784315,0.33027522935779796,0.49594694178334575,0.425561797752809,0.5724244771494966,0.3198959687906373,0.28807106598984755,0.3837764144512612,0.38566552901023887,0.38661202185792365,0.30128205128205154,0.25308641975308666,0.30967741935483883,0.40484429065743943,0.40484429065743943,0.351531291611185,0.4019337016574587,0.3337713534822604,0.4205738278516442
KWG-L,-0.05660377358490565,0.0,0.08163265306122436,0.10416666666666674,0.2325581395348837,0.06000000000000005,-0.0185185185185186,-0.036363636363636265,0.10416666666666674,0.12765957446808507,0.8275862068965518,0.8275862068965518,0.9485294117647061,0.9343065693430654,0.9629629629629628,1.5238095238095237,1.12,0.606060606060606,0.6358024691358024,0.606060606060606,0.4722222222222223,0.32499999999999996,-0.1166666666666667,-0.1166666666666667,-0.3764705882352941,-0.5760000000000001,-0.5760000000000001,-0.6787878787878787,-0.7210526315789474,-0.7210526315789474,-0.7476190476190476,-0.7282051282051283,-0.7534883720930232,-0.6214285714285714,-0.5923076923076923,-0.6466666666666667,-0.6882352941176471,-0.6882352941176471,-0.6882352941176471,-0.6214285714285714,-0.6214285714285714,-0.5181818181818181,-0.5181818181818181,-0.5923076923076923,-0.5923076923076923,-0.5583333333333333,0.06000000000000005,0.06000000000000005,0.06000000000000005
BKIRx-L,0.0293040293040292,0.011111111111111072,0.06640625,0.1120162932790223,0.014869888475836479,-0.005464480874316946,-0.001828153564899404,-0.014440433212996373,-0.019748653500897717,-0.021505376344086002,0.1063829787234043,0.2668213457076567,0.3156626506024096,0.5555555555555556,0.5041322314049588,0.5780346820809248,0.625,0.41634241245136194,0.365,0.325242718446602,0.5166666666666666,0.70625,3.014705882352941,2.0847457627118646,2.7916666666666665,2.309090909090909,1.84375,2.102272727272727,4.46,1.0919540229885056,1.4594594594594597,0.9927007299270072,1.0073529411764706,1.0222222222222221,1.0222222222222221,0.33823529411764697,0.3031026252983293,0.1895424836601307,0.23529411764705888,0.2727272727272727,0.2757009345794392,0.1120162932790223,0.24942791762013727,0.2757009345794392,0.24657534246575352,0.5166666666666666,0.6697247706422018,0.9090909090909092,0.956989247311828
LLOY-L,0.0412647374062165,0.018003273322422464,0.00864864864864856,0.16570357644853972,0.2112950340798443,0.3771217712177124,0.511543134872418,0.4016901408450706,0.44539116963594116,0.5021131012276114,0.6318320944468736,0.698873335609423,0.8671669793621013,1.2343960484957344,1.4312703583061888,1.37065269175798,1.9020217729393467,1.2217591903557081,1.2227516378796905,1.146369518332135,1.3180124223602485,1.7603550295857988,2.11,1.4424083769633511,1.23105664325213,1.0928080751436982,0.8120903131828114,0.46900216492816393,0.4925014997000601,0.2680937818552498,0.22360655737704915,0.20874493927125504,0.158466552848052,0.10023584905660377,0.16533957845433278,0.07241379310344853,0.015510204081632617,0.04420817011751521,0.03036996134732206,0.4296111855966289,0.3001219299773559,0.21881123448726325,0.163341645885287,0.4850775964982095,0.4109640831758037,0.42824339839265235,0.37864794975988203,0.31874445774849836,0.12963094738105796
HSX-L,0.029029793735675824,0.015515903801396558,-0.008333333333333193,0.1814079422382675,0.19000000000000017,0.16666666666666674,0.15228873239436624,0.2204873501401199,0.3552365880363002,0.3987248609988274,0.3329641331881903,0.31302430086795696,0.31626100826533077,0.3770811494166406,0.4444451280963999,0.5112166481687803,0.642963740573238,0.5927314412715954,0.5685577939377309,0.5525947633233899,0.6817739076733933,0.6743032631919599,0.6497318713274021,0.7086822901961678,0.7183047970597023,0.7953372340251135,0.6262839056435605,0.5347445720324862,0.5362163961245812,0.5590166881351897,0.6459179522824625,0.6817739076733933,0.6773713581768661,0.6450728082761565,0.8085121615116087,0.8024074791098812,0.8275980000672074,0.7506990678239422,0.8110680011971814,0.906444090519378,0.89460632413827,0.9184307150406075,0.8773977697731115,0.7873245713349035,0.8708200257622274,0.9893072301259329,1.074986589454543,1.0023620588236346,0.8497570982204472
LIO-L,-0.029958677685950397,0.08520179372197312,0.15651135005973726,0.26535947712418295,0.2770448548812665,0.4491017964071857,0.4491017964071857,0.37110481586402266,0.651877133105802,1.0465116279069768,1.230414746543779,1.1321585903083702,1.2201834862385321,1.4820512820512821,1.5340314136125652,1.6162162162162161,1.5077720207253886,1.1043478260869564,0.9755102040816326,1.6926286509040334,1.7267605633802816,2.315068493150685,2.1225806451612903,3.033333333333333,2.5588235294117645,2.1377633711507293,2.315068493150685,2.0344827586206895,1.9156626506024095,1.8982035928143715,1.9156626506024095,1.863905325443787,1.7976878612716765,1.8057971014492753,1.6740331491712706,1.7736389684813751,1.6666666666666665,1.7657142857142856,2.361111111111111,2.1842105263157894,1.7344632768361583,1.426065162907268,1.396039603960396,1.240740740740741,1.07725321888412,1.3552311435523112,1.3725490196078431,0.8579654510556622,1.1415929203539825
OXB-L,0.258139534883721,0.34375,0.4576271186440677,0.32307692307692304,0.303030303030303,0.07499999999999996,0.3870967741935485,-0.022727272727272707,-0.0444444444444444,-0.06521739130434778,-0.11704312114989734,-0.12244897959183676,-0.18560606060606055,-0.022727272727272707,-0.0337078651685393,-0.14,-0.25217391304347825,-0.4591194968553459,-0.2996742671009772,-0.3228346456692913,-0.3731778425655977,-0.36296296296296293,-0.5647773279352227,-0.5784313725490196,-0.6018518518518519,-0.6365173288250212,-0.6952515946137492,-0.6717557251908397,-0.6293103448275862,-0.6355932203389831,-0.6286701208981001,-0.6727549467275495,-0.6146953405017921,-0.6194690265486726,-0.7422945346687927,-0.7697656756431853,-0.7587438196899335,-0.7709284752611489,-0.7697656756431853,-0.7890411074498023,-0.7732191905085375,-0.7587438196899335,-0.750790319240151,-0.7890411074498023,-0.8027992960943804,-0.811015992090448,-0.8027992960943804,-0.8462502986498559,-0.7890411074498023
