,0
2000-06,1.1689497716894977
2000-07,1.0428571428571427
2000-08,0.6458333333333335
2000-09,0.8723404255319149
2000-10,0.7291666666666667
2000-11,0.5
2000-12,0.9375000000000002
2001-01,0.5384615384615385
2001-02,2.0
2001-03,0.3750000000000002
2001-04,0.4999999999999998
2001-05,1.238095238095238
2001-06,0.7
2001-07,0.6666666666666667
2001-08,0.6666666666666667
2001-09,1.0
2001-10,0.4594594594594596
2001-11,1.258064516129032
2001-12,1.0
2002-01,0.5789473684210527
2002-02,2.0625
2002-03,0.7500000000000002
2002-04,1.0
2002-05,1.3157894736842106
2002-06,0.8636363636363635
2002-07,1.0
2002-08,0.96
2002-09,6.666666666666667
2002-10,0.5999999999999999
2002-11,1.0
2002-12,1.7777777777777777
2003-01,1.272727272727273
2003-02,1.2498725140234574
2003-03,1.0
2003-04,1.0833333333333337
2003-05,1.2399999999999998
2003-06,1.8000000000000005
2003-07,2.0
2003-08,0.924242424242424
2003-09,2.0
2003-10,1.1428571428571428
2003-11,0.6470588235294119
2003-12,0.3888888888888888
2004-01,1.0
2004-02,2.1666666666666665
2004-03,1.25
2004-04,1.0
2004-05,1.0
2004-06,0.631578947368421
2004-07,1.0115606936416186
2004-08,0.6799999999999999
2004-09,1.0
2004-10,0.875
2004-11,0.7044025157232703
2004-12,1.125
2005-01,1.7906976744186047
2005-02,1.1578947368421053
2005-03,1.25
2005-04,0.5833333333333335
2005-05,0.4285714285714286
2005-06,1.0
2005-07,0.8499999999999999
2005-08,0.5
2005-09,3.0
2005-10,0.4199999999999999
2005-11,0.714285714285714
2005-12,0.5
2006-01,2.0
2006-02,1.0
2006-03,0.7721518987341771
2006-04,1.0
2006-05,0.5555555555555558
2006-06,0.8378378378378379
2006-07,0.7435897435897436
2006-08,1.0
2006-09,0.5
2006-10,1.292682926829268
2006-11,0.6363636363636362
2006-12,0.6666666666666667
2007-01,1.3333333333333337
2007-02,0.9244186046511628
2007-03,0.6000000000000001
2007-04,0.5454545454545456
2007-05,0.8
2007-06,1.0
2007-07,0.6080402010050252
2007-08,0.4597701149425288
2007-09,0.5416666666666667
2007-10,0.3547325102880658
2007-11,2.0
2007-12,0.645038167938931
2008-01,1.0714285714285712
2008-02,0.75
2008-03,0.7999999999999998
2008-04,1.0
2008-05,2.1
2008-06,1.0
2008-07,0.5431034482758621
2008-08,0.8124999999999998
2008-09,2.0
2008-10,0.7050691244239633
2008-11,1.4761904761904765
2008-12,1.0
2009-01,1.5714285714285712
2009-02,2.333333333333333
2009-03,1.0
2009-04,2.5000000000000004
2009-05,3.313253012048193
2009-06,1.5531914893617025
2009-07,1.0
2009-08,1.3333333333333337
2009-09,4.134408602150537
2009-10,0.9333333333333332
2009-11,0.7272727272727273
2009-12,0.6176470588235294
2010-01,0.8699186991869918
2010-02,1.0
2010-03,1.8000000000000005
2010-04,1.0
2010-05,3.25
2010-06,1.0
2010-07,2.530864197530864
2010-08,1.5333333333333337
2010-09,5.3
2010-10,1.2222222222222223
2010-11,1.0833333333333337
2010-12,0.7999999999999998
2011-01,0.9166666666666664
2011-02,0.8333333333333335
2011-03,1.666666666666667
2011-04,1.8000000000000005
2011-05,1.3333333333333337
2011-06,1.0625
2011-07,0.9166666666666669
2011-08,0.6551724137931034
2011-09,0.565
2011-10,1.0
2011-11,0.7999999999999998
2011-12,0.7179487179487181
2012-01,2.8
2012-02,7.133333333333333
2012-03,64.55555555555556
2012-04,1.1
2012-05,1.5497237569060776
2012-06,1.0
2012-07,1.25
2012-08,1.3846153846153846
2012-09,2.0
2012-10,1.3333333333333337
2012-11,1.75
2012-12,1.8333333333333333
2013-01,12.142857142857142
2013-02,2.2058823529411766
2013-03,1.75
2013-04,1.4444444444444446
2013-05,6.75
2013-06,4.0
2013-07,1.1605995717344753
2013-08,2.0
2013-09,16.8
2013-10,2.0
2013-11,3.666666666666667
2013-12,1.6983842010771992
2014-01,3.0
2014-02,3.666666666666667
2014-03,7.0
2014-04,8.0
2014-05,1.9572649572649568
2014-06,2.698630136986301
2014-07,1.625
2014-08,5.75
2014-09,11.0
2014-10,3.166666666666667
2014-11,9.069767441860463
2014-12,3.0
2015-01,2.0
2015-02,2.0
2015-03,2.0
2015-04,2.1830985915492955
2015-05,1.5714285714285716
2015-06,1.7281553398058254
2015-07,2.5000000000000004
2015-08,1.5
2015-09,2.2727272727272725
2015-10,1.0
2015-11,4.5
2015-12,1.5
2016-01,2.0
2016-02,2.0
2016-03,2.0
2016-04,6.285714285714286
2016-05,3.5
2016-06,2.0
2016-07,1.2952646239554315
2016-08,2.5945945945945947
2016-09,1.9890909090909088
2016-10,2.909090909090909
2016-11,5.5
2016-12,3.0
2017-01,1.025641025641026
2017-02,4.315789473684211
2017-03,1.666666666666667
2017-04,4.0
2017-05,1.8333333333333333
2017-06,1.4
2017-07,1.666666666666667
2017-08,1.6315789473684212
2017-09,2.0
2017-10,1.1428571428571428
2017-11,2.571428571428571
2017-12,7.0
2018-01,3.0
2018-02,2.714285714285714
2018-03,1.5
2018-04,1.0
2018-05,4.25
2018-06,4.0
2018-07,17.681818181818183
2018-08,1.3333333333333337
2018-09,38.0
2018-10,2.720867208672087
2018-11,3.25
2018-12,2.058823529411765
2019-01,1.0
2019-02,2.625
2019-03,2.1
2019-04,1.1999999999999995
2019-05,4.6000000000000005
2019-06,3.891115427870361
2019-07,1.7733333333333334
2019-08,2.525641025641025
2019-09,3.571428571428571
2019-10,3.1392314651683257
2019-11,1.75
2019-12,3.0
2020-01,11.0
2020-02,15.0
2020-03,1.2222222222222223
2020-04,2.647058823529412
2020-05,8.0
2020-06,1566.942857142857
2020-07,3.0
2020-08,3.7804878048780486
2020-09,3.0
2020-10,1.125
2020-11,4.0
2020-12,3.769230769230769
2021-01,2.010169491525424
2021-02,2.0
2021-03,1.7000000000000002
2021-04,2.6000000000000005
2021-05,1.391304347826087
2021-06,3.0
2021-07,3.0
2021-08,20.25
2021-09,0.8333333333333335
2021-10,1.176470588235294
2021-11,1.0
2021-12,2.304426052536884
2022-01,28.333333333333336
2022-02,4.2362030905077255
2022-03,1.0
2022-04,2.25
2022-05,7.406567503860847
2022-06,1.0
2022-07,3.0
2022-08,1.3333333333333337
2022-09,7.961538461538462
2022-10,1.1968724939855653
2022-11,2.0
2022-12,2.5
2023-01,1.5
2023-02,1.5
2023-03,1.0
2023-04,1.7407407407407405
2023-05,7.0
2023-06,2.0
2023-07,2.0
