Firm Name,Momentum_1,Cluster Index
54594,0.0691694523013628,16
14526,0.0481877226063274,8
11581,0.0352941176470587,10
15203,0.0001481481481482,12
16126,0.0062761506276152,10
17137,-0.0103092783505154,9
20670,0.0052793664760228,7
64899,-0.0025161718285374,9
23660,0.0563607794122906,9
82542,0.0635789473684209,15
30680,0.0184804928131416,8
56274,0.0927985948477752,10
31668,0.1159999999999998,15
47511,0.0496277915632754,3
60628,0.025021079668748,18
37875,-0.0052751890276068,3
17144,0.0893682588597843,10
41452,-0.0376749192680301,3
84226,0.0617760617760616,8
64020,0.1576763485477177,19
52090,0.0266251381493016,3
53613,-0.0433310765064319,5
54114,0.0639880952380951,2
57665,0.0987452264048007,4
35107,0.0116525423728814,4
61621,0.0551810628625177,18
51692,0.1754807692307691,20
64742,-0.0855263157894736,16
65307,-0.0067504219013688,8
66852,0.0181268882175227,4
46922,0.218181818181818,20
77354,0.1131564699512723,2
69199,-0.0343511450381678,7
38850,-0.021617293835068,5
44951,0.1221608348680172,5
74500,0.0210210210210208,16
74740,-0.0172984909827015,17
65306,0.0380952380952381,18
81294,0.0771312584573749,18
19502,0.0979326995623963,10
81614,-0.0383076923076922,12
51086,0.1139369277721262,15
83601,-0.0857142857142856,18
21785,0.0016694490818029,13
10044,0.0070052539404552,10
10104,-0.0361493123772101,3
75510,0.0360242064398264,15
70092,0.1432737878235508,9
75033,0.007462686567164,13
12211,0.0247924858016601,8
80297,0.0603448275862068,5
75976,0.0461346633416459,11
77488,0.2054380664652566,10
76568,0.004724409448819,2
76605,0.1649872943172179,10
76752,-0.0233876683203401,11
77637,0.0360824742268042,10
77669,0.1639697950377561,20
79094,0.0201555869872702,3
87055,0.1449589644896944,8
79866,-0.0084889643463497,16
80719,-0.0421455938697318,7
81655,0.0249179530813175,18
82777,0.0864897466827501,2
83148,-0.0566037735849056,2
83597,0.0527202822984147,18
20598,0.1055555555555556,4
89508,-0.0824234354194407,16
85040,-0.0460122699386502,15
85982,-0.0161725067385445,3
85272,-0.2936288088642659,16
85394,0.0202863961813843,10
85796,0.0446735395189001,10
87184,0.049077215923198,9
87214,-0.0316742081447964,16
88668,-0.0227910817506192,2
88841,0.0190476190476192,2
89216,0.0252392344497607,2
89900,0.0097864768683273,9
93399,0.2938263716955516,20
12488,1.0649934444652556,5
90179,0.0123747790218031,2
47730,0.0197760304979746,18
13777,0.0402900886381949,3
38746,-0.0301814229579465,3
60871,-0.0568455640744797,11
14198,0.0311332503113324,2
14702,-0.0648591174906964,15
15537,0.1593650793650793,10
68830,0.038103878430483,16
