Firm Name,Momentum_1,Cluster Index
54594,-0.0119047619047618,9
10154,-0.1923076923076923,28
10867,-0.0655737704918032,27
11010,0.0769230769230768,28
11790,0.0350877192982457,18
12117,-0.0606060606060605,17
12320,-0.0705882352941176,3
13056,0.0162601626016261,15
13283,0.0310077519379845,27
50091,0.0630372492836677,15
14526,0.0431034482758621,15
15828,0.0392156862745098,27
15991,0.3026315789473683,27
16126,0.40625,5
17137,-0.0277777777777777,14
85885,0.0116279069767442,6
42438,0.0867052023121386,25
55044,0.3726235741444867,27
18092,-0.011111111111111,6
55108,0.032967032967033,29
20336,-0.04,10
20670,0.1,27
64899,-0.0421052631578947,23
41419,-0.1176470588235294,4
22905,0.0224719101123596,18
23115,-0.1212121212121212,4
47175,0.0886075949367088,29
23975,0.1369863013698631,2
24548,0.3,19
30680,0.0,11
53401,-0.0769230769230768,23
25583,0.0454545454545454,8
56274,0.0876288659793813,3
48637,0.0689655172413792,1
26658,0.1999999999999999,29
36150,-0.0425531914893616,3
64565,0.0535714285714286,16
63554,0.0229885057471264,21
65218,-0.0555555555555555,30
55589,0.0,12
31318,0.0,25
21872,-0.1111111111111111,8
31536,-0.0982142857142857,2
54391,0.0559006211180124,25
31748,0.0370370370370369,16
32054,-0.1166666666666667,2
62172,-0.3,19
47511,0.0568181818181818,18
33188,0.0416666666666667,14
33241,0.1014492753623188,10
33639,-0.25,8
48143,-0.0342205323193915,21
34041,0.0540540540540539,10
60628,0.1111111111111111,18
63597,-0.0095238095238094,27
57330,-0.0057471264367816,2
37875,-0.0816326530612244,23
20765,0.0813953488372092,4
23253,-0.0980392156862745,15
66923,-0.025,28
38907,0.0,12
32205,-0.0560747663551401,25
39328,0.0285714285714284,29
26657,-0.0507246376811594,5
40540,0.0,4
22250,0.046875,2
64979,0.0864197530864196,21
41452,0.0,27
27879,0.1632653061224489,17
50382,-0.139344262295082,17
52716,-0.0261627906976744,5
65285,0.0357142857142858,30
62287,-0.0718954248366012,23
48557,-0.0256410256410256,4
18278,0.5,19
44821,-0.0952380952380952,14
44856,-0.15625,30
53129,-0.0704225352112676,23
51828,0.0416666666666667,5
46843,0.0331125827814569,6
47563,-0.1428571428571429,28
89392,-0.048780487804878,20
61137,0.0117647058823529,13
50462,-0.0634920634920634,25
52708,0.0486111111111111,10
49227,0.0606060606060605,14
49286,1.7142857142857144,19
49585,-0.0144927536231883,21
64020,-0.0240384615384615,25
59926,-0.1119402985074626,11
51423,0.0892857142857141,3
67328,0.0795454545454545,16
45022,0.1702127659574468,7
67002,-0.1333333333333333,13
52090,0.0365853658536585,2
59942,0.0229885057471264,23
53621,-0.1999999999999999,19
54114,-0.0126582278481012,11
55213,0.0053191489361701,11
64442,0.1,29
65373,-0.02,6
56363,0.0,6
52337,-0.0641509433962264,15
51377,0.1666666666666667,2
22066,-0.0137614678899082,21
57665,0.1237623762376238,22
67010,0.0625,16
59337,0.096774193548387,17
59601,-0.1538461538461538,29
25232,0.0171673819742488,18
34948,-0.0319148936170212,3
35107,0.0,23
58675,0.0666666666666666,22
61621,-0.054054054054054,29
45823,-0.0999999999999999,4
51692,-0.036144578313253,14
63096,0.0154320987654321,21
40571,0.0109289617486338,16
64064,-0.0285714285714285,25
64355,0.0071428571428571,27
65058,0.1354166666666667,17
79733,0.05,27
66588,0.0384615384615385,10
66852,0.0270270270270269,13
46922,0.024,18
67732,0.0416666666666667,30
67970,-0.0175438596491228,25
91679,-0.0256410256410256,3
69199,0.0962962962962963,6
69220,0.013157894736842,20
69682,-0.073170731707317,17
70288,-0.0270270270270269,2
52089,0.1,18
38850,0.0091743119266054,29
71002,-0.125,13
41216,-0.1538461538461538,19
25283,0.0042735042735042,11
72128,0.0476190476190476,19
72291,0.0,27
72486,0.0576923076923077,10
72710,-0.0930232558139535,17
27764,0.0571428571428571,29
73147,-0.0140845070422535,6
54471,-0.0851063829787234,2
44951,0.0,24
58625,-0.0655737704918032,15
76022,-0.0839160839160839,1
74500,0.0,17
60353,0.0267857142857141,11
65752,0.0874999999999999,22
74975,0.0897435897435896,22
40061,-0.1954887218045112,13
75417,-0.0625,8
75433,-0.1818181818181817,19
40694,0.0559006211180124,2
76129,0.1022727272727272,10
48709,0.1387283236994219,9
47183,0.0571428571428571,25
61217,-0.0769230769230768,25
65306,0.0320512820512821,2
37612,0.1111111111111111,7
78749,0.0727272727272727,14
79303,0.0306122448979591,2
65103,0.1081081081081081,29
47917,0.0208333333333332,23
80013,0.1742424242424243,3
58069,-0.1111111111111111,12
61698,-0.0297029702970297,4
92874,0.0277777777777776,4
81294,-0.0230769230769231,1
19502,-0.0181268882175226,6
92989,0.0,12
81702,0.0225563909774435,18
64506,0.1304347826086955,4
82449,-0.0444444444444444,13
51086,0.1282051282051282,13
53671,0.0,18
83601,-0.029585798816568,11
88381,-0.1739130434782608,14
62042,0.2735849056603774,20
88445,0.0,20
87426,0.0491803278688525,22
90107,-0.125,17
68670,-0.0434782608695651,17
50906,0.2285714285714286,7
10568,0.0,29
10998,0.1724137931034481,30
11181,0.3625,16
39116,-0.0555555555555555,13
50032,-0.0167064439140811,15
49330,0.018181818181818,18
68814,-0.1538461538461538,8
47730,0.1007462686567164,15
13232,-0.025,17
13777,0.0136054421768707,27
44652,-0.0460526315789473,10
44548,-0.0363636363636363,19
38746,0.0740740740740741,30
60871,0.0655737704918033,2
14198,0.0,24
