Firm Name,Momentum_1,Cluster Index
21020,0.039454658128486,14
11499,-0.023404255319149,13
81912,-0.0018326206475259,18
27991,-0.0361063950198076,11
10517,0.065169769989047,14
20482,0.0646079719667105,1
10656,0.0918727915194346,13
60038,0.0035087719298245,15
10779,-0.1935483870967742,1
61487,0.0303486330574367,13
61241,0.1152815013404826,20
88845,0.0481154217865524,15
28222,-0.0069415521310565,1
11368,0.1157894736842104,7
28804,0.0311315336013786,7
11587,0.1661378893813869,15
11691,0.0266575529733423,16
11790,0.0450751252086811,10
10145,0.002255658150563,7
45911,-0.0984684769331956,6
28484,-0.0440183046415342,4
81073,-0.0086391333784698,11
93330,0.0491689750692521,9
12758,0.0094952523738132,8
24109,-0.0321816662022848,3
59176,0.0948791265921495,2
13769,-0.0602409638554217,5
11144,0.0237388724035607,16
85257,-0.0073746312684366,8
14008,0.1094433709454152,1
18075,-0.0605095541401273,10
83112,-0.0270655270655271,13
39490,0.0250213857998289,13
14593,-0.0572138686314392,12
14761,0.0514018691588786,2
10516,-0.0048100048100047,2
77595,0.0957446808510638,13
29209,0.0374388146580235,3
24272,-0.009467989179441,13
15457,-0.0042483660130719,13
44644,0.0008791638175245,18
16030,0.2791068580542264,17
44601,0.0487775931640162,9
27684,0.0599781897491822,10
40416,0.1176470588235294,12
53110,0.0165816326530612,13
75034,-0.0116047144152311,2
10318,-0.0128302845528456,3
57568,0.0320293398533007,13
16505,0.1212365591397848,8
16548,0.0674128393155795,3
49656,0.08276740237691,18
46877,0.0282340704626766,6
39693,0.0342816752076338,9
27887,0.020738492665655,17
29612,-0.0437246963562752,7
39642,0.0310732970459231,11
17444,-0.0346004785023715,1
65875,-0.0424528301886792,17
43772,0.0360663082437275,16
17778,0.0251972307196908,18
61508,0.0193241201533969,15
61946,-0.0297670405522002,18
19561,0.0539359377498267,5
52230,0.0309744030974401,17
12437,-0.0222222222222221,12
17961,0.0134566862910008,8
19393,0.0328081556997219,17
10874,0.1351791530944626,18
19880,0.0648584905660376,5
10890,0.0847457627118644,19
20117,-0.0083969465648854,8
64186,0.0382062891521428,15
67838,-0.0161714930424972,17
20336,-0.0082796688132474,5
62148,0.0071995569503415,15
28564,0.0261282660332542,8
86290,-0.0610687022900762,17
46690,0.0229753015508329,16
20750,0.0620490620490619,11
21371,0.048862565621214,16
27334,-0.0585216618967728,8
20618,0.0263230052097613,10
18542,0.01925448164659,1
89792,0.1759636281179137,9
60599,-0.0428857715430861,13
90011,0.0603636363636364,1
64194,-0.0006351998436431,6
23182,0.0094276094276095,3
88208,-0.2490842490842492,14
14541,0.0082141476613837,2
30509,-0.0247441253263707,1
23297,-0.0288044863624775,10
23393,0.0042586140147116,13
79026,0.0933493047032094,9
47677,0.1500000000000001,20
27422,0.1748726655348047,4
46578,-0.0183451705591982,7
11995,0.0049617544146063,6
11308,-0.0136353639762479,1
24441,-0.0754310344827585,14
24476,-0.093330569950859,20
30648,-0.1412984178941625,15
18729,-0.0292037716081718,1
61735,0.0155832251164922,11
89525,-0.0664427920364595,10
25081,0.0682613768961493,11
25129,0.0616476742013822,8
25452,-0.039911308203991,19
25487,0.1913499344692004,19
25778,0.0849858356940509,16
40125,-0.0103199174406604,7
26084,0.0126811594202898,19
79618,-0.0589006461279147,12
13625,-0.0532646048109965,13
26463,0.0461741424802109,11
11404,-0.0237951443411041,3
26607,0.0513663515259028,2
26650,0.0585501858736061,1
23229,-0.0244674119384095,11
30840,-0.0972169704303107,18
91983,-0.1401595744680851,4
27430,0.0027777777777777,8
59248,-0.0891444245173541,7
22293,0.0326460481099655,5
20204,0.0232018561484919,18
27618,-0.0053475935828876,1
17726,0.0332525112573605,1
59256,-0.0794701986754966,17
31077,-0.0010787486515643,2
27888,0.0245472397992581,8
41080,0.0286620164870006,1
18091,0.0194379651227367,11
19828,-0.0408163265306124,15
92570,0.0572916666666665,1
28629,-0.0037593984962406,20
80912,0.018181818181818,4
91926,0.0938326887848564,7
61743,0.0155516431924882,18
11674,-0.0340577063550036,11
76708,0.0147058823529413,1
29867,0.3714285714285714,20
40440,0.058601134215501,10
79322,0.081570996978852,13
44943,-0.0616946505271377,16
26403,-0.0156568463961459,18
10886,0.0496470588235293,19
64936,-0.0512566546985266,1
38682,0.0520134228187918,13
25953,-0.0282253179890974,16
30681,-0.009794553272814,8
63132,-0.0072304306821754,18
27959,-0.0243930905695611,1
88590,0.0328526406264924,2
30940,-0.042680412371134,10
31051,-0.0508474576271187,17
12486,-0.0350670746057896,2
42200,0.0805581985410719,11
31480,-0.0131362889983579,15
11762,0.0058154561902301,1
70578,-0.0006775067750677,18
82855,-0.0425925925925925,11
32054,-0.0143540669856457,14
32062,-0.0803250706952335,17
22103,0.0084573748308525,17
32548,-0.2339449541284404,20
32986,-0.0043212099387828,9
52476,0.0045321637426898,15
33532,0.0916666666666665,17
31691,-0.0242840978327095,10
50788,-0.0271934325295023,16
42550,-0.0104652409913991,8
33770,0.0461538461538462,6
87717,0.0580741850880479,8
33823,0.0355731225296442,10
87725,0.0380982367758184,9
11850,0.0028571428571428,10
19166,-0.0307814780416612,18
24205,-0.0092618778280543,11
34367,0.0083333333333333,3
47706,0.1071428571428572,8
21135,0.0912887828162289,11
34666,-0.002145922746781,14
34746,0.0935130581297389,8
35263,0.0575468595856625,8
10777,0.1246228764219334,11
35554,0.0350226880552182,3
36397,0.0283353010625737,3
54244,0.1310861423220974,9
36768,0.0683119447186575,9
88924,-0.0633116883116884,2
88853,0.0205082478823004,13
37154,0.0968379446640315,6
25785,0.006294964028777,13
37402,0.1949860724233982,19
