Return Factor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1SN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABF,0.006388098541318721,-0.010524438102033407,0.12826391319565977,0.055139047900432114,0.03636085275768375,-0.058681534456824225,-0.02850017500875046,0.0,0.06581610288837281,-0.012497697550193365,0.03359320710892799,0.005195774486163707,-0.0302231707882894,-0.005013480075340748,-0.04316483205823629,0.0,0.07751473094021,-0.0251844290817983,0.01275280054131267,0.020827537246850936,0.06666871328871693,0.019828431884118425,0.04748682743391863,0.024309404637934184,-0.02662670299727521,0.0,0.10097798044039119,0.0032625445439660172,-0.058455469786105496,0.03174009145450074,0.0570513771448351,-0.05696099232903551,0.07483146630579163,,,,,,,,,,,,,,,,
AC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,0.0,-0.017879948914431787,0.0,-0.03445724553429863,-0.04920943320380544,-0.07573224348256857,-0.029419719325660343,-0.08107585673653106,0.12121493590934418,-0.029419719325660343,0.0,0.0,-0.1500127713920817,-0.058803731127993086,-0.03411122721467552,0.0,-0.06382469946305513,-0.11319954504270047,0.0392058658546357,0.1460715433714468,-0.011102785913766011,-0.0404157043879908,0.13794813308870935,0.0,0.0,-0.0744837081229921,0.14635942760942755,0.02499393351128365,0.0389657683903859,0.013140343408542643,0.08572397004899379,-0.04110034274908403,-0.026660147824336344,,,,,,,,,,,,,,,,
AEWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHT,0.15381505811015672,0.4445255474452554,-0.21741117331200732,-0.23333625295611804,-0.11769706336939723,-0.08103117676301397,-0.07501806477041328,-0.20001051027379257,0.0504554236820316,0.09172542638461989,-0.018049473310450925,-0.08262757871878401,-0.09363775033213595,-0.029094209822281614,0.11340425531914877,-0.019863406496011704,-0.011747127621206555,-0.16394572474693092,-0.0468859054891817,0.015890890890890796,0.04996715568206689,-0.04151276024177308,0.050348293801252275,0.0383154039826048,-0.052811863157438355,0.10180584750621069,0.10000525513689618,-0.06205638801261826,0.046528422572990946,-0.007678132678132776,-0.009531535185560713,0.009623259623259495,0.019571003601064563,,,,,,,,,,,,,,,,
AIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTO,0.21131287160533518,0.25160901045856776,-0.03117692907248626,-0.03023431594860171,-0.08347765846899902,-0.1818052997024232,-0.10193433443624322,-0.18341473552946064,-0.008244872719777363,0.008313415774706456,0.07148424451620072,0.0,-0.04761399787910925,0.022554760355671277,0.17837975977510867,-0.024067838882653736,-0.019562293678933917,-0.10524012690077666,0.06937295273748245,0.17401455843977476,0.020176544766708826,0.14687449783062823,0.01849427168576101,-0.05695323352369186,0.1412717984851155,0.10965598123534015,0.16009070294784578,-0.0036150022593763875,-0.05809746754628642,-0.03292858612883309,-0.016396761133603333,0.11613194758246737,0.018407731247123804,,,,,,,,,,,,,,,,
AO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APTD,0.03657833508349295,0.31200108057000064,0.05042493721712238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1673098262640984,-0.12977242263955147,-0.1761010770308622,-0.16315052021742804,-0.03553800592300094,-0.19262257026123564,0.012448782933650815,0.0,-0.004135036240081824,0.043108499625638785,0.07407213160609083,0.1739076897818459,-0.1674156343442973,-0.026433110423528583,-0.008731356204704666,0.031527470658275325,-0.07500354012933275,-0.004144371410888192,,,,,,,,,,,,,,,,
AQSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
