Return Factor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ABF,-0.07045024858203208,0.051441950185167507,0.012093889716840778,0.042637827086829505,-0.026965731522010317,-0.016330172894590045,-0.01803643798605281,0.048318571876937444,-0.05453505876903475,0.1286022348559106,0.018062069653727253,0.049759061386968284,0.08483436558895407,-0.03473682286048607,-0.0517656848638246,-0.04494391324144209,0.03972284386297131,0.016625831291564586,-0.020929893851254655,-0.05286518768561643,-0.038134931784833404,0.1028059907040797,-0.05934742126143633,-0.07519861028954788,-0.042802365167532774,-0.05340678575547664,0.03428507273122783,-0.009432257347012585,0.02316319491362706,0.09513536247235121,0.006388098541318721,-0.010524438102033407,0.12826391319565977,0.055139047900432114,0.03636085275768375,-0.058681534456824225,-0.02850017500875046,0.0,0.06581610288837281,-0.012497697550193365,0.03359320710892799,0.005195774486163707,-0.0302231707882894,-0.005013480075340748,-0.04316483205823629,0.0,0.07751473094021,-0.0251844290817983,0.0
AEP,0.1896450858034322,0.28887399463806984,0.022749667966239562,0.04762118491921008,0.13511310372936625,0.08652089676169372,0.0,-0.02777030299768568,-0.052666462730702635,-0.025633383010432054,0.02630773936983788,0.05559442441203388,-0.027019950777609103,0.027770302997685903,-0.027019950777609103,0.0,0.08821015442475355,-0.055540605995371584,0.0,0.0,0.0,0.02856352061998324,-0.141682900175797,0.04878413394458825,-0.068208199842132,-0.08333688018727392,-0.05880703441092816,-0.07273132498792756,0.0,0.0,0.0,-0.01784020430499822,0.0,-0.03448518792490052,-0.04919954451068398,-0.07574678842284477,-0.02941353202740049,-0.08108555810165363,0.12121962544497755,-0.02941353202740049,0.0,0.0,-0.15000766126972787,-0.05881504626847722,-0.03410409992106611,0.0,-0.06381221473592702,-0.1132140929766402,0.0
AHT,0.10035858359480065,0.1985602234876973,0.09765302512088714,0.014173793433406967,0.08719115734720417,0.10790952312346924,-0.053779565128484697,0.051307774991042665,0.14837063857801192,0.25007715255632124,0.04201950905777685,0.18992346938775517,0.0,-0.16666666666666663,-0.22074049532013595,-0.12004373177842564,0.04796822487014962,0.14380569631312246,0.013907343431659225,-0.11110236220472436,-0.006182017372251436,-0.14211868958109564,0.11114426376249442,-0.005784633639869474,0.017737187712280056,0.2999411302982733,-0.15031263026260933,-0.04376594387755117,0.032258064516129226,0.06437768240343344,0.15381505811015672,0.4445255474452554,-0.21741117331200732,-0.23333625295611804,-0.11769706336939723,-0.08103117676301397,-0.07501806477041328,-0.20001051027379257,0.0504554236820316,0.09172542638461989,-0.018049473310450925,-0.08262757871878401,-0.09363775033213595,-0.029094209822281614,0.11340425531914877,-0.019863406496011704,-0.011747127621206555,-0.16394572474693092,0.0
ANTO,0.025003333777837033,-0.026419993508601136,0.22242501190287256,0.009209577961079463,-0.09776011560693643,0.0,0.015258215962441257,0.1971546500395187,0.0028181417877586323,0.0926674364896074,-0.015256325215578626,0.039499605988967845,-0.015515903801396447,0.02058590657165471,0.0,0.027769301190112783,0.20670185344298497,-0.02873152122079159,-0.018717828731867114,0.005647058823529338,-0.03639043192381808,0.003640914779838411,-0.05514943023005803,0.03944574812828239,0.04691155825924187,0.005647058823529338,0.01918465227817756,0.019684558014427145,0.0,0.08503581851950126,0.21131287160533518,0.25160901045856776,-0.03117692907248626,-0.03023431594860171,-0.08347765846899902,-0.1818052997024232,-0.10193433443624322,-0.18341473552946064,-0.008244872719777363,0.008313415774706456,0.07148424451620072,0.0,-0.04761399787910925,0.022554760355671277,0.17837975977510867,-0.024067838882653736,-0.019562293678933917,-0.10524012690077666,0.0
APTD,-0.04651843183148041,0.16216423721935214,-0.1881878405812587,-0.015955629156480855,-0.05049958818292988,-0.04348137478812375,-0.08407556961471752,0.027277151735240146,0.19942702673575874,0.11242207480818411,0.08333694099311661,0.00645948389486195,0.06896832789939444,-0.03974953877117471,-0.12208457672373174,-0.07027342751797905,0.1935557661514331,0.15671895671895686,-0.09459598206646358,-0.02632543570262258,-0.05589521482429183,-0.018294315069903422,0.03797820047018585,-0.018635233910462845,0.0878423856622974,0.006799517601791649,-0.09815518795123312,-0.029767946695074543,-0.005924312659846609,-0.005869675330479551,0.03657833508349295,0.31200108057000064,0.05042493721712238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1673098262640984,-0.12977242263955147,-0.1761010770308622,0.0
AV,0.044775521646842176,-0.02903296053757254,0.03583340046725203,0.08480590075682093,-0.04230798202224617,-0.031146105317786055,0.016669414674361116,0.10301806839985073,-0.01932440385953027,-0.0016114815837035001,0.09506863739177907,0.06168162386527132,0.19956045047617854,0.009045918686963805,-0.06750552031124046,-0.030678806822042604,0.01662483593911901,0.16465981924964468,-0.10606877869274933,0.0021742786440190898,-0.04356717755463135,0.11316025067144131,-0.0941424533110895,-0.053459222949633234,-0.04356809481357171,0.003811208321488957,0.06048053949043175,0.01018463169529582,-0.033466691376058844,-0.001969232108275043,-0.0378016226118818,0.10668937392835631,0.04595026901265098,-0.06734626990495352,0.12904172514992984,0.018771286691105837,-0.07792441295983321,-0.07414436010121184,-0.027289606632410646,0.04908156100654559,0.10135202554380363,-0.013339896628107306,-0.05062329863423409,-0.07602875771838158,-0.03389441628600631,0.08588706937555202,0.07946015989829092,0.0044449901768173206,0.0
AVON,-0.04291186394569768,0.050983846199960325,0.04294357553721562,0.0,0.006242922268358653,-0.027824303216214763,-0.027075523086289133,0.04331567912967471,0.19325169106626938,0.17482325531573029,0.0,-0.07363511761896802,0.20285119620437309,-0.05913359630529069,-0.1602727696016315,-0.0693284916568846,0.14423257974216397,0.24179481383911527,0.012076799293219365,0.015345678221311054,0.08304852448777789,-0.11988395617818848,-0.025641216377052856,0.005738226162421034,0.12944248221317145,0.1976764190946536,-0.007692384940599872,-0.007633663859684114,-0.03321065207337759,-0.09364630270005936,0.06405753470480025,0.15164096692384255,0.06550293024422493,-0.025532198568952502,-0.12639527886164648,-0.13504936530324396,-0.15488640717458257,-0.10679747011926943,-0.06997825151620518,-0.019911734463994857,-0.002207530965953386,-0.027897308321567005,-0.016877823069295972,-0.00836829225659852,0.15459132189707359,-0.054795173828031896,-0.030973809166214172,-0.09237044649036341,0.0
AZN,0.016254009029155636,0.14488472244104833,0.01762761987048722,-0.009523893547661477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA,-0.03579461297931863,0.04058682498002053,0.0743614117935667,0.0985683004884621,0.10250696378830071,0.1378042596348883,0.08431085043988262,-0.03275273678145629,0.6606314859792448,0.24995400183992644,-0.0769361413043479,0.09168443496801704,-0.3609975712339316,-0.05965909090909094,-0.12446351931330468,-0.28857430345928314,0.035497431106959576,0.1457681541248146,-0.09232896162612558,0.16487486398258988,-0.12811658001593862,-0.03028630308383018,-0.0704340984503814,-0.12038875850033104,-0.25045670854101354,-0.040364470608605374,-0.012122896666737937,-0.02534019630316542,-0.01987336601307188,-0.016274864376130238,-0.006487673420500939,0.15298747928558276,0.024862008774826583,-0.016927928763565636,-0.011144232974088397,-0.04439477605399256,0.03492380261248207,-0.026836158192090398,0.05671641791044757,-0.038198416436758365,0.06177808473647861,0.027781857345669847,0.010012608469925022,-0.1089154715484767,-0.0743867376276992,0.14584452907778211,-0.034732402625228365,-0.13587729726569353,0.0
BAB,-0.2441909752996031,0.011764476544148472,0.16439304521518072,0.11709518738272728,-0.09999999999999998,-0.0506315401780878,0.12857439759404365,-0.014090109201359557,-0.013882615827133016,0.16128587006031836,0.08772482959493155,-0.3122057001239158,0.08861584810638856,-0.2254910496621857,-0.17073276391125103,-0.06817952461365617,0.07316809022187254,0.11817704759213643,-0.09090575482014818,0.052171898528900806,-0.02542277212074673,0.03508635262407589,-0.033897029494329156,0.026085949264450292,-0.08729851072377548,0.058821334487570764,0.08181487910224838,-0.08333024976873271,0.052629528936113834,-0.025640052524915302,0.14706240858118003,0.1724067533634117,0.07408260149765922,0.012499583717238583,0.12675580682685217,-0.040539080970153685,-0.1190438432342712,-0.14286102653327537,-0.04854201514028034,-0.028300938337801562,0.16482873036010548,-0.010869145526854362,0.033706519786864675,-0.1099960925011545,-0.02912520908416827,-0.019046974643503467,0.0,-0.08696088652071521,0.0
