Return Factor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
888,0.03315281538568349,-0.2659114945018539,0.021037156536219737,0.19133898541514904,0.03478748997594239,-0.2959336924240884,0.07517756328537617,-0.3485173262040546,0.050241321160667596,-0.14607259649147697,0.0963083359904191,0.10793555057728743,-0.06278515766947945,0.10255885181096192,0.14706483107970114,0.02409739363259855,-0.011905254020090128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAL,-0.009129169423246042,-0.05601177973168381,0.08545920478255842,-0.026087269174595473,0.05320530440386184,-0.01630170550701182,0.07697942345841957,-0.0177537868879748,0.07439141628520307,-0.12842853580081026,0.051114337359307704,0.06878774667114551,-0.017719425233208352,0.07892193325445485,0.11232176815093875,0.09231712221793753,0.007803210325874277,0.1798864266867739,0.0046849402425481745,0.07651518289904291,-0.010495112587342148,0.1490101561438144,-0.08438570053833061,-0.007568124122616204,0.01954760856908133,0.038149512436935096,-0.02992156434373061,0.04269224273701644,-0.09172210826718985,0.059241177870899664,0.09908107778860642,0.041255673898409784,-0.03713249530535001,0.020263639723530735,-0.13622542088448109,-0.03278112515128251,0.11219546212914677,0.019054885202730576,-0.05184515613935381,0.04601507238975966,0.10837756451168334,-0.091059751263044,0.13660707079782108,0.18346041351669418,-0.05973227145640936,0.09965975113012537,-0.04695047451270096,0.02229572839187921,0.0
ABDN,-0.005004096552593373,-0.019605420067596357,0.08510224606101224,-0.009654458048923065,0.05658841852698937,0.011252057437993068,0.05544864354871315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABF,0.030941876206016516,-0.039809952090765544,0.0,0.02189727684588272,0.008448084156608138,-0.0030072831107257336,-0.00419448766284114,0.08517608951084488,0.04839747858125798,-0.03546828085611975,-0.09445164250380456,-0.038046485028190635,0.06469130246302801,-0.016062020955841638,0.006587744828128628,0.07517090704066542,-0.041945682796851624,-0.03292162931619913,-0.009320130219830913,0.02507571952195997,0.06079758582304118,0.08373673537842286,-0.025231939898121114,-0.01761333875974802,0.02336452961841662,-0.04035881672924757,0.06625579284315153,0.06305715144767965,0.03632340525871447,0.07148528967231682,0.007200227208179477,0.008431761161200146,-0.010295134755150426,0.011210834311711215,0.02209441042119309,0.04533716839309698,0.040035469305800486,-0.021304505043703847,0.0336281315327529,0.00623271931235192,0.04757686748035517,0.031759959855007125,-0.017958318420835395,0.010735393965027873,-0.07287071291838865,0.049769662632264566,0.07852936709156544,-0.018536674865690883,0.0
ADM,-0.014564074114813419,-0.06150303857236461,0.20803542382071205,-0.017837965453031956,0.0806079113644822,0.270652868027357,0.019577340185485292,0.03993797648274966,0.003930623840595615,-0.05286657541854145,0.03457489405083014,0.13445659290108414,0.1014298012382504,0.12480035444901394,0.04418178629924374,-0.014874520354606902,0.061403782535422335,0.11532386840765607,0.03833364958029506,0.02693223099085551,-0.024259846084201064,0.053228820994011494,0.02059823944176009,0.028569283515603505,-0.019396604612583412,0.07907127006572501,0.0353114701963515,0.07044460748349235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEP,-0.056476528907282275,0.05648415190305034,-0.002381121111189932,0.013677571369050456,-0.03643329560910791,0.0015529080629899106,0.11322014277445502,0.15010118582688325,0.06455011456783133,-0.12126256881191,-0.006328173987657171,-0.016013606491498078,0.05837647412626468,0.11789623325665044,0.10209126179675976,0.038550759691286185,-0.004792332268370614,-0.004774893966864369,0.0854885227299591,0.0026012502592362985,0.06730878688607511,-0.015999452371914136,0.0387797846070308,-0.029571916089531247,0.18095746099479926,-0.03963629378241662,0.00923406119181136,0.0061917491510727896,-0.04154836922650784,-0.07670963122090935,0.1162113556564186,-0.006078833317964882,0.06817544683785015,-0.11610634878114112,-0.04826249904392832,0.08116377468748692,0.07812093700547562,0.015872177273275945,0.053512077986101136,0.031037875061485476,0.16465364968730611,0.028932115139011616,0.08520437535981573,0.0,0.022934729265499776,0.027556143260567323,0.1015294219303553,-0.06190580960431702,0.0
AEX,0.07689755288262123,-0.33331489879438114,0.026307574424610403,-0.05001078399654901,-0.024382545569320624,0.0249919120025881,0.0,-0.11110046012269947,0.0,-0.34782676648484745,0.642864479022236,-0.1063946951793131,0.021755948892275168,-0.021292705871555406,0.06818460331854603,0.41936269394002657,0.1481407516875024,0.12500561671534482,0.8461219411032765,-0.13329498885613633,0.07140656293329228,-0.06664749442806828,0.0,-0.16667665208795146,0.12495787558131699,0.0,-0.11107782637349461,-0.05267041262273686,0.0,0.0,0.0,0.35718687413341565,-0.3000107839965491,-0.39394137446488675,-0.029402435929967052,0.030293127675566245,0.0,0.10000359466551645,-0.03224796493425175,-0.06061893402176399,-0.05712525034663374,0.25,-0.0666810453287322,-0.09091206169733013,0.43478057014253557,0.0,-0.07997584332671903,-0.038490253007051,0.0
AGR,-0.16190250734844447,0.019416597118179002,0.13186137825072564,0.019611256164780988,-0.04800044189129471,0.19559905429858282,-0.12775345622119816,0.022475616076897742,0.01569753529552531,0.032948562671478276,-0.1702660021739576,0.06922941976229113,0.1016971673612368,0.021646036702002824,0.06288285215840084,0.08847801256424881,0.07347576862949468,0.0975306149912527,-0.005786533765929636,0.0038782465624631612,0.011771700356718373,0.0,0.04721075850291734,0.015939566993168786,0.051497415627850485,0.088779922620156,0.011828002009713678,0.014397961350605115,0.02708951317396635,0.016450139670997066,-0.014421186033299782,-0.004784064715348091,0.004807062011099816,-0.002397767896067604,0.002403531005549908,0.012163835810332646,0.002438699951226031,-0.004853726338084119,0.004877399902452062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHT,-0.05117046237716538,0.08488402375811743,0.1269503143225026,-0.003462558141729022,0.015842741858191678,0.08812364425162666,0.005146912376699397,-0.15623424523045082,-0.14721145288056836,-0.177453778384415,0.05973937170434085,0.0296100731112916,0.12983288079850075,0.05698648299055753,0.09672213996293899,0.15662366429435792,0.03015001056412414,0.08045793336453166,0.2253458090322944,0.004721554740525269,0.13369231014321903,0.07150660612474824,-0.14867830206501675,0.10213658786597479,0.16250837864005363,0.036273828818399245,-0.05566386677113133,0.19779572239196863,0.24659919468930247,0.13468959343067954,0.06046618215150934,0.6545336366590835,0.1224464980544746,-0.169502650845746,0.2165233415233414,-0.24409156335608484,0.1256467882715726,0.8568517080745339,-0.08090268486308094,0.08791848617176123,0.037868868969684666,0.0027267218743689536,0.06415905427189683,0.10001182172833678,-0.3280108039402605,1.457633736821554,0.2206863679694948,-0.7883480453972257,0.0
ALTN,0.032786579869138466,-0.03174574545042275,0.16666666666666674,0.08000009739777503,-0.15254238453961677,0.1568629635347123,-0.22727309061372258,-0.07042246275707675,0.2033900753319502,-0.1917807838408635,0.377358086042336,0.2691578467605489,0.023328317880900062,-0.08510440843710798,-0.06001838746231647,0.12360279364396054,-0.20538899477105033,0.6608756415508061,-0.0588241613173518,-0.0860215522978135,0.3285726294796465,-0.15703319433635154,-0.023059147626766308,0.03030399921294702,0.3750002113667992,0.14591172789031281,-0.08011143769239126,-0.22557878230717843,0.22500080319383686,0.2631577823201612,-0.051706362629149516,-0.27141937978318675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
