84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479
1990-01-01 00:00:00,1990-02-01 00:00:00,1990-03-01 00:00:00,1990-04-02 00:00:00,1990-05-01 00:00:00,1990-06-01 00:00:00,1990-07-02 00:00:00,1990-08-01 00:00:00,1990-09-03 00:00:00,1990-10-01 00:00:00,1990-11-01 00:00:00,1990-12-03 00:00:00,1991-01-01 00:00:00,1991-02-01 00:00:00,1991-03-01 00:00:00,1991-04-01 00:00:00,1991-05-01 00:00:00,1991-06-03 00:00:00,1991-07-01 00:00:00,1991-08-01 00:00:00,1991-09-02 00:00:00,1991-10-01 00:00:00,1991-11-01 00:00:00,1991-12-02 00:00:00,1992-01-01 00:00:00,1992-02-03 00:00:00,1992-03-02 00:00:00,1992-04-01 00:00:00,1992-05-01 00:00:00,1992-06-01 00:00:00,1992-07-01 00:00:00,1992-08-03 00:00:00,1992-09-01 00:00:00,1992-10-01 00:00:00,1992-11-02 00:00:00,1992-12-01 00:00:00,1993-01-01 00:00:00,1993-02-01 00:00:00,1993-03-01 00:00:00,1993-04-01 00:00:00,1993-05-03 00:00:00,1993-06-01 00:00:00,1993-07-01 00:00:00,1993-08-02 00:00:00,1993-09-01 00:00:00,1993-10-01 00:00:00,1993-11-01 00:00:00,1993-12-01 00:00:00,1994-01-03 00:00:00,1994-02-01 00:00:00,1994-03-01 00:00:00,1994-04-01 00:00:00,1994-05-02 00:00:00,1994-06-01 00:00:00,1994-07-01 00:00:00,1994-08-01 00:00:00,1994-09-01 00:00:00,1994-10-03 00:00:00,1994-11-01 00:00:00,1994-12-01 00:00:00,1995-01-02 00:00:00,1995-02-01 00:00:00,1995-03-01 00:00:00,1995-04-03 00:00:00,1995-05-01 00:00:00,1995-06-01 00:00:00,1995-07-03 00:00:00,1995-08-01 00:00:00,1995-09-01 00:00:00,1995-10-02 00:00:00,1995-11-01 00:00:00,1995-12-01 00:00:00,1996-01-01 00:00:00,1996-02-01 00:00:00,1996-03-01 00:00:00,1996-04-01 00:00:00,1996-05-01 00:00:00,1996-06-03 00:00:00,1996-07-01 00:00:00,1996-08-01 00:00:00,1996-09-02 00:00:00,1996-10-01 00:00:00,1996-11-01 00:00:00,1996-12-02 00:00:00,1997-01-01 00:00:00,1997-02-03 00:00:00,1997-03-03 00:00:00,1997-04-01 00:00:00,1997-05-01 00:00:00,1997-06-02 00:00:00,1997-07-01 00:00:00,1997-08-01 00:00:00,1997-09-01 00:00:00,1997-10-01 00:00:00,1997-11-03 00:00:00,1997-12-01 00:00:00,1998-01-01 00:00:00,1998-02-02 00:00:00,1998-03-02 00:00:00,1998-04-01 00:00:00,1998-05-01 00:00:00,1998-06-01 00:00:00,1998-07-01 00:00:00,1998-08-03 00:00:00,1998-09-01 00:00:00,1998-10-01 00:00:00,1998-11-02 00:00:00,1998-12-01 00:00:00,1999-01-04 00:00:00,1999-02-01 00:00:00,1999-03-01 00:00:00,1999-04-01 00:00:00,1999-05-03 00:00:00,1999-06-01 00:00:00,1999-07-01 00:00:00,1999-08-02 00:00:00,1999-09-01 00:00:00,1999-10-01 00:00:00,1999-11-01 00:00:00,1999-12-01 00:00:00,2000-01-03 00:00:00,2000-02-01 00:00:00,2000-03-01 00:00:00,2000-04-03 00:00:00,2000-05-01 00:00:00,2000-06-01 00:00:00,2000-07-03 00:00:00,2000-08-01 00:00:00,2000-09-01 00:00:00,2000-10-02 00:00:00,2000-11-01 00:00:00,2000-12-01 00:00:00,2001-01-02 00:00:00,2001-02-01 00:00:00,2001-03-01 00:00:00,2001-04-02 00:00:00,2001-05-01 00:00:00,2001-06-01 00:00:00,2001-07-02 00:00:00,2001-08-01 00:00:00,2001-09-03 00:00:00,2001-10-01 00:00:00,2001-11-01 00:00:00,2001-12-03 00:00:00,2002-01-02 00:00:00,2002-02-01 00:00:00,2002-03-01 00:00:00,2002-04-01 00:00:00,2002-05-01 00:00:00,2002-06-03 00:00:00,2002-07-01 00:00:00,2002-08-01 00:00:00,2002-09-02 00:00:00,2002-10-01 00:00:00,2002-11-01 00:00:00,2002-12-02 00:00:00,2003-01-02 00:00:00,2003-02-03 00:00:00,2003-03-03 00:00:00,2003-04-01 00:00:00,2003-05-01 00:00:00,2003-06-02 00:00:00,2003-07-01 00:00:00,2003-08-01 00:00:00,2003-09-01 00:00:00,2003-10-01 00:00:00,2003-11-03 00:00:00,2003-12-01 00:00:00,2004-01-02 00:00:00,2004-02-02 00:00:00,2004-03-01 00:00:00,2004-04-01 00:00:00,2004-05-03 00:00:00,2004-06-01 00:00:00,2004-07-01 00:00:00,2004-08-02 00:00:00,2004-09-01 00:00:00,2004-10-01 00:00:00,2004-11-01 00:00:00,2004-12-01 00:00:00,2005-01-03 00:00:00,2005-02-01 00:00:00,2005-03-01 00:00:00,2005-04-01 00:00:00,2005-05-02 00:00:00,2005-06-01 00:00:00,2005-07-01 00:00:00,2005-08-01 00:00:00,2005-09-01 00:00:00,2005-10-03 00:00:00,2005-11-01 00:00:00,2005-12-01 00:00:00,2006-01-02 00:00:00,2006-02-01 00:00:00,2006-03-01 00:00:00,2006-04-03 00:00:00,2006-05-01 00:00:00,2006-06-01 00:00:00,2006-07-03 00:00:00,2006-08-01 00:00:00,2006-09-01 00:00:00,2006-10-02 00:00:00,2006-11-01 00:00:00,2006-12-01 00:00:00,2007-01-02 00:00:00,2007-02-01 00:00:00,2007-03-01 00:00:00,2007-04-02 00:00:00,2007-05-01 00:00:00,2007-06-01 00:00:00,2007-07-02 00:00:00,2007-08-01 00:00:00,2007-09-03 00:00:00,2007-10-01 00:00:00,2007-11-01 00:00:00,2007-12-03 00:00:00,2008-01-02 00:00:00,2008-02-01 00:00:00,2008-03-03 00:00:00,2008-04-01 00:00:00,2008-05-01 00:00:00,2008-06-02 00:00:00,2008-07-01 00:00:00,2008-08-01 00:00:00,2008-09-01 00:00:00,2008-10-01 00:00:00,2008-11-03 00:00:00,2008-12-01 00:00:00,2009-01-02 00:00:00,2009-02-02 00:00:00,2009-03-02 00:00:00,2009-04-01 00:00:00,2009-05-01 00:00:00,2009-06-01 00:00:00,2009-07-01 00:00:00,2009-08-03 00:00:00,2009-09-01 00:00:00,2009-10-01 00:00:00,2009-11-02 00:00:00,2009-12-01 00:00:00,2010-01-04 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-03 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-02 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-03 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-02 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-03 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-02 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-02 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-02 00:00:00,2012-08-01 00:00:00,2012-09-03 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-03 00:00:00,2013-01-02 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-03 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-02 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-02 00:00:00,2014-01-02 00:00:00,2014-02-03 00:00:00,2014-03-03 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-02 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-03 00:00:00,2014-12-01 00:00:00,2015-01-02 00:00:00,2015-02-02 00:00:00,2015-03-02 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-03 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-02 00:00:00,2015-12-01 00:00:00,2016-01-04 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-02 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-03 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-02 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-03 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-03 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-02 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-02 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-02 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-02 00:00:00,2018-08-01 00:00:00,2018-09-03 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-03 00:00:00,2019-01-02 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-03 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-02 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-02 00:00:00,2020-01-02 00:00:00,2020-02-03 00:00:00,2020-03-02 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-03 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-02 00:00:00,2020-12-01 00:00:00,2021-01-04 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-03 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-02 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-03 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-02 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-03 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00
1204.7,1170.77,1114.18,1103.1,1049.21,1165.28,1170.25,1151.66,1052.48,979.09,982.49,1038.8,1032.25,1035.41,1154.48,1193.33,1211.35,1208.35,1172.21,1237.31,1283.65,1275.62,1232.34,1164.78,1187.7,1223.33,1226.46,1154.18,1286.55,1307.28,1204.05,1151.28,1089.89,1213.65,1269.55,1318.76,1363.79,1384.44,1403.48,1408.01,1388.88,1406.15,1428.93,1457.25,1530.09,1506.65,1562.16,1588.91,1682.14,1745.25,1653.13,1561.97,1580.44,1484.63,1469.48,1551.22,1612.27,1490.83,1536.51,1511.21,1521.44,1490.41,1499.3,1540.61,1580.26,1642.33,1627.28,1698.01,1732.47,1738.89,1729.55,1794.95,1803.09,1840.21,1852.03,1850.22,1909.39,1882.29,1862.96,1848.04,1922.02,1960.67,1946.55,1976.89,2013.66,2079.6,2107.27,2067.37,2138.89,2178.68,2230.43,2291.97,2296.0,2482.39,2318.98,2320.76,2411.0,2589.06,2707.81,2813.33,2822.77,2789.45,2777.21,2721.09,2393.25,2277.32,2544.34,2543.41,2673.18,2747.92,2784.06,2906.22,3028.4,2900.86,3013.85,2946.58,2954.09,2802.23,2916.79,3105.56,3242.06,2983.46,3053.35,3072.17,3001.92,3066.54,3092.61,3066.43,3261.57,3026.39,3090.22,2959.9,2963.67,3011.88,2861.07,2706.03,2853.56,2818.15,2757.67,2674.9,2574.5,2289.3,2425.4,2496.5,2525.7,2506.8,2496.9,2557.4,2495.2,2475.6,2275.2,1964.5,2026.3,1831.3,1920.9,1998.0,1923.6,1775.6,1773.0,1765.7,1872.0,2006.2,1941.3,2022.8,2085.6,2060.8,2146.3,2176.8,2223.0,2184.8,2264.8,2209.1,2237.3,2197.0,2210.5,2192.98,2233.13,2311.63,2320.19,2359.47,2410.75,2466.81,2510.04,2468.46,2397.05,2504.82,2583.9,2649.12,2675.4,2756.75,2678.92,2770.82,2847.02,2951.12,2981.07,3074.95,3074.26,2928.1,2992.5,2983.52,3030.49,3050.63,3150.77,3110.26,3265.89,3251.09,3169.73,3289.36,3342.05,3466.52,3396.77,3235.13,3268.01,3335.41,3389.38,3252.98,3269.02,3077.4,2981.91,3005.15,3098.13,3057.25,2782.81,2723.22,2855.12,2510.28,2219.58,2027.19,2275.33,2040.3,1832.45,2003.26,2174.64,2298.13,2215.78,2391.82,2473.85,2593.84,2611.92,2710.18,2806.95,2689.04,2764.62,2943.86,2863.35,2661.7,2485.69,2784.19,2767.47,2889.71,2945.62,2919.43,3062.85,3090.98,3079.66,3116.83,3155.03,3092.54,3120.33,3004.41,2812.61,2628.41,2795.56,2824.73,2857.88,2990.34,3073.69,3053.42,3020.6,2732.65,2927.12,2963.29,2996.54,3038.34,3064.73,3067.07,3159.65,3327.24,3358.29,3380.64,3402.27,3443.62,3338.61,3543.69,3460.54,3445.08,3585.99,3519.47,3595.75,3472.42,3608.55,3584.47,3633.61,3666.64,3630.37,3559.02,3644.57,3498.96,3476.13,3558.94,3524.09,3638.29,3740.32,3680.45,3770.75,3786.37,3615.74,3649.14,3341.83,3344.14,3487.01,3513.19,3367.42,3325.54,3377.18,3379.36,3421.7,3407.91,3555.45,3635.5,3685.63,3804.58,3751.16,3677.03,3873.22,3865.66,4014.72,3970.98,3962.49,4127.68,4029.7,4071.32,4075.75,4082.95,4120.01,4018.87,4202.53,4115.99,3953.28,3894.17,4135.31,4237.55,4155.36,4208.63,4138.84,4124.6,3907.1,3863.09,3681.37,3851.9,3911.07,3999.83,4052.6,3931.1,4095.18,4132.23,3989.81,4038.46,4022.74,4035.77,4231.66,4076.19,3706.83,2991.12,3189.41,3412.5,3407.78,3349.5,3290.81,3290.91,3184.55,3614.17,3724.5,3673.96,3761.45,3849.24,3983.85,4049.03,4062.45,4061.12,4128.63,4028.97,4156.48,4089.19,4208.02,4232.48,4079.97,4199.48,4185.12,4164.0,3940.03,4100.09,3926.25,3773.8,3928.75,4141.04
