Firm Name,Momentum_1,Long Short,Long,Short,Cluster Index
19713,0.6768558951965065,0.0,0,0,0
40192,-0.0030487804878048,0.0,0,0,0
14760,-0.0033003300330033,0.0,0,0,0
51369,-0.00354609929078,0.0,0,0,0
12458,-0.0040983606557376,0.0,0,0,0
51262,-0.0043290043290042,0.0,0,0,0
12706,-0.0044247787610619,0.0,0,0,0
23915,-0.004524886877828,0.0,0,0,0
43983,-0.0052910052910053,0.0,0,0,0
40838,-0.0058139534883721,0.0,0,0,0
25574,-0.0060975609756097,0.0,0,0,0
50032,-0.0061349693251533,0.0,0,0,0
19414,-0.0063091482649841,0.0,0,0,0
45241,-0.0065359477124182,0.0,0,0,0
54420,-0.0074626865671642,0.0,0,0,0
46260,-0.0076923076923076,0.0,0,0,0
45233,-0.0081967213114754,0.0,0,0,0
19852,-0.0084745762711864,0.0,0,0,0
12570,-0.0089285714285713,0.0,0,0,0
54471,-0.009090909090909,0.0,0,0,0
15456,-0.0096153846153845,0.0,0,0,0
15720,-0.0096618357487923,0.0,0,0,0
22867,-0.0105263157894737,0.0,0,0,0
38850,-0.0105263157894737,0.0,0,0,0
44134,-0.0108695652173913,0.0,0,0,0
12749,-0.0109289617486338,0.0,0,0,0
50307,0.0,0.0,0,0,0
32459,-0.0109890109890109,0.0,0,0,0
42884,0.0,0.0,0,0,0
27617,0.0,0.0,0,0,0
18905,0.0,0.0,0,0,0
21776,0.0,0.0,0,0,0
42753,0.0,0.0,0,0,0
35334,0.0,0.0,0,0,0
44636,0.0,0.0,0,0,0
26614,0.0,0.0,0,0,0
49816,0.0,0.0,0,0,0
37268,0.0,0.0,0,0,0
37276,0.0,0.0,0,0,0
45129,0.0,0.0,0,0,0
48725,0.0,0.0,0,0,0
27238,0.0,0.0,0,0,0
38180,0.0,0.0,0,0,0
22066,0.0,0.0,0,0,0
45145,0.0,0.0,0,0,0
36281,0.0,0.0,0,0,0
36708,0.0,0.0,0,0,0
47183,0.0,0.0,0,0,0
54076,0.0,0.0,0,0,0
58405,0.0,0.0,0,0,0
44628,0.0,0.0,0,0,0
58261,0.0,0.0,0,0,0
49189,0.0,0.0,0,0,0
50374,0.0,0.0,0,0,0
53073,0.0,0.0,0,0,0
20095,0.0,0.0,0,0,0
35203,0.0,0.0,0,0,0
10516,-0.0110701107011069,0.0,0,0,0
43721,-0.0113636363636363,0.0,0,0,0
49701,-0.0187793427230047,0.0,0,0,0
46308,-0.0188679245283018,0.0,0,0,0
52337,-0.0188679245283018,0.0,0,0,0
32360,-0.0188679245283018,0.0,0,0,0
41769,-0.0188679245283018,0.0,0,0,0
31341,-0.0192307692307692,0.0,0,0,0
24053,-0.0193548387096774,0.0,0,0,0
58421,-0.0196078431372549,0.0,0,0,0
36409,-0.0196078431372549,0.0,0,0,0
58632,-0.02,0.0,0,0,0
24563,-0.0201342281879194,0.0,0,0,0
17830,-0.0204678362573099,0.0,0,0,0
29612,-0.0205128205128205,0.0,0,0,0
37575,-0.0209790209790209,0.0,0,0,0
30525,-0.0212765957446808,0.0,0,0,0
58608,-0.0217391304347825,0.0,0,0,0
18681,-0.0220820189274447,0.0,0,0,0
17304,-0.0222222222222222,0.0,0,0,0
40141,-0.0227272727272727,0.0,0,0,0
39925,-0.0227272727272727,0.0,0,0,0
17566,-0.0228310502283105,0.0,0,0,0
10321,-0.0232558139534884,0.0,0,0,0
49867,-0.0235294117647059,0.0,0,0,0
40416,-0.0238907849829351,0.0,0,0,0
37284,-0.0240963855421686,0.0,0,0,0
30074,-0.0185185185185184,0.0,0,0,0
40360,-0.011111111111111,0.0,0,0,0
44513,-0.0185185185185184,0.0,0,0,0
27879,-0.0181818181818181,0.0,0,0,0
20482,-0.0117302052785923,0.0,0,0,0
55837,-0.0119047619047618,0.0,0,0,0
25937,-0.0121951219512195,0.0,0,0,0
36257,-0.0127118644067796,0.0,0,0,0
15579,-0.0134048257372654,0.0,0,0,0
17144,-0.0134529147982063,0.0,0,0,0
44601,-0.0138888888888888,0.0,0,0,0
26593,-0.0138888888888888,0.0,0,0,0
39108,-0.0140845070422535,0.0,0,0,0
56522,-0.0140845070422535,0.0,0,0,0
33937,-0.0142857142857142,0.0,0,0,0
31026,-0.0142857142857142,0.0,0,0,0
26497,-0.0144927536231883,0.0,0,0,0
40109,-0.0147783251231526,0.0,0,0,0
41478,-0.0148148148148148,0.0,0,0,0
26374,-0.015625,0.0,0,0,0
39992,-0.015625,0.0,0,0,0
24221,-0.0157894736842105,0.0,0,0,0
26438,-0.016042780748663,0.0,0,0,0
42534,-0.0171428571428571,0.0,0,0,0
13047,-0.0171673819742489,0.0,0,0,0
46295,-0.0172413793103448,0.0,0,0,0
32571,-0.0172413793103448,0.0,0,0,0
23421,-0.0172413793103448,0.0,0,0,0
47706,-0.0176991150442478,0.0,0,0,0
20458,-0.0185185185185184,0.0,0,0,0
13370,0.0,0.0,0,0,0
45487,0.0,0.0,0,0,0
41822,0.0,0.0,0,0,0
49576,0.0161290322580645,0.0,0,0,0
53524,0.0158730158730158,0.0,0,0,0
22779,0.0158311345646438,0.0,0,0,0
40731,0.0153846153846153,0.0,0,0,0
27078,0.0153846153846153,0.0,0,0,0
23579,0.0153061224489796,0.0,0,0,0
24360,0.0151515151515151,0.0,0,0,0
56143,0.0149253731343284,0.0,0,0,0
44863,0.0147058823529411,0.0,0,0,0
15659,0.0145348837209302,0.0,0,0,0
31915,0.0144927536231884,0.0,0,0,0
16598,0.0143540669856458,0.0,0,0,0
24811,0.0142857142857142,0.0,0,0,0
22226,0.0140845070422535,0.0,0,0,0
42999,0.0135593220338983,0.0,0,0,0
41486,0.0133333333333334,0.0,0,0,0
14525,0.0133333333333334,0.0,0,0,0
55474,0.013157894736842,0.0,0,0,0
35238,0.0129310344827586,0.0,0,0,0
38156,0.0123966942148761,0.0,0,0,0
17806,0.0122448979591835,0.0,0,0,0
48311,0.0120481927710842,0.0,0,0,0
54164,0.0117647058823529,0.0,0,0,0
52564,0.0117647058823529,0.0,0,0,0
54754,0.011111111111111,0.0,0,0,0
38658,0.0161290322580645,0.0,0,0,0
47941,0.011111111111111,0.0,0,0,0
48389,0.0162601626016261,0.0,0,0,0
58026,0.0166666666666666,0.0,0,0,0
42833,0.0208333333333332,0.0,0,0,0
39685,0.02,0.0,0,0,0
23536,0.02,0.0,0,0,0
52716,0.02,0.0,0,0,0
24109,0.0198675496688742,0.0,0,0,0
16432,0.0196078431372548,0.0,0,0,0
25160,0.0194552529182878,0.0,0,0,0
