Firm Name,Momentum_1,Long Short
FSCZ-L^D05,-0.4871794871794871,1
NVJ-L^G03,-0.1578947368421053,1
BDRV-L,-0.1345971563981042,1
MOQW-L^I05,-0.129032258064516,1
FSBO-L,-0.1217391304347825,1
FTZI-L^F97,-0.1153846153846155,1
FSKO-L^D00,-0.1099290780141843,1
FSBW-L^B98,-0.0911854103343464,1
FSMG-L^D99,-0.0909090909090909,1
FTLW-L^F01,-0.0899470899470898,1
FRYW-L^I99,-0.0820895522388059,1
FTFY-L^J09,-0.081081081081081,1
FSQU-L^L06,-0.0780346820809249,1
MQFB-L,-0.0733944954128441,1
FSDX-L,-0.0666666666666665,1
FTPT-L^D03,-0.0660377358490567,1
FTDO-L,-0.0624999999999998,1
FTWF-L^D08,-0.0603015075376883,1
BALZ-L^I10,-0.0588235294117647,1
FSQT-L^B04,-0.0543478260869565,1
FSCX-L,-0.05,1
FSAL-L,-0.0487804878048779,1
BBTK-L^C11,-0.0483870967741936,1
FSXR-L^A06,-0.0481012658227849,1
FSSM-L^G99,-0.0473372781065087,1
FTQG-L^H98,-0.0444444444444445,1
FTPD-L^E01,-0.0434782608695651,1
FRZJ-L,-0.0431034482758618,1
FTWQ-L^E99,-0.0403800475059382,1
FSAX-L^B05,-0.0374479889042995,1
FSEW-L,-0.0363636363636362,1
FSWY-L,-0.0335195530726257,1
FSQK-L^F00,-0.0334075723830735,0
FRZN-L,-0.0330578512396694,0
BDFF-L^C99,-0.0329670329670329,0
FSRE-L^C00,-0.0327868852459016,0
FSKX-L^D98,-0.0315789473684209,0
BBXK-L,-0.0286885245901639,0
YIE-L^E16,-0.0278810408921932,0
FSBU-L^C20,-0.0273972602739726,0
FTNU-L^A12,-0.0224032586558045,0
FRYP-L^G05,-0.020912547528517,0
FSHK-L,-0.019108280254777,0
FTAJ-L^E98,-0.01875,0
FSNP-L,-0.0184331797235023,0
FSXX-L,-0.0181818181818181,0
FSPK-L^G03,-0.0169491525423729,0
UVV-L^B16,-0.0165289256198347,0
FRZZ-L^G01,-0.0145985401459853,0
FSVT-L,-0.0142857142857143,0
FSMD-L^J17,-0.0118110236220473,0
FSBL-L^A00,-0.0115384615384616,0
FTWC-L^B06,-0.0104166666666666,0
FTMA-L^K03,-0.0100502512562814,0
FTHP-L,-0.0097087378640776,0
FSAM-L,-0.0084033613445377,0
FSIY-L,-0.0077519379844961,0
DPXL-L,-0.0064724919093851,0
FSUT-L^F07,-0.0055555555555555,0
DOQX-L^J16,-0.005,0
FSCO-L^A08,-0.004950495049505,0
FTHD-L,-0.0042735042735041,0
FSYC-L^H00,-0.004149377593361,0
FSRU-L^J00,-0.0035211267605632,0
BDLO-L,-0.002061855670103,0
CWV-L^I06,-0.0018083182640146,0
FULC-L^F22,-0.0016447368421051,0
BDAJ-L,-0.0013679890560874,0
BACQ-L^J02,0.0,0
BCZR-L^G00,0.0,0
FSBZ-L^I06,0.0,0
FSGH-L^G03,0.0,0
FSOP-L^I11,0.0,0
FSQC-L^A97,0.0,0
FSRS-L,0.0,0
FSSW-L^E00,0.0,0
FSXF-L^G00,0.0,0
FTCZ-L,0.0,0
FTHC-L^K08,0.0,0
FTJC-L^I07,0.0,0
FTLU-L^E02,0.0,0
FTUP-L^D99,0.0,0
LKXX-L^B05,0.0,0
LYNK-L^B05,0.0,0
FSRQ-L^J19,0.0023923444976077,0
FSJF-L^A99,0.0025125628140703,0
DOS-L,0.003003003003003,0
FSLV-L^J11,0.0032786885245903,0
SZI-L^H07,0.0043478260869567,0
FSJQ-L^A06,0.0043668122270741,0
FTHX-L^E20,0.0046728971962615,0
TLP-L,0.0059523809523809,0
ZTK-L,0.0063829787234042,0
FSQS-L^A09,0.0070671378091873,0
FSOL-L^D04,0.0082872928176795,0
BCPS-L^C06,0.0083333333333333,0
FSNN-L^F05,0.0085836909871244,0
BDBL-L^I07,0.0098591549295774,0
FSCL-L^F06,0.010752688172043,0
FRZT-L,0.0111420612813371,0
FTSX-L^B04,0.0124999999999999,0
ISS-L^L07,0.0134874759152214,0
FTLO-L^C20,0.0136986301369863,0
FTTC-L^A99,0.0147058823529411,0
FVZC-L^H99,0.0149253731343284,0
FSIV-L^H15,0.015625,0
FTNQ-L^D00,0.0160427807486629,0
FSOR-L^J97,0.0175438596491228,0
FSNE-L,0.0182648401826484,0
FSPI-L^D01,0.0183486238532111,0
FSUM-L^D21,0.0193548387096773,0
FSTC-L^B00,0.0202247191011235,0
FTSE-L^A05,0.0206349206349205,0
FTPH-L^G98,0.0213032581453633,0
FSGT-L,0.0213903743315506,0
FTJI-L^H03,0.021505376344086,0
FSJV-L^B01,0.0217391304347824,0
FTHI-L^A01,0.0219780219780219,0
FSUD-L^F02,0.0226086956521738,0
URC-L^H14,0.0228571428571429,0
BBVN-L^I99,0.0257510729613734,0
FGW-L^J98,0.0259740259740259,0
FTGM-L^B22,0.0267175572519082,0
