Firm Name,Momentum_1,Long Short
NAFF-L,-0.737936064178923,1
QSUR-L^B16,-0.6875,1
MSPW-L,-0.6789514663898262,1
RKG-L,-0.5253456221198156,1
LZXI-L^G17,-0.5,1
NKMR-L,-0.5,1
PTOX-L^H15,-0.5,1
MPWH-L^G16,-0.4761904761904761,1
FWSD-L^I15,-0.4444444444444444,1
PWGA-L^L18,-0.4285714285714286,1
LLAX-L,-0.4209860935524652,1
LKBE-L,-0.3552631578947368,1
LTCN-L,-0.3333333333333332,1
OFQA-L^A23,-0.3333333333333332,1
PNCM-L,-0.3333333333333332,1
PNHR-L^G15,-0.3333333333333332,1
PNXV-L,-0.3333333333333332,1
DOXQ-L^G21,-0.3076923076923077,1
PTTT-L,-0.3037974683544303,1
PPUF-L^C16,-0.29,1
POPF-L,-0.2797619047619047,1
QVNL-L,-0.2666666666666667,1
FVIX-L,-0.2657636618402615,1
PUHJ-L^C18,-0.2571428571428571,1
QTSB-L,-0.2571428571428571,1
NNYI-L^D16,-0.25,1
PNIL-L,-0.25,1
QECR-L^J15,-0.25,1
QTFR-L,-0.25,1
KFZI-L,-0.2309711286089238,1
FYTJ-L,-0.2216588927195295,1
MUUZ-L,-0.2197802197802199,1
NFBG-L^L19,-0.2195121951219512,1
QFLD-L,-0.2150943396226414,1
POVY-L^F15,-0.2105263157894736,1
FTNV-L,-0.2086330935251799,1
FSDV-L^F19,-0.2043795620437956,1
NIRB-L^F22,-0.2023809523809524,1
NKSU-L,-0.2,1
OFUO-L^G18,-0.2,1
PLKO-L^I18,-0.2,1
PNFN-L^B18,-0.2,1
PXAW-L,-0.2,1
QBJB-L,-0.2,1
QLFT-L,-0.1999999999999999,1
MFRZ-L,-0.1931818181818182,1
QTIO-L,-0.1886792452830189,1
PXJB-L^C18,-0.1846153846153846,1
PVLX-L,-0.183673469387755,1
DSUH-L,-0.1775745909528393,1
PPRX-L^E21,-0.1755102040816327,1
FWIX-L,-0.1731207289293849,1
NHJE-L,-0.1694915254237288,1
DRZY-L,-0.1689334287759485,1
LTKS-L,-0.1666666666666666,1
MDWJ-L,-0.1666666666666666,1
NOBF-L,-0.1666666666666666,1
PNED-L^A21,-0.1666666666666666,1
BPVY-L,-0.159090909090909,1
PWYH-L,-0.1581067472306143,1
PXKS-L,-0.1568627450980392,1
POXN-L,-0.15625,1
FSHK-L,-0.1558441558441557,1
LQXK-L,-0.155,1
QAJT-L,-0.1523809523809524,1
LMWP-L^F16,-0.1512605042016805,1
FZFN-L,-0.1490384615384615,1
FUFI-L,-0.1485027500509269,1
MHOL-L,-0.1459566074950691,1
NEUH-L,-0.1445086705202312,1
PWFQ-L^I21,-0.1439280359820089,1
LQUO-L^I16,-0.142857142857143,1
MDFW-L,-0.142857142857143,1
NVIH-L,-0.142857142857143,1
PODD-L,-0.142857142857143,1
POLV-L,-0.142857142857143,1
FUFX-L,-0.1418439716312056,1
LXOK-L,-0.141388174807198,1
PKEC-L,-0.1413237924865832,1
QFOS-L^H20,-0.1403508771929824,1
LKQE-L^C17,-0.1379066478076379,1
QEPN-L^I19,-0.1361702127659575,1
MMZD-L,-0.1355617455896006,1
NWJE-L,-0.1296296296296297,1
NJJO-L,-0.1288343558282209,1
FTBY-L,-0.1269659708321417,1
FUQX-L,-0.1264044943820225,1
NOVZ-L^C17,-0.1259842519685038,1
FTXN-L,-0.1253803245436106,1
MAXR-L^D16,-0.1249999999999998,1
MOBH-L^C18,-0.1249999999999998,1
QXJC-L^J18,-0.1249999999999998,1
