Firm Name,Momentum_1,Long Short
FTXS-L,-0.9593176446640808,1
PNMY-L^D23,-0.6000000000000001,1
FTVQ-L,-0.5283018867924529,1
PKCH-L,-0.525,1
QEXP-L,-0.5,1
SLMB-L,-0.5,1
OHDE-L,-0.4084507042253521,1
FTTL-L,-0.375,1
NQEI-L,-0.3492822966507176,1
MOHR-L,-0.3333333333333332,1
PRKP-L,-0.3333333333333332,1
RYSQ-L,-0.3333333333333332,1
SMYE-L,-0.3125,1
SGOT-L,-0.3076923076923077,1
TNRS-L,-0.2857142857142857,1
QJAR-L,-0.2727272727272727,1
BPVY-L,-0.2692307692307693,1
SDUA-L,-0.2685589519650655,1
RWND-L,-0.2624035281146637,1
BJBX-L,-0.2571428571428571,1
PWLB-L,-0.2533054975643701,1
PTTT-L,-0.25,1
FTCO-L,-0.2422192151556157,1
SDQM-L,-0.2416666666666667,1
SCDT-L,-0.2368815592203897,1
MDEE-L,-0.2363636363636364,1
NGTG-L,-0.2354588265241185,1
RXRF-L,-0.2316846411305317,1
PLNK-L,-0.2272727272727271,1
PWNM-L,-0.2222222222222221,1
NYVJ-L,-0.2194899817850637,1
MOXD-L,-0.2172693266832918,1
MILH-L,-0.2148337595907928,1
OVJR-L,-0.2142857142857143,1
QTGU-L,-0.2110091743119266,1
PQBC-L,-0.2017543859649121,1
NFBH-L,-0.2,1
OQCH-L,-0.2,1
SDCS-L,-0.2,1
OIPC-L,-0.1981776765375853,1
BUBU-L,-0.1947069943289225,1
NKVJ-L,-0.1919191919191918,1
NZJG-L,-0.1906779661016948,1
MAWT-L,-0.1864564007421149,1
QFNY-L,-0.1851851851851852,1
LZUD-L,-0.1844649646931015,1
PVWZ-L,-0.1840628507295174,1
PRIF-L,-0.1838235294117647,1
PNRY-L,-0.1818181818181818,1
SEXJ-L,-0.180327868852459,1
FSFM-L,-0.1764705882352941,1
SJTY-L,-0.1724137931034483,1
OJFH-L,-0.1714285714285714,1
QFQX-L,-0.1686746987951808,1
MHOL-L,-0.1683861459100958,1
NFKH-L,-0.1682242990654205,1
PKJT-L,-0.1668085106382979,1
MSBY-L,-0.1666666666666666,1
OFJB-L,-0.1666666666666666,1
RXZS-L,-0.1666666666666666,1
RZHO-L,-0.1666666666666666,1
SNSM-L,-0.1666666666666666,1
MHCL-L,-0.1634615384615385,1
QAJT-L,-0.1627906976744186,1
NVBE-L,-0.16,1
SBOC-L,-0.1588785046728972,1
RYVE-L,-0.1586956521739129,1
SOOJ-L,-0.1578947368421053,1
QFVU-L,-0.1571304724750758,1
NNZW-L,-0.1559633027522936,1
SBIU-L,-0.1551724137931034,1
NENH-L,-0.1538461538461538,1
BEJQ-L,-0.1525593008739075,1
PJUX-L,-0.1521739130434782,1
LXOK-L,-0.1515151515151515,1
NGDB-L,-0.1502620850320327,1
FVVQ-L,-0.15,1
QTIO-L,-0.15,1
NKLJ-L,-0.1494427558257345,1
BQSX-L,-0.1481946624803768,1
BCIP-L,-0.1481481481481481,1
NJJO-L,-0.1470588235294119,1
QGCD-L,-0.1457301078402798,1
BJAL-L,-0.1450381679389313,1
LKLC-L,-0.1435705368289637,1
FTPI-L,-0.142857142857143,1
PVFF-L,-0.1416666666666666,1
MQZR-L,-0.1413043478260869,1
MQMA-L,-0.1382978723404254,1
QVCX-L,-0.1380753138075313,1
FUBI-L,-0.1370091896407685,1
NYIA-L,-0.1369606003752346,1
SAFO-L,-0.1363636363636364,1
MDFW-L,-0.1363636363636363,1
JILS-L,-0.1361702127659575,1
FUCP-L,-0.1344137273593899,1
OAFX-L,-0.1343378070397568,1
NQEK-L,-0.1333333333333333,1
LSNX-L,-0.1329268292682925,1
NBHK-L,-0.1298414609672887,1
MXOR-L,-0.1296685954760652,1
PAPB-L,-0.129438717067583,1
QIQU-L,-0.1285027659381518,1
NEUH-L,-0.1282051282051282,1
LZJJ-L,-0.1271538918597741,1
NNZM-L,-0.1267123287671233,1
NZNU-L,-0.1249999999999998,1
FUHD-L,-0.1228600201409868,1
QTZL-L,-0.1227436823104692,1
BQCM-L,-0.1211519364448858,1
PVLX-L,-0.1208333333333333,1
SEZQ-L,-0.1206030150753768,1
FTMM-L,-0.1203337725076855,1
LUTI-L,-0.1179487179487179,1
PLPI-L,-0.1151832460732984,1
FWVH-L,-0.1147269718698289,1
MAWZ-L,-0.1131902479683267,1
SKUA-L,-0.1129032258064515,1
PKIH-L,-0.1126160020065211,1
PRVS-L,-0.1115799343647444,1
FRZJ-L,-0.111111111111111,1
FTYW-L,-0.111111111111111,1
QLLI-L,-0.111111111111111,1
SBGD-L,-0.111111111111111,1
HOJK-L,-0.1094327990135634,1
FTLH-L,-0.1093990755007704,1
FTUR-L,-0.108967082860386,1
LPQD-L,-0.1089108910891089,1
BSW-L,-0.1088698450020109,1
RWEW-L,-0.1087016702039309,1
SDBE-L,-0.108626198083067,1
FVGU-L,-0.1080088170462894,1
FSRI-L,-0.1079207920792079,1
QGKY-L,-0.1074766355140187,1
FWIX-L,-0.1060606060606061,1
PUKG-L,-0.1052631578947369,1
QZAX-L,-0.1048387096774192,1
SJIN-L,-0.1039999999999998,1
DRZY-L,-0.1023521932612842,1
FVIP-L,-0.1018363939899832,1
PPPL-L,-0.1012658227848102,1
MLBZ-L,-0.1005434782608695,0
SBWX-L,-0.1004681310767015,0
PBBJ-L,-0.1003382187147687,0
OQCK-L,-0.1,0
FZDX-L,-0.0997191011235955,0
MFBH-L,-0.0993766043270993,0
MBME-L,-0.0993377483443708,0
SBOR-L,-0.0981595092024538,0
QVOK-L,-0.0968523002421308,0
QMQO-L,-0.0967741935483871,0
LWXP-L,-0.0963532093228438,0
PLLW-L,-0.0958549222797926,0
QTFR-L,-0.0940170940170939,0
FWHN-L,-0.09375,0
MHCF-L,-0.0935483870967741,0
LLXZ-L,-0.0934767989240079,0
SQJU-L,-0.0925925925925926,0
QFTE-L,-0.0924369747899158,0
QLOQ-L,-0.0921052631578948,0
MUZM-L,-0.0915522263836872,0
LXTE-L,-0.0906940063091482,0
FYZH-L,-0.0904862579281182,0
FSVP-L,-0.0904150197628459,0
MOHE-L,-0.0904059040590405,0
OEPU-L,-0.0901442307692307,0
SALX-L,-0.089908256880734,0
MRDX-L,-0.0898509291402899,0
NINQ-L,-0.088888888888889,0
FUCX-L,-0.0884353741496597,0
POCK-L,-0.0883392226148409,0
MOLZ-L,-0.0880733944954129,0
WYM-L,-0.0870052277819268,0
FTCC-L,-0.0863486842105263,0
MTRP-L,-0.0861486486486485,0
OVFJ-L,-0.0843373493975903,0
SPLC-L,-0.0843195266272188,0
FVVB-L,-0.0836820083682009,0
TZE-L,-0.0827489481065918,0
PKJG-L,-0.0823529411764705,0
LKOU-L,-0.0822387207310109,0
NKMR-L,-0.0813953488372092,0
NXKV-L,-0.0810488676996424,0
FXEB-L,-0.0807027433295753,0
PQLD-L,-0.0806451612903226,0
IQTP-L,-0.0801335559265443,0
PKQP-L,-0.0799999999999999,0
FVYM-L,-0.0795774207663936,0
MSQY-L,-0.0794448432639387,0
SHTV-L,-0.0793650793650794,0
SHWX-L,-0.0788530465949821,0
RJX-L,-0.0787956438180652,0
FTSS-L,-0.0783783783783783,0
PPYV-L,-0.0776699029126213,0
RYIU-L,-0.0776196636481242,0
OMRV-L,-0.0769230769230769,0
QEYI-L,-0.0769230769230769,0
SCIP-L,-0.0769230769230769,0
FVRF-L,-0.0762358546754019,0
SCER-L,-0.0759876065065839,0
SFOM-L,-0.0758064516129032,0
WRF-L,-0.0757097791798107,0
FVHJ-L,-0.0756756756756757,0
NADK-L,-0.0753424657534246,0
SIH-L,-0.0751633986928104,0
MDFZ-L,-0.0747126436781608,0
FYXQ-L,-0.0744834214320037,0
PTDX-L,-0.0742865886313213,0
NGZW-L,-0.0740740740740741,0
NSUZ-L,-0.0740740740740741,0
RWFA-L,-0.0740740740740741,0
NUCY-L,-0.0735602355524503,0
SMGM-L,-0.0730223123732251,0
QAOZ-L,-0.0727272727272727,0
RYNX-L,-0.072,0
RYVU-L,-0.0717728976968398,0
NFOY-L,-0.0714285714285715,0
PPLS-L,-0.0714285714285715,0
HQCF-L,-0.0708191126279863,0
FTAM-L,-0.0707602339181286,0
SLEX-L,-0.0702702702702703,0
GOT-L,-0.0702127659574468,0
NHJE-L,-0.0699295161162587,0
PQGX-L,-0.0683453237410072,0
FWCJ-L,-0.0683229813664596,0
PRAL-L,-0.0681818181818182,0
LKGM-L,-0.0680105884748523,0
QFKF-L,-0.0678175092478421,0
FURT-L,-0.0677290836653385,0
NMZP-L,-0.0673143650242887,0
SQHX-L,-0.0672864099158919,0
LMGP-L,-0.0666666666666667,0
FWDK-L,-0.0665171898355755,0
BCYN-L,-0.0656934306569342,0
LTUD-L,-0.0652173913043479,0
LZPC-L,-0.0649350649350649,0
FTHF-L,-0.0643153526970954,0
OAZZ-L,-0.064291247095275,0
YGX-L,-0.0640231309376291,0
QUCR-L,-0.0639269406392695,0
BTTJ-L,-0.063644289450741,0
LNCJ-L,-0.0633693972179288,0
TSA-L,-0.0630577037477692,0
FVDV-L,-0.063055780113177,0
LKDP-L,-0.0629011553273427,0
FUMG-L,-0.0619012527634488,0
NGDI-L,-0.0616621983914209,0
SMNA-L,-0.0616365568544101,0
FWAN-L,-0.0608845491097069,0
FTLK-L,-0.0607210626185956,0
BFQQ-L,-0.0606516290726817,0
SQVY-L,-0.0606060606060606,0
MVSV-L,-0.0604133545310016,0
QFUM-L,-0.0603328710124826,0
SCAZ-L,-0.06,0
SDHW-L,-0.0599999999999999,0
LZWU-L,-0.0597014925373134,0
LZWP-L,-0.0592537864794975,0
LQNJ-L,-0.0588235294117647,0
SQNC-L,-0.0588235294117647,0
MOSH-L,-0.0588235294117646,0
DMOK-L,-0.0587558885715344,0
SEFE-L,-0.0586206896551724,0
FUWW-L,-0.0584382003102913,0
NJHD-L,-0.0580303395136047,0
MOGO-L,-0.0573770491803278,0
POHS-L,-0.0571428571428571,0
SNPY-L,-0.0568181818181818,0
FWGH-L,-0.0564373897707231,0
BSKU-L,-0.0555555555555555,0
RZLX-L,-0.0555555555555555,0
LLAX-L,-0.0553763440860215,0
SEXR-L,-0.0553191489361701,0
QBGF-L,-0.0552570990023022,0
BCZN-L,-0.0550673696543644,0
SHUE-L,-0.0549450549450549,0
QLLM-L,-0.0548223350253805,0
PNMG-L,-0.0544678714859437,0
PLJQ-L,-0.0542635658914729,0
FWTO-L,-0.0533955417314669,0
FSVZ-L,-0.0533504054630815,0
FTVF-L,-0.0526315789473684,0
SIFK-L,-0.0526315789473684,0
LTEG-L,-0.0524999999999999,0
FUMC-L,-0.0521248339973439,0
DSNO-L,-0.0515420363329109,0
MDSY-L,-0.051383399209486,0
FSWP-L,-0.05125284738041,0
QZEP-L,-0.0508819538670285,0
QLFR-L,-0.0507343124165553,0
FWBU-L,-0.0504764357455576,0
OCFM-L,-0.0503943908851883,0
FSZY-L,-0.0502945174444947,0
QJHO-L,-0.05,0
FWTS-L,-0.0495587236931432,0
NKOY-L,-0.0492957746478872,0
QCBO-L,-0.0490797546012269,0
FSCD-L,-0.0489977728285079,0
PQFH-L,-0.0487804878048779,0
MKMQ-L,-0.048405253283302,0
FXGP-L,-0.0480528353450239,0
OBAT-L,-0.0479426891991182,0
WWA-L,-0.047877591312932,0
PKXR-L,-0.0477223427331888,0
FUIW-L,-0.0476190476190475,0
LQSN-L,-0.0476190476190475,0
LULR-L,-0.0474040632054175,0
FVLD-L,-0.0470656595002906,0
SFEN-L,-0.0469036888666332,0
QVPT-L,-0.046875,0
FSKE-L,-0.0467185761957731,0
FSOT-L,-0.0467078268205697,0
FTRE-L,-0.0466812545587163,0
MNXD-L,-0.0466580889821899,0
MJTK-L,-0.0462962962962962,0
QGQO-L,-0.0462962962962962,0
QEXD-L,-0.045822102425876,0
FTBX-L,-0.0457372850347603,0
SSKN-L,-0.0455271565495207,0
LMEO-L,-0.0451713395638629,0
VNE-L,-0.0450204638472032,0
MXKA-L,-0.0449927431059508,0
LXVK-L,-0.0449290593799264,0
OJRO-L,-0.0444839857651245,0
NPAJ-L,-0.0443571027512632,0
LZKP-L,-0.0442020665901262,0
FRYR-L,-0.0436215587436991,0
PQAF-L,-0.0434782608695653,0
SJJS-L,-0.0434782608695653,0
SNUR-L,-0.0433566433566434,0
FWIU-L,-0.0433360588716272,0
NYTN-L,-0.0423357664233576,0
PLQE-L,-0.0421052631578946,0
MQXO-L,-0.0417827298050138,0
LUPI-L,-0.0416666666666666,0
SAUM-L,-0.0416666666666666,0
SKSG-L,-0.0413793103448276,0
FSAG-L,-0.0412266743815997,0
LVKF-L,-0.0410958904109589,0
SBLX-L,-0.0409252669039146,0
OFVX-L,-0.0404040404040404,0
OFQD-L,-0.04,0
OVJK-L,-0.04,0
PVDJ-L,-0.04,0
RUFV-L,-0.0398091171668969,0
SNWV-L,-0.0394343214577102,0
SJKQ-L,-0.0393013100436681,0
MWQQ-L,-0.0392156862745098,0
QLMG-L,-0.0385659967409017,0
PTEH-L,-0.0384615384615385,0
LXFW-L,-0.037940379403794,0
ZUQ-L,-0.0378858746492047,0
