Momentum Index,0,1,2,3,4,5
ABF,-0.0935912312016472,-0.18431710771853718,2.3855865339117184,-0.21832332602170834,0.005884132184660931,-0.03661512333810415
AEP,0.1038217237621919,3.0552265151766895,6.993825911225323,-3.723171365478952,1.7792809353685912,0.06637970347443273
AHT,0.3199475691134414,-4.142871422172742,-3.939035578189328,0.3404127264146608,-0.1651711865776342,0.011687567253155104
ANTO,-0.0280013890204249,4.786397092913287,2.2408425670067453,0.007120163596835285,0.7467289010545587,0.3699376787920338
APTD,0.1000344352617081,-4.370264851382675,-4.879911405044577,0.8691707197495512,-0.2645740704857983,-0.22671750233241378
AV,-0.0287803626411221,-2.892509409907331,-2.582466756505124,0.4089646780215554,0.046360601793187926,0.05009568470732275
AVON,-0.0914570475325359,-2.8923490902222726,-0.20692489172362413,-2.405420764899971,0.8661920194943341,0.6334947905442466
AZN,-0.059009371028596,-1.7525609298196303,-1.159242658247876,0.5582391492001039,-0.007217544307090248,0.08092541172173486
BA,-0.0504003488187728,-3.666651441805905,-3.5135543778109626,0.5618476429522019,-0.402208059195348,-0.2356453738125302
BAB,-0.0737430167597765,-0.9791391202197234,0.06808437768459802,-1.0112161237027038,0.6847215827283569,0.39127967344785763
BAF,-0.0288021534320322,-2.022021190619676,-1.4977308958896955,0.04040016540628191,0.20031565692860342,-0.015674291485144497
BAG,0.0084029543528272,-0.9845840980889768,0.41484650099024,-0.1942802724967693,-0.2696848805229029,-0.2781384942929585
BARC,-0.0454578112823801,-1.3469378830954577,-0.8498389831918155,0.3044571287143673,-0.3167963086616389,0.09882700264957411
BATS,-0.0660722955378029,0.044423793295976635,2.9123902521916274,0.34897892908890904,-1.2194393279163103,0.6666078682021536
BBY,0.1147672552166936,1.4705912431702244,1.7230909797862675,1.200093764083037,-1.2387085343622404,0.3952849550375083
BDEV,-0.0281336234940434,0.8812046954085752,2.930814157660649,-0.8396810338358021,-0.20741362932772084,0.7260893072666201
BISI,-0.0579826453327984,-0.1911889179737957,0.8746848138752881,-0.14697311548376818,0.2510746424737087,0.0895455090582271
BKG,-0.0254582960946105,-1.1006049665108923,-0.4393379365217948,-0.03410643878557577,-0.24399200528265166,0.19499424538180327
BLND,-0.0640864781391756,-1.3759239719278569,0.161848380197643,-0.2250580418941703,-0.22565223885630437,0.16858298885080206
BMS,0.092595834062664,-1.28020620299016,-0.9556010983301254,-0.13664720862131444,0.02113461184088127,0.47519607158259053
BMY,0.0842957328774292,5.578462070908003,-1.0985620843930315,1.4235174277054368,1.744065932061114,-0.12334792231923868
BNZL,-0.0421048873975378,0.5104583000673766,0.15075673271245857,0.6228786774502938,-0.14248977265096405,0.02416454053809022
BOOT,-0.0146466370775008,0.620634758675659,1.5723263494689892,-0.34886234921877857,-0.17585974438967622,-0.25531431197914484
BOY,-0.0432085362449207,-3.8081656372853483,-3.437420393626546,0.3799535597558572,-0.5149582969328997,-0.29688169915215584
BP,-0.0784570624843452,-1.665632834136538,-1.3608556225136232,0.010372208088284393,0.09992906317331651,0.10101420204763124
BT-A,-0.0961498156892237,-3.627451502331003,-3.1783020995219964,-0.41440592948445726,0.4416778600277511,0.09939707343307297
BWY,0.0198897271698081,0.7761199657530594,2.690876036033344,0.003925635096901769,-0.8900548624712491,0.2911664757046157
CAL,-0.0989017949433244,0.5703398413840283,1.9150412692334178,-1.1929877591966667,-0.03218433334605417,0.1527238175753558
CAR,-0.1052584828566352,-3.8030891556938338,-3.793688756927776,0.2696331169667176,0.08660802413653897,0.1455008007965741
CARR,0.1220930232558139,7.02898914408235,7.584107051411554,-1.1844442970036912,1.012896273427248,0.19008147070777437
CBG,0.0,-0.8358538364384404,0.41489792091663086,-0.3690510513671836,0.3093502310174667,-0.07185052833362848
CCC,-0.0982130767315597,-2.7774296407527457,-2.033170851941503,-1.1308103257371094,0.7950214209599386,-0.34263793904956374
CDFF,0.0039192942204462,0.9482710013951338,0.690778498423576,0.52107592750878,0.5197926221678745,-0.032476889506788294
CFYN,-0.0120442528417988,0.5774811099355236,1.9348675832515085,-0.5262395855033434,-0.17110832220965297,-0.30042941050407757
CGS,0.0,-0.9228215478172506,1.048329625300156,-0.9362706031368752,0.1717621605950521,-0.08404194297263477
CHG,-0.0693053046477254,1.4370481303676061,-0.3774717441003278,1.080936447189488,0.18251398587213943,-0.14276715004164398
CKN,0.0574376364462472,5.343520637762175,3.8453428866830253,2.944820009231008,0.6892278435841732,-0.6646793845075274
CLI,-0.06776839852574,0.9504597855009905,0.572638299579848,0.7539491749485281,0.24675006734844815,0.10804410093862099
CNA,-0.0701745191551805,-0.37819721808505163,-1.167477215122004,0.5411659767690477,0.5099649975919355,-0.13682004750953
CNE,-0.0849217292562252,0.6168832259930633,3.0016082342705004,-0.3573534117803271,-2.957504461539951,5.184050381871264
COA,0.0574588129090498,-3.049453343249403,-1.1207346683876844,-1.7920816322484636,0.14645437980780604,-0.8199859936570898
COST,0.0,-0.23477586232571454,3.9111379990330035,-3.039792022118712,-0.16294789548866304,-0.011237716784209723
CPI,-0.1535339155861644,-1.3156676058871397,-2.3125170204435035,1.0316315920579786,0.5737310578640089,-0.16755582355151435
CRDA,-0.0661186859570687,-1.0505561864370594,-0.24546672096194855,-0.6095577692030728,0.03003877342463212,-0.004413981921696072
CRH,0.0,-0.0855609334583395,0.570646987563921,0.15243898303826645,0.6872176971569323,-0.2038355151837883
CRL,0.5709969788519638,-2.9588119020529606,-3.2133878124603292,0.05487647251740047,0.7876084071118489,0.48561863107536135
CTO,-0.2596026490066225,7.298533871706257,4.549560682194303,-0.21082918527143135,-0.25370360563825745,-0.42828446266515324
CWK,-0.1245327154225132,8.21985274108278,10.857939634176967,0.05607772905796761,-1.536370327866358,-0.808318106060939
DGE,-0.0451841583942284,-0.9407591431774256,0.7253020964043938,0.294893263448528,-0.49122624519030633,0.16239660307849277
DIA,0.0069426337922717,-2.901512274358143,-2.4511900829625106,0.4615485009492834,0.054063907371942325,0.06370566583071784
DLAR,-0.0428759760673359,-1.1018065612764012,-1.2487155290700918,0.2997034884186732,-0.5703333860896027,0.2062172907382398
DLN,-0.0648163341209415,-1.1707676033201895,-0.9220993294826154,0.43063357074901565,-0.12741355937811472,0.22321737215419632
DPLM,0.0580586289494695,-0.5785904280504225,0.7648664638741492,-1.105409021032909,-0.3489296486056293,-0.5655160732382521
DSCV,-0.084575598998471,-0.3218892276748215,-0.02344407506911649,-0.04020588446831809,0.642405833564916,0.26667700335254846
ECOR,0.0909268483250316,1.7871408832481235,2.581141870156815,-1.3628956485675838,-0.32991001046204455,-0.5963774832490184
ELM,-0.1403637699797905,-3.582784249209509,-3.2083279596607777,-0.1552765802504538,0.35379344714280747,0.36310370849820983
EMG,-0.0180415790171888,4.506424723090497,3.12945113548264,2.133120858359613,-0.06484169965684368,-0.8310479900334982
FGP,-0.1126275730842415,-2.042791992548453,0.08063747564083106,0.07824386290910153,-0.8013040327402989,0.24475625888433983
FOUR,0.2686644613089448,-4.425051109223935,-4.653986368183561,0.7901747543950943,-0.2835698676842385,-0.12044442481695125
FSJ,-0.1829236152133412,4.3668870819971595,5.803770983812095,-0.6183669829038032,0.5604110797760897,0.6952588408747452
FSTA,0.0,-1.3965762963639048,-0.04670160600834241,-0.8919520137000657,-0.29033631185350484,-0.42220054940303126
