Momentum Index,0,1,2,3,4,5,6,7
888,-0.0111372321696939,2.45015336701325,-2.6335361646617015,1.2307701237537507,-0.20014578716240672,-1.399813387554816,0.30626965138731965,-0.21049251284763293
AAL,-0.0708058406268955,-3.2018451444343037,3.1675631693995174,2.406165394098977,1.4344293111466064,1.2659527954233607,1.21117914563834,0.18753189579709592
ABDN,0.2132642555562902,-2.099147668352587,2.9189593236455496,-0.5506191128038271,-0.2414475158647997,0.08439421485586268,0.18335255765158825,-0.03265370400618356
ABF,0.132626943483257,0.2869415328987338,0.17915808293092786,-0.9859779802923414,0.044530593966440137,0.1426884314175897,-0.03755366710789335,-0.4221238949477962
ADM,-0.0465333718552153,0.684011398536071,-2.5009426869104954,1.214738766111169,-0.3728366973985827,-0.260258589146351,-0.0733064550039709,-0.14568376332219116
AEP,0.1222904924000543,-3.131933806740899,3.5274627763363333,-0.37644991847541814,-0.37772970406478296,0.014052085284593459,-0.14022752163041033,0.0012539304368903935
AEX,0.5686274509803924,-3.564362951186669,3.0981505589889946,0.42441444155861435,-1.9026729665471396,-0.47358100501414835,0.806882689457367,0.937375524758559
AGR,-0.0042092741289776,0.46834020932779374,-1.9257471059964384,-0.00806686063773267,-0.5376766708631866,0.4209644217021063,0.27149503181121126,-0.057016180511337736
AGRO,-0.0724091637434498,2.318604383962859,-8.84286956848107,2.4650065843515274,-3.111475189290178,0.2191474466177955,-0.8785982101176444,-0.23085902760062144
AHT,0.0930165604422159,4.191095436694679,-2.2350315288311555,-0.7479486646307272,1.1350614080171126,-0.14339477817387944,1.0027840393326197,-0.4532695011389887
ALNA,0.1182266009852217,-2.827594029758159,2.346453183238006,-0.08552880213879052,-0.40944422578279,0.3281314475481605,-0.0612663483042673,0.03329412692814758
ALTN,-0.1467661691542289,-1.3947402499248658,1.4141503908900603,-0.05883183291190994,0.7162268599531164,1.3244790308254073,0.14633623411775126,0.1582630673586397
ANTO,-0.0060093824894192,-3.2756293676942287,3.513263679707839,0.39710690718976627,-0.1480228374415462,0.3692328969776544,0.16484164288729178,0.10796275145363
API,0.0278611789717098,-0.6396315746652708,-0.2935994011930042,-0.3297036616094169,-0.3495012080960057,0.2722265751095444,-0.12966606471894948,0.036554485834549635
APTD,-0.0397786374932745,-1.3226328045675413,-0.25713960251454976,2.515574918872383,0.6329658282735602,0.12916409685037938,0.04278026572950861,0.20346217018456245
ASC,0.0048458149779735,0.49198879491859326,-0.0033701648602709753,1.4026873738008963,1.121667261027941,-1.4808178077013714,-0.5301602135693141,0.05384088962612914
ASHM,0.0715616509250873,-1.682266392416914,1.0478086019616457,1.4003218494433178,0.0719838285955686,-0.014905213738993886,0.038428969610510774,0.02261187692625735
ASPL,0.0348837209302326,-2.032379740945516,1.5140257879450532,-0.09266325391192988,-0.4848782559404372,0.03505711098289101,-0.01306187931093695,0.24832834493681785
AV,0.0993079170735662,-1.1920911447339548,1.2810682366994177,-0.7104125887726451,-0.15634721612759578,0.4481777769755102,-0.20808523449649968,0.0035809259633046257
AVAP,0.0774981392267362,-0.7772496377521458,-0.2610551010464723,-0.5059307491466315,-0.1829244326286508,1.068645599068631,-0.4663475583243614,-0.12565697947027152
AVON,-0.0117326562458672,1.67647602778951,-1.7334527580070533,-0.850847165165758,0.12487082970503256,0.049926295872764516,0.022664349736462582,0.003551195244198385
AZN,-0.0355205364643613,0.24460283442827926,-1.4543117800984635,0.24134452070750145,0.04565847060831622,0.42483613850324015,0.2597052903527093,-0.16906236477464606
BA,0.0160070329312942,0.03448761229086889,-0.7810452472212502,0.18892013897890833,-0.09489863613182985,-0.14177235334353722,0.23275416252845413,0.21016117760447273
BAB,0.0841881244762647,-1.5088432113771926,1.5502655501649774,0.12950131658945457,0.11963183499133283,0.01724929792785957,-0.14133681046280253,-0.040442608469830124
BAF,-0.0588221448074569,-0.5724896400997553,0.09794292182660722,0.0029833927166473743,-0.15076954235676343,-0.007481673572809774,-0.22527770109073017,-0.007947320629307801
BAG,-0.053170977026868,-1.4338609355518557,1.5388419239887787,0.02972047608194072,-0.08721102368071627,0.14247429530532696,0.12315646779970921,-0.13646610160140585
BARC,0.1400581140528869,-2.4746989636865675,3.5454113400609804,-0.5658945906959869,-0.33437457900681933,-0.12447157150540693,0.10226806439763306,0.05952052513265688
BATS,-0.0074203780699414,-0.4255781396012314,-1.4122614975758563,1.202935315863275,-0.5316564991095407,-0.13877516908997325,0.2554208072047399,0.05846696682482439
BBY,0.2610653908820142,-2.3464543982693558,1.8471384331042293,0.13026204305147376,-0.5098681399030756,-0.17695251239614304,-0.6163623666918612,-0.03678451293024141
BCPT,0.0210426372849918,-1.1151828397036836,0.5070942999690592,-0.23506296077534983,-0.36630877010046586,0.10833744183141777,0.03450714546108236,0.18804296482589017
BDEV,0.17896720642723,1.53451635854026,-0.2597200586066074,-1.5809048649115705,0.008634905208739205,-0.5443381881387418,0.3327642814775056,-0.2160312561436226
BEZ,0.0270209157716223,2.118243749860779,-3.3477480411593548,-0.031574926472968314,-0.19859613329011103,-0.40722539281424536,0.18820741279800615,-0.20782360863497812
BGEO,0.0864842812508768,1.189562908707675,-1.9515753008459098,0.4444572410751272,1.5754780380682771,-0.1287007732885383,0.1550615560627768,-0.2011861819473159
BISI,0.0314993931815674,-2.9077836407520965,3.056749302897011,0.06852144332015017,-0.1803375021499299,-0.1154446356445971,-0.2768192920625711,0.0430268651431595
BKG,0.1201187327039861,0.24135191349407836,-0.10804698313330544,-0.8192388823888331,-0.3188291487537159,-0.3963927991895309,-0.15728906019129557,-0.10059755339880472
BLND,0.0029778119736323,-1.0892621333427226,0.721247677954318,-0.4724361782237194,-0.4530814361106769,0.23927200400353246,0.11860032925234783,0.024689071605590723
BMS,-0.0897747603101059,-1.357864689970209,1.3168227618370418,-0.23296386785049494,0.07036771986866244,0.019224865200786156,-0.3338319622366349,0.032561496615676436
BMY,-0.0198238220572349,-0.929671651473625,-0.036827420123041237,0.023201290892420352,0.2647401916438191,0.31872668097206786,-0.37293487844411866,0.22418605267901764
BNZL,-0.0160068302712443,0.8529858309878704,-2.5850358338859487,0.388232365993906,0.07620354036308834,0.010048895349474242,0.3491158435787554,-0.07153686973643092
BOOT,0.1618343794290342,-1.1071422394575616,1.4039220855373808,-0.6650004325465437,-0.1674313618150289,-0.2989184101310961,-0.06356780646999204,-0.12554446127063024
BOY,0.0205846675847065,-0.6294526480625483,1.3213574642244563,-0.2903119240237175,0.4226800710057758,-0.04448588704820715,0.14164049657576858,-0.18045106615663375
BP,0.0195236362457262,-1.6875198361453692,1.1732775370432924,0.7313232882596238,0.04641256472862861,0.1276052047073628,0.0399753010830218,-0.07012202340584232
BRBY,-0.0061356021395497,-1.7254095059898253,1.7769842868216061,0.08392354574741882,-0.09262826288662483,0.1709020871897846,0.24135670041486265,0.27123482448171676
BREE,0.0,2.9732758881171324,-5.292922648786478,-0.6472649556138198,0.7124673687555928,0.1273757188399904,-0.4259019599970561,-0.1561697072305371
BT-A,-0.0280944693174441,-0.028595286001797778,-0.0032543649827743936,-0.7448328296506004,0.06660984158137864,-0.15386372843678675,-0.0582646234475398,-0.006042661724378076
BVC,0.068216579993882,-1.955557119945854,1.6684438597154185,0.4655189540998358,-0.4391749598142838,-0.21216449024230224,-0.2605882878806963,-0.119083218805627
BVIC,0.0474269213232687,0.08548677979961616,0.6176076485825299,-0.8043977521141465,0.3775157019272602,-0.012034567912885865,-0.13218158929812998,-0.1763133908628845
BWY,0.1893638268161135,1.0808993127170063,-1.0869958394132506,-0.949890554606636,-0.48160691974023523,-0.3972863446903658,0.09305247782541994,-0.1339887794813987
BYG,0.0616343787251194,1.4203864238126762,-2.130843375690456,-0.4878874446475659,-0.32833132480899957,0.009755010223407329,-0.0753633007022874,0.0010649983521934876
CAD,-0.0491803278688525,-3.397625545894741,3.4267630405750125,-0.02269389387018284,-0.5379597518625316,-0.2043728324923564,-0.10053987900588265,0.35479213477770605
CAL,0.0258612583598774,1.1691576106036123,-1.4260273622170105,-0.8366834545650139,0.030870492319348308,-0.10123265695322653,-0.11272814259375517,-0.04093357881756814
CAPD,0.2631317080105195,-1.737569791407626,-2.809021585096724,2.8882881722831266,-0.8449802696457517,0.5421103278457075,-0.18719354178923991,-1.314690765982378
CAR,-0.0647362048590216,-3.541639178852773,3.0350481370945457,1.5952809030850577,-0.7686801510676636,-1.314946484495283,-0.5704761827606161,0.26741848905385945
CARR,0.02836405690757,-0.8908834518756843,1.2376914073340186,-0.5633167863581255,0.3708010207592872,0.02589462360351488,-0.2605525377968828,0.011648628868393511
CAU,0.2086259211096661,-2.0572233142868916,3.0971686886691017,-1.4680892183422354,-0.593104928305917,0.3636782469176632,-0.3240852217016086,-0.38365016762093435
CBG,0.1015191060120281,-0.4723044739111123,0.769724005040479,-0.6487247646513716,0.014956333348148514,0.1632529339452375,0.10791319937324158,-0.1589078618809031
