Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11
888,0.3084353301778602,-0.4104033819857866,1.5272520556655824,1.0630392839421852,-0.14330264346082086,0.20813216114695354,0.05841892717184691,0.06095943229449384,-0.03868387348598102,0.26868793341753155,-0.056705285703345404,-0.14640414025975676
AAL,0.0124961156652509,3.113754550992205,-0.4104487544807495,-0.11681023539184637,0.25077415267133124,-0.38668190544815056,0.44444862308311334,0.06509505688857907,0.29347412588200084,0.18178980195088573,0.29141041044262356,0.04952855214285769
ABDN,0.0214631416401529,-1.7418602744501406,0.27691256838397815,0.18488869697970012,-0.4927110810293814,0.2002616759768562,-0.1598674637285182,0.041192527078398294,0.029929615428657918,-0.018023716556956792,0.09948449312806763,-0.07497629423741471
ABF,-0.055362804517226,-1.5120276570253806,0.10432435663418194,-0.029725450871488215,-0.1402725037098979,-0.005698682853087665,-0.1771717074104478,-0.1538837164974484,-0.030521007661439732,-0.04086483916176694,0.09059258074355228,0.0716303138220936
ADM,0.0202520702559303,2.041508405945566,1.3284509955572052,-0.6187514140004807,0.09252163192987332,-0.150389336780203,-0.00807553889675004,-0.2927284023803915,-0.3110587215869698,0.05441930886032136,0.0001022394939748977,0.0344648110309401
AEP,-0.0507535898597352,-1.1769477897696659,0.4396243128054579,0.647275821081129,-0.5482085592914642,0.12016118764881654,0.1724425198998369,-0.090401265157226,-0.13895033983776203,-0.09212616800015748,0.09862798981078788,-0.02232938967567835
AEWU,-0.0419861263234757,-0.10214935735572428,0.26068611219026594,-0.19341680483849624,0.05493710405778358,-0.10964008014014966,-0.04766079853114666,-0.21209422049171273,0.16028709402172744,0.07277581622098493,0.014915451980550871,0.02185706884226851
AEX,-0.2962962962962964,-4.181749100816444,-0.5769836592538089,0.7804245360694236,-0.19181386292216387,0.09069479842716295,0.11393571326860318,0.4298595199739419,-0.1385368235809218,-0.00012876894658615017,-0.16926391617902944,0.2836979102410284
AGR,-0.0325373431870934,2.5919939331588377,1.3309190246495302,-0.9288049642136638,-0.565244221150954,-0.04918172696498202,-0.25417509592660087,-0.2812793583285817,-0.16387758460933313,0.10396156425017325,0.11195555387564196,0.016126384298913148
AGRO,-0.0397005678884874,-0.5853748018916675,0.7003987224112059,-0.12005615199549609,0.2099594209880702,-0.40954662109745044,-0.014974529605573026,-0.10550593112483933,-0.10894627776431405,0.0793952830198853,0.032448165651821535,0.09097371320139569
AHT,0.110805278221137,2.874182955136458,0.4623570183112959,-0.00752490669662516,-0.10961317915561815,-0.016969369667252907,0.044369647539644855,0.1958938673178781,0.1536552522823921,-0.034420671480644954,-0.04802888493764201,-0.1748294441344677
ALNA,0.0,-0.09204019169963619,0.5463653943418908,-0.24989614551142658,-0.23253724019735764,0.08428318059172728,0.04169957999435722,-0.06757723168328908,-0.2532114675724268,0.14219265506482548,-0.022624871630545374,-0.07366517070325534
ALTN,-0.1225740551583248,4.433853833639462,10.674477231288535,2.570143772019819,-2.7247525530894383,1.47326063327554,1.000710496349673,0.2851226640685657,-1.2559249207166034,0.49432694278497735,0.30294819384221144,0.03745775507469968
ANTO,-0.071360658649476,2.6102169453010573,0.5733868752969744,0.6701999109047455,-0.4570819756086296,-0.42372418817809454,0.0036474750046442427,-0.15993508760069877,-0.08805430375175147,0.05974225920333402,0.1313242859181049,-0.14466500861298942
AO,0.175053533190578,2.3444980117139944,5.0912580492454005,1.7859814008077952,1.1453755181839262,-0.11415510968918077,1.187820428656891,-0.3511329439671472,-0.2025616478213169,-0.5653920006336004,0.09448693741947196,0.01827875561471424
API,-0.0767846430713856,-2.2195591735010503,-0.9707658432213175,-0.364860523602311,-0.1385588854335633,0.11792095640756288,0.08561898155485535,0.038035488172290494,-0.27648156389276424,0.040933094694165104,0.07444088238861155,-0.07281785000018327
APTD,-0.0168923016635722,1.8456479993740373,-1.2765315976160585,0.7420767740941876,-0.4073942635881213,0.2604188443840894,-0.6357474680906503,-0.13104685174404504,0.08461895659551967,0.2803862839273021,-0.24151078948501198,0.0693387605801148
AQSG,0.0,-2.0938883156761867,-0.06299220509380352,-0.08339398120202261,-0.1649656033673441,0.29434753205200426,0.09341114883772936,-0.007474493689026983,-0.15315030926215467,0.11278412227065265,0.04183254427925244,-0.008319929285393667
