Momentum Index,0,1,2,3,4,5,6,7,8,9
888,0.0165168363000494,-0.6422563992318079,0.7066617917315374,1.3548993805667782,0.21819134997600856,0.26189254640739373,0.4331844159838764,-0.18284883237584793,-0.22866664153629937,0.0972422879140869
AAL,0.0023314821057862,7.253810272306816,2.848535376656895,-4.8890693487512245,0.7832376531303303,1.8623679166162639,-0.9430724554864854,-1.0120231684486993,-0.6256280552534598,-0.14801463885157556
ABDN,-0.21968600560151,-2.856832444126774,0.6636820410190432,-0.44228781431340003,0.4955295477609542,-0.2185412863137262,0.2927195383863162,0.03855298647069178,0.07085220192241119,0.08303103679491154
ABF,0.0768557636273823,-3.4463031954089116,0.5152500099871872,0.1753310906571376,0.18494934088990433,-0.15464258390443503,0.3206019444168637,-0.07384888134533224,-0.03413786365264602,-0.006456467572220085
ADM,-0.026251536920769,-0.1940289485555103,-0.029016581768463424,0.7332241014450508,-0.641189717732221,0.1839666360434492,0.015846809998097018,-0.052934938579172204,-0.050727412437280545,-0.2623767607430492
AEP,-0.0582201009871781,-2.001503562971304,0.7138433279862433,-0.165595611641719,0.8887595081184931,-0.36697199831133837,0.31882170368681756,0.1791620693431307,0.12973511258663983,0.2474042605931928
AEX,-0.0999999999999999,-2.3595385723787508,1.5492655067083,-0.03053487152619692,1.5445777826009333,-0.47960406339864153,0.18570764536297227,0.1453675008434854,0.23042601588584227,0.3432509734858532
AGR,-0.0037159372419487,-1.679876499367772,0.34750256725277745,0.23999402082286092,0.0353281699865965,0.13346127377698389,0.1645666832940622,-0.02666202936755019,0.01691134399200104,-0.06313521962417479
AGRO,-0.0193871506273897,-0.28950941042813316,0.150937045335091,2.541104512327385,-0.6538152987351303,-0.08330606502924345,-0.15767214539920274,0.005017151934628833,-0.3520537592678955,-0.20027290956752056
AHT,-0.2005740783935552,5.42504601425113,-0.6070274591524001,-0.7348422453370512,-0.0030728920287644724,0.024772990583315176,-0.23619887898811318,-0.16613229382457498,0.7817225395156006,0.22818623036761687
ALNA,-0.0194174757281552,-1.9732063069325165,0.43061104617369367,-0.46286539260233933,-0.16726290258967894,-0.3758085505076677,0.20687343877882583,0.12803035270162558,0.028849341418660444,0.1202438846149589
ALTN,-0.2142857142857143,-5.7917169952882155,1.9655405811835864,0.1775960927729022,0.6315400957626655,0.11318015788384199,0.37540940474210527,-0.23127071649765762,0.011479821220117144,0.20333162371432878
ANTO,-0.0472310826405081,1.036151548831154,0.490274248904644,-1.4807689562087467,0.9983134673677377,-0.07804765187756342,0.14193799391360848,0.17723432988810572,0.3033204888522083,0.11491915115822587
AO,-0.0288184438040345,-3.1406837866814024,0.49407829091469924,-0.5855848220027394,-0.7353485336073925,-0.048246873872064285,-0.06966327312076483,0.03555450538405275,0.3498922453935284,0.43717580298639874
API,0.015536784979649,-0.879229141956297,-0.07584900638254632,0.09802546742465162,-0.08416384053922919,-0.0581621398833418,0.09375748764534601,0.0751564255310691,-0.024028496346048017,0.06163941429288432
APTD,-0.0595240225463004,10.414159254401842,0.8834189969345848,-0.28602384419468624,-0.23227374352378355,-0.8196151627369095,1.60531706492488,-0.9456562231395266,0.4604198040144936,-0.19369279137889428
AQSG,-0.1201248049921998,-0.910097364087326,-0.19844626261863346,1.3279926157726858,-0.5514746514933034,-0.2044758872948915,-0.06028334317762786,-0.24584560752379822,-0.09799657324789059,-0.029111365352677332
ASC,-0.0288164665523156,1.7167678961926423,0.2529716611024016,1.000838126400197,0.2717705254856594,1.0082445110797482,0.060758368051953476,0.13385224589842432,0.016532971720906717,0.05872316194902504
ASHM,-0.0208861361881832,0.3200888922528916,0.5060927500153424,-0.2049861672147321,-0.1575825933235651,0.14265375492179144,0.20152359777558768,-0.219102134583554,-0.05480069719035497,-0.007617495667225897
ASPL,-0.0091240875912408,-1.4069925076367227,0.024321729842833095,-0.26473313859670317,0.1740808966535256,-0.07884977630246125,-0.3550251761954324,0.022009978994903548,0.020656855793946844,0.07092719137437496
AV,-0.1017550338714922,-1.2993417154691187,0.0756371891977321,-0.30607020178817945,0.14766673393574833,-0.22132680433609395,0.10573969996207838,0.1848149410336116,0.17705625136019423,0.044330929747113605
AVAP,0.0365426658468264,2.0055661745416233,-0.03360099332759992,-0.23480362922521533,0.04300396552146795,-0.5074208882941379,0.015061891064725523,0.058320173509410406,0.4100249147078316,-0.023816723339013933
AVON,-0.0687027093604258,1.0549235566692485,-0.877792711026369,0.2865134239744104,-0.07937736004384251,0.18594815368099102,-0.340930028016725,-0.2652383312245944,0.3453176291894176,0.45690926147107636
AZN,-0.0272118332357944,0.7512837420754761,-0.5052818444776666,-0.4677863382329049,-0.6195519854516301,-0.21543703157782385,-0.06508997334293842,-0.11707837475474206,0.13252235330568932,-0.15121126016994135
BA,-0.1426112891199645,-0.15586667096068815,0.17230999524509905,0.13753056673159744,-0.26231523036127113,-0.02372815276145176,0.09072037930140106,0.12018530881202565,0.25858370363630506,-0.06273365026481423
BAB,-0.1131101318870948,-3.458801225657285,0.7833570218791817,-0.0860865738221725,-0.23401822696461655,-0.10677992101518156,-0.13976284738826025,0.039050981067270195,0.10701964845817664,-0.038528111761139364
BAF,-0.0624898654126803,-1.0571611530963652,-0.24354488802327723,-0.01175538552187701,-0.48572355236670567,-0.040085471759502916,-0.44138124866224765,0.1965833469929574,0.17716027457788358,-0.3288473207999313
BAG,0.0602188472729228,-0.0882501391954744,-0.49184249841419175,-0.868457618337345,-0.2038504557605974,-0.215946310557628,0.14631279995023644,0.13058169450023144,-0.03671272407294646,-0.14944630927423286
BARC,0.0182143760294712,-2.9963847361330957,0.5551910523710842,-0.4463134863015722,0.6258887803476542,-0.12161924156044202,-0.161092801567748,0.17185575297012134,0.2233669249136236,0.2973252548805183
BATS,-0.0108872300986924,-2.2806687265908785,1.0620549802140538,0.6869009936489846,0.10928278128386576,0.022299218725144662,0.24406144826677661,-0.16450634416475893,0.09133199915670202,-0.06422273871851332
BBOX,-0.0247862386399906,-0.26053544538941364,-0.08558133577073074,0.5093338830833951,-0.30377210591021614,-0.057324633712503105,0.010528596180687138,-0.06558259610138882,-0.034752358919471205,-0.02384992998278042
BBY,-0.0163148257197479,-1.1949306928368417,-0.10253301681097307,0.4116467731028681,-0.0500127079111464,0.21988385019011641,-0.08055681633950745,0.20330296054790076,-0.008462088211342447,0.11219523871018665
BCPT,-0.0251052758629939,-1.3009413598549953,0.04720900859231316,-0.09765106135497399,0.10646288871755777,-0.09769916048620371,0.0031753277766120073,0.09048003218618506,0.05320414418852235,0.047417222675203506
BDEV,-0.0203525440088573,-1.41957715072521,-0.43979728811950436,0.3199434099659806,0.30661043695248763,-0.059851417570926754,0.051353749544070834,0.3220615704323253,-0.13479049329899825,-0.07119353811733724
BEZ,-0.0661448392862553,2.652623751526874,-1.007262100251672,1.1201266378323107,-0.23684261740298582,-0.11211050099553037,0.03297504534979423,-0.339244892773666,-0.010288725743264043,-0.04926902003249813
BGEO,-0.0833522798453965,-2.801128671697223,1.8470565501265996,0.7602423663799648,0.561708355981648,-0.1409924997263596,0.428162550383182,-0.4507762779077808,0.06587577248942889,0.11351911545341462
BISI,-0.1499978352166948,0.4766750239685519,-0.7781972512424823,-0.8730821402185718,-0.19330589036642473,-0.4816879108491669,-0.7199941563593616,0.1533040111948794,-0.07981053057506568,0.18247090610069638
BKG,0.0070325085174587,-0.13873506186893492,-0.8538374617809527,0.6320092453873534,0.3191064029472833,-0.13405980147096658,0.22917428296369832,0.06472605028864062,-0.18715201332996578,0.06924645025195071
BLND,-0.0159488813160552,-2.599246269597121,-0.07123381456067726,-0.350792375261874,-0.03734197799059547,-0.01822181325501056,0.06286102389478411,0.005947075072375145,-0.009038598174203135,0.10094803754998172
BME,0.0777846807991065,0.08749364871014917,-0.7028545111723807,-0.3644392056243989,0.43744910949140725,-0.0687552566039773,0.17430254443218704,-0.09547553496158889,-0.02897236846864687,-0.12289889301263528
BMS,-0.1320731811498739,-3.7090216015846,0.24735863529073834,-0.24161589357207636,-0.35621452408227006,-0.11897185970931136,0.026908426795876524,-0.03688174269168808,-0.1390126875057531,-0.20668154298390734
BMY,-0.12859743435066,0.7143399163027154,-0.6714032330174969,-0.47169096066361504,-0.44164030104095753,-0.22808530494983192,-0.3663901086341899,-0.11591189618240348,0.004507456812853035,-0.03148133304020064
BNZL,-0.0599175543471878,-0.4230189966591101,0.06535464283389729,0.20490411685805754,-0.5727861100798078,0.09161530086625448,-0.09971943381806,-0.03949550679766703,0.1425847768995002,-0.2653425942419684
BOOT,-0.079860748072507,0.2613748267012351,-0.6287609624433399,0.014178565995829525,0.41412012884619526,-0.16061981019696014,0.3331062960766075,0.09154222446669046,-0.1309373823521752,-0.14493430136213684
BOY,-0.1339767638638287,0.9844670785329672,-0.24508697332059834,-0.7004884943484246,0.31018159535367623,-0.05927569036946433,0.3459646604296542,0.2182663356951737,-0.04647854399295465,-0.08494293214652449
BP,-0.0903737850450893,2.0362263918044685,-0.22702961589796622,-0.7180986771179906,-0.5052815028724339,0.051235324367758094,-0.1836765323939171,-0.04624855148318547,0.273780291727542,0.014975033570947835
BRBY,-0.1136586021805418,0.7581464896826168,-0.20087936972656117,-1.176303492005861,0.0715822983325976,-0.05354293761524309,-0.11025296460318093,0.34829881861027023,0.12301461893559636,0.004183046212642199
BREE,-0.0258145614010028,-0.6372358281595853,0.29543443401861014,1.2392599156117816,-0.15002489424017,-0.056744342612988316,0.33189224160164355,-0.16911497174540685,0.036621273796872425,0.006870410880069891
BT-A,0.1559727374325126,-4.310484524523585,0.681362715816294,0.13578497068082324,-0.2264569248144701,-0.0017075003099949581,-0.042937672266397296,0.14647491438161692,0.05060822582335699,-0.11148424151515471
BVC,0.1714351638209508,4.000288377987787,-2.274577151789805,-0.5745729222433962,-0.6077822748751095,-0.797334256407584,-0.5489561708909236,-0.5720804905342997,0.0350338993120662,0.33966403666857
BVIC,0.0044163080901344,-0.7329301073774017,-0.5564290098179571,-0.38846919236475774,-0.19511956627867177,-0.19274729818061265,0.28974384463628544,0.13523745297828543,-0.022576654949718788,-0.18412909129914706
BWY,0.0070755044712993,0.19281712140335136,-0.5972931754363703,0.9986020531994868,0.31655147948910856,-0.04757801481789738,0.18327757501171216,0.19850562868691357,-0.11975139124042182,0.14597461628243757
BYG,-0.0379807902613998,0.28292903397508434,-0.8523652582897588,0.4490255468274534,-0.4816534412573241,0.11273264666910177,0.1600270688740577,-0.12494123514201434,-0.004763816349610073,0.0027102222391124932
