Momentum Index,0,1,2,3,4,5,6,7,8,9,10
ABF,-0.0022865451111118,-3.047406486766454,0.1831757386828706,-0.18311152217717272,0.8555535181075906,0.23146190404436923,-0.4136350749778372,-0.36204077323534034,-0.16583075935792535,-0.26183088839486646,-0.05025365956769705
AEP,-0.0568032858516124,-3.911542797402078,1.6272925520633266,0.15519616589936816,-0.4265540167776473,0.7296714149212246,-0.003715761820938839,0.11703324765497862,-0.1744916024521797,-0.28472175696640833,-0.07830662074956857
AHT,0.0040613344384583,-4.2799391137066625,-0.3437638178517844,0.1518792461423534,-0.5456386145534016,-0.29307235520438196,-0.3589963429398895,0.1456028713401262,0.12046904906473213,-0.21667378911179427,0.16822473344982544
ANTO,0.0429437641184162,0.7294851130556467,3.057305731324991,0.3454899493682036,0.10544736796357727,0.08607202039287863,0.3063111375647797,0.21612372418998324,-0.23431593892771294,0.362613969623471,-0.28373745372229286
APTD,-0.1626040037945684,7.7179861195138395,0.6802740768294848,0.2238459832293989,-1.662317440953503,3.9181952661891244,1.2411323300484458,-1.3265275366573726,1.8328692464921958,-0.2966959285822359,-0.9529295720972333
AV,-0.0572994454892371,-0.630297497235554,-0.734047542957633,-0.26476556691775044,0.42159085491635,-0.4789982451350817,-0.010918550214113414,-0.22118278192828592,0.025397131662369062,0.033851777819295305,0.13405874212483448
AVON,0.0218465045592706,-6.189085597871371,0.24461684091182506,0.18538005701511087,-1.3329206229907777,0.11779674821500194,-0.4032034981348223,0.23579224096798154,0.1330657389811233,-0.15869340462716136,0.21042651966606485
AZN,-0.1072593523778246,0.7546517636828005,-0.6549990552102044,-0.22760987761970716,0.7893395174729395,-0.23949140925237447,-0.11842721665623236,0.05848862722002566,0.04093554294183506,-0.19397374481182392,-0.26467287090938924
BA,-0.2591665017503871,4.287775967176734,-8.441115805466808,20.691890878358535,2.8562053503589673,1.7406439614816995,0.45284948913842743,-0.2010810036594484,0.273157776626528,0.13509798248349628,0.37703483499031876
BAB,-0.0478511462406642,-1.8832788204995459,0.4501700189122359,0.09396072179866864,-0.9346052767851241,0.2638656806207325,-0.026047558090608127,0.26734986516667614,-0.24655262803636563,-0.004555696124988963,-0.334120394130461
BAF,0.0348658768645264,-1.19658632388334,-0.06001962762355328,-0.12805678574065432,-0.08534427614545337,0.023897020010060683,0.05464135052416212,-0.20296528060587823,0.07596343388622931,-0.11689546931953933,0.010671850673454908
