Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
888,-0.1042435424354244,0.4406848789633858,-0.3131113125545088,1.967942404155533,-0.4594133658426405,0.06734461542209967,-0.14858826714805884,0.27581096700668306,-0.46549968562833216,-0.1772721112253013,0.11830302750896353,0.19819081171070316,-0.2322844132498057,0.07563739048249697,0.005561463134432196,0.04262282346508291,0.018237437806094745,0.35757182819922606,0.07596293975889573
AAL,0.0395357451537226,7.240785132387302,0.09234711081178752,-1.0242522860574248,-0.5054695583357521,0.6150916467894446,0.2911711176349481,-0.40339699542578267,-0.1728372409961406,0.4315233425889573,-0.02309932270405503,0.3429900871841194,0.11826704354423123,0.20243788153228678,-0.09394188966841681,0.4914995455289268,-0.19320121818434857,-0.26834034115093125,-0.14605670529007533
ABDN,0.092716865120334,-2.253860112590536,0.4085823838036815,0.7353986985580597,0.09067285618188692,-0.27652056426900834,0.15909654386822086,0.11235725779435614,-0.007130126537885955,-0.07979962881780472,-0.07816531075252887,-0.03896473384068643,-0.05204360779472671,-0.06803281684320751,0.1011122154141131,0.06799591657967248,-0.07655898301699042,0.07083498213469173,-0.015387470577760153
ABF,-0.0797886972966192,-2.249214510777592,0.3157184151519431,0.19509930389347196,0.11322600586425335,-0.013690556983582293,0.08927775128039807,-0.09965179245159232,0.054290155410332795,0.14497329769205983,0.0030617850561509316,0.07101915546137633,0.0272354793593804,0.015480108034902636,0.03440014617811638,0.10264749280887832,-0.04498512470005106,0.06113139168265554,-0.10211050929201052
ADM,-0.1331751901863861,1.6837949953046285,0.9963336354578558,0.3715481098360502,0.21868114100081257,0.3792885714888186,-0.1890361329267164,-0.19088197254620048,-0.05640093359874244,0.10969962651034541,0.2916778102798831,0.04605889967051167,-0.013407883394410203,-0.09981428519773254,-0.06687298276004522,0.1256550737139645,0.028595343821423924,-0.03528063284797502,-0.013241676514577732
AEP,0.0468321159609212,0.9002828901219059,-0.7807595780423917,0.2838229528967918,0.6809733421084849,-0.0804207754289261,-0.11734194172361911,-0.14653499833614692,0.06444887313801582,0.4172883185677839,-0.0010501235618910077,0.1003035267290718,-0.008840360944938319,-0.07836775027209304,-0.10155850593528139,-0.004556258375501621,-0.09238580639113897,0.10318307237757314,-0.16352822149239649
AEWU,0.0670116579934296,2.716694935902311,-0.3873134994088405,-0.7481234528234274,0.2520799952047228,0.1795002574489985,0.2534652836096056,-0.15990330746626,-0.017604373484584965,-0.022711743070116364,0.24294195195226936,-0.0354156735431819,0.2325502636685919,0.18380944664562482,-0.15715414402161873,-0.10485571837320852,-0.0312977407344834,-0.07362969627643069,0.038501976245964235
AEX,-0.0294117647058823,-2.1050385744569837,-1.734636950126787,-0.6457951987785965,1.2201242507342651,0.42812245312929564,0.43382794334912417,-0.4628621412863571,0.3476335658589819,0.16826909621256556,-0.6570142972737246,0.20127242083594066,-0.07518635892878622,-0.03143491067012991,-0.34179147482656796,-0.34713185350279036,0.09310936434495769,-0.08714210998888602,0.6833306891876308
AGR,0.127259477809573,-0.7457129594118528,1.509362895304543,0.4336515659978321,0.46674978122147043,-0.0798306210885557,0.1319181183820041,-0.08995404762142978,-0.08593422824112829,-0.019286523997605238,0.102401051731875,0.054270876981852914,0.09465149187057927,-0.05096662364911101,-0.03699262681085072,0.05166184177036977,0.023388159723164655,0.019158254242091655,0.030863892852308634
AGRO,-1.0391716566866267,-4.675398338964455,1.2058189883234096,1.2537631673172778,-0.5731324109956571,-0.04285557368729924,-0.23179528934161625,0.8405960215256459,-0.2525901042340428,-0.520319215705779,0.20189583313547055,-0.1547658015749698,0.20526095463744473,-0.28515706478949376,0.09109498424055804,-0.3474658155611709,-0.19410179158808882,0.19355520933421694,-0.031450034818282
