Momentum Index,0,1,2,3,4,5,6,7,8,9,10
AAL,0.0769794234584195,0.5809576509202804,-0.26138702451938256,1.414139872789449,0.020427783605341223,0.24152580896774492,-0.30134216984366696,-0.2851423462118635,-0.17407629390476148,-0.10143953574718217,0.7486282905697976
ABF,-0.0041944876628411,-3.6889083738567496,-0.8048648485466415,-0.449016894359629,-0.33227183863995335,0.2348368356515326,-0.1262998908832982,0.0415694837479829,0.17660377082776096,0.17115409788073116,-0.0985609525489483
AEP,0.113220142774455,2.9125121773573173,1.1728057896570379,1.2103224898783869,-0.2756990464739152,0.8451147956207802,0.1261065772421702,-0.8690486477857443,-0.2832639738673046,0.1349174059416492,1.0588399711648382
AEX,0.0,-3.345548921639788,-1.7181762872298094,3.178157970412383,0.4182534143192501,-1.1203358054990966,-0.15931596440457657,1.3319528807205787,-1.0918746604071605,-0.7299153542749504,2.142997908894182
AHT,0.0051469123766993,26.9319874558349,-13.363030501793936,-10.449069585363144,13.211582901055653,2.9465494312656477,2.217864200075169,-0.13392289324899898,0.8703850911039576,0.7530064160456187,0.4394238356430963
ANTO,0.1358447093063544,4.835239795659768,1.01283311761964,1.2795718267980507,0.45012427634997787,0.5641837193760119,-0.27720826554931194,-0.5746839718551159,-0.17907035578965813,0.15883131295431652,1.0347339457999376
APTD,-0.1964285714285714,-4.3985177095098,1.2494152629528654,-1.3151759543300061,-0.29037641057375024,-0.47637589608075936,-0.03235641803622671,0.4351050569814159,-0.43779135901805055,0.21293970213118074,-0.5748506258779743
ASC,0.033434650455927,53.319839036860806,-11.239501478850883,-19.99933255645902,-9.250582358847556,0.8116641509069351,0.6868503368473268,0.6723839710994216,-0.13185612194619342,-1.0901834221635787,0.5454126652019483
AV,0.0569825826822742,-2.9205378804448316,-0.4640206390458667,-0.3232286672060029,0.019899646397545923,0.1973497439660573,-0.012617316047768895,0.10147361258924263,0.1518068918581373,-0.23728539079595493,0.0249156516532278
AVON,-0.0497359154929577,-5.5290288794825315,0.3730683271382682,-0.6093259962978501,-0.22483226656781022,0.028707680563653692,0.5124048225494614,-0.08740312445851278,0.17296555975574845,0.2820019303247461,0.1917287796663383
