Momentum Index,0,1,2,3,4,5,6
ABF,-0.1360223961940497,-0.18508579701795289,-0.2421713805126857,0.10101016586723348,-0.23943158040480048,0.08187521160577883,0.05171414144537973
AEP,0.041235848188261,-5.8722835922549566,0.18857590848595673,-0.6059730991635027,0.4307865899092523,0.574498393213534,0.5586853027220381
AHT,-0.0305774652037679,3.3236454899936185,-0.547617825411472,-0.10351439596202533,-1.0567596732620683,-0.07209181489117134,-0.024954517552416358
ANTO,0.0386145717826627,-5.620431111440964,0.14025706499911952,-1.0055018426908993,-0.301008024717256,-0.08631658126157395,-0.03571674354948281
APTD,-0.0361452561109392,-2.501248540125722,0.15949161136406428,0.5260369987657472,1.9776980816726297,0.93067105257579,-0.17324839420676966
AV,-0.0100649089113024,0.3825463975017772,-0.23505726002463292,0.7942931557721762,-0.3535790656787064,-0.40398048034640566,-0.05020933184001253
AVON,0.0090898869298179,-2.424142444355099,-0.030472180928247408,-0.2762976823532253,0.2589614466798275,0.4334852001551783,0.190654757499596
AZN,-0.0895661556663098,4.562782204983822,-0.7090622787220061,-0.006685310361608096,0.07500695045526443,0.032604261195103484,0.330255896597733
BA,-0.1594046666898493,19.859751321140823,42.750352129168434,-2.6088282203964313,0.1965617418874294,-0.1538235047569559,0.1076870847479619
BAB,0.1818160641073425,-4.675444324634582,0.24806852180541483,1.0535711918820214,0.5829387229981112,-0.36490577115852574,0.5949677739381332
BAG,-0.0140388768898488,-0.7513153863410478,0.18814795073291787,1.3169333778802998,-0.27662388588020786,0.027146420086635654,0.17022660854006144
BARC,0.2159708992517739,1.8228881131960781,-0.4046703265318546,-0.12755926946520382,-0.8928173880418001,-0.16539504055650595,0.45988917071512486
BATS,-0.059968281239675,-8.73449352753278,-0.40442912284529337,-2.2358099461036054,-1.0549060588956536,0.25073264135101364,1.8063941441221685
BBY,0.3307265482441439,-7.097273853137984,0.16801510713401424,-1.1205364067771335,-0.06552498445639297,-0.07821701395656101,-0.20205624970112002
BDEV,0.1767334694130016,-2.005128284384724,-0.21857762769220698,-0.37234938515968713,0.3419560242267284,0.120390207591753,0.07903938827269961
BISI,0.0555392084743269,-3.3042215974524165,0.14301099302607292,0.3018238789418575,0.028287581247382485,0.08468868861273919,-0.03988386481181832
BKG,0.1472502744796782,-2.2025409112552,-0.2692450433621611,-1.045163193653532,-0.04239349359657396,0.029663100109156054,-0.07216339987428345
BLND,0.1124425498826697,-2.4414071567301225,-0.03868335864352429,-0.2936206624826765,-0.7618361845893915,-0.1077412778734014,-0.09604108252994073
BMY,0.0614563883702319,1.4469248200705596,0.24378179198334698,2.9839823801591847,1.3766039115079365,1.3118543352343068,-0.26108579521527664
BNZL,-0.0422779094888621,-1.6194057120351226,-0.047352236488454554,0.35874411812638624,0.19328845956465754,0.017653539578688347,-0.22198958855767745
BOOT,0.0743796601882411,-3.7449098124034483,0.13659878724958802,-0.49102466237965203,-0.5655007363735656,0.07853767164858523,0.03589056040057038
BOY,0.0421680185011394,3.6392734036726146,-0.812017859786969,-1.2161667500754245,-0.8731901944524959,0.01858453967109901,-0.13631392182931537
BP,0.0290040919831711,0.8511283792395284,-0.4034997235768903,-0.06706748285901575,-0.266142474380776,0.16798609056106567,0.12282766565210107
BT-A,0.0970020284131805,7.391155081007704,0.16140647643783987,4.804854272778421,-0.6882015096839348,0.36275058485620765,0.048794460067588176
BWY,0.0143621629061116,-2.1073912653536504,-0.1416188085467848,-0.5920148269224957,0.00963387328558839,0.17019248621485278,0.08935194872989284
CAL,0.2942857295312902,-2.0795062627642222,-0.04256977482116324,-0.7553836680111943,-0.5486539782222356,0.006305297263060845,-0.18670428917866116
CAR,0.020297736387737,-5.608931678391382,0.12400822426213703,-0.35535076431324925,0.27553673474052703,-0.1189532893790101,0.18094504667901018
CARR,0.0553784860557768,-7.072222516003172,0.07559040694874829,-1.456880394253579,-0.34763483362441544,-0.11075180466346841,-0.03897072273622507
CBG,0.0,1.7318888903291305,-0.3800521312638614,0.04157810087579758,-0.06043852090662843,-0.8835796735877042,-0.048783035919861155
CDFF,-0.0055836569370607,0.6879373779684975,-0.007732061623741538,0.8689396501452216,-0.8645569866101902,0.3860792732834135,-0.0009348693057081583
CFYN,-0.0714270180144258,-1.2342064052441342,-0.08065589295945799,0.31020697006140696,-0.14208199483550238,0.21586589293597594,0.06352262312739491
CGS,-0.0389977091509651,-3.036399996018273,-0.039005049521731644,-0.4023153526575719,0.05249885419725784,0.49683443818556344,-0.07124162476156759
CHG,0.3584223217361348,-6.331103674918671,0.14109109401758843,-0.07364965040087885,0.7864069802989191,-0.022990485724884786,-0.4430204510430446
CKN,-0.0647388202807395,-4.623144751792356,0.08055216263319535,-0.19898094512183812,-0.11861647823497336,-0.13415381289661668,-0.1409780320332954
CLI,-0.0313783660429026,-1.9362900320027268,0.040474572051122704,0.1142505930764452,-0.3758008520073114,0.2299142494390223,-0.06234382017024379
CNE,0.1806946793287369,-7.434413106196991,0.48584430298307224,-2.857017732645636,-0.8456042980237263,-1.333293925337125,-1.0312925656994465
COA,-0.0566062200159298,-8.088672633087645,0.10884410422185226,-1.6763849670296582,-0.5357429130458247,-0.45254155962641407,-0.09426139224643659
COST,-0.1627955969874124,-6.768327451591305,0.4611360057235663,-0.26538927052335903,0.3413259066698283,0.17909938474038462,-0.06971020770195138
CPI,0.0956902762522293,30.98753473595212,-4.6289029101876675,-5.41419945642775,-1.0662088703491372,-1.25907456074805,0.12225744088650185
