Momentum Index,0,1,2,3
888,-0.012873007479036,-2.782594620277428,-1.5687081468319652,-1.3498038246548574
AAL,0.202856761635463,-2.2610223813473436,-0.12612593057120625,0.23574254156849167
ABF,0.0123700216689008,-0.8180985721611685,-0.4048298544033777,0.050703561767700155
ADM,0.0666036138585448,1.0690157342836535,0.5206229851601187,0.08271593951662824
AEP,0.0277755830573971,0.07607618489347227,0.19906722844663657,-0.2586540390465887
AEX,-0.3088642659279779,-4.336282325338529,-0.7394705566743246,0.8500630441816254
AGR,0.0273475863110976,-5.279507217102197,-0.9410793681572573,-0.9991143464405267
AHT,0.1576435430991964,-3.739782322110712,-0.3181177453888005,1.6527420268315645
ALTN,-0.0732248658085845,-5.287872733866634,-1.1962471851397694,-2.0934118674826463
ANTO,0.1735809332639717,2.589079341346404,1.5074373048353384,1.539058232873636
API,0.0041914599004526,-3.7748927208074985,-0.887055573853003,-0.24325465475975241
APTD,-0.0470547693949466,2.33443837505734,-0.09909689320924582,3.084264853186002
ASC,0.0837696335078534,13.823875853640493,1.7933391566900176,0.5144040643049318
AV,0.0678692025743887,-3.8708492231983795,-1.0593930447499205,-1.170509423199632
AVON,-0.0057439343240716,-4.184887734797044,-0.250948917627052,1.1800798036913245
AZN,0.0058041723235136,-1.0328711334468779,-0.9984257347407761,0.047479052591765304
BA,-0.0137227391935907,-1.9891819406873363,-0.7700101728229231,-1.4513619725595208
BAB,0.166668149822466,0.05392029586014194,0.27767180868874236,-1.4474175813835237
BAF,0.0,-2.8950745278852748,-0.8669580579047604,-0.7373149616389127
BAG,0.1524839352147606,0.7637147298076631,0.2662769818439466,0.2716829282571339
BARC,0.1611453709496431,-4.173509954890178,-0.22770741638796224,1.137601579982779
BATS,0.0275269657748351,1.232644824028049,0.02087943073368322,-0.2112219878472649
BBY,0.0663525380167058,-2.703348760170259,-0.7990464298026484,-1.796206052301175
BCPT,-0.0160054521798392,-2.454004677236743,-0.5776126293316102,0.2868714081671577
BDEV,0.1146993318485523,-5.7411227352258605,-0.26948657245829283,0.9693656407386885
BEZ,0.0024943242920301,-2.061944667139745,-0.289889408749118,-1.5789838216182033
BISI,0.1301036094201562,-2.6711753282205657,-0.8067488206116117,-0.7784069303407987
BKG,0.1044171170177565,-4.213788556965225,-1.0084663365692748,-2.0597080776440104
BLND,0.0963088296103764,-4.452345508736105,-1.1220706487883143,-1.3503951338009637
BMS,0.0093890511181671,-0.5798005163011418,-0.2558702021566793,0.7757015236271758
BMY,-0.0818379944406019,-3.8340372831014555,-1.9591408499356462,-1.3674665680848204
BNZL,0.0624550410026054,-1.4003386545319427,-0.6589479710275807,-0.6814271729035237
BOOT,-0.0339464410509569,-4.061795301418879,-0.1758746868591736,-0.2134101568707444
BOY,0.1822297967593418,-4.490206472317013,-0.936837349449007,-1.1863949871973085
BP,0.0592269116287231,-1.0889333113859516,-0.8666401382580423,-0.22309782882597123
BRBY,0.1372552688534201,-0.9063213230277652,1.066440138665511,2.4688604565632777
BT-A,0.0995564754583087,-4.3003924899157875,-0.9278780095728965,-1.8519150168439178
BVC,-0.0759466262484099,-0.36346459514232604,-0.5306928117191316,-0.7142872526562846
BVIC,0.0471852889285,1.9838946272129832,1.6454902596836334,1.38487622627506
BWY,0.1873583849334785,-4.004774698188513,-0.9395759398497472,-1.1402648796190795
BYG,0.0575427313945327,-3.5223531177425644,-0.4789995533507632,-0.6024449021385796
CAL,0.0596996831519494,-6.3159956209018215,-0.7848021159217837,-0.08978465197632782
