Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
888,0.0541516245487365,-0.2444395261662848,0.4706931253371659,1.9359387341800773,-0.3508528068674876,-0.023994840031269404,-0.12256646993326055,-0.23867838286581294,0.028122704487756722,0.04067079776776669,0.28325907598079386,0.21133702028187695,0.026866447451415587,-0.24745613444537318,-0.00014582192845396036,-0.23351710489481234,-0.050662597277318366,-0.28189253646757406,0.19198365625520875,0.02361156330041037
AAL,0.0754190855904348,5.793652032208911,0.40082692211855886,-0.5828426332381758,-0.552074926710165,-0.6586285064125758,0.03274405406992204,0.06148378348003097,0.1480059197077979,-0.08736549095077116,0.12635282309739243,-0.012942813144492601,0.2561631055333343,0.09542706564853998,-0.22866449234522607,-0.20719723556922703,-0.07281531716111503,0.06048091222988167,0.07375619799072469,0.3721439792186474
ABDN,0.0203814638848722,-2.116521256720584,0.4895874749499952,0.49853537744011633,0.09930392689065216,0.19777704036674884,0.21912500653360392,0.024039729176021114,-0.050315020762454886,-0.04881453798591543,0.06377536587656772,-0.02613010143317661,-0.054705261462516634,0.025467162418413958,-0.09439921810835344,-0.02050273372676235,0.026359115314826737,-0.0636807657087241,-0.05304503017483013,0.10477838960906406
ABF,0.065625236524492,-2.667041776977535,0.35361653379946945,0.18462550885311405,0.08232692107039517,-0.02000017370036816,0.05257805758514412,0.062281706012865694,0.09566279812492628,-0.027822797221286052,0.06255148365006634,-0.03239567055217622,0.029464488420488474,0.0920116226120976,-0.06324678145770225,-0.12230381612218194,-0.08210357339565447,0.024965965912254473,-0.09104898553167129,0.031251675873006785
ADM,-0.1136194176977201,0.36877568156492585,1.1616585858650288,0.3775325080095939,0.15592785312526627,-0.30083544576109733,-0.22622607872653563,-0.12893286367765608,0.22764211045669294,0.10244415946493202,0.017443883374203547,-0.06981899669747146,-0.03589866080510819,0.025455959954692044,0.028647656074028718,0.006553681511828073,-0.028528059349642157,-0.0014937418082329357,0.02112844465293902,-0.026474081046114324
AEP,-0.0272111779147544,2.9571154206883676,-0.8922926608849772,-0.012762602537684034,1.100887774760033,0.16451603748370033,-0.017270283107381518,0.26408628178283805,0.17754043275095996,0.00591385996198444,0.05011618226371357,0.06646560336262682,-0.11861665738352835,0.053570161850941614,-0.024549877348632263,-0.1447587653221378,-0.14015153840805764,-0.1839690645719212,-0.05165681578392898,0.0035948522566205112
AEWU,-0.0438217660806828,4.1900995763931554,-0.5825246177796134,-0.9287034306013378,0.2607279033108342,-0.24335428787286142,0.1831250807199232,-0.10424421716130801,-0.05886672734281074,0.3618485368177367,-0.23167992069862411,-0.02526808996664226,0.297753938863563,-0.11092986912153252,0.1349007167199168,0.009109484167141699,0.02814313008664903,-0.007487473332876616,0.07012766823818836,-0.045313712703008956
AEX,-0.1176470588235294,-1.593617285943612,-1.8338488398914772,-0.5478602993021198,1.2703443103916936,-0.33212953039062626,0.41638062101569,0.2652344306248376,-0.4229486815818854,-0.1731548425513885,-0.42567227925825146,0.5101075702608117,-0.2379248026188788,0.08832014955872981,0.21583510918768875,-0.3043545206259133,0.4172846948220159,0.4934731029153296,0.7450968678719567,-0.222521494748055
AGR,0.0952993143459914,-0.33328543347902395,1.502580002260002,-0.1389256101661332,0.5398078334360605,-0.0834841535197111,0.16328015823347938,-0.10133264454830032,0.07112281973633572,0.0051265845522171114,0.07672596619825987,-0.04849761683612843,0.0414104601156397,-0.007304918401043907,0.08925187278628761,-0.05144940651953444,0.03559294222731669,-0.01503289120336446,0.024791188509286577,0.06940759247261756
AGRO,0.0,-7.322472033166982,1.6699062695972482,1.5120930998682012,-0.9312201164099189,0.20512667029975049,-0.5178335090060894,-0.1464675470504074,-0.27424806399882123,0.3847585568532044,-0.2754870372735595,0.14006352356729648,-0.04093543453183705,0.2435739128522894,-0.08356322175123217,-0.09061835450913563,-0.07527952018398143,-0.042914479513450766,0.0621697849381476,-0.056530479399727
AHT,-0.0297530954810554,4.148232057905273,1.237524199536691,0.8544925928137095,-0.612416636349214,0.18608046678921,-0.015985812670224007,-0.2777520924792643,-0.4183709077283786,0.028847621593603087,0.014199884499332897,0.10331418644045873,-0.18575316770586872,-0.28664268979800056,-0.22625218608286438,0.15828118912863118,0.09479667202099898,0.05342701103741202,-0.007577299041646733,0.04802518445704702
AIQ,-0.9916666666666668,-4.761391601788841,0.6298280971301168,0.29645073705192226,0.6460489290957194,0.16007562127302852,0.4252117463283159,-0.05270836355265632,0.06370980260248824,0.2658129512048563,-0.026417668027940315,0.01923288856437958,-0.1930859574059737,0.33867314253474123,-0.2779443617395327,-0.23596218207822178,0.01545759104252611,-0.005742705461538618,-0.25608230766228174,-0.4322621535390692
AIRE,0.1030285835874882,0.7056704370356295,-1.01169485479922,-0.38596940525391144,0.2098820845954564,-0.24094852782791007,-0.05907157449595896,0.06972850870972576,0.13707492903019436,0.16999297753992662,-0.06834544409343957,0.10262834913054579,0.02661470599809608,0.04852402073433366,0.0887553625927607,0.06816590422627596,0.06168438624957148,0.11766155487562523,0.008302491623224113,0.008253512954051622
ALFA,-0.0157127732813431,4.803219120434779,-2.422395022038619,1.0672762905180548,0.026092377858713295,-0.12140549404535056,-0.4555551415267779,0.9312176527436941,0.9711304337419369,1.126042619140711,0.41530896259570954,0.37020425977734495,-0.31382901652683004,-0.0009556194453816506,0.11130511104667865,-0.4642230346528224,0.06658946946059914,-0.39261808649418334,-0.18394147193189142,-0.2724778027269693
