firms,rsup,nincr,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
10006.0,0.525790474,1.0,1.0072661217,-0.012154908,-0.0323529411764705,0.0123076923076923,0.2462121212121211,0.0681818181818181,0.1344827586206896,0.3055555555555556,0.348360655737705,0.119047619047619,-0.065340909090909,-0.0208333333333333,-0.1059782608695651,-0.2091346153846154,-0.2419354838709677,-0.2816593886462882,-0.2894168466522678,0.0411392405063291,-0.125,-0.1203208556149733,-0.0436046511627906,-0.1454545454545455,-0.0961538461538461,-0.065340909090909,-0.0886426592797784,-0.0911602209944751,0.00920245398773,-0.0810055865921788,-0.1364829396325459,-0.1520618556701031,-0.2147971360381861,-0.197560975609756,-0.1628498727735369,-0.0810055865921788,-0.0518731988472622,-0.0758426966292135,-0.065340909090909,-0.1296296296296296,-0.1896551724137931,-0.2053140096618357,-0.2014563106796116,-0.1585677749360613,-0.1936274509803921,-0.2832244008714597,-0.2878787878787878,-0.1795511221945137,-0.255656108597285,-0.2606741573033707,-0.3059071729957806,-0.1936274509803921
10014.0,-0.463428906,2.0,-0.67282151,0.0081871338,0.0769230769230768,0.1666666666666667,0.5555555555555556,0.5555555555555556,0.1666666666666667,0.2727272727272727,0.2727272727272727,0.0769230769230768,0.1666666666666667,0.1666666666666667,0.0,-0.1764705882352941,-0.0666666666666666,-0.1764705882352941,-0.0666666666666666,-0.0666666666666666,-0.2222222222222222,-0.125,-0.125,-0.2222222222222222,-0.2222222222222222,-0.1764705882352941,-0.2631578947368421,-0.3913043478260869,-0.3636363636363636,-0.4814814814814815,-0.5,-0.5,-0.5,-0.5333333333333333,-0.5757575757575757,-0.5625,-0.631578947368421,-0.6585365853658536,-0.641025641025641,-0.631578947368421,-0.6956521739130435,-0.65,-0.5882352941176471,-0.4615384615384615,-0.4814814814814815,-0.4399999999999999,-0.5,-0.5483870967741935,-0.5172413793103448,-0.5483870967741935,-0.6,-0.6111111111111112
50526.0,-88.25669464,1.0,6.2692307692,0.0776315797,-0.097560975609756,0.0,0.2333333333333334,0.0882352941176469,-0.1395348837209302,0.0277777777777776,-0.0749999999999999,-0.2127659574468084,-0.2291666666666666,-0.3018867924528302,-0.3508771929824561,-0.3392857142857143,-0.3148148148148147,-0.3620689655172413,-0.2291666666666666,-0.3392857142857143,-0.4637681159420289,-0.5432098765432098,-0.5194805194805194,-0.5066666666666666,-0.4558823529411765,-0.4477611940298507,-0.5375,-0.5432098765432098,-0.5375,-0.5978260869565217,-0.5795454545454546,-0.6224489795918368,-0.5795454545454546,-0.6063829787234043,-0.6145833333333333,-0.6509433962264151,-0.6666666666666667,-0.6754385964912281,-0.6967213114754098,-0.6942148760330579,-0.6636363636363636,-0.63,-0.6021505376344086,-0.4861111111111111,-0.4788732394366197,-0.5194805194805194,-0.5256410256410257,-0.5194805194805194,-0.5256410256410257,-0.5375,-0.5647058823529412,-0.5795454545454546
15763.0,0.73332423,1.0,0.2008631204,0.0214778185,0.2427184466019416,0.1428571428571428,0.641025641025641,0.5609756097560976,0.4883720930232558,0.5058823529411764,0.2307692307692308,0.1851851851851851,0.0158730158730158,-0.0303030303030302,-0.1232876712328767,-0.242603550295858,-0.264367816091954,-0.2380952380952381,-0.2289156626506023,-0.2289156626506023,-0.4506437768240343,-0.5133079847908746,-0.4311111111111111,-0.3962264150943396,-0.2967032967032966,-0.4155251141552512,-0.4666666666666667,-0.4920634920634921,-0.4775510204081632,-0.564625850340136,-0.7110609480812642,-0.7057471264367816,-0.6709511568123394,-0.6908212560386473,-0.6893203883495146,-0.7192982456140351,-0.7419354838709677,-0.7547892720306514,-0.7377049180327868,-0.7305263157894737,-0.7155555555555555,-0.7016317016317016,-0.6683937823834196,-0.6012461059190031,-0.5897435897435898,-0.6024844720496895,-0.5987460815047022,-0.5789473684210527,-0.580327868852459,-0.5704697986577181,-0.5555555555555556,-0.5444839857651246
21020.0,1.3552990449,0.0,0.3875276256,0.0731095169,0.0136986301369863,0.2131147540983606,0.8048780487804879,0.4509803921568627,0.1384615384615384,0.4509803921568627,0.2758620689655173,0.2542372881355932,0.1212121212121211,-0.0133333333333333,-0.108433734939759,-0.1395348837209302,-0.2127659574468084,-0.0389610389610389,0.0724637681159421,-0.097560975609756,-0.2952380952380952,-0.2291666666666666,-0.119047619047619,-0.1777777777777778,-0.1494252873563218,-0.3565217391304348,-0.4896551724137931,-0.5432098765432098,-0.4965986394557823,-0.5256410256410257,-0.6318407960199005,-0.6605504587155964,-0.6740088105726872,-0.6372549019607843,-0.6837606837606838,-0.6942148760330579,-0.7412587412587412,-0.806282722513089,-0.7950138504155124,-0.7967032967032968,-0.7989130434782609,-0.7823529411764706,-0.7730061349693251,-0.7620578778135048,-0.7516778523489933,-0.7448275862068965,-0.7299270072992701,-0.6621004566210046,-0.6542056074766356,-0.724907063197026,-0.7175572519083969,-0.6754385964912281
28636.0,-8.829004614,0.0,1.701863354,0.0654202746,-0.0901639344262295,0.1212121212121211,0.5416666666666667,0.8500000000000001,0.9137931034482758,1.1346153846153846,1.5813953488372094,1.2200000000000002,1.2200000000000002,0.8813559322033899,0.6818181818181819,0.6567164179104477,0.5857142857142856,0.8500000000000001,0.9821428571428572,1.2653061224489797,0.5633802816901408,0.2758620689655173,0.4415584415584415,0.2333333333333334,0.7619047619047619,0.3874999999999999,0.2065217391304348,-0.0512820512820513,-0.1777777777777778,-0.2397260273972602,-0.3353293413173652,-0.2884615384615384,-0.2838709677419354,-0.3546511627906976,-0.3190184049079755,-0.2884615384615384,-0.4064171122994652,-0.4422110552763819,-0.5,-0.5336134453781513,-0.4663461538461538,-0.418848167539267,-0.3392857142857143,-0.2792207792207792,-0.3313253012048193,-0.3833333333333333,-0.3148148148148147,-0.2929936305732484,-0.4449999999999999,-0.3967391304347826,-0.4307692307692308,-0.4365482233502538
28652.0,3.8571168658,0.0,2.2671081678,0.0292929262,-0.0833333333333333,0.375,1.2000000000000002,0.8333333333333333,0.375,0.8333333333333333,0.375,0.1,0.375,0.375,0.2222222222222223,0.2222222222222223,0.1,0.1,0.2222222222222223,0.1,-0.3125,-0.4210526315789473,-0.4761904761904761,-0.5217391304347826,-0.3125,-0.3888888888888888,-0.4761904761904761,-0.4761904761904761,-0.5416666666666667,-0.4499999999999999,-0.5,-0.4761904761904761,-0.56,-0.56,-0.6206896551724138,-0.6071428571428572,-0.6451612903225806,-0.6451612903225806,-0.6764705882352942,-0.6857142857142857,-0.6944444444444444,-0.7380952380952381,-0.6857142857142857,-0.65625,-0.6666666666666667,-0.7027027027027026,-0.75,-0.7555555555555555,-0.75,-0.7608695652173914,-0.7962962962962963,-0.8
21549.0,1.7927922841,4.0,2.7982195846,-0.039877648,0.0309278350515462,0.0869565217391303,0.3513513513513513,0.2345679012345678,0.0,1.6315789473684212,1.7027027027027026,1.5641025641025643,1.7027027027027026,2.4482758620689653,3.0,3.0,2.8461538461538463,4.0,4.0,3.761904761904762,2.225806451612903,2.4482758620689653,2.125,2.125,2.125,1.272727272727273,1.9411764705882355,1.5641025641025643,1.380952380952381,1.0,0.8181818181818181,0.96078431372549,0.5873015873015872,0.7857142857142858,0.5625,0.408450704225352,0.5384615384615385,0.5384615384615385,0.7241379310344827,0.3157894736842106,0.2195121951219512,0.7857142857142858,1.127659574468085,1.127659574468085,1.272727272727273,0.8867924528301887,0.6666666666666667,0.9230769230769232,0.9230769230769232,0.7857142857142858,0.4925373134328359,0.4925373134328359
49648.0,1.4400948992,0.0,0.1011235955,-0.037284145,0.0434782608695651,-0.1111111111111111,0.1999999999999999,0.0212765957446807,-0.1272727272727273,-0.1724137931034483,-0.3333333333333333,-0.4666666666666667,-0.3333333333333333,-0.5714285714285714,-0.6470588235294117,-0.6129032258064516,-0.5966386554621849,-0.5897435897435898,-0.5,-0.6,-0.6129032258064516,-0.6756756756756757,-0.6734693877551021,-0.6643356643356644,-0.5555555555555556,-0.6,-0.616,-0.627906976744186,-0.6666666666666667,-0.6470588235294117,-0.6496350364963503,-0.6962025316455696,-0.705521472392638,-0.7176470588235294,-0.7377049180327868,-0.7538461538461538,-0.7563451776649746,-0.7125748502994012,-0.6643356643356644,-0.6756756756756757,-0.6734693877551021,-0.6521739130434783,-0.5752212389380531,-0.5339805825242718,-0.5514018691588785,-0.5675675675675675,-0.5714285714285714,-0.5862068965517242,-0.6220472440944882,-0.625,-0.6470588235294117,-0.6097560975609756
27991.0,0.2624328117,2.0,-0.033259424,-0.002419562,-0.0353982300884956,-0.043859649122807,0.1354166666666667,0.0283018867924529,0.0186915887850467,0.0186915887850467,0.0480769230769231,-0.043859649122807,-0.0521739130434782,-0.1065573770491803,-0.1550387596899225,-0.2534246575342466,-0.2922077922077922,-0.2875816993464052,-0.2482758620689655,-0.2323943661971831,-0.3771428571428571,-0.3735632183908046,-0.2828947368421053,-0.3271604938271605,-0.3588235294117646,-0.3550295857988166,-0.3511904761904761,-0.3393939393939393,-0.3699421965317919,-0.4010989010989011,-0.4322916666666666,-0.4293193717277487,-0.3806818181818182,-0.3229813664596274,-0.3312883435582822,-0.2922077922077922,-0.2377622377622378,-0.2585034013605441,-0.2781456953642384,-0.31875,-0.3433734939759036,-0.3312883435582822,-0.3271604938271605,-0.2635135135135135,-0.2967741935483871,-0.3012820512820513,-0.3012820512820513,-0.3699421965317919,-0.3771428571428571,-0.31875,-0.3550295857988166,-0.3977900552486187
