firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31
54594.0,-0.003466655,0.020558646,0.0354667635,0.0205535365,0.0190513321,0.0237372997,3.0,-0.00081203,0.9290354823,0.0012218147,-0.0952380952380952,-0.5413793103448277,-0.5551839464882944,-0.4923664122137404,-0.4824902723735408,-0.4526748971193416,-0.4411764705882353,-0.5037313432835822,-0.4504132231404959,-0.4035874439461884,-0.2887700534759359,-0.2925531914893616,-0.3072916666666666,-0.2312138728323699,-0.2925531914893616,-0.1987951807228916,-0.3072916666666666,-0.2962962962962963,-0.261111111111111,-0.2887700534759359,-0.1840490797546012,-0.3696682464454977,-0.357487922705314,-0.3072916666666666,-0.261111111111111,-0.2083333333333333,-0.2651933701657458,-0.24,-0.125,-0.1133333333333332,-0.0074626865671642
10154.0,-0.004939803,0.0043434681,0.0080754193,0.0559243778,0.0655378889,-0.00334332,0.0,0.000655684,0.0007095941,-0.014492754,-0.1219512195121951,-0.3571428571428571,-0.3454545454545454,-0.3793103448275862,-0.3571428571428571,-0.2941176470588235,-0.2941176470588235,-0.3454545454545454,-0.3076923076923077,-0.25,-0.1627906976744185,-0.1818181818181817,-0.1724137931034483,-0.1627906976744185,-0.2340425531914893,-0.1818181818181817,-0.3076923076923077,-0.3207547169811321,-0.3207547169811321,-0.3454545454545454,-0.4,-0.3394495412844036,-0.3898305084745762,-0.3076923076923077,-0.3333333333333333,-0.4,-0.4,-0.64,-0.625,-0.6326530612244898,-0.625
26649.0,-5.9604e-05,0.0041841468,0.0041936116,2.0177563e-06,0.0154527983,0.0,0.0,-0.004408797,-0.262149895,0.0025498765,0.1222826086956521,-0.1395833333333332,-0.2118320610687023,-0.2571942446043165,-0.1041214750542299,-0.1305263157894737,-0.2133333333333333,-0.1268498942917547,0.1902017291066282,0.2826086956521738,0.3766666666666667,0.4047619047619046,0.4593639575971731,0.3585526315789473,0.485611510791367,0.6259842519685039,0.6259842519685039,0.4593639575971731,0.4095563139931741,0.454225352112676,0.4440559440559439,0.2746913580246914,0.4802867383512545,0.454225352112676,0.454225352112676,0.3496732026143792,0.4290657439446366,0.1284153005464481,0.042929292929293,0.019753086419753,0.0248138957816377
10867.0,0.0131633978,-0.00877651,-0.018907338,0.3845361127,0.0102551149,-0.040782704,0.0,-0.042909109,-0.415679892,0.1324110702,-0.0833333333333333,-0.4883720930232558,-0.4883720930232558,-0.5769230769230769,-0.5319148936170213,-0.4883720930232558,-0.5111111111111111,-0.4883720930232558,-0.5111111111111111,-0.2413793103448276,-0.0434782608695651,-0.2903225806451612,-0.1538461538461538,-0.2413793103448276,-0.5319148936170213,-0.56,-0.6507936507936508,-0.6666666666666667,-0.7027027027027026,-0.7142857142857143,-0.75,-0.6666666666666667,-0.6944444444444444,-0.6944444444444444,-0.6811594202898551,-0.6901408450704225,-0.725,-0.7555555555555555,-0.7027027027027026,-0.6666666666666667,-0.6615384615384615
11010.0,0.0049771321,0.0113473483,0.0280594664,0.3682746947,0.0892047281,-0.01520657,2.0,0.0130576714,0.0545875614,0.1111111119,-0.1111111111111111,-0.4666666666666667,-0.4666666666666667,-0.5,-0.6190476190476191,-0.5,-0.3333333333333333,-0.3846153846153846,-0.4074074074074074,-0.4482758620689655,-0.36,-0.4074074074074074,-0.4285714285714286,-0.4285714285714286,-0.4838709677419355,-0.5,-0.5,-0.4666666666666667,-0.4838709677419355,-0.5428571428571429,-0.5897435897435898,-0.4666666666666667,-0.36,-0.3846153846153846,-0.5,-0.5294117647058824,-0.5789473684210527,-0.6,-0.5789473684210527,-0.5294117647058824,-0.6
12117.0,0.0287023096,0.0155510742,0.0211911431,-0.011446309,0.3266091374,0.0025605091,3.0,0.0760500534,1.7213944335,0.2188328952,-0.037037037037037,-0.3333333333333333,-0.35,-0.35,-0.2571428571428571,-0.1333333333333333,-0.2972972972972972,-0.2571428571428571,-0.3157894736842105,-0.2972972972972972,-0.2972972972972972,-0.3333333333333333,-0.3953488372093023,-0.5094339622641509,-0.2777777777777778,-0.35,-0.48,-0.5185185185185186,-0.48,-0.4468085106382978,-0.4583333333333333,-0.4693877551020408,-0.48,-0.409090909090909,-0.3953488372093023,-0.3157894736842105,-0.409090909090909,-0.4693877551020408,-0.48,-0.48,-0.5357142857142857
12320.0,-0.00185897,0.0080057092,0.0179852213,0.175756203,0.0166412878,-0.015663401,1.0,-0.007265821,0.8779666099,0.0070075765,-0.1111111111111111,-0.3846153846153846,-0.3962264150943396,-0.3469387755102041,-0.2888888888888888,-0.3043478260869565,-0.3043478260869565,-0.36,-0.3333333333333333,-0.3725490196078431,-0.3469387755102041,-0.3469387755102041,-0.3333333333333333,-0.2380952380952381,-0.2888888888888888,-0.3043478260869565,-0.3725490196078431,-0.3846153846153846,-0.36,-0.36,-0.4754098360655737,-0.4666666666666667,-0.4181818181818182,-0.4074074074074074,-0.36,-0.4385964912280702,-0.4920634920634921,-0.5038759689922481,-0.5223880597014925,-0.4385964912280702,-0.4482758620689655
13056.0,-0.01114149,0.0164376291,0.0344797552,0.0183645897,0.0181391784,0.0054973188,1.0,-0.008070175,0.3880789024,-0.042899068,-0.1555555555555555,-0.3770491803278688,-0.5,-0.4887892376681614,-0.4519230769230768,-0.4411764705882353,-0.4864864864864865,-0.5128205128205128,-0.5043478260869565,-0.4722222222222222,-0.4571428571428572,-0.4770642201834862,-0.5762081784386617,-0.5289256198347108,-0.5913978494623655,-0.6187290969899666,-0.6503067484662577,-0.6237623762376238,-0.5928571428571429,-0.6068965517241379,-0.5971731448763251,-0.5598455598455598,-0.5632183908045977,-0.5107296137339056,-0.545816733067729,-0.5494071146245059,-0.5365853658536586,-0.5854545454545454,-0.6013986013986015,-0.5985915492957746,-0.5957446808510638
41734.0,-0.007907469,-0.003659096,-0.014008969,-0.109132637,0.0119608347,-0.276381663,0.0,0.4421914004,-0.492172585,0.0429070909,-0.0714285714285714,-0.35,-0.3333333333333333,-0.4022988505747126,-0.3734939759036144,-0.2676056338028169,-0.1875,-0.2352941176470588,-0.1875,-0.1612903225806451,-0.1333333333333333,-0.2352941176470588,-0.2121212121212121,-0.1475409836065574,-0.037037037037037,-0.1034482758620689,-0.2238805970149253,-0.2777777777777778,-0.3066666666666666,-0.3580246913580247,-0.3658536585365853,-0.3333333333333333,-0.2876712328767123,-0.2571428571428571,-0.3333333333333333,-0.3580246913580247,-0.4639175257731959,-0.4951456310679611,-0.3658536585365853,-0.35,-0.3157894736842105
13283.0,0.0001628664,0.0367749273,0.0417623421,0.0074243534,0.6642929807,0.0091878112,0.0,0.0031893349,-0.546209761,0.0502824876,-0.0350877192982456,-0.3956043956043956,-0.2948717948717948,-0.3292682926829268,-0.2948717948717948,-0.3452380952380952,-0.3452380952380952,-0.2948717948717948,-0.3125,-0.3452380952380952,-0.367816091954023,-0.4811320754716981,-0.4021739130434782,-0.4021739130434782,-0.4711538461538461,-0.4811320754716981,-0.6180555555555556,-0.6232876712328768,-0.4811320754716981,-0.5416666666666667,-0.5769230769230769,-0.4210526315789473,-0.3888888888888888,-0.4086021505376344,-0.3604651162790697,-0.2666666666666667,-0.2763157894736842,-0.3373493975903614,-0.2763157894736842,-0.1666666666666666,-0.1911764705882352
