firms,bm,ep,cashpr,dy,lev,sp,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
10890,0.8925177341,0.0951412871,-30.38190537,0.0458030125,0.8573205082,1.8679633957,0.0990740759,0.529518986,-0.0017167,0.182446552,10.0,0.0498002005,0.0235109718,0.1191124116,0.0162610878,-0.006599563,0.2946061312,0.0639064794,0.0293467318,0.5169428793,0.0,1.915182548,0.9603483421,122.97345269,4.0361470662,0.3066460436,0.0,0.0,1.0,1.0,0.0,0.9159286187,3.0,-0.035507694,-0.241929345,0.4390753961,-1.139348867,0.7002467327,2221.0895425,0.207869402,14.880437694,-0.00226929,0.0221515594,0.042137195,0.0323223973,0.0086808793,0.0779004058,1.0,-0.008868722,0.8441856389,0.0169559419,5.0,15.102608905,1.5250783584,0.0,0.0323275849,0.0122112006,0.015754265,0.5258291191,3.1886997506,7.696079e-10,1.5302273e-08,1.2153588339,1.477097095,0.1075241346,0.0319650578,-0.240191659,0.1790831438,0.0582750582750581,0.0111358574610245,0.0412844036697248,0.0179372197309417,0.0992736077481839,0.0657276995305164,0.1407035175879396,0.0966183574879226,0.1127450980392157,0.233695652173913,0.0861244019138756,0.1265508684863523,0.1978891820580475,0.1822916666666667,0.0558139534883721,0.0657276995305164,0.0992736077481839,0.0271493212669682,0.0533642691415312,0.1641025641025641,0.2404371584699454,0.2171581769436996,0.2788732394366198,0.3592814371257484,0.2897727272727273,0.2717086834733893,0.5874125874125875,0.5763888888888888,0.752895752895753,0.8015873015873016,0.6389891696750902,0.5709342560553634,0.6330935251798562,0.5389830508474576,0.7003745318352059,0.6691176470588236,0.6630036630036631,0.9653679653679654,0.8760330578512396,0.6940298507462686,0.5183946488294315,0.4412698412698412,0.3392330383480826,0.2681564245810055,0.0783847980997625,0.0913461538461537,0.1321695760598504,0.0533642691415312
30031,0.5703514371,0.0553223236,0.6396583564,0.0301685892,0.4668405974,2.7700450719,-0.044817381,0.3024441409,0.0124903624,-0.04392008,10.0,-0.028079047,0.2686567164,-0.084188834,-0.250094676,0.0837588765,0.185171386,-0.211597879,-0.044039304,0.5692139671,0.0,1.8089736428,1.6192930781,28.969990766,6.2041724342,0.2169142456,0.0,0.0,0.0,0.0,0.0,0.5305433882,4.0,-6.195888522,0.1645484432,-0.088552917,-0.10620577,-0.757092445,49.823544922,0.1883546608,11.622873442,0.0004446421,0.013913473,0.0265497848,0.136575331,0.0921890429,-0.00889947,0.0,0.0032932057,-0.473641193,-0.030794565,4.0,11.264113083,0.4697431211,0.0,0.0140845068,0.0139686424,0.0161084959,1.1663081268,3.3377666632,1.1539727e-07,4.8703418e-08,0.9132988983,0.8341148777,-0.28495266,0.0489340637,-0.52970769,0.2339946182,0.104,0.1794871794871795,0.0866141732283465,0.1129032258064515,0.3398058252427185,0.3398058252427185,0.3529411764705883,0.1896551724137931,0.078125,0.078125,-0.086092715231788,-0.1585365853658537,-0.0212765957446808,-0.0547945205479452,-0.1585365853658537,-0.2247191011235955,-0.2417582417582418,-0.0921052631578946,-0.0980392156862745,-0.0980392156862745,-0.1153846153846154,-0.0547945205479452,0.1311475409836064,-0.0071942446043165,0.2105263157894736,0.2321428571428572,0.3529411764705883,0.5333333333333334,0.7250000000000001,0.943661971830986,0.9166666666666669,0.7922077922077921,0.8648648648648649,1.15625,0.8400000000000001,0.6046511627906976,0.5862068965517242,0.7922077922077921,0.6626506024096386,0.5681818181818181,0.4375,0.2777777777777777,0.5333333333333334,0.3269230769230768,0.4226804123711341,0.3269230769230768,0.2432432432432432,0.3398058252427185
20730,0.7219871397,0.1138568985,-2.646798349,0.0393994859,0.7944918271,2.2463021138,0.0909482842,0.5683544482,0.0014152851,0.1029081937,10.0,-0.001546803,-0.035369775,0.0836851833,0.0593567085,0.0359054288,0.1622756229,0.0084148259,0.0780932162,0.4190308296,0.0,1.8462037573,1.5814687402,17.277531228,5.6854682409,0.2100198698,0.0,0.0,0.0,0.0,0.0,1.1491925126,4.0,0.0100212327,-0.08847676,0.1034452586,0.1069578636,0.7931906164,853.74180098,0.1055571398,15.051575058,-0.002409157,0.0356459438,0.0715576701,-0.038668609,0.0857319098,0.0011824278,1.0,-0.00408981,0.1520660691,0.0001602378,2.0,15.102608905,2.5448619351,0.0,0.0129310349,0.007904435,0.0131031678,0.5746458011,13.771457751,9.85205e-11,4.2823249e-09,0.8609475035,0.7412306038,-0.109047934,0.0402183784,0.6248100003,0.4307321654,0.0157894736842105,-0.0661290322580645,-0.1173780487804878,-0.124054462934947,-0.0853080568720379,-0.0750798722044728,0.0017301038062282,-0.0051546391752577,0.0140105078809107,0.153386454183267,0.1007604562737642,0.0924528301886793,0.0682656826568266,0.0087108013937282,-0.0285234899328858,0.0782122905027933,0.0965909090909091,0.0822429906542057,0.0965909090909091,-0.0119453924914675,0.0546448087431694,0.1889117043121149,0.2319148936170212,0.211297071129707,0.151093439363817,0.3687943262411348,0.5564516129032258,0.5776566757493189,0.8737864077669903,0.9429530201342282,0.8498402555910542,0.7130177514792899,0.7981366459627328,0.683139534883721,0.6264044943820224,0.5277044854881265,0.4511278195488721,0.3402777777777777,0.4584382871536523,0.4475,0.2982062780269059,0.2924107142857142,0.2559652928416485,0.2163865546218486,0.3099547511312217,0.3129251700680271,0.4261083743842364,0.5196850393700787
43043,1.4084136958,-0.178782099,-17.88483296,0.0,3.5421009198,4.5224003312,-0.079019336,0.1151586935,0.0804252999,-0.109781322,10.0,0.0,-0.222222222,0.0599546276,0.2518483252,1.0492164482,0.0729430522,0.0063169247,0.0086369871,0.5297363606,0.0,1.457265723,1.457265723,68.633935585,8.025996693,0.0305430721,0.0,0.0,1.0,1.0,0.0,0.1778181414,4.0,0.3408898491,-0.299107015,2.6898061035,48.540553619,0.3553056321,-105.821055,0.0960716179,9.3003867221,0.0132308759,0.0012699265,0.0046612096,0.1330772367,0.0133100521,0.0052444682,1.0,0.0626306715,-0.542234332,-0.010416667,1.0,8.0258433442,0.3481611795,0.0,0.0909090936,0.0494242756,0.0405525021,1.3229317405,1.5158974091,7.4251842e-06,6.4541469e-08,1.1891858409,1.4141629643,0.1114378844,0.05507433,-0.562943289,0.2224314267,-0.1521739130434782,-0.35,-0.35,-0.3157894736842105,-0.1702127659574468,-0.1333333333333333,-0.1702127659574468,-0.3035714285714286,-0.2641509433962264,-0.2777777777777778,-0.4347826086956522,-0.4657534246575342,-0.5125,-0.4935064935064935,-0.5714285714285714,-0.5894736842105264,-0.5357142857142857,-0.5465116279069768,-0.5,-0.5125,-0.5,-0.4935064935064935,-0.5357142857142857,-0.4657534246575342,-0.59375,-0.4868421052631578,-0.4583333333333333,-0.3709677419354839,-0.3275862068965517,-0.2909090909090909,-0.409090909090909,-0.4935064935064935,-0.5063291139240507,-0.5806451612903225,-0.5,-0.5568181818181819,-0.61,-0.5714285714285714,-0.6020408163265306,-0.675,-0.708955223880597,-0.6929133858267716,-0.6904761904761905,-0.685483870967742,-0.7214285714285714,-0.7111111111111111,-0.7,-0.7346938775510203
61612,0.192124248,-0.232198068,2.4694388778,0.0,0.6487548834,0.9314766436,0.2720812183,0.6372733865,0.6534437663,0.2405132906,10.0,0.0019149751,0.0,-0.031595734,-0.267300058,-0.043156845,0.4870892019,0.0375634518,0.3916666667,0.6769380914,0.0,1.6490486258,1.088372093,6.4903139613,2.7415349887,-0.328424153,0.0,0.0,1.0,0.0,0.0,2.4541666667,1.0,-0.611170881,-0.677110873,-0.295342591,105.23041526,-0.614992908,-183.6161407,0.0651922914,8.7264203575,0.0,-0.158729631,-0.507835455,-0.064137286,0.1706760917,0.0250705536,0.0,-0.176880857,0.6659707724,-0.147869676,3.0,6.5555346854,0.106599877,0.0,0.0714285746,0.0330431721,0.0377074415,0.9070904445,0.2941979092,8.5467278e-06,2.8636366483,1.3210359723,1.7451360401,-2.564628013,0.1022048907,-0.530020716,0.184580328,-0.0833333333333333,-0.12,-0.2413793103448276,-0.0434782608695651,0.0476190476190476,0.1,0.0476190476190476,-0.2413793103448276,-0.2903225806451612,-0.2903225806451612,-0.3888888888888888,-0.3529411764705882,-0.0833333333333333,-0.1538461538461538,-0.2666666666666667,-0.4210526315789473,-0.4883720930232558,-0.5319148936170213,-0.5686274509803921,-0.5,-0.5769230769230769,-0.6,-0.7924528301886793,-0.7283950617283951,-0.7659574468085106,-0.7884615384615384,-0.7105263157894737,-0.6206896551724138,-0.65625,-0.6666666666666667,-0.6716417910447761,-0.7066666666666667,-0.6507936507936508,-0.6811594202898551,-0.7027027027027026,-0.65625,-0.6666666666666667,-0.7349397590361446,-0.7215189873417722,-0.7555555555555555,-0.7777777777777778,-0.7924528301886793,-0.8394160583941606,-0.7684210526315789,-0.6944444444444444,-0.6716417910447761,-0.6986301369863014,-0.6
10989,0.6816029481,0.0995408972,-5.443962848,0.0549688098,0.6747061124,2.2508868095,0.0807954403,0.5314131096,0.0011335999,0.1258158708,10.0,-0.003406759,0.0263157895,0.0903520407,0.0478084788,-0.034160833,0.0952759893,0.093684512,0.0140122511,0.5274448088,0.0,1.5130084807,0.7724593934,67.698034056,9.4927132624,0.2626752313,0.0,0.0,1.0,0.0,0.0,0.9331493109,3.0,0.0089368387,-0.225855237,-0.192433611,0.1197250092,0.4561781113,1333.3950138,0.0312775509,14.516516527,0.0212030686,0.0202815584,0.0413737253,0.0416465938,0.0240739271,0.0143346186,4.0,0.0288668602,0.5997542588,0.0065037438,7.0,13.769012328,0.4078671965,0.0,0.0114942528,0.0097941411,0.0145480111,0.8214102772,1.816373856,3.2078728e-09,4.3589366e-08,0.6383272995,0.4074617413,0.0018569391,0.0261568194,0.0066886743,0.3369162232,-0.0153846153846153,0.0457516339869281,0.0289389067524115,0.0389610389610388,0.095890410958904,0.0847457627118644,0.1510791366906474,0.0738255033557047,0.1034482758620689,0.0996563573883162,0.0457516339869281,0.0389610389610388,-0.0273556231003039,0.0256410256410255,0.0062893081761006,0.0774410774410774,0.0457516339869281,0.0596026490066226,0.0256410256410255,0.0631229235880399,0.1267605633802817,0.0884353741496599,-0.0031152647975077,-0.039039039039039,0.095890410958904,0.0738255033557047,0.1510791366906474,0.1228070175438595,0.245136186770428,0.1228070175438595,0.1510791366906474,0.0702341137123745,0.1072664359861592,0.056105610561056,0.056105610561056,0.1267605633802817,0.1594202898550725,0.1851851851851851,0.3617021276595744,0.3008130081300812,0.3114754098360655,0.2260536398467432,0.1808118081180811,-0.4171220400728597,-0.4316163410301954,-0.357429718875502,-0.3291404612159329,-0.3650793650793651
58181,1.1823610838,0.0616914654,-2.595306003,0.0205198193,0.9211770789,4.4928870471,0.5717918087,0.1147266092,0.7787343952,0.2658013544,10.0,0.0,0.771393643,0.8375946345,0.3248814481,-0.630073582,0.2632507001,0.2971077233,0.9365075552,0.5539179653,0.0,1.7591520603,1.7591520603,11.129859749,5.2645183467,0.1651307597,0.0,0.0,1.0,0.0,0.0,0.2306195498,4.0,-0.040111889,0.726385371,-252.0051015,3.0299022281,-0.955825204,-577.782103,0.0095336956,11.25843636,-0.000883531,0.0077144553,0.0129146992,-0.143367716,0.1424161335,0.0053912625,0.0,-0.002114286,0.1467038069,-0.072196897,0.0,8.7340369406,0.1251108424,0.0,0.01369863,0.0063923948,0.0051999447,0.986204299,0.6118360117,2.6822987e-07,1.4842981e-07,0.5940224999,0.3528627304,-3.477302614,0.0461352868,0.3691221442,0.4581172065,-0.0526315789473684,-0.093525179856115,0.024390243902439,-0.0381679389312976,-0.0802919708029197,-0.0454545454545454,0.0,-0.1310344827586207,-0.1486486486486486,-0.1126760563380281,-0.1310344827586207,-0.284090909090909,-0.2544378698224852,-0.34375,-0.3571428571428571,-0.2758620689655172,-0.3571428571428571,-0.4272727272727272,-0.3731343283582089,-0.34375,-0.3225806451612903,-0.3403141361256544,-0.3604060913705583,-0.1764705882352941,-0.16,-0.1126760563380281,-0.125,-0.0666666666666666,0.1150442477876105,0.0413223140495868,0.0956521739130433,0.1052631578947369,0.0588235294117647,-0.1543624161073825,-0.25,-0.2409638554216867,-0.2588235294117647,-0.2125,-0.1126760563380281,-0.1710526315789473,-0.25,-0.288135593220339,-0.2363636363636363,-0.2716763005780347,-0.2921348314606742,-0.1428571428571429,-0.3853658536585366,-0.3225806451612903
62148,1.367567941,0.1295414733,-15.23717772,0.0429019073,1.7821006557,2.2102839772,0.0739766487,0.1336471457,0.024263301,0.0706994729,10.0,0.0061146837,0.0,0.3710816856,0.3400094756,0.1680323247,0.0470305151,0.104317412,0.0845268136,0.5466913888,0.0,1.1200623701,0.882016632,21.045092838,6.7351443124,0.1446862285,0.0,0.0,0.0,0.0,0.0,0.2626812755,6.0,0.050534459,-0.684356408,0.8231468499,0.4774924666,-0.284258758,1774.2230918,0.1755197217,15.249681333,-0.002408215,0.0068383467,0.0162545353,-0.033143952,0.03239945,0.0073527986,0.0,-0.000233333,-0.245660506,-0.047430397,1.0,14.424429236,0.602232261,0.0,0.0287081338,0.0137369651,0.0221215455,0.5859962776,1.6926149663,9.643179e-10,2.6012535e-08,1.315275655,1.7299500487,0.2444135819,0.0306483078,-0.301843838,0.3449493341,0.0726256983240223,0.0666666666666666,-0.0204081632653061,0.0,0.1636363636363635,0.1566265060240963,0.1497005988023951,0.0607734806629833,0.0212765957446807,0.1162790697674418,0.0666666666666666,-0.0303030303030302,-0.1069767441860465,-0.0103092783505154,-0.6734693877551021,-0.6521739130434783,-0.6431226765799256,-0.6649214659685864,-0.6515426497277677,-0.630057803468208,-0.6,-0.5798687089715536,-0.5428571428571429,-0.5305623471882641,-0.5406698564593302,-0.550351288056206,-0.4418604651162791,-0.4636871508379888,-0.368421052631579,-0.3846153846153846,-0.411042944785276,-0.4920634920634921,-0.4545454545454546,-0.5211970074812968,-0.5723830734966593,-0.5862068965517242,-0.5862068965517242,-0.5656108597285068,-0.4754098360655737,-0.488,-0.5406698564593302,-0.564625850340136,-0.5524475524475525,-0.5247524752475248,-0.5675675675675675,-0.4907161803713528,-0.5428571428571429,-0.4973821989528796
28564,0.7099275838,0.1313706506,-0.745137823,0.0301781832,0.4725972789,1.7179093532,0.0164539596,0.4417026193,0.0006961364,0.1593745573,10.0,-0.0637256,-0.034727144,0.0687728031,0.0361961683,0.292620359,0.2237975943,-0.022934455,-0.060633428,0.498114108,0.0,2.3773788856,1.2731173638,28.679814182,6.9235717309,0.4487522069,0.0,0.0,1.0,0.0,0.0,0.6620144914,3.0,0.0037610537,-0.167236415,0.1858490766,-1.128329971,0.8509747673,-44.57614727,0.0422630468,12.236995808,0.003565175,0.0213607733,0.0371229522,0.0837460334,0.0506539865,0.0895868759,0.0,5.13208e-05,-0.469496021,-0.054778093,3.0,11.396694973,0.6326376812,0.0,0.0944881886,0.0265601475,0.0236488915,1.128641899,4.2049772568,4.2623678e-08,2.0536385e-08,1.2920586958,1.6694156734,0.1157815978,0.0407079935,-0.492838413,0.0602023606,0.0231660231660231,0.0231660231660231,0.0685483870967742,0.0392156862745098,0.3316582914572865,0.2619047619047618,0.2740384615384614,0.2679425837320575,0.2559241706161137,0.3249999999999999,0.2679425837320575,0.0114503816793893,-0.0467625899280575,-0.0734265734265734,-0.2638888888888888,-0.2471590909090909,-0.2597765363128491,-0.3629807692307693,-0.3239795918367347,-0.2679558011049724,-0.1339869281045751,-0.0185185185185184,0.0995850622406639,0.0950413223140496,0.1324786324786324,0.2990196078431373,0.4402173913043479,0.4171122994652405,0.4640883977900552,0.5056818181818181,0.424731182795699,0.2926829268292683,0.2679425837320575,0.3451776649746192,0.2740384615384614,0.1521739130434782,0.3054187192118227,0.3249999999999999,0.4402173913043479,0.2211981566820275,0.188340807174888,0.2045454545454545,0.1572052401746724,0.1674008810572687,0.188340807174888,0.3802083333333332,0.456043956043956,0.5056818181818181
46690,0.8349942858,0.1125147492,-141.7075423,0.0342413516,1.1956481424,2.0313007819,0.3372689198,0.3466773834,-0.007331469,0.6257710772,10.0,-0.008091314,0.0416666667,0.124841465,-0.350609575,0.0272355056,0.0751894647,0.339761865,0.0663163582,0.5513453959,0.0,1.784796265,0.8970752569,449.59492047,5.5387836629,0.2114165362,0.0,0.0,0.0,0.0,0.0,0.6213278665,3.0,-0.051723843,-0.083280392,0.2643305537,-3.159509211,-0.202495662,274.74268473,0.0362474485,13.657152665,0.0089000974,0.0154935663,0.0376791718,-0.036249083,0.0097405652,-0.273272809,0.0,-0.000657277,0.0452353018,0.0747188367,5.0,11.868912297,0.2002620251,0.0,0.0289855078,0.0188054086,0.0196985789,0.905872409,1.9842109761,2.7214595e-08,7.0599894e-08,1.1745102832,1.3794744054,0.0478197763,0.028772391,-0.480772944,0.2978315734,0.0191387559808613,0.0142857142857142,-0.0138888888888888,0.0047169811320755,0.1576086956521738,0.086734693877551,0.0703517587939699,0.0492610837438423,0.0047169811320755,0.0649999999999999,0.0,0.0649999999999999,-0.0229357798165137,0.009478672985782,-0.0184331797235023,0.0544554455445545,-0.0273972602739726,-0.108786610878661,-0.0818965517241379,-0.1050420168067226,-0.0616740088105727,0.0047169811320755,0.1036269430051812,0.2754491017964071,0.2987804878048781,0.1899441340782122,0.2529411764705882,0.33125,0.5895522388059702,0.3396226415094339,0.3148148148148149,0.196629213483146,0.3566878980891719,0.2241379310344826,0.2033898305084744,0.0703517587939699,-0.0361990950226244,-0.0273972602739726,0.0339805825242718,-0.1198347107438017,-0.20817843866171,-0.1270491803278688,-0.0318181818181818,-0.0858369098712446,-0.2197802197802197,-0.0779220779220779,-0.0318181818181818,-0.1270491803278688
56602,0.6886893653,0.0182599923,-52.88231182,0.0,1.4866885472,8.6441677701,-0.093994166,0.3989478071,0.0,-0.149561796,10.0,-0.016315264,-0.277807922,-0.118081652,-0.004583286,0.0061331329,0.1728228633,-0.013621211,0.0547840245,0.5595999368,0.0,1.3401109057,0.4830361934,619.86995516,18.207455216,0.0856386166,0.0,0.0,0.0,0.0,0.0,1.2514126999,4.0,-0.001886523,-0.337644286,-0.203435279,-0.276548796,-0.91307898,-569.3725546,0.0289982195,9.5011051879,0.0021542439,0.0017996547,0.0065789474,0.3347664491,0.0024239299,-0.075438943,1.0,0.0216735617,1.0512820513,-0.089461349,0.0,7.2513449834,0.1329893952,0.0,0.0909090936,0.0417915071,0.0271498626,0.9625796261,0.5387731792,6.2105348e-06,0.9545455926,0.2309603977,0.0533427053,1.7530983365,0.0690217417,-0.085144918,0.3369162232,0.0161290322580645,-0.0307692307692307,0.0862068965517242,0.1666666666666667,0.3695652173913044,0.2352941176470588,0.3125,0.5,0.1454545454545455,0.5,0.6153846153846154,1.1,1.1,1.52,1.3333333333333337,1.3333333333333337,0.8,0.5365853658536586,0.75,0.8529411764705883,0.5365853658536586,1.1724137931034484,1.25,1.423076923076923,1.3333333333333337,1.1724137931034484,1.863636363636364,1.625,1.25,1.52,1.7391304347826089,2.0,1.625,1.7391304347826089,1.423076923076923,1.52,2.0,1.863636363636364,2.15,1.863636363636364,1.1,0.8529411764705883,1.1,0.9090909090909092,1.1,1.1724137931034484,0.9090909090909092,0.8
11017,0.5253915271,0.0028132307,1.6489826286,0.0176033777,0.0529756172,0.1900378739,0.00418111,0.1958689204,0.0296479308,0.4291294643,10.0,0.005634506,0.1466666667,-0.162343287,-0.033358854,-0.102050754,0.0245066836,0.1264160383,-0.025065254,0.653323879,0.0,12.969374734,12.335176521,0.7356662396,5.2124822695,0.1509303928,0.0,0.0,1.0,0.0,0.0,0.2103869185,1.0,-0.130769759,-0.007059497,-0.394844003,1.7277902816,-1.623685905,-22.68515177,0.1199816652,11.765239394,0.0056998892,-0.020872391,-0.022509339,0.0040233337,0.4444128114,0.3326907827,0.0,-0.008946487,-0.049212598,0.0162288873,2.0,10.061196181,0.233003108,0.0,0.0402684547,0.0242126232,0.0291415854,0.5871951973,0.6892224214,1.7481629e-07,7.0294097e-08,1.5311750823,2.3444971326,-0.000697327,0.0542481985,0.0960965914,0.2546289697,-0.0645161290322581,-0.056910569105691,-0.1007751937984495,-0.056910569105691,0.0545454545454544,-0.2162162162162162,-0.2704402515723271,-0.3661202185792349,-0.3862433862433863,-0.3796791443850267,-0.2926829268292683,-0.3446327683615819,-0.3333333333333333,-0.1888111888111888,-0.3409090909090909,-0.4553990610328638,-0.4081632653061224,-0.4396135265700482,-0.4111675126903553,-0.3333333333333333,-0.3053892215568862,-0.2839506172839506,-0.4629629629629629,-0.2418300653594771,-0.2516129032258064,-0.1773049645390071,0.0265486725663717,0.0357142857142858,0.303370786516854,0.3333333333333332,0.4871794871794872,0.3647058823529412,0.3975903614457832,0.2747252747252746,0.1262135922330096,0.0740740740740741,0.1262135922330096,0.0943396226415094,-0.0793650793650794,-0.1007751937984495,-0.1999999999999999,-0.2266666666666666,-0.3796791443850267,-0.4170854271356784,-0.4341463414634147,-0.3626373626373627,-0.3862433862433863,-0.4257425742574258
51414,0.9488674958,0.0421458631,-6.332217793,0.0252250564,0.5535583507,1.0220036071,0.263471261,0.1965831046,0.7732007576,-0.059352976,10.0,0.0084378786,0.9754545455,1.1342398748,1.0756884408,-0.081305152,0.0764297562,0.4681488096,0.5797560367,0.5125338504,0.0,2.0969060841,1.1065682146,24.610288035,9.2256491218,0.215445198,0.0,0.0,0.0,0.0,0.0,0.3424689586,4.0,0.2877798775,0.9058178259,-0.097509367,2.4008804236,-9.111117933,71.726942792,0.2817387022,12.848969737,0.0022807701,0.0058236533,0.0093202157,-0.028357498,0.0276402958,0.0840553031,2.0,0.0025730994,-0.263012618,-0.010443357,3.0,9.7406450413,0.102505948,0.0,0.0149999997,0.0079650018,0.0090057826,1.334711037,0.7032915142,1.1648225e-07,0.9545456386,1.0871114706,1.1818113495,-0.923279007,0.0517464672,-0.089764289,0.1912039228,0.0426829268292683,0.0426829268292683,0.0822784810126582,0.0363636363636363,0.0891719745222929,-0.123076923076923,-0.145,-0.0904255319148936,0.0,-0.123076923076923,-0.1139896373056994,-0.1778846153846154,-0.0446927374301675,-0.0756756756756756,-0.1363636363636363,-0.0446927374301675,-0.0446927374301675,-0.0655737704918032,-0.1576354679802956,0.0178571428571427,0.0555555555555555,0.0754716981132075,-0.0058139534883721,-0.0604395604395604,0.0754716981132075,0.2954545454545454,0.6764705882352942,0.1632653061224489,0.425,0.5132743362831858,0.1476510067114094,0.1476510067114094,0.3571428571428572,0.2954545454545454,0.1632653061224489,-0.123076923076923,-0.0172413793103448,-0.0228571428571429,-0.0855614973262032,-0.1699029126213592,-0.1363636363636363,-0.2262443438914027,-0.5767326732673268,-0.5703517587939699,-0.5725,-0.5086206896551724,-0.5223463687150838,-0.4970588235294118
51262,1.0775138324,0.1431123057,-3.633189101,0.0306261963,0.6884028881,1.9641026536,0.145572439,0.5254346037,0.0008210181,0.1927620968,10.0,0.0131649774,0.0434782609,0.0640803384,-0.215931035,-0.008614076,0.1907305845,0.0664492704,0.1173305018,0.5896268499,0.0,2.7714866883,1.6569854266,11.411939693,3.7494779866,0.3495922252,0.0,0.0,0.0,0.0,1.0,0.8045778684,3.0,0.0229502837,-0.095820023,0.4357671396,-0.709367386,0.9115005459,-124.3795441,0.0309805399,11.730758943,0.0162518777,0.0197423622,0.0309084888,0.0907149797,0.0974618152,0.0658747141,2.0,0.0129975157,0.1184074457,0.0003132839,5.0,8.9957228704,0.1375444353,0.0,0.0514705889,0.0161454008,0.0171436279,1.0260102585,0.4651803698,1.6000478e-07,1.4963875e-07,1.370696523,1.8788089581,-0.116586969,0.0527968007,-0.135005063,0.0813120361,-0.06,0.010752688172043,-0.1132075471698113,-0.0873786407766989,0.146341463414634,0.1058823529411765,-0.0408163265306122,-0.0693069306930692,-0.0961538461538461,-0.0873786407766989,-0.0784313725490196,0.0,-0.1132075471698113,-0.0408163265306122,-0.3237410071942446,-0.3088235294117647,-0.3426573426573427,-0.2932330827067669,-0.248,-0.2357723577235772,-0.1296296296296296,-0.1047619047619047,-0.1454545454545455,-0.1607142857142857,-0.06,-0.0873786407766989,0.205128205128205,0.0930232558139534,0.2702702702702702,0.2533333333333334,0.1058823529411765,-0.0505050505050505,-0.0105263157894737,-0.2166666666666666,-0.3037037037037037,-0.3856209150326797,-0.4233128834355828,-0.4125,-0.3691275167785235,-0.6802721088435374,-0.6866666666666666,-0.6370656370656371,-0.6769759450171822,-0.6115702479338843,-0.6356589147286822,-0.6518518518518519,-0.6412213740458015,-0.6802721088435374
61954,0.6869267351,-0.359780309,-14.77646888,0.0201534975,1.0286117937,1.0382746778,-0.253200169,0.0994754713,3.29794e-05,-0.140580725,10.0,-0.102493632,-0.120840856,-0.460651306,-0.658522459,-0.186988415,0.16894532,-0.117093604,-0.375701701,0.5714902176,0.0,2.2253007944,1.1268643821,45.965049929,2.5549933343,-0.203518793,0.0,0.0,0.0,0.0,1.0,0.1408563359,1.0,-0.333374927,-0.26013914,0.0451800424,13.36783207,0.5488941835,286.22008094,0.0309805399,12.993810429,-0.004860389,0.0037362183,0.0094913992,-0.001435214,0.1009192839,0.4592403312,2.0,0.067887742,-0.737982039,0.1066260505,1.0,9.7985436168,0.1744550341,0.0,0.0540540554,0.0224805105,0.0214863564,1.4175790428,1.9608424922,5.8061266e-07,1.5793981e-07,1.3228114992,1.7498302623,-0.153352275,0.0469464094,-0.131396135,0.0813120361,-0.0825688073394494,0.0,-0.0476190476190476,-0.1452991452991453,0.0416666666666667,-0.2366412213740457,-0.295774647887324,-0.3150684931506849,-0.3055555555555556,-0.2647058823529411,-0.3333333333333333,-0.3630573248407643,-0.3670886075949366,-0.3333333333333333,-0.3589743589743589,-0.4152046783625731,-0.4152046783625731,-0.4186046511627906,-0.4219653179190751,-0.3548387096774194,-0.3197278911564626,-0.2857142857142857,-0.375,-0.4047619047619047,-0.2857142857142857,-0.3670886075949366,-0.3197278911564626,-0.3902439024390244,-0.4117647058823529,-0.4252873563218391,-0.574468085106383,-0.5708154506437768,-0.576271186440678,-0.66996699669967,-0.7014925373134329,-0.732620320855615,-0.7252747252747253,-0.7222222222222222,-0.6855345911949686,-0.7333333333333334,-0.7382198952879582,-0.6987951807228916,-0.7297297297297297,-0.7461928934010152,-0.7706422018348624,-0.7685185185185185,-0.7816593886462881,-0.7925311203319502
