firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47
50906.0,0.0021433762,0.0323770825,0.041161277,0.0039197477,0.361593672,-0.009770588,1.0,0.0004715789,0.4249658071,-0.033069368,0.0326086956521738,-0.0104166666666666,-0.1121495327102803,-0.0206185567010309,-0.0104166666666666,0.021505376344086,-0.0865384615384615,0.0326086956521738,-0.1203703703703703,-0.2635658914728682,-0.2083333333333333,-0.4378698224852071,-0.4411764705882353,-0.3831168831168831,-0.3115942028985508,-0.3165467625899281,-0.1203703703703703,-0.2578125,-0.5905172413793103,-0.5601851851851851,-0.5052083333333333,-0.478021978021978,-0.4722222222222222,-0.3831168831168831,-0.3402777777777778,-0.3831168831168831,-0.4946808510638297,-0.4207317073170732,-0.3910256410256411,-0.4135802469135802,-0.3708609271523179,-0.3708609271523179,-0.3493150684931506,-0.3987341772151899,-0.4411764705882353,-0.3666666666666667,-0.5642201834862386,-0.5202020202020202,-0.4722222222222222,-0.4345238095238095,-0.3910256410256411,-0.3831168831168831,-0.3402777777777778,-0.3910256410256411,-0.3402777777777778,-0.3115942028985508,-0.2338709677419355
18980.0,-0.001133812,0.0135100048,0.0352055864,0.0267646083,0.083042111,0.1893795498,3.0,0.0113993665,1.0369545032,-0.040391156,0.0217391304347827,0.0444444444444445,0.0681818181818181,0.175,0.205128205128205,0.2368421052631579,0.0444444444444445,0.0444444444444445,0.0,0.146341463414634,0.46875,0.46875,0.4242424242424243,0.4242424242424243,0.0444444444444445,0.2368421052631579,0.0217391304347827,0.3823529411764705,-0.1454545454545455,-0.2295081967213115,-0.2769230769230769,-0.2033898305084746,-0.0961538461538461,-0.1454545454545455,-0.3088235294117647,-0.3285714285714286,-0.2033898305084746,-0.0784313725490196,-0.0784313725490196,-0.0784313725490196,0.0930232558139534,-0.0784313725490196,-0.0961538461538461,-0.175438596491228,-0.2985074626865671,-0.2419354838709677,-0.175438596491228,-0.2419354838709677,0.0,-0.0208333333333333,0.205128205128205,0.3055555555555556,0.7407407407407407,0.5161290322580645,0.46875,0.4242424242424243,0.46875
10568.0,0.0022079368,0.0120443614,0.0359878853,-0.273127439,0.1626499666,-0.171310515,1.0,0.0106684577,150.515,0.0221450273,0.0434782608695651,0.1428571428571428,0.1162790697674418,0.0909090909090908,0.0,0.0,-0.1428571428571429,-0.1578947368421053,-0.04,-0.0769230769230768,-0.0769230769230768,-0.0769230769230768,-0.1111111111111111,0.0434782608695651,0.0666666666666666,0.1428571428571428,0.0909090909090908,0.0434782608695651,-0.2131147540983606,-0.2131147540983606,-0.1999999999999999,-0.1999999999999999,-0.1428571428571429,-0.1864406779661016,-0.1999999999999999,-0.25,-0.25,-0.1999999999999999,-0.2258064516129032,-0.1724137931034483,-0.1428571428571429,-0.04,-0.0769230769230768,-0.0769230769230768,-0.04,0.0,0.1428571428571428,0.1162790697674418,0.1428571428571428,0.0434782608695651,-0.04,-0.04,-0.0204081632653061,-0.04,0.0434782608695651,0.0,-0.04
10998.0,-0.018250134,-0.02609132,-0.051030422,-0.050919983,0.0144321272,-0.017950073,0.0,-0.04,-0.037496083,-0.140909094,-0.0588235294117647,0.1851851851851851,0.3913043478260869,0.3333333333333332,0.4545454545454546,0.3913043478260869,0.2307692307692308,0.3333333333333332,0.3333333333333332,0.1636363636363635,0.3913043478260869,0.3333333333333332,0.28,0.0,0.3333333333333332,0.3913043478260869,0.8823529411764706,0.6000000000000001,0.0,0.0,-0.1351351351351351,0.0666666666666666,0.032258064516129,-0.0303030303030302,-0.1578947368421053,-0.0857142857142857,-0.1351351351351351,-0.3469387755102041,-0.4385964912280702,-0.36,-0.3043478260869565,-0.3333333333333333,-0.4482758620689655,-0.4576271186440678,-0.3469387755102041,-0.3191489361702128,-0.1999999999999999,-0.1351351351351351,-0.1794871794871795,-0.2195121951219512,-0.0588235294117647,0.2075471698113207,0.2307692307692308,-0.0303030303030302,-0.0857142857142857,-0.1351351351351351,-0.0588235294117647
11181.0,-0.004438945,0.0076193513,0.0208344687,0.0385139476,0.0094515404,-0.420855193,0.0,-0.005550357,2.0602658693,-0.039985321,-0.0533333333333333,0.2678571428571428,0.1833333333333333,0.2136752136752135,0.290909090909091,0.1269841269841269,-0.0069930069930069,0.0923076923076922,0.0923076923076922,0.0,0.1833333333333333,0.109375,-0.0657894736842105,-0.0533333333333333,-0.0897435897435897,-0.0533333333333333,0.1359999999999999,0.0757575757575756,-0.2365591397849462,-0.2526315789473684,-0.1547619047619047,-0.2111111111111111,-0.144578313253012,-0.2111111111111111,-0.2526315789473684,-0.3106796116504854,-0.2526315789473684,-0.2197802197802197,-0.0779220779220779,-0.0138888888888888,0.0289855072463767,-0.0533333333333333,-0.0206896551724138,-0.5988700564971752,-0.5266666666666666,-0.5374592833876222,-0.4855072463768116,-0.3931623931623932,-0.3425925925925925,-0.2604166666666666,-0.1744186046511627,-0.0779220779220779,-0.1341463414634146,-0.1931818181818182,-0.4892086330935251,-0.4964539007092199,-0.4453125
39116.0,0.0,-0.024113905,-0.034820647,-0.098085992,0.0266818223,0.0138495489,1.0,-0.076948682,0.0711743772,0.0,0.0,0.1200000000000001,-0.0344827586206896,-0.0666666666666666,0.0,-0.1515151515151515,-0.1515151515151515,-0.2432432432432432,0.0,0.0370370370370369,0.0769230769230768,-0.0344827586206896,0.2727272727272727,0.75,0.75,0.75,0.4736842105263157,0.4736842105263157,0.1666666666666667,0.0370370370370369,-0.0967741935483871,-0.1515151515151515,-0.2432432432432432,-0.2631578947368421,-0.3333333333333333,-0.0967741935483871,-0.0967741935483871,-0.1999999999999999,0.1200000000000001,0.1200000000000001,0.0769230769230768,-0.0967741935483871,-0.2631578947368421,-0.3170731707317072,-0.3777777777777777,-0.0666666666666666,-0.1764705882352941,-0.2631578947368421,-0.1764705882352941,0.0370370370370369,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.1200000000000001,0.2727272727272727,0.2173913043478261,0.1666666666666667
50032.0,0.0036688252,0.0279015654,0.0554543683,0.087072821,0.0747200245,-0.012970609,0.0,0.0001126761,-0.100047332,0.0028690987,0.0660660660660661,0.1128526645768024,0.056547619047619,0.1716171617161717,0.2412587412587412,0.2283737024221452,0.1716171617161717,0.2678571428571428,0.4087301587301588,0.3246268656716418,0.38671875,0.38671875,0.5367965367965368,0.6063348416289593,0.628440366972477,0.7487684729064039,0.792929292929293,0.6588785046728971,-0.312015503875969,-0.3093385214007782,-0.2248908296943231,-0.2040358744394619,-0.1035353535353534,-0.1425120772946859,-0.1547619047619047,-0.0431266846361185,0.0534124629080119,0.0319767441860465,-0.0326975476839237,-0.0755208333333333,0.0441176470588235,-0.0706806282722513,0.0201149425287356,-0.0508021390374331,0.0923076923076922,0.2544169611307421,0.1833333333333333,0.3446969696969697,0.3813229571984435,0.3653846153846154,0.4199999999999999,0.5106382978723405,0.6063348416289593,0.5848214285714286,0.5042372881355932,0.38671875,0.4199999999999999
49330.0,0.0035303823,-0.013784286,-0.02709784,-0.038978272,0.07523418,0.0335229135,0.0,0.0004492151,-0.915343915,-0.000951475,0.0342205323193915,0.0583657587548638,0.0708661417322835,0.0074074074074073,0.0625,-0.0268336314847942,0.1012145748987853,0.28,0.326829268292683,0.3432098765432099,0.363408521303258,0.3108433734939759,0.3236009732360096,0.3171912832929782,0.4986225895316805,0.6947040498442367,0.7324840764331211,0.8823529411764706,0.536723163841808,0.4391534391534391,0.431578947368421,0.412987012987013,0.4166666666666667,0.4166666666666667,0.6287425149700598,0.5542857142857143,0.7,0.7215189873417722,0.6190476190476191,0.4506666666666667,0.4945054945054945,0.771986970684039,0.8758620689655172,0.771986970684039,0.68944099378882,0.8440677966101695,0.7953795379537953,0.8758620689655172,0.8013245033112584,0.7491961414790997,1.3448275862068964,1.4177777777777778,1.7897435897435896,1.7200000000000002,1.7200000000000002,1.9565217391304344,1.924731182795699
69171.0,-0.013766754,-0.026197605,-0.035110734,0.0089946662,0.2472180796,-0.000611666,0.0,-0.021263391,2.4944119212,-0.032258064,0.03125,0.1785714285714286,0.2692307692307691,0.736842105263158,0.8333333333333333,0.5714285714285714,0.32,0.32,0.1785714285714286,0.064516129032258,0.1379310344827586,0.1,0.2222222222222223,0.2692307692307691,0.375,0.2692307692307691,0.2222222222222223,-0.0833333333333333,-0.3653846153846154,0.064516129032258,-0.0294117647058823,0.03125,-0.1081081081081081,-0.2666666666666667,-0.5217391304347826,-0.5875,-0.5285714285714286,-0.5147058823529411,-0.6796116504854368,-0.7401574803149606,-0.8206521739130435,-0.8058823529411765,-0.7870967741935484,-0.8272251308900523,-0.8457943925233645,-0.8601694915254238,-0.835,-0.8777777777777778,-0.930379746835443,-0.917910447761194,-0.8928571428571429,-0.7642857142857142,-0.8058823529411765,-0.8206521739130435,-0.7828947368421053,-0.7708333333333334,-0.8125
68814.0,0.0035404677,-0.050513293,-3.292553191,0.028628698,0.080947066,-0.10377982,0.0,-0.052262066,2.5329341317,-0.024966262,0.0,-0.0980392156862745,-0.0212765957446808,-0.0612244897959183,-0.1636363636363637,-0.2068965517241379,-0.2068965517241379,-0.1785714285714286,0.0,-0.1153846153846154,-0.0612244897959183,-0.1636363636363637,-0.0212765957446808,-0.1636363636363637,-0.1785714285714286,-0.1929824561403509,-0.0416666666666666,-0.2580645161290322,-0.6434108527131783,-0.676056338028169,-0.6805555555555556,-0.7032258064516129,-0.5740740740740741,-0.5576923076923077,-0.54,-0.5,-0.352112676056338,-0.2923076923076922,-0.3611111111111111,-0.3611111111111111,-0.3698630136986301,-0.3866666666666667,-0.303030303030303,-0.352112676056338,-0.4320987654320988,-0.3866666666666667,-0.2068965517241379,0.1219512195121952,0.1219512195121952,0.4838709677419355,0.4375,0.3142857142857143,0.2432432432432432,0.5333333333333334,0.393939393939394,0.4838709677419355,0.9166666666666669
