firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.7961788976,0.0696680944,-5.643173959,0.0028414379,0.8272251547,1.6915099751,0.0809563713,0.1350295328,0.2449704938,0.0075220342,0.1507184388,-0.022128896,-0.484816582,0.1034443419,0.022128896,37.0,0.0064716053,0.0517241379,0.3133015469,0.0699838413,-0.028717147,0.1419365958,0.2193130164,0.0897130127,0.1190765639,0.4521882044,0.0,2.1970265138,-0.171626177,0.9776471719,-0.131647127,30.919192799,5.9893689142,0.163184711,1.0,0.0,1.0,1.0,0.0,0.4512495548,6.0,-0.056633564,-0.022097619,-0.330464824,0.1992797074,2.5528787388,0.0531951406,-258.967617,0.0660019752,13.205016008,0.0002247585,0.0100326871,0.0206911973,0.036840024,0.0152996357,-0.024380155,1.0,-0.001642935,1.3253139978,0.0785961756,6.0,13.711357052,2.6373059145,0.0,0.0772946104,0.041125476,0.0438104879,0.4718275141,11.970414884,3.1313291e-09,5.2363098e-09,1.5609420772,2.4365401683,-0.025662905,0.0394911142,-0.003023395,-0.059442382
13056,0.8730543167,0.099470566,-2.037405137,0.0255529319,0.8956111748,1.8204697915,0.1319014189,0.011504585,0.6218725709,0.0234802432,-0.123206806,-0.060308102,-1.066227677,0.2055288365,0.0603081023,37.0,0.0102531769,-0.046153846,-0.026463177,0.2142586185,0.0092020619,0.1698662109,-0.079651009,0.0161017121,0.2007565276,0.3435270955,0.0,2.089567794,0.1475959972,1.5648776073,0.1338618174,7.3785339004,12.926478466,0.1527251565,0.0,0.0,0.0,0.0,0.0,1.4556066685,7.0,0.0022488611,-0.097959153,-0.036335334,3.1550221334,0.068459607,-0.11725782,-199.6727387,0.0830353523,13.063849798,-0.006567091,0.012764329,0.0253194634,0.0535296009,0.0550068067,0.0011483495,1.0,-0.018246027,5.3235194222,-0.184740873,5.0,14.278851094,4.0349845435,0.0,0.0336605571,0.0187647065,0.0327955076,0.3937175374,4.4928536331,3.5022689e-09,8.9452106e-09,1.0937081877,1.1961975999,0.0041440078,0.04571966,0.6444685456,-0.239654618
14526,0.8528916344,-0.036848442,-1.812185596,0.0238446405,0.488527516,1.5168767659,-0.047997432,-0.021803004,0.2069263971,0.0052219321,0.0241509516,-0.010949693,-0.403051494,-0.021996622,0.010949693,37.0,0.003985719,0.0434399765,-0.163521615,-0.228720487,-0.259332351,0.1445304435,-0.097200561,0.0341783492,-0.046313921,0.4942534563,0.0,1.8774068418,-0.018706108,1.5912361996,-0.05075254,9.6245644168,5.1786748894,0.0633124323,0.0,0.0,0.0,0.0,0.0,0.3152041678,1.0,-0.069396887,-0.232470389,-0.026955128,-206.7146643,-1.517137814,-9.73989566,-606.7097816,0.060670577,13.029054243,0.0009514617,0.0110088313,0.0172002921,0.0930209872,0.0937208089,0.007285095,3.0,0.0075471698,0.9769451076,0.1173873792,3.0,13.378218083,1.3633241597,0.0,0.041477602,0.0190858011,0.0294188947,0.4606695521,3.9960553211,5.1331621e-09,1.3832062e-08,1.4733097772,2.1706416996,0.0040678952,0.0420097789,0.3557768328,-0.035723809
11581,0.6666119941,0.0903039748,-3.512390945,0.0019874766,0.8252148056,1.0483743399,0.099392783,0.268222973,0.3585829218,0.0088309627,0.2898993403,-0.02559276,-0.378084436,0.1244465023,0.0255927603,25.0,0.0419102519,0.1272727273,0.2454226942,0.0404230442,0.0236871186,0.4119425724,-0.139331858,0.0713207042,0.2423778695,0.1921280743,0.0,1.6544929958,0.2434747239,0.9786438513,0.0778839654,32.684086746,6.4592554523,0.1757651078,0.0,0.0,1.0,1.0,0.0,0.7427070477,6.0,0.1333400969,0.0234777879,-0.50743549,-0.017377891,-0.695144244,0.0764920974,-2031.077168,0.0450626644,14.433556745,0.0026177217,0.0180747525,0.0404499175,0.0476187879,0.0238501671,-0.043421314,0.0,0.0030541012,1.1851663854,0.1301526912,4.0,15.080380769,2.0490276825,0.0,0.0580444001,0.0280007188,0.0314083238,0.3881342779,6.1935224479,1.0613234e-09,8.3405616e-09,1.7099892795,2.924063336,0.0003474707,0.027533561,0.3495951116,-0.173866745
15203,0.606793817,0.0514483387,34.998151261,0.0099683731,0.4582156283,1.1377126621,0.0718837426,-0.034468594,0.2907984166,0.004491018,-0.156505914,-0.042520852,-0.895916733,0.0975417662,0.0425208519,37.0,-0.024243345,-0.058823529,-0.045974232,0.1400722793,0.0806540091,0.0894085282,0.0032236251,0.0249458511,0.0839587932,0.5250531038,0.0,3.6533916849,0.2563755231,0.7181619256,0.1418737579,232.10084034,13.60591133,0.1669134584,0.0,0.0,1.0,0.0,0.0,0.5414275202,7.0,0.116677178,-0.127372944,-0.693531746,-0.077196068,-1.317664171,0.0495873614,-3385.432948,0.0450626644,10.212551886,0.0017551722,0.015625,0.0290881584,-0.007538067,0.0046025914,-0.046611882,0.0,0.0105862474,0.3084330631,-0.098393738,5.0,8.9473606107,0.3301949125,0.0,0.0216713715,0.0205019636,0.0311960307,1.0089055238,1.0140252096,1.0279586e-06,8.2913425e-08,1.0028089841,1.0056258586,-0.260633679,0.0841272811,0.7469842671,-0.173866745
16126,0.4801471788,0.0655711154,1.3850953104,0.0233811485,0.5823363197,0.7138855215,0.1429622501,0.4831985464,0.3398462147,0.0115733247,1.0150296895,-0.015017633,-0.203701055,0.0789280208,0.0150176334,36.0,0.0517140492,0.2784313725,0.0661541047,-0.504778133,-0.044623004,0.176815941,-0.113535826,0.2061571731,0.1235462948,0.51367753,0.0,4.8812085381,0.0265330755,3.5848142165,-0.000943655,2.7505527856,6.1449511664,0.2459271504,0.0,0.0,0.0,0.0,0.0,0.5357403035,4.0,-0.014118591,-0.19611809,0.2080362678,-207.0874087,-1.088320446,-9.73989566,-457.6977916,0.060670577,13.558561328,0.0015574781,0.0171814294,0.0370042133,0.0255155824,0.2696785735,0.0061362324,3.0,0.0001180638,0.1298013245,-0.004360288,6.0,13.601042548,0.5462625943,0.0,0.1936866492,0.0470135128,0.0280496911,0.5006331516,4.4070796127,5.8072714e-09,1.6283095e-08,1.2437606669,1.5469405965,0.0022305945,0.0326607163,0.3587365516,-0.035723809
16249,0.2424586634,-0.060821777,3.7914133987,0.0,0.0099873823,0.0349443318,-1.126769359,0.7272870414,0.1158872618,0.1340852609,0.4863013699,-0.065180994,-0.21358305,-0.047831277,0.0651809942,26.0,0.0096992091,0.3225806452,0.919721871,0.092057472,3.1475889289,0.102351314,-0.064315353,0.0300740041,0.7389008087,0.9025515953,0.0,30.279585799,0.3695227778,26.720414201,0.5070785493,0.177229225,3.7679900744,-7.077134986,0.0,0.0,0.0,0.0,0.0,0.1214721901,5.0,1.8105834502,0.0021716053,0.2612236486,-2.641692175,-0.212621019,-0.005431649,-1789.094761,0.0381692448,10.794574512,0.0,-0.076891522,-0.080058846,0.0022775118,0.7735320153,-0.033268509,1.0,-0.011087886,-0.089024223,-0.057383104,4.0,9.6824661318,0.3517292374,0.0,0.0621118173,0.0261721102,0.055270036,0.7285885808,0.9506218739,4.3423756e-07,7.6195664e-08,0.8612788017,0.7418011742,-1.762791092,0.1412630813,0.1125210966,-0.081716429
17137,1.6905496241,0.424592519,-1.783059002,0.0749371457,0.7845166127,2.8081522565,-0.065330536,0.1310429411,0.6754562455,-0.01877325,-0.222750846,0.2704094103,1.0981352318,-0.06023141,0.2890573163,37.0,0.015786307,0.0566188198,0.0763175121,0.6096656036,0.0445123522,0.086295183,0.0228815014,-0.05022882,0.4339400781,0.6416280929,0.0,2.7052115693,0.8286225857,1.8344492253,1.2840021355,3.4905982906,17.159663866,0.754925781,1.0,0.0,1.0,0.0,0.0,1.2451625041,5.0,0.2093931784,0.0241462308,0.0313749921,0.6774137838,0.7678526579,-0.105034923,-872.5805304,0.1506861784,11.657318967,0.0044091487,0.0028294802,0.0039903425,-0.030221063,0.3250378628,0.0514660304,1.0,-0.01450611,-0.307284558,-0.035543831,2.0,11.196605219,1.3738770897,0.0,0.0602536686,0.0184149275,0.0404159969,0.9605818954,27.116830371,2.9724079e-08,9.9353315e-09,0.8413118082,0.7078055586,0.2747924704,0.0781843383,0.3697091431,-0.066101417
85914,0.521604409,0.1008919767,-2.777990329,0.018803673,0.8340772109,3.971841389,0.1473047729,-0.024751393,0.7459840455,-0.062617146,-0.068883401,0.0048131449,0.068128426,0.0940183652,0.0048131449,26.0,0.0227379602,0.0,0.0116311828,-0.150745055,0.0302644216,0.2594820821,0.1187416041,0.0471533166,0.0446202532,0.479734663,0.0,1.2089345492,0.0272396728,0.5282234792,-0.066458583,31.166769994,21.410562181,0.2072619319,0.0,0.0,1.0,1.0,0.0,2.1465189873,6.0,-0.018428352,-0.183752607,0.0372971825,11.958339383,-0.740623905,-0.558526551,10500.759834,0.3999914001,15.779031378,0.0003579098,0.0144989113,0.0448496796,-0.010636505,0.1051521013,-0.011068482,2.0,-0.0018457,2.0561042644,-0.172049943,3.0,17.270135617,5.5722269785,0.0,0.054545451,0.0289678883,0.0469107845,0.4375773407,17.680855802,1.428144e-10,3.4216979e-09,0.9674243277,0.9359098298,0.0183194889,0.0407500856,0.156005598,0.0754070194
20670,0.2050359733,-0.038241853,8.2111176609,0.0,0.4412781376,1.3318019508,-0.041175552,-0.02577564,0.5437641564,0.0175330779,0.0034168565,-0.073640584,-1.26104173,0.0099827195,0.0736405841,28.0,-0.012771483,-0.05,0.0198014503,0.0020048402,0.2955096561,1.3548215237,0.1039485453,0.0079890436,-0.083181416,0.4087056862,0.0,1.159238188,0.0233392326,0.8583467705,0.056728903,26.958971941,6.7998691567,-0.019567143,0.0,0.0,0.0,0.0,1.0,1.5377884265,6.0,-1.794443625,0.099714916,-0.577196677,-0.418124946,-1.220602597,-0.03022626,-2856.302996,0.0348260869,12.258785856,0.0005379753,0.0312614932,0.0835216665,0.0269765009,0.0816466871,0.0064975716,6.0,0.0072639225,3.9143317783,-0.103070965,2.0,12.341068746,2.3508100967,0.0,0.1660958529,0.0519441436,0.0515210246,0.9019111987,31.685554389,9.2525696e-09,4.3651551e-09,1.4710965655,2.164125105,0.0930609994,0.0608024915,0.3294337997,-0.218062978
