firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
50906,0.2947092323,0.0472911539,6.2732464373,0.0,0.124479192,0.4446800151,0.2219280137,0.3890663599,0.7439835182,0.0104038709,1.0819209953,20.0,0.0066020233,0.3558406482,0.1848323243,-0.301471744,0.0111008499,0.2533808632,0.0964112201,0.0897027992,0.2178743865,0.6020347974,0.0,2.2503155611,-0.252993705,1.7919357194,-0.142331211,4.7955439694,3.7697253196,0.7410467693,0.0,0.0,0.0,0.0,0.0,0.9269960509,4.0,0.4666354974,0.3167681524,3.0077585628,-0.641895906,1539.5427446,0.041769416,16.425151086,-0.015803944,-0.003092237,-0.004116517,0.0284848258,0.0602503725,0.0037487628,0.0,0.0012921348,0.1983328365,-0.08683816,6.0,16.869960799,1.507712351,0.0,0.116244413,0.0455492761,0.072198916,0.5599353171,6.2805791239,2.360482e-10,8.0828983e-09,1.5576600917,2.4263049613,0.2606023619,0.0759507386,1.5064617624,1.555447792
80071,-0.407208417,0.0571238083,-9.007406762,0.0,2.9752916861,5.0803920261,0.0725274725,0.0164587973,0.6031625835,0.0053285968,-0.01790493,24.0,0.0286064569,0.0307219662,0.0743280586,-0.287015697,-0.057201941,0.1989742516,0.1077967321,-0.015167038,-0.147563025,0.5621061154,0.0,0.7371113458,-0.133540995,0.4276428488,-0.223902352,33.200069711,6.511108073,0.0527966034,0.0,1.0,0.0,0.0,0.0,-2.131008403,4.0,-0.14987516,-0.18026717,-1.4949003,-1.772756129,-306.5283463,0.1678673657,8.0721553082,-0.004075462,-0.006554502,0.0287507593,0.1074681055,0.0364368633,-0.002086247,0.0,-0.0769704,-0.802581625,-0.052631579,0.0,6.4979055726,0.3553370787,0.0,0.055555556,0.0398611472,0.0430820957,1.521479553,2.6711725536,8.1214999e-06,0.9545454901,0.739598592,0.5470060773,-2.415758662,0.0951562797,-0.178921566,-0.072081399
10568,2.0456183528,-0.059418124,-7.813397772,0.0515953239,9.0410477279,14.411095507,0.0263135722,0.0397662169,0.1689239875,0.0,0.0628997758,17.0,0.0210554393,0.1719298246,0.0601973203,-0.419042252,-0.24430307,0.048283859,0.1355335024,-0.007592182,-0.051475383,0.5602789357,0.0,1.2371141439,-0.18611276,0.9629913894,-0.21051307,25.303262183,6.0257033248,0.024514985,0.0,0.0,1.0,0.0,0.0,0.6126100424,2.0,2.0728255882,-0.056782996,4.8939282767,-5.352467823,-351.1936452,0.0266788234,9.272657678,0.0075136951,0.0094661984,0.0513040863,0.1118175396,0.027649369,0.1672986747,2.0,0.100985636,14.958190385,0.214963736,1.0,8.0983103417,0.2233197094,0.0,0.0714285746,0.0520504042,0.0664876273,1.0678670949,3.6448042061,9.4412787e-06,6.3000000839,-0.050127817,0.0032831866,0.3926747334,0.0696572468,-0.176987047,0.4094076239
11157,0.2664166181,0.0073760836,17.758076251,0.0,0.160205193,0.4110129317,0.0458313279,0.1147693148,0.4542178542,0.0094629156,0.1728621692,22.0,0.0404316844,0.0395256917,0.0177998551,-0.298508389,0.0119067917,0.1314839874,0.0777739978,0.0781326781,0.0825267448,0.5927869423,0.0,3.5634157509,-0.301079574,1.5286172161,-0.279248907,11.449359721,4.4633537554,0.1317938609,0.0,0.0,1.0,0.0,1.0,0.6849210392,3.0,2.9478332148,-0.080464766,0.3346247548,0.5116051575,-774.4833171,0.0535467671,10.671246373,0.002775675,0.0068418302,0.0112958896,0.0205222307,0.0603184742,0.0208674076,2.0,0.0018771619,2.0017452007,0.0170303136,2.0,10.167473098,0.5178959692,0.0,0.029940119,0.0209576782,0.0250276322,0.6810502923,1.557939652,1.7065774e-07,4.7725096e-08,0.8883184666,0.7891096981,0.4528836562,0.0601094679,-0.13010856,0.6764776362
50032,0.1875196539,0.0378416919,129.43088312,0.0111448748,0.2284243614,1.06789637,0.1559560836,0.1945694143,0.911833273,-0.000158707,0.223061847,25.0,0.0339812293,0.0638297872,0.0895607757,-0.180561432,0.0405542976,0.0944624489,-0.027960586,0.2092210731,0.1616057494,0.503512237,0.0,1.3300433483,0.0421649823,0.239870586,-0.041717463,198.461362,104.12268889,0.3029411273,0.0,0.0,0.0,0.0,0.0,1.9187238784,5.0,0.1959406878,-0.027934212,1.0518812452,37.095906146,11521.450781,0.0545653003,16.155284108,-0.01628909,-0.032759706,-0.070460678,0.0207084076,0.0023705177,0.4508144651,0.0,0.0006030151,1.2385108263,-0.08067993,4.0,15.912326045,0.8257763887,0.0,0.0395348854,0.0249074582,0.0435895725,0.2400794042,0.8718355448,5.426689e-10,3.0908408e-08,0.2034480747,0.0413911191,1.272596625,0.0456751537,-0.330332859,-0.096384705
68814,0.2657921878,0.0803228589,-11.00553882,0.0001852508,9.4699748189,5.4304380173,0.0641779435,1.680315431,0.3220039143,-0.115844065,2.0228189344,20.0,0.1398891465,0.4677259186,0.2439028636,-0.497984885,0.0494647047,0.0569748054,-0.511369254,0.6676956511,-0.274128269,0.3285386236,0.0,1.5198687323,-0.090405324,0.8115905491,-0.209248892,23.838959902,4.3749186815,0.0347179454,0.0,0.0,1.0,1.0,0.0,2.4906729971,4.0,0.0871363089,0.3280651825,-0.301742455,-0.024108119,-461.0446354,0.0305242954,11.873081966,0.0019619858,0.0028505955,0.1066278843,0.7892554154,0.0190603547,-0.314503579,2.0,0.0048475793,1.0748956562,-0.078390893,1.0,11.143946565,0.5052237606,0.0,0.147727266,0.0515868191,0.0505251329,1.1092282989,3.1870450578,1.4152479e-07,3.8736201e-08,0.9347848743,0.8738227612,0.1284861655,0.059746849,-0.761529883,0.1450534717
47730,0.3927298339,0.0560985933,74.395336226,0.0177042068,0.425623483,2.4830646068,0.1236476388,0.0732331233,0.4773542658,0.0555609851,-0.020955431,24.0,0.0036509502,0.0576923077,0.1990902791,0.0878365258,-0.040736514,0.7175083312,0.1834124256,0.0220677638,0.2008007563,0.429444604,0.0,2.054871249,0.093401977,1.9093610604,0.0947972466,814.43980477,5.7640866018,0.2057121114,0.0,0.0,0.0,0.0,0.0,1.1097956151,6.0,-0.072084534,-0.271504439,0.2938576011,-0.89376866,-559.298488,0.0458258411,13.240392383,0.0019700599,0.0213052709,0.042432723,0.0511154455,0.0037621816,0.0021719413,2.0,0.0,0.9777808257,-0.014917899,4.0,12.53183235,0.7754880533,0.0,0.0860215053,0.0279479726,0.0281472855,0.5836792246,2.6009737664,1.2866215e-08,2.5140316e-08,0.485534291,0.2357435477,0.4540380231,0.0428549464,0.3003663864,1.0844218123
12627,1.6923203587,0.1525060514,-0.785781819,0.0,0.0544987074,0.5769787185,0.2388468809,0.0952942842,0.19431727,-0.028304388,1.5949820789,15.0,0.0068929786,0.0,-0.105078809,-2.995099176,-0.28903451,0.0093916456,-0.593464913,0.0977486194,0.0752821886,0.7710088339,0.0,20.994475138,-0.631536858,20.783149171,-0.635245731,0.6070806273,4.0130890052,1.5749103707,0.0,0.0,0.0,0.0,0.0,0.1949014731,3.0,-2.005797112,-0.132159711,2.1503118027,-0.185455566,-1576.279458,0.5520969472,10.134407043,-0.049187648,-0.033892528,-0.037800397,-0.077909064,0.5440834267,1.3361784006,0.0,-0.116524861,-0.019077683,0.3211111128,6.0,8.6282928317,0.4053937285,0.0,0.195121944,0.0814406738,0.0898718947,0.8861525016,1.6983242303,3.0449076e-06,7.065812e-08,1.056816895,1.1168619496,-3.652297232,0.1675130885,1.5643939209,0.2170982137
13777,1.1294847336,-0.551606478,-0.960103553,0.0,0.591812551,1.835108037,-0.315061074,-0.247434388,0.3350297218,-0.048594925,-0.005676363,17.0,0.0,-0.027104137,0.0158645973,0.2769018733,-0.23262604,0.1542739693,-0.056964702,0.012715904,-0.331619205,0.6779295907,0.0,2.2141665403,-0.299512105,2.2141665403,-0.299512105,2.2343033726,5.1808949841,-0.857134765,0.0,0.0,0.0,0.0,0.0,0.4414195769,3.0,-0.446044633,-0.356300884,1.0306125008,-1.152590376,-1104.632988,0.0458258411,12.392956695,-0.001428184,0.0084204251,0.0134529815,0.011146461,0.4545738027,0.0068469543,0.0,0.0027586207,1.9643585669,0.106385285,3.0,13.865889816,4.8541020749,0.0,0.2211538404,0.0711558197,0.0861356276,0.9418040587,26.65345028,1.1074047e-08,3.6376281e-09,2.1171128291,4.482166731,0.0201105009,0.1120296756,2.8722943122,1.0844218123
78120,0.4404667473,0.0459895745,-12.87146094,0.0,1.5761047252,3.4250446743,0.0233281686,1.43162438,1.2035990965,0.0629165556,1.6551206889,25.0,0.1888503823,0.7756097561,0.1232481208,-0.475103005,0.0260206788,0.0416732817,-0.736842105,0.8306264159,0.8687522349,0.4018863497,0.0,0.9836398359,-0.339034539,0.194809846,-0.554986372,70.486459266,83.304721598,0.0617990094,0.0,0.0,1.0,0.0,0.0,4.1578018479,4.0,-0.005143953,0.6625513918,-2.32814142,0.2743700622,-6919.047481,0.1438228717,12.931033971,-0.024953176,-0.012987445,-0.072026211,0.2717136891,0.0203570025,-0.065086067,1.0,0.002195122,-0.227138969,0.0150980074,2.0,14.64369222,4.8496887649,0.0,0.0950354636,0.0482783834,0.0776710576,0.6370771514,25.047730177,2.4442077e-09,3.5062271e-09,0.9652527711,0.9317129122,0.4338272223,0.0801322996,-0.498315608,-0.091522163
38746,2.161274906,0.1778779493,-5.413715875,0.0,2.9783995233,4.4909875094,0.0664130077,-0.052187424,0.0802635702,0.0,-0.134003074,25.0,-0.045497101,-0.179310345,0.1383219276,0.1944702163,0.0223552704,0.1057270844,0.0085668837,-0.032171582,0.0896834841,0.5968317866,0.0,4.9180255376,0.0503671428,2.4382565917,0.1050917646,8.0792680338,2.9425836581,0.0715777706,0.0,0.0,1.0,0.0,0.0,0.1231675393,7.0,0.4364817167,-0.368750762,1.4847943424,5.6264960157,-115.0273252,0.0495093936,10.569135059,-0.004456772,0.0060291032,0.0143376612,-0.089464957,0.0645154518,-0.042123344,0.0,-0.033517315,0.7635658915,-0.009522032,4.0,8.1700441601,0.1669429098,0.0,0.0666666701,0.0279473217,0.0213113122,1.2953789859,0.3334667826,4.8150569e-06,1.0500002869,1.0222369345,1.0449683503,-0.022986736,0.0651421751,0.0386904535,-0.066411876
