firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20
14198.0,0.0018075571,0.0094767807,0.0113514084,0.0032534772,0.3011164981,0.0457538506,0.0,-0.004848485,0.267274826,0.0187420733,0.03125,-0.1391304347826086,-0.1610169491525424,0.0206185567010308,-0.1081081081081081,-0.0833333333333333,-0.0480769230769231,-0.146551724137931,-0.091743119266055,0.1,0.03125,0.0102040816326529,0.2073170731707316,-0.0294117647058823,0.1511627906976744,-0.0294117647058823,-0.175,-0.175,-0.3529411764705882,-0.3571428571428571
14331.0,0.0043703278,0.0244115083,0.0291780643,0.0310951185,0.088315907,-0.116004937,0.0,0.0079435128,2.1837496268,0.0409133937,0.1304347826086955,-0.037037037037037,-0.0545454545454545,0.04,0.368421052631579,0.4444444444444444,0.4444444444444444,0.1818181818181818,0.0612244897959184,-0.0714285714285714,0.1555555555555554,-0.0714285714285714,-0.1186440677966101,-0.2352941176470588,0.0833333333333332,-0.037037037037037,0.04,-0.1034482758620689,-0.1875,-0.2972972972972972
45583.0,0.0013746821,0.0282991351,0.0426838575,0.0325623411,0.0762419733,0.0123661768,3.0,0.0,0.6025702047,0.0342843421,0.0846560846560846,-0.0048543689320388,-0.0375586854460093,0.056701030927835,0.1141304347826086,0.2202380952380953,0.28125,0.2349397590361446,0.2275449101796407,0.443661971830986,0.4236111111111111,0.3666666666666667,0.25,0.1988304093567252,0.3486842105263157,0.2974683544303798,0.5298507462686568,0.3486842105263157,0.28125,0.2974683544303798
57920.0,0.0030458334,0.0164915777,0.0295228808,0.0269362173,0.132773581,-0.00988749,3.0,0.0051553922,0.5241376482,0.0387537307,0.0526315789473683,0.0526315789473683,0.0370370370370369,0.238938053097345,0.1764705882352941,0.2727272727272727,0.1290322580645162,-0.0410958904109589,-0.0604026845637584,0.0071942446043165,0.1111111111111111,0.0526315789473683,-0.0410958904109589,-0.0849673202614379,0.0294117647058822,0.0526315789473683,0.0144927536231884,-0.0344827586206896,-0.1358024691358025,-0.1764705882352941
14702.0,-0.024235645,0.0020817476,0.0037838477,-0.114643237,0.2384769137,0.0388471475,0.0,2.5e-05,1.9324113283,-0.040294391,0.0526315789473683,-0.0909090909090909,-0.1999999999999999,-0.0476190476190476,-0.2156862745098039,-0.1304347826086956,-0.2727272727272727,-0.3220338983050848,-0.4285714285714286,-0.2592592592592593,-0.1666666666666666,-0.1666666666666666,-0.3162393162393162,-0.4326241134751772,-0.2452830188679244,-0.3548387096774194,-0.2857142857142857,-0.3388429752066115,-0.3548387096774194,-0.3333333333333333
10559.0,-0.000471553,0.0073696382,0.0157833796,0.0690464804,0.0024914275,0.0257525549,2.0,-0.000323059,0.0228681271,0.0560922746,0.2033195020746887,-0.4423076923076923,-0.4324853228962818,-0.4609665427509294,-0.4649446494464945,-0.4093686354378818,-0.3763440860215054,-0.3790149892933618,-0.3816631130063965,-0.2926829268292683,-0.3512304250559284,-0.3722943722943723,-0.3894736842105263,-0.3816631130063965,-0.3394077448747152,-0.3255813953488372,-0.2287234042553191,-0.2368421052631578,-0.2564102564102564,-0.322429906542056
16003.0,-0.024560196,-0.057083572,-0.065141821,-0.108399156,0.3450534631,0.005240076,0.0,-0.08012524,0.1983821666,-0.165454544,-0.28125,-0.303030303030303,-0.3611111111111111,-0.3235294117647058,-0.3235294117647058,-0.4888888888888889,-0.5306122448979591,-0.5700934579439252,-0.6592592592592592,-0.5106382978723405,-0.6434108527131783,-0.7088607594936709,-0.7160493827160495,-0.7540106951871658,-0.6849315068493151,-0.7051282051282051,-0.6973684210526316,-0.6666666666666667,-0.6617647058823529,-0.6714285714285715
63095.0,0.0087309545,0.017049604,0.0596325769,-0.282712438,0.0865582656,-0.003331603,2.0,0.0233990148,3.3057090239,-0.042057903,0.0,-0.0985915492957746,-0.0588235294117647,-0.0857142857142857,-0.0588235294117647,-0.0588235294117647,-0.0303030303030302,-0.0588235294117647,0.0,0.1428571428571428,0.1034482758620689,-0.0303030303030302,0.0491803278688525,-0.072463768115942,0.2075471698113207,0.28,0.1428571428571428,0.0,-0.1232876712328767,-0.0303030303030302
61938.0,0.0,0.0215208254,0.0337207817,-0.000319081,0.0589338128,0.0,1.0,-0.00125,4.9637625289,-0.011552274,0.0275229357798165,-0.0088495575221239,-0.081967213114754,-0.0588235294117647,-0.0743801652892561,-0.1004016064257028,-0.0894308943089431,-0.1039999999999999,-0.1215686274509804,-0.03862660944206,0.018181818181818,-0.0175438596491228,0.0090090090090089,0.0467289719626167,0.1256281407035175,0.1256281407035175,0.108910891089109,0.0821256038647342,0.1487179487179486,0.1851851851851851
17057.0,0.0497341996,0.0209977355,0.0507968127,0.0465418521,0.112346361,-0.097065599,3.0,0.0165029855,1.0660272962,0.0119047621,0.0333333333333334,-0.0699999999999999,0.1071428571428572,0.1923076923076923,0.2916666666666667,0.2916666666666667,0.2567567567567568,0.2567567567567568,0.2567567567567568,0.2916666666666667,0.5,0.3676470588235294,0.2567567567567568,0.1625000000000001,0.3285714285714285,0.3676470588235294,0.2236842105263157,0.1625000000000001,0.1625000000000001,-0.0106382978723403
58018.0,-0.002618957,-0.007158941,-0.024827549,0.0215916971,0.0056480889,0.0340797873,0.0,-0.012482042,1.0192230905,-0.032993526,-0.0087719298245614,0.0462962962962962,0.0660377358490567,0.0970873786407766,-0.0258620689655172,0.036697247706422,0.1414141414141414,0.1299999999999999,0.1299999999999999,0.2021276595744681,0.1414141414141414,0.1299999999999999,0.0272727272727273,0.0462962962962962,0.1530612244897959,-0.0423728813559322,-0.017391304347826,-0.1031746031746031,0.018018018018018,0.018018018018018
17903.0,0.00149241,0.0111244338,0.0204006841,0.0803881776,0.0247291249,-0.05779415,0.0,-0.015,0.3946360153,-0.017317657,-0.026086956521739,-0.0344827586206896,-0.0666666666666666,-0.1641791044776119,-0.1999999999999999,-0.125,-0.0894308943089431,-0.081967213114754,0.0769230769230768,0.2873563218390804,0.2444444444444444,0.2307692307692308,0.2173913043478261,0.3176470588235294,0.5555555555555556,0.382716049382716,0.5555555555555556,0.3023255813953489,0.3023255813953489,0.2307692307692308
49373.0,-0.004357577,-0.00802356,-0.010906412,0.0321864415,0.2411974225,0.0014579611,1.0,-0.000170342,0.0371522926,0.0150770543,-0.4036281179138322,-0.438034188034188,-0.4270152505446623,-0.418141592920354,-0.4022727272727272,-0.3408521303258145,-0.349009900990099,-0.3221649484536082,-0.3358585858585858,-0.2612359550561798,-0.2149253731343283,-0.2570621468926554,-0.252840909090909,-0.2591549295774648,-0.2102102102102102,-0.162420382165605,-0.1677215189873417,-0.1516129032258064,-0.1755485893416928,-0.2172619047619047
18570.0,0.0031408593,0.0424621734,0.0484755731,0.02198064,0.1512581667,0.0252964776,2.0,-0.000653659,-0.21805248,0.0121951215,0.0649350649350648,-0.0989010989010988,-0.0520231213872832,-0.0352941176470588,-0.0060606060606061,0.0123456790123457,0.0379746835443037,0.0789473684210526,0.0789473684210526,0.1388888888888888,0.1714285714285714,0.1081081081081081,0.0933333333333332,0.0649350649350648,0.2058823529411764,0.2615384615384615,0.2238805970149253,0.0789473684210526,0.0933333333333332,0.0249999999999999
27289.0,0.0048273532,0.0084795579,0.0469086622,-0.798369094,0.0553788682,-0.0066329,2.0,0.0706589878,5.2885662432,0.1444531735,-0.1358024691358025,-0.0277777777777777,-0.0410958904109589,0.1111111111111111,0.1111111111111111,0.2068965517241379,0.2962962962962963,0.4583333333333332,0.4285714285714286,0.5909090909090908,0.75,0.7073170731707317,0.5555555555555556,0.4893617021276595,0.1666666666666667,0.627906976744186,0.4893617021276595,0.4583333333333332,0.2068965517241379,0.1864406779661016
18834.0,-0.010047537,-0.01016215,-0.013848948,-0.024593646,0.2739494853,0.0838614461,1.0,0.0,0.1820851689,0.0661764704,-0.0555555555555555,-0.15,-0.3199999999999999,-0.3703703703703703,-0.4137931034482759,-0.4333333333333333,-0.3703703703703703,-0.4516129032258065,-0.5,-0.5142857142857142,-0.5641025641025641,-0.6382978723404256,-0.6730769230769231,-0.679245283018868,-0.6046511627906976,-0.5952380952380952,-0.5853658536585367,-0.6046511627906976,-0.6136363636363636,-0.6458333333333333
47642.0,0.013426227,0.0270314351,0.0347656164,0.0404161246,0.1611294584,-0.117037319,1.0,0.0002548148,-0.097597598,-0.017715056,0.062992125984252,-0.0425531914893616,-0.0625,0.0227272727272727,0.062992125984252,0.1538461538461537,0.0305343511450382,0.007462686567164,0.1065573770491803,0.125,0.3366336633663367,0.1065573770491803,0.0227272727272727,-0.0689655172413793,0.1440677966101695,0.115702479338843,0.0714285714285714,0.2272727272727273,0.2162162162162162,0.062992125984252
29946.0,0.0004669993,0.0340218906,0.0677926841,0.0154786517,0.0169116267,0.0305521862,2.0,0.0001493334,1.6614668219,0.0157887954,-0.0445859872611464,-0.0683229813664596,-0.0445859872611464,0.0416666666666667,0.1152416356877323,0.0948905109489051,0.098901098901099,0.1194029850746267,0.1538461538461537,0.2096774193548387,0.2605042016806722,0.2820512820512821,0.3157894736842106,0.3392857142857142,0.3043478260869565,0.4285714285714286,0.4705882352941177,0.4705882352941177,0.4218009478672986,0.3392857142857142
10866.0,0.0091019516,0.0305532271,0.0487667545,-0.028628231,0.0408347972,0.0081267994,2.0,0.0110425168,0.0444794953,-0.007257069,-0.0163934426229508,-0.0697674418604651,0.0041841004184099,0.0212765957446807,0.0344827586206897,0.1538461538461537,0.0714285714285714,0.0666666666666666,0.0256410256410255,0.095890410958904,0.1374407582938388,0.1483253588516746,0.1940298507462685,0.1764705882352941,0.188118811881188,0.1320754716981131,0.1428571428571428,0.0300429184549355,0.0126582278481013,-0.043824701195219
29970.0,-0.015758225,0.0254409038,0.0337799153,0.0115037668,0.2925953469,-0.022480345,0.0,-0.020482316,-0.708737864,0.0041152262,-0.0441767068273092,-0.0325203252032519,0.0672645739910313,0.0577777777777777,0.0530973451327434,0.0769230769230768,0.1553398058252426,0.1333333333333333,0.0393013100436681,-0.0666666666666666,0.0484581497797356,-0.0205761316872428,-0.0881226053639846,-0.0403225806451612,0.1724137931034481,0.2331606217616579,0.3999999999999999,0.4512195121951219,0.3149171270718232,0.4601226993865031
44257.0,0.0025193552,0.0164147608,0.0317934332,0.0535092807,0.123002541,0.0076352261,1.0,0.0002577984,-0.318584071,-0.006390251,-0.0270270270270269,-0.0204081632653061,-0.0335570469798657,0.0,0.0434782608695651,0.0285714285714284,0.0909090909090908,0.0285714285714284,-0.0270270270270269,0.0588235294117647,0.0359712230215827,0.0510948905109489,0.0434782608695651,0.0212765957446807,0.1900826446280992,0.1612903225806452,0.125,-0.0270270270270269,-0.1377245508982035,-0.1724137931034483
67176.0,-0.002051789,0.0235650907,0.0307905891,0.0196382556,0.1194471459,0.1253046966,1.0,-0.001203208,-0.227403569,0.0201789709,-0.0076923076923076,-0.0514705882352941,-0.0652173913043477,-0.1041666666666666,-0.14,-0.1342281879194631,-0.0785714285714286,-0.1224489795918367,0.131578947368421,0.1120689655172413,-0.0915492957746478,-0.0652173913043477,-0.2134146341463414,-0.1730769230769231,-0.0514705882352941,-0.1041666666666666,-0.0227272727272727,-0.1283783783783784,0.0573770491803278,-0.0915492957746478
45655.0,0.0044443013,0.0226174536,0.0880420003,0.1914602635,0.0048091568,-0.015664489,1.0,0.0067001688,1.0213903743,0.1036130404,0.1632653061224489,0.1032258064516129,-0.2597402597402597,-0.145,0.0822784810126582,0.0891719745222929,0.1554054054054054,0.1476510067114094,0.1712328767123287,0.4369747899159664,0.5,-0.3522727272727273,-0.3346303501945525,-0.3214285714285714,-0.145,-0.1778846153846154,-0.2366071428571429,-0.2191780821917808,-0.2119815668202764,-0.123076923076923
20248.0,0.0119316131,0.0511921619,0.0865878626,0.053934577,0.0361243175,-0.00802912,2.0,-0.001,2.1641635273,0.0992508624,0.0389610389610388,-0.036144578313253,-0.0184049079754601,0.1347517730496454,0.1594202898550725,0.1940298507462685,0.1940298507462685,0.032258064516129,0.1267605633802817,0.3445378151260505,0.095890410958904,0.0126582278481013,-0.0123456790123457,0.0389610389610388,0.1267605633802817,0.0810810810810811,0.0389610389610388,-0.1489361702127659,-0.1304347826086956,-0.0476190476190476
62818.0,0.0087612386,0.0210428647,0.0607185747,0.0771451259,0.0433596549,-0.172537198,3.0,0.0109984897,0.2734741784,0.1501434371,-0.0246913580246913,-0.1318681318681318,-0.1318681318681318,-0.1855670103092783,-0.2254901960784313,-0.2178217821782178,-0.2403846153846154,-0.2476190476190476,-0.233009708737864,0.0,0.0533333333333332,-0.233009708737864,-0.2547169811320755,-0.3189655172413793,-0.3305084745762712,-0.4436619718309859,-0.4104477611940298,-0.3828125,-0.4475524475524476,-0.2685185185185185
49402.0,0.0005253109,0.0183978072,0.0503234353,0.0288374937,0.0691892986,-0.087694694,0.0,-0.001391304,0.20068156,0.0165977962,-0.0170940170940171,-0.1287878787878787,-0.049586776859504,-0.0416666666666666,0.0454545454545454,0.1616161616161615,0.0849056603773585,0.2637362637362637,0.2777777777777777,0.4556962025316455,0.554054054054054,0.4935064935064934,0.4556962025316455,0.3068181818181819,0.4743589743589744,0.25,0.3855421686746987,0.1855670103092783,0.1274509803921568,0.2777777777777777
25320.0,0.0023888964,0.0218451182,0.0385161224,0.0171413029,0.0825317587,-0.002435447,1.0,0.0,-0.14731099,0.0002054833,0.0546623794212217,0.0969899665551838,-0.4496644295302013,-0.4657980456026058,-0.4631751227495908,-0.3692307692307692,-0.4315424610051993,-0.3903345724907063,-0.3387096774193548,-0.4100719424460431,-0.3970588235294118,-0.4121863799283154,-0.3970588235294118,-0.3413654618473896,-0.3209109730848861,-0.344,-0.2711111111111111,-0.3223140495867769,-0.3251028806584362,-0.306553911205074
65170.0,0.0006006182,0.0115108819,0.0516453124,0.0784962075,0.0372511321,-0.068753943,1.0,0.0030427613,-0.111111111,0.0095959604,-0.009009009009009,0.0,-0.0265486725663717,0.0091743119266054,0.1,0.2087912087912087,0.3580246913580247,0.264367816091954,0.3095238095238095,0.6666666666666667,0.5942028985507246,0.2941176470588236,0.2941176470588236,0.7741935483870968,0.746031746031746,0.7741935483870968,0.746031746031746,0.5068493150684932,0.9642857142857142,0.8333333333333333
60062.0,0.0010355623,0.0086958488,0.0274446824,0.134461907,0.0072649216,-0.015074828,2.0,0.0085678266,0.1852546079,0.0275216913,0.3450704225352112,0.1235294117647058,0.0268817204301075,0.0105820105820106,-0.4865591397849462,-0.4365781710914455,-0.4212121212121212,-0.4264264264264265,-0.3993710691823899,-0.3675496688741722,-0.3633333333333333,-0.3481228668941979,-0.3525423728813559,-0.3503401360544217,-0.3633333333333333,-0.3675496688741722,-0.2298387096774193,-0.2596899224806202,-0.2899628252788104,-0.2709923664122137
40352.0,0.0005902566,0.0047125362,0.0152078525,0.1352080792,0.008463106,0.0077593073,1.0,0.0014321942,-0.848368104,0.0218340605,0.1057692307692308,0.0550458715596329,0.031390134529148,-0.0043290043290042,-0.0534979423868312,0.0222222222222221,0.0502283105022831,0.1274509803921568,0.0648148148148148,0.2169312169312169,0.1855670103092783,0.270718232044199,0.2568306010928962,0.2568306010928962,0.4197530864197532,0.4556962025316455,0.4110429447852761,-0.0456431535269709,0.2041884816753927,0.4024390243902438
22753.0,0.0136670288,0.050170068,0.0775445746,0.0602917617,0.1174171542,0.0037167203,2.0,0.0003525424,0.9978896215,-0.014129008,0.0792682926829269,0.0172413793103447,0.1273885350318471,0.1273885350318471,0.1132075471698113,0.3409090909090908,0.3014705882352941,0.2733812949640288,0.1419354838709676,0.2826086956521738,0.3511450381679388,0.3208955223880596,-0.0732984293193717,-0.1105527638190955,0.0662650602409637,0.0993788819875776,0.2553191489361701,0.1493506493506493,0.0993788819875776,0.195945945945946
22964.0,0.0134403851,0.1790663127,0.5586324786,0.0620046152,0.2110072271,-0.281373407,3.0,0.0211037888,-0.844044286,0.0291521479,0.0933333333333332,0.0123456790123457,-0.0238095238095238,-0.1717171717171717,-0.2336448598130841,-0.2807017543859649,-0.3166666666666666,-0.3050847457627118,-0.2612612612612612,-0.2477064220183485,-0.1546391752577319,-0.1546391752577319,-0.1717171717171717,-0.3166666666666666,-0.2336448598130841,-0.2477064220183485,-0.188118811881188,-0.2743362831858407,-0.219047619047619,-0.1546391752577319
23238.0,-0.003916632,0.0152675752,0.030078031,0.0715168364,0.2322798565,-0.151950567,0.0,-0.004071817,0.2038829407,-0.025316456,-0.1358024691358025,-0.1764705882352941,-0.2222222222222222,-0.2783505154639175,-0.1764705882352941,-0.1025641025641025,-0.2134831460674157,-0.2045454545454545,-0.2553191489361702,-0.2857142857142857,-0.1566265060240963,-0.3577981651376146,-0.4017094017094017,-0.4488188976377952,-0.4166666666666666,-0.5138888888888888,-0.4308943089430894,-0.4852941176470589,-0.5070422535211268,-0.5070422535211268
26841.0,0.0023095256,0.0040408796,0.0093969528,0.1360453266,0.0088811661,0.0139689472,1.0,-0.006887506,0.6486594638,0.0303030312,-0.0303030303030302,-0.072463768115942,-0.044776119402985,-0.0303030303030302,-0.0153846153846153,0.0,-0.1688311688311687,-0.0303030303030302,-0.0985915492957746,-0.0588235294117647,-0.072463768115942,-0.1794871794871795,-0.1999999999999999,-0.2195121951219512,-0.1351351351351351,-0.2727272727272727,-0.3118279569892472,-0.4128440366972477,-0.3402061855670103,-0.3786407766990292
48047.0,0.0003622158,0.0114129492,0.0514398188,0.2948045434,0.0450664301,-0.039739224,0.0,0.001580654,0.1174540682,0.0500504784,-0.2489451476793248,-0.318007662835249,-0.3100775193798449,-0.3687943262411347,-0.3574007220216606,-0.3308270676691729,-0.3231939163498099,-0.3257575757575758,-0.3710247349823321,-0.2964426877470355,-0.282258064516129,-0.2674897119341564,-0.2393162393162393,-0.1759259259259259,-0.0729166666666666,-0.1099999999999999,-0.0326086956521739,-0.0378378378378377,-0.0582010582010582,-0.043010752688172
65533.0,-0.003366136,0.0216501939,0.0593426189,0.0175465946,0.2494871716,-0.082386185,0.0,-0.000265347,3.1045617632,0.0862414986,-0.0516431924882628,-0.1293103448275862,-0.1217391304347825,-0.0691244239631336,-0.0426540284360189,0.0520833333333332,0.1098901098901099,0.1160220994475138,0.2546583850931676,0.4326241134751774,0.6422764227642277,0.4225352112676057,0.4744525547445255,0.4125874125874125,0.578125,0.4532374100719425,0.6031746031746033,0.578125,0.6694214876033058,0.8198198198198199
60417.0,-0.000450707,-0.014238085,-0.050645231,0.0864484628,0.0665482312,-0.303040873,0.0,-0.002929615,-0.469513833,-0.030481558,-0.0178571428571429,-0.0517241379310344,0.0,-0.1269841269841269,-0.1538461538461538,-0.0178571428571429,-0.140625,-0.0677966101694915,-0.0178571428571429,0.0377358490566037,-0.1129032258064516,-0.140625,-0.1666666666666666,-0.2253521126760563,-0.2361111111111111,-0.2567567567567568,-0.2666666666666667,-0.2948717948717948,-0.3125,-0.3452380952380952
30568.0,0.0014153169,0.006246282,0.0151917048,0.2647025496,0.055029228,-0.037520282,0.0,-0.015108593,-0.128540305,-0.023952954,0.171875,0.056338028169014,-0.074074074074074,-0.0506329113924051,-0.1477272727272727,-0.1176470588235294,-0.1666666666666666,-0.1573033707865169,0.0,0.1194029850746267,0.2931034482758621,0.3157894736842106,0.2096774193548387,0.2096774193548387,0.271186440677966,0.1363636363636364,0.0714285714285714,0.0273972602739727,0.171875,0.1904761904761904
24468.0,0.0,-0.059530624,-0.187106447,0.0037677965,0.0528524328,0.5035969709,3.0,0.0064759002,0.3824481626,0.1081871353,-0.0888888888888889,-0.196078431372549,0.1081081081081081,0.0512820512820513,0.0,0.0789473684210526,0.0789473684210526,-0.2115384615384615,-0.1458333333333333,-0.2407407407407407,-0.3387096774193548,-0.359375,-0.4305555555555556,-0.5,-0.2931034482758621,-0.3787878787878788,-0.2407407407407407,-0.3166666666666666,-0.3166666666666666,-0.3387096774193548
56354.0,0.0017410359,0.0181028195,0.0473347865,0.0652691381,0.0982901289,-0.062677877,3.0,0.0024738413,0.5433867999,0.0348627996,0.018181818181818,-0.3913043478260869,-0.4042553191489362,-0.4196891191709845,-0.3743016759776536,-0.3333333333333333,-0.3488372093023255,-0.3043478260869565,-0.2679738562091504,-0.0666666666666666,-0.0175438596491228,-0.4371859296482412,-0.3945945945945945,-0.3978494623655914,-0.2328767123287671,-0.2483221476510066,-0.1999999999999999,-0.0743801652892561,-0.125,-0.1384615384615384
