firms,roeq,rsup,nincr,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
26649.0,0.0094683492,-0.150638617,0.0,1.4889729049,0.0338383848,0.1007194244604317,-0.0270270270270269,0.0082372322899506,0.1657142857142857,0.1547169811320754,0.0032786885245901,-0.1244635193133046,0.0755711775043936,-0.1627906976744185,-0.2051948051948051,-0.0496894409937888,0.0303030303030302,-0.0392464678178964,-0.1684782608695652,-0.0699088145896656,-0.0526315789473684,0.125,0.2776617954070981,0.6105263157894736,0.8658536585365855,0.7191011235955056,0.5896103896103897,0.6105263157894736,-0.0727272727272727,0.0588235294117647,0.2911392405063291,0.4399999999999999,0.5073891625615763,0.6767123287671233,0.7485714285714287,0.7191011235955056,0.6363636363636365,0.5813953488372092,0.3660714285714286,0.3972602739726028,0.4711538461538462,0.6363636363636365,0.6721311475409837,0.6495956873315365,0.6495956873315365,1.25,1.0065573770491802,1.283582089552239,0.6767123287671233,0.7485714285714287,0.6020942408376964,0.7435897435897436,0.6630434782608696
40096.0,0.037150733,2.0992063492,3.0,1.1978021978,0.1415514648,-0.0666666666666666,0.1666666666666667,0.75,0.4736842105263157,0.8666666666666667,0.75,0.5555555555555556,0.3333333333333332,0.3333333333333332,0.0769230769230768,0.0370370370370369,0.0370370370370369,-0.0344827586206896,-0.1764705882352941,-0.2631578947368421,-0.3,-0.2432432432432432,-0.1515151515151515,-0.4166666666666666,-0.4042553191489362,-0.2631578947368421,-0.4042553191489362,-0.2631578947368421,-0.1764705882352941,-0.3170731707317072,-0.3488372093023255,-0.4166666666666666,-0.4716981132075472,-0.5087719298245614,-0.5483870967741935,-0.6,-0.5625,-0.5483870967741935,-0.5692307692307692,-0.5942028985507246,-0.6,-0.6111111111111112,-0.5333333333333333,-0.5172413793103448,-0.4909090909090909,-0.3636363636363636,-0.2222222222222222,-0.1515151515151515,-0.1764705882352941,-0.2222222222222222,-0.2432432432432432,-0.1999999999999999,-0.2631578947368421
10401.0,0.0251569322,0.255372196,4.0,-0.378261016,0.030349524,0.0076726342710997,-0.0025316455696202,-0.0223325062034739,0.0154639175257731,0.1036414565826331,0.1387283236994219,0.0648648648648648,0.2012195121951219,0.1588235294117648,0.1691394658753708,0.0563002680965147,0.0706521739130434,0.0423280423280423,-0.012531328320802,-0.0596658711217183,-0.0223325062034739,-0.0174563591022444,0.0506666666666666,0.0154639175257731,-0.0528846153846154,0.0368421052631577,-0.0199004975124378,-0.0366748166259168,-0.0366748166259168,-0.0483091787439613,-0.0271604938271604,-0.0100502512562814,-0.0663507109004739,-0.0663507109004739,-0.034313725490196,0.0180878552971577,0.0506666666666666,0.1257142857142856,0.1796407185628743,0.1831831831831831,0.155425219941349,0.1486880466472302,0.1387283236994219,0.132183908045977,0.1005586592178771,0.1005586592178771,0.1796407185628743,0.1622418879056046,0.1420289855072463,0.1453488372093023,0.1225071225071225,0.0794520547945205,0.0883977900552486
50091.0,0.0311235654,1.1065402054,2.0,-0.019607843,0.0492091458,0.2372881355932203,0.2920353982300885,0.489795918367347,0.6404494382022472,1.115942028985507,1.0,0.7380952380952381,0.9210526315789472,0.6976744186046511,0.7590361445783131,0.5698924731182795,0.5368421052631578,0.553191489361702,0.4747474747474747,0.4599999999999999,0.4747474747474747,0.6590909090909092,0.489795918367347,0.2807017543859649,0.3644859813084111,0.3773584905660376,0.2268907563025211,0.4313725490196078,0.3153153153153154,0.2586206896551724,0.140625,0.1967213114754098,0.123076923076923,0.0895522388059701,0.0354609929078013,0.0895522388059701,0.0735294117647058,0.1060606060606059,0.2166666666666665,0.1587301587301588,0.1679999999999999,0.0814814814814814,0.0895522388059701,0.0895522388059701,0.0138888888888888,0.1496062992125983,0.3153153153153154,0.2166666666666665,0.2166666666666665,0.1587301587301588,0.140625,-0.0201342281879194,0.0
52046.0,0.001085462,-33.92643903,1.0,5.7539936102,0.1111111119,-0.05,-0.0952380952380952,0.3571428571428572,0.1875,0.4615384615384614,0.7272727272727273,0.5833333333333333,0.3571428571428572,0.3571428571428572,0.2666666666666666,0.0555555555555555,-0.05,0.0,-0.2692307692307693,-0.3666666666666667,-0.4411764705882353,-0.2083333333333333,-0.2692307692307693,-0.4571428571428572,-0.4864864864864865,-0.4242424242424242,-0.5869565217391304,-0.5128205128205128,-0.5,-0.6724137931034483,-0.7076923076923076,-0.7121212121212122,-0.75,-0.8173076923076923,-0.8118811881188119,-0.822429906542056,-0.8155339805825242,-0.8403361344537815,-0.8362068965517242,-0.8652482269503546,-0.8855421686746988,-0.8805031446540881,-0.8848484848484849,-0.8875739644970414,-0.8855421686746988,-0.8467741935483871,-0.819047619047619,-0.8333333333333334,-0.8403361344537815,-0.8272727272727273,-0.7816091954022988,-0.8403361344537815,-0.8442622950819672
27502.0,0.0195947179,-4.931326428,1.0,0.0355987055,0.0195126599,-0.01010101010101,0.0208333333333332,0.0103092783505154,-0.02,0.1951219512195121,0.1136363636363635,0.0315789473684211,0.101123595505618,-0.01010101010101,-0.02,0.0,-0.0392156862745097,-0.0666666666666666,-0.0841121495327102,-0.1009174311926605,-0.125,-0.0925925925925925,-0.0576923076923077,-0.2283464566929134,-0.1967213114754098,-0.125,-0.2096774193548387,-0.1764705882352941,-0.2403100775193798,-0.2461538461538461,-0.3241379310344827,-0.3241379310344827,-0.4024390243902439,-0.3378378378378378,-0.3378378378378378,-0.3874999999999999,-0.4166666666666666,-0.4555555555555556,-0.4431818181818182,-0.4399999999999999,-0.3987730061349693,-0.3987730061349693,-0.4096385542168674,-0.4431818181818182,-0.3913043478260869,-0.3422818791946308,-0.2949640287769784,-0.3836477987421384,-0.3950617283950617,-0.4585635359116022,-0.406060606060606,-0.4024390243902439,-0.3874999999999999
18606.0,0.0207009987,-2.151679172,4.0,1.3093318506,0.0756003298,0.05,0.1666666666666667,0.3999999999999999,0.2727272727272727,1.210526315789474,0.75,0.6153846153846154,1.3333333333333337,0.3548387096774192,0.1999999999999999,0.1999999999999999,0.05,-0.1428571428571429,-0.1923076923076923,-0.2758620689655172,-0.3538461538461538,-0.16,-0.3,-0.4878048780487805,-0.5333333333333333,-0.4615384615384615,-0.5227272727272727,-0.4545454545454546,-0.4473684210526315,-0.5172413793103448,-0.5800000000000001,-0.5922330097087378,-0.6146788990825688,-0.6612903225806452,-0.671875,-0.6557377049180328,-0.6612903225806452,-0.6666666666666667,-0.65,-0.641025641025641,-0.6585365853658536,-0.6888888888888889,-0.7021276595744681,-0.7162162162162162,-0.72,-0.671875,-0.6347826086956522,-0.641025641025641,-0.7021276595744681,-0.671875,-0.5882352941176471,-0.6111111111111112,-0.631578947368421
44601.0,0.0101741634,0.2301141708,0.0,-0.621652422,-0.014558939,-0.1284722222222222,0.1409090909090908,-0.0156862745098039,0.1106194690265487,0.3944444444444444,0.200956937799043,-0.01953125,0.1674418604651162,-0.0563909774436089,-0.1433447098976109,-0.2745664739884392,-0.210691823899371,-0.2156249999999999,-0.1877022653721682,-0.1462585034013606,-0.2006369426751592,-0.1099290780141843,-0.2204968944099379,-0.3160762942779291,-0.3787128712871287,-0.314207650273224,-0.2869318181818182,-0.2462462462462462,-0.1980830670926517,-0.1743421052631578,-0.2828571428571428,-0.2347560975609756,-0.2462462462462462,-0.2703488372093023,-0.2300613496932515,-0.1161971830985915,-0.1035714285714285,-0.0703703703703704,-0.1404109589041096,-0.1254355400696863,-0.1099290780141843,-0.0492424242424242,0.1106194690265487,0.1674418604651162,0.224390243902439,0.1357466063348416,0.2184466019417474,0.0502092050209204,0.0244897959183674,-0.1067615658362989,-0.1161971830985915,0.0080321285140563,-0.0156862745098039
46156.0,0.0163985909,-24.41076716,1.0,-1.0,0.0,0.0952380952380953,0.108433734939759,0.1499999999999999,0.1794871794871795,0.3834586466165413,0.3430656934306568,0.1017964071856287,-0.0416666666666666,-0.1238095238095238,-0.2136752136752137,-0.2868217054263565,-0.2520325203252033,-0.2459016393442623,-0.2580645161290322,-0.264,-0.2868217054263565,-0.1999999999999999,-0.3003802281368821,-0.3185185185185185,-0.3082706766917293,-0.3260073260073259,-0.3428571428571428,-0.3498233215547703,-0.3451957295373665,-0.3866666666666667,-0.4102564102564102,-0.4102564102564102,-0.4231974921630094,-0.426791277258567,-0.426791277258567,-0.390728476821192,-0.3235294117647058,-0.3804713804713805,-0.4045307443365695,-0.4682080924855492,-0.4355828220858896,-0.4556213017751479,-0.4424242424242424,-0.4355828220858896,-0.4231974921630094,-0.3986928104575163,-0.2727272727272727,-0.2923076923076922,-0.2755905511811023,-0.3405017921146953,-0.3543859649122807,-0.4083601286173633,-0.390728476821192
44572.0,0.0271664374,-109.5365014,2.0,0.568627451,-0.111111112,0.2307692307692308,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.1428571428571428,-0.1111111111111111,-0.1111111111111111,0.0,0.0,-0.1999999999999999,-0.2727272727272727,-0.3846153846153846,-0.4074074074074074,-0.4074074074074074,-0.5,-0.4838709677419355,-0.4074074074074074,-0.6,-0.5,-0.4482758620689655,-0.5,-0.3846153846153846,-0.3846153846153846,-0.6,-0.6363636363636364,-0.6734693877551021,-0.6862745098039216,-0.6862745098039216,-0.7037037037037037,-0.6862745098039216,-0.7241379310344828,-0.6521739130434783,-0.6190476190476191,-0.6363636363636364,-0.6666666666666667,-0.6666666666666667,-0.7142857142857143,-0.7142857142857143,-0.7037037037037037,-0.7037037037037037,-0.6363636363636364,-0.7192982456140351,-0.75,-0.7777777777777778,-0.7575757575757576,-0.7894736842105263,-0.7837837837837838
