firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
16193,0.7302143724,0.032951328,3.375233209,0.0,0.2660734349,0.8652195407,0.0516357903,0.2942783746,0.6794955628,0.058966305,1.6364446028,0.1627252708,15.0,0.0171211612,1.2553191489,0.2403040845,-0.024221162,0.4435575068,-0.483809563,0.3215787015,0.0917593936,0.3849844283,0.0,3.6209444845,-0.244276642,2.9250180245,-0.297086418,22.44869403,3.8077531646,0.8328190056,0.0,0.0,1.0,0.0,0.0,0.7820244047,3.0,-10.20225968,0.4214456496,0.5042106653,55.264187138,0.228365749,-855.8289973,0.0519717294,11.066534841,0.002059695,0.012781061,0.0174830192,0.0240941247,0.0285728684,0.0029153513,2.0,-0.000952381,-0.454639969,-0.010986626,6.0,10.335951555,0.7296165423,0.0,0.0434782617,0.0239108656,0.0404307798,1.288354997,2.6065854905,4.2365523e-07,2.393336e-08,0.9000605725,0.8101090341,0.3548523775,0.0771344873,-0.446980671,-0.127692494
65496,0.3940280924,0.0787408112,87.147265442,0.003652572,0.3100497971,0.6889363584,0.1628141718,0.371027905,0.3494842661,0.0157043205,0.582865374,0.0323308832,23.0,0.0711833968,0.1745816373,0.1142691105,-0.065744301,0.07319253,-0.108786857,0.3530126326,0.2404030311,0.5123753299,0.0,2.5979948805,0.4263756844,1.1024530717,0.3455866166,131.15316828,8.8158072887,0.4275954618,0.0,0.0,1.0,0.0,0.0,0.5559788492,3.0,0.740983236,-0.039081734,0.0503869093,-0.244142193,-0.069514412,-471.0733177,0.0572588492,12.173413856,-0.008303392,0.0119252239,0.0213088525,0.005653804,0.0068102769,-0.174116297,0.0,-0.001028966,-0.312806942,-0.061289668,4.0,12.221306026,1.7269670643,0.0,0.200000003,0.0664486106,0.0716660531,0.7642706431,6.9356982684,6.102952e-08,1.1790933e-08,1.7259007677,2.9787334598,-0.054299748,0.0679056529,-0.17244275,-0.217292691
53110,0.285040642,0.044831675,60.766350711,0.0114450688,0.280661958,0.898908766,0.1387952045,0.2444165545,0.7967278061,1.0101351351,0.3843024241,0.035593133,23.0,0.0551371017,0.0340425532,0.1271613026,0.0023619353,0.1648182121,-0.225326393,0.1721984486,0.131803046,0.4790398313,0.0,1.4837978304,-0.26330873,0.7304405455,-0.275389653,123.9535545,6.8134736623,0.2979025951,0.0,0.0,1.0,0.0,0.0,1.4257055516,5.0,-1.764591322,-0.215273205,-0.067816459,1.6586885561,0.0657623987,-566.3554824,0.0553474399,11.390901888,0.0032047662,0.0194053246,0.0385125521,0.0137990612,0.0116461421,-0.014628095,1.0,0.0022038567,1.0140350877,0.0191340344,4.0,9.6711455751,0.2478428249,0.0,0.0814479664,0.0362064417,0.0292836768,1.0112018865,1.1790949873,3.5357908e-07,6.1511096e-08,0.6929435736,0.4801707962,-0.106270469,0.054840642,0.0720938229,-0.282163592
85754,1.08699101,-0.161422528,-3.206896552,0.0,2.1094658911,4.655407192,-0.043017541,-0.069217739,0.108119033,0.0035989717,-0.03647343,0.0263749339,17.0,-0.039737608,0.0254237288,-0.076682049,-0.073287684,0.0952641104,-0.048227144,0.0341469048,-0.126805438,0.5429789064,0.0,1.9368709973,0.0178459456,1.3828911253,0.07970826,17.597951024,12.793278837,0.0107024234,0.0,1.0,1.0,0.0,1.0,0.2263700085,3.0,0.0789409434,-0.018275471,23.559107052,-0.520442555,-2.7382225,-1963.435091,0.0444258974,9.6621800306,0.0121089808,0.0072793449,0.0214059839,0.1353781068,0.0677688656,-0.031677985,1.0,0.0801824432,0.0481425322,0.1706349272,3.0,7.2327331362,0.1975560081,0.0,0.1428571492,0.0536728325,0.0491793604,1.1042949964,3.1056377877,2.7862632e-06,2.8636364076,0.4876584078,0.2378107227,3.8352672784,0.0648462197,-0.15559772,-0.122919551
62797,0.5870764289,0.0981388507,6.0627542186,0.0204423304,0.6357262661,1.7757861951,0.1442781926,0.065165692,0.589785575,-0.044614404,0.0692750678,0.1365395502,23.0,0.0273637711,0.0304878049,0.056405341,-0.028006775,0.1632550798,-0.008921263,0.0802923977,0.0607512534,0.5031252493,0.0,2.6064054698,0.1001016915,1.418964509,0.0841982882,130.40920296,6.3132185051,0.2780642638,0.0,0.0,1.0,0.0,0.0,1.1862768882,4.0,8.3481410694,-0.12464347,0.4637081869,-1.941615678,0.1749492627,-2682.016596,0.0264272264,10.946454987,0.0001339162,0.0200940651,0.0418532848,0.0483690934,0.0057678956,-0.015979004,1.0,0.0002377114,0.1012956419,-0.018036654,5.0,9.3184489832,0.222696212,0.0,0.0449438207,0.0215064572,0.0209485439,1.0702537899,0.4255418175,1.0691038e-06,1.9090911059,0.7496291901,0.5619439226,-0.698320365,0.0468399777,-0.385284759,-0.267384463
52484,0.6966726529,0.061770428,-3.712923361,0.0,1.1044971565,5.5675945326,0.0523666056,0.1454846846,0.4472327533,0.003293888,0.1756670649,0.1151227177,23.0,0.0384611119,-0.01344086,0.0670286911,0.0284582633,0.4081019572,0.0318224088,0.051950318,0.1006856873,0.6389011667,0.0,1.4089744024,0.0330038029,1.1664577758,0.0161703259,25.80233499,5.5662061743,0.115148298,0.0,0.0,0.0,0.0,0.0,1.1102813682,6.0,-0.469730348,-0.57894404,-11.90600737,-1.149327219,2.0464515974,-244.8994077,0.0328388742,11.051088398,0.0009485106,0.0050545266,0.0130679174,0.2106195348,0.0725541815,0.0085981681,0.0,0.0018950185,-0.062542488,0.0002722456,4.0,10.159678958,0.3189995612,0.0,0.0833333358,0.0368591586,0.0301153492,1.2025692791,0.9947984941,5.6899618e-07,8.0360377e-08,0.8571490667,0.7347045225,0.1432147377,0.0446033712,0.0073157522,-0.15474606
10318,0.2190656944,0.0492080933,53.694123641,0.002841319,0.0933550872,0.5082231767,0.2862905618,0.1620211361,0.8828269485,0.013320647,-0.086215887,0.0531681817,16.0,0.03940977,0.1293103448,0.0852451557,-0.014680478,0.1533015657,-0.183728792,-0.100660502,0.3141578779,0.4675449895,0.0,2.0428931876,0.292748363,1.3400616765,0.2714234946,38.88451087,9.3495589677,0.7079019074,0.0,0.0,1.0,0.0,0.0,1.4093959732,6.0,8.372107267,-0.02582093,0.0956974525,-1.665561222,0.0915778941,-2715.078093,0.0264272264,10.520843133,0.0017563668,0.0472346956,0.0673638132,0.0165286221,0.0301534215,0.0020417093,1.0,0.0020936255,0.908490566,0.0250841733,5.0,8.8851987014,0.3461880342,0.0,0.1199999973,0.0557597201,0.0554947131,1.0172517818,2.8507006208,1.1103925e-06,4.2434132e-08,0.6398174942,0.4093664259,0.1219467928,0.0512024662,-0.372243675,-0.267384463
58755,0.3115513364,0.0516598737,21.112959043,0.0165838881,0.1439219892,0.714061933,0.1915978398,0.0934080114,0.5490497287,0.3751526718,-0.101517246,0.074412487,22.0,0.0121929921,0.0543209877,0.1095003729,0.013305322,0.1857594359,0.025337897,0.0904892991,0.2151953076,0.5434950841,0.0,2.8071432226,-0.084062996,1.5721613877,-0.110204406,25.980908033,6.2873563218,0.5025082486,0.0,0.0,0.0,0.0,0.0,0.8814875827,7.0,-0.021377166,-0.105431602,2.5480558982,-0.177882046,0.1105012104,-418.5895039,0.0430702538,13.568989623,0.0036728283,0.0325382352,0.0475693617,0.0242830061,0.0556823318,-0.022043336,6.0,0.0007424733,0.3176595101,0.0486215204,6.0,12.4457414,0.3004664398,0.0,0.0399999991,0.0186377986,0.0230651752,0.6722121531,0.6430346106,2.0815011e-08,6.9969842e-08,0.7148928055,0.5110717233,-0.019262688,0.0304044401,-0.39659056,-0.34790899
57568,0.571825459,0.0545352924,-25.685,0.0198310154,1.3135241445,2.234263224,0.0636683417,0.228892286,0.2218367827,-0.009764729,0.2889664035,0.1342335242,23.0,0.0587195653,0.3015715877,0.0934352683,0.3292645809,0.1196302338,-0.0508339,0.23394873,0.0419294358,0.4588338357,0.0,0.952613989,-0.365006851,0.4592981619,-0.494831337,93.666666667,7.9246848042,0.134985563,0.0,0.0,1.0,0.0,0.0,0.5444008863,6.0,0.7702445433,0.0879082166,0.228184276,-1.120007711,0.0323882286,144.30624875,0.0572588492,14.067474775,0.000185865,0.002631453,0.0086723431,0.0704476069,0.0196013289,-0.05571984,0.0,0.0002687023,1.933770374,0.1198215311,2.0,14.440229663,1.3530397915,0.0,0.0854700878,0.043828025,0.0497649139,0.5610463393,3.4900048118,5.7777306e-09,1.56954e-08,1.0517603274,1.1061997862,0.2528640572,0.033808175,-0.012184539,-0.217292691
16460,0.256880452,0.0434965114,10.739442258,0.0040414329,0.0096639853,0.1826621885,0.3133418904,0.3087354789,0.6211069385,0.0466753303,0.0334811191,0.043515096,15.0,0.0412569851,0.1600810537,0.2062591456,0.01282495,0.1591441765,0.4285334973,0.1200856351,0.3219814014,0.5494445666,0.0,14.663017751,-0.018307301,11.611242604,-0.062607087,2.6745860633,4.4935115175,1.8695246971,0.0,0.0,0.0,0.0,0.0,0.6509961449,4.0,-1.773856677,-0.089234704,-0.095976649,1.051691098,0.0736843617,-12.32860741,0.0553474399,13.380296686,-0.00160727,0.0281686562,0.0297636307,0.0044018133,0.2592732156,0.0264755007,0.0,-0.000740741,0.2838771389,0.0810703863,6.0,12.259329012,0.462023446,0.0,0.05610561,0.0302195306,0.0343352431,0.5202078576,1.6706741969,1.4398856e-08,2.8233074e-08,0.4863182301,0.2365054209,0.1999340913,0.0340221291,-0.267748916,-0.282163592
16468,1.3078381592,0.0788850682,-13.08687341,0.0,0.4813660271,2.4055446648,0.0856107839,0.0620882615,0.4105812031,0.0,0.0564227948,0.1684823944,23.0,0.0218327145,0.1308576481,0.1607327461,0.0166560212,0.123880597,-0.085250785,0.0987918097,0.0641888358,0.5471764058,0.0,2.8384207871,0.1079701753,0.9969727548,0.079505747,47.697536109,11.001371742,0.380921895,0.0,0.0,1.0,0.0,0.0,0.5363132387,7.0,0.0193609976,0.0309496093,0.6777225736,-0.254408902,0.1218773147,-652.3292952,0.0856492462,10.184579206,0.0031705934,0.0118545838,0.0162178101,0.1055754609,0.0320593556,-0.011383753,0.0,0.0110259413,3.8226830061,0.0523518622,7.0,8.1352004395,0.2038578412,0.0,0.1111111119,0.0470105104,0.0395669899,1.5728348385,3.4478932434,4.0977493e-06,3.8181818692,0.4699779192,0.2208792445,-0.248620403,0.0559722978,-0.261475405,-0.029286229
24221,0.5696214165,0.0561207276,-2.640324566,0.0534615418,1.1118968774,0.6563823151,0.0863498187,0.0260123736,0.1247227069,0.0,0.0474156053,0.1440723064,23.0,0.0019623226,0.1241568823,0.0489504945,0.0179154405,0.0606741573,0.0257828368,-0.063203363,0.0046504986,0.4267153099,0.0,1.0142469471,0.1434181362,0.7702074045,0.1737816543,11.716613532,7.8789899952,0.1142585107,0.0,0.0,0.0,0.0,0.0,0.2888580186,7.0,-0.576238519,0.0115996771,-523.1311047,-0.533297966,-35.76075017,3014.3085712,0.0120690666,15.35551594,0.0007298765,0.00914127,0.0252965165,-0.00446206,0.0346187705,-0.06599166,1.0,-0.002447456,-0.268807788,-0.023964214,3.0,15.096220316,0.5856996726,0.0,0.0303030312,0.0185737867,0.0246276959,0.6361523468,1.8276053681,1.6124316e-09,3.6927525e-08,0.1581506934,0.0250116418,-3.604779773,0.0204496796,-0.154227533,0.1127481718
16564,0.4496787303,0.0735543864,4.0542247662,0.0,0.4168714786,1.0417368248,0.1548875626,0.0743513198,0.4653548615,0.0404969423,-0.080201847,0.0898622158,18.0,0.0072771614,0.095890411,0.0894076195,0.0223863189,0.3591367708,-0.173055562,0.0785606523,0.2725820633,0.4805160137,0.0,1.2997145746,-0.115512157,0.9111825917,-0.110146451,27.440847504,3.8463460178,0.3276670284,0.0,0.0,1.0,0.0,0.0,1.0244626807,7.0,-10.1629265,-0.737983088,0.2236750231,55.56241661,0.1555026941,-332.1028777,0.0519717294,12.461027315,4.57976e-05,0.0200283245,0.0385954407,5.50594e-05,0.029042152,0.021298905,0.0,5.31608e-05,0.7065334773,-0.03127274,4.0,12.163714315,0.63393271,0.0,0.0829493105,0.0412460536,0.0413051177,0.4780689449,1.2170567185,4.6838941e-08,3.6766854e-08,0.9238084259,0.8534220078,0.0027035307,0.0443408459,-0.381034325,-0.127692494
55781,0.3801409973,0.1000723345,2.1172077295,0.0191910444,0.3580550952,0.6747200419,0.1417294342,0.5295593379,0.640771864,-0.004798674,1.4594449923,0.0584894142,23.0,0.0652996884,0.7394828252,0.0866638042,-0.007601718,0.1865232794,-0.217486453,0.1928215222,0.1278929678,0.5868786015,0.0,1.9540356623,-0.203894877,1.6032745921,-0.210666451,4.1546811466,3.550745096,0.5174594643,0.0,0.0,0.0,0.0,0.0,0.9094281118,2.0,-0.597537666,-1.212035244,0.8048211733,-0.594474415,-0.012323255,536.0414808,0.0930487348,12.744338932,-0.003513666,0.0101677512,0.0197447639,0.049381979,0.1399340316,-0.048482815,0.0,-0.003412935,0.362821766,-0.036588381,4.0,12.951078492,1.266923925,0.0,0.076305218,0.0260108753,0.0276414911,0.7527335003,3.828964274,1.6394857e-08,1.7703781e-08,0.5135114101,0.2636939683,-0.018650909,0.0229907107,-0.468307884,-0.175807353
16599,1.9708350706,-0.008495249,-165.7295119,0.0592911284,10.250726131,4.1120515843,0.0328829329,0.0789646246,0.0575248505,0.0,0.1091442907,0.5929707808,23.0,-0.000869331,-0.004694836,-0.000266846,-0.340261226,0.0397268608,0.3294917439,0.0289780087,-0.016266467,0.2661256279,0.0,0.3548879731,-0.415441295,0.2913043065,-0.411964428,199.91889007,6.6379872431,0.0214663488,0.0,0.0,0.0,0.0,0.0,0.0552893714,4.0,-0.625448306,-0.117252041,-521.3615912,-0.635976022,-35.10637886,-1979.272928,0.0120690666,11.383907443,0.0030655242,0.0040094375,0.0199950179,0.0159355335,0.0027352434,-0.011398668,3.0,0.0291806523,0.5779122542,0.0601639803,3.0,10.858748966,0.7359771832,0.0,0.0844155848,0.0295256464,0.0355676904,0.6173275429,2.7432257504,8.0949456e-08,2.1135002e-08,0.238676142,0.0569663008,0.7776741623,0.0493326104,-0.058888969,0.1127481718
16791,0.0602303041,0.0471951178,84.606854139,0.1216420361,0.3376345545,0.7657875072,0.1524964299,3.2296788761,1.5711491443,2.0207686335,9.6291718171,0.053679155,16.0,0.0462131246,3.2804878049,5.7163814181,2.7175544263,0.2095311941,0.0908531597,1.3824043669,4.2139917695,0.6056108422,0.0,0.9672493804,0.1444734118,0.879576188,4.5165472132,102.94101319,3.1774231552,0.3555674187,1.0,0.0,1.0,0.0,0.0,6.8302891933,7.0,-0.249103313,2.9099762775,-12.54244972,10.414446986,1.9850080346,-131.3769309,0.0328388742,11.962104382,0.0561419833,0.0413323884,0.2128777924,0.0276660895,0.0211371898,0.0020958546,2.0,0.0037588195,-0.892349097,-0.01850508,4.0,7.9815197347,0.0347782156,0.0,0.075757578,0.051787859,0.062489257,1.3484168997,0.4478359027,4.0136893e-06,1.9090912952,1.238453666,1.5337674829,1.9429494727,0.1694879604,-0.582010597,-0.15474606
29532,0.7673350042,-0.006075188,-7.791976391,0.0,2.571091061,2.4459816207,0.016655887,0.0568302213,0.2239998891,0.014338011,0.0683945594,-0.324,23.0,0.0689298604,0.3928571429,0.4615522853,0.132475378,0.201496364,-0.403613615,0.1654636225,-0.006674799,0.3950417133,0.0,2.4217904746,0.0199801619,1.0139902651,-0.230859177,16.241595846,4.3526816244,0.0323817222,0.0,0.0,1.0,0.0,1.0,0.7515443314,4.0,-0.343834364,0.2612323214,0.1608560061,-0.191600559,-0.267312892,-332.6655835,0.0681043109,12.480654281,0.0548368169,0.0449063716,0.1648029445,-0.034014465,0.0599969059,-0.078573996,1.0,-0.001855116,0.4105218931,0.0030288668,1.0,12.205910757,0.8563568515,0.0,0.0854271352,0.038375058,0.0553350261,0.5829936102,2.9233410164,3.1307355e-08,1.8863668e-08,1.6922747171,2.8637937182,0.0911723202,0.0538480507,-0.138406099,-0.207789098
16890,0.5147903248,0.0538567971,9.3269230769,0.0175855377,0.4563749128,1.4948614576,0.117363857,0.0862019582,0.4180512724,-0.037973457,0.2293403789,0.1441228427,23.0,0.0350271988,0.131147541,0.1095442454,-0.025255559,0.1835546479,0.0078306246,0.1316763485,-0.015428254,0.5286244355,0.0,1.8250219596,-0.328593827,1.3491924858,-0.380511906,73.17934518,5.2628992091,0.3167307308,0.0,0.0,0.0,0.0,0.0,0.6863254651,5.0,-0.004699294,0.0085879645,0.1891328223,-0.41033489,0.1196254929,-168.3878563,0.0331741021,13.486946941,0.0008468476,0.0141215746,0.026640715,0.0602661634,0.0257679701,-0.028870643,0.0,0.0006464752,-0.189152169,0.0436876249,6.0,13.160558084,0.7837934331,0.0,0.0688000023,0.0365472936,0.0492809567,0.4588708412,2.0333812638,1.0237631e-08,1.8395901e-08,0.6365325039,0.4051736285,-0.128085276,0.032872094,-0.450907692,-0.14179832
46877,0.3113530517,0.0392790536,14.861214364,0.02173115,0.3836634533,0.6592687632,0.1343344822,-0.039924953,0.5238273921,0.0315691573,-0.033926129,0.0535129569,23.0,-0.002526993,-0.025510204,0.0159912927,0.0250228758,0.2776162791,0.0935372944,-0.019512195,-0.047215295,0.3715804737,0.0,1.8142305216,0.0572790802,1.0360592402,0.0494821228,19.991762768,5.0436408978,0.1803506819,0.0,0.0,1.0,0.0,0.0,1.1057356608,6.0,-1.788138361,-0.274825962,-0.041504049,0.8958680433,0.0836822226,1128.8427295,0.0553474399,14.689296213,-0.000303605,0.0194637692,0.0434479148,-0.002110114,0.0445050663,0.0196036963,2.0,0.0,-0.119777288,0.0464220765,5.0,13.985608227,0.856879901,0.0,0.0482758619,0.0241007944,0.0306445096,0.3656347875,1.6335426142,1.7648576e-09,2.0282783e-08,0.6454765283,0.4166399486,0.2793249845,0.0323680773,-0.101663814,-0.282163592
39693,0.3942789344,0.0881235513,3.471726099,0.0287481204,0.4951273495,1.4010212374,0.1643210245,0.0462154705,0.6263091221,2.0207686335,-0.024369394,0.1561777012,23.0,-0.009674986,0.0295134273,0.080120809,-0.049136356,0.2101397295,0.0344484521,0.0265978726,0.1507660787,0.497936553,0.0,2.2576257993,-0.041157383,1.5783708646,0.0176384857,19.755917615,7.0039343047,0.2980837597,0.0,0.0,0.0,0.0,0.0,1.5200491207,6.0,0.7599953538,-0.184149944,0.0506377513,-0.632798619,0.0543324056,-466.0180012,0.0572588492,13.175942058,0.0025643124,0.0290236238,0.0654708917,0.0160008503,0.0946243253,0.01114752,1.0,0.0009005765,-0.336334746,0.0121170599,6.0,11.774462464,0.2291069903,0.0,0.0327455923,0.0217317785,0.0262751124,0.5744246966,0.6084840972,3.7248208e-08,7.6456163e-08,0.8035607701,0.6457099113,0.0029095215,0.0359272673,-0.36368625,-0.217292691
16978,0.4339327016,0.0307902274,23.763381449,0.0,0.4843770716,0.3978043509,0.0639263501,0.5126242536,0.2685264627,0.0027449729,1.3105533944,0.142512001,16.0,0.0022515842,0.1436464088,0.878466408,-0.464594631,0.0968835949,0.0312901512,0.5781053653,0.0917637403,0.560588504,0.0,0.974276656,-0.149236513,0.9536291291,-0.158379846,26.11002141,3.672712612,0.3082428038,0.0,0.0,1.0,0.0,0.0,0.3750979562,4.0,-8.779309391,-0.135761022,-0.526864103,-3.486335422,-0.123659632,33.616707314,0.0359164916,13.528951355,-0.003370322,0.0071204227,0.0150685895,0.0503164804,0.0135181505,-0.379107841,0.0,0.0011449181,-0.100018218,-0.004546982,4.0,12.998483261,0.9759932216,0.0,0.1761006266,0.0675226181,0.0579895991,0.8027263083,3.2960387596,1.8156923e-08,2.1210258e-08,1.527022509,2.3317977431,0.1208551074,0.0557697902,-0.420382031,-0.467606257
16986,0.2675409001,0.0732573684,4.9534013287,0.0001527787,0.0572156089,0.288866255,0.3102354767,0.4782658893,0.8054609479,0.0259106271,0.8194331984,0.024928385,23.0,0.0362907922,0.5063291139,1.0771765998,0.3815018143,0.180730897,-0.064914055,0.0858973619,0.4458511077,0.7347000156,0.0,5.4966841985,-0.22198641,4.7994511777,-0.213243095,2.1230466922,2.8691198786,1.7306145893,0.0,0.0,0.0,0.0,0.0,0.9594055319,5.0,-1.705171607,0.257013356,-0.085316201,9.7041806983,0.0550976507,-633.2879824,0.0553474399,10.943358926,-0.007033536,0.0699390815,0.0848252344,0.0346323939,0.4057114344,0.0030435074,0.0,0.0140852299,0.6583037627,0.0620844597,3.0,11.818290733,2.8252048552,0.0,0.1123595536,0.0551445361,0.0826225617,0.7729984772,7.1831399234,1.1383937e-07,9.001519e-09,0.6317179594,0.3990675802,0.7766950418,0.2113761438,-0.618917989,-0.282163592
85842,0.1764185182,0.0020359387,25.30952381,0.0,0.4765867044,1.5105780296,0.0298590763,0.0609808716,0.7462965626,0.0018290452,0.0765846831,0.0405417367,13.0,-0.005024424,-0.085714286,0.2037102349,0.1625351574,0.4158653846,-0.077863712,-0.010355242,0.0210040984,0.5752490172,0.0,1.5693156179,-0.063978046,0.8332915518,0.0079628352,81.261904762,5.5333981842,0.0377467501,0.0,0.0,1.0,0.0,1.0,2.5604508197,7.0,-10.1379899,-0.919587785,-0.049585189,54.440857013,0.106182215,-900.1594973,0.0519717294,9.1325950234,0.0,0.0002678093,0.0010045203,0.0500132779,0.0284668564,0.002461925,0.0,0.0351420731,0.2955465587,0.0588235296,3.0,5.9914645471,0.0617959316,0.0,0.3333333433,0.0899184535,0.2677029741,0.7598435909,0.1861538572,3.63325e-05,8.5909096729,1.1078295464,1.2272863039,5.1271653287,0.1163459477,0.0848484808,-0.127692494
47423,0.608086777,0.0910043487,0.8668370749,0.0,0.333382802,1.3381272964,0.2124995437,0.1752276376,0.8306555739,0.02016,0.1467021408,0.1057639985,23.0,0.06966001,0.1379310345,0.0010025164,0.085224378,0.1860023892,-0.035791858,0.0954337746,0.1914773628,0.5895446243,0.0,4.1241944347,-0.149555142,2.3456062347,-0.156850467,6.6136919315,8.771593656,0.3679204496,0.0,0.0,1.0,0.0,0.0,1.2661473662,6.0,0.2762173685,0.1498651353,-0.33358958,-0.820346606,-0.058954008,-177.2400115,0.117190357,11.576951355,0.0026001983,-0.007174657,-0.011108153,0.0047747167,0.0652289531,0.0120579068,0.0,0.0024404108,1.4629182477,-0.032582334,6.0,10.504447484,0.391945528,0.0,0.0898876414,0.0380610568,0.0480688269,0.761003262,1.3008440319,1.4976699e-07,3.9682651e-08,0.572109124,0.3273088498,-0.621396625,0.0524924371,-0.434237286,-0.190247317
17057,-0.041829341,-0.134169584,77.770306258,0.0,0.2199692703,0.0210909885,-0.743038296,-0.300876499,-0.102906287,0.0525371604,0.4350112286,-0.107814245,22.0,-0.095297198,-0.450704225,-0.666666667,-0.937039687,0.1746806039,0.9049577261,-0.288256228,-1.412042015,0.2525974926,0.0,1.3804301382,-0.661952292,1.3123486683,-0.617746899,1.672436751,1.389380531,-0.685081879,0.0,0.0,1.0,1.0,0.0,-0.392854189,1.0,4.4388256937,-0.56833686,2.5653348845,-0.305614649,0.1760828041,-3015.024716,0.1557640369,10.921956868,-0.02049359,-0.207145214,0.2850606724,-0.066200007,0.3549302357,0.8699451122,1.0,0.0038450669,2.4543353912,-0.054420202,2.0,10.810477667,0.9701940603,0.0,0.1818181872,0.0737609132,0.0755451094,0.7129952525,1.2600404684,3.3495119e-07,2.8050092e-08,0.457702751,0.2094918083,0.7916059165,0.0747972321,0.2034072186,-0.295688247
26518,0.3740989288,0.0225812403,-0.405244284,0.0263295434,0.6936646193,0.8756858723,0.0802434718,0.0651071676,0.4308980564,-0.003519601,0.1769039864,0.0985072326,23.0,-0.005766047,0.0,-0.005760847,-0.016294772,0.1564977594,-0.042253993,0.0042252439,-0.072003629,0.3388081431,0.0,1.2286712499,0.2046838943,0.863180435,0.3194816423,10.428415895,5.1112593383,0.0998966832,0.0,0.0,1.0,0.0,0.0,1.2085270439,4.0,8.3310145875,-0.155131275,0.2507306869,-1.841384273,0.136916945,-583.7333428,0.0264272264,14.649517203,-0.006753983,-0.009015832,-0.03054741,-0.03688027,0.0430137915,0.1900824269,0.0,-0.011138865,0.6095800915,0.0400564177,7.0,14.290964541,0.9092054436,0.0,0.0625,0.0244978949,0.0339808158,0.678398247,3.5858699661,1.946126e-09,1.6860078e-08,0.6821393266,0.4653140608,-0.21655338,0.0331213055,-0.4221874,-0.267384463
27887,0.1854247764,0.0212399515,17.316830219,0.0223727489,0.4310294153,0.4345694072,0.1186605193,0.1462611901,0.4077145866,0.02789238,0.1956009427,0.0436127004,23.0,0.0398699626,0.1081081081,0.1287237955,0.0238627322,0.1457627119,-0.086256197,0.1233543971,0.0459265176,0.4171081888,0.0,1.5134923739,0.0633588661,1.0410637466,-0.019868748,13.2,3.5296147211,0.1152057245,0.0,0.0,0.0,0.0,1.0,1.1545527157,5.0,8.291494624,-0.047023167,0.0620565345,-1.56291981,0.0820224128,11352.936084,0.0264272264,16.654966856,-0.000239866,0.0169978178,0.0565101184,-0.012074571,0.0483943409,-0.023169295,0.0,0.0,0.7222066439,-0.001663759,5.0,16.361511891,0.798785285,0.0,0.032894738,0.0321803529,0.0330927595,0.583057739,3.6707694634,2.448023e-10,2.0292563e-08,0.7925863943,0.6281931924,0.263613113,0.0331851542,-0.116342936,-0.267384463
75330,0.9367842074,-0.182941531,-0.513149409,0.1216420361,0.567058469,0.4376130199,-0.304463691,0.2718994719,0.0554240272,-0.096820293,0.1642945545,0.0072332731,23.0,-0.09490982,-0.534883721,-0.651861176,-0.144616755,0.2234206471,0.4847488232,-0.374900218,0.436344732,0.812257732,0.0,2.4162979877,0.6204429502,2.3839018125,1.5705624096,0.4161949122,2.1883948757,-0.284917798,1.0,0.0,1.0,0.0,0.0,0.0770563771,5.0,9.7766297253,-0.652516356,3.5439484328,-0.151679971,0.2911303219,-3120.855716,0.1557640369,9.4719639776,0.0,-0.004772814,-0.00750638,-0.084810127,0.4904481343,3.3615429641,1.0,0.0692246835,-0.641791045,0.027631579,4.0,8.581927006,0.2991686152,0.0,0.0933333337,0.0298543628,0.0327199862,1.3870294817,1.5618928438,7.0375966e-06,4.772727376,0.4136967636,0.1711450122,1.3873570465,0.0598933144,0.0634615296,-0.295688247
29612,0.4645312083,0.0606264428,4.6499315272,0.0171907697,0.4174165942,2.596408196,0.133553398,-0.024644123,0.7909357738,0.0029086208,-0.131529938,0.0934280963,23.0,-0.062311291,-0.00774256,0.0144279908,0.0213852618,0.1495576294,-0.042001159,-0.037631907,0.0966337722,0.6008238175,0.0,2.3643238139,0.1470180469,1.5106513385,0.2936410664,51.785360411,7.5793767964,0.202666268,0.0,0.0,0.0,0.0,0.0,1.6542273313,8.0,-0.510402883,-0.14907527,-0.322825326,-1.903549763,0.1323232579,85.910971585,0.2091536928,12.587647132,0.0048242869,0.0160846034,0.0332170827,0.16281768,0.0299181637,0.0002692636,2.0,8.16721e-05,-0.391029772,0.0169895464,6.0,11.891563935,0.6157778079,0.0,0.0702479333,0.039177538,0.0301826007,1.3373239481,8.0811777763,7.6143893e-08,1.8678953e-08,0.7956274935,0.6330231084,0.2944118848,0.0429932013,-0.352428359,-0.228972391
