firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49
41427,1.136550225,0.1392365726,-54.33592298,0.0567340622,0.7645755674,3.3312984013,0.1364325377,0.0706968222,0.4188194634,-0.003484658,0.0702638611,10.0,0.0172274244,0.0279069767,0.1052321803,0.0310098694,-0.025757946,0.1164391502,0.1295463436,0.0709882793,0.5785900929,0.0,2.5321888681,1.2891792215,275.29341317,6.6947160167,0.3240384859,0.0,0.0,1.0,1.0,0.0,0.6725709765,3.0,0.0108426612,-1.003659504,-0.05504507,-0.169327559,0.0927891161,305.77907956,0.0667835165,13.01152846,-0.005270181,0.0151627647,0.0245998926,-0.121961368,0.0122190024,-0.027766869,1.0,-0.013966295,-0.5750114,0.0001643719,6.0,12.650461548,0.4772017913,0.0,0.0112676052,0.0074809275,0.0096159963,0.7385518341,3.868977467,3.9853258e-09,2.1812109e-08,1.1205458192,1.255622933,0.1175879231,0.0318437414,-0.073308538,0.2160997395,0.0696864111498258,0.0659722222222223,-0.016025641025641,-0.0191693290734824,0.0659722222222223,0.0267558528428093,-0.0345911949685534,0.037162162162162,-0.0128617363344051,0.0659722222222223,-0.0345911949685534,-0.046583850931677,-0.0917159763313609,-0.040625,-0.0753012048192771,-0.1813333333333333,-0.2548543689320388,-0.2942528735632184,-0.1963350785340314,-0.2128205128205128,-0.1228571428571428,-0.1747311827956988,-0.2382133995037221,-0.1702702702702703,-0.1680216802168022,-0.2046632124352331,-0.127840909090909,-0.0640243902439023,0.0,0.0098684210526316,0.0659722222222223,0.4413145539906102,0.3464912280701755,0.4345794392523365,0.6073298429319371,0.7542857142857142,0.6157894736842104,0.8273809523809523,0.906832298136646,0.7150837988826815,0.6775956284153006,0.8058823529411765,0.7443181818181819,0.8950617283950617,0.8719512195121952,-0.1448467966573816,-0.2208121827411168,-0.2168367346938775,-0.2046632124352331
51086,0.4159273031,0.0940737622,3.5972045961,0.0085865939,0.2298021431,1.3898648432,0.1966152192,0.2728096898,0.4693059935,0.0045813586,0.2689025415,10.0,0.0904939419,0.3737623762,0.7176519758,0.8367539545,0.0536903314,0.1353469042,0.174638198,0.2749787481,0.4803650295,0.0,1.7686416284,1.0122849702,14.096175613,16.138778716,0.5420486906,0.0,0.0,0.0,0.0,1.0,0.7119902138,5.0,-0.056492016,0.0906076567,-0.299496705,0.539624507,0.5722379517,-552.0549698,0.0949905957,12.673612304,-0.011407936,0.0362723515,0.0557762917,0.0212836878,0.0329038167,-0.031151179,2.0,-0.002745098,0.7604314245,-0.011298898,5.0,11.942148603,0.6592786937,0.0,0.0804597735,0.0357739578,0.0476759377,0.8139809877,3.3963086462,3.8785552e-08,2.209801e-08,2.2049829205,4.8619496797,0.239742756,0.0586670664,0.4293255368,0.2148717939,0.0851063829787233,-0.2867132867132866,-0.3419354838709677,-0.3289473684210526,-0.1774193548387096,-0.0892857142857143,-0.0892857142857143,0.0515463917525773,0.096774193548387,0.5223880597014925,0.2439024390243902,0.3246753246753247,0.2749999999999999,0.1590909090909091,0.096774193548387,0.0736842105263158,-0.0377358490566037,-0.1052631578947368,-0.1206896551724138,-0.3245033112582781,-0.2608695652173913,-0.4035087719298246,-0.3544303797468354,-0.3199999999999999,-0.2444444444444444,-0.1774193548387096,-0.0727272727272727,-0.0555555555555555,-0.0377358490566037,-0.15,0.0625,0.4366197183098592,0.5454545454545454,1.0,1.0,1.0816326530612246,1.125,1.2666666666666666,1.5499999999999998,2.090909090909091,2.4,2.0,2.090909090909091,3.08,2.4,1.7567567567567566,1.6153846153846154,1.5499999999999998,2.290322580645161
53671,1.436529962,-0.056463494,-2.904117934,0.0296022202,0.5503820194,2.4874087779,-0.080829182,0.0285187287,0.3111520999,0.0,0.345844504,11.0,0.027838008,0.0328947368,0.0536398467,0.1428417247,-0.221381782,0.1047812818,0.0451191827,-0.056695464,0.6133434957,0.0,4.4627192982,1.8925438596,8.8450292398,6.6826215022,-0.058857143,1.0,0.0,1.0,0.0,0.0,0.3862491001,2.0,-1.569767252,-0.212787425,0.6619698474,-1.438668921,0.2083250358,-612.1995418,0.2876639322,8.1250761008,-0.028944381,-0.05221568,-0.06041592,-0.050433412,0.1415367637,-0.014948482,0.0,-0.099496351,-0.980392157,-0.018518519,2.0,6.3456363608,0.1335183472,0.0,0.0416666679,0.0203431014,0.0255911889,1.0674943503,0.8892221899,1.66486e-05,6.0000001532,1.4307894485,2.0471584458,-0.124118111,0.0584189681,-0.121794871,0.1184168888,-0.0357142857142857,-0.0357142857142857,-0.1818181818181817,-0.0999999999999999,0.125,-0.0357142857142857,-0.0689655172413793,-0.15625,-0.15625,-0.0689655172413793,-0.0999999999999999,-0.0999999999999999,-0.1290322580645161,-0.2058823529411765,-0.2285714285714285,-0.3249999999999999,-0.3249999999999999,-0.3414634146341463,-0.3571428571428571,-0.3076923076923077,-0.3249999999999999,-0.3414634146341463,-0.3571428571428571,-0.4599999999999999,-0.2058823529411765,-0.1290322580645161,0.0384615384615385,0.0384615384615385,0.2272727272727273,0.2272727272727273,0.588235294117647,0.6875,0.6875,0.588235294117647,0.5,0.588235294117647,0.3500000000000001,0.6875,0.5,0.5,0.4210526315789473,0.588235294117647,0.6875,0.5,0.5,0.3500000000000001,0.5,0.4210526315789473,0.2857142857142858
41662,0.5068821825,0.0431194314,8.8439186703,0.0324531741,0.462842864,2.6550779362,0.0905082509,0.1257774564,0.7731512814,0.0013390905,0.2651579872,11.0,0.0238617491,0.0970464135,0.0754771022,-0.329683106,-0.114584177,0.1163259928,0.1199180663,0.0228705108,0.5267659028,0.0,1.7422992801,0.3182317241,293.87095191,31.760145302,0.1796321014,0.0,0.0,1.0,0.0,0.0,1.3088346462,1.0,-0.014463006,-0.049772132,-0.142212217,-0.418009425,0.2883274223,692.53289547,0.0573904277,13.620757651,-0.041429978,-0.003598975,-0.006625521,0.0335675451,0.0093177322,-0.001109079,0.0,-0.037105521,0.7709324453,0.026199495,3.0,13.377206738,1.1637560895,0.0,0.0536585376,0.022610678,0.0242263039,0.6688228787,2.5956643797,3.4055323e-09,1.9489773e-08,0.8827205764,0.779195616,0.2302498186,0.0361938019,0.0037601741,0.2262456559,0.0102564102564102,0.0051020408163264,-0.034313725490196,-0.0707547169811321,0.0207253886010363,-0.0100502512562814,-0.1205357142857143,-0.1825726141078838,-0.1926229508196721,-0.015,-0.1205357142857143,-0.034313725490196,-0.0436893203883494,-0.2213438735177866,-0.1959183673469388,-0.2423076923076923,-0.2888086642599278,-0.2649253731343284,-0.2913669064748201,-0.286231884057971,-0.2056451612903226,-0.2274509803921568,-0.1581196581196581,-0.1359649122807017,-0.1687763713080169,-0.4617486338797814,-0.3785488958990536,-0.3665594855305466,-0.3919753086419753,-0.4602739726027397,-0.4084084084084084,-0.313588850174216,-0.2593984962406015,-0.1687763713080169,-0.1205357142857143,-0.0483091787439613,-0.0528846153846154,-0.0199004975124378,0.0648648648648648,0.0260416666666667,0.0207253886010363,-0.0879629629629629,-0.0619047619047619,0.0824175824175823,-0.3111888111888111,-0.345514950166113,-0.3389261744966443,-0.3824451410658307,-0.3206896551724137
39116,2.2493731643,-0.139766459,-37.77911647,0.0,0.9927645247,3.8831578193,-0.072927432,0.0549417249,0.3094871795,0.0005913661,0.4500366224,10.0,0.0820808331,-0.027777778,0.08849753,0.1314714027,0.0319244109,0.1162052791,0.0991841492,-0.058303092,0.5782353448,0.0,2.1755866803,0.9877562378,72.563587684,5.7136080953,0.0491992313,0.0,0.0,1.0,0.0,0.0,0.3784302552,3.0,-0.019693204,-1.012253176,1.0577778689,-0.476628096,-0.815709528,-80.48004544,0.0667835165,9.5442736739,0.0,0.0185482081,0.0248866532,-0.090765814,0.0190746563,0.2250874325,1.0,-0.018181818,0.4492753623,0.0018115938,1.0,7.667041262,0.2476040436,0.0,0.0476190485,0.0331730415,0.0413436693,0.9372206928,1.6764506399,1.682978e-06,5.7704545e-08,1.8101456352,3.2766272205,0.0159252688,0.0723019387,-0.043333334,0.1571463382,0.0909090909090908,0.0909090909090908,0.0,0.0434782608695651,0.0909090909090908,-0.04,0.0909090909090908,0.0434782608695651,-0.0769230769230768,-0.04,0.0909090909090908,-0.1111111111111111,-0.2258064516129032,-0.2727272727272727,-0.3513513513513513,-0.3513513513513513,-0.3513513513513513,-0.3142857142857143,-0.25,-0.2941176470588235,-0.52,-0.5471698113207547,-0.4782608695652174,-0.2727272727272727,-0.1428571428571429,-0.0769230769230768,-0.1428571428571429,-0.0769230769230768,0.0909090909090908,-0.04,0.0434782608695651,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0434782608695651,0.0,0.0,0.1999999999999999,0.0909090909090908,0.1428571428571428,0.1999999999999999,0.263157894736842,0.3333333333333332,0.0,-0.0769230769230768,-0.1428571428571429,-0.1724137931034483,-0.2258064516129032
50032,0.4823343412,0.0846448638,0.5144900516,0.0238089552,0.6139920998,5.0266212162,0.1499847308,0.1039009897,1.1698800846,0.0064239177,0.0637057224,11.0,0.0133764381,0.0,0.1066474518,0.6165753239,-0.00923576,0.1065227252,0.1552839707,0.1596847749,0.6108972248,0.0,1.5805805836,0.7842741214,23.54454653,132.50798847,0.2337654932,0.0,0.0,1.0,0.0,0.0,2.7334163589,4.0,0.0009227219,-0.068058449,-0.506799655,0.352095601,1.3835863473,594.34332767,0.0601175357,13.851028511,0.0006625779,0.0181793361,0.0413209864,0.0718312242,0.1979889673,-0.011322631,0.0,3.9834e-05,0.7262992126,-0.042021781,5.0,12.82373663,0.3208171226,0.0,0.0409836061,0.022363319,0.022494336,0.4711951245,0.644240672,1.2060845e-08,8.0437992e-08,0.5310626361,0.2820275234,0.0319225284,0.032554143,-0.096324986,0.3477834714,0.037344398340249,0.0204081632653061,0.0121457489878542,0.0964912280701755,0.0775862068965518,0.0964912280701755,0.1013215859030836,0.1111111111111111,0.1312217194570135,0.2195121951219512,0.2376237623762376,0.3157894736842106,0.2315270935960591,0.2376237623762376,0.25,0.2195121951219512,0.1520737327188939,0.146788990825688,0.179245283018868,0.1111111111111111,0.256281407035176,0.1904761904761904,0.1737089201877935,-0.3279569892473118,-0.3556701030927834,-0.3489583333333333,-0.3243243243243243,-0.2603550295857988,-0.3386243386243386,-0.3556701030927834,-0.2732558139534884,-0.2236024844720496,-0.1071428571428571,-0.1071428571428571,-0.0671641791044775,0.1160714285714286,0.0683760683760683,0.1312217194570135,0.1520737327188939,0.179245283018868,0.179245283018868,0.0683760683760683,0.2077294685990338,0.3227513227513228,0.3020833333333332,0.3020833333333332,0.179245283018868,0.3020833333333332,0.2953367875647668
17304,0.9751384762,0.1290607461,-70.81636302,0.0384872162,1.4785884597,3.7970039617,0.0358343569,0.0574096952,0.6003784421,0.0003339217,0.0310014317,11.0,0.0243990798,0.0322580645,0.0855318009,-0.000134152,-1.0238e-05,0.0841621519,0.0388468266,0.1027191272,0.5909949294,0.0,2.1410826459,1.3579383753,352.49489188,4.0549628772,0.1388986579,0.0,0.0,0.0,1.0,0.0,1.4795681752,5.0,0.0030677172,-0.125222662,0.191580647,-0.534728691,-0.127378627,192.0342168,0.1108229395,14.150278218,0.0010184269,0.0064347222,0.016191602,0.0319795364,0.0063246347,-0.000909207,0.0,0.0021160174,0.8613162327,0.01359468,1.0,14.621313206,1.4546023697,0.0,0.0467091277,0.0147158908,0.0146126045,0.8136931822,8.4323277701,9.117979e-10,1.3773819e-08,0.8197210159,0.6719425439,-0.029215471,0.0306885417,-0.073067988,0.2832581072,0.046875,0.0240174672489081,0.0683371298405466,0.1274038461538462,0.1843434343434342,0.1903553299492386,0.1009389671361502,0.208762886597938,0.237467018469657,0.3633720930232558,0.3958333333333332,0.4841772151898733,0.4475308641975308,0.4386503067484661,0.3673469387755101,0.3174157303370786,0.2277486910994763,0.0957943925233644,0.1439024390243901,0.1725000000000001,0.2213541666666667,0.1113744075829383,0.0881670533642691,0.2245430809399478,0.2473404255319149,0.3286118980169972,0.5129032258064516,0.6631205673758864,0.5377049180327869,0.6456140350877193,0.7370370370370369,1.0303030303030305,1.0752212389380529,1.1712962962962965,1.0391304347826087,1.0844444444444443,0.8835341365461848,1.0660792951541849,1.09375,1.2227488151658767,1.2440191387559807,1.2548076923076923,1.09375,1.2548076923076923,1.1712962962962965,1.0480349344978164,1.0391304347826087,1.0660792951541849,1.2227488151658767
47730,0.7845123335,0.0958291369,-6.403063885,0.0371908621,0.6034562691,4.7847041709,0.1415771979,0.1731887661,0.6971007286,0.0286123033,0.4016873125,10.0,0.0145448757,0.0,0.1367239603,-0.006342179,-0.038641339,0.281854364,0.0729033792,0.0424689428,0.5146445954,0.0,1.7893050576,1.5548096727,97.554628422,7.1466885709,0.3097417376,0.0,0.0,0.0,0.0,0.0,1.0888805805,1.0,-0.044174555,-0.265440317,0.3310699955,-0.664407351,0.3561716828,-274.7857075,0.207869402,11.358660612,-0.004787989,0.0139162861,0.0248348363,0.1068467522,0.0224603557,0.013628474,1.0,-0.005628563,5.0,-0.038745265,5.0,9.6047445327,0.1755781007,0.0,0.0434782617,0.0170486018,0.0150739252,0.83366588,0.530517974,2.6513098e-07,1.1784066e-07,0.8257600637,0.6818796829,-0.039606919,0.0334305357,-0.286096116,0.1123017376,0.0242718446601941,0.0193236714975846,0.0549999999999999,0.0549999999999999,0.0932642487046633,0.1722222222222222,0.2126436781609195,0.2559523809523809,0.0876288659793813,0.1988636363636364,0.1105263157894735,0.1467391304347827,0.1405405405405404,0.1853932584269662,0.0876288659793813,0.1344086021505377,0.0710659898477157,0.1344086021505377,0.1467391304347827,0.0876288659793813,0.0765306122448978,0.0144230769230768,-0.0409090909090908,-0.128099173553719,-0.1208333333333333,0.0343137254901961,0.0,-0.264808362369338,-0.1526104417670682,-0.206766917293233,-0.1692913385826772,-0.0580357142857143,0.1223404255319149,0.0765306122448978,0.0989583333333332,0.2339181286549707,0.1593406593406594,0.3187500000000001,0.2411764705882353,0.3024691358024691,0.2865853658536585,0.4066666666666667,0.4452054794520548,0.6230769230769231,0.4859154929577465,0.3701298701298701,0.2865853658536585,0.3024691358024691,0.2126436781609195
44652,0.4268506729,0.1170169738,-9.886352558,0.0208413522,1.6430255376,7.6436811859,0.0969877893,1.1735703374,1.6620911599,0.068400608,1.4647205814,10.0,0.1985769882,0.8484848485,0.5179359823,-1.589992644,-0.024515175,0.0841158971,1.0687738021,0.4982532422,0.5142484894,0.0,1.1664260218,0.2247334668,159.6498788,78.706675846,0.1853094298,0.0,0.0,1.0,0.0,0.0,4.9845754649,1.0,0.0010478843,0.7804264,-0.562283324,0.9635224827,1.0769743081,1237.6725777,0.0601175357,14.521005441,0.0009066447,0.0077446393,0.029418906,0.6205384819,0.0198168555,-0.157480154,0.0,-0.000704854,2.4080265644,0.0101321675,4.0,13.302493994,0.3136049438,0.0,0.05078125,0.0191510167,0.0180070356,0.6013786539,0.7927612272,4.6715418e-09,7.6175471e-08,0.986110899,0.9724147052,0.0156479737,0.0387287727,-0.553295979,0.3477834714,0.1796116504854368,0.1408450704225352,0.1198156682027649,0.2119700748129676,0.51875,0.609271523178808,0.603960396039604,0.514018691588785,0.6308724832214765,0.7234042553191489,0.8764478764478765,1.0680851063829788,0.944,0.9209486166007904,0.8910505836575875,0.8409090909090908,0.5331230283911672,0.4421364985163205,0.4507462686567165,0.5576923076923077,0.786764705882353,-0.3924999999999999,-0.4044117647058823,-0.2429906542056075,-0.2032786885245902,-0.2382445141065831,-0.1748726655348047,-0.0544747081712062,-0.0653846153846153,-0.1195652173913043,-0.0526315789473684,0.0848214285714286,0.2180451127819549,0.3278688524590163,0.3500000000000001,0.5331230283911672,0.562700964630225,0.6758620689655173,0.9133858267716536,1.2710280373831775,1.059322033898305,1.209090909090909,1.405940594059406,1.7000000000000002,1.641304347826087,1.4545454545454546,1.325358851674641,1.442211055276382,1.26046511627907
44548,0.3220106449,0.0736771393,3.2239513553,0.011745556,0.441217962,2.0239768499,0.133313081,0.51596415,1.0950889666,1.0172201722,0.5001449466,11.0,0.0970442291,0.2065217391,0.2691006649,-0.109008788,-0.027690842,0.1140319582,0.3448397472,0.2610772142,0.5826893214,0.0,3.0451242541,0.9457360828,16.146758734,88.375451264,0.2857444027,0.0,0.0,1.0,1.0,0.0,2.2678363638,2.0,0.00694549,0.0490410128,-0.461547184,-0.048950657,-0.659728949,-511.3657832,0.1108229395,13.680891145,0.0032224431,0.0147026893,0.0312619541,0.061341787,0.0366363907,-0.011766799,0.0,0.0021261093,0.2873944929,0.0221935706,6.0,13.287742849,0.447184853,0.0,0.0355329961,0.0150886728,0.0238174691,0.6255036789,2.2148749287,4.5756889e-09,2.8570959e-08,0.9995119302,0.9990240986,-0.337133817,0.0491241607,-0.524310455,0.2832581072,0.0684523809523809,0.2640845070422535,0.2867383512544803,0.521186440677966,0.6697674418604651,0.639269406392694,0.5541125541125542,0.5608695652173914,0.6854460093896713,-0.2161572052401746,-0.1157635467980295,0.0748502994011977,0.2046979865771812,0.1080246913580247,0.0813253012048191,0.1360759493670886,-0.0552631578947367,-0.1492890995260664,0.0027932960893854,-0.0723514211886304,-0.2377919320594479,-0.2933070866141732,-0.2613168724279835,-0.1670533642691415,-0.0027777777777777,0.0084269662921347,0.0845921450151057,0.2046979865771812,0.3395522388059702,0.2465277777777776,0.6098654708520179,0.7598039215686274,0.9301075268817204,0.9725274725274726,0.8223350253807107,0.8505154639175259,0.8505154639175259,1.039772727272727,0.951086956521739,1.111764705882353,1.1497005988023954,1.039772727272727,1.1497005988023954,1.528169014084507,0.5474137931034482,0.3650190114068441,0.3807692307692307,0.386100386100386,0.662037037037037
38746,0.7367465342,0.1134465861,-10.70331056,0.0001620434,1.4658932327,1.4471286067,0.1191767381,0.1044224347,0.4108809932,-0.028169014,0.4349412306,11.0,0.0090731489,0.0256410256,0.0807556395,-0.372716871,-0.019274982,0.0354595121,0.1041136849,-0.242662491,0.4472464816,0.0,2.1183966021,0.8541721972,20.05952381,3.6440608806,0.1044910297,0.0,0.0,0.0,0.0,0.0,0.7774427824,1.0,-0.368075294,-0.13262944,0.0024110835,20.760818308,0.2678496942,-14.35489058,0.0516841245,11.318961396,0.0036399977,0.0157674888,0.0472035179,-0.065271083,0.0327523928,0.0476907496,2.0,-0.016462226,-0.851364522,0.0001754388,5.0,10.26346267,0.3271113135,0.0,0.027777778,0.0141421149,0.0146191843,1.1075320042,2.5257472801,1.7590855e-07,4.2353806e-08,0.9185489111,0.8437321022,-0.00370815,0.0511661258,-0.160922206,0.1713480532,0.125925925925926,0.2357723577235773,0.1515151515151516,0.2357723577235773,0.4476190476190476,0.3451327433628319,0.1014492753623188,0.0201342281879195,-0.0065359477124182,0.0482758620689656,0.1875,-0.1264367816091953,-0.2323232323232323,-0.2585365853658536,-0.1412429378531073,-0.1460674157303371,-0.0559006211180124,0.0133333333333334,-0.0193548387096774,0.0340136054421769,-0.0129870129870129,0.0935251798561151,0.0555555555555555,0.3571428571428572,0.3693693693693693,0.3333333333333332,0.52,0.6521739130434783,0.7471264367816093,1.054054054054054,1.0821917808219177,1.5333333333333332,1.3384615384615386,1.3384615384615386,1.1111111111111112,1.0,1.1714285714285713,1.4126984126984126,1.0,1.923076923076923,1.7142857142857144,1.8148148148148149,1.7142857142857144,2.1020408163265305,1.2352941176470589,1.1111111111111112,0.9240506329113924,0.974025974025974,1.0
60871,0.3362824066,0.0643544837,22.770483634,0.0,0.1736702941,0.5398494079,0.1946133243,0.3305068371,0.8752971416,0.3405204461,0.4116090554,10.0,0.0639731289,0.2999180552,0.4643169172,0.007982413,0.0544586185,0.1372392082,0.3256447242,0.2921360213,0.5312080672,0.0,2.3376701269,1.212118416,22.696647114,5.1775531106,0.6129785085,0.0,0.0,1.0,0.0,0.0,1.2627900512,5.0,-0.009747234,0.1674087843,-0.187796101,0.2213788486,0.1387665213,345.52073865,0.0422630468,13.552951412,-0.008987904,0.0281679524,0.040981457,0.00881986,0.0181979286,0.1121757573,0.0,0.0001351352,-0.364602622,0.0058124345,7.0,12.379593086,0.2757405607,0.0,0.0581395365,0.0211338997,0.0206238191,0.9849488319,0.8448636755,4.0900563e-08,1.0246152e-07,1.9449029746,3.7826475806,0.0831200917,0.0445202551,-0.086204785,0.0065387133,0.1891891891891892,-0.1698113207547169,-0.2072072072072072,-0.1813953488372093,-0.0687830687830688,-0.053763440860215,-0.0434782608695651,-0.0382513661202186,-0.224669603524229,-0.0276243093922652,-0.1020408163265306,-0.0056497175141242,-0.0167597765363128,-0.2635983263598326,-0.298804780876494,-0.2727272727272727,-0.432258064516129,-0.4714714714714715,-0.3802816901408451,-0.4499999999999999,-0.3931034482758621,-0.3553113553113552,-0.3867595818815331,-0.3043478260869565,-0.1813953488372093,-0.3383458646616541,-0.36,-0.3333333333333333,-0.2036199095022625,-0.224669603524229,-0.053763440860215,0.0731707317073171,0.0057142857142857,0.1812080536912752,0.1972789115646258,0.2482269503546099,0.1069182389937106,0.0,0.0414201183431952,0.0931677018633541,0.2571428571428571,0.1655629139072847,0.2137931034482758,0.2482269503546099,0.375,0.1282051282051282,0.0666666666666666,-0.0785340314136125,-0.1330049261083743
45583,0.5430158242,0.0843957316,4.7131469115,0.0249858505,0.2926817922,1.2736064341,0.1740858506,0.0624959001,0.510653232,0.0007558579,-0.029978587,11.0,0.0236632942,0.0333333333,0.1184015832,-0.086759583,-0.062432294,0.1400673898,0.0575628764,0.1202495202,0.5811669702,0.0,4.6008174944,2.0911506233,20.567946578,6.5705981174,0.3830086957,0.0,0.0,1.0,0.0,0.0,0.8020473448,5.0,0.0348099379,0.0104730848,0.2798990662,-0.126199467,0.6454381169,30.279792434,0.1467093328,12.420857359,0.001598989,0.0250850471,0.0385688791,0.0237864202,0.0996457227,-0.000979124,1.0,-0.000952381,-0.058643429,-0.039285768,4.0,11.433645487,0.3582041344,0.0,0.0291262139,0.019992615,0.0224953589,0.7232044734,1.2629998162,6.1774567e-08,6.6427752e-08,1.0594533782,1.1224414606,-0.147698256,0.0457507062,-0.119203379,0.2805287122,0.0952380952380953,0.1499999999999999,0.108433734939759,0.1017964071856287,0.295774647887324,0.2777777777777777,0.2266666666666665,0.1219512195121952,0.0760233918128654,0.2105263157894736,0.1645569620253164,0.3731343283582089,0.2105263157894736,0.1499999999999999,0.1645569620253164,0.0760233918128654,0.0165745856353591,-0.0799999999999999,-0.016042780748663,-0.0935960591133004,-0.1441860465116279,-0.1999999999999999,-0.3235294117647058,-0.2034632034632034,-0.1067961165048543,-0.4102564102564102,-0.426791277258567,-0.3309090909090909,-0.3333333333333333,-0.3284671532846716,-0.1999999999999999,-0.0564102564102564,-0.0416666666666666,0.1219512195121952,0.108433734939759,0.2026143790849672,0.2266666666666665,0.2105263157894736,0.0165745856353591,-0.0707070707070707,0.0222222222222221,-0.0366492146596858,0.1151515151515152,0.4488188976377953,0.4263565891472869,0.3142857142857143,0.3529411764705883,0.3529411764705883,0.6880733944954129
57920,0.6193141944,0.0535908904,0.3587869795,0.0147050738,0.5005384638,1.9333210441,0.0495591022,0.0760536857,0.3924561605,5.49813e-05,0.1190054442,10.0,0.0983666431,0.1489361702,0.1366727004,-0.050473272,-0.006785607,0.2262699223,0.1138039584,0.0436763568,0.627352765,0.0,3.1143266565,1.5214686978,11.087971807,6.4975599152,0.1524126024,0.0,0.0,1.0,1.0,0.0,0.6612657096,4.0,-0.647168043,0.0497150644,-0.298044648,-0.408513668,0.5367467936,231.20765321,0.4894653679,12.804304568,-0.000681497,0.0121077413,0.021413528,0.0254459489,0.143323291,-0.004420004,1.0,-0.001687334,0.4771775083,-0.024932287,4.0,10.947687653,0.2763208533,0.0,0.0642857179,0.0203190804,0.0307136555,1.0613482432,2.6859923559,3.6100155e-08,4.8094328e-08,0.636374294,0.4049722421,-0.26635726,0.0457533445,0.4023962654,0.1178154501,0.0818181818181817,-0.0403225806451612,-0.184931506849315,-0.2013422818791946,-0.1438848920863309,-0.0555555555555555,-0.1052631578947368,-0.184931506849315,-0.2222222222222222,-0.125,-0.1052631578947368,-0.1376811594202898,-0.1793103448275862,-0.265432098765432,-0.3,-0.2874251497005988,-0.3865979381443298,-0.3959390862944162,-0.3351955307262569,-0.405,-0.3959390862944162,-0.3670212765957447,-0.3865979381443298,-0.3670212765957447,-0.3636363636363636,-0.4541284403669725,-0.3703703703703703,-0.2916666666666666,-0.3532608695652174,-0.232258064516129,-0.15,0.0625,0.0530973451327434,0.202020202020202,0.2268041237113403,0.0818181818181817,-0.0165289256198346,0.0347826086956521,-0.0083333333333333,0.1553398058252426,-0.048,-0.0325203252032519,-0.0245901639344262,-0.0083333333333333,-0.1052631578947368,-0.5780141843971631,-0.6234177215189873,-0.5896551724137931,-0.5559701492537313
10559,0.9405628293,0.1339308348,-196.3989896,0.0571923082,1.2198654026,4.5584025692,0.1418156427,0.0402021285,0.5192382355,0.0037230568,0.0101988289,11.0,0.0487795929,0.0677966102,0.1045764942,-0.083228736,-0.020499944,0.0878239988,0.0952569872,0.0907658522,0.5221584761,0.0,1.5648961803,0.578487484,948.4113164,11.604426874,0.1812893977,0.0,0.0,1.0,0.0,0.0,1.2424842373,4.0,0.0010692546,-0.089684116,0.1570050001,-0.229056174,0.111698726,2.4845918028,0.1108229395,14.013581605,0.0019869888,0.0045000247,0.0095183106,0.1233573647,0.002604356,0.0053265451,0.0,0.0045466178,0.8643122677,0.0461969376,3.0,13.993064518,0.7640355993,0.0,0.0367892981,0.015979664,0.0221420374,0.5423130039,1.9387936413,2.9593118e-09,2.8520394e-08,0.6419721707,0.4121282679,0.2254576217,0.0334885884,-0.048739468,0.2832581072,0.1038696537678207,0.1655913978494623,0.1605995717344754,0.1556503198294243,0.3219512195121952,0.2125279642058166,0.173160173160173,0.1410526315789473,0.1556503198294243,0.2346241457858771,0.2604651162790699,0.4414893617021276,0.4263157894736842,0.3897435897435897,0.266355140186916,0.2752941176470589,0.1556503198294243,-0.0127504553734062,-0.001841620626151,0.0245746691871455,0.1244813278008298,0.0383141762452108,0.1291666666666666,0.2402745995423341,0.1386554621848739,0.1630901287553647,0.5182072829131652,0.5310734463276836,0.5224719101123596,0.5485714285714285,0.4768392370572207,0.6524390243902438,0.8006644518272426,1.0148698884758365,0.9926470588235294,1.168,1.0846153846153848,1.1507936507936507,1.2869198312236287,1.3362068965517242,1.7653061224489797,1.6183574879227054,1.4862385321100915,1.6310679611650487,1.6057692307692308,1.4524886877828056,1.3362068965517242,1.3771929824561404,1.3982300884955752
