firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.4771357102,0.0408010493,2.9312005069,0.0141337316,0.4613043715,1.0443083939,0.0879281157,0.2095211558,0.2759600407,0.1378922365,0.1162638126,0.0168892422,23.0,0.0871484242,-0.018691589,0.1670092477,0.019479893,0.0307306413,0.1727934972,-0.063327707,0.1007066411,0.3158013048,0.5598403143,0.0,4.1417869395,-0.027266025,1.968984107,-0.040632652,11.397891887,4.7934669443,0.1430979706,0.0,0.0,1.0,0.0,0.0,0.5377476971,5.0,0.2497134284,-0.308323722,-0.133927865,1.825083269,0.0105551522,231.30198915,0.2382536203,13.206244631,0.0029378527,0.0158634456,0.0328733279,0.0646273335,0.0453721248,0.0014854367,6.0,0.0003226337,0.7023000834,0.0131569516,4.0,12.313726218,0.5706092414,0.0,0.0734824315,0.040912838,0.0481470377,0.766265829,4.156849723,1.8662444e-08,2.085431e-08,0.445813224,0.1987494307,-1.273478527,0.0407801447,-0.507314229,-0.276085723
11624,0.1755781987,0.0363313072,7.2853575482,0.0,0.010378572,0.1484148402,0.5385781671,0.0976832014,0.5430314475,-0.015775298,-0.435528121,0.0428131857,14.0,0.0130180383,0.0909090909,0.0558944913,0.0891633501,0.0769842966,0.3931034483,0.5331034483,0.0141622485,0.1674492705,0.7466462882,0.0,15.444714459,1.243314772,14.088699878,1.2548105843,1.3358683314,4.7094837935,1.8704099278,0.0,0.0,0.0,0.0,0.0,0.6269495221,6.0,-2.684515244,-0.103470139,-0.106163479,-3.237035716,0.0716853998,-2051.167801,0.0277608887,10.698409766,0.006612628,0.0515804099,0.0535070862,0.0017309423,0.6819073569,-0.00098072,2.0,-0.000808081,5.0037325258,-0.169128098,5.0,11.05836202,1.1830857441,0.0,0.1532258093,0.0795018808,0.0958477677,1.2177675164,6.2676616164,3.0113029e-07,1.4822964e-08,1.0536964643,1.1102762388,0.5554983254,0.0844070413,-0.679398158,-0.345721135
11790,0.5226297192,0.0662409884,4.9564980968,0.0062488143,0.1753106621,0.2047939196,-0.068097282,0.0281035763,0.0884328195,0.0,-0.203437315,0.0077131948,23.0,0.0267151248,-0.074626866,0.0011012897,0.1984507567,-0.023876816,0.0606181912,0.0156917956,0.0242958823,0.1391778556,0.554129346,0.0,7.5956295108,0.1139617785,4.3103448276,0.0210917837,2.6833682902,4.1329265374,0.4622143585,0.0,0.0,0.0,0.0,0.0,0.1171316697,5.0,0.295795071,-0.126995651,-0.319493206,-18.36784451,0.0078633728,-736.874142,0.2176042751,11.683490686,-0.036080949,0.012285782,0.0170671748,-0.018427132,0.1171973873,-0.025990873,2.0,-0.045572333,0.0538321168,3.78704e-05,4.0,9.8105084038,0.1385410738,0.0,0.0498084277,0.0287822615,0.0194455986,1.305228476,0.5262404153,2.3346206e-06,1.9415051e-07,0.5545419333,0.3075167558,0.0061470184,0.0434414294,-0.115008792,-0.004295811
12117,0.5396476348,-0.17262232,0.6738956626,0.0,0.2869708631,1.0119113066,-0.354659249,-0.081826112,0.3847048561,0.0085012013,0.4885931559,-0.08570905,17.0,0.016675257,0.3769633508,-0.177994216,-0.199767155,-0.11932892,0.3935969868,-0.441690196,-0.179877871,-0.237253016,0.6234671903,0.0,1.7992990223,-0.494155145,1.6923076923,-0.512782064,3.8630821507,4.9028411974,-0.445923824,0.0,0.0,0.0,0.0,0.0,0.4890105824,1.0,-10.21934307,-0.456910149,0.3136439276,57.198503524,-0.020068572,-892.3569973,0.0519717294,10.311781988,-0.00180285,-0.046246741,-0.061591885,0.011099767,0.3168862427,0.1572766198,3.0,0.0109426948,3.9151729798,-0.10613538,2.0,11.499547629,4.4572212066,0.0,0.1888888925,0.0625582669,0.09105699,0.7689210349,12.608616185,8.3933414e-08,5.587009e-09,1.3910164329,1.9349267167,-2.204109455,0.1857185506,0.1362889576,-0.220260813
12320,0.7109930811,0.0583394839,-14.68273834,0.0221171485,1.5758445868,1.7392247989,0.065488374,0.8903635357,0.345457382,0.0648642376,1.6357316257,0.1378389946,23.0,0.0692399134,0.5538461538,0.1253641687,-0.870172166,-0.069999001,0.0869862781,-0.30819256,0.51631212,0.1620252049,0.4848458789,0.0,1.1483909248,-0.459066774,0.7417568446,-0.40558934,40.284242298,3.847846186,0.1382794654,0.0,0.0,1.0,0.0,0.0,0.6442451749,3.0,-0.033194459,0.3801291696,-2.384349458,-1.921719841,-1.101141942,-2984.027768,0.0791407986,11.814716135,-0.005885163,0.0107747484,0.0347857905,0.2240788677,0.0158768411,-0.206727554,2.0,0.0031638418,0.8986893376,0.0645723548,4.0,11.222184552,0.6986350965,0.0,0.0708661452,0.021450265,0.0250209826,0.6565012908,2.2509073258,4.8088343e-08,2.8488415e-08,0.6376848074,0.4066419136,-0.119131131,0.0378098774,-0.202573733,-0.176359841
13056,0.4142029448,0.0585283657,26.261100204,0.0159985867,0.2465341598,0.6770171191,0.1270599718,0.0050451497,0.6903607291,-0.050665493,0.0351793552,0.0601011593,24.0,-0.015139411,-0.019283747,0.0174338031,0.0220431539,0.0202084589,0.1472772277,0.0556327848,-0.006490033,-0.012072074,0.3274046247,0.0,1.9783707387,-0.128353427,1.4540153437,-0.082028412,46.170232871,5.885439809,0.3252696711,0.0,0.0,0.0,0.0,0.0,1.0656230837,7.0,0.0153757346,-0.141843323,0.0885454423,-0.722492732,0.0356038095,2274.9255187,0.0331741021,14.782282381,0.0015053018,0.0237141296,0.0398923366,-0.002866315,0.022192636,0.0385271649,0.0,-0.000219178,0.4006109614,-0.038837429,4.0,14.376515666,0.7906550434,0.0,0.0602409653,0.0343041538,0.0393721636,0.4910759811,1.8342772203,2.5571487e-09,2.2987778e-08,0.7054394527,0.4976448214,0.081974766,0.0285990977,-0.390721084,-0.166285933
50091,0.5922132218,0.0749915319,-3.45100528,0.0198356705,1.0848571069,2.0652711243,0.050869556,0.0523701253,0.3701034334,0.0050188206,0.0501184106,-0.031429705,23.0,0.0255204518,0.0574492532,0.0735823238,-0.08577864,-0.027936237,0.1306098153,-0.001766138,0.0506648594,0.0565201177,0.5032344717,0.0,2.7650489887,0.2583017415,1.6677935025,0.2240934555,54.174045491,4.3604191186,0.1317758188,0.0,0.0,0.0,0.0,1.0,0.9663531264,4.0,0.2683342441,0.0011339448,0.0930175869,-0.570388807,-0.119830571,-432.5926953,0.0656574121,11.860258156,-0.003049717,-0.002169773,-0.006144514,-0.023885124,0.0164500224,-0.003681427,0.0,-0.007821493,-0.226230488,-0.017564164,2.0,11.680642455,0.529693962,0.0,0.0262725782,0.0152828755,0.0136629175,0.623723248,1.3475510936,3.1268393e-08,3.9233505e-08,0.6663048497,0.4439621527,-0.142610783,0.0287041835,-0.294452752,-0.216429761
14286,1.3556387922,0.1555377366,-1.878277763,0.0386647481,2.1595140544,2.2317468338,-0.092048447,0.1882846299,0.2590970619,0.0015511892,0.2840273787,-0.221092059,24.0,-0.023384436,-0.010309278,0.0358934617,-1.629450931,-0.100925547,0.1487874616,-0.002814256,-0.001486318,0.1304315967,0.5867892609,0.0,3.2420222302,0.3515538039,2.276801721,0.6730737358,2.2051749588,3.4362061967,0.1452623873,0.0,0.0,0.0,1.0,0.0,0.6301018539,3.0,-0.203388775,-0.496059361,1.2290131331,-0.787391154,-0.198679426,-5020.037276,0.035532534,8.9174070357,0.0096079837,-0.005920079,-0.012424198,0.1417414515,0.2572424114,0.0395425752,1.0,-0.109579411,-0.485711209,-0.094375107,2.0,8.1921553324,0.2857633522,0.0,0.3703703582,0.1318046579,0.2156906719,0.5709030528,0.5657353461,1.71675e-05,14.000000282,1.3437837689,1.8057548177,-0.021542316,0.0953761721,-0.455494505,-0.06114841
14526,0.3085966102,-0.143752337,5.4763074407,0.0147849089,0.9981995626,2.5702005668,0.086859039,-0.073544207,0.4059992335,-0.015386271,0.0781746575,0.0957457298,24.0,-0.026805929,0.0181596215,-0.039910515,0.1725437507,0.2206383728,0.1846279351,0.07212895,0.0157915539,-0.363336412,0.4993900685,0.0,1.4752036362,-0.146274365,1.0759248009,-0.141219657,116.23978098,5.6468197508,-0.079214441,0.0,0.0,0.0,0.0,0.0,1.1266112496,4.0,0.6683251475,-0.195503749,-0.035044573,-0.54518778,-0.006099566,-569.5668089,0.0572588492,12.732870777,-0.032233853,-0.113011216,-0.332872396,-0.090919728,0.0169201566,-0.009859708,0.0,-0.071113863,1.0956630139,-0.013243274,3.0,11.705584035,0.5188855534,0.0,0.1282051355,0.0543038948,0.0789927278,0.5400385774,2.0465191122,6.4941294e-08,3.5234662e-08,1.0257078974,1.0520766907,0.1003341278,0.0617391605,0.3881840446,-0.192403759
11581,0.2326347949,0.0479131322,88.171484776,0.0018851592,0.2957477352,0.7662773065,0.1551515469,0.2160077221,0.7075471946,0.0120861412,0.2194552273,0.0738904887,11.0,-0.01156915,0.3953871499,0.1769929011,-0.055017223,-0.03861278,0.261238684,-0.055138423,0.0480640854,0.2116529637,0.3843593548,0.0,1.7611207259,-0.083039198,0.8586697226,0.0724188245,115.00444749,7.9378962655,0.2782354971,0.0,0.0,0.0,0.0,0.0,1.5300406637,4.0,0.0728130795,0.2615451531,-14.68764206,-0.301635751,-0.909822616,-296.2833905,0.0270140569,13.864926479,0.0104985448,0.0277757716,0.0760958595,0.1219679643,0.0103184895,-0.027617752,0.0,0.0,-0.025334568,0.0004949761,6.0,13.363802342,0.5663755156,0.0,0.0932642519,0.0369417323,0.0381131904,0.4855281721,1.3979257494,1.0568302e-08,3.7028909e-08,1.0120059416,1.0241560259,-0.166651021,0.0337625291,-0.514392302,-0.3590128
15203,0.5725521669,0.0553772071,-156.6666667,0.0,0.6571428571,1.62929374,0.1233592372,0.0070987249,0.4308531616,0.0064620355,-0.050556586,-0.074077047,24.0,0.0206968824,0.1105263158,0.2348540146,0.179808143,0.0893884096,0.2045855379,0.0484136013,0.0196529512,0.0825493171,0.5569924292,0.0,1.8859688869,0.0536466912,0.563812113,0.0194344645,1602.64,6.5381642512,0.1510825601,0.0,0.0,1.0,0.0,0.0,0.935660091,6.0,0.098456047,-0.023315681,-14.34772468,-18.36784451,-1.057790151,-1161.202891,0.0270140569,9.1591260218,-0.001000539,-0.003067485,-0.006588169,0.019885857,0.0040727516,-0.003646044,0.0,-0.002051008,0.0829103215,-0.024853801,2.0,8.5138375676,0.3226324238,0.0,0.0517241396,0.0282387999,0.0480875288,1.2083329144,1.0188360398,9.2872793e-06,14.000000263,0.4670805677,0.2181642567,6.0405518175,0.0585171403,0.1422619103,-0.3590128
15748,0.5717822903,0.0714123953,1.6492487848,0.0,0.2161395033,1.2081829848,0.1112295994,0.3931660438,0.5881473572,0.9226415094,-0.456037693,0.0047708915,14.0,-0.000490808,0.3297101449,0.1846982886,-0.027951657,0.0704002644,0.1381726457,-0.23114479,0.0247730913,2.3990306947,0.6425934698,0.0,3.4424310455,1.607673204,2.2779025016,2.2545032452,8.8404772426,4.4977517986,0.2813407491,0.0,0.0,1.0,0.0,0.0,1.8894273919,6.0,-0.052236654,0.1757319781,0.3790198393,1.0439330846,0.0136381129,-987.6631662,0.0460850088,9.9178711114,-0.003085891,0.0105921102,0.014650308,-0.012163066,0.1990961182,0.0122319595,0.0,-0.016,6.141856606,0.2750868201,2.0,9.7575364971,1.3642479577,0.0,0.3333333433,0.0805855002,0.0681102513,1.4461356842,7.4927195196,1.2431283e-06,1.4768996e-08,2.4281146979,5.895740986,0.1056036197,0.0881901685,-0.293995873,-0.401981504
15828,1.0377438236,-0.104793615,-0.802804638,0.0,0.2019733941,1.0525822881,-0.194628622,-0.034406972,0.243160288,0.0721271394,-0.131121808,0.0323040669,16.0,-0.019451727,-0.100446429,-0.340059175,-0.180515016,-0.203052252,0.3098827471,0.5659571544,0.0268472906,-0.013025171,0.5593838788,0.0,4.1948227046,0.0540824486,3.021841715,0.0430610507,3.5459313284,5.0579777908,-0.130242455,0.0,1.0,1.0,0.0,1.0,0.293494355,3.0,-3.049699472,-0.422333613,0.5884755762,0.8061927391,-0.035923519,-558.7953199,0.061725725,9.8242752292,-0.005321499,-0.093125654,-0.11459274,0.0942203395,0.2124759615,-0.058523873,0.0,0.0082051282,-0.821594987,-0.007056452,2.0,10.155510063,1.7575302461,0.0,0.1780821979,0.0698264589,0.0743728525,0.9578010847,2.6566054813,1.5681013e-06,2.9509703e-08,1.3775303837,1.897589958,-0.128136216,0.0666218849,-0.156913287,-0.347052723
16126,0.4176821198,0.087869024,46.457898172,0.0072169434,0.2869982444,0.918596408,0.1607392887,0.2588759648,0.4896184368,0.00152207,0.3535759385,0.0328352669,23.0,0.1523239362,0.2081850534,0.3080602395,-0.074416151,-0.126652203,0.1575150509,-0.021916677,0.273377541,0.2011339376,0.4883634589,0.0,2.4313457096,0.0572339452,1.2141329455,-0.254244597,98.536553525,5.7289563567,0.5001951029,0.0,0.0,1.0,0.0,0.0,0.76236307,5.0,0.7724839683,-0.005478318,0.0740409368,0.048443759,-0.069010029,-842.5585012,0.0572588492,10.87752937,-0.022719861,0.0511047851,0.0768111302,0.0601817623,0.0132292494,0.0275885342,1.0,0.0036036036,1.0845136922,0.0543963611,4.0,12.868011627,1.6051492367,0.0,0.0405405387,0.0240990512,0.0277901848,1.0208293333,1.8769959151,3.1502639e-07,4.8922015e-08,1.288511865,1.6602628263,0.0227078632,0.0628107509,0.80617284,-0.192403759
17137,0.6812423276,-0.051148604,0.7926892515,0.0340164689,0.1543013742,1.1656868227,-0.046447497,-0.0442767,0.2552026614,-0.0019119,0.3541571285,0.1110276053,23.0,-0.077401638,-0.173913043,-0.00848426,0.0383690049,0.0717573032,0.142413579,0.2720203985,-0.226366118,-0.103989625,0.5313275673,0.0,4.1848581627,-0.347810405,3.3141294592,-0.212057847,5.6186806141,7.1672600719,-0.260932137,0.0,0.0,0.0,0.0,0.0,0.2684222985,4.0,-0.084835458,-0.230152493,0.2302115828,-0.298200438,0.046815407,-324.8492478,0.0969687896,12.845579701,0.0002501898,0.010723484,0.0131523529,-0.028351216,0.2553036537,0.0427532498,3.0,0.0012903226,0.1979490897,-0.005699815,3.0,11.404660736,0.3224802613,0.0,0.0882352963,0.0402837948,0.07196927,0.8940544498,2.0584951428,8.9417536e-08,5.4443965e-08,0.7036191079,0.495079849,-0.604491508,0.0368032945,-0.122999937,-0.082468722
85885,1.4485933504,0.0241804232,-7.345157068,0.0,0.4212353716,6.0034410602,0.0130982724,-0.170526432,0.6882666813,-0.030578512,-0.473741286,0.0348446098,12.0,-0.166507958,-0.184615385,-0.109725823,-0.270712716,-0.021686881,1.3150684932,-0.016829746,-0.148302987,-0.003582395,0.5830747397,0.0,5.8442760943,0.7827570349,4.0462962963,1.0604429734,50.695287958,6.430336034,0.0980511571,0.0,1.0,0.0,0.0,0.0,1.0529682702,5.0,-0.089249614,-0.316240206,0.8421143523,-0.627078491,0.0915317174,-623.8512085,0.0681043109,7.9888398508,-0.018760757,-0.029600327,-0.037068671,-0.390704497,0.0053388606,0.0004947526,0.0,-0.0873675,15.108946553,-0.074215796,3.0,9.0576480033,1.2478480261,0.0,0.0384615399,0.0297963369,0.2499278499,0.3530732172,3.3685832626,8.6444595e-07,15.000000713,0.041514965,0.0017234923,1.7777921279,0.0902282202,0.0093950586,-0.29395836
85914,0.2098356414,0.0355351824,1.5612814832,0.0,0.477328624,3.1445331319,0.1430365939,0.1856874244,0.8075087052,0.0309330746,0.1902021779,0.2040576425,13.0,-0.037603547,0.0743801653,0.0756084118,-0.126965067,0.1684503059,0.2052420372,0.018266898,-0.005492684,0.2724775561,0.6550061643,0.0,1.6545581014,-0.023322907,0.6283293798,1.0306626163,16.069559934,87.335813254,0.1394443402,0.0,0.0,1.0,0.0,0.0,3.1198179392,6.0,0.0042964739,0.0684770417,1.7562627919,-0.489520811,-0.641079205,2019.7189702,0.0935761505,15.243704253,0.0198811398,0.0267920472,0.1348415413,0.1898263386,0.252937492,0.0032579521,3.0,0.0005590813,0.3091698475,0.0795565546,5.0,15.789893882,2.2319076445,0.0,0.0803858489,0.0438198888,0.0587693066,0.4050974183,5.6749171482,6.593305e-10,8.7430916e-09,1.3284664911,1.7648232179,-0.080908312,0.0778588729,-1.45290591,0.0317778285
38471,0.2085051519,0.090528402,-43.59603659,0.0,1.7631727562,2.773988002,0.1384068032,-0.219582968,0.3713475943,0.1805054152,-0.329747246,0.0618866477,23.0,0.1126440267,-0.043103448,-0.09181737,0.6194770463,0.0865751429,0.1385281385,-0.193294649,0.1262568324,-1.831241283,0.4772533506,0.0,1.306168945,0.2981796999,0.338766211,-0.389359898,396.85365854,11.92014652,0.0710072947,0.0,0.0,1.0,0.0,0.0,-2.554640481,5.0,0.0621716729,-0.176945445,-14.7117717,-0.24849864,-0.921826457,-1167.797328,0.0270140569,8.0078040354,-0.001689532,0.0055664495,0.3712890336,-0.093769069,0.0233892866,-0.010438118,0.0,-0.009482265,0.5869565217,0.0296781734,1.0,6.5113737896,0.1524683268,0.0,0.1428571492,0.0670306266,0.1675534779,1.2527441926,0.7974559517,9.38563e-05,10.500000199,0.6276007048,0.3938826447,4.0839570256,0.0967120418,-0.32352941,-0.235292824
