firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
68347,0.6290628705,0.0741660899,-2.093766814,0.0,0.7028369742,1.8965962796,0.0817182748,0.9078493221,0.8303882549,0.0320838753,3.0091082467,2.0,0.3369851033,1.1430894309,1.9581913488,0.2332426576,0.174772295,0.0958088423,0.7389724704,0.203243875,0.6444140453,0.0,1.556624424,0.8593564845,11.964544165,4.3474233615,0.2181347933,0.0,0.0,0.0,0.0,1.0,1.0487794121,4.0,0.0323594861,1.0037911471,-0.012683822,0.4449068995,-0.141222673,-36.84353767,0.0309805399,12.728807324,0.0196520215,0.0242752276,0.0498660695,0.2036318174,0.114005699,-0.033966879,1.0,-0.000374684,2.6277853059,0.0477124183,7.0,13.911677189,2.8765796072,0.0,0.0599999987,0.0328714672,0.034698404,0.5373374495,5.0939415367,1.0937797e-08,1.0462615e-08,2.504785815,6.2739519789,0.1169289183,0.0842226038,-0.251282055,0.0220971733
25567,0.2362911684,0.0620935599,31.4874197,0.0007671791,0.0807456022,0.6821181336,0.3435313263,0.1421661772,0.6583174987,0.0951068229,-0.314611315,2.0,0.0185468914,0.0,0.6038331454,0.5334377742,0.1531977444,0.0830612985,0.2679219209,0.4789915966,0.5901990321,0.0,3.9137055838,1.7482233503,30.462526767,12.816216216,0.7360540932,0.0,0.0,1.0,0.0,0.0,1.12515006,6.0,0.0136183538,-0.153726164,-0.683944362,0.5789558371,0.582875333,-98.5155169,0.1199816652,9.6729967638,-0.000450586,0.0299093898,0.0376349511,0.0182915864,0.3601868894,0.0355857056,0.0,0.0023121387,-0.58190616,0.0,5.0,9.0634052639,0.4482317171,0.0,0.0666666701,0.0386116655,0.03626479,1.5596012886,4.1660951905,8.1434427e-06,1.9090909517,-0.094141285,0.0088625815,0.8032043627,0.0441592793,0.2047618994,0.2317502147
25612,0.4659942426,0.0581449008,4.2177033493,0.0037796383,0.1210802734,1.1005339838,0.1662898996,0.0737942122,0.4807877814,0.0009237875,-0.105519481,2.0,-0.202186216,0.1089108911,0.1964737923,-1.112423636,-0.017487,0.2087988827,-0.111495177,0.1327991453,0.7130936517,0.0,4.9605325725,4.8654303376,10.892127012,3.2058635258,0.6584404456,1.0,0.0,0.0,0.0,1.0,0.6363247863,5.0,-0.040672578,-0.156529425,0.0125519046,-0.784397788,1.0301279074,-330.2234575,0.207869402,9.8506140629,-0.003293702,0.0200628837,0.0252758653,0.0351580203,0.0697833836,-0.013869155,0.0,-0.002957662,-0.291326742,-0.022727273,5.0,8.9761042752,0.2413899139,0.0,0.025641026,0.0157277782,0.0518368231,1.0829299859,0.6721652306,7.2227464e-07,0.9545455907,1.3641840717,1.8609981815,0.2114235066,0.0454967227,-0.111581366,0.0608353391
30744,0.867813038,0.0807702935,-9.214796024,0.0099474993,5.4686590006,7.7026802984,0.0431713511,0.3910248397,0.5339202486,0.0,0.4529908738,10.0,0.0556406139,0.0966666667,0.1375387667,-0.115756074,0.0349710372,0.1112102751,0.2762192182,0.0164309898,0.558201615,0.0,1.1411457949,0.6650677687,18.761027128,4.5366549825,0.070283362,0.0,0.0,1.0,1.0,0.0,2.5046803426,3.0,-0.039644289,-0.16877365,0.4143707,-1.288294984,-0.730420807,-341.2152075,0.207869402,9.6168049804,-0.009287727,0.0035666856,0.024671916,-0.357066662,0.0377508292,-0.137599228,3.0,-0.062852402,-0.254385965,-0.048924731,1.0,8.7618633733,0.4655620533,0.0,0.0612244904,0.0223989207,0.0123869029,0.91866762,1.4127701812,1.7004134e-06,6.0689787e-08,1.2912173489,1.6672422421,0.0105643388,0.0557189828,1.1904178642,0.0608353391
25735,0.0988105273,0.0107708158,37.965217391,0.0,0.3253722956,0.8825512784,-0.214544631,-0.202552439,0.5582512004,0.0557698012,-0.504280822,9.0,0.0569420035,-0.104166667,-0.041793777,-0.022256502,-0.010950649,0.4678362573,0.0458680819,0.1644591611,0.5424652195,0.0,1.4611398964,0.5820379965,81.939130435,4.9412690089,0.067735165,0.0,0.0,0.0,0.0,0.0,4.4953772741,3.0,-0.127344306,-0.197681833,-0.315947842,0.2448746772,-0.605733657,-215.5006655,0.0294676945,9.3936302098,-0.018069244,-0.033198883,-0.059427937,-0.011051794,0.0182221518,-0.046867224,0.0,-0.018919172,-0.422689935,-0.10192308,3.0,8.1757146944,0.3562798539,0.0,0.137931034,0.0573653907,0.072557665,1.5443220544,2.062359849,2.3345527e-06,6.0524388e-08,0.5366987561,0.2880455548,0.4587417058,0.0785853038,0.5807692379,0.108801998
53508,0.7118881522,0.1004998208,-3.124087128,0.0183075319,0.5730096791,1.6121094249,0.1125773015,0.1637283733,0.7267872337,-0.004202719,0.2068106673,10.0,0.0784947498,0.1430800089,0.2772949573,-0.052593516,0.0353967256,0.1884432774,0.163161116,0.1312227861,0.5163882942,0.0,2.4532185028,1.3708588844,24.845240363,4.9116565187,0.3035789424,1.0,0.0,1.0,0.0,1.0,1.2488721558,5.0,0.034026261,0.0037817251,0.0701414595,-0.090146773,-0.786685259,32.367955943,0.0309805399,12.233318094,0.0052527406,0.0255059547,0.0471741074,0.0500506453,0.0424144993,0.0016730371,1.0,0.0115021721,1.4104234528,0.0522606475,6.0,10.210360852,0.1028018626,0.0,0.0094339624,0.0085277452,0.0102220913,0.7469085923,0.4843537853,7.2494056e-08,0.9545456117,0.9670404007,0.9351671365,0.2269991898,0.0460549011,-0.3598971,0.0220971733
25743,0.8200688388,-0.740502988,-21.90473441,0.0,1.1061511498,3.4166860232,-0.271678884,-0.441902012,0.4628995154,0.0,-0.290112749,11.0,-0.206783145,-0.451648352,-0.256688717,0.1718542498,0.0013444396,0.39030837,-0.373060545,-0.566833229,0.5075849156,0.0,1.4121223287,0.8785924834,93.420323326,4.7008715863,-0.471595232,0.0,0.0,1.0,0.0,1.0,0.8036941197,3.0,-0.158440314,-0.432526936,0.2759412422,-0.031645664,-0.152369112,-253.6454524,0.0510165814,8.6415766187,0.0,-0.177029639,-0.347621622,-0.389467238,0.0189870642,-0.248787027,0.0,-0.366235367,1.2019469985,-0.062214473,4.0,9.6362206648,1.820301117,0.0,0.1176470593,0.0749477136,0.0972438992,1.3409725919,5.4847474596,6.3127405e-06,1.9224207e-08,2.734874513,7.4795386018,-0.151794088,0.098390784,-0.316190475,-0.061020564
65189,0.4908918248,0.0340401508,2.1331944488,0.0,0.2953733548,1.456759863,0.0444976472,0.4643459916,0.6419831224,0.0013824885,2.6622191011,2.0,0.3454307832,0.8072289157,0.7610407395,-0.631726292,-0.117508468,0.1439006574,0.6793248945,0.0758440914,0.6264278922,0.0,2.3793834297,0.9138728324,14.539287733,9.0404217926,0.2403976502,0.0,0.0,0.0,0.0,0.0,0.7554617676,3.0,-0.658084026,0.7080078099,-0.426467018,1.9715176963,0.6294177686,-60.34972581,0.4894653679,10.23077488,0.0054936306,0.0088936512,0.0176239516,0.4180330095,0.0507739275,-0.018838714,0.0,0.0034956624,-0.188888889,0.1105594188,7.0,9.7909485553,0.7549019608,0.0,0.125,0.0513520293,0.0477261048,0.9791311149,4.1301586309,3.4541056e-07,1.7036507e-08,1.7038746109,2.9031886895,-0.053582164,0.0665070287,1.233548395,0.0887990526
25786,0.8438071526,-0.066920032,-0.523510914,0.0,0.344067324,1.9093988833,-0.012797152,0.1254222622,0.2112059641,0.000630517,1.3646788991,4.0,0.1410395935,1.9882629108,1.2920848444,1.6033798452,-0.76715393,0.2123306608,0.2314246252,-0.072728676,0.6937557741,1.0,3.0470672316,1.4750625351,5.3205266249,13.465750031,-0.163168658,0.0,0.0,0.0,0.0,0.0,0.2449767415,1.0,-0.065936957,1.7360918843,-0.030229406,0.1284130222,-0.242533249,-552.5913612,0.0312775509,10.039429709,0.017141446,0.0641579181,0.0903186861,0.5941886853,0.2854227234,-0.001387931,2.0,0.0283157895,1.7195019554,-0.096603777,2.0,10.598348888,1.3765415429,0.0,0.1000000015,0.0525651803,0.0984385596,0.8758504839,4.8190518066,4.7984805e-07,1.2877739e-08,2.9828586346,8.8974456341,-0.012088003,0.097211072,-0.849549573,0.3294445231
63116,0.4608193331,0.0467712327,-0.468727769,0.0,1.2743562217,0.975496224,0.0608806085,0.3633755748,0.5123715376,0.0191684665,0.4624075228,10.0,0.0768380744,0.3143086817,0.266914534,0.1642990179,-0.099924062,0.2070734756,0.2279810001,0.1483286392,0.3268144364,0.0,1.4958080105,0.7960203559,31.109556557,3.5083839221,0.1090473088,0.0,0.0,0.0,1.0,0.0,1.4706307441,2.0,-0.035779694,0.1750103979,-0.18092736,0.4812550832,-0.451105817,-75.83466906,0.0309805399,11.312406841,-0.051885644,-0.019393052,-0.080132105,-0.015760938,0.02407008,-0.118728283,1.0,-0.115933226,4.8136798004,0.1729836036,3.0,10.986916404,0.6204904948,0.0,0.0370370373,0.0225772667,0.0329657687,0.6664593925,1.5133897513,1.544827e-07,5.1825479e-08,1.9353122795,3.7454336191,0.1037625018,0.0797400463,0.2485119094,0.0220971733
25823,0.4572404372,0.1006147541,6.5842911877,0.0079576503,0.4653346995,1.8827527322,0.154694047,0.1029315695,0.2382410583,0.0194986072,-0.033550858,10.0,0.0,-0.234991424,0.0046654881,-0.013488263,0.0200974202,0.1725007884,0.1081169361,0.2880507985,0.5813721171,0.0,1.8100693107,1.8100693107,105.60727969,3.3432591425,0.2914547488,0.0,0.0,1.0,0.0,0.0,0.5351164133,3.0,0.0376743128,-0.390049214,0.0353576127,0.850818144,0.5755995643,-405.4501101,0.191441564,10.227267981,-0.008655888,0.0213664231,0.0457259585,-0.055122951,0.0193240292,-0.031724007,0.0,0.0024931694,-0.074948264,-0.012658228,5.0,9.4988033894,0.3640782186,0.0,0.0571428575,0.0307213942,0.0244284889,0.989495466,0.6242736115,2.0362111e-06,1.1005271e-07,1.8375187731,3.3764752415,0.0210713876,0.050173966,0.1592439872,0.0608353391
26009,0.3283708094,0.0575458587,4.5332002801,0.0,0.2603913902,0.5611873194,0.1548239304,0.6579727876,0.7743484225,0.0366417254,1.9777928335,10.0,0.1103168349,0.2218045113,0.31267996,-0.369195127,-0.04452574,0.101088485,0.3128128128,0.2267965176,0.6629568654,0.0,3.5837156568,2.2453198334,4.776022409,3.5254321396,0.4043451108,0.0,0.0,1.0,1.0,0.0,0.9874575771,1.0,-0.039411083,0.0892952404,-0.195707698,-1.424563543,-0.225022602,-83.13124484,0.0422630468,11.984182215,-0.009409113,0.0116158114,0.0194191641,0.0088210354,0.0645978101,0.021471427,1.0,0.0013114754,1.5426132015,0.0002330998,6.0,11.586432632,0.7716014945,0.0,0.0454545468,0.0224068572,0.026694144,1.1091482491,2.7143567102,1.1757931e-07,3.0359595e-08,1.3584246807,1.8453176132,-0.01354485,0.0399971548,0.1277056207,-0.061020564
26084,0.5695954763,0.0654943143,1.0603366148,0.0031690797,0.360094451,2.5692226434,0.1465227459,0.3926094848,0.7645087727,0.0571286637,0.7643476937,5.0,0.0,0.5710919089,0.5360738567,0.0634196728,0.0171598801,0.2116093962,0.0569646763,0.2289180855,0.529970257,0.0,2.5621055651,2.5621055651,26.260082566,5.9401623447,0.3522220387,0.0,0.0,1.0,0.0,0.0,1.0790990749,5.0,-0.04212989,0.3056515923,0.1161531383,-1.264986829,0.5686490974,-320.7909575,0.207869402,11.569832597,0.0184293469,0.027196589,0.0459456678,0.1742013261,0.0652019214,0.0078833448,5.0,0.0069775513,0.592987675,-0.014279625,3.0,12.258294415,1.5693817609,0.0,0.0344827585,0.0159066491,0.0198710849,1.1992150731,6.252321568,5.71462e-08,1.5759711e-08,1.0210038329,1.0424488268,0.1362841706,0.0403353819,-0.220115333,0.0608353391
26140,0.1507444565,-0.108103232,3.8274426671,0.0,0.2751222711,0.4803274812,-0.539279588,0.8404715128,0.5104125737,0.2633165829,2.1260330579,2.0,-0.011896528,0.1489361702,1.6981613892,-4.023076923,-0.973061788,0.2089552239,0.0090373281,0.0513633481,0.798280316,0.0,1.6642023346,1.660311284,2.986433013,2.1589701676,-0.553329995,0.0,0.0,1.0,0.0,0.0,0.7127457197,1.0,0.2421666429,0.085261769,-0.162492242,-5.93676199,-1.077437332,-246.0895322,0.1431688632,8.4633967668,0.0,-0.177029639,-0.487866109,0.1047392123,0.3776686593,-0.002783594,0.0,-0.025912045,3.2815493544,-0.078411911,3.0,8.0830971005,0.8713889988,0.0,0.269230783,0.0889165857,0.1803607,0.7089340133,4.327652646,3.8456475e-06,2.1071337e-08,0.7820284528,0.611568501,0.8973965137,0.1242638147,-0.45999998,0.4038486187
60900,0.2470293906,0.0447655532,11.668738274,0.0,0.2580270881,0.521832071,0.1464171864,0.5420393201,0.8935120352,0.0105928463,1.129352117,10.0,0.059366276,0.2879684418,0.3907437405,-0.296417183,0.0087843688,0.2019797433,0.2393144035,0.1971453897,0.5689494593,0.0,2.52418867,2.0069647674,9.6647557501,3.0528487629,0.3927664174,0.0,0.0,1.0,1.0,0.0,1.3851951181,3.0,0.0140739582,0.148670158,-0.394717302,-0.353729947,0.515006903,855.81320594,0.0309805399,12.71808906,-0.046733029,-0.035974075,-0.079363788,-0.052120189,0.0098161947,-0.039505581,0.0,-0.074317943,-0.63750206,-0.054695064,5.0,13.042799201,1.0806975988,0.0,0.0729166642,0.0327396538,0.0490406619,0.6382333189,2.7394327544,2.1219498e-08,2.3873948e-08,2.0841013918,4.3434786111,0.0473390361,0.0634417633,0.3523588137,0.0220971733
26279,0.8006273365,-0.014854012,-4.776795724,0.0,0.7396043894,2.4311981075,0.0039231712,-0.242939703,0.1088807552,-0.189073227,-0.047159808,11.0,0.0,-0.125523013,-0.150339689,-0.031672752,-0.176803168,0.3299277051,-0.06879214,-0.363712817,0.5315416423,0.0,1.2653854159,1.2653854159,23.913646877,4.7483159829,0.2659530458,0.0,0.0,0.0,0.0,1.0,0.1668898925,1.0,0.011535608,-0.280580803,0.3787445121,0.7489471027,0.1587926928,-409.2151183,0.191441564,10.292958771,-0.007513003,0.0081374532,0.0134387959,-0.058161884,0.0660067686,0.0920627884,0.0,-0.015833828,0.4199173217,-0.054625046,6.0,10.081989323,1.0091902633,0.0,0.0238095243,0.0145612988,0.0193603071,0.6476029925,1.745157049,2.3751279e-07,3.4238667e-08,1.5313868819,2.345145782,0.1880068096,0.0544088322,0.1096018882,0.0608353391
26308,0.2297509389,-0.05059797,35.759419326,0.0,0.1925393643,0.6631802868,-0.096198041,0.0496680699,1.1708225389,-0.012979576,0.8361546824,2.0,0.0050952898,-0.124220374,-0.065021238,0.5551445083,0.0100029416,0.1245289483,0.2217454663,-0.227593759,0.4314741429,0.0,0.3778192788,0.2480965379,36.101950355,148.08363636,-0.10141277,0.0,1.0,0.0,0.0,0.0,1.5418012592,1.0,-1.979549013,-0.079981451,-0.554401371,106.76073819,0.0753820002,-31.56189938,0.143930359,9.8018423488,0.0022263601,-0.071682261,-0.117422584,-0.016154872,0.0435000578,-0.076820415,0.0,-0.041038586,-0.300089837,0.0681228777,4.0,10.064484387,0.8765336433,0.0,0.0714285746,0.0403087128,0.0665407511,1.4391093352,7.2840725636,4.7210158e-06,2.8636364042,0.2889805568,0.0835097622,1.4042660923,0.121073832,-0.786449894,-0.028324995
30760,1.1808860929,0.1703654129,-157.1342593,0.0,0.7314683443,6.1037076697,0.1374333053,0.1706981318,0.8365781711,-0.019528072,0.2165627783,10.0,0.1078093858,0.0128755365,0.2609724803,0.0600275109,0.1003075197,0.1488467342,0.2021632252,0.1439834025,0.5757999328,0.0,1.6027940344,0.8518029073,1024.25,13.19162231,0.4775831592,0.0,0.0,1.0,0.0,0.0,1.317219917,6.0,-0.002364239,0.0048714263,0.2311279857,-0.186899311,0.6030003761,-589.30301,0.0439818798,9.8923002069,0.0141112297,0.0369901038,0.0535511488,-0.214273162,0.0015536301,0.000637481,1.0,0.0194909974,0.7171717172,0.0612669513,3.0,8.4807885095,0.1652445961,0.0,0.0150375944,0.0112553025,0.0097694808,1.1043945775,0.5891810798,1.305073e-06,2.8636365595,0.5428048443,0.294637099,-0.123546793,0.0505559794,-0.764507439,0.2590311707
60425,0.6923076923,0.1483974359,-8.913865546,0.0,0.8425854701,2.2541025641,0.174705773,0.3502189808,0.6905885228,0.5,0.4212138687,10.0,0.1413055649,0.039971449,0.44448248,0.3962299434,0.0855221008,0.1545134183,0.2098080863,0.2728344137,0.5093522058,0.0,2.8606491106,1.7211827212,55.405462185,3.7818885782,0.2407002188,0.0,1.0,1.0,0.0,0.0,1.3741897466,5.0,-0.057138594,-0.110693304,0.4157887828,0.3228671162,-0.575813393,-121.6816181,0.1306978641,10.784410141,-0.000829256,0.0328095297,0.0650188362,0.0200979545,0.0173575871,0.0103784396,0.0,0.0076519735,1.3258706468,-0.024665846,4.0,10.192409481,0.4747578348,0.0,0.0298507456,0.0141242616,0.0156588932,0.734602787,0.7472164718,3.0638672e-07,8.1467246e-08,1.674735177,2.8047379132,-0.03737211,0.0497021054,-0.633934485,0.0084421365
63941,0.5952817893,0.0271791328,21.241008255,0.0,0.2665780289,0.1985812129,0.0204746968,0.1890156781,0.1862353259,0.0025563112,0.5790019067,3.0,0.0020022316,0.0884955752,-0.035778601,-0.704520927,-0.051729086,0.1109210992,0.1838025178,0.0711425621,0.5678925083,0.0,1.046207886,1.0274081037,16.732311321,1.4914595049,0.487616721,0.0,0.0,1.0,1.0,0.0,0.2252763857,1.0,1.9470344867,-0.024052049,0.024618924,-39.07273937,0.0133895046,-75.70186085,0.078266779,11.535921517,-0.003995065,-0.040279799,-0.057995482,-0.006059078,0.122254636,0.1892001934,0.0,-0.028343408,0.4903923785,0.1185383275,5.0,11.016495721,0.3939494998,0.0,0.0833333358,0.0574135633,0.0643700571,0.8905567033,2.9454387483,2.1918931e-07,4.1418414e-08,0.9052235599,0.8194296935,0.0852841334,0.0607220168,-0.636092278,-0.203162056
30779,1.0126997858,0.1518950462,-12.43034625,0.0293915105,0.5471279874,1.8008895187,0.0740428144,0.2184828038,0.396090001,-0.019409558,0.5138390983,10.0,0.0346746786,-0.158530184,0.0931583721,-0.165462318,-0.083268186,0.1762923197,0.0140410304,0.1072413089,0.4654667265,0.0,2.2755146964,1.1923863784,46.724409449,4.6450097847,0.4389999486,0.0,0.0,1.0,0.0,0.0,0.5169865741,3.0,-0.007986311,-0.291039455,0.4886212786,-1.834262624,1.805527749,-149.3738732,0.0422630468,11.508028494,0.0005610998,0.0113319076,0.0173511621,-0.039080657,0.0164990689,0.016543152,2.0,-0.000337765,-0.231994901,-0.008437091,5.0,11.39161622,0.8261205991,0.0,0.0483870953,0.017698777,0.0231459491,0.5917834232,2.7091998295,3.6661807e-08,2.192189e-08,0.5457157795,0.297805712,0.0989139663,0.0441043006,0.2176501308,-0.061020564
26578,1.2620653146,0.0908814774,-10.20665105,0.0,0.8282086664,7.8003940049,0.0171657382,-0.128369184,0.3940244926,0.0046296296,-0.330959058,9.0,0.0151280782,-0.153448276,-0.166150855,0.0732553059,0.0018379478,0.1929496907,-0.114820069,0.0877864879,0.5619234065,0.0,1.8464966833,1.5351368159,81.003604903,8.6338277108,0.1990658288,0.0,0.0,1.0,0.0,0.0,0.7806833822,4.0,-0.670401674,-0.194216871,0.4574723322,-0.753038984,-0.357440808,-710.2165766,0.0432569654,9.5956027728,0.0097275701,0.0032053316,0.0055785695,-0.710666771,0.0460690205,-0.013358014,1.0,-0.076926415,1.3580808081,0.0195165947,2.0,8.8284575041,0.4425170068,0.0,0.0350877196,0.0235453728,0.0187599517,1.3541723286,2.7189668207,4.0079575e-06,2.8636364166,1.0745723276,1.1547056873,-0.098169356,0.0490069279,0.2143962896,0.2590311707
41929,0.7523113561,0.1013336055,-1.85798127,0.0350411649,0.6909410084,2.3200775669,0.1090132538,0.0708077093,0.4207915044,0.8857901726,0.1325120615,10.0,0.0018078836,0.138121547,0.2581472148,-0.118916897,-0.085399247,0.1516260451,0.0974594197,0.0197781278,0.5223968238,0.0,1.4549228298,1.3736117538,12.040828001,8.11278081,0.3034682716,0.0,0.0,0.0,0.0,0.0,0.754974046,4.0,0.2936948132,0.0612367537,2.0337037638,49.436354234,0.4186006146,609.70933735,0.0960716179,13.890007454,-0.002052444,0.0183722757,0.0356831187,0.0587529856,0.0768486205,0.0367714576,1.0,0.0,0.5238323545,-0.013721863,4.0,13.136758765,0.5123257053,0.0,0.0375000015,0.023385595,0.0297962673,0.8373186974,2.8581928221,7.7420761e-09,2.780622e-08,1.0494538363,1.1013533544,0.2068676046,0.0352899222,0.1438079538,0.0336999683
26586,0.5361564516,0.1035608853,1.9511680845,0.0334207071,0.1686109177,0.8819766626,0.319032877,0.1278861479,0.4535614762,1.0011951825,0.0629810263,10.0,0.0116171857,-0.006688285,0.1970572743,0.2058986739,0.2841640136,0.081031125,0.1204125492,0.1499678896,0.6493459901,0.0,3.8082776418,2.860732482,5.5499417777,14.507651983,0.8319680178,0.0,0.0,0.0,0.0,0.0,0.6033196347,6.0,0.0075636128,-0.014692396,-0.413601656,-0.237473896,0.9003234106,179.52849003,0.0439818798,13.944603616,0.0082099604,0.0496511585,0.0671188037,0.0103391948,0.2021283314,0.0172963202,3.0,0.0011557789,0.9688700382,0.0365432086,4.0,12.633152464,0.2190638011,0.0,0.0147783253,0.0072785428,0.0109020915,0.8322144752,1.1095843383,7.6124493e-09,8.806928e-08,0.6658828339,0.4433999485,-0.225715493,0.0279053575,-0.437489593,0.2590311707
26650,0.5328210351,0.0472178502,4.215134459,0.0171465605,0.1252291454,0.3679103787,0.1332097199,0.1764043828,0.176503691,0.0,1.1957792208,10.0,0.0039545531,0.0,0.2895249221,-0.138688767,-0.026915403,0.068783363,0.1456188553,0.0606730805,0.5020265068,0.0,2.5909664396,2.1408024224,4.1419637273,5.8062536528,0.7694808493,0.0,0.0,1.0,0.0,0.0,0.195731505,2.0,-0.049442875,0.0211009693,-0.271227128,0.5824285321,0.8135328556,-37.48180312,0.1471915854,11.212684863,0.0270145534,0.0473287118,0.0561834887,0.0483844089,0.0938323956,0.0065534172,3.0,0.0207758541,-0.166666667,-0.027027028,5.0,8.6364418192,0.0611363145,0.0,0.0515463911,0.0316711088,0.0422473698,0.919838442,0.5433516364,1.418248e-06,11.454545792,0.1839166742,0.0338253431,0.9729731647,0.0304499596,0.3366995109,-0.028324995
23229,2.8943490582,0.2847222222,-39.63685959,0.1608681495,14.314475948,7.94393576,0.0528168044,0.087670823,0.0948836674,0.013231318,0.1322165931,10.0,0.0072846043,-0.067532671,0.0880660352,0.2351388099,0.1033830404,0.0537680357,-0.360567713,0.0083234077,0.2967947277,0.0,0.8140745133,0.5021815871,25.211906339,7.1689831586,0.0776484194,0.0,0.0,0.0,0.0,0.0,0.160569314,3.0,-0.070973778,-0.112540943,-247.5838965,1.8218267066,-0.756867068,-238.6594662,0.0095336956,13.737205714,0.0007214169,0.0008580223,0.0022642299,-0.014090292,0.0349743254,0.0507254902,0.0,-0.366235367,0.0418748653,-0.07720058,1.0,12.868309486,0.6157762259,0.0,0.1323529482,0.0384784099,0.0463106446,0.7502282102,2.496772967,1.1216142e-08,2.5249681e-08,1.4745708572,2.174359213,0.1549295227,0.0571512748,0.1391524384,0.2891077301
26711,0.8772605265,0.1291435078,-7.501070384,0.069755714,2.8909795841,1.4071740368,0.095879479,0.1408454324,0.1246498779,0.0204516404,0.1603015557,6.0,0.0024906675,0.0122807018,0.148512047,-0.068731673,-0.007159106,0.018365935,0.1440704099,0.0969325486,0.5334953656,0.0,0.8880277739,0.7469490812,6.7748538012,7.2365867262,0.0691661697,0.0,0.0,1.0,1.0,0.0,0.3424642673,3.0,-0.028489228,-0.03272757,-252.3102021,2.7678314718,0.1913393408,-599.8563412,0.0095336956,11.440970174,0.0013380023,0.0096701179,0.0409567652,0.007550842,0.0353831042,-0.06324132,1.0,0.0028096156,-0.965109382,0.0319298822,2.0,9.8381353671,0.3666282495,0.0,0.0293040294,0.0179138363,0.0205282569,1.4775974995,3.4991873042,5.3472539e-07,4.2863937e-08,0.5958848761,0.3550787856,-0.118318118,0.0319718907,-0.069692902,0.2891077301
64928,-0.191006132,0.1536973441,-4.159627362,0.026867253,5.9833641259,6.2483520944,0.0925284496,0.1896727718,0.1940927805,0.0110243249,0.1157619198,10.0,0.0034527914,0.6129032258,0.0650440033,-1.002286575,-3.362990682,0.1055446394,0.041246808,-0.331300642,0.5918616763,0.0,1.8582567832,1.7110869719,7.7959237361,6.7897287266,0.090429256,0.0,0.0,1.0,0.0,0.0,-0.620012066,3.0,0.2091857883,0.4053853206,-1.286055034,0.1027744338,-0.238341538,-51.46107694,0.0615020066,12.698007074,0.0152627313,0.0171511398,-0.473363488,0.4957326866,0.199370542,-0.003040566,1.0,0.0360656812,0.0826908171,-0.085610768,2.0,11.632543483,0.2283917191,0.0,0.0185185187,0.0083836904,0.0124430438,0.8046757929,0.4962664759,4.3560548e-08,1.3810007e-07,0.814326839,0.6631282007,5.6546111709,0.0858865561,-0.440778001,0.1236794038
30840,0.9536252204,0.1830348607,-8.544208665,0.0,0.7489643745,2.895970089,0.0846130142,-0.002960788,0.4831807325,0.0,-0.200761697,10.0,0.0386469819,0.0602941176,0.3489481288,0.4183330269,-0.061405863,0.1670103093,0.1222382564,0.2375937362,0.5781789734,0.0,2.7661590119,1.4790742295,60.266136163,6.4085182399,0.3518294527,0.0,0.0,1.0,0.0,0.0,1.000055139,5.0,0.0391453216,-0.079004166,0.3118785276,-0.238859498,0.7483814872,-186.7825441,0.0309805399,10.443199422,-0.006637428,0.0261847427,0.0497556641,-0.002894533,0.01873715,0.0215121467,1.0,-0.011020148,0.2012987013,0.0265682042,4.0,9.8922243603,0.6196581197,0.0,0.0358974375,0.0162484049,0.0161590895,0.6738035677,1.2134375158,1.7162933e-07,5.0612895e-08,1.3213753016,1.7460326876,0.3972675571,0.0624959258,0.1074978435,0.0220971733
27028,0.5040288069,0.2836752146,1.1710739312,0.0742050262,0.5027567207,2.1469987594,0.4434402332,0.5229848193,0.7265341031,-0.056666667,0.6421975993,2.0,0.0283050847,-0.196969697,0.2941978359,0.2365898209,0.5555571995,0.1172360248,0.1009193928,0.4201513341,0.3551154008,0.0,1.1963605586,0.9102835379,57.756653992,8.9934872706,0.7541499214,0.0,0.0,0.0,0.0,0.0,1.3217841497,4.0,0.0493069597,-0.265028145,-0.48510519,-0.624973193,0.6365175005,-340.7061799,0.0601175357,9.7054176388,0.0021602514,0.0365122616,0.0708619778,-0.064929382,0.0261348006,-0.984469466,0.0,0.0042402862,2.2211640212,0.1066504456,5.0,8.1432267504,0.3630222222,0.0,0.1000000015,0.0464477143,0.0448386435,1.2281925635,3.1114999641,2.293735e-06,0.9545454813,1.5130141282,2.2892117523,-0.078084363,0.0581196814,0.2492656418,0.3550642566
