firms,nincr,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42
10006.0,0.0,-0.89799581,-0.007550378,0.5748031496062993,0.4705882352941177,0.4492753623188406,0.4981273408239701,0.4705882352941177,0.5686274509803921,0.5810276679841897,0.486988847583643,0.5267175572519085,0.5748031496062993,0.6129032258064515,0.556420233463035,0.6194331983805668,0.7543859649122806,0.6194331983805668,0.5037593984962405,0.36986301369863,0.4705882352941177,0.3513513513513513,0.3513513513513513,0.2232415902140672,0.2987012987012987,0.3605442176870748,0.3937282229965158,0.2232415902140672,0.1695906432748537,0.1235955056179776,0.0389610389610388,0.092896174863388,0.0204081632653061,0.0025062656641603,-0.0196078431372549,0.0869565217391303,0.0471204188481675,0.1730205278592376,0.1730205278592376,0.3422818791946309,0.3986013986013985,0.5267175572519085,0.5151515151515151,0.6129032258064515,0.5686274509803921
15763.0,2.0,0.2342095154,0.0287670465,0.072,0.0075187969924812,0.0229007633587785,0.0075187969924812,0.046875,0.0307692307692306,-0.0496453900709219,-0.0074074074074074,0.0229007633587785,-0.0428571428571428,-0.0147058823529411,0.1452991452991452,0.1260504201680672,0.1355932203389831,0.089430894308943,0.046875,-0.0694444444444444,-0.0694444444444444,-0.1464968152866241,-0.2947368421052632,-0.3963963963963963,-0.3495145631067961,-0.3936651583710407,-0.3056994818652849,-0.2429378531073446,-0.2342857142857143,-0.2834224598930481,-0.3333333333333333,-0.3299999999999999,-0.3588516746411483,-0.2596685082872928,-0.2342857142857143,-0.2386363636363636,-0.2555555555555555,-0.1624999999999999,-0.1464968152866241,-0.2023809523809523,0.0229007633587785,0.0551181102362203,0.1551724137931034,0.2884615384615385,0.3535353535353536
21020.0,2.0,0.5398668666,0.0557067879,-0.1129032258064516,-0.1634980988593155,-0.2691029900332226,0.042654028436019,0.0091743119266054,0.0526315789473683,0.2865497076023391,0.264367816091954,0.1111111111111111,0.2865497076023391,0.5827338129496402,0.9642857142857142,0.5277777777777777,0.8803418803418803,0.5492957746478873,0.746031746031746,0.9298245614035088,1.018348623853211,1.2000000000000002,1.5882352941176472,1.5,1.0,1.0754716981132075,1.0370370370370372,0.8644067796610169,0.8487394957983194,0.5942028985507246,0.3496932515337423,0.5827338129496402,0.8644067796610169,1.3404255319148937,1.7848101265822789,2.055555555555556,1.9729729729729728,2.055555555555556,2.333333333333333,2.0136986301369864,1.933333333333333,2.492063492063492,2.283582089552239,2.6065573770491803,2.142857142857143
28636.0,1.0,0.2717219589,0.077235532,0.0917431192660549,0.3522727272727273,0.5063291139240507,0.5454545454545454,1.2884615384615383,1.4791666666666663,1.7674418604651163,3.1034482758620694,3.4074074074074074,2.966666666666667,4.173913043478261,3.4074074074074074,3.25,3.4074074074074074,3.1034482758620694,2.606060606060606,2.606060606060606,2.71875,2.5,2.305555555555556,2.5,2.305555555555556,1.975,2.606060606060606,1.7045454545454546,1.4791666666666663,1.3333333333333337,1.3333333333333337,1.1636363636363636,1.0517241379310347,0.9833333333333334,1.087719298245614,1.0169491525423728,0.676056338028169,0.75,0.676056338028169,0.5657894736842106,0.4512195121951219,0.4512195121951219,0.6301369863013699,0.676056338028169,0.859375
28652.0,0.0,1.3076923077,0.0,-0.2307692307692307,-0.2857142857142857,-0.3333333333333333,-0.375,-0.2307692307692307,-0.2857142857142857,-0.1304347826086956,0.0526315789473683,-0.0476190476190476,-0.1666666666666666,-0.0909090909090909,0.25,0.0526315789473683,0.4285714285714286,1.2222222222222223,0.6666666666666667,0.8181818181818181,1.2222222222222223,1.2222222222222223,1.0,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.0,0.8181818181818181,0.6666666666666667,0.5384615384615385,0.5384615384615385,0.25,0.5384615384615385,0.6666666666666667,0.3333333333333332,0.4285714285714286,0.25,0.1111111111111111,0.1111111111111111,0.3333333333333332,0.3333333333333332,0.5384615384615385,0.5384615384615385,0.6666666666666667,0.5384615384615385
56899.0,2.0,-0.319783198,-0.077226313,0.0574162679425838,0.0833333333333332,-0.3556851311953353,-0.0867768595041322,-0.0753138075313807,0.0625,0.0625,0.1391752577319587,0.2848837209302326,0.2142857142857142,0.5673758865248226,0.8114754098360655,0.556338028169014,0.7265625,0.6370370370370371,0.5785714285714285,0.4076433121019107,0.4932432432432432,0.5241379310344827,0.9732142857142858,0.9909909909909912,0.8728813559322033,0.753968253968254,1.0275229357798166,0.5241379310344827,0.1631578947368421,-0.1904761904761904,-0.2021660649819494,-0.1814814814814814,-0.221830985915493,-0.123015873015873,-0.0474137931034482,-0.0942622950819672,-0.3721590909090909,-0.2633333333333333,-0.123015873015873,-0.1628787878787878,-0.1333333333333333,0.0523809523809524,0.0728155339805824,0.1275510204081633,0.1818181818181818
27991.0,2.0,0.5173678313,-0.005017725,-0.0153846153846153,-0.0351758793969849,-0.005181347150259,-0.0495049504950495,-0.04,-0.0153846153846153,-0.04,-0.0253807106598984,-0.0153846153846153,0.0434782608695651,0.0607734806629833,0.0549450549450549,0.0491803278688525,0.2307692307692308,0.1636363636363635,0.1779141104294479,0.1851851851851851,0.1566265060240963,0.2229299363057324,0.2972972972972973,0.2387096774193549,0.2549019607843137,0.3913043478260869,0.411764705882353,0.3913043478260869,0.4222222222222223,0.411764705882353,0.4436090225563909,0.5238095238095237,0.4436090225563909,0.465648854961832,0.4328358208955223,0.3617021276595744,0.5118110236220472,0.4436090225563909,0.4014598540145986,0.3426573426573427,0.3061224489795917,0.263157894736842,0.3150684931506848,0.411764705882353,0.5737704918032787
20482.0,0.0,0.2751347033,0.0169793912,0.0292553191489362,-0.0051413881748072,0.0051948051948051,0.1152737752161383,0.0403225806451612,0.125,0.205607476635514,0.1981424148606811,0.2483870967741934,0.2647058823529411,0.2986577181208054,0.3870967741935485,0.3821428571428571,0.6058091286307055,0.6899563318777293,0.6753246753246753,0.5860655737704918,0.6681034482758621,0.682608695652174,0.6681034482758621,0.7916666666666667,0.6329113924050633,0.72,0.8605769230769231,0.8516746411483254,0.7432432432432432,0.5357142857142858,-0.1322869955156951,-0.1623376623376623,-0.1937499999999999,-0.1920668058455115,-0.1204545454545454,-0.1438053097345132,-0.0957943925233645,-0.0276381909547738,-0.0606796116504854,0.010443864229765,0.0051948051948051,0.1483679525222552,0.1348973607038124,0.205607476635514,0.3208191126279864
10057.0,0.0,-0.770357352,0.0281841136,-0.0421052631578947,0.0224719101123596,-0.1078431372549019,0.0055248618784531,0.1234567901234569,0.1666666666666667,0.2380952380952381,0.2133333333333333,0.2551724137931035,0.2816901408450705,0.2214765100671141,0.205298013245033,0.1097560975609757,0.2816901408450705,0.2907801418439717,0.1446540880503144,0.0282485875706215,0.058139534883721,0.0340909090909091,-0.0108695652173913,0.0769230769230768,0.1446540880503144,0.2133333333333333,0.1741935483870966,0.0340909090909091,-0.0618556701030927,-0.1574074074074074,-0.225531914893617,-0.1689497716894977,-0.0990099009900989,-0.0808080808080807,-0.0990099009900989,-0.1078431372549019,-0.1165048543689319,-0.0899999999999999,-0.2288135593220338,-0.2155172413793104,-0.1574074074074074,-0.0618556701030927,-0.0520833333333333,0.1234567901234569,-0.0520833333333333
28695.0,0.0,3.9275700935,0.0657004844,-0.1475409836065574,0.3,-0.087719298245614,-0.1333333333333333,-0.1475409836065574,-0.2972972972972972,0.0833333333333332,0.5294117647058822,1.8888888888888888,1.2608695652173911,2.0588235294117645,2.25,2.25,1.736842105263158,1.6,2.0588235294117645,2.0588235294117645,3.333333333333333,2.25,1.8888888888888888,3.727272727272728,3.333333333333333,3.0,2.7142857142857144,2.0588235294117645,1.6,1.8888888888888888,2.25,2.25,2.466666666666667,2.0588235294117645,1.8888888888888888,2.7142857142857144,3.727272727272728,2.7142857142857144,2.7142857142857144,3.333333333333333,3.333333333333333,3.333333333333333,3.727272727272728,3.727272727272728,3.727272727272728
