firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
91556,0.2444489751,0.0754342846,14.535462754,0.0059230625,0.2294172134,1.2770107285,0.2864782624,0.1189956299,0.9107111989,0.9426335847,0.0805631588,0.0756975604,13.0,0.0645985383,0.1471756547,0.1768731396,0.0347982412,0.1511862486,0.0129226276,0.1224362299,0.1576375352,0.5431229902,0.0,1.5395526122,0.0674395351,0.2458686748,35.279887882,191.704,0.4315263546,0.0,0.0,0.0,0.0,0.0,1.8263852355,7.0,0.0054461005,0.0274320121,-0.60612977,-0.48612013,0.114243057,804.99934744,0.0555419562,14.555296662,0.002919679,0.0425702115,0.0843386976,0.0233188103,0.0398294802,0.0488137828,1.0,4.51709e-05,-0.301882051,0.0326959696,5.0,15.46056539,2.7501764804,0.0,0.0427350439,0.0208730773,0.0325150375,0.4710503588,4.6251798892,7.863897e-10,1.0438833e-08,1.2383302739,1.5334618672,0.3337073858,0.064276588,0.3357646513,0.170778927
68065,0.7756043862,0.0780130742,-0.497011401,0.0,0.3120679589,2.2707427298,0.123306174,0.112399686,1.0715212481,-0.010264508,0.150404157,0.1078494336,15.0,0.0361706161,0.078125,0.1133525825,0.0315828914,0.0224303258,-0.172601357,0.1095164106,0.0978075329,0.4973774875,0.0,3.6489063801,-0.108019734,0.3267236812,244.49072513,191.704,0.2889515371,0.0,0.0,1.0,0.0,0.0,1.4710589904,6.0,-0.006792055,-0.041618643,-0.074974359,0.6667441015,0.1463949303,-688.4548803,0.0555419562,10.593923248,0.0016712389,0.0122916853,0.0187068229,0.0431330593,0.0064823283,-0.026717697,0.0,0.0,-0.634006938,0.0047355234,7.0,10.860344246,1.1008543447,0.0,0.0857142881,0.0433456043,0.0500831678,1.6855552195,12.043825374,1.1874647e-06,2.2105263358,0.2735670738,0.0748389439,0.8715520814,0.0462272395,-0.31529374,0.170778927
39773,0.474176688,0.0246892095,2.8148346419,0.0,0.2564289982,1.17967549,0.0333174504,0.0691341256,0.5471646859,0.0152538679,0.0837501226,0.0885006062,24.0,-0.001083104,0.606361829,0.0515222967,-0.024236819,0.1198967742,0.1481024438,0.1088624788,0.0613930297,0.4986732834,0.0,1.1233427079,-0.056086214,0.9558055444,12.095883892,81.082934609,0.3188064759,0.0,0.0,1.0,0.0,0.0,0.8369604737,4.0,0.067463697,0.2025642088,-0.000677242,57.61746514,0.0807778644,-1876.893413,0.1460102984,10.171757421,0.0115394533,0.0319507083,0.0492292635,0.0346948336,0.110742975,-0.009597892,2.0,-0.013751001,0.0852713178,0.0005285405,4.0,8.4808144361,0.2125105146,0.0,0.1190476194,0.0436772333,0.0206282619,1.0552986634,0.6340665999,3.353237e-06,1.105263364,0.632346568,0.399862182,-0.520498492,0.0526577256,0.3950248779,-0.258540467
50948,0.1656341238,0.0447288798,12.723886738,0.0,0.0377987973,0.3115294816,0.4824744486,0.6120782807,1.2415416016,1.32383759,0.2273934862,0.0489196556,24.0,0.0629159772,0.1650099404,0.5723964945,0.2093941182,0.2167122218,0.0500872532,0.2562132309,0.736261991,0.6945981232,0.0,4.3206333896,0.142339766,2.9525761595,4.9761858664,7.4922023029,1.5493219066,0.0,0.0,0.0,0.0,1.0,1.6411917921,7.0,0.0027803035,0.0052573506,2.4021386856,0.4267377082,0.085008379,-869.9397993,0.0430702538,13.042275794,-0.027767832,0.0112179058,0.0136362157,0.0058115791,0.3232688507,-0.053059038,0.0,0.0,-0.025755974,0.0083121285,7.0,13.472056052,2.8627309025,0.0,0.0692640692,0.0523911154,0.0661824558,0.7832700359,16.038270685,7.4529061e-09,5.7387808e-09,1.8008093514,3.2429143201,0.0134423006,0.1027096434,1.3419157885,-0.049011943
70376,-0.054230797,-0.156876142,4.1336750463,0.0,2.8863084014,5.3491772957,0.0470704983,-0.137056089,0.2379193153,0.002270007,-0.119910951,0.3045930129,23.0,-0.008428117,-0.131578947,0.1144101806,-0.166194104,0.1206390237,0.4692392251,-0.135329369,-1.788437709,0.434301913,0.0,0.7774162,0.5258967175,0.5539708228,102.74888195,104.86367551,0.0258565904,0.0,0.0,1.0,1.0,0.0,6.7745424293,4.0,-0.795386784,-0.348442319,22.573009345,-0.807202399,-1.114772854,-292.0353476,0.082228137,11.646824056,0.0515416048,-0.132695181,0.3222238608,-0.128756626,0.0344783679,-0.117774208,0.0,-0.00627451,1.3577889447,-0.001503766,3.0,12.193880814,1.2765225834,0.0,0.1000000015,0.0562333715,0.0870697264,0.5442008061,1.3525270085,1.6309576e-07,4.9853209e-08,1.3233812291,1.7513378776,-0.06124282,0.0833014437,0.4865047406,-0.097588999
70923,0.3166236748,0.0468344484,7.6635500314,0.0,0.6337867351,3.3919384452,0.1201448897,0.0888125041,0.3894623885,1.0009061834,0.0506958742,0.0855447865,23.0,-0.00362211,0.1257142857,-0.000818734,0.2085722563,0.0895768921,0.0673589903,0.0881322758,0.1740697137,0.517925411,0.0,2.0287891718,0.3462145956,1.0384107012,63.901424275,24.776841714,0.135705894,0.0,1.0,1.0,0.0,0.0,1.1486474181,6.0,-0.004869716,0.0808343879,-0.225108064,0.4453319075,0.1010369529,-2154.13058,0.0364518986,13.835211679,-0.005096793,-0.004913971,-0.014750284,-0.055120351,0.0307528715,0.1068961812,0.0,0.0013639875,0.8302653484,-0.087404473,5.0,14.519916619,1.3942673573,0.0,0.0595533513,0.0265998514,0.0457553905,0.3733276713,1.7318032685,4.4886965e-09,2.7698099e-08,1.0351069419,1.0714463813,-0.032338591,0.0600704733,0.862993393,-0.022380675
42585,0.4221526148,0.0507795208,8.4373252659,0.0214570997,0.1478009843,0.7899912039,0.1432720754,0.060295291,0.5682389357,-0.002259655,0.1390366271,0.0852765689,24.0,0.0236115982,0.0256410256,0.0421561292,-0.010772573,0.1306762041,-0.004909649,0.0728325532,0.0352391817,0.5020178419,0.0,2.373451119,-0.042278588,1.1547820966,15.499287359,11.603792169,0.5549482077,0.0,0.0,0.0,0.0,0.0,0.7485602502,4.0,0.000198771,-0.019238872,-0.119579124,0.9464646093,0.1007687353,-2578.51658,0.0364518986,12.743399002,0.0004159106,0.0255311013,0.0344698637,0.0044971838,0.0167279455,0.0683568343,2.0,0.0,-0.514977307,0.0086647514,6.0,11.655942972,0.3041057277,0.0,0.0135501353,0.010542172,0.0092372222,0.5874439935,1.0416317757,2.32922e-08,7.4540715e-08,0.625197776,0.3908722591,-0.283753571,0.0379251575,0.2835571201,-0.022380675
82804,0.3984056967,0.0566225379,-0.983420801,0.0,0.6939720236,1.5524612092,0.0768554795,0.4090097808,0.7016253778,0.0822716807,0.4895453825,0.0255530189,3.0,0.0932341523,0.9782016349,0.5871923041,0.1474079195,0.7751313485,0.6280935087,0.188096428,0.2877333174,0.4346351675,0.0,1.0261577806,-0.16268176,0.6966976149,18.348233755,4.5795689561,0.168039958,0.0,0.0,1.0,0.0,0.0,1.7204961536,6.0,-10.08587823,0.1443281355,0.1724019896,55.49364712,0.0911934972,-857.255465,0.0519717294,11.708375054,0.0114424326,0.0197840574,0.0536769819,0.0768175031,0.3555332999,-0.012393591,6.0,0.0,0.601603409,0.3316878118,3.0,12.071683742,1.8551711446,0.0,0.0822784826,0.0477942285,0.060116707,0.7621815109,6.728315892,4.9179842e-08,1.1999975e-08,1.714544727,2.9396636209,-0.027370333,0.1103260263,1.5842126995,0.251242177
72005,0.3054190356,0.0606441944,33.552327501,0.0125698789,0.5481218926,1.1958869567,0.1408978157,0.2417047342,0.3193106312,0.003030303,0.3049811684,0.1151128768,19.0,0.0057737166,0.1805555556,0.2845728099,0.0948880719,0.0892688734,0.3909033796,0.0992005814,0.1423017038,0.4429197415,0.0,1.8208961019,0.0499382659,1.0980742351,82.983657973,6.7686580226,0.1820290482,0.0,0.0,1.0,0.0,0.0,0.7462520575,7.0,-0.634138851,-1.770962514,0.7300992116,-0.549892357,0.044300208,-262.6467194,0.0930487348,13.363858504,0.0066629318,0.0168128001,0.0612950794,0.1060840977,0.0156993259,-0.191850222,3.0,0.0005263158,2.7876248791,-0.003392119,4.0,12.060760705,0.2756479248,0.0,0.0212765951,0.0151496316,0.01925007,0.7593054259,0.8893120566,1.8420325e-08,1.0039548e-07,0.6589685807,0.4342395904,-0.319915549,0.0420631908,0.5565116807,-0.118869817
72961,0.6464671339,-0.017973701,-15.71962867,0.013984915,0.9057357613,1.381681354,0.0357635005,0.0937426056,0.1280580816,0.0022342995,0.0974251182,-0.014765572,22.0,-0.15820803,-0.24882148,-0.060755871,-0.178674103,0.2296509249,0.0793322396,-0.351943789,0.0886245788,0.2960475138,0.0,1.9743836528,-0.350284101,1.4303809629,58.726181071,6.0261358785,0.0113701601,0.0,0.0,0.0,0.0,0.0,0.2738176469,3.0,-0.047635386,-0.422538464,-2.448875405,-1.482648255,-1.253746509,-2399.557608,0.0791407986,12.364639275,0.0012604328,0.0090617049,0.0178847002,0.1571507248,0.2229713905,0.0655318139,0.0,-0.002941176,0.2480283877,-0.073381906,1.0,12.511506761,1.5269916143,0.0,0.0634920672,0.0392106781,0.0568756631,0.8424684205,8.4930313879,2.8845658e-08,1.3608651e-08,0.8622294629,0.7434396467,0.398171659,0.052901195,0.112377262,-0.093285669
73796,0.4011111905,0.0028569173,9.4695945946,0.0,1.0077099176,1.3432924468,0.0569860883,0.0627240143,0.3987341772,0.0267949158,0.0541067665,0.0335311874,24.0,0.0684050193,0.1345454545,0.0984384606,0.0699343126,0.2158765025,0.0839858627,0.1310965927,0.085007728,0.4095181975,0.0,1.5380408163,0.456975167,0.7905306122,80.482882883,6.5814056284,0.1112744648,0.0,0.0,1.0,0.0,0.0,1.1810786627,6.0,3.1024822794,0.014554997,0.4693193271,-0.088230151,0.0975583877,-789.0880671,0.0535467671,9.7081111509,0.0078943787,-0.009106114,-0.032500553,-0.03398228,0.0118470767,-0.015083062,1.0,-0.008089888,-0.873724739,0.0393731985,3.0,10.278046618,1.3550651956,0.0,0.073170729,0.0504407312,0.0679494335,1.2749205443,2.8809154432,3.4767313e-06,6.3275034e-08,1.1303161904,1.2776146903,-0.422557391,0.0954037633,-0.188888888,-0.121018465
74230,0.1663068502,0.0371656106,179.54174312,0.0154869704,0.4168979773,0.2996450558,0.153271452,0.0860470755,0.2405040987,0.0027812487,0.0543036827,0.0986749885,16.0,0.0,0.0860144452,0.213941131,-0.069099207,0.1933968448,0.0269813638,0.0769491428,0.1662999207,0.1915530721,0.0,1.7156374502,0.181094256,1.7156374502,94.037003058,17.672471264,0.1976799981,0.0,0.0,0.0,0.0,0.0,0.9397261023,7.0,-0.274789155,-0.399735637,0.0396811911,-1.120663265,0.1210876215,-4091.193026,0.035532534,14.599538464,-3.3561e-05,0.0088399657,0.0523374339,0.0155990418,0.0027629287,-0.005575222,0.0,-0.000521173,2.5845554735,-0.100406518,5.0,14.993004823,1.308849403,0.0,0.1734693944,0.0463258518,0.0469895666,0.889696932,7.1709116109,2.1302877e-09,1.5380236e-08,0.835608627,0.6982417775,0.1165568037,0.0338861858,0.9889798356,0.2498783926
75345,0.3981042748,-0.085776784,5.6836845422,0.0,0.068486018,0.5177855443,-0.238158446,-0.223993071,0.1065829363,0.0021584952,-0.421469424,-0.045570544,15.0,-0.141972298,-0.189655172,-0.078420467,1.0890413822,0.1311594203,0.4680316206,-0.184625379,-0.175582399,0.5759318004,0.0,4.5011406844,0.0341749495,3.3897338403,5.5172031077,3.9057159694,-0.817168339,0.0,0.0,0.0,0.0,0.0,0.1327113891,4.0,0.0388694354,-0.323497169,-14.52217258,-0.736320472,-1.029283649,-1135.260891,0.0270140569,8.9658853995,0.0,-0.053809101,-0.062216034,-0.149981955,0.1683812227,-0.000300294,1.0,-0.020288922,-0.740184394,0.107843142,2.0,7.7362525099,0.2684575542,0.0,0.1599999964,0.09535294,0.1163780356,0.9723078643,0.7945105161,1.30271e-05,1.0700542e-07,1.2166332935,1.480196571,1.5834864537,0.2294544223,0.6439393944,-0.060791323
76081,0.4498550508,0.063126302,2.1423363847,0.003183167,0.2466043066,2.3291148098,0.2004822557,0.2515777714,0.4975521878,0.5054648164,0.4812997322,0.1312682077,15.0,0.0325808547,0.1261077028,0.1459959804,0.102312773,0.2504586104,-0.098663409,0.0492136001,0.1535136037,0.6118271061,0.0,2.3295469785,-0.105944021,1.4347960196,16.438482036,12.311186044,0.3744839106,0.0,0.0,0.0,0.0,0.0,0.7078784844,4.0,-0.049787618,-0.052976327,-0.10855743,-0.710946715,0.0465231016,-3722.146617,0.0798490138,12.61686852,-0.001199048,0.0216922498,0.0318228961,0.0899814254,0.2034386231,-0.001374503,0.0,-0.000698254,1.6707317073,0.10303484,5.0,11.548640039,0.245794009,0.0,0.0917874426,0.0304938368,0.0264841815,0.9432537546,0.6936081231,7.4457433e-08,1.4553874e-07,0.7231281641,0.5229143418,-0.025541735,0.0424552938,0.4310882142,-0.093285669
60580,0.4628139934,0.0700622122,412.75,0.0111192193,0.8069225488,2.029618307,0.119898553,0.3315850804,0.8559542905,0.0130485372,0.4841375172,0.1609600066,23.0,0.0515040427,0.1914634146,0.1278682126,0.0320222629,0.2642487933,0.0734289178,0.19842939,0.1292147195,0.5069137378,0.0,1.9847708266,0.0186357804,1.3115169047,1398.347541,4.0812591169,0.1914970708,0.0,0.0,0.0,0.0,0.0,1.8959108851,5.0,0.0650253346,0.0576214178,-14.45746286,0.4333915012,-0.822753098,-652.5831405,0.0270140569,12.83569246,-0.011576379,-0.002681221,-0.009001703,0.1195234419,0.0033598804,-0.010575738,0.0,-0.000829493,-0.076272257,-0.041511689,6.0,13.035848604,0.9682355669,0.0,0.0533049032,0.0219728122,0.0255293286,0.7013291399,4.7567722413,1.6601866e-08,3.1146445e-08,1.2116659231,1.4681343093,0.0172220635,0.0332343465,0.8191374898,-0.060791323
63036,0.490628707,-0.722657177,-52.05434783,0.0,2.6035587189,5.5696322657,-0.036602317,-0.104135183,0.382882264,0.0007122507,0.1615156647,-0.321708185,22.0,0.0495652174,-0.131818182,-0.199863667,-0.138141083,0.2232142857,0.2740060647,0.0178595961,-0.595303327,0.5702395338,0.0,1.6515761234,-0.065906658,0.5999329309,255.17391304,7.5051150895,-0.229752228,0.0,0.0,1.0,0.0,0.0,0.9816046967,1.0,-0.108607755,-0.291570772,2.7271332689,-0.877456132,-0.285619462,-1197.842799,0.0430702538,7.8081198603,0.0,-0.015335071,-0.096711799,-0.564449188,0.0013746754,-0.008817734,1.0,-0.024665007,0.1678427419,0.0630434826,1.0,6.1295947241,0.2978899953,0.0,0.1764705926,0.0811109366,0.2155820181,0.8990112294,1.4637296698,3.64122e-05,6.6315790461,-0.085773029,0.0150281353,0.6127041421,0.2294544223,-0.730238988,-0.049011943
61065,0.5848086214,0.0647145945,2.1481672911,0.0,0.4668695746,1.4577952942,0.1096915731,-0.007503241,0.4147970884,-0.01876303,-0.077649637,0.0672239359,20.0,0.0312019116,0.0793650794,0.1113124723,-0.016539618,0.0555555556,0.0894164513,0.0690746834,0.056650599,0.4948327264,0.0,1.2490322581,0.0043727871,0.2052921328,51.579439252,63.074285714,0.1965361855,0.0,0.0,1.0,0.0,0.0,0.7738748628,7.0,-0.023643619,-0.073992669,0.2722208135,-1.163679696,-0.050438193,6959.8347452,0.0430021327,15.081254092,-0.001568374,0.0016601447,0.0032206119,0.0052143997,0.0326281821,0.2693641282,0.0,-0.001318681,0.5956261001,0.0472190939,5.0,15.369136561,1.2398313581,0.0,0.0524017476,0.0328646542,0.0413750048,0.4613265031,4.2238969545,1.1410721e-09,1.4682994e-08,0.7443307954,0.5540283329,-0.187999232,0.0412409773,0.0488654471,0.2306354567
76743,1.034952595,-0.278219665,-4.481121651,0.0,1.696489785,5.0288287083,-0.133233948,-0.097357195,0.3787743211,0.0,-0.00958578,-0.121249808,15.0,-0.15820803,-0.326145553,-0.076720311,-0.051452886,0.2339199029,0.4960262343,-0.261195505,-0.211849472,0.478942221,0.0,1.626918637,-0.045132314,0.6716690182,17.217700641,26.916076845,-0.084886712,0.0,0.0,1.0,0.0,0.0,0.8278685577,2.0,-0.043210566,-1.606830842,0.3253562711,-3.838450449,-0.092787182,-624.9983299,0.1941669369,10.612123535,-0.001669257,-0.010781605,-0.027825866,-0.532272804,0.085688027,0.032412766,2.0,-0.01369098,14.245398773,-0.111681037,1.0,7.5811460812,0.0751396175,0.0,0.0500000007,0.0263517388,0.0202478305,1.3350938217,0.8588318826,2.0819274e-06,4.421052835,0.213305094,0.0454990631,1.6255360325,0.0624436678,-0.257834777,-0.126562164
50278,0.4546641886,0.0678009551,-0.068587919,0.0,0.7985426183,2.3952860509,0.1260077682,0.1457218747,0.9341027009,0.2446436889,0.0511360551,0.0738709233,23.0,0.0,0.1,0.330575834,0.0717341728,0.4441393994,0.3265466669,0.075600597,0.3607838295,0.5457078635,0.0,1.7337580209,-0.046742865,1.7337580209,18.363196892,3.4447335413,0.1469816273,0.0,0.0,1.0,1.0,0.0,2.9732961761,7.0,-0.466605912,-0.46550318,-12.14801583,-0.095856033,2.0051998029,-155.3955327,0.0328388742,12.611038879,0.0166220286,0.0152951175,0.0428171242,0.4178350721,0.0621584091,-0.027510295,6.0,0.0041025641,0.5286396181,0.038257014,4.0,12.355892263,0.6358642339,0.0,0.0797545984,0.0304063906,0.0321151546,0.6065825119,1.6138358318,3.9348023e-08,5.2147023e-08,0.7836383302,0.6140890325,-0.255753644,0.0492775967,0.4494949644,-0.030474985
78079,0.5371790981,0.0626262415,3.3743291592,0.0,0.3793576205,1.5907316512,0.1479447989,0.186807896,0.7795966405,-0.052214452,0.6524434719,0.0711661835,20.0,0.0457948041,-0.102564103,0.1025068183,-0.061801255,0.137146109,0.0160190999,0.0939389076,-0.008805809,0.5049202164,0.0,3.3079488605,-0.238764119,2.0419677599,22.658914729,8.3021629889,0.3382373161,0.0,0.0,1.0,0.0,0.0,1.0913795767,3.0,0.0683646233,-0.146263302,23.559107052,-0.380616351,-2.693431251,-1954.675341,0.0444258974,10.265718906,0.001158856,0.018724607,0.0310168252,0.0106991457,0.0495707185,-0.003491136,0.0,0.0026846565,0.6086956522,-0.166700234,5.0,8.4447837759,0.2187126107,0.0,0.0495049506,0.0204604067,0.0134818513,1.476853578,1.6171698902,1.7901966e-07,2.2105264024,0.7679808975,0.5897946589,0.530694223,0.0614870095,0.2934782562,-0.168365753
79338,-0.189431992,-0.200449718,4.2640296475,0.0,2.1690631317,1.8270757767,-0.027094984,-0.21978424,0.2414211888,0.1226726822,-0.13921443,0.2754340075,14.0,0.0049838154,-0.058823529,-0.107260192,0.109411728,0.2852504942,0.1573213178,-0.026454193,0.6458704694,0.4749331188,0.0,1.1537040148,0.2457325341,0.9674393863,8.4049361611,11.602654867,0.0224335637,0.0,0.0,1.0,1.0,0.0,-1.641067538,6.0,0.1536537758,-0.192665526,-15.30628859,-0.487243046,-0.708279097,-1087.55152,0.0270140569,11.120604838,0.0025377605,-0.029480336,0.1095852992,0.032327576,0.1103998721,0.0134145995,0.0,-0.023414634,1.1213341001,-0.209714802,3.0,9.6263991683,0.3267917615,0.0,0.0740740746,0.0414894784,0.0665498635,1.0244119455,2.5296677608,2.3469306e-07,5.4741062e-08,1.6211159133,2.6280168045,-0.303891253,0.1032151076,0.1416490442,-0.060791323
46260,0.3616628772,0.0686165905,3.6665622983,0.0,0.0968529926,0.4096093864,0.3038732523,0.4187833121,0.7602227481,1.0898306542,0.5894599628,0.1094393201,24.0,0.012147183,0.1886120996,0.3260719429,-0.048646193,0.1453463827,-0.480654838,0.3436374234,0.3791247306,0.6536148417,0.0,2.8572758144,-0.187210337,2.5292164508,2.7735962135,7.1577173223,1.1965423505,0.0,0.0,0.0,0.0,0.0,0.9360466626,4.0,-0.008178824,0.0288595099,2.598167439,2.3155903122,0.1455280435,-759.3134243,0.0430702538,12.976167557,-0.024168004,0.0188411162,0.0218520927,-0.101435306,0.3435701094,-0.091255398,1.0,0.0007511737,0.3538230335,0.0786567219,7.0,13.084304229,1.2303664921,0.0,0.07421875,0.040904632,0.0531203756,0.6579614924,4.6889975661,1.2900941e-08,1.9991029e-08,1.287529177,1.6577313817,-0.123484604,0.0693526081,0.4343478029,-0.049011943
66368,0.0807216262,-0.024243971,16.947038724,0.0,0.0417938575,0.0512755077,-0.344330469,-0.125086769,-0.138831043,0.0096024259,-0.026965265,-0.008441221,24.0,0.0,-0.391304348,0.0549273021,-0.452880342,0.4736842105,0.4210526316,-0.004164931,-0.169963666,0.6017557918,0.0,2.0037576327,-0.225026135,2.0037576327,0.9916476841,1.7506702413,-0.53463053,0.0,0.0,0.0,0.0,0.0,-0.209527654,5.0,3.1537047161,-0.511294805,0.1489297628,-0.750159548,0.0555859796,-771.4001921,0.0535467671,10.604379664,0.0,-0.053651729,-0.078245138,0.0023360587,0.4179625516,-0.018020349,1.0,0.001079691,7.2779275232,0.2310096165,3.0,11.03454888,1.1841636019,0.0,0.1010100991,0.0491824858,0.0611642921,0.5531530158,1.6209622426,6.0523153e-07,5.0223944e-08,1.4577889539,2.1251486342,0.2881409478,0.0865119663,-0.070535709,-0.121018465
37807,0.2289934154,0.0511256815,63.790560605,0.0122162417,0.2486592285,0.7894815063,0.1811098407,0.2652536798,0.7083463531,0.9879391953,0.3766826933,0.0412322409,23.0,0.0643736784,0.122591944,0.1831497827,0.0169087282,0.1387417361,-0.041365775,0.1742229257,0.1630331529,0.4991427137,0.0,1.3755570118,-0.104938248,0.9143242618,91.538828399,5.5409029756,0.3313724143,0.0,0.0,1.0,0.0,0.0,1.3372880888,4.0,8.3481076731,-0.032539331,0.1056251734,-0.912437536,0.0796419533,-1482.859468,0.0264272264,14.160099763,0.001570634,0.0289624501,0.0698647991,0.0264229361,0.0183727164,0.0215928383,2.0,-0.000514469,3.6612649111,-0.070158481,5.0,12.267333535,0.1603403694,0.0,0.015296367,0.0088845709,0.0181749818,0.395130253,0.2740671143,8.6093351e-09,1.7676981e-07,0.4962200548,0.2462343428,0.1946323801,0.0298316216,0.0305397981,-0.079596056
80347,0.6014060092,0.0776020441,2.6038377119,0.0079837743,0.6665014512,1.5799765279,0.1321134913,0.0640375954,0.3913496057,1.3136505731,-0.223968974,0.1464216339,21.0,0.0127088154,0.1147368421,0.275423408,0.0139881992,0.1970848768,0.2856233088,0.0539735654,0.8074300366,0.3711497682,0.0,1.9721707839,-0.062074985,1.1999789869,84.153077667,7.3585921208,0.1988294351,0.0,0.0,1.0,0.0,0.0,1.3147855182,7.0,-0.014925999,-0.058980142,-2.49393653,-1.719793792,-1.092559303,-2876.024601,0.0791407986,12.78613791,0.0070378788,0.0221199896,0.046414086,0.063863337,0.044031559,0.0379565729,0.0,0.0003212851,0.4759020546,-0.041113181,4.0,12.702328646,0.9018282288,0.0,0.2021857947,0.061583393,0.0545953453,0.7503641785,1.6520384995,4.1605093e-08,3.8598347e-08,0.9473555619,0.8974825606,0.1003678767,0.0541644894,0.4998723235,-0.093285669
80654,0.9177565934,0.0487350021,-23.19911202,0.0,0.4596659402,2.2995447208,0.0625549022,-0.043913585,0.2738371922,0.0086140254,-0.20331305,0.2018062821,16.0,0.0011731205,0.0,-0.051715801,0.1234281069,0.1528102393,-0.034020722,0.0468016043,0.062566963,0.3866327607,0.0,0.4992986621,-0.002611631,0.3171935693,222.3545082,79.300121803,0.3559980375,0.0,0.0,1.0,0.0,0.0,0.4357196019,6.0,-0.718322927,-0.216863372,23.544996735,0.6870610709,-1.217559585,-378.1120306,0.082228137,11.860386213,0.0030549525,0.0150826379,0.0207800535,0.0483560658,0.0528279859,0.0262242087,1.0,0.0064801814,-0.03271664,0.0508670188,4.0,11.851834017,0.6846598226,0.0,0.068965517,0.0237899918,0.0232930746,1.9360778417,10.056869675,6.1029739e-07,4.4210526609,0.1095172641,0.0119940311,0.8439877846,0.0398144839,0.2536231903,-0.097588999
59627,0.3291187581,0.0589583322,100.23717243,0.002766598,0.1902142554,1.0989523264,0.2334884183,0.0338501949,0.7663192679,0.5047409414,-0.173249468,0.0813337258,24.0,0.0018164018,-0.161403509,0.0927597693,0.0890892997,0.1805989484,0.0347786865,-0.03129978,0.2088642226,0.5365566447,0.0,2.4586411369,-0.068301919,1.0056315633,211.46109746,9.6190298785,0.4245683326,0.0,0.0,1.0,0.0,0.0,1.3839912452,7.0,0.0142699449,-0.217642959,-0.121911987,0.0793564985,0.0171215275,-473.2767853,0.0969687896,12.06950737,0.009706459,0.047493325,0.0816556818,0.0205232606,0.0311269763,-0.001187041,1.0,-0.003867485,-0.010059172,0.1715369634,4.0,10.844358696,0.2180018184,0.0,0.0774647892,0.0223158506,0.0216352121,0.69211861,0.6301792414,1.5775628e-07,2.1812201e-07,0.8325027987,0.6930609099,0.0110983179,0.0606127946,0.426317871,-0.074273165
81190,0.1729119986,0.0389209749,12.21318022,0.0,0.2159510851,1.3647250486,0.1169408252,0.2419678238,0.4096528486,0.5355963681,0.1855974338,0.0191308632,23.0,0.0113961999,0.1719745223,0.3361181184,-0.167766611,0.3279302344,0.3051418109,0.025342287,0.363422069,0.6451462689,0.0,2.0188553322,0.0765329806,1.8026864038,25.791291706,6.1590213933,0.2957956636,0.0,0.0,1.0,0.0,0.0,1.0170381689,6.0,-10.15943439,-0.661898977,-0.053091709,54.759228008,0.0847713415,115.47050275,0.0519717294,12.545325611,-0.006511838,0.0113425904,0.0259603333,0.1551512987,0.0882180125,-0.006590935,2.0,-0.010592841,0.3591954023,0.0135450652,3.0,11.119840283,0.1861785912,0.0,0.0238095243,0.0172160676,0.0235726635,0.6149252382,0.4432862751,1.064435e-07,1.8894487e-07,1.5160556891,2.2984248525,-0.179749391,0.0668208784,0.5375838525,0.251242177
55976,0.2073892951,0.0395208698,36.979049113,0.0068483413,0.2795714851,1.3221221679,0.0932403152,0.1459448541,0.6603878396,-0.019256018,0.1636032842,0.0798375371,24.0,0.0141196404,0.1332417582,0.1249201308,0.0293232162,0.0692196899,-0.038399879,0.1275628724,0.0793326722,0.5243678169,0.0,1.3383125864,-0.185022453,0.2052921328,81.519004838,120.85860656,0.2225145001,0.0,0.0,1.0,0.0,0.0,1.4779793502,6.0,-0.006713165,0.0594341201,4.0335776816,-0.389918154,0.491791005,24689.497518,0.1306174191,17.440439203,0.0037125366,0.0224567805,0.054944471,0.0361082622,0.018859069,-0.023981725,1.0,0.0001584158,0.3914276467,0.0490983115,6.0,17.659851707,0.2865175622,0.0,0.0602316596,0.0267385809,0.0337555779,0.2501933915,0.3887626223,7.542401e-11,7.8698365e-08,0.5736308398,0.3290523403,0.211857438,0.0376403275,0.1856830502,0.0272700558
