firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25
10517.0,-0.006897753,0.0122952251,0.0263066115,0.0236430236,0.002442401,-0.015316466,0.0,-0.011636512,-0.246034638,-0.040408162,-0.1999999999999999,-0.2413793103448276,-0.3333333333333333,-0.3714285714285714,-0.2542372881355932,-0.2786885245901639,-0.2786885245901639,-0.3125,-0.3623188405797102,-0.4358974358974359,-0.4133333333333333,-0.4054054054054054,-0.3623188405797102,-0.4133333333333333,-0.3714285714285714,-0.3802816901408451,-0.3432835820895522,-0.3623188405797102,-0.4883720930232558,-0.4666666666666667,-0.4430379746835443,-0.4761904761904761,-0.4567901234567901,-0.4761904761904761,-0.5056179775280899
20482.0,0.0015611156,0.0392006812,0.0844609035,0.0085548797,0.1194466786,0.0020353464,1.0,8.01603e-05,-0.054665845,-0.043780778,0.0374220374220373,0.0439330543933054,0.0352697095435685,0.0352697095435685,0.1471264367816092,0.3671232876712329,0.323607427055703,0.4505813953488371,0.4895522388059701,0.256926952141058,0.2412935323383085,0.1604651162790697,-0.3256756756756757,-0.2768115942028986,-0.2768115942028986,-0.1168141592920354,-0.0927272727272727,-0.0877513711151737,0.002008032128514,0.0708154506437768,0.0991189427312775,0.0777537796976242,0.1238738738738738,0.0871459694989107,0.1524249422632795
10656.0,-0.021744523,0.0130474625,0.0203669225,-0.224450675,0.4015133425,-0.000202157,0.0,-0.019620624,0.1589583468,-0.10630329,-0.0454545454545454,-0.1126760563380281,-0.1710526315789473,-0.1428571428571429,-0.0999999999999999,-0.0597014925373133,-0.0735294117647058,-0.1063829787234043,-0.1486486486486486,-0.16,-0.1486486486486486,-0.2222222222222222,-0.2222222222222222,-0.1818181818181817,-0.1923076923076923,-0.1486486486486486,-0.1126760563380281,-0.1188811188811188,-0.0526315789473684,0.0327868852459016,0.05,-0.015625,-0.0381679389312976,-0.0735294117647058,0.0161290322580645
10664.0,0.0105616178,0.0240573878,0.0938566553,0.0108778392,0.0945524874,0.0051808534,0.0,0.0111233886,-0.196768152,-0.006971393,0.125,0.125,0.2096774193548387,0.6791044776119404,0.7578125,1.25,0.9396551724137931,0.9067796610169492,0.875,1.0833333333333337,0.9067796610169492,0.5625,0.6544117647058822,0.2784090909090908,0.2228260869565217,0.40625,0.171875,0.4423076923076923,0.308139534883721,0.5625,2.409090909090909,2.2142857142857144,1.8125,2.515625,2.125
10057.0,-0.007717489,-0.002715313,-0.004623645,-0.098267178,0.079408355,-0.021847204,1.0,-0.018823529,-0.282892738,-0.016518889,-0.0097087378640776,-0.0285714285714285,0.0408163265306122,-0.0377358490566037,0.1208791208791209,0.2289156626506023,0.2142857142857142,0.1999999999999999,0.2911392405063291,0.1724137931034481,0.3076923076923077,0.0736842105263158,0.0303030303030302,-0.0285714285714285,-0.0892857142857143,0.0408163265306122,-0.0642201834862384,0.02,-0.0377358490566037,0.0851063829787233,-0.0192307692307692,-0.0973451327433628,-0.1904761904761904,-0.2444444444444444,-0.1130434782608695
63837.0,-0.004396649,0.0034576934,0.0061557677,0.0687457619,0.0218542081,0.024517568,0.0,-0.013104381,2.0925925926,0.0135135138,0.0,0.0161290322580645,0.0,0.125,0.0161290322580645,0.26,0.2352941176470588,0.26,0.1886792452830188,0.1052631578947369,0.0161290322580645,0.0327868852459016,-0.0307692307692307,-0.0597014925373133,-0.0454545454545454,-0.125,-0.1126760563380281,-0.0597014925373133,0.0862068965517242,0.0862068965517242,0.0327868852459016,0.0,0.0161290322580645,0.0161290322580645,-0.015625
28695.0,-0.000235616,-0.027075979,-0.217027559,0.5142276423,0.013582343,-0.488379267,1.0,-0.228150407,2.4834834835,-0.029294968,-0.2380952380952381,-0.3191489361702128,-0.3333333333333333,-0.36,-0.3043478260869565,-0.2558139534883721,0.032258064516129,0.0,-0.0857142857142857,-0.1111111111111111,-0.0588235294117647,-0.1999999999999999,-0.2558139534883721,-0.2888888888888888,0.032258064516129,0.032258064516129,0.28,0.6842105263157894,0.28,0.7777777777777777,0.5238095238095237,0.3913043478260869,0.4545454545454546,0.4545454545454546,0.3333333333333332
60038.0,0.001800234,0.0075952668,0.0121480709,0.0287037262,0.0084648181,0.0053001652,2.0,0.0039273679,8.8282828283,0.1056515519,-0.0545454545454545,-0.0714285714285714,-0.2876712328767123,-0.2238805970149253,-0.2352941176470588,-0.2121212121212121,-0.1475409836065574,-0.1875,-0.1612903225806451,-0.1875,-0.3246753246753247,-0.3734939759036144,-0.3953488372093023,-0.4222222222222223,-0.4285714285714286,-0.4222222222222223,-0.4408602150537635,-0.4347826086956522,-0.3809523809523809,-0.3246753246753247,-0.3333333333333333,-0.35,-0.35,-0.35,-0.3658536585365853
51510.0,0.0003935458,-0.002754193,-0.007089425,-0.074195396,0.0439241706,-0.217838146,1.0,-0.001590672,-0.216070864,0.0616496615,0.125,-0.0689655172413793,-0.28,-0.2058823529411765,-0.1818181818181817,-0.2602739726027397,-0.1692307692307691,-0.2602739726027397,-0.3164556962025316,-0.3720930232558139,-0.4705882352941176,-0.509090909090909,-0.509090909090909,-0.4857142857142857,-0.55,-0.5263157894736843,-0.4432989690721649,-0.5045871559633027,-0.4065934065934066,-0.3414634146341463,-0.3932584269662921,-0.4705882352941176,-0.509090909090909,-0.4545454545454546,-0.3720930232558139
10701.0,-0.00075358,0.0159576088,0.025899565,0.1299101735,0.292394856,0.0216686638,1.0,0.0767693929,2.0201054039,0.1190476231,0.0,-0.0666666666666666,-0.125,-0.3,-0.3636363636363636,-0.3636363636363636,-0.3636363636363636,-0.4166666666666666,-0.4166666666666666,-0.3,-0.3,-0.3636363636363636,-0.2222222222222222,-0.3333333333333333,-0.4399999999999999,-0.3913043478260869,-0.3333333333333333,-0.4166666666666666,-0.4399999999999999,-0.2631578947368421,0.1666666666666667,0.0,0.0769230769230768,-0.0666666666666666,-0.0666666666666666
10720.0,0.0114513267,0.0265171437,0.0356710866,0.0269630642,0.2638715553,-0.009018701,1.0,0.0021767881,-0.877020504,-0.009259259,0.1868131868131868,0.1739130434782609,0.1675675675675676,-0.2602739726027397,-0.2058823529411765,-0.0181818181818181,-0.0526315789473684,-0.0608695652173912,0.0285714285714284,0.0384615384615385,0.0093457943925232,-0.15625,-0.0442477876106194,-0.1074380165289256,0.0384615384615385,-0.0091743119266054,0.08,0.125,0.2134831460674158,0.4594594594594594,0.4399999999999999,0.3757961783439489,0.2342857142857142,0.4210526315789473,0.3846153846153846
10752.0,0.0004413193,0.0395437492,0.2849356878,0.0856987501,0.1307351864,0.0214037492,5.0,0.1825975728,1.6914859262,0.0606060624,-0.0526315789473684,-0.1219512195121951,-0.0769230769230768,-0.0526315789473684,0.0285714285714284,0.5,0.3333333333333332,0.2413793103448276,0.2857142857142858,0.5,0.6363636363636365,0.8,0.8,0.5652173913043479,0.5652173913043479,0.2857142857142858,0.7142857142857142,0.8,0.2857142857142858,1.0,0.3846153846153846,-0.0526315789473684,-0.1818181818181817,-0.0999999999999999,-0.4
10779.0,0.0222081122,-0.046742942,-0.061922456,-0.095128602,0.022571977,0.0392578681,0.0,-2.222222459,0.5251411532,-0.08514493,0.0188679245283018,0.3500000000000001,0.2857142857142858,0.1739130434782609,0.125,0.4210526315789473,0.1739130434782609,0.0384615384615385,0.5,0.2857142857142858,0.1739130434782609,-0.0689655172413793,-0.1818181818181817,-0.1818181818181817,-0.1428571428571429,-0.25,-0.2894736842105263,-0.4705882352941176,-0.4807692307692307,-0.5,-0.5846153846153845,-0.5423728813559322,-0.509090909090909,-0.5423728813559322,-0.564516129032258
17224.0,-0.001038368,0.0091518143,0.0217710418,0.0854104398,0.0008363094,0.0136421598,1.0,-0.000653822,0.8450932685,0.008766803,-0.0229007633587786,-0.072463768115942,-0.152317880794702,-0.1111111111111111,0.1428571428571428,0.1851851851851851,-0.4234234234234234,-0.3990610328638497,-0.3118279569892472,-0.4576271186440678,-0.4796747967479674,-0.5095785440613028,-0.4838709677419355,-0.3990610328638497,-0.4410480349344978,-0.3816425120772947,-0.2335329341317364,-0.2888888888888888,-0.1741935483870967,-0.1633986928104575,-0.0588235294117647,-0.0153846153846153,-0.044776119402985,-0.0857142857142857,0.0578512396694215
61487.0,-0.029313674,0.0321939859,-0.171846435,0.0134377695,0.1145683083,-0.035590132,1.0,-0.015665421,-0.729528073,0.006410256,-0.0588235294117647,-0.0588235294117647,0.0,0.1428571428571428,0.0666666666666666,0.2307692307692308,0.0666666666666666,0.0,-0.0588235294117647,-0.1578947368421053,-0.1111111111111111,0.0,-0.1999999999999999,-0.1578947368421053,0.0666666666666666,-0.0588235294117647,-0.2380952380952381,-0.2380952380952381,-0.3043478260869565,-0.36,-0.36,-0.3846153846153846,-0.4285714285714286,-0.1111111111111111,-0.0588235294117647
47650.0,-0.002402986,0.0056558162,-0.024661893,0.0062172439,0.0481275947,-0.134227393,1.0,-0.00076678,-0.131961066,-0.01828404,0.549738219895288,0.574468085106383,0.5828877005347595,0.6353591160220995,0.7109826589595376,0.793939393939394,0.793939393939394,0.7011494252873562,0.8500000000000001,0.8048780487804879,0.934640522875817,-0.1057401812688821,0.0171821305841923,0.0102389078498292,0.1086142322097378,0.1472868217054264,0.4162679425837321,0.303964757709251,0.4230769230769231,0.3831775700934579,0.3962264150943395,0.3962264150943395,0.3454545454545454,0.2925764192139737,0.2869565217391303
10787.0,0.0028373708,0.0083586222,0.0167627589,0.033426166,0.0181480478,0.0156458873,1.0,0.0060161962,0.0829542993,-0.010006747,0.0041666666666666,0.0954545454545454,0.1476190476190475,0.3850574712643677,0.4011627906976744,0.6394557823129252,0.6506849315068493,0.6394557823129252,0.7092198581560283,0.6394557823129252,0.6174496644295302,0.4695121951219512,0.5751633986928104,0.5253164556962024,0.5855263157894737,0.4785276073619631,0.7591240875912408,0.7851851851851852,0.7851851851851852,0.7720588235294117,0.8120300751879699,0.7985074626865671,0.8538461538461539,0.928,1.1517857142857144
85113.0,0.0183919932,0.0267155217,0.056646842,0.1237035701,0.3026481149,-0.004268705,2.0,0.0008,-0.66733478,0.0325204767,0.1235955056179776,0.0,0.0416666666666667,0.4705882352941177,0.36986301369863,0.639344262295082,0.6129032258064515,0.7241379310344827,0.8181818181818181,0.7391304347826086,0.8181818181818181,-0.1869918699186992,-0.21875,-0.0654205607476635,-0.0825688073394494,0.0309278350515462,0.0638297872340425,0.2195121951219512,0.2987012987012987,0.3333333333333332,0.3513513513513513,0.1111111111111111,-0.0291262135922329,0.1904761904761904,0.1111111111111111
10912.0,-0.014170507,0.0043820337,0.0111533587,-0.042948038,0.011501716,0.0029004446,0.0,-0.03247614,-1.0,0.0,-0.0857142857142857,-0.1111111111111111,-0.1351351351351351,0.0,0.0,0.0,-0.1351351351351351,-0.1351351351351351,-0.1794871794871795,-0.1794871794871795,-0.2195121951219512,-0.2380952380952381,-0.36,-0.2195121951219512,-0.1351351351351351,-0.1578947368421053,0.0666666666666666,0.032258064516129,-0.0588235294117647,0.0,0.2307692307692308,0.3333333333333332,0.1428571428571428,0.1428571428571428,0.0
64514.0,-0.000188696,0.0031518911,0.0382167971,0.0357730649,0.1421113911,0.0255666396,0.0,-0.003168317,0.9867549669,0.0001073889,-0.0194174757281553,-0.2170542635658915,-0.0471698113207547,-0.0288461538461538,-0.0471698113207547,0.074468085106383,-0.0818181818181817,-0.0982142857142857,-0.0288461538461538,-0.1140350877192982,-0.1984126984126983,-0.2170542635658915,-0.3607594936708861,-0.2733812949640287,-0.2462686567164179,-0.2170542635658915,-0.1293103448275862,-0.1061946902654867,0.0978260869565217,0.4027777777777777,0.4027777777777777,0.2948717948717949,0.3835616438356164,0.4852941176470589,0.4428571428571428
61241.0,0.0006273029,0.0064418767,0.0115014541,0.0871327036,0.2027769655,0.0871202243,3.0,-0.000263158,0.5213211964,-0.027071733,-0.1213872832369942,-0.1412429378531073,-0.0440251572327043,-0.1264367816091953,0.0857142857142856,0.3818181818181818,0.2159999999999999,0.3818181818181818,0.2063492063492062,-0.0193548387096774,0.2063492063492062,-0.05,-0.2863849765258216,-0.3303964757709251,-0.3333333333333333,-0.3895582329317268,-0.3059360730593607,-0.3448275862068966,-0.3183856502242153,-0.1871657754010695,-0.2761904761904762,-0.2830188679245283,-0.3613445378151261,-0.2692307692307693,-0.2830188679245283
11114.0,0.0,0.1941514861,0.4578858112,0.041722263,0.5851179315,-0.045043354,2.0,0.0362204262,1.6784489745,0.2139290478,-0.1935483870967742,-0.2063492063492064,0.25,0.1627906976744186,0.5625,0.6129032258064515,0.25,0.25,0.1363636363636364,0.1627906976744186,0.1904761904761904,0.3157894736842106,0.1111111111111111,0.0869565217391303,0.25,0.4285714285714286,0.0869565217391303,0.3513513513513513,0.25,0.7857142857142858,1.0833333333333337,0.7241379310344827,0.6666666666666667,0.4705882352941177,0.7241379310344827
11149.0,0.0550053329,0.0524053838,0.0868389091,0.1778704393,0.2376952526,-0.202265241,5.0,0.0139865972,-0.387323776,-0.009706854,-0.1052631578947368,0.1333333333333333,0.2142857142857142,0.7171717171717171,0.8888888888888888,1.1518987341772151,1.2972972972972974,1.8813559322033897,2.0357142857142856,2.090909090909091,1.8333333333333333,1.65625,1.65625,1.236842105263158,1.1794871794871793,1.207792207792208,1.207792207792208,2.333333333333333,1.8333333333333333,2.617021276595745,2.5416666666666665,2.953488372093023,2.617021276595745,2.207547169811321,2.1481481481481484
46850.0,-0.000527632,0.0032546768,0.0368539546,0.0898495686,0.0294914162,-0.000869752,1.0,0.0099171709,-0.502585863,-0.006493424,0.0393013100436681,0.0303030303030302,-0.0383838383838384,-0.1185185185185184,-0.0124481327800829,0.0554323725055432,0.0303030303030302,0.0672645739910313,0.0370370370370369,-0.0739299610894941,-0.0083333333333333,-0.0185567010309278,-0.0648330058939096,-0.0185567010309278,-0.0828516377649325,-0.0325203252032519,0.0648769574944072,0.1121495327102803,0.1333333333333333,0.2236503856041132,0.3370786516853932,0.3408450704225352,0.2795698924731182,0.2761394101876675,0.3076923076923077
11173.0,0.00072461,0.0010133974,0.0141969335,-0.049762829,0.1144440312,0.0099319504,2.0,0.0036650074,0.6019740064,0.0925220698,0.1098901098901099,0.1477272727272727,0.1222222222222222,-0.1367521367521367,0.0306122448979591,0.1222222222222222,0.160919540229885,0.01,-0.1061946902654867,-0.1440677966101694,-0.0982142857142857,-0.1583333333333333,-0.2573529411764705,-0.2109375,-0.2627737226277372,-0.1583333333333333,-0.2170542635658915,-0.2462686567164179,-0.2047244094488188,-0.1512605042016807,-0.1440677966101694,-0.223076923076923,-0.2573529411764705,-0.2462686567164179,-0.2348484848484848
57349.0,0.0135799123,0.0482168451,0.0759464709,0.0118168913,0.0300513859,0.0065135228,1.0,0.0019025065,0.0508550855,0.0191728482,0.0252100840336133,0.2808398950131234,0.3593314763231197,0.3669467787114846,0.4698795180722892,-0.1301247771836007,-0.1127272727272726,-0.0687022900763358,0.002053388090349,-0.0393700787401575,0.0382978723404254,0.0494623655913979,0.1563981042654028,0.3555555555555556,0.3013333333333332,0.3118279569892472,0.5492063492063493,0.1348837209302325,0.1401869158878503,0.1990171990171989,0.3631284916201116,0.2910052910052909,0.3333333333333332,0.2230576441102756,0.2944297082228118
56266.0,-0.000751115,0.0012649785,0.0197220931,-0.068417448,0.1306524014,0.0195894763,0.0,-0.024186047,0.613964652,-0.079369288,0.0238095238095237,-0.0497237569060773,-0.1134020618556701,-0.1690821256038647,-0.0752688172043011,-0.0057803468208093,0.0617283950617284,0.0,-0.0114942528735632,-0.14,-0.1609756097560976,-0.2217194570135746,-0.6666666666666667,-0.6482617586912065,-0.6826568265682658,-0.667953667953668,-0.6244541484716157,-0.557840616966581,-0.4625,-0.4169491525423728,-0.3064516129032257,-0.3384615384615385,-0.3064516129032257,-0.4068965517241379,-0.3582089552238806
11296.0,0.0195261892,0.0428301173,0.0882857589,0.1738992463,0.008782936,-0.104397721,1.0,0.0129313764,1.3930434783,-0.019215688,-0.0476190476190476,-0.024390243902439,-0.1111111111111111,-0.0697674418604651,0.0810810810810811,0.2903225806451612,0.3333333333333332,0.0,0.1428571428571428,-0.3103448275862068,-0.3220338983050848,-0.3333333333333333,-0.3548387096774194,-0.3650793650793651,-0.4029850746268657,-0.4202898550724637,-0.2156862745098039,-0.1489361702127659,-0.3846153846153846,-0.3220338983050848,-0.183673469387755,-0.2592592592592593,-0.183673469387755,0.0256410256410255,-0.1111111111111111
61081.0,0.0106354869,0.0241400265,0.1354549709,0.1627475301,0.0533027935,-0.004426623,1.0,0.0020429763,1.4583333333,0.0966712572,0.0168067226890755,0.0,-0.0620155038759689,0.0707964601769912,0.0707964601769912,0.1203703703703704,0.1634615384615385,0.2346938775510203,0.3908045977011494,0.4938271604938271,0.5921052631578947,0.5316455696202531,0.4235294117647059,0.5921052631578947,0.8333333333333333,0.8333333333333333,1.0862068965517242,0.9516129032258064,1.0862068965517242,1.42,1.5744680851063828,1.3725490196078431,1.75,1.5208333333333337,1.469387755102041
11341.0,0.0020236011,0.0162260644,0.0676419615,0.2241587056,0.0271345344,0.0529094877,1.0,0.1213959893,0.3780517409,0.0199999996,-0.0204081632653061,0.1162790697674418,0.0,0.6000000000000001,1.3414634146341462,1.1818181818181817,1.0,0.7142857142857142,0.6000000000000001,0.3333333333333332,0.7142857142857142,0.3714285714285714,0.2307692307692308,-0.2835820895522388,-0.25,-0.1999999999999999,-0.4285714285714286,-0.4074074074074074,-0.4606741573033708,-0.3924050632911392,-0.4285714285714286,-0.5294117647058824,-0.52,-0.52,-0.5051546391752577
28222.0,0.0088690704,0.016056711,0.0387343129,0.0149967797,0.0590527612,-0.035486119,3.0,5.31915e-05,-0.339651773,-0.025954897,0.0681818181818181,0.1325301204819278,0.0502793296089385,0.0134770889487869,0.1091445427728614,0.3380782918149465,0.2876712328767123,0.3192982456140352,0.4296577946768061,0.4296577946768061,0.3977695167286246,0.3428571428571427,-0.4134165366614665,-0.4097331240188383,-0.4106583072100314,-0.4161490683229814,-0.3403508771929824,-0.267056530214425,-0.2419354838709677,-0.1415525114155251,-0.1047619047619047,-0.1152941176470587,-0.1625835189309576,-0.1550561797752808,-0.1090047393364929
11376.0,0.0018382256,0.0097794203,0.0284767191,0.0597788528,0.0540735895,0.3864698535,1.0,0.0084004256,1.4629033657,0.0993419765,0.0649350649350648,0.0789473684210526,0.0379746835443037,-0.18,-0.2115384615384615,-0.0888888888888889,-0.108695652173913,0.0379746835443037,0.0512820512820513,-0.0888888888888889,-0.0681818181818182,-0.0238095238095238,-0.2807017543859649,-0.2477064220183485,-0.2991452991452992,-0.3109243697478991,-0.2869565217391304,-0.127659574468085,-0.108695652173913,-0.1546391752577319,-0.2612612612612612,-0.4014598540145985,-0.3970588235294118,-0.3333333333333333,-0.3643410852713178
51721.0,-0.004451713,0.0029176681,0.009572323,0.0933512542,0.0163743557,-0.083620729,0.0,-0.002575758,-0.310494551,0.0189749589,-0.0294117647058823,0.0193050193050192,-0.0075187969924812,0.0232558139534884,0.0193050193050192,0.104602510460251,0.1999999999999999,0.4505494505494505,0.7032258064516128,0.6923076923076923,0.8857142857142857,0.736842105263158,0.5260115606936415,0.4748603351955307,0.2394366197183097,0.4347826086956521,0.7142857142857142,0.7142857142857142,0.6000000000000001,0.6499999999999999,0.5,0.4347826086956521,0.5529411764705883,0.6603773584905661,0.5714285714285714
64848.0,0.0,-0.009131776,-0.070494865,-0.071013406,0.0179088472,-0.179880581,3.0,0.5386626615,-0.581588903,0.0,0.0,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,0.0,0.0,-0.5,-0.4444444444444444,-0.5,-0.4444444444444444,-0.6428571428571428,-0.375,-0.2857142857142857,-0.375,0.25,-0.2857142857142857,0.0,0.0,-0.4444444444444444,-0.5,-0.4444444444444444,-0.5833333333333333,-0.6875,-0.6875
28804.0,0.0043123109,0.0079555858,0.0211774623,0.2085539305,0.0828591055,-0.138841019,1.0,-0.001104294,0.0397132975,-0.004631408,0.0316455696202531,0.0061728395061728,-0.1597938144329896,-0.2311320754716981,-0.1375661375661375,0.01875,0.0939597315436242,0.0,0.1319444444444444,0.181159420289855,0.304,0.2442748091603053,0.0584415584415585,0.0866666666666666,-0.0180722891566265,0.0251572327044025,0.1726618705035971,0.2635658914728682,0.0584415584415585,0.0584415584415585,0.0382165605095541,-0.0523255813953488,-0.185,-0.1236559139784946,-0.0738636363636363
49584.0,0.0,0.0080090331,0.0131199725,0.2287969075,0.0216236438,0.059636447,1.0,-0.002758908,2.7358101135,-0.067762557,0.0,0.046875,-0.0821917808219178,-0.0945945945945946,0.0634920634920634,0.1964285714285714,0.0634920634920634,0.2641509433962263,0.2641509433962263,0.0307692307692306,-0.0289855072463768,-0.0289855072463768,0.046875,0.0634920634920634,0.1964285714285714,0.1754385964912281,0.1551724137931034,0.2884615384615385,0.3137254901960784,0.3958333333333332,0.3673469387755101,0.2641509433962263,0.2181818181818182,0.1551724137931034,0.1166666666666667
