firms,bm,ep,cashpr,dy,lev,sp,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
24643,1.0917265474,0.0852703186,-6.808365049,0.033208792,0.9986952975,1.9155141017,0.0119796445,0.1996702622,0.0024957066,-0.013489948,10.0,0.0115317494,0.0511508951,0.0926006883,0.2148746667,0.1417812787,0.1053097396,0.0462116453,0.0367234024,0.4645159394,0.0,2.2855652627,1.4717694615,22.333161165,6.9361826076,0.1991851067,0.0,0.0,0.0,0.0,1.0,0.3330676366,6.0,-0.045143264,-0.232003824,0.3763025394,-0.34689194,2154.4685302,0.0949905957,15.003743005,0.0001101083,0.0090014196,0.0170374652,-0.059514647,0.0408311627,0.0198874654,3.0,-0.001147718,-0.126860054,0.0040733337,3.0,14.84652592,0.7948115336,0.0,0.0244648326,0.0127970797,0.0195164369,0.4424879068,1.4795249089,9.25628e-10,2.5533039e-08,1.4283058408,2.0400575749,0.0896975322,0.0330857463,0.2253138705,0.3688458826,-0.0736842105263158,-0.0833333333333333,-0.0364963503649634,0.0232558139534884,0.0775510204081633,-0.0364963503649634,-0.1081081081081081,-0.1372549019607842,-0.1081081081081081,-0.0704225352112676,-0.089655172413793,0.0,-0.0769230769230768,0.0517928286852589,-0.0294117647058823,-0.025830258302583,-0.0604982206405694,-0.1851851851851852,-0.12,-0.2095808383233532,-0.2646239554317549,-0.2686980609418282,-0.1999999999999999,-0.2625698324022346,-0.3015873015873016,-0.1538461538461538,-0.1081081081081081,-0.1287128712871287,0.03125,0.027237354085603,-0.0075187969924812,0.0038022813688212,0.064516129032258,0.2511848341232228,0.1891891891891892,0.2692307692307691,0.1428571428571428,0.4042553191489362,0.4505494505494505,0.3894736842105264,0.32,0.3401015228426396,0.4042553191489362,0.4347826086956521,0.2878048780487805,0.2511848341232228,0.3678756476683937,0.2571428571428571
10161,1.2610531651,-0.213763671,-187.7591216,0.0316653697,2.0957451341,2.1518995858,-0.10580247,0.1126431225,0.0324007886,-0.087988445,10.0,-0.01490841,-0.064748201,0.0475092998,0.2083042411,0.2761401682,0.0755474453,-0.081030876,-0.139920465,0.4555903548,0.0,1.0528314347,0.4317318805,324.17567568,12.911194833,-0.012780727,0.0,0.0,0.0,0.0,0.0,0.1791985317,4.0,0.7615495683,-0.074318952,0.1122634384,-0.390422963,813.3736111,0.0497186561,13.893613539,0.0010759791,-0.024055436,-0.082096934,-0.150973548,0.0151905529,0.2647535869,1.0,-0.105010459,-0.290584923,-0.01075012,1.0,13.007162941,0.4282394776,0.0,0.0625,0.0238292761,0.0252443551,0.6581262945,1.0268043703,1.2695226e-08,5.9783054e-08,1.4468693263,2.0934308474,-0.127974921,0.0403442653,0.7559458316,0.201722376,-0.1119999999999999,-0.1395348837209302,-0.0672268907563025,-0.159090909090909,-0.2071428571428571,-0.2448979591836735,-0.2344827586206896,-0.2649006622516556,-0.1461538461538462,-0.1838235294117647,-0.2127659574468084,-0.2884615384615384,-0.3764044943820225,-0.2127659574468084,-0.3105590062111801,-0.3798882681564246,-0.4449999999999999,-0.4764150943396226,-0.4714285714285714,-0.4504950495049504,-0.4157894736842105,-0.4611650485436893,-0.4095744680851063,-0.4611650485436893,-0.4837209302325581,-0.4931506849315068,-0.4931506849315068,-0.521551724137931,-0.4954545454545455,-0.3934426229508196,-0.3728813559322034,-0.4504950495049504,-0.3620689655172413,-0.3657142857142857,-0.4064171122994652,-0.3392857142857143,-0.3693181818181817,-0.2697368421052631,-0.3431952662721893,-0.3867403314917127,-0.4908256880733945,-0.4504950495049504,-0.5194805194805194,-0.6118881118881119,-0.7063492063492063,-0.7161125319693095,-0.7032085561497325,-0.6696428571428572
63087,0.6991310228,-0.032703297,-157.0664063,0.0098867287,1.3552662722,3.5786306002,0.1437510353,0.3900426186,0.029644716,0.2305963551,7.0,0.1230545516,-0.020689655,0.2542187293,0.5268862288,-0.193873196,0.1012791167,0.1902549584,0.0061115653,0.4958542433,0.0,2.6315104167,0.7876327614,1041.4210526,11.959636594,0.0147880616,0.0,0.0,0.0,1.0,0.0,0.8914905212,1.0,-0.011090992,-0.021532001,-0.156492961,9.6957418318,0.3132749059,0.0798412188,11.651708668,0.0555704374,0.0059363681,0.016193834,-0.120582077,0.0134303614,-0.017584734,1.0,0.1086633093,5.0692951016,0.0004081633,2.0,10.558163489,1.0244688645,0.0,0.1447368413,0.0411691634,0.0474936941,0.9980605002,8.5337686421,3.806486e-08,8.8138471e-09,2.0386092076,4.1559275013,0.0949907809,0.065417322,1.3574870268,0.4203980308,0.1521739130434782,0.127659574468085,-0.0535714285714286,-0.0701754385964912,-0.1016949152542372,-0.171875,-0.3116883116883117,-0.3536585365853658,-0.1846153846153846,-0.1166666666666667,-0.171875,-0.2318840579710145,-0.3026315789473685,-0.2428571428571428,-0.5225225225225225,-0.5508474576271186,-0.5655737704918034,-0.5954198473282443,-0.5350877192982456,-0.5470085470085471,-0.5583333333333333,-0.5391304347826087,-0.5431034482758621,-0.5859375,-0.66875,-0.8417910447761194,-0.8641025641025641,-0.8481375358166189,-0.8209459459459459,-0.78099173553719,-0.75,-0.7295918367346939,-0.7005649717514124,-0.7675438596491229,-0.7225130890052356,-0.6293706293706294,-0.5,-0.4239130434782608,-0.3205128205128205,-0.3291139240506329,-0.4479166666666666,-0.4479166666666666,-0.4752475247524752,-0.5309734513274336,-0.6214285714285714,-0.6394557823129252,-0.636986301369863,-0.5225225225225225
28484,1.2745010513,0.0844374557,-16.2708907,0.0457702478,1.8722883173,4.100220035,0.0218312888,0.3065971743,0.0022145312,0.0238877422,10.0,0.0298007168,0.0895817867,-0.010965549,0.2843405164,0.106659835,0.1147411325,0.1011808426,0.0188500074,0.542187986,0.0,1.3878235881,0.456684582,54.267259353,16.08057024,0.1648583077,0.0,0.0,1.0,0.0,0.0,0.663855989,3.0,1.9187249158,-0.022965837,0.703838186,-39.55678484,1800.1075142,0.078266779,14.352726255,0.0016714853,0.0062360897,0.0139397344,-0.062352032,0.0149870653,0.0006460812,1.0,-0.002025,1.892890752,0.0734807979,4.0,14.698423549,1.1461228491,0.0,0.0377358496,0.0195891012,0.0296341122,0.6319512534,3.3146690018,2.71969e-09,1.8119192e-08,0.7544620537,0.5692129904,0.2457059866,0.0446941272,-0.280486142,-0.317636229,-0.0427350427350426,0.0,-0.0132158590308369,-0.03862660944206,-0.1075697211155378,-0.1039999999999999,-0.0132158590308369,0.0926829268292683,0.1487179487179486,0.1200000000000001,0.0769230769230768,-0.0344827586206896,-0.0044444444444444,0.2173913043478261,-0.0044444444444444,-0.1039999999999999,-0.1111111111111111,-0.1075697211155378,-0.1547169811320754,-0.125,-0.0344827586206896,0.0769230769230768,0.0,-0.1039999999999999,-0.1703703703703704,-0.0666666666666666,-0.0468085106382978,0.0516431924882629,0.032258064516129,0.1666666666666667,0.2873563218390804,0.160621761658031,0.1200000000000001,0.0,-0.026086956521739,0.1487179487179486,0.2375690607734806,0.6716417910447761,0.5238095238095237,0.3575757575757576,0.4267515923566878,0.6716417910447761,0.6231884057971016,0.2947976878612717,0.160621761658031,0.018181818181818,0.1256281407035175,0.1666666666666667
60046,0.684108396,0.0581867494,-2.850129489,0.0126151952,0.7461142048,1.244928735,0.2373644201,0.5737309836,0.2065419115,0.3296443048,9.0,0.0800384912,0.0303030303,0.002228423,-0.123010268,0.0783080181,0.2590953627,0.2232139526,0.1502958326,0.5538491378,0.0,2.2746639072,1.4705427086,17.942288214,2.7787055028,0.2654368353,0.0,0.0,1.0,0.0,0.0,1.0673848294,3.0,0.0077474133,-0.108995254,0.0423617032,-1.066286193,415.75133094,0.0309805399,13.526419493,0.0143456674,0.0060046311,0.0129822549,0.0704263931,0.0345314469,-0.047602039,2.0,-0.004948454,1.0636681744,-0.163224503,5.0,12.906230196,0.6969457441,0.0,0.0500000007,0.0215052111,0.0257121933,0.7943178916,2.476914026,1.0429667e-08,2.9413872e-08,2.1374168225,4.568550673,0.0180321638,0.0542854071,0.6498933956,0.1900147168,-0.1261261261261261,-0.1339285714285714,-0.0673076923076922,-0.1181818181818181,-0.0490196078431373,-0.1491228070175438,-0.2651515151515151,-0.2301587301587301,-0.0934579439252336,0.0659340659340659,0.0898876404494382,-0.0490196078431373,-0.0202020202020202,0.2597402597402598,0.0777777777777777,0.0210526315789474,-0.0396039603960396,-0.1916666666666666,-0.2867647058823529,-0.3263888888888888,-0.3401360544217687,-0.3356164383561644,-0.3071428571428571,-0.3445945945945946,-0.3310344827586207,-0.4550561797752809,-0.5488372093023256,-0.7759815242494226,-0.7305555555555556,-0.6930379746835442,-0.6959247648902822,-0.6339622641509435,-0.592436974789916,-0.6269230769230769,-0.5726872246696035,-0.529126213592233,-0.5198019801980198,-0.4156626506024096,-0.3533333333333334,-0.4191616766467065,-0.4191616766467065,-0.3660130718954248,-0.5529953917050692,-0.5590909090909091,-0.5889830508474576,-0.5941422594142259,-0.6339622641509435,-0.5380952380952381
15843,0.9226387482,0.0977372509,-5.343836989,0.0036249015,1.3349994371,11.243746482,-0.073503722,1.6651640857,0.0055865922,-0.194342161,10.0,-0.012899386,-0.2,0.0195585644,0.1436166999,0.0035675568,0.2069135983,-0.206580845,0.1776928383,0.598434366,0.0,1.1964562569,1.024387843,55.605277809,17.974049813,0.2354109759,0.0,0.0,1.0,0.0,0.0,4.6360902256,6.0,0.0006858373,-0.452171026,0.0486021895,0.0140872137,-565.1099862,0.0312775509,11.415036964,0.0059130104,0.0096945514,0.0236410669,-0.100953227,0.03944906,-0.017340952,0.0,0.0110173844,0.7401285583,0.0101781827,2.0,10.746497662,0.8341935484,0.0,0.0803571418,0.0270907652,0.0208482963,1.4170631752,6.8079633867,1.1591123e-07,1.492681e-08,0.7917445995,0.6268595108,-0.193030474,0.0369179408,-0.174346207,0.4761085185,0.0662650602409637,0.0925925925925925,0.1062499999999999,0.0535714285714286,0.2123287671232876,0.1879194630872482,0.1568627450980393,0.1568627450980393,0.2553191489361701,0.3208955223880596,0.3014705882352941,0.3308270676691729,0.3409090909090908,0.3720930232558139,0.2919708029197081,0.3014705882352941,0.3615384615384616,0.2826086956521738,0.3409090909090908,0.3937007874015747,0.5663716814159292,0.5258620689655173,0.5258620689655173,0.4047619047619046,0.3014705882352941,0.3409090909090908,0.3308270676691729,0.3511450381679388,0.6698113207547169,0.8829787234042554,0.7019230769230769,0.5128205128205128,0.9666666666666666,1.0823529411764707,0.9666666666666666,1.0344827586206895,0.8829787234042554,1.3289473684210529,0.9666666666666666,0.8061224489795917,0.5945945945945945,0.8061224489795917,0.903225806451613,0.6090909090909091,0.6238532110091743,0.7878787878787878,0.8247422680412371,0.84375
39482,1.3386000477,0.1593727641,-3.903472864,0.022656809,1.8158836155,5.1760672549,0.1172185151,0.4964524031,-0.088973384,0.1502379334,10.0,0.0376011091,0.0684931507,0.1363701813,0.1024401035,-0.040588312,0.109202454,0.1189500802,0.0753424658,0.608778328,0.0,1.8041189133,1.0894176508,11.46348871,7.869912066,0.165806021,0.0,0.0,0.0,0.0,0.0,1.0970878437,3.0,-0.008293075,0.0604890405,0.3888419405,1.4290029192,-581.86976,0.0439818798,10.399668971,-0.00196615,0.0081727859,0.0187041565,0.0402071216,0.0980163792,-0.031145692,0.0,-0.011543842,-0.319393194,-0.02312216,3.0,9.5547630627,0.6640156272,0.0,0.1170212775,0.0297622647,0.0224750691,1.3813419193,5.1796665918,5.3312436e-07,3.4804779e-08,0.8642504657,0.7469288674,0.018052378,0.0511447776,-0.117035039,0.5487372854,-0.0760869565217391,-0.15,-0.1747572815533981,-0.0555555555555555,0.3492063492063493,0.4166666666666667,0.3076923076923077,0.3492063492063493,0.5178571428571428,0.5178571428571428,0.6666666666666667,0.7,0.8888888888888888,1.125,1.125,1.125,1.0731707317073171,0.9767441860465116,0.9767441860465116,0.8478260869565217,0.931818181818182,0.9767441860465116,0.931818181818182,0.8478260869565217,0.7,0.5178571428571428,0.5178571428571428,0.7346938775510203,1.0238095238095235,1.236842105263158,1.5,1.4285714285714284,2.0357142857142856,0.4166666666666667,0.4912280701754385,0.7,0.7708333333333333,0.6666666666666667,0.4655172413793103,0.5454545454545454,0.5740740740740742,0.4912280701754385,0.4655172413793103,0.4655172413793103,0.3934426229508196,0.2686567164179105,0.0897435897435896,0.0240963855421687
10225,0.5974800176,0.1170091217,-5.38916581,0.0628097574,0.6001421927,1.264397258,0.0290383314,0.4197628967,0.0024932664,0.0280895858,10.0,-0.020884942,0.015130674,0.0086844387,0.0452013189,0.0036528834,0.1512409077,-0.015638509,0.0429858897,0.3479146707,1.0,1.5750721116,0.5582254515,153.30486468,7.2412845076,0.2467669063,0.0,0.0,1.0,0.0,0.0,0.832694273,3.0,0.0032372849,-0.237040352,-0.276556541,-0.338073378,2929.6862638,0.0312775509,15.466757394,0.0009595948,0.0244396483,0.0468867403,0.0305053469,0.0052828957,0.006224861,1.0,0.0,0.2365667756,0.0174344252,4.0,14.549335083,0.6335887124,0.0,0.0607553348,0.0324658677,0.0308973621,0.8866513673,4.1827369634,1.6146096e-09,1.763793e-08,0.6814302805,0.4643472272,0.3208645703,0.0246097973,0.8033878157,0.4761085185,-0.0831600831600831,-0.136986301369863,-0.172607879924953,-0.1741573033707865,-0.1436893203883494,-0.2054054054054054,-0.1908256880733945,-0.1352941176470588,-0.142023346303502,-0.1284584980237154,-0.125,-0.1072874493927125,-0.0869565217391304,-0.015625,-0.0045146726862302,0.0327868852459016,-0.0112107623318385,0.0114678899082569,-0.0221729490022173,-0.1090909090909091,-0.069620253164557,-0.0350109409190372,-0.0243362831858406,-0.0243362831858406,0.1025,0.0703883495145631,0.1484375,0.1080402010050252,0.0091533180778031,0.1307692307692307,0.2492917847025495,0.2082191780821918,0.2016348773841962,0.1514360313315927,0.1635883905013193,0.2284122562674095,0.2636103151862463,0.4180064308681672,0.3203592814371256,0.4318181818181819,0.2857142857142858,0.3653250773993808,0.4554455445544554,0.4898648648648649,0.5,0.4225806451612903,0.4602649006622517,0.4364820846905537
56119,0.5993234839,0.0831412822,2.2866218175,0.0269713774,0.3610353865,2.3741756119,0.1117788344,0.9697367776,0.0015839493,0.123810528,10.0,0.0246782909,0.0504520268,0.1872451248,0.0802976573,-0.034811357,0.1181293274,0.1140238224,0.1046544297,0.6027602882,0.0,2.745182183,1.8383200223,37.080015871,7.4496997396,0.3610231969,0.0,0.0,1.0,0.0,0.0,1.5275956796,3.0,-0.027554413,0.0424479166,-0.350434623,0.3653659594,-480.5536124,0.0439818798,12.241927725,0.0039718294,0.0240419149,0.0381065913,0.0309353455,0.0995017957,-0.007595658,0.0,0.0006813401,1.7322404372,-0.004830918,5.0,10.136249697,0.1179739136,0.0,0.0212765951,0.0076643493,0.0072856207,1.1211399114,0.7215417619,1.378376e-07,1.4166548e-07,0.6793442767,0.4615086463,-0.668704139,0.0327228902,0.3694862342,0.5487372854,-0.0047619047619047,-0.05,0.0663265306122449,0.0195121951219512,0.0145631067961164,0.0145631067961164,0.0346534653465346,0.1675977653631284,0.2590361445783131,0.2590361445783131,0.2222222222222223,0.1236559139784945,0.1675977653631284,0.2666666666666666,0.2590361445783131,0.2590361445783131,0.2666666666666666,0.3397435897435896,0.3660130718954248,0.375,0.2011494252873562,-0.1706349206349205,-0.1434426229508196,-0.1992337164750958,-0.146938775510204,-0.0542986425339366,-0.0913043478260869,-0.05,0.0609137055837563,0.1741573033707866,0.2981366459627328,0.4513888888888888,0.5035971223021583,0.5035971223021583,0.5833333333333333,0.5833333333333333,0.9716981132075472,1.049019607843137,1.1326530612244898,1.09,1.2000000000000002,1.2234042553191489,1.154639175257732,1.154639175257732,1.0693069306930694,1.2000000000000002,1.4302325581395348,1.2717391304347827
57621,0.7568263308,0.092458092,0.0092726397,0.0268762833,0.3937053722,0.789004321,0.0337298309,0.1691998458,-0.00792752,-0.051251754,10.0,-0.008177523,-0.163424125,0.0844073793,0.0978122051,-0.095670453,0.1635287789,0.0101602511,0.0842516574,0.4108468956,0.0,2.0818181818,1.8964349376,3.100433526,11.660326087,0.343868425,0.0,0.0,1.0,0.0,0.0,0.2333494314,5.0,-0.023123197,-0.171428235,-0.192931776,-0.605603955,-566.01076,0.0439818798,10.914924814,-0.002062132,0.0258984925,0.0378906399,-0.081374301,0.2350714664,-0.059437339,1.0,0.0104637448,1.8444444444,0.0273779214,4.0,8.0487483466,0.0577367206,0.0,0.0274949092,0.010723041,0.0065453713,1.0524342201,0.5043395252,3.4746201e-07,11.454545821,0.1707363644,0.0291509061,0.8097044806,0.021750725,0.0541013447,0.5487372854,0.0077319587628865,0.086111111111111,0.1107954545454545,0.1107954545454545,0.1333333333333333,0.1920731707317073,0.0891364902506963,0.2777777777777777,0.3120805369127517,0.3164983164983164,0.3120805369127517,0.3254237288135593,0.3344709897610922,0.3076923076923077,0.3390410958904108,0.4699248120300752,0.5393700787401574,0.5959183673469388,0.6024590163934427,0.52734375,0.4481481481481482,0.4270072992700731,0.362369337979094,0.320945945945946,0.2947019867549669,0.2612903225806451,0.3120805369127517,0.5393700787401574,0.615702479338843,0.615702479338843,0.5959183673469388,0.8101851851851851,0.9356435643564356,1.0364583333333337,1.2999999999999998,1.3136094674556211,1.6066666666666665,1.7535211267605637,1.589403973509934,1.641891891891892,1.773049645390071,1.773049645390071,1.875,1.875,1.6965517241379309,1.589403973509934,1.7342657342657342,1.773049645390071
23341,0.685036961,0.0886726899,-0.816061974,0.0374197125,0.681275154,1.5838710472,0.0886350644,0.584257089,-0.006021023,0.1421535958,10.0,0.0224519169,-0.013801659,0.0908532934,-0.015180157,0.0156456085,0.1498316729,0.0499974968,0.0401625534,0.596820149,0.0,1.9030942857,1.2927636226,8.597728362,4.9600556615,0.2584081912,0.0,0.0,0.0,0.0,0.0,1.0634792456,5.0,-0.057000542,-0.138748718,0.114373229,-3.466255815,1846.9846847,0.0362474485,14.99542745,0.0025129526,0.0106233592,0.0203950067,-0.005156662,0.1861045963,-0.038977459,1.0,-0.001928934,-0.297161172,0.0001691813,7.0,14.728305788,0.768707628,0.0,0.047524754,0.0202644158,0.0233557085,0.3634515993,1.3083811652,1.2059652e-09,2.3275718e-08,1.1912476741,1.419071021,0.3972327624,0.026168678,0.3559270799,0.4771565285,-0.0942528735632184,-0.0729411764705882,-0.015,-0.1045454545454545,-0.0596658711217183,-0.0460048426150121,-0.0663507109004739,-0.0815850815850816,-0.015,0.0706521739130434,0.0260416666666667,0.0395778364116095,-0.0528846153846154,0.0883977900552486,0.0233766233766232,0.0450928381962865,0.0102564102564102,0.0341207349081364,0.1005586592178771,0.0314136125654449,-0.015,-0.0619047619047619,-0.0413625304136252,-0.0921658986175115,-0.130242825607064,0.0563002680965147,0.0395778364116095,0.0677506775067751,0.0824175824175823,0.1588235294117648,0.304635761589404,0.3824561403508772,0.4172661870503598,0.4275362318840578,0.4592592592592592,0.6213991769547325,0.6348547717842323,0.7130434782608697,0.8073394495412844,0.6982758620689655,0.6909871244635193,0.8761904761904762,0.7356828193832599,0.790909090909091,0.6982758620689655,0.8073394495412844,0.8411214953271029,0.8240740740740742
49269,0.8045764668,0.0459373211,-45.98142762,0.0453579729,1.3821060073,1.9589717913,0.0644220246,0.3246164822,0.0112350723,0.113780768,10.0,0.0179994029,-0.016756922,0.0579883422,-0.069191751,-0.068474867,0.1355922588,0.1004878249,-0.010876897,0.5133844827,0.0,1.3790561152,0.6683316591,84.856573043,7.8765561606,0.1818628613,0.0,0.0,0.0,0.0,0.0,0.7950558703,2.0,-0.071730374,-0.282197239,0.3511341288,-0.978086288,-92.33920748,0.207869402,12.818909583,0.0015457672,0.0081535929,0.0223158115,-0.025161851,0.0106934952,0.0295124388,2.0,0.0032758414,0.4875089222,0.0508508096,4.0,12.251381758,0.9010448837,0.0,0.1190476194,0.0304572184,0.0272328889,0.7496461204,6.5070809311,7.881633e-09,1.3498673e-08,0.7848179752,0.6159392543,-0.724603931,0.0404546747,-0.22506274,0.2393016327,0.0478723404255319,0.0051020408163264,-0.005050505050505,0.0591397849462365,0.0368421052631577,0.0368421052631577,-0.0295566502463053,-0.0199004975124378,0.2160493827160494,0.132183908045977,0.2012195121951219,0.1726190476190476,0.0478723404255319,0.0423280423280423,-0.0921658986175115,-0.0837209302325581,0.0706521739130434,-0.1205357142857143,-0.0921658986175115,0.0423280423280423,-0.0247524752475247,0.0591397849462365,0.1726190476190476,-0.0528846153846154,0.0,-0.0574162679425837,-0.1859504132231405,-0.1434782608695651,-0.5582959641255605,-0.5772532188841202,-0.5522727272727272,-0.5099502487562189,-0.5099502487562189,-0.4497206703910614,-0.4419263456090652,-0.4256559766763849,-0.3805031446540881,-0.347682119205298,-0.3433333333333334,-0.2913669064748201,-0.347682119205298,-0.3111888111888111,-0.3014184397163121,-0.298932384341637,-0.3824451410658307,-0.347682119205298,-0.3014184397163121,-0.0879629629629629
24109,0.9650675445,0.1473188104,-9.688142806,0.1329923459,2.1710530847,1.2358149134,0.0562115421,0.1305176738,0.0548854075,0.0639762562,10.0,0.0068900237,0.0073504983,0.1335646903,0.1987680917,-0.064035285,0.0315701798,0.0548707432,0.0625979437,0.5246054568,0.0,1.2394895603,0.7272605097,12.45531764,8.6743006289,0.1112635,0.0,0.0,0.0,0.0,0.0,0.284453847,5.0,-0.02541428,-0.037657774,-252.2223951,2.1242433191,3361.0299088,0.0095336956,15.426490905,0.0004444263,0.0102562188,0.0283307075,-0.017705631,0.0499302932,-0.008200128,1.0,-0.002891566,-0.295805852,0.0059523811,2.0,14.648903586,0.451138037,0.0,0.0285714287,0.0143906929,0.0249353108,0.4940794835,1.1980415706,1.054359e-09,4.4411054e-08,0.4439195207,0.1970645409,0.1053122196,0.0215849796,0.1034257588,0.3403053802,-0.0404624277456647,-0.1075268817204301,-0.1216931216931217,-0.0928961748633879,-0.0459770114942529,-0.0348837209302325,-0.0059880239520958,-0.0292397660818714,-0.0177514792899408,0.0121951219512195,0.01840490797546,0.0779220779220779,0.1369863013698631,0.177304964539007,0.2205882352941177,0.3174603174603174,0.2575757575757575,0.2671755725190838,0.2296296296296296,0.129251700680272,0.2116788321167884,0.1216216216216217,0.0573248407643312,0.1066666666666666,0.1608391608391608,0.0849673202614378,0.1608391608391608,0.0921052631578946,0.0440251572327043,0.1140939597315435,0.1369863013698631,0.0709677419354839,0.1690140845070422,0.1608391608391608,0.0849673202614378,0.1608391608391608,0.1448275862068966,0.2481203007518797,0.2481203007518797,0.2116788321167884,0.177304964539007,0.2205882352941177,0.2481203007518797,0.2205882352941177,0.2769230769230768,0.2028985507246377,0.2296296296296296,0.296875
50112,1.472621241,0.1218363152,-7.408885831,0.0332059383,1.9405131329,5.0465230301,0.2661166916,0.3814490276,0.0070921986,0.3161812699,10.0,0.0200317641,0.0105144574,0.1577723624,0.0775679198,-0.01710642,0.0633049365,0.2755717034,0.0706643995,0.5558702837,0.0,2.8134814152,1.5295666865,26.512735185,10.770518653,0.1500825786,0.0,0.0,1.0,1.0,0.0,0.7149334892,2.0,0.0122223987,-0.241656569,0.5985846823,0.3253466775,-527.4312362,0.0312775509,10.903356274,-0.008058116,0.0036888739,0.0096621206,0.1741158594,0.048037562,-0.165725916,0.0,-0.0464,-0.659168371,-0.025563398,2.0,9.9843991134,0.3516775972,0.0,0.0341880359,0.0210114254,0.0201674303,1.2966431447,2.7924067799,5.3160958e-07,3.672537e-08,0.8123629595,0.659933578,-0.144906945,0.0450881478,0.1080496458,0.4761085185,-0.1869918699186992,-0.1525423728813559,-0.1735537190082644,-0.180327868852459,-0.1228070175438597,-0.1999999999999999,-0.1935483870967742,-0.2424242424242424,-0.1999999999999999,-0.2125984251968503,-0.0566037735849056,-0.3421052631578947,-0.3506493506493506,-0.2424242424242424,-0.2248062015503875,-0.1666666666666666,-0.1525423728813559,-0.2063492063492064,-0.21875,-0.2907801418439716,-0.2481203007518797,-0.3006993006993007,-0.1999999999999999,-0.2307692307692307,-0.1869918699186992,-0.3055555555555556,-0.2700729927007299,-0.2248062015503875,-0.1228070175438597,-0.0566037735849056,-0.074074074074074,-0.0566037735849056,0.1627906976744186,0.1764705882352941,0.2658227848101266,0.36986301369863,0.4285714285714286,0.4705882352941177,0.36986301369863,0.25,0.3333333333333332,0.3333333333333332,0.2820512820512821,0.1904761904761904,0.2820512820512821,0.0869565217391303,0.2658227848101266,0.4705882352941177
60409,-0.191006132,-0.302357739,0.9125713337,0.006112017,1.1000383251,1.6972697006,-0.390533966,0.1234308367,0.0007408505,-0.603194601,10.0,-0.196447231,0.0526315789,-0.422722837,0.2499145931,-0.309245338,0.4846625767,-0.160610247,0.1300215208,0.366460136,0.0,1.0978962132,1.0900420757,4.203583565,25.673584906,-0.151075892,0.0,0.0,1.0,0.0,0.0,-0.287302726,2.0,-0.281635639,-0.019905221,-1.627435754,4.3176392801,-72.5513322,0.0678730984,10.310089514,0.0,0.0300787217,0.2027681073,0.0562301558,0.143841774,-0.001193659,2.0,0.0289229825,2.8665807283,0.0394986495,0.0,11.475898344,1.5945611867,0.0,0.0571428575,0.0411730184,0.0479832111,0.6179416538,2.7306534417,2.5191434e-07,2.1994928e-08,1.8623042122,3.4681769789,-0.536488493,0.1459130636,-0.99633698,0.6073689959,-0.0285714285714285,0.3600000000000001,0.5111111111111111,1.193548387096774,1.8333333333333333,1.7200000000000002,1.3448275862068964,0.8888888888888888,2.5789473684210527,3.8571428571428568,5.8,4.666666666666667,4.666666666666667,5.8,4.666666666666667,5.8,4.666666666666667,2.7777777777777777,0.8888888888888888,0.6190476190476191,0.4166666666666667,0.4166666666666667,0.3600000000000001,-0.2916666666666666,-0.4137931034482759,-0.6304347826086957,-0.826530612244898,-0.8418604651162791,-0.8121546961325967,-0.7322834645669292,-0.7638888888888888,-0.7094017094017093,-0.7043478260869565,-0.6991150442477876,-0.3928571428571429,-0.3199999999999999,-0.3061224489795918,-0.3584905660377359,-0.4035087719298246,-0.3703703703703703,-0.3703703703703703,-0.4035087719298246,-0.4137931034482759,-0.423728813559322,-0.0285714285714285,0.0,-0.081081081081081,-0.1707317073170732
