firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,chmom,turn,IPO,indmom,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
11157,0.7388602012,0.0307629526,-38.30828025,0.0,1.0688556496,2.3234661686,0.063729347,-0.02715601,0.3748205085,0.0056014937,-0.082395742,-0.048466166,-2.887755102,0.119598826,0.0484661657,35,-0.024404341,-0.087155963,-0.000371396,-0.115780809,-0.059380697,0.1286257727,-0.098594685,0.0209899485,0.0656479909,0.4269082266,0,1.8859997851,0.0084350677,1.1561190502,0.0359021923,188.57961783,5.7046242775,0.0655587956,0.0,0.0,1,1.0,0,0.0,0.9625353707,6.0,-1.170398652,-0.093625869,-0.14851296,-2.145290637,-0.784377045,-1.295611023,0.1619984538,-1863.261821,0.0381692448,9.6634587796,0.0024796462,-0.005804416,-0.013990268,0.071461597,0.0,0.2701435724,0.0,0.0019718233,3.4238921002,-0.089150652,5.0,7.9635644698,0.1124205309,0.2334458582,0,0.0815281631,0.0668118373,0.028031823,0.0359738424,1.3043203806,3.2166260613,2.942523e-06,2.2105263862,0.7446487053,0.5545016943,-0.083176415,0.0809252226,0.06717935857783708,-0.07263922518159804,0.11014492753623184,0.556910569105691,0.21974522292993637,0.13313609467455634,0.1968749999999999,0.23948220064724923,0.679824561403509,0.46183206106870234,0.18966267006274462,0.14328358208955216,0.10057471264367823,0.18944099378881973,0.17125382262996935,0.33916083916083917,0.14328358208955216,0.07282913165266103,0.10374639769452454,0.47307692307692295,0.34859154929577474,0.28093645484949836,0.08192090395480234,0.035135135135135,0.30272108843537415,-0.050805452292441156,-0.027918781725888242,-0.051980198019802026,-0.040100250626566414,-0.027918781725888242,-0.13738738738738743,-0.13348416289592757,-0.1763263726101636,-0.23246492985971945,-0.24901960784313715,-0.167391304347826,-0.24158415841584158,0.4635078333970195,0.7409090909090907,0.9564773191663261,2.83,3.5058823529411764,4.892307692307692,5.079365079365079,2.139344262295082,0.7022222222222223,0.5958333333333334,0.44528301886792465
47730,0.7380294643,0.0637040332,-18.9369683,0.0275817748,1.0049320968,3.9381199397,0.0648810041,0.2136852912,0.3175692691,0.013261138,0.3385026771,-0.05325838,-1.328888759,0.1483596068,0.05325838,37,0.0,0.0,0.2148596566,-0.010627732,0.0570188993,0.8862004033,0.4175301948,0.0005527323,0.0769405636,0.2411802338,0,1.6556038412,-0.092041807,1.6556038412,-0.092041807,160.45800431,7.6921887056,0.1287427569,0.0,0.0,0,0.0,0,0.0,0.6440986435,5.0,-1.241298726,0.2153892732,-0.176977414,1.2004834321,-0.823849695,-0.676853734,0.140628827,-1471.479075,0.0362121738,14.028486063,-0.000512239,0.0067304781,0.0154381898,0.0029638782,0.0114738764,0.001507536,2.0,-0.002688172,1.493648032,-0.040139358,4.0,14.189042937,0.2364397733,0.9842995169,0,0.1043042738,0.0189701933,0.0123945823,0.0161132073,0.4406367543,2.0042861722,1.9887667e-09,2.8504284e-08,0.9925254738,0.9851068161,0.0661136385,0.0262504989,-0.04907975460122682,-0.13367489520260822,-0.2010309278350515,-0.23456790123456783,-0.1806167400881057,-0.1428571428571428,-0.09796314258001937,-0.14404049700874366,-0.08011869436201768,-0.02413431269674693,-0.09001956947162426,-0.17333333333333323,-0.20308483290488422,-0.18349429323968391,-0.23519736842105254,-0.2674281213076014,-0.3015396169733383,-0.2762645914396886,-0.2927756653992395,-0.19235779418150234,-0.17516629711751663,-0.13849004168596568,-0.051504334523202355,-0.1428571428571428,-0.11217183770883044,-0.13367489520260822,-0.13448115402512784,-0.12264150943396213,-0.091796875,-0.04222451081359424,-0.09970958373668914,0.009224091155724423,-0.009584664536741228,-0.11596958174904937,-0.1707534551939366,-0.1172282866635026,0.02933038184836745,0.14956736711990115,0.06164383561643838,0.13414634146341475,0.5208503679476697,0.2525252525252526,-0.023622047244094446,0.10254890337877898,0.13900796080832833,-0.14835164835164827,-0.2922374429223744,-0.22273297116590052
13777,0.370890919,0.0506686221,1.8077787137,0.0427755202,0.1497455893,0.458469955,0.2634155724,0.1118074634,0.576932616,0.0378886756,0.0892578633,-0.044610068,-0.435334568,0.0727264248,0.0446100684,30,0.0,0.1178451178,0.1991727909,0.1317158943,0.0442176947,0.8758143322,0.2779922038,0.0035485348,0.1211785676,0.6533980249,0,2.5521791655,0.1348207805,2.5521791655,0.1348207805,1.7289848725,5.1804966687,0.4866327626,0.0,0.0,0,,0,0.0,0.816692773,7.0,-1.214726524,0.0951672422,-0.059132296,0.8333448868,-0.51612811,0.4338050852,0.064995645,-2326.005975,0.0362121738,12.211695191,0.0027135326,0.0207802459,0.0291701795,0.0100834175,0.5200282198,0.0100329757,0.0,-0.001240695,1.4614939484,-0.035651791,6.0,11.119138941,0.0263064225,0.439913989,0,0.1043042738,0.0200000089,0.0180722429,0.0237278575,0.8147252656,2.656248193,4.8381265e-08,6.0948652e-08,1.1785363201,1.3889478578,-0.011096273,0.0394363695,0.01383647798742138,0.012562814070351758,-0.02657004830917864,-0.06005830903790077,-0.030084235860409092,-0.10144927536231885,-0.14708994708994694,-0.04502369668246431,0.03069053708439906,0.11172413793103453,-0.0024752475247524774,-0.05841121495327106,-0.030084235860409092,0.04947916666666674,0.03598971722365052,0.09214092140921415,0.19940476190476208,0.21752265861027187,0.19054652880354528,0.20119225037257826,0.3344370860927153,0.36610169491525424,0.5834970530451868,0.605577689243028,0.7445887445887447,0.3920552677029361,0.2613458528951489,0.3872633390705682,0.39446366782006925,0.47080291970802923,0.3433333333333335,0.31699346405228757,0.24,0.23430321592649306,0.2793650793650795,0.25741029641185653,0.3993055555555558,0.5992063492063493,0.4522522522522523,0.5294117647058825,1.1099476439790577,0.9421686746987952,0.7148936170212767,0.9803439803439804,0.7714285714285716,0.4788990825688073,0.35690235690235683,0.47080291970802923
38746,1.6022049878,-0.02453373,-5.461955686,0.0,2.7558913149,1.8321952945,-0.004046988,0.0684013892,0.080561987,0.0,0.1557239815,-0.035387289,-6.084864392,0.1247506918,0.0353872886,38,0.0007835575,-0.105691057,-0.118518748,-0.531542554,0.2396376701,0.1221262151,-0.135566267,0.0035624079,-0.054480278,0.5528920207,0,1.8499436071,-0.104589678,0.8772428996,0.0148152197,3.0653212195,2.1025148403,0.0168943747,0.0,0.0,0,0.0,0,0.0,0.1761583867,5.0,-0.29673966,1.0715490287,-0.164940447,5.5635215838,-2.04445093,-0.174393425,0.507458196,-420.5577085,0.0745043526,10.86102075,-0.001077964,-0.002994499,-0.008145221,-0.051695684,0.1081806518,0.0015443529,1.0,-0.008965672,1.8795061728,0.121822739,2.0,10.501881102,1.1308386938,0.6543806982,0,0.3047993609,0.0357143097,0.0175820002,0.032835015,1.0080635856,4.3398159256,1.9524864e-07,4.4195195e-08,0.3760086551,0.1413825087,0.4117045169,0.084424037,0.011570247933884392,-0.09999999999999998,-0.21235521235521226,-0.29977116704805495,-0.2850467289719626,0.020000000000000018,-0.08520179372197312,-0.022364217252396124,-0.17962466487935658,-0.15819589826824942,-0.165075034106412,-0.31543624161073824,-0.33114754098360655,-0.36514522821576767,-0.388,-0.37359263050153524,-0.4035087719298245,-0.5229929851909587,-0.48996599773318217,-0.49712407559572713,-0.3873873873873874,-0.5052546483427647,-0.444141689373297,-0.4887218045112782,-0.5135135135135135,-0.5446428571428571,-0.5779310344827586,-0.5788024776324845,-0.5432835820895523,-0.5532846715328467,-0.5532846715328467,-0.5459940652818991,-0.49712407559572713,-0.5363636363636364,-0.48003398470688186,-0.5138999205718824,-0.44514959202175874,-0.575,-0.6707907477138246,-0.6101910828025477,-0.6709677419354838,-0.7794594594594595,-0.8043478260869565,-0.786759581881533,-0.7967452673530389,-0.8556944116953549,-0.8866666666666667,-0.8761133603238866
60871,0.3483169889,0.0790069502,1.8067483442,0.0258457038,0.136028175,0.2747063914,0.632622882,0.2191824998,0.4862190277,-0.00231707,0.3127301583,-0.008251734,-0.04603935,0.0826443788,0.0082517338,37,0.0036648233,0.0823529412,0.0839459526,0.1840391936,0.0120931198,0.2468867406,-0.034870928,0.0122340188,0.1861714645,0.8070220112,0,8.3548690012,0.5452957853,7.7928153065,0.5662616259,0.833222453,8.5912242836,0.749894307,0.0,0.0,0,0.0,0,0.0,0.6518120196,5.0,0.074132622,-0.073743363,-1.7171663,-315.252004,-1.688903711,-0.433692783,12.000209526,7922.7331857,0.0355617731,16.442830854,-0.002901142,0.0313659702,0.0432514509,-0.006409932,0.6899955687,0.0183043725,2.0,0.0,0.3256387917,-0.027657901,6.0,16.935012693,0.1173923997,1.6560256222,0,-0.054958568,0.0295111816,0.0145782661,0.0200691748,0.2208028803,2.0662022551,9.844582e-11,1.3989397e-08,1.0479915721,1.0982863352,0.0744567343,0.0240747943,0.03743031590124768,0.07451196040692887,0.002565418163160693,-0.0326732673267327,-0.0033154807447079992,-0.0012777919754665135,0.09223029625489088,0.12105565117613315,0.0686354935739677,0.2505599999999999,0.18352513628104172,0.13604651162790704,-0.0015329586101175963,-0.050765120233179584,-0.03051352021830822,-0.0076180802437786355,-0.02006018054162495,0.006438320885912896,0.03743031590124768,0.09898762654668158,0.16067716067716065,0.2453792224346718,0.4017216642754662,0.31538202625378653,0.40272792534099056,0.339732601988344,0.3057133311059137,0.3560027758501041,0.33652530779753764,0.44955489614243316,0.2374920835972134,0.30310103367789254,0.5247756535310184,0.4169688179840465,0.383362831858407,0.42784070149799036,0.5770782889426955,0.6009832036050797,0.8364661654135337,1.0280228334198234,1.09656652360515,0.9559559559559558,1.0546792849631967,1.2853801169590642,0.8295880149812733,0.48311195445920285,0.3977110157367667,0.28089151098000653
14198,0.5731773217,0.0553131738,1.1800335809,0.0067268093,0.143419222,0.6633972164,0.1117592355,0.0698760622,0.404483158,-0.029676905,0.1386317292,-0.056762645,-0.711360312,0.0946607704,0.0567626451,38,0.0064119428,0.0666666667,0.0907442013,0.0100839604,0.0144417523,0.1836848578,-0.147523065,0.0453991165,0.053951619,0.6591378397,0,4.0904451716,-0.051864413,3.0003402075,-0.04040536,2.7622492795,5.3203732504,0.5801570389,0.0,0.0,0,,0,0.0,0.4981651679,6.0,5.859555453,0.0185894544,-0.001595044,0.3279653587,-0.424624357,-1.751319979,0.1675142643,-1422.182754,0.0386686809,13.719175655,0.0072130871,0.0222900955,0.0273813268,0.0201136479,0.3351475638,-0.007558745,1.0,0.0040612309,8.4014028959,0.143476068,7.0,14.162479055,-0.15418857,1.6730114642,0,0.0815281631,0.0265807956,0.0132951263,0.0204463372,0.3202297761,1.8900670999,1.9972277e-09,1.9491696e-08,1.038426938,1.0783305055,0.0110409813,0.0309509243,0.03258064516129022,-0.0291173794358508,-0.06142794311684496,-0.05211726384364834,0.12414398595258991,0.12850343733474356,0.11688764829030007,0.14301017675415095,0.18380177514792906,0.40982162519268894,0.29281098546041995,0.1901840490797546,0.2173416999429547,0.1977549111318988,0.11010924224033292,0.13209549071618043,0.18118081180811796,0.25357352653221055,0.29307210664512207,0.3776630083925112,0.40302432610124894,0.42647058823529393,0.5482466747279322,0.40796129316032537,0.40672379696769934,0.4812586765386395,0.3387703889585947,0.49824479288556045,0.5501210653753026,0.6004999999999998,0.6624253440664762,0.5803505307331522,0.7145152651312263,0.7293354943273904,0.8008438818565402,0.6887364811395411,0.7326116373477669,0.7544532748698272,0.7587912087912088,0.9993753903810116,1.2661946902654866,1.5608,1.346774193548387,0.639016897081413,0.4497282608695652,0.2865755627009645,-0.054357459379616,-0.12517081169718514
14702,0.5469262743,0.1197022732,0.6688963639,0.0253574909,0.3145447585,0.6536390485,0.3036229982,0.2666145498,0.4194329979,-0.016564784,0.4853699425,-0.040315517,-0.2596054,0.1507776297,0.0403155173,37,0.0123867008,-0.005519356,0.1014102806,0.2651031987,0.040517966,0.2840646651,-0.101668526,0.0020865649,0.1677107283,0.6299788616,0,3.7061560487,0.582028199,3.0973514674,0.7142343739,1.6846067596,6.8648825065,0.5129760262,0.0,0.0,0,0.0,0,0.0,0.6012383307,6.0,0.1927406226,-0.117590386,-0.640227573,-0.137063611,-0.615816803,-0.156898095,0.1028232249,12680.210272,0.0450626644,16.615629505,-0.007728852,0.0157094473,0.0250488337,-0.032946678,0.1624624625,-0.022698487,0.0,0.0009182736,0.2341774483,0.0144725014,5.0,17.41784061,0.219955693,2.1725031193,0,0.0142073898,0.0323076993,0.0175541833,0.0226359549,0.2460250308,3.1934234256,6.932479e-11,9.7612684e-09,1.3155284369,1.7306150683,0.0148394063,0.0251290304,-0.04849279161205766,0.054211035818005904,-0.09174311926605505,-0.12494977902772197,-0.1110204081632653,-0.11283095723014258,0.01680672268907557,0.010204081632653184,-0.11607142857142849,0.051665861902462584,-0.03798586572438156,-0.11607142857142849,-0.1629515757109915,-0.20972423802612472,-0.3059273422562141,-0.30281690140845063,-0.3371880706025563,-0.3059273422562141,-0.22491103202846974,-0.12354124748490947,-0.11821862348178136,-0.06763698630136983,0.05014464802314378,-0.07711864406779667,-0.09400998336106481,-0.15712074303405565,-0.20972423802612472,-0.1913866716168553,-0.11029411764705876,-0.10591133004926101,-0.21879483500717356,-0.11535337124289191,-0.10737704918032775,-0.18609865470852016,-0.17374810318664635,-0.2108695652173913,-0.01089918256130784,-0.03285968028419173,-0.10810810810810811,0.013023255813953583,0.1824104234527686,0.16221985058697985,0.07502467917077982,0.13674321503131526,-0.15646785437645228,-0.280237937871778,-0.3922991071428572,-0.3712471131639723
15537,0.9326488245,0.0524775186,-0.32029602,0.0344320884,0.1909933699,1.3269004251,0.1040592418,0.0317389498,0.5122078801,0.023326432,0.0643323996,-0.035438169,-0.747126437,0.0916848601,0.0354381687,32,-0.004179887,-0.120567376,0.1151430664,0.0532280196,-0.014293283,0.1351835273,0.0758069794,-0.008461669,0.0253089945,0.6737125794,0,6.3440522244,-0.042265114,4.6360009671,-0.014480372,3.4373453709,6.7112711864,0.4199194898,0.0,0.0,0,,0,0.0,0.6132549872,5.0,0.1183413639,0.0692393515,-0.755275593,0.2486589396,-1.299279168,0.2229783514,0.0437304553,-3350.027028,0.0450626644,11.194537133,-0.004386299,0.0043692634,0.005134422,-0.093369944,0.3421676494,0.0052468888,0.0,-0.012477859,-0.115730885,0.0135514904,6.0,10.670349771,0.2161490015,0.3234658016,0,0.0142073898,0.0272176918,0.0129215355,0.0134548514,0.654793593,0.6138600275,1.4311749e-07,1.1298428e-07,0.2929869136,0.0858413316,0.0537889128,0.0265137726,0.025753768844221092,-0.004268292682926833,-0.03371637534172012,-0.027953046501107415,0.009570206241653834,0.014285714285714013,0.07293035479632048,0.021902377972465414,0.02318295739348364,0.16642857142857137,0.08866666666666645,0.03354430379746809,-0.0030525030525030417,0.008024691358024638,0.0481386392811296,0.04679487179487163,0.08721704394141128,0.04012738853503173,0.04145408163265296,0.14195804195804174,0.16145092460881916,0.18162083936324147,0.1435574229691876,0.17821067821067804,0.13560500695410282,0.10636856368563685,0.060389610389610215,0.06871727748691092,0.08865215130464921,0.126206896551724,0.09450402144772108,0.16145092460881916,0.3169354838709675,0.18850072780203764,0.3608333333333331,0.46852517985611497,0.5552380952380951,0.30849358974358965,0.48185117967332114,0.5029912563276575,0.6528340080971657,0.16809728183118722,0.34735973597359737,0.41999999999999993,0.045454545454545414,-0.1304579339723111,-0.1295309168443498,-0.05058139534883732
68830,1.1795114933,0.1237615669,-1.538946583,0.0,0.7296584003,1.9149387381,0.0060952221,0.1658859476,0.1208766056,-0.113074957,0.4770135593,-0.020647086,-0.317078694,0.1630037229,0.0206470862,28,0.0553718429,0.8103448276,0.3589238715,0.553273281,-0.372348731,0.0482331184,-0.476978667,0.3008554197,0.0309432822,0.5261919169,0,3.4112671518,-0.334086086,2.5963319997,-0.459594271,5.4650793862,28.07890411,0.2906887969,0.0,0.0,1,1.0,0,0.0,0.1711985367,5.0,0.8873375227,0.2645508682,0.7502519708,-41.7765897,-2.34599937,-0.477630441,-7.622595166,-3913.01966,0.028180379,12.146464367,-0.002447643,0.0015331715,0.0025796745,0.3274369714,0.1535624854,-0.170010013,0.0,-0.000946176,0.8144414729,-0.015715746,5.0,11.669155588,0.7602566501,0.6211842589,0,0.1163534774,0.0540788397,0.0305837769,0.035707873,0.4814384859,3.1847690442,3.6499478e-08,2.8449812e-08,1.3307381619,1.7708640555,0.0215185724,0.0403699299,-0.09579918032786894,-0.0418023887079263,-0.36373467916366264,-0.4250814332247558,-0.42451907401369426,-0.3132295719844358,-0.2017186793306197,-0.03971708378672467,-0.03234649122807021,0.045616113744075815,0.06711003627569534,0.024376088218224012,0.06325301204819267,0.05625374027528407,0.02141203703703698,0.10588972431077681,0.2031356509884117,0.1719787516600264,0.14908854166666652,0.09355638166047076,0.0638939119951778,0.21808143547273962,0.3514548238897395,0.09968847352024901,0.10312499999999991,-0.019444444444444486,0.028554778554778393,0.08950617283950613,-0.02593818984547469,0.16887417218543033,0.255334281650071,0.3045084996304508,0.42914979757085003,0.6192660550458713,0.6841603053435112,0.5758928571428572,0.7544731610337969,0.7372047244094486,0.4831932773109242,0.6464552238805967,1.6946564885496183,2.043103448275862,1.1871127633209415,0.7738693467336684,0.9876126126126124,0.528138528138528,0.36609907120743035,0.4384678076609616
85631,0.2315306675,0.0350818946,3.4752355984,0.0,0.1653755349,0.2724410998,0.1910266997,0.1579136174,0.7540536662,-0.004845815,0.1413901383,-0.095820727,-1.010164739,0.0705203876,0.0958207268,27,,0.1029411765,0.1351572907,-0.105734669,-0.005414197,1.1052631579,-0.113901927,,0.1700118064,,0,1.9871082696,0.0082172157,,,1.5699000921,5.6076942546,0.3176918199,0.0,0.0,0,,0,0.0,1.3061579569,5.0,-1.219053163,0.0062772036,-0.074036237,0.6939846352,0.4782322205,0.1935935147,0.0627896078,5582.5276648,0.0362121738,15.921829674,0.0015132663,0.0194754296,0.0315846086,0.0029130011,0.4237980983,0.009608283,0.0,-0.000294811,5.3794318425,-0.124337253,7.0,16.797934932,0.3622653001,2.4417986039,0,0.1043042738,0.0143646533,0.0116571218,0.020472565,0.5583701185,10.964479833,6.533373e-11,7.7424923e-09,1.7170276126,2.9481838224,-0.006127847,0.0373355359,-0.03058016576164624,0.059337913803872544,-0.13843027686055365,-0.19848771266540643,-0.10383091149273449,-0.057777777777777706,0.11836465545664376,-0.0044027003228646056,-0.01965317919075149,0.22058294350485785,0.2028368794326243,-0.013953488372092981,-0.12124352331606214,-0.21079571893904137,-0.24588706091596257,-0.2310133756517796,-0.19334126040428057,-0.1661750245821042,-0.11204188481675392,-0.03882119580617727,-0.06291870985565295,0.060994682514857734,0.22322394518571942,0.14827352742044697,0.39244663382594425,0.1592617908407381,-0.002059429243895239,0.15452688904016343,0.2166427546628409,0.4258091635140817,0.3349075167256985,0.4464818763326228,0.36060970718010443,0.4252100840336135,0.4477166026461803,0.555249885373682,0.7871443624868284,0.5806150978564772,0.7011033099297894,1.017846519928614,1.6729708431836094,1.0483091787439616,0.7262086513994912,1.0446051838456905,0.591740966682309,0.011028315946348899,-0.045313819307627345,0.06365631859517085
