firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17
45583.0,0.0005639005,0.0263833189,0.042354987,0.0444609851,0.0539445065,-0.059838289,2.0,0.0005625096,-0.117546848,0.0480021089,-0.0379746835443037,0.1343283582089551,0.0,-0.05,-0.0379746835443037,-0.1111111111111111,-0.1602209944751381,-0.24,-0.1871657754010695,-0.2512315270935961,-0.2930232558139535,-0.3391304347826087,-0.4411764705882353,-0.3419913419913419,-0.2621359223300971,-0.5128205128205128,-0.5264797507788161
57920.0,0.0040708641,0.0145489816,0.0271970398,0.1009271926,0.1557008488,-0.005232526,2.0,0.0063645448,-0.646796527,-0.006408066,0.0225563909774435,-0.0144927536231883,-0.0620689655172413,-0.1604938271604938,-0.1999999999999999,-0.18562874251497,-0.2989690721649485,-0.3096446700507614,-0.2402234636871508,-0.3199999999999999,-0.3096446700507614,-0.276595744680851,-0.2989690721649485,-0.276595744680851,-0.2727272727272727,-0.3761467889908256,-0.2804232804232804
14702.0,0.0201121738,0.0299592835,0.0545887525,0.0933602985,0.2747307516,0.0403122805,8.0,0.0146087339,4.2332391119,-0.006108177,-0.1451612903225806,-0.0535714285714286,-0.1239669421487603,-0.1451612903225806,-0.1166666666666667,-0.1382113821138211,-0.3116883116883117,-0.1908396946564885,-0.2689655172413793,-0.369047619047619,-0.3071895424836601,-0.3764705882352941,-0.4111111111111111,-0.345679012345679,-0.1908396946564885,-0.171875,-0.196969696969697
10559.0,0.0004232388,0.0096194744,0.0202157357,0.1139817022,0.0180691636,0.0028286858,1.0,0.0011650316,0.2818321654,-0.064836208,0.0209302325581395,0.1675531914893617,0.1552631578947367,0.1256410256410256,0.0257009345794392,0.0329411764705882,-0.0639658848614072,-0.2003642987249544,-0.1915285451197053,-0.1701323251417769,-0.0892116182572614,-0.1590038314176245,-0.0854166666666667,0.0045766590389015,-0.0777310924369747,-0.05793991416309,0.2296918767507003
63095.0,0.0216263711,0.0031719577,0.0130099228,0.523729273,0.012779639,0.0009618596,4.0,0.0701448387,3.5677966102,0.0547619071,0.06,-0.0535714285714286,-0.171875,-0.273972602739726,-0.196969696969697,-0.3205128205128205,-0.2428571428571428,-0.1587301587301587,-0.1587301587301587,-0.1311475409836066,-0.1846153846153846,-0.3026315789473685,-0.3375,-0.369047619047619,-0.3205128205128205,-0.3205128205128205,-0.2428571428571428
61938.0,0.0,0.0257901506,0.0413151122,0.0017781614,0.0717110212,0.0,0.0,0.008412471,0.1488277268,0.0232141418,0.0,-0.0148514851485148,-0.038647342995169,0.0205128205128204,0.052910052910053,0.0101522842639594,-0.0197044334975369,-0.0432692307692307,0.0310880829015545,0.0050505050505049,0.0585106382978724,0.0101522842639594,0.0153061224489796,-0.0568720379146919,-0.0829493087557603,0.0585106382978724,-0.2841726618705036
58018.0,-0.00244529,-0.000728283,-0.00215957,0.1116875874,0.000905233,-0.002675467,1.0,-0.010645646,-0.443768215,0.0286512934,-0.1694915254237288,-0.1478260869565217,-0.2222222222222222,-0.1171171171171171,-0.1171171171171171,-0.1403508771929824,-0.3049645390070922,-0.6397058823529411,-0.6597222222222222,-0.6677966101694915,-0.6487455197132617,-0.6643835616438356,-0.65,-0.6230769230769231,-0.6301886792452831,-0.6048387096774194,-0.5882352941176471
49373.0,-0.001212249,-0.011586843,-0.019082314,0.0234472005,0.3204212606,0.034321665,0.0,-0.000320243,-0.601878101,-0.02244331,0.0605095541401274,0.0537974683544304,0.0741935483870968,0.0438871473354232,-0.0089285714285713,-0.0876712328767123,-0.1417525773195876,-0.0876712328767123,-0.0431034482758621,-0.0698324022346368,-0.0458452722063037,-0.0319767441860464,0.0183486238532109,0.0846905537459283,0.0471698113207548,0.1174496644295302,0.0341614906832297
18570.0,-2.7709e-05,0.0369561183,0.0430062139,0.0242155027,0.2464061172,-0.005680791,1.0,0.0008901694,0.0288665646,0.0,0.0461538461538462,0.0149253731343284,-0.1052631578947368,-0.0933333333333333,-0.15,-0.2272727272727273,-0.2527472527472527,-0.2842105263157894,-0.276595744680851,-0.2989690721649485,-0.4035087719298246,-0.4809160305343511,-0.4333333333333333,-0.3761467889908256,-0.4061135371179039,-0.3461538461538461,-0.3928571428571429
27289.0,0.0014943535,0.0014988921,0.0093597396,0.6362706624,0.0512380296,0.008397288,1.0,0.1572600785,-0.459760512,-0.021739131,0.3953488372093023,0.2765957446808511,0.25,0.0344827586206897,0.0169491525423728,-0.0476190476190476,0.1320754716981131,-0.1176470588235294,0.0344827586206897,0.1111111111111111,-0.1428571428571429,-0.2771084337349397,-0.1891891891891891,-0.25,-0.3877551020408163,-0.368421052631579,-0.1666666666666666
47642.0,-0.034524548,0.0122907157,0.0153241396,0.0036485099,0.1856802169,-0.026849195,0.0,-0.019577904,-0.201563419,-0.071563821,-0.024793388429752,-0.0634920634920634,0.0727272727272727,0.063063063063063,-0.0708661417322834,-0.0852713178294574,-0.1259259259259258,-0.1323529411764705,-0.1194029850746268,-0.1323529411764705,-0.2531645569620253,-0.3333333333333333,-0.3854166666666666,-0.3723404255319149,-0.355191256830601,-0.2934131736526946,-0.2484076433121018
29946.0,-0.003864648,0.0161015113,0.0305325101,0.0936257085,0.0307929515,0.0096982498,1.0,-0.005237802,-0.767405063,-0.005419276,0.0952380952380953,0.1274509803921568,0.1274509803921568,0.0900473933649288,0.0267857142857141,-0.0416666666666666,-0.1153846153846154,-0.1785714285714286,-0.1449814126394052,-0.1666666666666666,-0.0336134453781512,-0.0725806451612903,-0.1254752851711026,-0.2013888888888888,-0.222972972972973,-0.217687074829932,-0.1015625
10866.0,-0.005639809,0.0150430988,0.0243929432,-0.042605799,0.0100326162,0.0215495626,0.0,-0.009163713,-0.724774187,-0.029377423,-0.0471698113207547,-0.038095238095238,-0.1330472103004292,-0.1476793248945147,-0.1952191235059761,-0.1583333333333333,-0.207843137254902,-0.2109375,-0.2290076335877863,-0.1984126984126983,-0.2627737226277372,-0.2785714285714286,-0.6677631578947368,-0.6605042016806723,-0.6610738255033557,-0.6468531468531469,-0.5720338983050848
29970.0,0.0060032644,0.0306473105,0.0435417981,0.1315073582,0.3211159099,-0.023002441,0.0,0.0183577833,-0.419545903,-0.007485926,0.0518134715025906,0.1941176470588235,0.2378048780487804,0.1215469613259667,0.2453987730061348,0.2378048780487804,0.3181818181818181,0.5263157894736843,0.7652173913043478,0.6504065040650406,0.5615384615384615,0.4295774647887325,0.5263157894736843,0.5037037037037038,0.6916666666666667,0.9519230769230768,0.7964601769911503
44257.0,-0.004804266,0.0220346965,0.0425754095,0.1207838776,0.1586103702,0.0039188091,0.0,0.0218212498,-0.295302013,0.0073529412,-0.0241935483870967,-0.0546875,-0.1824324324324324,-0.2754491017964071,-0.3045977011494253,-0.2754491017964071,-0.2797619047619047,-0.2292993630573248,-0.2243589743589743,-0.2039473684210526,-0.0970149253731342,-0.2091503267973856,-0.2243589743589743,-0.1357142857142856,0.0083333333333333,-0.0546875,-0.0241935483870967
45655.0,0.0078566987,0.0216076566,0.0522682726,0.441885137,0.0044692217,-0.009556648,0.0,0.010534039,0.625,0.0082813282,-0.0384615384615384,-0.1071428571428571,-0.0867579908675799,-0.0783410138248847,0.0256410256410255,-0.074074074074074,-0.0783410138248847,-0.183673469387755,0.0638297872340425,0.1904761904761904,0.4598540145985401,0.5151515151515151,0.5267175572519085,0.7857142857142858,0.8181818181818181,1.2222222222222223,1.3255813953488371
62818.0,-0.037008316,0.0240280763,0.0600899911,0.0214715676,0.1829223653,0.2032007412,2.0,0.0030649839,-0.652991453,0.017816091,-0.1690140845070422,-0.1194029850746268,-0.078125,-0.1748251748251748,0.0925925925925925,0.0442477876106195,0.0,-0.106060606060606,-0.1194029850746268,-0.2236842105263158,-0.1386861313868613,-0.3099415204678363,-0.4010152284263959,0.1028037383177569,0.1919191919191918,0.4390243902439024,0.3409090909090908
49402.0,0.0070392526,0.0164150121,0.0447716021,0.077163801,0.1609330303,0.1140293435,2.0,0.0215800017,-0.65170106,-0.034352142,-0.1521739130434782,-0.0602409638554216,-0.1958762886597937,-0.2352941176470588,-0.1333333333333333,-0.1428571428571429,-0.1521739130434782,-0.1958762886597937,-0.1034482758620689,-0.2710280373831776,-0.2352941176470588,-0.2277227722772277,-0.4,-0.1958762886597937,-0.1789473684210526,-0.037037037037037,-0.1136363636363636
25320.0,-0.004268084,0.0196095264,0.0335282082,0.0375024431,0.0661250659,0.0339402275,0.0,0.0024876034,0.1975842798,0.0399716999,-0.034,0.0733333333333332,-0.0020661157024793,-0.0061728395061728,0.0211416490486258,-0.0416666666666666,-0.0102459016393442,0.0233050847457627,0.0477223427331887,0.1129032258064515,0.1232558139534882,0.2135678391959798,0.1838235294117647,0.2384615384615385,0.3416666666666665,0.2949061662198391,0.3529411764705883
60062.0,-0.005571975,0.003537866,0.0094554035,0.3534137861,0.0090184085,0.2135849902,0.0,-0.02611577,2.747453565,-0.061652238,-0.0066225165562914,0.2096774193548387,0.1627906976744186,0.1152416356877323,0.1450381679389312,0.0869565217391303,0.1363636363636364,0.0948905109489051,0.0714285714285714,0.0204081632653061,-0.0566037735849056,-0.1124260355029586,-0.1573033707865169,0.0273972602739727,0.0830324909747293,0.3392857142857142,0.6216216216216217
40352.0,-0.009258407,-0.01055781,-0.035456996,0.284028618,0.1414087673,0.004941822,0.0,-0.067723973,-0.740063372,0.0056176283,0.0253164556962024,-0.0061349693251533,-0.3278008298755186,-0.1518324607329843,-0.0121951219512195,-0.0240963855421686,-0.1382978723404255,-0.1382978723404255,-0.0742857142857142,-0.0949720670391061,-0.0240963855421686,-0.0121951219512195,-0.0847457627118644,-0.0742857142857142,-0.1473684210526316,-0.0414201183431952,0.2366412213740458
22753.0,0.0097196902,0.0428220284,0.0697780338,0.0467822376,0.0313248847,-0.046667682,1.0,0.0030781691,-0.007896574,0.001160644,0.0310559006211179,0.177304964539007,0.0779220779220779,0.0310559006211179,0.1216216216216217,0.1216216216216217,0.0060606060606061,-0.1216931216931217,0.0506329113924051,-0.1941747572815534,-0.2169811320754716,-0.1263157894736841,-0.2687224669603524,-0.1075268817204301,0.0060606060606061,0.0440251572327043,0.2205882352941177
23238.0,0.0046717801,0.0339110368,0.0525862883,0.0218804562,0.3236363398,0.0364529453,2.0,0.0026722142,0.3469844065,0.0078740157,-0.1666666666666666,-0.024390243902439,-0.1176470588235294,-0.1549295774647887,-0.1549295774647887,-0.240506329113924,-0.3650793650793651,-0.3478260869565217,-0.3258426966292135,-0.4285714285714286,-0.5804195804195804,-0.5774647887323944,-0.5256916996047432,-0.5522388059701493,-0.4,-0.3220338983050848,-0.4059405940594059
26841.0,-0.030782448,-0.022306448,-0.043523316,0.090403244,0.0316228561,-0.080430371,0.0,-0.015318931,1.0787207872,0.0166666694,-0.159090909090909,-0.2043010752688172,-0.3211009174311926,-0.2371134020618557,-0.2815533980582524,-0.2291666666666666,-0.2448979591836735,-0.2673267326732673,-0.5225806451612903,-0.5375,-0.5194805194805194,-0.5286624203821656,-0.5595238095238095,-0.5225806451612903,-0.4558823529411765,-0.4477611940298507,-0.3392857142857143
48047.0,0.0278050787,0.0269992891,0.0786058898,0.6643913897,0.0385024956,-0.163991623,2.0,0.0178551395,0.6092558789,0.0145245558,-0.04,0.0434782608695651,0.0378378378378378,0.0158730158730158,0.032258064516129,-0.005181347150259,-0.0588235294117647,-0.0813397129186602,0.0,0.1294117647058823,0.1034482758620689,0.1098265895953756,0.0549450549450549,0.2972972972972973,0.3061224489795917,0.263157894736842,0.5238095238095237
60417.0,-0.011470682,-0.011226941,-0.100158204,0.0571705426,0.0753922854,-0.562063395,0.0,-0.05169201,0.5820198482,-0.024967991,-0.0270270270270269,-0.04,-0.0769230769230768,-0.0999999999999999,-0.1428571428571429,-0.1627906976744185,-0.1999999999999999,-0.1910112359550562,-0.1219512195121951,-0.1724137931034483,-0.2421052631578947,-0.2727272727272727,-0.2653061224489795,-0.1724137931034483,0.0434782608695651,-0.0999999999999999,-0.1219512195121951
30568.0,0.0026260818,0.0083831666,0.0194199896,0.2261818533,0.1120377293,-0.002905743,0.0,0.0071466512,5.9014084507,0.015843858,-0.106060606060606,-0.1571428571428571,-0.1917808219178082,-0.078125,-0.0634920634920634,-0.106060606060606,-0.0634920634920634,0.0727272727272727,0.0535714285714286,-0.0327868852459016,0.0172413793103447,-0.144927536231884,-0.1690140845070422,-0.1571428571428571,-0.0327868852459016,0.1568627450980393,0.0
43000.0,0.003112943,0.0061467342,0.0179010942,0.07513145,0.0783120466,0.0331515163,1.0,0.0029387357,0.2528216704,0.0065573771,0.0033557046979866,0.1771653543307085,0.3590909090909091,0.3348214285714286,0.4103773584905661,0.3468468468468468,0.2563025210084033,0.2105263157894736,0.1865079365079365,0.0912408759124088,0.1912350597609562,0.0912408759124088,0.1368821292775666,0.0204778156996587,0.099264705882353,0.2304526748971194,0.3114035087719298
56354.0,0.0023849542,0.0200671404,0.0483215822,0.1386588575,0.2140631378,-0.047289917,2.0,0.0055290329,2.0385395538,0.0238447394,-0.0201342281879194,0.0428571428571429,0.2066115702479338,0.140625,0.123076923076923,-0.0135135135135134,-0.0641025641025641,-0.0875,0.020979020979021,0.0354609929078013,0.028169014084507,-0.0266666666666666,-0.3333333333333333,-0.3733905579399141,-0.3080568720379146,-0.2065217391304348,-0.1461988304093567
50155.0,0.0031224197,0.0081447356,0.0477263036,0.0182388113,0.0303255827,0.0,2.0,0.0031353225,-0.890909091,1.21829e-05,0.0072463768115942,0.1982758620689655,0.1982758620689655,0.4183673469387754,0.2410714285714286,0.2086956521739129,-0.45703125,-0.4813432835820895,-0.437246963562753,-0.4633204633204633,-0.4208333333333333,-0.4549019607843138,-0.4813432835820895,-0.4633204633204633,-0.4945454545454545,-0.45703125,-0.3623853211009175
45460.0,-0.000705866,-0.003799833,-0.005487351,0.026548258,0.4418381081,-0.053975767,0.0,0.0,0.1515151515,-0.043668643,-0.0209790209790209,-0.0140845070422535,0.1666666666666667,0.09375,0.3592233009708738,0.0218978102189781,0.0071942446043165,0.1666666666666667,0.3084112149532709,0.3084112149532709,0.2962962962962963,0.2962962962962963,0.2173913043478261,0.25,0.5053763440860215,0.386138613861386,0.5909090909090908
41152.0,0.0,-0.001872313,-0.086691087,-4.715610989,0.0214669677,-0.083878886,2.0,0.2395369691,2.9232259201,-0.146732032,-0.217391304347826,-0.217391304347826,-0.3571428571428571,-0.3076923076923077,-0.28,-0.4545454545454546,-0.4705882352941176,-0.4857142857142857,-0.4705882352941176,-0.5714285714285714,-0.6603773584905661,-0.6666666666666667,-0.6170212765957447,-0.6086956521739131,-0.5263157894736843,-0.5609756097560976,-0.4545454545454546
52388.0,0.0049605127,-0.01293385,-0.03609066,0.0347589213,0.3084830476,-0.347551261,0.0,-0.008300195,-0.23782235,0.0233597998,-0.0677083333333333,-0.0164835164835165,0.1548387096774193,0.7378640776699028,0.9670329670329668,0.7722772277227723,1.0340909090909092,-0.30078125,-0.284,-0.4072847682119205,-0.337037037037037,-0.3245283018867925,-0.5213903743315508,-0.5264550264550265,-0.7359882005899705,-0.729607250755287,-0.6892361111111112
31026.0,-0.001976601,0.000347662,0.0008084074,0.158708465,0.1339782221,0.0083982741,0.0,-0.006491842,2.1304347826,-0.045249604,0.0,0.0574712643678161,0.1358024691358024,0.0454545454545454,0.1645569620253164,0.1358024691358024,0.0635838150289016,0.0222222222222221,0.0054644808743169,0.0279329608938547,0.0337078651685394,0.1358024691358024,0.1719745222929936,0.1219512195121952,0.2689655172413794,0.393939393939394,0.719626168224299
64207.0,0.0134993703,0.0384766035,0.0569420435,0.0263016279,0.3166120879,-0.045164962,8.0,0.00338156,-0.413509305,0.0366627579,-0.0420711974110032,0.2181069958847736,0.2489451476793249,0.0882352941176469,0.1983805668016194,0.0882352941176469,-0.0920245398773006,-0.1395348837209302,0.034965034965035,-0.1823204419889502,-0.1370262390670553,-0.0603174603174603,-0.1395348837209302,-0.1823204419889502,-0.0389610389610389,0.1653543307086613,0.15625
19828.0,-0.003636546,0.0021906073,0.012047614,3.1277419176,0.0943467877,0.4442009479,1.0,-0.025223955,-0.527241727,0.0526315793,-0.0454545454545454,-0.0869565217391304,-0.1923076923076923,-0.1923076923076923,-0.25,-0.1923076923076923,-0.1923076923076923,-0.3,-0.3,-0.3636363636363636,-0.34375,-0.3823529411764705,-0.3823529411764705,-0.4,-0.1923076923076923,-0.1923076923076923,-0.125
59707.0,0.0112924725,0.0073279667,0.0126533862,0.0713842506,0.2126830741,0.0030910001,0.0,0.0005427659,-0.115934056,-0.077319128,-0.0131578947368421,-0.1124260355029586,-0.127906976744186,-0.2227979274611399,-0.1935483870967742,-0.127906976744186,-0.3181818181818182,-0.3023255813953488,-0.2146596858638743,-0.2682926829268293,-0.1477272727272727,-0.1379310344827586,-0.1071428571428571,-0.0963855421686746,-0.0196078431372549,-0.180327868852459,-0.2146596858638743
63546.0,-0.152033447,-0.148782626,-0.24571174,0.0434411112,0.0966782007,-0.068302414,0.0,-0.160019962,3.7357065804,0.0493902434,-0.1111111111111111,-0.1515151515151515,-0.2432432432432432,-0.282051282051282,-0.2328767123287671,-0.2727272727272727,-0.2727272727272727,-0.3253012048192771,-0.3563218390804598,-0.3411764705882353,-0.3978494623655914,-0.3913043478260869,-0.3411764705882353,-0.282051282051282,-0.2631578947368421,-0.3636363636363636,-0.3
22699.0,0.0060136086,0.0073138519,0.0202272352,0.4709576138,0.0753859422,0.0052791246,0.0,0.0302790734,2.4000614062,0.025834864,-0.1327433628318584,-0.234375,-0.2631578947368421,-0.3146853146853147,-0.3378378378378378,-0.3098591549295775,-0.274074074074074,-0.1900826446280992,-0.1090909090909091,-0.0392156862745097,-0.0392156862745097,-0.0841121495327102,-0.0576923076923077,-0.0754716981132075,-0.0576923076923077,0.1264367816091953,0.053763440860215
49154.0,0.0010106508,0.0105799792,0.0251597295,0.0748360912,0.0181558544,0.0140770495,1.0,0.0009350954,0.1120125717,-0.060147077,0.0517928286852589,0.2511848341232228,0.1282051282051282,0.1578947368421053,0.1092436974789916,0.095435684647303,0.0602409638554217,-0.0222222222222222,-0.0833333333333333,-0.0149253731343284,-0.0112359550561798,-0.0958904109589041,-0.5585284280936456,-0.5226039783001808,-0.5147058823529411,-0.5173674588665448,-0.4488517745302713
19350.0,-0.006056712,0.0047491929,0.012913193,0.0248078286,0.0420403312,-0.010415206,0.0,0.0144931828,0.6138442264,-0.039859504,-0.0958904109589041,-0.1645569620253164,-0.2235294117647058,-0.2528301886792453,-0.2611940298507462,-0.326530612244898,-0.3571428571428571,-0.3694267515923567,-0.314878892733564,-0.3734177215189873,-0.3633440514469453,-0.2903225806451612,-0.2773722627737226,-0.331081081081081,-0.3508196721311475,-0.3101045296167247,-0.2851985559566786
57883.0,0.0112301163,-0.097796269,-0.685364129,0.0554677468,0.0151063489,-0.128825831,0.0,-0.875638023,-0.0625,0.0434782617,-0.3243243243243243,-0.5192307692307692,-0.6376811594202898,-0.6527777777777778,-0.5689655172413793,-0.5833333333333333,-0.5967741935483871,-0.6621621621621622,-0.6753246753246753,-0.6835443037974683,-0.7252747252747253,-0.7787610619469026,-0.7706422018348624,-0.7706422018348624,-0.7222222222222222,-0.75,-0.7252747252747253
49429.0,0.00558853,0.0142324335,0.0379886918,0.2009283386,0.0247303211,-0.035367817,1.0,0.0075344306,6.5878442545,0.0657520201,0.0581113801452783,0.1622340425531914,0.1262886597938144,0.2275280898876404,0.2485714285714286,0.114795918367347,-0.0245535714285713,-0.0819327731092437,-0.0310421286031041,-0.0331858407079646,0.0306603773584905,0.0504807692307691,0.0045977011494253,0.1321243523316062,0.1622340425531914,0.4006410256410255,0.0258215962441314
44943.0,0.0613423142,0.0580334936,0.0991501416,0.1503458233,0.1863282377,0.0111216804,1.0,0.0180713071,2.0423412204,0.0226449277,0.0,0.3142857142857143,0.0454545454545454,-0.0612244897959183,-0.0799999999999999,-0.1929824561403509,-0.1320754716981131,-0.1153846153846154,0.0454545454545454,-0.0212765957446808,0.0,-0.1320754716981131,0.1219512195121952,0.069767441860465,0.7037037037037037,0.7037037037037037,0.4838709677419355
43211.0,0.0058627273,0.0080739599,0.0216995196,-0.061134129,0.0297660014,0.0103087475,1.0,-0.009708343,0.7991336758,0.0714285746,-0.1081081081081081,-0.0571428571428571,-0.175,-0.25,-0.0571428571428571,-0.0571428571428571,-0.0294117647058823,-0.131578947368421,-0.131578947368421,-0.2978723404255319,-0.2666666666666667,-0.2666666666666667,-0.0833333333333333,-0.0833333333333333,0.2222222222222223,0.2692307692307691,0.1785714285714286
61313.0,0.0187057258,0.0162867486,0.0284688011,0.1780456621,0.1214160747,-0.012970529,0.0,0.0,-0.880877743,-0.024845679,-0.1258278145695364,-0.1483870967741936,-0.1428571428571429,-0.2189349112426035,-0.2048192771084337,-0.2786885245901639,-0.2978723404255319,-0.2826086956521739,-0.1951219512195121,-0.2903225806451612,-0.175,-0.25,-0.2826086956521739,-0.2625698324022346,-0.2786885245901639,-0.0958904109589041,-0.1538461538461538
19254.0,0.008431085,0.0081857031,0.0137210731,0.0539386947,0.0744500617,0.0278233146,2.0,0.0202805879,0.3858537076,-0.00612753,-0.2249999999999999,-0.2662721893491124,-0.3111111111111111,-0.2832369942196532,-0.1448275862068965,-0.2439024390243902,-0.2530120481927711,-0.1621621621621621,-0.1788079470198675,-0.2748538011695907,-0.3333333333333333,-0.3404255319148936,-0.2832369942196532,-0.2345679012345679,-0.1788079470198675,-0.1079136690647482,-0.1142857142857143
31421.0,0.0046188829,0.0394701331,0.0464445444,0.0319779997,0.1705359321,0.0003076563,2.0,0.00295256,0.1588541667,0.0075740763,-0.0840336134453781,-0.043859649122807,-0.2214285714285714,-0.2482758620689655,-0.2214285714285714,-0.3312883435582822,-0.2828947368421053,-0.2922077922077922,-0.2534246575342466,-0.226950354609929,-0.2781456953642384,-0.310126582278481,-0.2828947368421053,-0.1804511278195488,-0.0683760683760683,-0.0603448275862068,0.1720430107526882
28644.0,-0.000437166,0.0144868049,0.0316528039,0.0735733753,0.1256974353,0.0240757435,0.0,0.0056028462,2.0985915493,0.0126955644,-0.0066666666666667,-0.0687499999999999,-0.0969696969696969,-0.0802469135802469,-0.0261437908496732,-0.0802469135802469,-0.0745341614906832,-0.1130952380952381,0.0205479452054795,0.0419580419580418,0.0875912408759123,0.0719424460431654,0.0567375886524823,0.0955882352941177,0.2213114754098359,0.3185840707964602,0.2521008403361344
31131.0,-0.05291317,-0.060634457,-0.078649917,0.0255635603,0.0222098725,0.0057286449,0.0,-0.215698702,1.6564666381,-0.142857149,-0.0571428571428571,0.064516129032258,-0.131578947368421,-0.2413793103448276,-0.3773584905660377,-0.5074626865671642,-0.65625,-0.6944444444444444,-0.6162790697674418,-0.6666666666666667,-0.6526315789473685,-0.6732673267326732,-0.7155172413793103,-0.7,-0.6857142857142857,-0.6597938144329897,-0.6292134831460674
