firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
30680,0.5834114736,0.1049599512,0.8110597595,0.0146854699,0.5957883406,1.7108625858,0.1474726217,0.1364478476,0.3119928618,0.011457713,0.0689896297,0.0422895787,0.4466132997,0.0580834411,0.0422895787,47,0.0710962881,-0.018411968,0.2288463807,-0.026456051,-0.082150491,0.0998692148,0.0157983318,0.0997033609,0.2147341654,0.5815879729,0,2.7913343866,-0.060441976,1.8373183147,-0.138114974,13.520497443,6.0870855117,0.2559496212,0.0,0.0,1,0,0.0,0.6451224618,5.0,-0.030338539,-0.100990619,-0.061502691,-0.203602889,-0.687326903,0.2266813214,-0.053751551,-671.3514146,0.0808307708,15.268291185,0.0259571692,0.0811202267,0.1541917258,0.1167071776,0.181624281,5.0,0.004150454,1.2897350402,-0.014294119,4.0,15.774404305,1.5382170219,0,0.0334489197,0.0242388176,0.0318861824,0.3041366742,2.9539341983,5.605243e-10,1.2397795e-08,0.9591705244,0.9200080949,-0.020282926,0.0455382341,-0.526627119,0.0499833451,0.1528110047846889,0.0622761091209698,0.2475728155339804,0.1979490366687382,0.2655942219304004,0.1817903126916003,0.1753048780487804,0.2548828125,0.2249761677788369,0.3193018480492813,0.25,0.5328031809145128,0.9578466226510916,0.8768257059396298,0.9362129583124056,0.8668280871670702,0.9294294294294292,0.847149017728797,0.8641199226305609,0.8897058823529411,1.2465034965034962,1.4184441656210791,1.441418619379354,1.1111719605695507,0.8759124087591239,0.7310282891782667,0.8047752808988764,0.9943093636833936,1.2180667433831989,1.460114869176771,1.201599086236436,1.1596638655462184,1.887640449438202,1.2296124927703875,1.257025761124122,1.3293051359516612,1.2091690544412603,1.406367041198502,1.0005189413596265,1.022560335781742,0.8786549707602338,0.7847222222222219,0.725604297224709,0.826148744670772,0.6307106598984771,0.8348405521180386,0.8841642228739002,0.5864197530864197
56274,0.4673415998,0.0709772527,57.660611111,0.0274990403,0.7412608957,0.6112251913,0.0821353373,-0.004860115,0.1615853659,-0.014118507,-0.054976904,-0.007609057,-0.130351093,0.0802292152,0.0076090572,46,0.0160046382,0.1272727273,0.0117871617,0.0895055632,0.0203748225,0.1386127994,-0.073692969,0.034527439,0.0857911911,0.1392947927,0,0.817282681,-0.069013103,0.2928135019,-0.361674333,141.2209596,14.088298274,0.120820274,0.0,0.0,1,0,0.0,0.4026739122,7.0,-0.066064945,0.0810351939,-10.95282923,0.31460823,-1.241118745,-1.22264706,0.0388256291,1941.9183053,0.0426379215,16.568081004,0.000375479,0.0096671388,0.0251641894,0.0084975899,0.0035423324,0.0,0.0,-0.023311404,0.0116921293,4.0,16.775022514,1.5245746002,0,0.0254137293,0.0137436519,0.0207478474,0.240588184,1.7155046163,1.084367e-10,1.4593191e-08,0.2745944342,0.0754021033,0.319346921,0.0395181505,-0.019650599,0.0322207601,0.0060414269275028,0.0240117130307466,0.1446808510638297,0.0860248447204967,0.0324771183938588,0.0558574879227053,0.0441922962078231,-0.0387575590984058,-0.0821522309711286,-0.0571582636829335,-0.0699468085106383,0.0306513409961686,0.010693641618497,-0.0355763927192498,-0.0434901531728666,-0.0034197777144486,-0.0207224866984038,-0.0883733055265901,-0.0662216288384514,-0.0056866647711117,0.0051739005461339,0.0457535885167463,0.1918882072256305,0.3102285500187334,0.0622721749696233,0.0213200934579438,0.2112919986144785,0.2927911275415895,0.1398305084745763,0.2330747531734838,0.2112919986144785,0.3186274509803921,0.306313036981696,0.136127355425601,0.2606344628695025,0.4963628583654256,0.615988909426987,0.6371722846441947,0.0813234384662955,-0.0176966292134832,0.0294377391816309,-0.0484353741496599,-0.0473985290111687,-0.021270640917996,-0.0563950350782516,-0.0566495818721338,-0.0517895878524946,-0.0321062828674233
31668,0.681594656,0.1210735979,-51.32365651,0.0505019883,0.9206811253,2.0729718023,0.0760223778,0.2372848927,1.0738990208,0.043129268,0.300014406,0.2737208774,3.545202841,-0.308156865,0.2963000226,44,0.1906568474,-0.224299065,-0.304962494,-0.392204801,-0.010791347,0.0686571982,0.2606773348,0.2578361527,0.161574764,0.5337495497,0,1.900496771,0.2393549315,0.2664453832,-0.267623414,393.98614958,39.084638637,0.1867215462,0.0,0.0,1,0,0.0,2.4625434675,2.0,-0.010089087,-0.596977836,-0.433577961,0.1751412117,-0.608508395,0.3879983532,-0.236182745,-3775.966083,0.130812276,9.9489794618,-0.009611597,0.0029705694,0.0069545806,-0.248195775,0.0032837885,0.0,0.0025380711,4.4262939585,-0.241331933,3.0,9.2992812437,0.358127039,0,0.0123966821,0.014728579,0.0441870481,0.6867426698,1.0565706209,5.4748071e-07,6.0144496e-08,0.8140492865,0.6626762408,0.1235608109,0.0696480267,-0.510355679,0.0520755258,0.1145685997171144,-0.1292817679558011,-0.1402073104200762,-0.1934493346980552,-0.1842650103519668,-0.1859504132231404,-0.2530805687203792,-0.3650282030620467,-0.4527777777777778,-0.5568053993250843,-0.5378299120234604,-0.4951953875720691,-0.418450184501845,-0.4869791666666666,-0.4990464081373172,-0.5261575466025256,-0.530113297555158,-0.4856396866840731,-0.409295352323838,-0.1851085832471561,-0.0448484848484849,0.5760000000000001,0.6946236559139782,0.5271317829457365,0.382456140350877,0.2750809061488672,0.2939244663382594,0.1761194029850745,0.2750809061488672,0.3401360544217686,0.1849624060150374,0.1273247496423462,0.076502732240437,-0.1244444444444444,0.0409511228533685,-0.0211180124223603,-0.0112923462986198,-0.0762016412661195,-0.1917948717948717,-0.3567346938775511,-0.3117903930131004,-0.3433333333333334,-0.6050125313283208,-0.5797333333333333,-0.6513274336283186,-0.6757201646090535,-0.6866799204771372,-0.5928532308232839
47511,0.6270380827,0.0598154065,1.4709366166,0.0524638614,0.134212134,0.8255813953,0.1640775602,0.0122287232,0.3713075074,-0.005780347,0.0186406429,-0.059179087,-0.748602581,0.1045933741,0.0591790866,48,0.0153621228,-0.047232824,0.1174418182,0.0875930415,-0.00663174,0.2714341472,0.122199689,-0.007316377,0.0108667805,0.4652284191,0,4.4374563055,0.0504323407,3.4012100027,0.0351765509,4.6727332196,10.250986623,0.7412080579,0.0,0.0,0,0,0.0,0.4501462324,7.0,-0.045944844,0.0701042097,-0.033325519,-0.01370983,-0.336028179,-1.825196298,-0.028278009,-3297.815041,0.0985382656,13.160960932,0.0023738433,0.0180011306,0.0217523468,0.020108395,0.2320927004,0.0,-0.00372737,-0.286969808,-0.034741695,6.0,13.283663877,0.9491923414,0,0.052397497,0.0201150909,0.0232618247,0.3359767604,1.5043032744,7.4907173e-09,2.3092431e-08,0.6860433181,0.4706554343,0.0311432042,0.0272552469,0.1124360637,-0.041496273,-0.0079239302694135,-0.0384024577572964,-0.0126182965299683,-0.0084477296726505,-0.0037135278514589,-0.0324574961360123,-0.0500758725341425,-0.1273234200743493,-0.1040076335877862,-0.0940665701881331,-0.1203747072599531,-0.0524722502522704,0.0318681318681319,0.0521008403361344,0.1472205253512521,0.2322834645669291,0.076834862385321,0.0245499181669395,0.0855491329479769,0.0352811466372657,0.0550561797752808,0.0091348737238043,0.0,-0.0656716417910447,-0.0997123681687439,-0.1325635103926096,-0.0901162790697673,-0.0413476263399693,-0.0707570509648688,-0.0661362506215812,-0.0762420068863747,-0.0847953216374268,0.0140388768898489,-0.0693756194251733,-0.0953757225433525,-0.1141509433962263,-0.0534274193548386,-0.0244155844155843,-0.0384024577572964,-0.0299586776859502,-0.0816625916870414,-0.138532110091743,-0.1365517241379309,-0.0771498771498772,0.029041095890411,0.0491620111731845,-0.046700507614213,-0.0369230769230768
60628,0.2875791443,0.0622445591,4.9908951503,0.0081628307,0.6973984636,0.999042427,0.0576958647,0.1256510328,0.2957286808,0.0205717737,0.0609500018,-0.062745499,-0.937488052,0.1205980895,0.0627454994,44,0.0001919214,0.1403162055,0.2129823598,0.0142950649,0.0693456076,0.0741762003,-0.024834324,0.0888532303,0.3210166712,0.5304115153,0,1.5065885798,-0.048760772,1.4636163982,-0.04246107,11.84690278,6.5675062578,0.1585229818,0.0,0.0,1,0,0.0,1.1416233944,7.0,0.4151059297,0.3686010544,0.2423924946,0.2609940868,0.3750371257,-0.392275486,0.0631784705,77051.838035,0.1434304144,17.469665632,0.0012803015,0.0131992831,0.0445870088,0.036991715,0.0721096685,1.0,-0.000449903,1.6023345779,0.0141490903,7.0,18.114752456,2.3603553404,0,0.0347706713,0.0512431214,0.0333080861,0.6799502134,27.048473587,3.618363e-11,4.6249388e-09,0.8111879806,0.6580259399,0.0693080182,0.0428960859,-0.411774006,-0.247444195,-0.0959489140161067,-0.1406202002543999,-0.0351608282328428,-0.0562985606929052,0.0135893571795047,-0.1634235387105272,-0.2060368206452287,-0.2549525443285135,-0.293955084018932,-0.234370156040095,-0.2174693980612096,-0.1266404715127701,-0.0555366703492818,-0.1438641090825051,-0.2244050256265275,-0.1433691756272401,-0.1162929389312976,0.0110534934497816,0.3198931900174104,0.5851519041506206,0.7024356617647058,0.7533328074465568,0.8330034636318655,0.574484663880428,0.536711836283186,0.4699423669107621,0.3887535145267105,0.4559806105070092,0.5268941727763845,0.4013618309059958,0.3034070251568639,0.3537365247579025,0.440692247861032,0.1731763341509378,0.2252356540433273,0.2280110497237568,0.2517316409454502,0.3777350771710159,-0.0293886462882095,0.0087591903421984,-0.07691345474951,-0.0888706702193071,-0.0959856834912759,-0.0210957456178982,-0.1077793834296724,-0.1008495145631067,-0.0742992794968973,-0.0979668032953207
37875,0.4135380418,0.0417982471,19.580430518,0.0091157281,0.693344898,0.8489584409,0.0563925384,0.0589158878,0.246855603,0.0167800104,0.0084102933,-0.012494895,-0.321723991,0.0552457459,0.0124948955,47,0.030125731,0.0112009956,0.1748082353,-0.031227575,-0.066865042,0.1966376006,-0.009582059,0.0501141525,0.1559724351,0.270607168,0,1.6572843862,-0.138458361,1.0487426206,-0.201835264,53.054591655,5.093914865,0.1142409282,0.0,0.0,1,0,0.0,0.6642091158,6.0,-10.44989115,0.0719128747,-0.307373434,0.0584178051,-2.011954922,0.7038692892,0.197822299,-1964.294122,0.02204135,14.979945299,-0.000111577,0.0089614531,0.0239896942,0.0360068012,0.0136834719,0.0,0.0008775779,1.4534389637,0.0059395476,5.0,15.08267243,1.122352897,0,0.0413825996,0.0256286815,0.0295472429,0.3550377055,2.4277048914,1.1189728e-09,1.5665843e-08,1.1135466051,1.2399860417,0.0249013578,0.0323359541,-0.113401185,-0.245855182,-0.0473735544099204,-0.1559259259259259,-0.0654729360306177,-0.0303503049212877,0.0590148698884758,0.0118395737753442,0.0580315691736303,0.0748310014148718,-0.0108506944444444,0.0231966477102665,0.0867906533142586,0.2193686463349384,0.3434859500884262,0.3178488820354666,0.3065163386202945,0.5109392265193371,0.4934469200524247,0.4193481419970937,0.5079400088222321,0.5329596412556055,0.8173843700159491,0.8583854308235936,1.4479054779806662,0.7427988784093809,0.4795498809781433,0.3257707969749854,0.3706896551724139,0.4010245901639346,0.4684278350515465,0.6045529218493313,0.4300355574147667,0.473491379310345,0.7339589145320824,0.396160914845824,0.4056332236842106,0.3543977812995247,0.3842883174731728,0.6022966955706586,0.4172885572139304,0.53778677462888,0.3232049545190634,0.1996841551149324,0.2062455892731123,0.2736587183308496,0.3262851600387975,0.382049727107338,0.3748240498692943,0.3568168287358604
17144,0.2479160876,0.0612512736,8.8077535921,0.0326282535,0.5618792576,0.4745285225,0.1068836217,0.0336030798,0.2288268461,-0.003443752,-0.020481367,-0.020539964,-0.274980768,0.0780941959,0.0205399642,47,0.0125844791,0.0,0.0283889122,0.0034298518,0.0126968628,0.1508756963,0.0010514922,0.0297954666,0.1752063039,0.1975698372,0,0.6961818578,0.0183832987,0.4759369934,-0.035052237,9.7185288441,9.986777588,0.1356083031,0.0,0.0,1,0,0.0,0.8218030651,7.0,-0.100857599,0.0749637704,-11.08010196,0.0951827178,-1.459709699,-1.202857948,0.0366906098,21843.119905,0.0426379215,17.632580773,-0.001188405,0.0203284321,0.0693264738,0.0004358925,0.0271129406,1.0,0.0002966039,0.6133851748,0.0556622767,7.0,17.852936303,1.3710081051,0,0.0571541898,0.0171061921,0.0212528315,0.4047743427,4.1546333204,3.233198e-11,1.2941137e-08,0.0735890804,0.0022918026,1.0594364587,0.0283460845,-0.00222106,0.0322207601,-0.0182003494467093,0.0007420599584448,0.0916302412174194,0.0911003236245955,0.1272149782681377,0.1664071959868536,0.1455997281685357,0.106679796487773,0.0727012408526885,0.1079526782780151,0.0996412263535553,0.2257771314306491,0.1605851979345955,0.1467687074829933,0.1086813548174943,0.1405615696887687,0.0932230869001298,0.0544175136825646,0.0657499604868026,0.0937550689375508,0.0696383248730965,0.1258974787109701,0.2778093613795718,0.376122448979592,0.2912677135197243,0.2589619118745332,0.2646286571642913,0.3257963035784508,0.2233309143686503,0.2533457249070634,0.2696290717379026,0.2838918507235339,0.3638754045307446,0.3100835438119294,0.3029951690821257,0.4307235306598769,0.5173267326732676,0.7316384180790962,0.5937130701961713,0.5394977168949775,0.5710624417520971,0.4655509671810478,0.4639600521059488,0.5234975146859469,0.5944667770158432,0.5416095107453134,0.4964491788726144,0.3339268051434225
41452,0.2711651977,0.0457132724,87.671789341,0.0,0.3056442298,0.4542144081,0.1100097847,0.2473894273,0.4333643474,-0.02482996,0.4608457234,0.0326093944,0.3706628412,0.028769061,0.0326093944,44,0.0300302402,0.2131147541,0.0593463214,-0.13050436,-0.009230809,0.1473613642,-0.339464152,0.0755811385,0.0709986791,0.2832575504,0,1.7954172128,0.1358634159,0.8695813768,0.0904961841,66.605404272,4.8015130018,0.2060055082,0.0,0.0,0,0,0.0,0.7811137639,3.0,-0.960957985,-0.130794563,-0.511777651,0.1280801101,-2.750429468,-0.254541796,0.1472338534,-13947.58576,0.0740556467,14.654313434,0.0034928394,0.0159981989,0.029369176,0.0148408174,0.0118227658,0.0,0.0026741868,1.21969634,0.0371298463,6.0,15.680016037,2.3644296235,0,0.0183177534,0.0228917164,0.033924623,0.3126238103,2.9562628139,8.145238e-10,1.1335452e-08,0.900702218,0.8112644854,0.0978455968,0.0443112254,-0.379196829,-0.14231459,-0.0174843548464148,-0.1587106802470651,-0.1448232848232848,-0.0857079350966881,-0.0846091812626483,-0.1401396379447301,-0.0793231568109583,-0.0984131159039103,-0.0228525275560623,-0.0262298647682466,-0.0236874584638754,-0.0513376383763838,-0.1579529170931423,-0.0743507808632252,0.0182186732898324,0.0847573267533055,0.0627842083505578,-0.0055604387602534,0.0925365205843293,0.0907403478998727,0.130551890941073,0.2519478938397856,0.427966395889745,0.2495138973563853,0.0879132504628403,0.1439457780714044,0.2741295998017594,0.3733307540952695,0.304516047190156,0.3397825118743087,0.3870380361478283,0.5749291676238608,0.5393308884065562,0.4282638888888888,0.7736288375301827,0.8345375078048345,0.7724060668734918,0.5678458277058871,0.4379500804027125,0.6570254592330003,0.5711995088769677,0.7290458175704075,0.7954604975993016,1.089080751650584,1.2903118040089088,1.30701065619742,1.3640229885057469,1.283953359244864
52708,0.6617728984,0.1408372185,0.844859107,0.009848058,0.3882144557,0.8625086244,0.1443336542,0.1093229213,0.2478452023,-0.042420986,0.0317444331,0.0600965539,0.4282820453,0.0805191665,0.0600965539,47,0.0677983791,0.1324907846,0.2064054487,-0.120816639,0.2024193859,0.1734615214,-0.042512248,0.0712354231,0.1567986429,0.4685846152,0,14.07280642,-0.354307651,2.4089859484,-0.366305603,9.1791562221,20.225189537,0.3755989453,0.0,0.0,0,0,0.0,0.3970134021,6.0,4.9913845736,0.0277663268,-0.015771901,-0.101108913,-0.317556738,-0.046477721,0.1629028139,25850.566628,0.1027605208,16.760437925,-0.004670237,0.0151645497,0.0241915218,0.0330607275,0.0491975365,0.0,-0.010013351,0.2199196365,0.0699348012,3.0,17.60828923,2.2713328911,0,0.0545801297,0.0286231437,0.0315990226,0.3442594201,3.9973737969,1.00698e-10,9.1016957e-09,1.4660962668,2.1494382634,0.0557924568,0.0463912741,0.0550002779,-0.209827097,-0.0648215586307356,-0.2262396694214876,-0.1444074250356972,-0.1005703992794957,-0.0405636208368916,-0.162426614481409,-0.1452211126961484,-0.0953195772521389,-0.0922129077870923,-0.1324324324324324,-0.1121209127728934,0.0832831143786909,0.0809380637402283,0.1790633608815426,0.1848141312944897,0.2797949594190516,0.1003917727717922,0.2012830793905373,0.2422944022114721,0.4586173320350535,0.4866027125372145,0.7950868783702816,1.3528795811518322,0.4895591647331785,0.3544303797468353,0.6110414052697615,0.5067896060352053,0.5080536912751676,0.6093106535362578,0.7623529411764705,0.8894261088921589,0.8547255468427568,0.8099073701167943,0.7274649240822602,0.8309227948665714,0.8732805335556482,0.8954027836355967,1.295785440613027,1.1034402059443016,1.0912052117263844,0.9250374812593702,0.739500677375653,0.7195331930361581,0.712,0.7371472748357168,0.699376063528077,0.5249406175771971,0.5885471898197243
20415,1.1531296717,0.1829438879,-2.137526164,0.0268960574,5.4275131488,0.98772023,0.0829153839,0.1371608441,0.0889330678,-0.024864765,0.1411416882,0.0017852678,0.0605213241,0.1718718816,0.0017852678,47,0.030022129,0.1235591507,0.2995937279,0.2475296758,0.0845465409,0.1814788802,0.0082891738,0.0323451112,0.1222751046,0.6787561217,0,3.5494452423,-0.069399141,2.2352776851,-0.039240662,0.4641055172,0.6344374138,0.0394772035,0.0,0.0,1,0,0.0,0.4023163598,6.0,-10.4839235,-0.039489577,0.022112118,66.527904173,-7.366152341,-0.035614404,0.4614225135,-5154.127358,0.058065833,15.740833596,-0.002705854,0.0054552083,0.0308572488,-0.092644034,0.2662088903,1.0,0.0064715813,0.1754176474,0.0379701103,2.0,15.657023237,1.2025983667,0,0.0234375782,0.020917818,0.0314727244,0.4613632715,4.3774072981,4.266376e-10,1.3985469e-08,1.3242153785,1.7535463685,0.0513084177,0.0348347023,0.0165190903,-0.069406408,-0.0300218340611354,-0.0840206185567009,-0.0542841937200638,-0.1734883720930232,-0.0428225154861299,-0.0384199134199134,0.0708044591744501,0.0391812865497074,0.1061313414254589,0.0932020916641034,0.1807308970099665,0.2238292011019282,0.5220556745182012,0.4447154471544714,0.5635723713154421,0.8216299333675037,0.9744444444444444,1.026225769669327,1.1938271604938273,1.2855305466237938,1.425938566552901,1.5903790087463556,1.5998536942209216,0.8031456113647892,0.6423290203327172,0.6630790828263919,0.7004784688995216,0.9035886448848418,0.9315217391304348,0.9066523605150214,0.6661978434130333,0.8481539261570461,1.011318619128466,0.7277588721438988,0.8914316125598722,0.7533300444005919,0.7078327727054301,1.0472350230414746,0.6265446224256292,0.6553330228225431,0.6183970856102003,0.5305770887166237,0.4655670103092784,0.5628847845206686,0.6243144424131628,0.478369384359401,0.5635723713154421,0.4814506044185078
52090,0.1921430858,0.0329008553,40.177566107,0.0161825338,0.3694017254,0.2752076178,0.0831844716,0.0675037429,0.2215439589,1.0044960659,0.0405659104,-0.005841051,-0.096650338,0.0360807341,0.0058410514,47,0.0119781561,0.0769230769,0.1279345866,0.0881994873,-0.036536518,0.1353065539,0.0257592493,0.0279659545,0.1235067879,0.1607462614,0,0.6811216577,-0.004109652,0.3143805447,-0.088715196,17.963889679,11.497543221,0.1116175586,0.0,0.0,1,0,0.0,0.6474109167,5.0,0.0602973196,-0.024533674,0.0044199634,0.1211812191,-0.512521982,-1.435164679,0.0303747697,7362.192604,0.0431411127,16.697577851,-0.00190775,0.0120023555,0.0351167536,0.0016031173,0.0261498516,0.0,0.0,-0.031891341,-0.006724052,6.0,16.660090389,0.9852940198,0,0.0340632983,0.0204300535,0.0237626432,0.3314520806,2.5711142215,1.364377e-10,1.7301179e-08,0.3378483206,0.1141414877,0.2389347583,0.0301080674,-0.521807543,0.0322207601,-0.0512411524274748,-0.0149052893075251,0.1089489629457003,0.1862146329303253,0.1745032703936813,0.1029087959207324,0.1306878935487703,0.0775588768115942,0.0686054345385134,0.0532315183709606,0.0674069089277704,0.1292121499762695,0.06287692651329,-0.0044979079497907,-0.4910150818269333,-0.4727715623938597,-0.5096857542665763,-0.5384578079534432,-0.5116982817700504,-0.4695390446463408,-0.4566681890842657,-0.3932032644733486,-0.3260392800765328,-0.34899787947192,-0.4174573055028463,-0.4392859247039414,-0.4376957163958641,-0.4077416142883813,-0.3911068458093411,-0.4156689384171425,-0.3997098145395366,-0.3860395707399245,-0.3900922449431071,-0.3818925764759369,-0.3681869481510986,-0.3001176643624061,-0.2302652863151083,-0.3165039272835445,-0.3655333333333334,-0.3390972222222221,-0.2776470588235293,-0.237908392056374,-0.1903181895524928,-0.1802050133517099,-0.0577227722772276,-0.0971444834455933,-0.1054610395713883,-0.1087282262595992
53613,0.5327129888,0.0710680087,3.5614849994,0.0013580647,0.1808651114,0.3359391199,0.1384817588,0.0963336935,0.3163120832,0.0053908356,0.0159378831,-0.117429595,-1.127282034,0.1511816981,0.1174295947,38,-0.019906334,0.075,0.2925122463,-0.065105341,0.1081642097,0.1840421751,0.0446128125,0.0554789672,0.1266027285,0.5598819691,0,3.0988480697,0.1444952376,2.400373599,0.2887586041,3.2091972663,5.2165317266,0.815933509,1.0,0.0,1,0,0.0,0.4290183609,8.0,-0.854410082,0.0767524183,-0.649892405,0.3896279011,-2.321605107,-0.548990683,0.2696464905,63627.768236,0.0740556467,17.813108605,0.0038237739,0.0369493518,0.0492942407,0.015602119,0.1589110776,0.0,0.0020256583,1.063020666,0.014735844,4.0,19.015651292,3.4154469084,0,0.0370102786,0.0233362072,0.0323246659,0.271999285,5.9835977667,1.794565e-11,5.4375219e-09,1.1793113729,1.3907753142,0.0167709942,0.0417889794,-0.453173781,-0.14231459,0.080102102832138,-0.0460547504025765,0.0578571428571428,0.2859623733719247,0.2519019442096364,0.205698778833107,0.145398298530549,0.0456578018357261,0.0560969812217733,0.0324154757755317,0.0073687790499943,-0.029170763684038,0.1353008815638177,0.1819632881085393,0.3864877515993135,0.7651966626936828,0.8922487223168654,0.952537903757416,0.775247228049146,0.7247670807453415,0.854727614276769,0.8555021925245354,1.1126961483594862,0.6906392694063925,0.67376153701262,0.652287095574563,0.8703430856661756,0.8687697160883281,1.0737456242707115,0.962889330682571,0.9795054577856984,1.3026690852552472,1.7249310027598894,1.1126961483594862,1.1500120977498187,1.173679060665362,1.3249607535321823,1.8005042546485974,1.3044605809128629,1.355779427359491,0.96462524872872,0.6919268849961917,0.6832733472248531,0.6945080091533182,0.5429762111477685,0.932579382340148,0.7042577675489068,0.8205285802089735
54114,0.3011072283,0.0613484713,3.0474788419,0.0118373134,0.4023623308,0.8736575193,0.1656756073,0.003895029,0.5101514193,0.0040140833,-0.16552738,-0.077360416,-0.919699596,0.1177706355,0.077360416,47,0.0079206959,0.0,-0.008646344,-0.116917021,0.0662823593,0.160915298,0.062040967,0.0416281221,0.3213063764,0.4699268636,0,1.7801517572,-0.00365075,1.3536341853,-0.034703491,6.1002227171,11.149253731,0.2085904319,0.0,0.0,0,0,0.0,1.6079315708,6.0,0.1712989914,0.1546761215,0.0278592782,-0.398379416,-0.692757655,-0.147613811,0.0431020824,1052.4878576,0.1460543126,13.979900321,-0.004623096,0.003224434,0.0100250627,0.1489278255,0.0544303517,2.0,0.0002572016,0.8604780218,0.078100374,6.0,14.506782953,1.7131304843,0,0.039769765,0.0409539473,0.0479420224,0.51059443,9.81272988,1.4027436e-09,6.9250138e-09,1.6412267951,2.6936253931,0.0800184361,0.0587940493,-0.46701681,-0.204409253,0.0067322630761263,-0.0079101811686653,0.0247759620453349,-0.001027749229188,0.0323951141795009,-0.0749464668094218,-0.0989571263035919,-0.1752227407721679,-0.1866108786610877,-0.0631325301204818,-0.055164034021871,0.0136879155260072,0.1351824817518248,0.1502958579881659,0.090909090909091,0.2760091893665901,0.2891246684350133,0.6315568610994546,0.6594110115236878,0.6467598475222365,0.6889661164205041,0.7249334516415264,0.7513513513513514,0.1355140186915888,0.0059508408796895,-0.0665066026410563,-0.1862704060276265,-0.1638709677419354,-0.1564330657409416,-0.0804162724692525,-0.1424790471989413,-0.1302013422818791,0.0955198647506339,0.0015455950540959,0.1051733939738488,0.0599781897491822,0.1358457493426821,0.2852892561983471,0.1482575310100413,0.1799696509863428,0.0125000000000001,0.0151436031331593,0.0272126816380449,0.1469026548672567,0.187175572519084,0.2664495114006515,0.2169014084507043,0.0830083565459611
57665,0.0592893232,0.0265959077,14.094529534,0.0078575652,0.1159733898,0.2068322923,0.2952110122,0.2041350265,0.6617637675,0.0128369705,0.0724009104,-0.026924524,-0.162388685,0.0309147822,0.0269245245,41,-0.014851915,-0.027851459,0.1907600995,-0.432739355,0.0320320241,0.0928027941,0.0249495827,-0.003094889,0.5849782744,0.654617859,0,2.7176969196,0.0952228683,2.0091999173,0.2619768076,3.3049866429,9.9793860632,0.2681723995,0.0,0.0,0,0,0.0,2.5381750466,7.0,0.0168881016,-0.015723826,-0.016210897,-0.393540471,-1.822133957,-0.238682449,-0.084789165,205239.71606,0.281925686,18.469802671,0.0024043112,0.0358712131,0.0935406057,0.0023884448,0.3490940198,1.0,0.001171732,1.2633084598,0.0443349034,6.0,18.725877949,1.2438516522,0,0.0316690616,0.0356296889,0.0281163839,0.4646510856,7.391271539,2.519037e-11,1.2761095e-08,0.9516318504,0.9056031787,0.0523987037,0.0342879173,-0.308495898,-0.152118704,-0.0778011023299045,-0.1807163856722864,-0.1931576936210296,-0.1837527158678171,-0.0597672657164496,-0.1711181758456855,-0.184824737915631,-0.1161240781847318,0.0006594605994825,0.0296335394359825,0.0275415757393335,0.0131325122421726,0.0221573471068194,-0.034777691383332,0.0137342242019304,0.1371585609593606,0.0877011311135893,0.2203950308338547,0.3989345353959637,0.3926568077511476,0.385169405558937,0.5662996100022941,0.6503504955281607,0.5277466994853437,0.4179646936656285,0.3478432533807127,0.4605840196812496,0.5248464544946958,0.453896933560477,0.615976331360947,0.5872370103452285,0.6265634306134604,0.7701581540057041,0.5547079585563022,0.6215413846336542,0.5927913215910416,0.6676844162188571,0.8417858106285407,0.817758253461129,0.8196961620469083,0.6117799811142588,0.6611922141119222,0.7754518268105581,0.7137299196787148,0.9018105849582174,0.9966369352244482,1.0552378085490672,1.0371475458749817
