firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
47730,0.6011709686,0.0477656995,-8.522510494,0.0215391199,0.7873995369,3.1511477482,0.0567704257,0.1337353839,0.2822997019,0.0199286686,0.1794920366,-0.031296579,-0.856145405,0.0886600835,0.0312965794,39.0,0.0,0.1578947368,0.1183685191,-0.07975126,-0.008187546,0.7818386608,-0.079726264,0.0198223781,0.078914814,0.2618010972,0.0,1.7002776663,0.0499742501,1.7002776663,0.0499742501,147.34768222,7.1510813724,0.1200496086,0.0,0.0,0.0,0.0,0.0,0.6053600785,5.0,-2.726153689,0.1558365349,-0.199114361,-7.761272045,4.1038726653,-2.20758187,-2297.887748,0.0320033574,14.21407177,0.0027967366,0.006166845,0.014244033,0.0298080111,0.0158016932,0.0012157216,0.0,0.0003750938,1.4485877999,-0.001324855,4.0,13.746228605,0.7771479482,0.0,0.0148773184,0.0072010019,0.0158496922,0.3464539803,1.1935350317,1.4864396e-09,3.1510746e-08,1.0496187119,1.1016994404,0.1144053114,0.0212689247,-0.228069914,0.0945233704
13777,0.3665725663,0.0458457905,1.9077296456,0.0574096217,0.1313415185,0.4424156218,0.2259305118,-0.029883401,0.501780306,0.0107260421,-0.110282493,-0.07592445,-0.837287484,0.0842318972,0.0759244501,31.0,0.0,0.1355421687,-0.021132936,0.1248392023,-0.011885698,0.92659527,0.0579813961,0.0038265853,0.0025773817,0.6567760679,0.0,2.7763560501,0.0878374401,2.7763560501,0.0878374401,1.6810059231,5.9377659574,0.459802049,0.0,0.0,0.0,0.0,0.0,0.7043719138,5.0,26.509801282,-0.016104865,-2.426036909,0.1575318645,0.000517006,0.1238679977,-2669.459411,0.0339339807,12.372788037,0.0061234457,0.0207250851,0.0283302643,0.0048078264,0.526010313,-0.0018153,0.0,-0.000992063,-0.214659415,-0.043251364,6.0,11.680131399,0.4561772379,0.0,0.0438202657,0.0182976496,0.0298251849,0.4927226697,1.403749091,3.9422764e-08,5.5480429e-08,1.1205657988,1.2556677094,-0.117428629,0.0328311871,-0.431999655,0.0945233704
38746,1.3442480172,-0.052590616,-8.827329736,0.0,2.2851345341,1.5380809429,-0.00766435,-0.03537744,0.0649136373,0.0,-0.039557923,0.0440015543,3.0923185342,-0.215217552,0.0440015543,39.0,-0.008343048,0.0909090909,-0.027635895,-0.197245984,-0.11148886,0.0809934351,-0.336805492,-0.004373544,-0.028186751,0.5197573472,0.0,1.7386096669,-0.060182343,0.7856601836,-0.104398355,6.0522823392,1.7479414552,-0.00627709,0.0,0.0,1.0,0.0,0.0,0.1563266126,1.0,1.3439941939,0.7136044972,0.0701446589,43.38477802,-3.841237599,0.0105030527,-621.576974,0.0722334466,10.785931904,-5.4913e-05,-5.482e-05,-0.000139152,0.0395014457,0.1296953441,-0.004214423,0.0,-0.000268456,-0.310233234,0.0135922898,1.0,9.3884095303,0.2930321086,0.0,0.0337837525,0.0185024835,0.0587442038,0.5531168829,0.9220155892,2.9958124e-07,6.9505126e-08,0.4267600719,0.182124159,0.954780909,0.0840258216,0.0888595702,0.0763985526
60871,0.3090788928,0.0439196705,2.0980555475,0.0264732799,0.107090027,0.171749051,0.4563972551,0.1354725963,0.320767917,0.0320383292,0.1286512329,-0.039802711,-0.354658665,0.0594961622,0.0398027111,39.0,-0.005063448,-0.010869565,-0.02497203,0.0183872631,-0.000966006,0.2172811908,-0.009141349,0.0061129678,0.1378553445,0.8371131404,0.0,9.5921295258,0.0724930511,9.095493171,0.0897647164,0.5624041195,8.1000695077,0.5062072956,0.0,0.0,0.0,0.0,0.0,0.4263077924,5.0,0.4356605604,-0.03850691,-0.034511975,0.0331098811,-0.442939813,0.1623550178,11292.764048,0.0434502566,16.592002168,0.0007728089,0.0239097426,0.032194019,0.0004046209,0.7346093457,0.0249547054,0.0,0.000207168,0.8325541087,0.0156971901,5.0,16.762185725,1.2304837801,0.0,0.0124668013,0.009736877,0.0157992034,0.3704295239,2.5951477075,8.517545e-11,1.7301595e-08,1.1000991848,1.2102182163,0.0003408212,0.0214136577,-0.10046883,0.2308718996
14198,0.5568633544,0.0356297018,2.5273384764,0.0057621635,0.1160767395,0.63009767,0.1146179787,0.0533838952,0.4247109298,0.0059195922,-0.092131773,-0.01801742,-0.331673147,0.0474471172,0.0180174204,39.0,0.0128052506,0.0625,0.0654159835,-0.110137352,0.057963441,0.1556544696,-0.152600429,0.075609861,0.0897945192,0.5403732238,0.0,3.9652012234,-0.03061866,2.6859088609,-0.104798564,4.8690470924,4.8219085668,0.454283904,0.0,0.0,0.0,0.0,0.0,0.530981204,5.0,-22.74384042,0.0045778922,0.02944561,0.5862563766,-0.724579623,0.1243714964,-1776.014267,0.0350468276,13.702711962,-0.018154449,0.0334138375,0.0400587379,0.0024297573,0.1891688816,-0.013736406,1.0,-0.000522739,6.4723074308,-0.14620607,7.0,13.845456123,1.2463033035,0.0,0.0176788978,0.0080481965,0.0182788381,0.2885841404,1.1724518977,1.7861712e-09,2.6138845e-08,0.8664273317,0.750696321,0.1594846283,0.0354057193,-0.497938178,0.1897504281
14702,0.3297139843,0.0119084058,6.0287784241,0.0218165715,0.2304927754,0.3492977297,0.0809692671,-0.004875227,0.278879524,0.0058479532,0.0180809534,-0.030399669,-1.43359375,0.0289802218,0.0303996687,39.0,0.0116794367,-0.056863555,-0.138777383,-0.393559326,0.0304550578,0.4823529412,0.0401449679,0.0033878698,-0.020317899,0.3563282405,0.0,2.3094555874,0.0252679156,1.7310683586,0.0237258047,3.9709148599,4.5786585366,0.1356139279,0.0,0.0,0.0,0.0,1.0,0.4533517623,6.0,-1.116687688,-0.042814796,-0.647404982,-0.085035401,0.0058634634,0.0015702706,17121.280384,0.041286326,17.153093181,0.006658699,0.0210080545,0.0356941309,0.0302893981,0.187638331,0.006590449,3.0,0.0005945303,1.5771021847,0.0916376123,2.0,17.954874259,2.2780447048,0.0,0.0628841594,0.0170717562,0.0185563408,0.3102707535,3.4696674094,4.215382e-11,1.0787888e-08,1.4923266017,2.2270386861,-0.068355592,0.0265823336,-0.047205721,0.1514387688
15537,0.64496415,0.0119767715,0.8758868094,0.0203614797,0.1098919612,0.6641153658,0.0400758302,-0.024389023,0.3564376259,0.0260550957,-0.293978602,0.060857503,3.883589329,-0.03453609,0.060857503,34.0,0.0506596908,-0.111111111,0.1203449628,-0.074093885,0.0163324785,0.1684668072,-0.014260335,0.0634815362,0.0435014177,0.6380909907,0.0,6.5744035584,0.2680586425,5.0400323494,0.1564806258,2.3728508666,5.7854251012,0.1834755342,0.0,0.0,0.0,0.0,1.0,0.4461989129,4.0,-1.153532104,0.0426495181,-0.701652538,0.230214765,0.1184359888,-0.061946042,-4272.856356,0.041286326,11.537828767,-0.007207839,0.005130645,0.0061807761,0.014987908,0.3707736904,-0.005415627,0.0,0.0007320644,1.9847420424,-0.025097898,4.0,9.6483578241,0.178626943,0.0,0.0990283042,0.0363918451,0.0425134003,1.0026352207,2.1788713364,4.5666591e-07,7.7422739e-08,0.1660454007,0.0275710751,2.0494087283,0.0287398657,-0.188558391,0.1514387688
68830,0.8417757764,0.1022346402,-0.308493218,0.0,0.3529941889,2.0076527537,0.0995126347,0.0556040757,0.2,-0.006378803,-0.106313002,-0.073250296,-0.89967275,0.1942123601,0.0732502958,30.0,-0.013319763,0.0294117647,0.0127011252,-0.284650586,1.7244430825,0.0836308082,0.160669347,-0.037463302,0.133666461,0.5525805389,0.0,4.630056005,0.2673865311,4.0273802116,0.4076232566,6.3047544227,39.757132625,0.4096839967,0.0,0.0,1.0,0.0,0.0,0.3132266026,7.0,6.8764267886,0.239543201,-0.104887056,65.362532074,-1.600309784,0.4017702038,-5318.193127,0.0270997915,13.680930702,0.0300915204,0.0391400153,0.0610469311,-0.085220149,0.2469196107,-0.030818068,4.0,0.0065112305,3.4306670188,-0.038050445,4.0,14.876679374,4.4702191803,0.0,0.1079890132,0.0438623239,0.0476004111,0.4781198187,16.402334715,1.3631137e-09,3.4884301e-09,1.471298459,2.1647191555,-0.095566265,0.0688203937,0.6264795632,0.1993107329
85914,0.4883296718,0.0841651993,-1.320810676,0.0286676225,1.2280523408,5.1957002967,0.0947134525,-0.165246917,0.6041579794,0.0250535066,-0.233170135,-0.026428571,-0.592430859,0.1340272607,0.0264285714,29.0,-0.077597403,-0.151515152,-0.059332372,0.4569398172,-0.069810681,0.2755966128,-0.095179795,-0.118841961,0.3021888272,0.6047828445,0.0,1.4100322754,0.2652485181,0.6870629371,0.3563094137,13.215955126,32.423547401,0.1214928992,0.0,0.0,1.0,0.0,0.0,3.280627246,6.0,0.1330490485,0.0169811666,-0.360452382,-0.146745593,-0.277170453,0.091988531,6062.8968013,0.3055763975,16.224557901,-0.006910109,0.0199097425,0.0801710315,-0.109770042,0.2290016413,0.0112556948,1.0,-0.015293118,0.1900498078,0.0519225411,1.0,17.035405651,2.7373480237,0.0,0.0634228662,0.0254962051,0.0282018271,0.6685510071,17.621546955,1.050622e-10,6.0466746e-09,1.1597670005,1.3450594954,0.0640539702,0.0623879333,0.4655940254,-0.065195384
49373,0.1670718709,0.0615052842,2.1073387187,0.0287192937,0.4329336905,0.3842368615,0.2826301716,-0.024042669,0.3110186389,-0.066698845,-0.014876003,-0.006955219,-0.068686339,0.065729857,0.0069552186,39.0,0.0,-0.132258065,0.0042062762,-0.843202652,0.0277676737,0.344956697,-0.021177586,-0.040240306,-0.047021175,0.4990995209,0.0,1.2237038473,0.2361483728,1.2237038473,0.2361483728,1.5577947284,8.1140994318,0.1690126884,0.0,0.0,1.0,0.0,0.0,1.0346280089,7.0,0.0413958231,0.0376678638,-0.119338949,-0.227553585,-0.295743559,-0.048958615,5680.9830657,0.1572292726,16.036323057,-0.014169372,-0.064971799,-0.222781748,-0.03265386,0.137189083,-0.089552954,0.0,-0.021381579,1.0627436799,-0.037809115,2.0,16.500474603,1.6029949204,0.0,0.0165188424,0.0058600988,0.0106416947,0.2344642154,1.202340619,1.020727e-10,1.8992767e-08,0.9558728369,0.9136928803,-0.20615038,0.0305358069,-0.076894513,0.0235730719
