firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
18570,0.2405644923,0.0269212967,33.731217432,0.0314104023,0.6490030862,1.4880257136,0.0761811759,-0.224884683,0.2557014566,-0.155936258,-0.105219768,-0.108473666,-4.10428536,0.1374139804,0.1084736664,42.0,0.0004113563,-0.053059584,-0.007680905,0.4123945638,-0.016392546,0.1332031538,0.3831642216,-0.314913901,-0.430397036,0.4584895486,0.0,0.650754725,-0.197831295,0.4997674517,-0.231630442,103.81723015,46.337417368,0.1679366224,0.0,0.0,1.0,0.0,0.0,0.6591577169,6.0,-7.887657963,-0.244835116,0.0680170517,-0.745758227,0.0987208843,-10561.77935,0.0443391772,14.147570527,-0.004092872,-0.005166583,-0.018961041,-0.09962019,0.0061222622,0.5265528563,0.0,0.0029112082,1.5026998442,0.0982449343,5.0,14.954357449,3.2673389862,0.0,0.0380622819,0.0155196067,0.0238579047,0.347718665,6.3474520238,5.355956e-10,4.9561143e-09,0.8625287221,0.7439557964,0.013430993,0.0387680829,0.747019947,0.1370762069
18973,0.3721814071,0.0493962083,5.5923924434,0.0251624075,0.271531777,0.6909827225,0.1313639868,-0.017812638,0.5562194644,-0.016757599,-0.073321423,-0.055880288,-0.73481463,0.0856932648,0.0558802883,33.0,-0.00482234,-0.009146341,-0.043615813,0.0202589918,0.0324331538,0.3165729569,-0.107726067,-0.015506677,0.027072188,0.3407830193,0.0,2.4436593953,0.2514706901,1.8473132726,0.2712151948,7.9348641912,7.6060692445,0.2458367692,0.0,0.0,0.0,0.0,1.0,0.9926695798,6.0,0.8500363309,-0.082887053,0.1624377246,-0.628246795,-0.003202478,-1315.750233,0.1768100153,14.354639209,-5.2438e-05,0.0216032354,0.0373642722,-0.001720415,0.1583416407,-0.004778909,0.0,0.0,0.6242097435,0.0015634042,5.0,14.108119705,0.8797269567,0.0,0.02617082,0.0137580157,0.0195798864,0.3487141154,1.4489219619,1.2497585e-09,2.242737e-08,1.3927951433,1.9398783111,0.0476412431,0.0329136738,-0.182961856,0.0864691957
19271,0.3760544486,0.075096843,2.378869005,0.0,0.4672531373,1.3537051642,0.1349960757,0.1587208839,0.7736315105,-0.000440529,0.219078599,0.039900096,0.4173745174,0.0437533344,0.039900096,42.0,0.0504933684,0.0019723866,0.073707531,-0.060569779,0.0933030261,0.2936691758,-0.014523274,0.0811001036,0.0915696451,0.4304342151,0.0,3.9752086402,0.3860610444,2.0049091802,0.371114743,20.051968504,8.446689181,0.2457444149,0.0,0.0,1.0,0.0,0.0,1.6343386169,5.0,-1.503256629,-3.352765183,0.140745383,1.049507563,-0.003298517,-12194.73915,0.0424473619,11.748261396,0.0712837355,0.0307151008,0.063347307,0.0030734615,0.0800536365,-0.00978471,2.0,-0.080547888,0.8465195701,0.0318941986,3.0,7.7557500455,0.0293048364,0.0,0.3017830551,0.0736720905,0.0607464369,2.0029495081,0.5721366569,2.0331e-05,3.8181821089,-0.023379994,0.0046696171,1.1929250394,0.059543836,0.1909297636,0.1370762069
29938,0.0820097774,0.0560207635,61.192051103,0.0139658136,0.1376105164,0.1621819478,0.262244898,-0.002384927,0.5246839971,-0.052505989,0.145541958,0.1296561605,0.5089034677,0.0275116027,0.1296561605,42.0,0.0241165234,0.0454545455,-0.014358647,0.0268077337,-0.00086069,0.0890302067,0.0229745316,0.0424517052,-0.180052493,0.3767004542,1.0,2.8230088496,0.1998413833,1.4905183312,0.0975530833,11.745247148,5.5259391771,0.4575269912,0.0,0.0,0.0,0.0,0.0,1.1307086614,4.0,-7.766313284,-0.146320987,-0.090537663,-0.718264806,-0.011181493,7584.9963082,0.0443391772,16.009002087,-0.002778421,0.0416403785,0.1488721805,-0.001238395,0.0447033898,-0.005321709,1.0,0.0,0.893184312,0.0152660522,4.0,12.129576545,0.0303005209,0.0,0.0721610859,0.0248882213,0.0275077302,0.6094466008,0.1443460075,1.0998246e-08,5.8194814e-07,0.5875623433,0.3452295072,-0.104920093,0.0217394849,0.2183708632,0.1370762069
10866,0.5125203139,0.0694276866,0.5495783663,0.0104406957,0.5971902403,2.1962100948,0.1134060082,0.0710964389,0.9033786649,-0.002102761,0.0380055984,-0.053705853,-0.830557567,0.1270913771,0.0537058531,41.0,0.0028903214,0.0,0.0022245907,-0.198436899,0.0046700658,0.2873526619,-0.16634603,0.0334447721,0.111985358,0.486625353,0.0,2.2420375148,0.1256536669,0.8412012329,0.3480070428,21.204514977,15.63879619,0.1931890111,0.0,0.0,0.0,0.0,0.0,2.0009853765,6.0,0.0188920437,-0.031953442,-0.127646102,0.635505954,0.1654850241,-2256.054049,0.0944688312,13.978189562,0.0041609702,0.0244502754,0.0565815177,0.0033435616,0.1366222076,-0.006112714,3.0,0.0,3.0703255437,0.1689557759,5.0,14.390379188,2.0519345584,0.0,0.0910556093,0.0292805976,0.0288758456,0.3256377179,3.4341483795,1.8815309e-09,1.0144049e-08,1.1307116074,1.2785087391,-0.010625982,0.0420417927,-0.50703528,0.0202036019
25320,0.0795133885,0.0293547788,46.135675676,0.0203345715,0.328690099,0.4150859579,0.1509358821,-0.031153418,0.3792805044,-0.006451613,-0.06092656,-0.11302273,-1.598579041,0.076280713,0.1130227301,42.0,-0.006655783,-0.112903226,-0.014971542,0.0174859544,0.0075305841,0.1279601163,-0.008836987,0.0244776857,0.1050724638,0.3248073242,0.0,0.7467710372,0.001644135,0.3788649706,-0.032670512,26.89527027,12.717252396,0.1338249981,0.0,0.0,1.0,0.0,1.0,2.1376811594,7.0,-1.455133874,-3.467640796,-0.155795677,-0.378622591,0.0292288619,6880.9544463,0.0424473619,16.680419188,0.0052986513,0.0372591553,0.1914754098,-5.9943e-05,0.0360741386,-0.024900646,1.0,0.0009201325,0.8035726013,0.0474026809,8.0,16.558924243,1.1086312617,0.0,0.0306562018,0.0110653031,0.0151435944,0.4473289708,2.613415615,8.702181e-11,1.5719678e-08,0.3306642999,0.1093388793,0.0701496683,0.0236648023,0.0752274586,0.1370762069
21742,0.2476899013,0.0516616251,32.60960739,0.0078509064,0.3755333459,1.4411737542,0.1462390388,0.1037192835,0.6532971115,0.0043717533,0.0300670456,-0.091886762,-1.056398297,0.1062368778,0.0918867623,33.0,0.002947203,0.1017125228,-0.106084385,-0.112825636,0.2268218566,0.0758885226,-0.018348799,0.1602334446,0.2379194474,0.5220146049,0.0,0.8408394849,0.0050877246,0.3119351035,0.0545978188,83.194800396,149.69098162,0.2452069101,0.0,0.0,1.0,0.0,0.0,1.7962807448,7.0,0.0132831033,0.0621872205,-0.043166496,0.0843353154,0.4098834886,-3524.774185,0.1090476693,15.322245468,-0.004509633,0.0198123475,0.0497631507,-0.051383961,0.0602838309,0.0153143346,0.0,-0.001858572,1.2928957912,-0.001160596,5.0,15.928955583,2.730873998,0.0,0.0159290638,0.0083465372,0.0138590977,0.2649970333,2.5736514779,1.745129e-10,9.4698075e-09,0.4522097749,0.2044936805,0.1663839303,0.0279422454,-0.035544331,-0.101835203
11267,0.3670879412,0.0594595911,1.6786555131,0.0298641183,0.204311951,0.899420386,0.2602696161,0.0560039982,0.6487346246,-0.001611806,0.007010698,-0.043196106,-0.404102211,0.0834873434,0.0431961056,36.0,0.0056803734,0.05,0.0244975753,0.1320713753,-0.00310219,0.1660339978,0.0190067129,0.0031531635,0.0853949784,0.7229374011,0.0,2.4450544897,0.0432335073,1.7142035802,0.0488598633,3.5226705781,27.617891287,0.3923680365,0.0,0.0,0.0,0.0,0.0,1.0372148196,5.0,0.0243000374,0.0180465582,-0.273078475,-0.081004577,0.1218809903,-2305.476429,0.0944688312,13.089509545,-0.009586385,0.0126703635,0.0186748118,-0.020346244,0.4006518983,0.0434972586,0.0,0.0070778564,1.5207885627,-0.069952389,4.0,14.040226609,2.7926388889,0.0,0.0400754549,0.0202009436,0.0334936777,0.2757172391,3.2955450675,3.1788852e-09,8.1173295e-09,0.8989771918,0.8081599914,0.2626921771,0.0381736203,-0.097891152,0.0202036019
86474,1.3835880023,-0.260716307,-1.97332636,0.0737973967,0.2874929259,1.9559220632,-0.072646873,-0.198902394,0.2945243706,0.0138857012,-0.244176161,-0.095164317,-0.685685934,-0.081946802,0.0951643168,30.0,-0.031193513,-0.163716814,-0.078130716,-0.123356846,-0.147262744,1.2512077295,0.15699028,-0.03271115,-0.188805885,0.4632664009,0.0,4.2970829069,-0.046671488,2.7561412487,-0.055736351,5.7514263979,7.2694711538,-0.580089095,0.0,0.0,0.0,0.0,0.0,0.3602062872,2.0,-4.605188959,-0.214468847,1.1367371633,0.5584664995,-0.038834924,-6230.33597,0.0542543586,9.6742630232,-0.012991442,-0.102858109,-0.1238747,-0.039000728,0.2035065991,-0.013857513,0.0,-0.217964266,0.2755552487,0.0,2.0,8.6949711231,0.3684210526,0.0,0.0689654499,0.0309238749,0.0492360956,1.1832308765,1.4656331346,3.9754077e-06,5.102681e-08,0.6659051381,0.4434296529,0.4724902899,0.0476698609,0.3950517962,0.2610567545
22825,0.1627195382,0.0214704414,78.042041809,0.0017923967,0.0860071081,0.2380628708,0.1506773847,0.1892039977,0.5739917915,0.0024997596,0.3538033123,-0.031777863,-0.338848765,0.028745674,0.0317778631,37.0,0.0303590828,0.1904761905,0.1765491926,-0.160489701,0.0232468025,0.3362286204,-0.122257622,0.068970654,0.1173957844,0.2664461278,0.0,2.3121606893,-0.133079371,1.3624954586,-0.172494008,23.434095957,7.1224767497,0.4073043395,0.0,0.0,1.0,0.0,0.0,0.8160208345,5.0,8.060389014,0.0859370543,0.3230112202,-0.497220752,0.8629190048,-572.9667929,0.0336401505,14.993230245,-0.002371389,0.0270685872,0.0413759711,0.0114238527,0.0348740079,0.0208571613,2.0,-0.000421171,0.2896361478,-0.011349703,6.0,14.556632186,0.7249426748,0.0,0.0272276644,0.0126128052,0.0196852151,0.3424820496,0.9201929664,1.3215003e-09,3.3962866e-08,0.9245140992,0.8547263196,0.0502420406,0.0299893127,-0.274119578,0.2235193272
26201,1.5423567679,-0.025371453,-5.571701968,0.0711633506,1.4780723663,1.3476051306,0.0236507641,0.9439559211,0.3820970421,0.4465038433,4.8224815725,-0.032554569,-2.934608426,0.049083826,0.0325545688,41.0,0.013312565,1.0766871166,0.3375161493,-0.84235534,-0.092290613,0.6011586107,-0.274512575,0.0842539309,0.1718745718,0.2545211746,0.0,1.6489035874,-0.647270511,1.2614175708,-0.65999203,6.15229399,2.7224757729,0.059270386,0.0,0.0,1.0,0.0,0.0,0.4317715846,2.0,-4.537771498,1.0259350836,1.295505929,0.3617173656,0.0921957042,-5940.80877,0.0542543586,12.73703939,-0.005071431,-0.002701922,-0.00529123,0.2929704107,0.0694126528,-0.074981502,0.0,0.0057692308,2.6910249115,-0.091297269,2.0,13.431211913,2.8393013718,0.0,0.0304532796,0.0182734857,0.0294126702,0.3253793653,2.2117095708,5.7222891e-09,1.3094245e-08,1.5462520442,2.3908953843,-0.012002661,0.0529183772,0.7501994195,0.2610567545
65541,0.3143726105,0.0318949053,51.773425117,0.0003393063,0.2067838803,0.2290158928,0.095155743,0.0034318176,0.3094027498,0.0107110301,-0.006057516,-0.052754269,-0.860552649,0.0593421506,0.0527542688,34.0,-0.000446706,0.0392156863,0.0944620658,0.0645876853,-0.016690726,0.2232884267,0.1282036726,-0.011093326,0.0121304183,0.2250221702,0.0,1.7419131148,0.1777464623,0.9632904903,0.2988490995,19.508753484,6.7502282321,0.263791866,0.0,0.0,0.0,0.0,0.0,0.5064031649,7.0,8.0810889485,-0.06532345,0.4746642925,-1.349461207,0.8935154814,5222.7940071,0.0336401505,16.186198126,0.0020048827,0.0131748926,0.0221585183,0.0073494622,0.0225243179,-0.055702736,0.0,0.0001704158,1.0188715226,0.0294747108,6.0,16.318562372,1.6485116428,0.0,0.022199234,0.0060096802,0.0119416107,0.426874584,4.194338753,6.209353e-11,1.158344e-08,0.5724098218,0.3276530041,-0.064930419,0.0267293575,0.3195992151,0.2235193272
27562,0.1396062084,0.0501997664,17.707629268,0.049458832,0.2575558632,0.7723196633,0.2082656988,-0.049830987,0.3180221138,-0.000834168,-0.064280209,-0.053404306,-0.433594472,0.0719661077,0.0534043057,35.0,-0.000487984,0.0138888889,0.0246516534,-0.946151671,0.0310649009,0.072039245,0.0475356083,0.0507769279,-0.02196861,0.5592805102,0.0,0.9645433914,-0.059131864,0.5515797808,-0.190857378,19.291436482,81.869704551,0.2658970585,0.0,0.0,0.0,0.0,0.0,0.9051569107,6.0,0.01866721,-0.033194594,-0.041858471,-1.583622401,0.0006242513,-1008.700499,0.0747040402,15.204454598,0.0019153411,0.0322869482,0.0918522993,0.0022138357,0.0834565757,-0.007645513,0.0,0.0012318841,1.3964553032,0.0663929954,6.0,15.698029377,2.3837846081,0.0,0.0195478704,0.0088532838,0.0165606163,0.4461490925,7.1761585049,1.595157e-10,7.5830597e-09,0.4497576179,0.2022819149,0.0303836616,0.0289260126,-0.073687735,0.0871917343
27909,0.4002441013,0.0526203603,3.4805580601,0.0252925736,0.1439563799,0.9721172681,0.2159463443,0.0220227814,0.4196115961,0.0037646289,-0.108026415,-0.056910334,-0.582226159,0.0832573106,0.0569103345,33.0,0.0233586332,0.0244107744,0.0086856715,0.1930324174,0.1611968651,0.1700397768,0.0399550889,0.0793963867,0.0785835699,0.6045594546,0.0,3.1605176211,0.1491675271,1.8793777533,0.0656497794,7.4232430124,13.236588255,0.4829909129,0.0,0.0,0.0,0.0,0.0,0.6016227486,6.0,-0.009465475,0.0099092156,16.270102362,0.1623980582,-3.409039128,-1632.854513,0.4707840498,12.887429293,0.0017850151,0.0244109948,0.034054856,-0.004676042,0.0912201957,0.0358607047,0.0,0.0003571429,0.5118884223,-0.044765981,5.0,12.410793897,0.6335410429,0.0,0.0358255953,0.0129435116,0.0240582595,0.5008611954,1.1353742965,1.115332e-08,3.7249841e-08,0.9435216068,0.8902330224,0.184464918,0.0429510479,-0.287473628,0.1358981223
63546,-0.376132946,-0.398315981,-47.95704464,0.039798976,0.9326661677,8.2149001168,-0.683030303,-0.083505976,0.772749004,0.7813400576,-0.312409812,-0.121736238,-0.5995086,-0.159522125,0.1217362382,41.0,-0.106587738,-0.142857143,-0.10885413,-0.373709035,0.2320878569,2.568627451,1.447274973,-0.116494024,-3.096768266,0.4829537472,0.0,1.5483284884,0.3231956734,1.0628633721,0.6475003341,449.67857143,9.170429716,-0.310674077,0.0,0.0,0.0,0.0,0.0,9.7530864198,4.0,-5.479957973,-0.145258016,-0.847582869,-0.304429024,-0.170890525,-4037.301489,0.0400118084,10.107448284,0.0274328617,-0.05484964,-0.108187135,-0.358199128,0.0141828005,0.0006772736,1.0,-0.072893915,-0.692855806,-0.007517918,2.0,10.490040163,3.142833843,0.0,0.0876826867,0.0559514554,0.0919492045,0.9158491614,31.58674442,2.6463136e-07,3.0887526e-09,0.6413222722,0.4112942568,1.33573664,0.106046568,0.1104856459,0.3489503845
49154,0.2970884143,0.0761465327,3.7805930153,0.0315958814,0.6260707842,1.6918012384,0.1410978573,-0.027581876,0.5262293498,-0.059334847,-0.003721677,-0.061788259,-0.75971093,0.1339958859,0.0617882595,42.0,-0.004628609,-0.017291066,0.0160703958,0.3217744956,0.0049230438,0.0877582583,0.069999469,0.0050719737,-0.074301636,0.5662616611,0.0,1.1194739344,-0.067356705,0.4380446839,-0.029470944,18.236529906,94.71758665,0.2022956573,0.0,0.0,1.0,0.0,0.0,1.5121097378,7.0,0.0052962832,-0.100002701,-0.099496917,-0.280804543,0.0937458883,23680.214141,0.3343991096,17.230830973,0.0014629701,0.0163055138,0.0525179235,-0.030251781,0.0318887133,0.0078126828,0.0,0.0030554343,2.5435375251,0.0554499675,4.0,17.924488019,3.0118474507,0.0,0.021011401,0.0128124909,0.017453904,0.4258781707,7.6516928009,1.823326e-11,6.0015924e-09,0.6764048112,0.4575234686,-0.142218795,0.0278573111,-0.412253412,-0.101835203
