firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
47730,0.4482676737,0.0286725627,2.8555164286,0.0169826254,0.6016175596,2.3677645801,0.0497483372,0.0611219648,0.2576518746,-0.009036467,0.1443578745,-0.009568946,-0.340288925,0.0384295182,0.0095689461,42.0,0.0,-0.083333333,0.0504103883,-0.020527827,0.0135542678,0.7041564792,-0.085831939,0.0104660899,-0.03325062,0.2930988076,0.0,1.6583778371,-0.005183396,1.6583778371,-0.005183396,91.869642857,6.4664404223,0.0978975301,0.0,0.0,0.0,0.0,0.0,0.5394540943,4.0,8.0553288796,-0.18038347,0.8778394721,0.1976816334,0.1087566945,-3401.190355,0.0267506587,14.68943439,-0.006233138,0.0040189336,0.0090189398,0.0208485889,0.0245484833,0.0030646179,0.0,0.0002558854,3.4441080376,-0.081539859,4.0,14.750935576,1.1726675034,0.0,0.0158131234,0.007743268,0.0127260648,0.288365961,1.1960046891,7.080164e-10,2.3989693e-08,0.7030969563,0.4943453299,0.1652987082,0.0237140868,-0.31268471,0.1673019097
13777,0.359609148,0.0388129586,1.8175403439,0.0435954184,0.1585184591,0.4315923689,0.1850426134,0.0183069429,0.4841583126,0.0100052475,0.0118529269,-0.059404406,-0.785881664,0.0693153511,0.0594044061,34.0,0.0,0.0447761194,0.1070834913,0.0588765842,0.0165380388,1.6542991755,0.006077044,0.00486348,0.0211781417,0.6324396595,0.0,2.3946404031,0.0981380514,2.3946404031,0.0981380514,1.6278926831,5.5425832198,0.3813875195,0.0,0.0,0.0,0.0,0.0,0.6995458752,7.0,-1.560991803,-0.268255642,0.4736533175,-1.141022691,0.1567221771,-4495.649831,0.0278203388,12.58615982,-0.00907669,0.0030892663,0.0043255047,-0.009605467,0.5257832547,-0.001345481,0.0,-0.006711409,0.5824569368,-0.090247284,6.0,12.117129975,0.5801815615,0.0,0.0148837063,0.0106114178,0.018828334,0.4020607776,0.9188551001,1.0033044e-08,3.7496968e-08,1.0778784724,1.1618220012,0.0793380653,0.0273158529,-0.171716697,0.1673019097
38746,2.3100420913,-0.285088484,-4.970570663,0.0,1.0535781756,1.161769032,-0.05820904,-0.130477406,0.0169322925,0.0003723932,-0.16789993,-0.105576483,-1.339104069,0.0966746648,0.1055764834,42.0,-0.035919601,-0.201754386,-0.163205463,0.1870830413,-0.478551438,0.1301158623,0.1325324889,-0.063087026,-0.112268407,0.4969255977,0.0,55.64244373,0.8273255225,26.142174432,0.8399874863,2.8611454471,5.6925809537,-0.208265218,0.0,0.0,1.0,0.0,0.0,0.0105871133,4.0,8.4363888102,-0.204512791,29.274562585,-2.065097696,3.1832110651,-806.8485279,0.0855191314,10.867932229,0.0032399325,0.0009800919,0.0013408196,0.0040867943,0.1064785004,0.1147208003,0.0,0.0131983356,0.0709857797,0.0030642776,3.0,9.7724211575,0.4834942643,0.0,0.0486656129,0.0207679711,0.0429361584,2.0029495081,4.7633660655,1.5598269e-06,3.8181818504,0.4476007843,0.2003464621,0.1737176067,0.0475595502,-0.731715438,0.2501313506
60871,0.2615004795,0.0436202501,3.3324334107,0.0259788502,0.141981063,0.1732029148,0.2629584735,0.1285863936,0.3351430678,-0.012465512,0.4099302289,-0.055776781,-0.486536515,0.0648430946,0.0557767806,42.0,-0.004757573,0.0309278351,-0.003983299,-0.027737552,-0.00702463,0.3297983387,-0.044157632,0.0055257741,0.0182652767,0.6202520263,0.0,6.3541281896,0.7348536165,5.8731744949,0.7838288878,0.8435857057,7.1636191948,0.4470091965,0.0,0.0,0.0,0.0,0.0,0.4517576428,5.0,-4.394324506,-0.019824198,0.0146496405,-0.496418268,0.1079549729,13507.96388,0.0542543586,17.264699822,0.0026769362,0.0385367544,0.0594295023,0.0012605701,0.5088646845,0.0136108165,4.0,0.0024960998,1.1562850182,0.0732903164,6.0,17.703534427,2.0733329519,0.0,0.0277559943,0.0130548722,0.0187409244,0.5154555042,7.5407343538,3.185725e-11,8.0680318e-09,1.2031755454,1.447631393,0.0494402029,0.0260144281,-0.123290132,0.2610567545
14198,0.5099645454,0.0116427105,3.4432120441,0.0049184139,0.0976578307,0.4885272498,0.0921956437,0.0078459162,0.399727694,-0.002975712,0.0534382767,-0.033088343,-1.720128639,0.0316696703,0.0330883432,42.0,0.0203050758,-0.060750447,-0.058196416,0.0519415163,0.0511669774,0.212932554,-0.028853239,0.0452123509,-0.000438456,0.5348148293,0.0,4.9550001912,-0.022705164,3.1005518243,-0.089929365,4.2869491226,4.4088168018,0.3538329635,0.0,0.0,0.0,0.0,0.0,0.4723603244,4.0,8.0169366716,-0.165289583,0.6702562274,-0.659386354,0.8658430011,-2323.721453,0.0336401505,13.706437514,0.0013255278,0.0040085512,0.0047761857,0.0060601639,0.223765994,-0.003939179,0.0,-0.004520464,2.3094357585,-0.108485634,7.0,14.327995633,1.8987250421,0.0,0.0194850601,0.0111503093,0.0183871948,0.2793511678,2.0429187007,1.3336126e-09,1.4613667e-08,0.4472199694,0.200005701,-0.539232741,0.0324753129,-0.344245657,0.2235193272
14702,0.2302202612,0.0548994138,5.3089463857,0.0139082768,0.2351328177,0.3453144419,0.1972506689,-0.04703423,0.3185262608,-0.070689655,-0.042105263,-0.049839443,-0.432887856,0.0786647033,0.0498394434,42.0,0.0145169922,0.0774193548,0.1207164303,-0.189806859,0.0046009018,0.4151547492,-0.001838177,0.0205121505,-0.052016288,0.4799239101,0.0,2.2998348018,-0.056821879,1.735407489,-0.112671292,2.8874366498,4.7498903028,0.2801008894,0.0,0.0,0.0,0.0,0.0,0.620123473,7.0,0.2192835832,0.1000505513,-0.209055044,-0.498894934,0.063585533,26846.492309,0.0351574588,17.713518151,0.0045074471,0.0445287977,0.089455932,0.0296348376,0.2569920483,0.0077688307,3.0,0.000343879,0.6869025051,0.0378229586,6.0,17.894124547,1.7759285659,0.0,0.026894331,0.0160521272,0.0187258625,0.4676441161,4.9231532822,2.553379e-11,9.2562779e-09,1.3520499219,1.8280389912,-0.033760904,0.0305982758,0.1047738062,0.3489503845
15537,0.5848554785,0.0392808846,1.8234477692,0.0177783982,0.0919302913,0.8217127021,0.092381482,0.0488766312,0.5411408583,0.0125499931,-0.021166466,-0.042050521,-0.707624309,0.0670769935,0.042050521,36.0,-0.009087745,-0.032352941,0.0714342309,-0.006377947,-0.041131977,0.2105638829,-0.14478198,0.0295708328,0.0608083639,0.5773477804,0.0,5.7094679514,-0.117641093,4.1499790532,-0.142974155,4.6357804006,6.0422571173,0.6156289411,0.0,0.0,0.0,0.0,1.0,0.6333233613,4.0,-5.571937932,-0.034753815,0.1134055546,0.3336938371,0.0557085937,-3925.170914,0.0400118084,11.445939137,-0.003127072,0.0142217605,0.0165878144,-0.012967142,0.3062177854,0.0060859663,0.0,-0.001553116,2.1954088092,-0.038062628,8.0,10.950455621,0.6307578009,0.0,0.0274345707,0.0161787607,0.0260230077,1.7970620288,4.6130757001,5.438254e-07,3.0555559e-08,0.3965071125,0.1572178903,0.189888328,0.0388359229,0.1479812249,0.3489503845
68830,0.876296978,0.0885015945,-0.437953158,0.0,0.1658940373,1.2288422181,0.0892136366,-0.09248775,0.152037326,-0.158374478,-0.079036619,-0.020086459,-0.278470543,0.1131466816,0.0200864585,32.0,-0.002028379,0.0943396226,-0.237215805,-0.838841133,-0.32398703,0.0981123931,0.1641948197,0.0185163706,-0.11060345,0.6278990704,0.0,9.1347084288,0.0165153645,8.2598421187,0.0244460869,3.2137477083,23.070190275,0.8148304843,0.0,0.0,0.0,0.0,0.0,0.1985107337,4.0,-16.1755167,-0.211768478,0.808962909,11.927898185,0.446374385,-4880.095029,0.0238858186,13.343732713,0.0097007097,0.0213928062,0.0280136276,0.0109598015,0.3731106573,-0.023473945,2.0,0.0009279656,1.0706499885,0.0934480226,5.0,13.829435951,2.1481933222,0.0,0.0418400839,0.0226855673,0.0358775303,0.3767082399,4.2752975508,2.1610777e-09,7.0955424e-09,1.6139344397,2.6047843755,-0.039529402,0.0448075604,-0.698238169,0.0680908107
85914,0.4841234774,0.0892388411,-0.905035352,0.0557328078,1.0108206275,4.3710444987,0.1482144633,-0.113856843,0.6398138437,-0.078780999,-0.108716849,-0.035794961,-0.638166047,0.1461880395,0.0357949609,31.0,-0.008549088,0.0,-0.020104613,0.0720828866,0.0260821461,0.2800511509,-0.020247879,0.0212375459,-0.123523524,0.6150482284,0.0,1.4275812274,-0.053431733,0.6981949458,-0.171645752,11.404500866,34.017211704,0.150951178,0.0,0.0,1.0,0.0,0.0,1.9381381381,6.0,-0.019532913,-0.105910678,-0.262726703,0.1025458479,0.0919613293,7433.05541,0.2968282139,16.720063492,0.00184514,0.0144861928,0.0444547349,0.0103458214,0.2144134232,0.0019175148,1.0,0.0038550501,3.118563405,0.1251594508,6.0,17.394881088,3.3862393785,0.0,0.2147957534,0.0481420795,0.0202907118,0.7094114521,22.116671595,4.475867e-11,5.1307499e-09,1.1425130678,1.3053361101,-0.031632799,0.0413448306,-0.126951548,0.1838651489
49373,0.0051762331,0.0859351483,3.1010956804,0.0451882483,0.6351089908,0.6806989612,0.338380401,-0.3671076,0.3252206882,-0.198917446,0.0567391036,-0.040373542,-0.388058495,0.1192830126,0.0403735423,42.0,0.0,-0.038539554,-0.013156707,0.0752431886,-0.04312849,0.591344336,0.1522673948,0.014284607,-0.987395721,0.4439045114,0.0,1.1757330909,-0.251731175,1.1757330909,-0.251731175,3.0319556826,19.842165417,0.2019708389,0.0,0.0,1.0,0.0,0.0,0.7635487949,5.0,-0.034490165,-0.056385897,-0.148912598,-0.32504673,0.0387781781,1473.391315,0.2058056635,15.519933574,0.0044312037,-0.066287135,0.7177676458,0.0006004536,0.1642741399,0.0986953518,0.0,0.0,1.4931609332,0.0299242679,3.0,16.658615085,3.6618736867,0.0,0.0241392441,0.0161481458,0.0182218992,0.3374531523,4.2195543321,1.51432e-10,8.1888871e-09,0.5998527449,0.3598233155,0.3586353544,0.0390395103,0.1632252762,0.1821365396
