firms,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
25881.0,0.0159569929,0.037726967,0.1041000291,0.0541596072,-0.14784416,0.0,-0.00336015,-0.063545151,-0.080032013,-0.05,-0.05,-0.0172413793103448,0.1875,0.0363636363636363,0.0555555555555555,0.1399999999999999,0.5833333333333333,0.6285714285714286,0.6764705882352942,0.6764705882352942,0.78125,1.1923076923076923,1.0357142857142856,1.4782608695652173,1.85,1.5909090909090908,1.375,1.7142857142857144,2.3529411764705883,2.3529411764705883,2.1666666666666665,2.1666666666666665,2.3529411764705883,1.7142857142857144,2.1666666666666665,1.7142857142857144,1.85,1.4782608695652173,1.7142857142857144,1.85,2.1666666666666665,3.071428571428571,3.071428571428571,1.85,1.375,1.4782608695652173,0.8387096774193548,1.375,1.2799999999999998,1.1111111111111112,0.6285714285714286,0.6764705882352942,0.3902439024390243,0.3902439024390243,0.2954545454545454,0.2666666666666666,0.3571428571428572
10014.0,0.024537843,0.0346212328,0.1486181849,0.1276873445,0.3361131841,0.0,0.0195374468,-0.329299042,0.0367074534,0.1200000000000001,0.2173913043478261,0.1200000000000001,0.3333333333333332,0.2173913043478261,0.2173913043478261,-0.0666666666666666,0.3333333333333332,0.8666666666666667,0.6470588235294117,0.8666666666666667,0.5555555555555556,0.3999999999999999,0.2727272727272727,0.4736842105263157,0.8666666666666667,0.8666666666666667,1.0,1.1538461538461535,1.3333333333333337,2.111111111111111,2.111111111111111,1.3333333333333337,1.5454545454545454,1.5454545454545454,1.1538461538461535,1.3333333333333337,1.3333333333333337,1.0,0.6470588235294117,0.8666666666666667,0.6470588235294117,0.8666666666666667,0.8666666666666667,0.5555555555555556,0.75,0.75,0.5555555555555556,0.5555555555555556,0.6470588235294117,0.4736842105263157,0.2173913043478261,0.2727272727272727,0.0370370370370369,0.0,0.0,0.0,-0.0666666666666666
50526.0,0.0078116155,0.0268775319,0.4525455115,0.0163187944,-0.001252039,0.0,0.009139536,-1.0,-0.018253968,-0.02,-0.0754716981132075,-0.125,-0.0392156862745097,0.0,-0.0576923076923077,-0.0754716981132075,0.0208333333333332,0.2250000000000001,0.2250000000000001,0.2894736842105263,0.1395348837209302,0.1951219512195121,0.1136363636363635,0.0888888888888888,0.2250000000000001,0.2250000000000001,0.3243243243243243,0.1951219512195121,0.3243243243243243,0.6333333333333333,0.4411764705882353,0.1395348837209302,0.3611111111111111,0.2250000000000001,0.0425531914893617,0.0208333333333332,-0.0754716981132075,-0.1403508771929824,-0.125,-0.0925925925925925,-0.1551724137931034,0.0208333333333332,-0.125,-0.289855072463768,-0.3950617283950617,-0.3636363636363636,-0.3466666666666667,-0.2794117647058823,-0.2686567164179104,-0.3874999999999999,-0.3950617283950617,-0.3874999999999999,-0.467391304347826,-0.4431818181818182,-0.5,-0.4431818181818182,-0.4787234042553191
21020.0,0.0237612798,0.069509275,0.2619525903,0.167179924,0.0787409046,3.0,0.0790448147,-0.23412015,0.0122062759,-0.0714285714285714,-0.1544715447154471,-0.0714285714285714,0.0,0.2093023255813952,0.3164556962025315,0.1555555555555554,0.3164556962025315,0.4647887323943662,0.5522388059701493,0.7931034482758621,0.7627118644067796,0.5522388059701493,0.625,0.5522388059701493,0.6000000000000001,0.3506493506493506,0.4054054054054055,0.4246575342465752,0.7049180327868851,1.5365853658536586,1.0392156862745097,0.6000000000000001,1.0392156862745097,0.7931034482758621,0.7627118644067796,0.5757575757575757,0.3866666666666667,0.2530120481927711,0.2093023255813952,0.1063829787234043,0.3506493506493506,0.5072463768115942,0.2682926829268293,-0.0095238095238094,0.0833333333333332,0.2380952380952381,0.1555555555555554,0.1954022988505748,-0.0956521739130434,-0.2827586206896552,-0.3580246913580247,-0.2925170068027211,-0.3333333333333333,-0.4825870646766169,-0.5229357798165137,-0.5418502202643172,-0.4901960784313726
28636.0,0.027433987,0.0359147026,-0.330670032,0.0576247365,0.0140361716,0.0,0.00329715,0.9759036145,-0.037126746,0.0086206896551723,0.0833333333333332,-0.0330578512396694,0.0636363636363637,0.0263157894736842,-0.0714285714285714,-0.0714285714285714,-0.040983606557377,0.0636363636363637,0.1584158415841583,0.1938775510204082,0.3,0.3928571428571428,0.3928571428571428,-0.4264705882352941,-0.2909090909090909,-0.2251655629139073,0.0540540540540539,-0.040983606557377,0.1818181818181818,0.625,0.95,1.0172413793103448,1.25,1.7209302325581397,1.34,1.34,0.9830508474576272,0.7727272727272727,0.7462686567164178,0.6714285714285715,0.95,1.0892857142857144,1.3877551020408163,0.647887323943662,0.3448275862068966,0.5194805194805194,0.3,0.8571428571428572,0.4624999999999999,0.2717391304347827,0.0,-0.1333333333333333,-0.1986301369863014,-0.2994011976047904,-0.25,-0.2451612903225806,-0.3197674418604651
28652.0,-0.168814855,-0.394814153,-2.229716422,0.0270562771,-0.130913961,0.0,-2.542676182,0.5891472868,-0.266666681,-0.2666666666666667,-0.2666666666666667,-0.3125,-0.3125,-0.3888888888888888,-0.3888888888888888,-0.5,-0.3888888888888888,-0.4499999999999999,-0.3125,-0.5,-0.3888888888888888,-0.5,-0.6071428571428572,-0.6333333333333333,-0.4499999999999999,-0.4499999999999999,-0.5,-0.5416666666666667,-0.3125,0.1,-0.0833333333333333,-0.3125,-0.0833333333333333,-0.3125,-0.4499999999999999,-0.3125,-0.3125,-0.3888888888888888,-0.3888888888888888,-0.4499999999999999,-0.4499999999999999,-0.3888888888888888,-0.4499999999999999,-0.65625,-0.7105263157894737,-0.7380952380952381,-0.7608695652173914,-0.65625,-0.6944444444444444,-0.7380952380952381,-0.7380952380952381,-0.7708333333333334,-0.725,-0.75,-0.7380952380952381,-0.78,-0.78
49648.0,-0.000440114,-0.002224832,-0.784212754,0.2183806581,0.0112015758,0.0,-0.017353273,0.0606060606,0.0,-0.1578947368421053,-0.1794871794871795,-0.2380952380952381,-0.1999999999999999,-0.2558139534883721,-0.2195121951219512,-0.3191489361702128,-0.2558139534883721,-0.1794871794871795,-0.0588235294117647,-0.1351351351351351,-0.1999999999999999,-0.2727272727272727,-0.4181818181818182,-0.3846153846153846,-0.3962264150943396,-0.3191489361702128,-0.3333333333333333,-0.3043478260869565,-0.4074074074074074,-0.1999999999999999,-0.3191489361702128,-0.4181818181818182,-0.4482758620689655,-0.5555555555555556,-0.6444444444444444,-0.5555555555555556,-0.7142857142857143,-0.7647058823529411,-0.7419354838709677,-0.73109243697479,-0.7264957264957265,-0.6666666666666667,-0.7333333333333334,-0.7419354838709677,-0.7837837837837838,-0.782312925170068,-0.7762237762237763,-0.7037037037037037,-0.7333333333333334,-0.744,-0.751937984496124,-0.7777777777777778,-0.7647058823529411,-0.7664233576642336,-0.7974683544303798,-0.803680981595092,-0.8117647058823529
20482.0,0.0224942304,0.049390369,0.0218158319,0.0878468171,-0.003693127,2.0,0.0034817147,-0.410185418,0.030695522,0.0296296296296296,0.106100795755968,0.1779661016949152,0.1713483146067416,0.1615598885793872,0.1487603305785123,0.2990654205607477,0.2122093023255813,0.2636363636363636,0.271341463414634,0.3451612903225807,0.5163636363636364,0.4087837837837837,-0.305,-0.3163934426229507,-0.2944162436548223,-0.2772963604852686,-0.251346499102334,-0.1643286573146293,-0.0650224215246636,0.0270935960591132,0.1031746031746032,0.1779661016949152,0.6162790697674418,0.3280254777070064,0.0170731707317073,-0.0565610859728507,-0.077433628318584,-0.0608108108108108,-0.0324825986078886,-0.0369515011547344,0.0072463768115942,0.0451127819548873,-0.0915032679738562,-0.2320441988950276,-0.1934235976789168,-0.2102272727272727,-0.2722513089005235,-0.2102272727272727,-0.2161654135338345,-0.2632508833922261,-0.3197389885807504,-0.2871794871794871,-0.2896081771720613,-0.2553571428571428,-0.2822719449225473,-0.3061564059900166,-0.3038397328881469
10057.0,0.004260355,0.0079295154,-0.109895166,0.0598729342,-0.039686778,0.0,-0.007177364,1.6424870466,0.0002070395,-0.028169014084507,-0.0142857142857142,-0.0416666666666666,-0.0675675675675675,-0.0675675675675675,-0.1265822784810126,-0.0921052631578946,-0.0675675675675675,0.0952380952380953,0.0147058823529411,0.1311475409836064,0.0952380952380953,0.0454545454545454,-0.0547945205479452,-0.1038961038961039,-0.0675675675675675,0.0147058823529411,0.0615384615384615,0.0952380952380953,-0.0416666666666666,0.1694915254237288,0.0147058823529411,-0.0142857142857142,-0.0416666666666666,-0.0547945205479452,-0.2068965517241379,-0.2159090909090909,-0.2159090909090909,-0.303030303030303,-0.3551401869158879,-0.3611111111111111,-0.3839285714285714,-0.31,-0.3365384615384615,-0.4152542372881356,-0.3839285714285714,-0.3365384615384615,-0.4,-0.303030303030303,-0.3365384615384615,-0.3839285714285714,-0.3727272727272727,-0.4152542372881356,-0.4772727272727273,-0.4926470588235294,-0.5035971223021583,-0.4102564102564102,-0.4523809523809523
28695.0,0.0121145374,0.0168970814,0.1393472681,0.2607440122,0.0066036265,0.0,-0.018579636,-1.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.125,0.125,0.125,0.1999999999999999,0.5,0.5,0.2857142857142858,0.3846153846153846,0.2857142857142858,0.125,0.2857142857142858,0.8,0.6363636363636365,0.8,1.0,1.0,1.5714285714285716,1.0,1.0,1.0,1.25,1.0,0.8,1.0,0.8,0.8,0.5,0.5,1.25,1.0,0.5,0.5,0.3846153846153846,0.1999999999999999,0.8,0.5,0.3846153846153846,0.2857142857142858,0.2857142857142858,0.0,0.3846153846153846,0.3846153846153846,0.125,0.1999999999999999
