firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,egr,tang,sin,currat,pchcurrat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chempia,bm_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
10074,0.2060750018,0.0651119269,175.57861635,0.0145396962,1.1444036565,1.3261642554,0.0914556016,0.4658655874,0.2813569386,0.0,0.4832726933,0.0329260874,0.5743975238,0.0277117973,0.0329260874,13.0,0.0403655075,0.25,0.2731066888,-0.002483585,0.0576022661,0.3761776581,0.5237642494,0.0,1.3204657342,0.0498094883,1.0401656638,579.3836478,5.0887698172,0.1199179509,0.0,0.0,1.0,0.0,0.0,1.3395500865,3.0,0.122163599,-0.313921503,-1.412341344,-0.042419102,-344.8734253,0.0480605867,10.991392724,-0.005765895,0.0105017909,0.0663201815,0.0709709926,0.0016948972,0.1927453307,0.0,-0.010909091,4.1927858787,-0.027027028,4.0,9.4252097868,0.122327791,0.0,0.0652173907,0.0278223216,0.0129224781,1.3733232204,0.6048525265,4.9915989e-06,0.9545457091,0.3559587708,0.1267066465,1.0623232127,0.0511464391,-0.025629027,0.0641295722,-0.0350877192982456,-0.0350877192982456,-0.0350877192982456,-0.0350877192982456,-0.0861892963856959,-0.0517241379310344,-0.1666666666666666,-0.1269841269841269,0.0784313725490195,0.25,0.1458333333333332,0.0784313725490195,0.25,0.1458333333333332,0.1956521739130434,0.25,-0.4086021505376344,-0.3125,-0.3037974683544303,0.0,-0.0350877192982456,0.0,0.0476190476190476,-0.0350877192982456,-0.0350877192982456,-0.0178571428571429,-0.0350877192982456,-0.0178571428571429,-0.0350877192982456,0.1,-0.0517241379310344,0.0,0.2222222222222223,0.375,0.4473684210526316,0.375,0.5714285714285714,0.6176470588235294,0.896551724137931,1.391304347826087,1.2916666666666663,1.1153846153846154,1.2000000000000002,1.391304347826087,1.619047619047619,1.619047619047619,1.3404255319148937,1.2916666666666663
50906,0.2014560706,0.0308326904,19.792131201,0.0,0.0532071446,0.341445357,0.225428864,0.1950695223,0.8777235819,0.0068960537,0.1720750922,-0.05752044,-0.436316971,0.0442855165,0.0575204396,16.0,0.0518106901,0.0739236393,0.2256567555,-0.036197894,0.3274965221,0.2012940461,0.5195512215,0.0,2.9600463231,0.1401695293,2.0068148412,9.0631564065,5.9554998142,0.9596561357,0.0,0.0,1.0,0.0,0.0,1.1146356071,7.0,-0.089117557,-0.427640369,0.1114924485,0.1282592619,505.07001824,0.0639047177,14.369697924,0.006384483,0.0411541505,0.0509047334,0.0176324852,0.1479365611,0.0153686342,3.0,0.0002376658,0.4524701343,0.058102048,7.0,14.771480359,1.5541208041,0.0,0.0486725681,0.0304262318,0.035980111,0.8003844229,7.250890601,2.3394186e-09,1.1681989e-08,1.7299767562,2.9928195769,0.1394991555,0.0538361539,0.4692845466,0.3121776728,0.1744548286604361,0.0134408602150537,0.0134408602150537,0.170807453416149,0.1635802469135803,0.1186943620178042,0.2320261437908497,0.2483443708609272,0.282312925170068,0.3228070175438595,0.3659420289855073,0.2910958904109588,0.2083333333333332,0.3,0.5840336134453781,0.508,-0.1431818181818182,0.1424242424242423,0.0679886685552408,0.1355421686746987,0.0080213903743315,0.0189189189189189,0.0414364640883977,0.3,0.3,0.3044982698961938,0.3610108303249097,0.356115107913669,0.3860294117647058,0.7293577981651376,0.6535087719298245,0.8300970873786409,0.8125,0.8212560386473431,0.885,0.9333333333333332,1.0268817204301075,0.7453703703703705,0.668141592920354,0.1855345911949686,0.1355421686746987,0.3464285714285715,0.4067164179104476,0.496031746031746,0.7952380952380953,0.923469387755102,1.0268817204301075,1.8778625954198471
10568,1.2003451347,0.0756513026,-3.10537393,0.0182587397,3.9618125139,6.8553774215,0.0629745579,0.0242552768,0.2254658316,0.0053727334,0.0159595729,0.0200360124,1.3509933775,-0.026553106,0.0200360124,12.0,0.0101380477,-0.006153846,0.5163081621,-0.230044772,0.0443269265,0.0526238711,0.5362807631,0.0,1.5651965771,-0.035306457,1.3346897253,17.27936018,8.7651245552,0.0549772698,0.0,0.0,1.0,0.0,0.0,0.7458628265,3.0,-0.642138772,0.6821234346,0.8280864275,-0.03779638,-103.5587647,0.0662552571,9.4566143407,-0.003437132,-0.000572392,-0.002511745,-0.091449566,0.0491410308,-0.000742014,0.0,-0.030327321,-0.534036366,-0.070512824,2.0,5.8489644845,0.0664451827,0.0,0.15625,0.0637334629,0.0854808152,0.8241843022,0.1703106669,4.71905e-05,12.40909181,0.1986323546,0.0394548123,0.819228612,0.0466974332,0.1520125563,0.0054295641,-0.0476190476190476,-0.0092889072060361,-0.0909090909090909,-0.183673469387755,-0.1999999999999999,-0.1666666666666666,-0.2307692307692307,-0.1666666666666666,-0.3333333333333333,-0.3548387096774194,-0.3333333333333333,-0.1666666666666666,-0.2307692307692307,-0.1709844559585492,-0.1666666666666666,-0.0476190476190476,0.0256410256410255,0.0526315789473683,0.1111111111111111,0.1594202898550725,0.1940298507462685,0.1428571428571428,0.25,0.2121212121212121,0.1764705882352941,0.1764705882352941,0.2121212121212121,0.1764705882352941,0.1111111111111111,0.2121212121212121,0.1428571428571428,0.1594202898550725,0.0526315789473683,0.2307692307692308,0.25,0.2121212121212121,0.25,0.3333333333333332,0.6000000000000001,0.5384615384615385,0.6666666666666667,0.6000000000000001,0.3333333333333332,0.3333333333333332,0.5384615384615385,0.6666666666666667,0.3114754098360655,0.4285714285714286
10998,0.8011016065,0.0251032756,-0.106894737,0.0,0.2215898185,1.7565616524,0.0849107626,0.0368916266,0.955662357,0.0039798911,0.0734152652,-0.168821242,-6.755319149,0.194683914,0.1688212422,11.0,-0.0591539,-0.022727273,-0.025013897,-0.00574266,0.5622025833,0.0272236966,0.4902030291,0.0,3.0943396226,-0.041947368,2.2684812867,11.077894737,6.5172157543,0.3752924661,0.0,0.0,1.0,0.0,1.0,1.2063179522,4.0,-0.202682721,0.3398381129,2.2327675714,0.1863723849,-409.5253414,0.0626025367,10.278287246,-0.002134398,0.0205884144,0.0267765191,0.0519743643,0.2224015301,-0.005729425,0.0,-0.000124044,1.5254575762,0.0002403846,5.0,9.5646963793,1.0958273183,0.0,0.1707317084,0.0523007657,0.065821477,1.3999391301,7.850476201,1.8516126e-06,1.2426543e-08,0.9971705282,0.9943490624,0.7950782682,0.0946280777,0.1086956667,0.2303635686,-0.024390243902439,-0.024390243902439,0.7777777777777777,0.6666666666666667,0.6666666666666667,0.6000000000000001,0.509433962264151,0.6666666666666667,0.8181818181818181,1.1052631578947367,1.2222222222222223,1.2222222222222223,1.1621621621621625,1.2222222222222223,1.5,1.2222222222222223,1.2222222222222223,1.2222222222222223,0.9047619047619048,0.6000000000000001,0.4814814814814814,0.8181818181818181,0.8181818181818181,1.6666666666666663,1.3529411764705883,1.2222222222222223,1.3529411764705883,1.8571428571428568,1.3529411764705883,1.1052631578947367,0.9047619047619048,1.5,1.2222222222222223,2.076923076923077,0.9047619047619048,1.0,0.6666666666666667,0.7391304347826086,0.8181818181818181,0.6666666666666667,0.6666666666666667,0.9047619047619048,0.7391304347826086,1.3529411764705883,1.6666666666666663,1.8571428571428568,1.5,1.6666666666666663
50032,0.2049643533,0.0501105145,66.419372268,0.0134491634,0.2811060586,1.664593868,0.1923839388,0.118592206,1.014387693,0.9149770647,0.2237241875,-0.078466551,-0.720776258,0.0862289836,0.0784665509,20.0,0.0133429095,0.0563380282,0.1091053027,0.0290254975,0.0945306443,0.0006849473,0.5265562872,0.0,1.1334956801,-0.087556909,0.2530265781,180.64579031,98.553431214,0.3098657362,0.0,0.0,1.0,0.0,0.0,2.1122809393,5.0,0.0014030611,-3.812398927,-0.953052622,-1.388599175,5423.0472542,0.0554418722,15.777384603,0.0052984986,0.0278424616,0.0625062539,0.025519618,0.0190560912,0.0081414402,2.0,0.0003333333,-0.109913007,1.81855e-05,6.0,14.133406133,0.4128365612,0.0,0.03125,0.0176676916,0.0240784452,0.8053250921,2.5812365917,6.500596e-10,2.8890848e-08,0.597705072,0.3572513531,0.6434840253,0.0286139206,-0.056570425,0.0773566756,0.0300429184549355,0.0389610389610388,0.1111111111111111,0.0909090909090908,0.0666666666666666,0.0480349344978165,0.0480349344978165,0.0389610389610388,0.1214953271028036,0.1214953271028036,0.2060301507537687,0.1483253588516746,-0.4044665012406948,-0.4545454545454546,-0.41320293398533,-0.4444444444444444,-0.4545454545454546,-0.4570135746606335,-0.4690265486725663,-0.4188861985472155,-0.3861892583120204,-0.4059405940594059,-0.3830334190231362,-0.3460490463215259,-0.3220338983050848,-0.3063583815028902,-0.3023255813953488,-0.281437125748503,-0.2332268370607029,-0.2771084337349397,-0.3103448275862068,-0.3023255813953488,-0.25,-0.2356687898089171,-0.1111111111111111,-0.1864406779661016,-0.2079207920792078,-0.3002915451895044,-0.2207792207792207,-0.2682926829268293,-0.2961876832844574,-0.3733681462140992,-0.3617021276595744,-0.2207792207792207,-0.2258064516129032,-0.1780821917808219,-0.0697674418604651,-0.0204081632653061
69171,0.0017731344,-0.105427614,120.12302236,0.0080529852,0.8561283765,2.1689866135,-0.076027929,-0.154156688,1.5630516593,0.1101051402,-0.155024063,-0.105126589,-0.993693062,-0.000664925,0.1051265893,11.0,-0.089928458,-0.455696203,-0.155505696,0.1604768803,0.3981092437,-0.841059603,0.3929854392,0.0,0.4838286713,-0.016022313,0.2606643357,1838.9120879,10.917813313,-0.022923089,0.0,0.0,1.0,0.0,0.0,8.0313168347,3.0,-0.685901157,-0.446748221,-0.901693021,0.0749865172,-1356.132067,0.0297952462,9.1339923929,0.0,0.004044653,0.0645994832,-0.096012244,0.0442231412,0.0154452819,0.0,0.0042120107,0.5836791148,0.1666666716,2.0,6.7621513051,0.1656581601,0.0,0.1666666716,0.074959171,0.0590092366,1.3974213768,0.9946776811,3.17987e-05,1.9090910076,1.3038567464,1.7000424152,1.8910894227,0.1430881497,0.3901098906,0.0182829288,-0.1875,-0.2777777777777778,-0.3157894736842105,-0.3809523809523809,-0.5,-0.5806451612903225,-0.3809523809523809,-0.5,-0.3157894736842105,-0.1875,-0.1875,-0.2352941176470588,-0.2352941176470588,-0.409090909090909,-0.35,-0.4347826086956522,-0.409090909090909,-0.409090909090909,-0.48,-0.3157894736842105,-0.3157894736842105,-0.35,-0.2352941176470588,0.0833333333333332,0.0,-0.1875,-0.35,-0.2777777777777778,-0.409090909090909,-0.4583333333333333,-0.5,-0.6578947368421053,-0.1333333333333333,-0.2777777777777778,0.0,0.0,-0.0714285714285714,-0.2777777777777778,-0.35,-0.2777777777777778,-0.1875,-0.1875,-0.1875,-0.1875,-0.0714285714285714,-0.1875,-0.35,-0.2777777777777778
68814,0.3705277147,-0.266956088,8.4135384274,0.0036679772,0.6236004208,0.6522443103,-0.04186474,2.7408519244,0.5438286039,0.7364423077,2.3446588101,-0.353358351,-0.8797252,-0.03210809,0.3533583507,15.0,0.2191043065,0.0,1.2928242183,-1.078971771,0.1175439639,5.6805807623,0.407427536,0.0,2.0515468353,0.0312729833,1.0631212082,16.352287872,4.0014131971,-0.572553566,0.0,0.0,1.0,1.0,0.0,2.4781434599,4.0,-0.923511175,-0.254436743,0.0150005683,-0.092904171,-550.911076,0.0352761369,11.433667137,0.0037232805,0.0020980258,0.00520975,0.3377925148,0.0168427805,-0.463615212,0.0,0.0098246907,2.4276475344,0.1936508007,2.0,10.236543245,0.4396540021,0.0,0.1219512224,0.0393153345,0.0579068167,1.0042206328,1.9597232858,1.7714644e-07,3.5643647e-08,1.4868058877,2.2105917476,-0.082784694,0.0668492182,-0.187168643,0.0499362643,-0.2622950819672131,-0.2741935483870967,-0.25,0.0975609756097561,0.0975609756097561,-0.0999999999999999,-0.2372881355932203,-0.1964285714285714,-0.2241379310344827,-0.3478260869565217,-0.3478260869565217,-0.3835616438356164,-0.4230769230769231,-0.4578313253012048,-0.3661971830985915,-0.4444444444444444,-0.4943820224719101,-0.5161290322580645,-0.5161290322580645,-0.4886363636363636,-0.4078947368421053,-0.25,-0.1818181818181817,-0.1666666666666666,-0.2372881355932203,-0.296875,-0.3283582089552238,-0.0625,-0.1964285714285714,-0.296875,-0.4705882352941176,-0.5588235294117647,-0.4,-0.1176470588235294,-0.1176470588235294,0.0,0.40625,0.40625,0.2857142857142858,0.3235294117647058,0.1842105263157893,0.2857142857142858,0.6666666666666667,1.25,1.8125,1.6470588235294117,1.25,2.2142857142857144
47730,0.6542738214,0.0798246583,-11.42603149,0.0269327313,0.8879644686,4.6552526193,0.0998172921,0.1168419482,0.4992802267,0.0308726361,0.1134066195,-0.023561953,-0.440833278,0.1150140242,0.0235619527,20.0,0.0039886542,0.1351351351,0.1439535401,-0.046304176,0.4692466825,0.1283533597,0.4279671586,0.0,1.9082164046,0.0324507776,1.7327477664,120.06419653,6.28344035,0.1527923045,0.0,0.0,0.0,0.0,0.0,1.1835953098,6.0,-0.381681754,0.4942825755,1.0679148309,0.0920821796,-322.0387116,0.0991112115,12.244214652,0.0055120459,0.0171361725,0.0386949382,0.1458514227,0.0246034661,-0.003750041,3.0,0.0033626446,2.7770897833,0.0682199951,4.0,10.985938701,0.2320601852,0.0,0.0164835174,0.0094085593,0.0099115922,1.227329274,1.7936435231,1.5549047e-07,1.0420089e-07,0.0253870452,0.0006445021,0.7821343153,0.0348819833,0.0667551746,0.1873885272,0.0,-0.081967213114754,-0.0232558139534884,0.0370370370370369,0.0434782608695651,0.1666666666666667,0.1506849315068492,0.1748251748251748,0.1428571428571428,0.1748251748251748,0.2444444444444444,0.2824427480916029,0.3333333333333332,0.3770491803278688,0.2352941176470588,0.2173913043478261,0.0909090909090908,-0.0059171597633136,0.024390243902439,0.0370370370370369,0.1914893617021276,0.05,0.1125827814569535,0.1748251748251748,0.1999999999999999,0.1506849315068492,0.3125,-0.4246575342465754,-0.4305084745762711,-0.3978494623655914,-0.4399999999999999,-0.4700315457413249,-0.4418604651162791,-0.4105263157894737,-0.3868613138686131,-0.3800738007380073,-0.3513513513513513,-0.3731343283582089,-0.3660377358490566,-0.3057851239669421,-0.3,-0.3198380566801619,-0.308641975308642,-0.3359683794466402,-0.3057851239669421,-0.1884057971014492,-0.2398190045248869,-0.2631578947368421
13232,1.0878598635,-0.15289401,-5.725645593,0.0,3.3378325345,4.7370518541,0.0553677735,-0.148141821,0.3135557833,0.026871055,-0.160189056,-0.1506042,-4.738471461,0.5715898929,0.1506042002,10.0,0.119886847,0.0039525692,-0.100090855,-0.031532357,0.1603159448,-0.108921288,0.5452489361,0.0,1.3324383586,1.64183027,0.3658656643,22.547993429,33.546438547,0.0827191876,0.0,0.0,1.0,0.0,0.0,1.1311740237,4.0,0.0152874145,0.598429658,-0.12804959,0.4392961527,-494.4621662,0.3651068841,10.231288372,0.0001702112,0.0206430885,0.0918894115,-0.006370412,0.0586168489,-0.252073701,0.0,0.0248933204,-0.332398317,-0.01923077,2.0,8.5303561779,0.2739140616,0.0,0.0704225376,0.0264860173,0.0192685088,1.2930596387,2.5325666992,9.7693318e-07,2.8636364237,1.1736673634,1.3774950799,-3.675526644,0.0686569152,0.761328256,0.0988949787,-0.1176470588235294,-0.1818181818181817,0.125,0.0714285714285714,-0.2372881355932203,-0.2105263157894736,-0.2741935483870967,-0.3835616438356164,-0.4375,-0.4078947368421053,-0.4767441860465116,-0.4375,-0.4375,-0.4512195121951219,-0.4078947368421053,-0.5408163265306123,-0.5408163265306123,-0.4512195121951219,-0.4886363636363636,-0.4078947368421053,-0.4375,-0.5,-0.5212765957446808,-0.4886363636363636,-0.4886363636363636,-0.3571428571428571,-0.3181818181818182,-0.25,-0.3918918918918919,-0.5,-0.5408163265306123,-0.5673076923076923,-0.4642857142857143,-0.4767441860465116,-0.4230769230769231,-0.4512195121951219,-0.4642857142857143,-0.5673076923076923,-0.5754716981132075,-0.5833333333333333,-0.5408163265306123,-0.5673076923076923,-0.5212765957446808,-0.4230769230769231,-0.375,-0.0217391304347825,-0.1666666666666666,-0.0217391304347825
13777,0.672094113,-0.052543742,0.1902997001,0.0570101191,0.2661721749,0.7514839739,-0.207023789,-0.105663676,0.3005853733,-0.002506041,-0.004058611,-0.147218287,-2.784153005,0.0937460745,0.1472182871,12.0,0.0,-0.038331454,-0.118134851,-0.107607801,0.1418354503,-0.140394365,0.583407188,0.0,2.7808487737,-0.187366164,2.7808487737,2.3165166937,3.6204418828,-0.12287312,0.0,0.0,0.0,0.0,1.0,0.4033315992,2.0,-0.214136559,0.3197382611,0.1975950737,0.0510627836,-350.106253,0.1088391198,11.120092114,-0.00030041,-0.025758183,-0.036308395,-0.021148848,0.3193151722,0.019528001,2.0,-0.017297297,2.5288421535,-0.231439389,4.0,11.063853237,1.1167231055,0.0,0.0357142873,0.0285377058,0.0536276806,0.6077954917,1.9610251348,1.2962259e-07,2.6307027e-08,1.4674026484,2.1532705326,-0.083159995,0.0678758308,0.2767024523,0.1873885272,0.0277777777777776,0.0277777777777776,-0.0263157894736841,-0.0749999999999999,-0.097560975609756,-0.1777777777777778,-0.1395348837209302,-0.2127659574468084,-0.2291666666666666,-0.2291666666666666,-0.2448979591836735,-0.3620689655172413,-0.3272727272727272,-0.4126984126984127,-0.3018867924528302,-0.4032258064516129,-0.4307692307692308,-0.26,-0.3272727272727272,-0.3272727272727272,-0.4477611940298507,-0.4861111111111111,-0.4861111111111111,-0.4393939393939394,-0.5194805194805194,-0.4931506849315068,-0.6696428571428572,-0.6224489795918368,-0.6336633663366337,-0.7218045112781954,-0.7196969696969697,-0.7430555555555556,-0.7318840579710144,-0.6890756302521008,-0.6336633663366337,-0.7318840579710144,-0.6782608695652175,-0.6224489795918368,-0.6372549019607843,-0.6574074074074074,-0.6224489795918368,-0.6105263157894737,-0.6372549019607843,-0.6442307692307692,-0.7238805970149254,-0.6942148760330579,-0.6021505376344086,-0.5375
