firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
65832,0.3310972468,0.0204403661,46.333722392,0.0059431169,0.3373442629,0.5306762835,0.0793789515,0.0359334504,0.3843686425,0.2617859449,-0.233739339,-0.034185016,-1.098530835,0.0428947385,0.0341850158,9.0,0.0299991513,0.1176470588,0.0157362153,0.1988618038,0.0923994705,0.0928616972,0.0869799069,0.6150465765,0.413248698,0.0,1.7758829581,0.1767979587,0.9458795291,0.021632225,52.991919555,4.0495643225,0.0977052562,0.0,0.0,1.0,0.0,0.0,1.1190200516,7.0,-3.305955133,-0.061642876,-0.043939885,-2.182948316,0.2915128692,0.028946613,-943.9042291,0.0292355627,12.178251707,0.0156926678,0.005935333,0.0139641114,0.032065858,0.0149815454,0.0651931753,1.0,-0.000571981,-0.208636731,-0.021362852,5.0,12.789941925,1.2358646617,0.0,0.0346534662,0.0837336519,0.0256650838,1.2945719513,29.91590717,4.3296616e-08,1.1445468e-08,0.9643027626,0.9298798179,0.2550978596,0.0518341646,-0.737725568,0.0509848768,0.1761363636363635,-0.0504587155963303,0.0894736842105263,0.2034883720930231,0.3184713375796177,0.389261744966443,0.1010638297872339,0.125,0.125,0.1828571428571428,0.1189189189189188,0.0561224489795917,0.3269230769230768,0.2395209580838322,0.4680851063829787,0.5681818181818181,0.4892086330935252,0.7250000000000001,0.544776119402985,0.5,0.0,0.106951871657754,0.0507614213197968,0.0197044334975369,0.1761363636363635,0.4475524475524475,0.4178082191780821,0.3101265822784811,0.2034883720930231,0.125,0.1129032258064515,0.2321428571428572,0.1761363636363635,0.2777777777777777,0.5,0.4178082191780821,0.5923076923076922,0.6171875,0.5801526717557253,0.6559999999999999,0.4892086330935252,0.5333333333333334,0.5801526717557253,0.7107438016528926,0.8990825688073394,0.9903846153846154,0.8648648648648649,0.8648648648648649
66413,0.6408671227,-0.05320736,-1.913668088,0.009407717,4.4188987595,5.4629940731,-0.005796991,-0.139951271,0.2142613171,0.0,-0.149989013,-0.054844226,-5.657994443,0.247839585,0.0548442265,9.0,0.0,-0.129419272,-0.093626386,0.2959271362,0.0044640918,0.1056517489,0.0018489844,-0.089007336,0.4585610764,0.0,0.8339979439,-0.492333798,0.8339979439,-0.492333798,11.038888738,52.066734981,0.0611225077,0.0,0.0,1.0,0.0,0.0,1.2211332722,4.0,0.4550637553,-0.4611795,0.0171058417,-1.710247763,0.0464796944,-0.090714126,-266.1549353,0.3336057304,10.723047095,6.45629e-05,0.0085204208,0.1857551244,0.1737193435,0.1328710249,0.0505462535,1.0,0.0641514537,4.1862556198,0.2521029226,5.0,9.3126261655,0.223030036,0.0,0.038961038,0.0172533167,0.0209238786,1.1240013919,2.2597120066,9.6398071e-07,8.215682e-08,1.7207901972,2.9611189029,-0.060780531,0.0629800185,0.5976296466,0.176436118,0.0204081632653061,0.1627906976744186,0.3513513513513513,0.1111111111111111,-0.074074074074074,0.0,0.1363636363636364,0.1627906976744186,0.3513513513513513,0.3888888888888888,0.3513513513513513,0.4705882352941177,0.2820512820512821,0.4285714285714286,0.2195121951219512,0.1363636363636364,0.1111111111111111,0.0416666666666667,-0.0384615384615384,0.0416666666666667,0.1111111111111111,0.2195121951219512,0.7857142857142858,0.9230769230769232,0.7857142857142858,0.4705882352941177,0.6666666666666667,0.3157894736842106,-0.0566037735849056,-0.2647058823529411,-0.3333333333333333,-0.2857142857142857,-0.1666666666666666,-0.1935483870967742,-0.1935483870967742,-0.2753623188405797,-0.3421052631578947,-0.3589743589743589,-0.3421052631578947,-0.180327868852459,-0.0909090909090909,-0.0196078431372549,0.0416666666666667,0.1363636363636364,0.1111111111111111,0.0869565217391303,0.5625,0.5151515151515151
21020,0.6580214166,-0.093329404,-6.734848485,0.0,3.0173887415,2.8285686217,-0.01025325,0.1541214215,0.0589215202,0.1088235294,0.2370710488,-0.0754998,-2.774736842,0.1656351312,0.0754997995,18.0,0.0037234347,0.0261129842,0.1170947466,-0.062232775,0.0390795875,0.0742761861,0.175715696,-0.117290459,0.4794499091,0.0,0.6076271186,0.0268595141,0.4625,0.0032822507,16.778554779,15.201689546,0.036368874,0.0,0.0,0.0,1.0,0.0,0.0801265156,4.0,-0.009384848,-0.534356454,4.8347868523,-1.497861564,1.9074585124,-1.842740064,4118.4535416,0.0979277092,15.414189702,-0.002566634,-0.010873111,-0.04950495,0.0339326063,0.0458676361,-0.06689907,0.0,-0.011703704,-0.026904395,-0.031225787,4.0,16.116349903,2.0661246397,0.0,0.0389344245,0.0195293994,0.025695475,0.5120683389,5.3265674403,3.055001e-10,1.0479807e-08,0.9432958439,0.889807049,0.1986559434,0.0380741206,0.0869415194,0.4202186274,0.0465116279069768,0.0756972111553784,0.1816192560175054,0.2162162162162162,0.0207939508506616,0.0444874274661508,0.0671936758893281,0.0169491525423728,-0.0847457627118644,-0.11620294599018,-0.0459363957597173,-0.0425531914893616,0.1464968152866241,0.062992125984252,0.1764705882352941,0.1416490486257928,0.0714285714285714,0.1111111111111111,0.0227272727272727,0.108829568788501,0.1612903225806452,0.1226611226611227,0.2328767123287671,0.3953488372093023,0.4285714285714286,0.4555256064690027,0.5976331360946745,0.5041782729805013,0.2162162162162162,0.0526315789473683,0.0567514677103717,0.0821643286573146,0.0465116279069768,0.1180124223602483,0.2616822429906542,0.1637931034482758,0.0714285714285714,-0.0542907180385289,-0.2196531791907514,-0.2329545454545454,-0.0181818181818181,0.1042944785276074,0.0953346855983772,0.0567514677103717,0.134453781512605,0.1713665943600868,0.1297071129707112,0.2587412587412587
10429,0.5564924789,-0.200751852,-2.700960603,0.0,0.8644090075,1.8188467747,0.0756149398,-0.121239474,0.7213835873,0.0989028132,-0.032753013,-0.257724979,-1.949987429,0.1907117357,0.2577249787,11.0,-0.000786448,0.0653594771,0.2572913911,0.1874903357,-0.058956783,0.5565185575,0.0438243488,-0.230580449,0.4868559651,0.0,1.1817565034,-0.109931182,1.1693894434,-0.107835037,15.586778647,2.755837667,-0.111929068,0.0,0.0,1.0,0.0,0.0,1.5850377719,4.0,-8.45150018,-0.00779723,0.4328829061,0.5394403353,-0.375354197,0.1131312889,-200.6440058,0.1271810515,12.426100849,0.0314514784,0.0125675863,0.0290589112,0.0125640123,0.0551801952,-0.019084879,1.0,0.0004278075,-0.036809273,0.0224833912,4.0,12.944194984,1.7925121089,0.0,0.0722891539,0.0325330581,0.0511827797,0.8745986872,8.0994216791,1.7793092e-08,1.019051e-08,2.1812464339,4.7578360054,-0.170318413,0.0820473855,-1.069448161,0.2320333672,0.3076923076923077,0.4496124031007751,0.654867256637168,0.7,0.5454545454545454,1.077777777777778,0.8333333333333333,0.5714285714285714,0.5847457627118644,0.3262411347517731,0.289655172413793,0.6696428571428572,0.9893617021276596,0.8333333333333333,0.9684210526315788,1.3670886075949369,1.3375,1.921875,1.9682539682539684,1.9682539682539684,2.0161290322580645,3.155555555555556,2.5283018867924527,1.7910447761194028,1.460526315789474,1.6714285714285713,1.460526315789474,1.9682539682539684,1.5972222222222223,1.5972222222222223,1.8333333333333333,1.6714285714285713,1.710144927536232,2.065573770491804,1.460526315789474,1.2530120481927711,0.6403508771929824,0.8700000000000001,0.496,0.5454545454545454,0.7155963302752293,0.5583333333333333,0.375,0.5982905982905984,0.654867256637168,0.7809523809523808,0.7476635514018692,0.8333333333333333
85041,0.8581355176,0.1618250915,-1.100605878,0.0,0.513430403,2.2301715305,0.2098825209,0.1960773004,0.628416809,0.0184927881,0.0692530588,0.0681228917,0.530056639,0.0760486274,0.0681228917,8.0,0.1019976661,0.2027027027,0.3712571371,-0.035239297,-0.196286217,0.1848809319,0.1334999207,0.2874412572,0.6612768161,0.0,2.8266862074,-0.055817801,1.8249626751,-0.126835367,6.7096336306,6.1764659701,0.3818075913,0.0,0.0,1.0,0.0,0.0,1.0724831834,4.0,-0.09482125,0.1861021285,0.3090663115,7.6753119396,-0.145100207,-0.020037265,-23.9123649,0.0349184496,13.084827125,-0.002919864,0.0260929475,0.0389134861,0.1628959963,0.1597463779,-0.001467828,1.0,-0.000952381,0.4960108309,-0.030006796,4.0,13.819120285,2.8567191277,0.0,0.0877192989,0.0368758391,0.0500196825,0.6499431605,11.373085663,4.163619e-09,5.7681471e-09,1.701457579,2.8949578933,0.136214621,0.0742424442,-0.479698884,0.2263124813,0.0370370370370369,0.1506849315068492,0.423728813559322,0.7142857142857142,0.5135135135135136,0.5272727272727273,0.1506849315068492,0.2537313432835821,0.1830985915492957,0.0,0.024390243902439,0.2537313432835821,0.3125,-0.0289017341040462,-0.3,-0.288135593220339,-0.1884057971014492,0.0370370370370369,-0.1063829787234043,-0.0666666666666666,-0.2293577981651375,-0.1428571428571429,-0.5531914893617021,-0.436241610738255,-0.2258064516129032,0.0120481927710842,0.2537313432835821,0.1586206896551725,0.024390243902439,-0.1204188481675392,-0.16,0.0,0.2537313432835821,0.3228346456692914,0.6633663366336633,1.0240963855421683,1.0,1.1265822784810124,1.5454545454545454,1.5846153846153848,1.5074626865671643,1.4,1.5846153846153848,1.5454545454545454,2.111111111111111,1.896551724137931,1.7096774193548383,1.6666666666666663
62500,1.7652453003,0.0511409727,-16.58873144,0.0,2.7957535358,4.4522978168,0.0419614733,-0.214874628,0.2475502398,0.0297450425,-0.324228474,-0.063871468,-6.475862069,0.3823228583,0.063871468,16.0,-0.046362931,0.0,0.0059927959,-0.032805126,0.1693891586,0.2089460784,-0.032797037,0.0556844548,0.4389842713,0.0,2.8166898229,-0.067448666,1.586488364,-0.087782491,42.58974359,3.9955687789,0.077204835,0.0,0.0,0.0,0.0,1.0,0.7098502426,7.0,-0.370731041,-0.115269325,1.2482649934,4.0923363215,0.3490213255,0.367947579,-376.148276,0.0705656844,9.9901238592,0.0004559825,0.0044969537,0.0110855054,-0.207244383,0.0374599732,0.002447053,1.0,0.0025790922,-0.06693712,0.0803571492,3.0,8.0763599395,0.3077716644,0.0,0.1578947306,0.0513315677,0.0507126352,1.4734974022,3.2730137739,2.2039389e-06,3.6379103e-08,1.3511020654,1.8254767913,-0.547698008,0.1021464646,0.2222222294,0.090343385,0.0666666666666666,-0.0588235294117647,0.3333333333333332,0.2307692307692308,0.2307692307692308,0.2307692307692308,0.1428571428571428,0.0666666666666666,0.0,0.0666666666666666,-0.1578947368421053,0.3333333333333332,1.0,0.3333333333333332,0.4545454545454546,0.6000000000000001,0.3333333333333332,0.3333333333333332,0.2307692307692308,-0.1578947368421053,-0.1111111111111111,0.3333333333333332,0.0666666666666666,0.3333333333333332,0.3333333333333332,0.2307692307692308,-0.3333333333333333,-0.3043478260869565,-0.4074074074074074,-0.4482758620689655,-0.4482758620689655,-0.3333333333333333,-0.4285714285714286,-0.4074074074074074,-0.4074074074074074,-0.3846153846153846,-0.4666666666666667,-0.4838709677419355,-0.4838709677419355,-0.5294117647058824,-0.5294117647058824,-0.5,-0.5428571428571429,-0.5555555555555556,-0.5897435897435898,-0.6097560975609756,-0.6190476190476191,-0.6862745098039216
27991,0.8343394987,0.1029840352,-21.67828913,0.0182732865,2.5791601929,0.9514125239,0.0812671697,-0.004069756,0.1184002219,0.0017469256,-0.038026782,-0.033911082,-1.199549461,0.2265184792,0.0339110821,18.0,-0.000787386,0.0139546793,0.1458668746,-0.081222466,3.0706615143,0.0486485136,0.0127272607,0.1179438389,0.422859415,0.0,0.6729896311,-0.121997992,0.468955588,-0.150158238,19.216591224,8.0863268725,0.0862714983,0.0,0.0,0.0,0.0,0.0,0.3641121713,8.0,0.2612776391,0.0014457632,-185.1758934,-0.140830753,-0.530653401,-37.05889992,474.78480227,0.0125274403,14.574288632,0.0388497137,0.0040951814,0.0143543255,0.0552444267,0.0140222277,0.0240497137,0.0,0.0009815951,7.122938877,0.0186728397,1.0,13.531600529,0.3710450843,0.0,0.0106382975,0.0046021325,0.0130120425,0.6206945725,1.073945342,1.1144265e-09,5.1915087e-08,0.5735418545,0.3289502589,0.508057166,0.0343558722,0.1714150054,0.2185911164,0.0382165605095541,0.01875,0.0516129032258063,0.0448717948717949,0.0448717948717949,0.1241379310344827,0.1398601398601398,0.147887323943662,0.1560283687943262,0.1319444444444444,0.1241379310344827,0.1726618705035971,0.2734375,0.5377358490566038,0.5523809523809524,0.7340425531914894,0.9176470588235296,1.0632911392405062,0.9404761904761904,0.8953488372093024,0.8953488372093024,0.7340425531914894,0.9404761904761904,1.0375,0.8314606741573034,0.8111111111111111,1.08974358974359,0.2635658914728682,0.1241379310344827,0.2442748091603053,0.2734375,0.6804123711340206,0.4424778761061947,0.6804123711340206,0.8735632183908046,0.8314606741573034,2.880952380952381,1.2027027027027026,0.6632653061224489,0.5980392156862746,0.7526881720430108,0.7157894736842105,0.5825242718446602,0.5377358490566038,0.4298245614035088,0.3583333333333334,0.3252032520325203,0.2936507936507937
10517,0.8025102085,0.0524736729,-436.5600578,0.0073071137,0.9348807221,2.4852611219,0.0863394148,0.0035055314,1.053834237,0.0007097232,-0.040599195,-0.216219163,-7.146461337,0.4274747475,0.2162191634,10.0,-0.001060724,-0.034482759,0.0096530625,-0.016141876,0.0858593411,0.2578972765,0.0401497547,0.0602880378,0.5276413197,0.0,0.2376023504,-0.770173577,0.1363473095,-0.765787778,1624.1460674,22.860825557,0.4688656563,0.0,0.0,1.0,0.0,0.0,2.3542319749,7.0,0.1814903454,-0.019702374,0.2298387466,-1.212105289,2.5120967504,0.7504158132,-944.0251929,0.1855586529,10.757969368,0.0067532782,0.0155408759,0.0330491271,0.060230724,0.0008078619,0.0522774216,1.0,0.0093239511,1.4953369868,-0.03833333,6.0,8.5026885052,0.087495069,0.0,0.1190476194,0.0562455013,0.052083617,1.7736059454,1.4018526651,1.0692e-05,8.0000001674,0.6057855797,0.3669761686,8.3489120114,0.0532768851,-0.581944745,0.3378238789,0.0410958904109588,-0.40625,-0.3870967741935484,-0.3821138211382113,-0.3870967741935484,-0.2692307692307693,-0.2830188679245283,-0.2761904761904762,-0.3090909090909091,-0.2692307692307693,-0.3448275862068966,-0.1739130434782608,0.0270270270270269,-0.05,-0.0952380952380952,-0.1363636363636363,-0.0617283950617284,-0.073170731707317,0.1692307692307693,0.1875,0.0,-0.0256410256410256,0.0133333333333334,0.0704225352112675,0.0857142857142856,0.0704225352112675,0.1343283582089551,0.2258064516129032,0.0,-0.0379746835443037,-0.0379746835443037,-0.073170731707317,-0.1914893617021277,0.0133333333333334,0.0,-0.0952380952380952,-0.0952380952380952,-0.1555555555555555,-0.24,-0.2897196261682243,-0.2621359223300971,-0.2244897959183673,-0.1914893617021277,-0.1555555555555555,-0.0952380952380952,-0.05,-0.073170731707317,-0.0617283950617284
20482,0.1318224265,0.0487912235,71.903622321,0.0199808786,0.141507531,0.3091902902,0.2614515299,0.1096628025,0.7632642641,0.9659553455,0.1773481389,-0.022701774,-0.120891936,0.054689689,0.0227017735,18.0,0.007338763,0.0530485403,0.1418325484,0.0605896189,0.0182371177,0.1380281218,0.121552145,0.0451622189,0.4723244457,0.0,1.1614478736,-0.104393699,0.8510056395,-0.085998026,30.412902776,6.309817775,0.5016161907,0.0,0.0,0.0,0.0,0.0,1.4740802882,7.0,-0.484783544,-0.062220784,-0.38515788,4.7451766532,0.1596209394,0.0403144098,12852.366208,0.0705656844,16.569204407,0.0006426585,0.0507121263,0.1043585581,0.0082782966,0.0371946833,0.0061806752,1.0,0.0,0.9414752521,0.0005310578,8.0,15.603425982,0.2920401545,0.0,0.0252525248,0.0151500511,0.0213429557,0.3083721506,0.4278886105,4.466788e-10,6.7982676e-08,0.5591239779,0.3126196227,0.5313055577,0.0336858881,0.0058582107,0.090343385,-0.0121951219512195,0.0474137931034481,0.0752212389380531,-0.0040983606557376,0.0,0.0210084033613444,-0.5440900562851783,-0.5397727272727273,-0.5020491803278688,-0.5225933202357564,-0.5244618395303327,-0.558983666061706,-0.472885032537961,-0.4840764331210191,-0.4361948955916473,-0.4400921658986175,-0.4361948955916473,-0.4130434782608695,-0.4087591240875912,-0.4,-0.3671875,-0.3450134770889488,-0.3017241379310345,-0.3249999999999999,-0.3037249283667621,-0.2591463414634146,-0.2236421725239616,-0.2406249999999999,-0.3017241379310345,-0.2591463414634146,-0.5943238731218699,-0.5449438202247191,-0.5380228136882129,-0.5263157894736843,-0.5326923076923077,-0.5533088235294117,-0.5613718411552346,-0.5344827586206897,-0.5235294117647059,-0.5197628458498024,-0.5380228136882129,-0.4762931034482759,-0.4873417721518988,-0.4502262443438913,-0.4452054794520548,-0.4058679706601467,-0.3801020408163265,-0.3688311688311688
10656,0.7584863353,0.0877199698,-0.358155524,0.0178727571,0.3672433149,2.1915646428,0.1175969693,0.0691332072,0.3102095158,0.0862569243,0.0469475568,0.0913419532,1.1487223169,-0.013045917,0.0913419532,18.0,0.0976544774,0.0,0.1044636738,0.0060484071,0.0540122774,0.1067767275,0.1133487492,0.0837888623,0.7000511221,0.0,3.2416107383,-0.030084569,1.9371396162,-0.154784241,8.2450104009,6.3538841471,0.2777222777,0.0,0.0,0.0,0.0,0.0,0.4635505637,5.0,0.1656358591,-0.229254789,0.0801899384,-1.67039905,-1.337578929,-0.071970096,-284.8755205,0.0719828384,11.160839973,-0.038339074,-0.045332763,-0.060524764,0.0620216361,0.1947318909,-0.149060234,0.0,-0.063908226,0.3903833295,0.0034122579,2.0,9.3369509962,0.1273475347,0.0,0.0181818176,0.0120690159,0.0161267354,1.0776994268,0.8095520534,4.9411089e-07,1.4461834e-07,0.2668357448,0.0712013147,1.5158737199,0.0393660171,-0.102751788,0.2666293259,-0.1374999999999999,-0.0142857142857142,0.078125,0.104,0.0615384615384615,0.0615384615384615,0.0615384615384615,0.0615384615384615,0.1694915254237288,0.2321428571428572,0.3142857142857143,0.4526315789473685,0.3018867924528301,0.3529411764705883,0.3799999999999999,0.3269230769230768,0.3799999999999999,0.4375,0.3799999999999999,0.4081632653061224,0.5681818181818181,0.5333333333333334,0.550561797752809,0.6626506024096386,0.6428571428571428,0.6046511627906976,0.6046511627906976,0.5,0.4375,0.3269230769230768,0.2105263157894736,0.1896551724137931,0.2321428571428572,0.1694915254237288,0.2105263157894736,0.1694915254237288,0.1499999999999999,0.2432432432432432,0.1794871794871795,0.1499999999999999,0.1694915254237288,0.1499999999999999,0.1311475409836064,0.1311475409836064,0.1129032258064515,0.140495867768595,0.1499999999999999,0.1129032258064515
