firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45
65832.0,0.0007386491,0.0075245766,0.0232808616,0.0034286518,0.0121022215,-0.012692992,0.0,0.0017204301,-0.737303498,0.0206410261,-0.0926829268292682,-0.1388888888888888,-0.1100478468899521,0.0689655172413792,-0.03125,-0.0053475935828877,0.1071428571428572,0.2567567567567568,0.24,0.2567567567567568,-0.0261780104712041,0.0163934426229508,0.1411042944785276,0.1923076923076923,0.1481481481481481,0.3478260869565217,0.3006993006993006,0.3676470588235294,0.5,0.7064220183486238,0.6909090909090909,0.6460176991150441,0.5897435897435896,0.453125,0.5245901639344261,0.5245901639344261,0.6607142857142858,0.6909090909090909,0.4645669291338583,0.3191489361702126,0.273972602739726,0.5897435897435896,-0.1428571428571429,-0.1545454545454545,0.1071428571428572,-0.0261780104712041,0.1005917159763314,-0.0926829268292682,-0.1014492753623188,0.0568181818181818,-0.146788990825688,-0.0210526315789473,0.0813953488372092,0.1847133757961783,0.2483221476510066
65453.0,0.0001378657,0.0068205136,0.0163970511,-0.057935626,0.0588258716,-0.033444065,0.0,-0.007835052,-0.167994688,0.005288736,0.005181347150259,0.0319148936170212,0.1213872832369942,0.0543478260869565,0.1022727272727272,0.005181347150259,0.005181347150259,0.0157068062827225,0.0777777777777777,0.127906976744186,0.2049689440993789,0.3020134228187918,0.2933333333333332,0.3287671232876712,0.2679738562091502,0.2516129032258065,0.1479289940828403,0.2679738562091502,0.2763157894736843,0.2597402597402598,0.3857142857142857,0.2679738562091502,0.2278481012658229,0.2435897435897436,0.2049689440993789,0.1411764705882352,0.2763157894736843,0.3379310344827586,0.4586466165413534,0.6166666666666667,0.883495145631068,0.9019607843137254,0.8476190476190477,0.883495145631068,0.7477477477477477,0.8301886792452831,0.9019607843137254,1.4871794871794872,1.8529411764705883,1.984615384615385,1.7714285714285714,1.8115942028985508,1.4871794871794872,1.6216216216216215,1.732394366197183
66413.0,0.0455804226,0.0151290265,0.0457092649,0.085204236,0.0223287235,0.1245155934,1.0,0.0111340206,2.2560349006,0.1859378889,0.1479289940828403,0.1686746987951808,0.0374331550802138,0.1149425287356322,0.3379310344827586,0.3661971830985915,0.4923076923076923,0.6440677966101696,0.6869565217391305,0.8301886792452831,1.2045454545454546,1.0638297872340423,1.086021505376344,1.086021505376344,1.3658536585365852,1.255813953488372,1.108695652173913,1.0208333333333337,1.0208333333333337,0.94,1.0,1.0208333333333337,1.4556962025316458,1.2823529411764705,1.2045454545454546,0.94,0.7962962962962963,0.94,0.7798165137614679,0.8653846153846154,1.0,1.4249999999999998,1.5526315789473686,1.9393939393939397,2.129032258064516,2.03125,2.2333333333333334,3.041666666666667,2.88,2.959183673469388,3.511627906976744,4.243243243243243,3.311111111111111,2.592592592592593,2.88
21020.0,0.0037114241,0.0080282266,0.0422043011,0.0490459261,0.042810944,-0.016823808,1.0,0.0052513966,-0.295611539,0.0016376842,0.0199430199430199,0.1776315789473683,0.2053872053872054,0.1699346405228758,0.3560606060606059,0.2409012131715771,0.2695035460992907,0.1933333333333333,0.1993299832495811,0.3161764705882353,0.3283858998144713,0.3822393822393821,0.4642126789366052,0.5946547884187083,0.6807511737089202,0.7635467980295567,0.6235827664399094,0.7378640776699028,0.4854771784232365,0.5633187772925765,0.5073684210526315,0.6199095022624435,0.4732510288065843,0.5701754385964912,0.4150197628458498,0.2473867595818815,0.335820895522388,0.3586337760910816,0.2762923351158646,0.3742802303262955,0.335820895522388,0.3664122137404579,0.4150197628458498,0.2650176678445231,0.3333333333333332,0.3769230769230769,0.5010482180293501,0.4206349206349207,0.3259259259259259,0.3875968992248062,0.4262948207171315,0.5667396061269148,0.6126126126126126,0.3534971644612477,0.3849129593810445
85041.0,0.0097754994,-0.113323433,-0.439754139,0.1621140912,0.1289503805,-0.005016642,0.0,-0.358791455,0.4486824309,-0.102536231,-0.282352728581475,-0.3948406349206349,-0.4393376470588235,-0.4777391780821918,-0.4630276056338028,-0.523437,-0.6403298113207547,-0.6900403252032521,-0.6925399999999999,-0.7423983783783784,-0.7315138028169015,-0.6998028346456693,-0.702148125,-0.6822913333333334,-0.6741449572649573,-0.6849170247933885,-0.6234563950617285,-0.6369043809523809,-0.7352427777777778,-0.679621512605042,-0.6655698245614035,-0.7286474021352314,-0.7352427777777778,-0.7757350588235294,-0.8487101587301588,-0.8424585123966942,-0.7905217582417583,-0.8054844897959184,-0.7689391515151516,-0.7276782857142857,-0.6874996721311475,-0.6874996721311475,-0.679621512605042,-0.715484776119403,-0.6534087272727274,-0.6534087272727274,-0.7217150364963504,-0.7388695890410959,-0.7730652380952381,-0.7646602469135803,-0.7388695890410959,-0.6769064406779661,-0.6109689795918367,-0.6565311711711712,-0.6534087272727274
62500.0,0.0014129132,-0.312910905,-0.457055342,-0.066762301,0.0096026695,0.2834682632,0.0,0.0012972973,0.0701616818,-0.045454547,-0.0749999999999999,0.2333333333333334,0.0882352941176469,0.0571428571428571,0.0277777777777776,-0.0749999999999999,-0.097560975609756,0.0277777777777776,-0.0263157894736841,0.0571428571428571,0.15625,0.15625,0.15625,0.1935483870967742,0.2333333333333334,0.1935483870967742,0.3214285714285714,0.15625,0.15625,0.2333333333333334,0.15625,0.0882352941176469,0.0277777777777776,0.0571428571428571,0.0277777777777776,0.0277777777777776,0.3214285714285714,0.4230769230769231,0.3214285714285714,0.2758620689655173,0.5416666666666667,0.8500000000000001,1.0555555555555554,1.176470588235294,1.176470588235294,1.6428571428571428,1.4666666666666668,1.4666666666666668,1.3125,1.4666666666666668,1.176470588235294,2.083333333333333,1.8461538461538465,1.8461538461538465,1.8461538461538465
10496.0,0.0552260934,-0.230097586,-0.429530201,-0.037931809,0.3267704966,0.1887299092,1.0,-0.020053122,0.5617971467,-0.052282173,0.6176470588235294,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.71875,0.9642857142857142,2.6666666666666665,2.055555555555556,2.4375,1.8571309833517573,1.5,1.1153846153846154,0.9642857142857142,1.2916666666666663,1.5,0.9642857142857142,2.6666666666666665,1.8947368421052635,1.2916666666666663,2.4375,1.2000000000000002,1.1153846153846154,0.896551724137931,0.9642857142857142,0.5277777777777777,0.2790697674418605,0.1,0.0185185185185186,-0.1666666666666666,-0.1129032258064516,-0.1129032258064516,-0.1338582677165354,-0.0178571428571429,-0.0833333333333333,-0.2361111111111111,-0.3209876543209876,-0.3604651162790697,-0.3125,-0.4021739130434782,-0.0517241379310344,0.0576923076923077,-0.0178571428571429,0.1458333333333332,-0.1911764705882352,-0.3604651162790697
27991.0,0.0010420253,0.005621797,0.0182988269,0.0059973881,0.0053460821,-0.041778517,1.0,0.0058874459,0.432991501,-0.027335181,0.0221238938053096,-0.0211864406779661,0.0043478260869564,0.0596330275229357,0.05,0.1,0.1608040201005025,0.1846153846153846,0.1785714285714286,0.2554347826086955,0.3430232558139534,0.3832335329341316,0.3430232558139534,0.3915662650602409,0.4713375796178343,0.4903225806451612,0.5503355704697988,0.6153846153846154,0.5608108108108107,0.6382978723404256,0.7633587786259541,0.6618705035971224,0.3999999999999999,0.4437500000000001,0.3508771929824561,0.2905027932960893,0.2905027932960893,0.3668639053254439,0.2554347826086955,0.1846153846153846,0.1666666666666667,0.1785714285714286,0.2486486486486485,0.3050847457627119,0.3050847457627119,0.3352601156069363,0.3430232558139534,0.4259259259259258,0.4171779141104295,0.4713375796178343,0.4437500000000001,0.4903225806451612,0.4807692307692308,0.4807692307692308,0.5931034482758621
20482.0,0.0030053392,0.0510071628,0.1091939292,0.0046189666,0.0141706096,-0.016804327,2.0,0.0001226994,0.3092871704,0.0064958595,-0.0239520958083832,-0.0411764705882352,-0.0210210210210209,0.0030769230769229,0.0251572327044025,-0.0439882697947213,0.0516129032258063,0.01875,0.0061728395061728,0.01875,0.034920634920635,0.1398601398601398,0.147887323943662,0.1519434628975264,0.2490421455938698,0.2784313725490195,0.314516129032258,0.298804780876494,0.3583333333333334,0.4488888888888889,0.4051724137931034,0.3640167364016735,0.4361233480176212,0.5305164319248827,0.4751131221719458,0.3813559322033899,0.3755274261603376,0.3931623931623931,0.4361233480176212,0.4885844748858448,0.5673076923076923,0.6299999999999999,0.5902439024390245,0.5023041474654377,0.4618834080717489,0.5825242718446602,0.5598086124401913,0.4818181818181819,0.3415637860082305,0.3252032520325203,0.4051724137931034,0.4424778761061947,0.3360655737704918,0.3415637860082305,0.3697478991596639
10656.0,-0.001962319,0.0263557334,0.0373308142,0.0695865215,0.1456715882,0.0001720238,2.0,-0.003632297,0.4694623474,-0.044117648,-0.0597014925373133,-0.0307692307692307,-0.015625,-0.0802919708029197,-0.015625,-0.0078740157480314,0.024390243902439,0.0956521739130433,0.0677966101694915,0.0956521739130433,0.0588235294117647,0.0327868852459016,0.0,0.0956521739130433,0.125,0.0677966101694915,0.0677966101694915,0.1351351351351351,0.0862068965517242,-0.015625,0.0327868852459016,-0.0078740157480314,0.0677966101694915,0.0327868852459016,0.0862068965517242,0.125,0.1666666666666667,0.2115384615384614,0.1666666666666667,0.2352941176470588,0.1454545454545455,0.125,0.1351351351351351,0.1454545454545455,0.1454545454545455,0.0862068965517242,0.125,0.0862068965517242,-0.0869565217391304,-0.2125,-0.0999999999999999,-0.015625,0.008,-0.0307692307692307,-0.0307692307692307
