firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
22569,0.8487595168,0.0966250048,0.2873502994,0.0,0.5955775423,0.6264317293,0.0846150691,0.1459343921,0.2617560414,0.0389563974,0.1295738864,15.0,0.0686295255,0.1111111111,0.1609369097,0.0414337471,0.1135423179,0.0902305864,0.1399871531,0.1564527329,0.467063931,1.0,18.169982548,2.4732862604,3.8851657941,3.0733265917,25.761676647,4.8827601861,0.2710273102,0.0,0.0,1.0,1.0,0.0,0.4339648844,6.0,0.0022007657,-0.01184227,0.3829501509,-0.153996583,-3815.237174,0.0364592817,11.39202821,0.02314661,0.0334349338,0.0645445712,0.0308978692,0.016139788,-0.117942232,4.0,0.0,-0.369820991,0.0263157897,4.0,8.3716615111,0.0582945408,0.0,0.0482758619,0.0207024891,0.0332682875,0.8538263138,0.2679434781,8.4651457e-07,1.0000003091,0.2512771271,0.0631401946,-0.112320848,0.039950276,0.0600128429,-0.02657679
41419,0.3066813103,0.0712869863,17.530604751,0.0,0.4664977159,1.7059708849,0.1682998545,1.0382483791,0.8548428928,0.0358369099,1.7913545921,25.0,0.2243726205,0.2173913043,0.3457812977,0.2497934392,0.1409225871,0.1833753893,0.466725187,0.4451600479,0.2967533846,0.0,0.9795151192,-0.217200476,0.3594010744,-0.578032077,94.60529629,36.928968104,0.2892984258,0.0,0.0,0.0,0.0,0.0,1.4715886397,4.0,0.0082515344,0.1759881963,-0.426417862,0.2072913619,673.31692254,0.0796448225,12.997073926,0.0021470977,0.0207062541,0.0522028595,0.1718958685,0.0209513346,0.0045776598,0.0,0.0015483871,0.9654532832,0.0205367841,4.0,13.539551502,1.6517322146,0.0,0.0620689653,0.0308716227,0.0444373228,0.5546607676,1.8897892885,1.6601949e-08,2.5218475e-08,0.9264402416,0.8582915212,0.2765268923,0.0569344113,-0.447174042,-0.184937121
21397,0.7997109995,0.0194509636,-6.72811751,0.0050112708,1.483749469,1.4602429924,0.0328473564,-0.029712429,0.130276849,-0.005669288,-0.026539674,24.0,0.0058382781,-0.118152614,-0.014384099,0.0925020026,0.0731168909,0.0159295573,-0.088095205,-0.035545171,0.5102596183,0.0,1.3719599428,-0.034037872,0.8917501192,-0.088033658,18.818242344,10.860710855,0.0965597788,0.0,0.0,1.0,0.0,0.0,0.2857320872,7.0,0.0945929964,-0.175295122,-0.260328634,-0.48330551,2092.7197179,0.042836084,15.529256401,-0.000748966,0.0047059356,0.0134371265,-0.051528064,0.0291760935,-0.047552479,1.0,0.0014611872,0.7150764841,0.1037197746,2.0,15.187147586,1.2079127642,0.0,0.0806074739,0.0314612772,0.0368185423,0.3536488353,2.0946187677,7.39601e-10,1.6150856e-08,1.2557244717,1.5768439488,-0.00780414,0.0476800982,-0.657253513,0.1556842365
77854,0.5490058531,0.0401787959,-2.051752091,0.0,4.9789580307,4.4253262909,0.1075570112,1.1396239477,0.2096134521,0.0894020334,1.5161764445,21.0,0.0,1.32,0.2492434104,-0.150863476,0.1354638791,-0.566142167,0.1016245729,0.1856872038,0.2111338524,0.0,0.8789663255,-0.619704802,0.8789663255,-0.619704802,8.3440213613,8.4125705704,0.0317347376,0.0,0.0,1.0,0.0,0.0,0.6348120063,2.0,2.0984328653,1.0912871795,3.397315777,-4.766743248,-20.79833268,0.0266788234,12.16943816,0.0051942132,0.0020523408,0.0209443802,0.755331539,0.0885220995,0.0116569143,4.0,0.0,0.0813937086,0.3050954007,2.0,10.558801432,0.2675324131,0.0,0.0769230798,0.0375430957,0.0497682289,1.2163962985,5.8392851832,3.0328638e-07,4.845064e-08,1.9233864483,3.6994154293,-0.110273233,0.0847822959,0.5149425217,0.0651942657
22913,1.0017805115,0.0107370238,-0.709689629,0.0,0.2024387612,1.2808891766,-0.038450249,-0.028383614,0.6107701014,-0.025244557,-0.125815471,15.0,0.0960476926,-0.032085561,0.038177286,-0.051608128,0.3811983471,0.1094578759,0.0949893344,-0.005996038,0.6209758502,0.0,5.7441485069,0.1100453034,2.9932741458,-0.082927498,4.4928084784,6.8871482449,0.141223272,0.0,0.0,1.0,0.0,1.0,0.7500936881,4.0,-1.899697193,-0.155894506,0.5186637278,-1.28498264,-1558.389955,0.0307916777,9.6411482878,-0.014319176,-0.022720185,-0.028058979,-0.069068786,0.1110263622,-0.005533999,0.0,-0.046315789,-0.446600419,-0.107647896,3.0,8.4231297341,0.4978333875,0.0,0.1764705926,0.0580844594,0.0537049958,1.8867978157,4.8009658844,4.1330753e-06,3.0000000305,0.6585189558,0.4336472151,-0.338598702,0.0857571915,0.3611111227,0.3946248526
22921,0.7100999805,0.0479434601,0.756525853,0.0,0.6649352621,0.9824735952,0.0557505337,-0.016983777,0.3345500103,-0.091644042,0.0287430323,20.0,0.0019412224,-0.155617198,0.0787078377,-0.034263662,0.2335243292,-0.172232387,0.0810132563,-0.05625653,0.4616170471,0.0,3.3700946709,-0.02513151,2.3696238611,-0.072714211,10.085350921,2.6829461496,0.179289186,0.0,0.0,0.0,1.0,1.0,0.5880201765,5.0,0.4780612201,-0.194689694,3.423149311,-0.975754901,-1194.216255,0.041769416,12.329241153,0.0,0.0027419765,0.0053142752,0.0075746988,0.0918662074,-0.039394999,0.0,-0.001203008,0.0944587999,-0.054606817,4.0,11.949779819,0.5856844478,0.0,0.0597014911,0.0299659541,0.039662775,0.5056316222,1.1422846825,5.0906573e-08,4.2619031e-08,1.2654249879,1.6013004001,-0.14029886,0.0686777597,-0.061984576,0.7083686762
64194,0.640167382,0.0570617866,-0.009538662,0.0621205064,0.5914202392,1.0928067297,-0.000262652,-0.04263008,0.321129227,0.0334391744,-0.0651057,24.0,0.0024700014,0.1200175208,0.1157466882,0.0008691064,0.1725344696,0.0623616862,0.0400768206,-0.020883745,0.2609134451,0.0,1.3680980922,-0.272541661,1.2602142747,-0.29518376,9.2190869965,8.4242819266,0.1431066861,0.0,0.0,0.0,0.0,0.0,0.599359986,5.0,-0.402299023,-0.120228167,0.4474949842,-0.155146852,-288.3404978,0.0895709727,12.653277727,-0.001363334,0.0124620669,0.0239751786,0.0643521967,0.0795080822,-0.00992321,1.0,-0.003328498,0.1430630631,0.0001052946,5.0,11.450587188,0.3096605411,0.0,0.021413276,0.0092226008,0.0142654733,0.5055057409,0.7866341153,1.9057305e-08,6.2101759e-08,0.5876541783,0.3453374333,-0.088578804,0.02919627,0.0638066629,0.1105795545
23035,0.445016445,0.0672377447,6.6207090729,0.0,0.1030216084,0.6424858038,0.199461573,0.105988953,0.5047228946,-0.020193152,0.1812411848,15.0,0.007803429,0.0976027397,0.1506559598,-0.003765535,0.1975058843,-0.059887753,0.08670018,0.0899148904,0.5534444245,0.0,3.4863315109,-0.05305929,2.2344312575,0.0066396364,9.411658708,4.9830654009,1.0161655351,0.0,0.0,0.0,0.0,0.0,0.6124726971,5.0,0.0248936337,0.1035047641,0.1184032243,0.1656492235,-160.2101006,0.050528106,11.706724651,0.0012918243,0.0299514851,0.0415137438,0.1341523342,0.0334075503,-0.107951301,2.0,0.0018181818,-0.391951006,-0.031756856,7.0,9.8603973626,0.2245641426,0.0,0.0232558139,0.0163968077,0.0116101358,1.4961745467,1.9642249453,2.1171486e-07,1.0000000761,0.4684100697,0.2194079934,-0.377226782,0.0451723677,0.0866961652,-0.195004151
21960,0.5592269919,0.0430856962,1.2840544872,0.0221764613,0.6818945034,1.2043719309,0.0757906216,0.0727272727,0.2992332968,0.0032817628,0.0959266802,24.0,0.0041217502,0.0719521605,-0.069147894,0.0636873919,0.1146907216,-0.230906414,0.0817086528,0.0457345972,0.5109484378,0.0,1.9885786802,-0.1395511,1.336928934,-0.148704917,15.230769231,7.4482758621,0.1871538237,0.0,0.0,1.0,0.0,0.0,0.6026066351,5.0,-0.028438503,0.014809652,-0.500812642,-0.370038243,-989.4287821,0.042836084,13.365921134,-0.00010917,0.0086787829,0.0192612735,0.0382844284,0.0197147651,0.8008506072,1.0,-0.000368664,0.5825153374,0.1202930063,6.0,13.925354608,1.4322524168,0.0,0.038961038,0.0163053073,0.0215316349,0.7446819377,2.7268827596,1.1450918e-08,3.1580464e-08,0.7976553537,0.6362540633,0.1789762406,0.034928641,-0.00431481,0.1556842365
23182,0.604134423,0.0568479815,-5.524682448,0.0529887936,0.9527691683,1.9678535009,0.079489049,0.057177589,0.1290735848,0.1309946714,0.0210815344,22.0,-0.006560208,0.1486146096,0.495165954,-0.469246028,0.0585905281,0.0803693871,0.0634667598,0.1195963128,0.4964875167,0.0,0.9035093674,0.0012925789,0.7111050774,0.0855401133,70.657813703,12.352398896,0.1297400538,0.0,0.0,0.0,1.0,0.0,0.2851438334,6.0,0.1296449123,0.0429954914,-0.070329923,-0.86572784,-2366.145623,0.0139624419,11.428016876,0.0045818329,0.0340347302,0.0877102704,-0.055064907,0.0289191834,-0.00605493,2.0,0.0114632358,0.3642877615,0.0156401994,4.0,9.5274113293,0.1670217574,0.0,0.0143884895,0.0078724992,0.0125864306,0.8872335457,0.4557025076,1.5015261e-07,1.4507114e-07,0.2000881574,0.0400352707,-0.371672849,0.020819488,0.1683068644,0.1005633313
14541,0.3145105585,0.0247228859,15.579153485,0.0294680551,0.3601528093,0.4835087469,0.0276710223,0.0300792152,0.1878048093,-0.004428819,0.0836064663,24.0,0.0021385028,-0.004344291,-0.251992345,0.011367701,0.0977706604,-0.036278852,0.0614833817,-0.025068681,0.4629226875,0.0,0.8787329054,-0.12879264,0.6756907619,-0.166071778,18.532908705,9.3092783505,0.1951102461,0.0,0.0,1.0,0.0,0.0,0.3558836996,5.0,-0.868400871,-0.197209148,-0.462790893,-0.1636359,29044.999294,0.0775534894,17.556612458,-0.003179916,0.0090038314,0.0193143126,-0.019343839,0.0393210825,0.0755084864,1.0,-0.000394366,-0.062255817,-0.011683525,5.0,16.913318144,0.4238494757,0.0,0.0362158157,0.0185401153,0.0223573066,0.3014650761,0.7022771119,1.166352e-10,4.3739633e-08,0.451434729,0.2037933145,0.4235362246,0.0311685432,-0.315097681,0.0341458517
30509,0.7561162014,0.1154113677,0.1198740284,0.044721905,0.3367195349,1.5435583454,0.1742923269,-0.03432786,0.4496008741,-0.013686912,-0.211724027,24.0,0.0054352022,0.0368421053,0.0088678356,-0.029172068,0.105903146,-0.00661162,0.0801893951,0.0732289991,0.6130824114,0.0,3.3291258478,0.0368862429,2.0989073097,-0.04172624,12.044492093,6.9316674379,0.4368901479,0.0,0.0,0.0,0.0,0.0,0.7038662181,5.0,-1.169817353,-3.059984172,0.5073431486,1.2126686183,-798.6893704,0.050238934,10.190169125,0.0023344906,0.0362081971,0.0523327125,0.0318262378,0.1305780626,-0.048689849,2.0,0.0089369886,1.9320987654,0.1053469982,4.0,8.937546912,0.2730958587,0.0,0.0574712642,0.0240221234,0.0300151128,1.0869847571,1.175337514,1.30411e-06,4.0000000889,0.7187049176,0.5165367586,-0.172015992,0.0587034934,-0.134826023,-0.010203189
23297,0.4678515975,0.0544293858,13.706359142,0.0,0.3117576535,1.2405991606,0.1208236845,-0.007583182,0.2664084105,0.0106079652,-0.163895105,15.0,0.0007481149,0.1276595745,0.1790386996,0.0005664613,0.0991529442,0.163779466,0.0040604127,0.1336435358,0.4358337802,0.0,0.5326328969,-0.262280178,0.4630907723,-0.274516125,50.539740627,83.794454202,0.3207299823,0.0,0.0,1.0,0.0,0.0,0.4791825777,7.0,-0.061655797,-0.374072536,-0.344110772,-1.085248013,554.24158404,0.0788328603,14.238292363,0.0025515779,0.0194189264,0.0327684157,0.0337181357,0.0155357619,-0.004261866,1.0,0.0003007229,-0.356789483,-0.022630442,7.0,14.631253784,1.1995944218,0.0,0.037249282,0.0253778153,0.0364029467,0.6952529775,4.7934155205,2.5094133e-09,1.653922e-08,1.1498586374,1.322174886,0.0241521054,0.0505956492,-0.311751176,0.0183118152
23318,0.3280713556,0.0161293406,2.0534974633,0.0,0.2076607497,0.1406481552,-0.046232355,0.4273601368,0.294021752,0.0242856899,0.0938143143,16.0,-0.039966613,-0.49907436,-0.372262248,0.0950937371,0.355533361,0.9195938902,-0.235294982,0.7687634805,0.616754505,0.0,2.927137265,0.7910817703,2.7838534098,1.170272589,0.5388078329,3.9190528569,0.1963271482,0.0,0.0,1.0,1.0,0.0,0.5667381815,6.0,-6.731394902,-0.767991587,0.2244872335,0.960843098,1224.5209613,0.0245200929,15.461931706,0.0023612838,0.0094039628,0.0153564299,0.0107948263,0.3023169879,0.3506334502,1.0,0.0004558405,0.3322105783,0.1441438468,4.0,16.390542625,2.5942123131,0.0,0.042755343,0.0352388197,0.044891737,0.3319212149,3.2707638834,6.061362e-10,1.1340913e-08,0.5428327557,0.2946674006,0.274642921,0.0474148009,0.5248102162,0.2169612584
21282,0.8906650184,0.0187115834,-0.473643506,0.000260324,0.226757469,0.2965744691,0.2989083876,0.0085311501,0.1187911225,0.0348932936,-0.005145119,24.0,0.0,0.0099693252,0.0052663748,0.0210632008,0.4282362977,0.0373700421,0.0045826748,0.018496508,0.6708450457,0.0,6.1643194934,-0.073481478,6.1643194934,-0.073481478,0.3299744338,5.2849335838,0.1439936323,0.0,0.0,0.0,0.0,0.0,0.1920296932,4.0,0.6616235551,-0.326032737,-36.27654745,-0.690647846,-5716.064803,0.0317619105,14.384227802,4.58923e-05,0.0003331221,0.0005310731,0.0042460844,0.638259216,-0.009977684,0.0,-0.000669056,-0.090347081,-0.006337857,5.0,13.924346353,0.7582230206,0.0,0.1282051355,0.0310021158,0.0254963773,0.5010151396,3.482478503,2.2551409e-09,2.3531369e-08,0.7165114046,0.5133885929,0.0800686282,0.0245833177,0.3977031636,0.8318890429
23393,0.2807508224,0.0436447801,18.220671521,0.013390701,0.2832897673,0.9861726027,0.0938674784,0.1151634978,0.9128838166,-0.006482482,0.1452004683,23.0,-0.002666839,-0.008795075,0.1904433073,0.054094955,0.0905684179,-0.026962011,0.0902243215,0.086410804,0.4842646856,0.0,1.3426595942,0.1341130948,0.8574176775,0.2275733923,37.540069113,9.4400336556,0.2440309227,0.0,0.0,0.0,0.0,0.0,1.7698183907,7.0,-6.796287281,-0.277712302,0.1771667002,2.0663562419,-2793.275914,0.0245200929,13.828835633,0.010515177,0.0315886552,0.0634629795,0.0287000358,0.0568686263,-0.074720339,2.0,0.0003680982,1.5807019862,0.0656155208,6.0,13.364760386,0.5961267847,0.0,0.0377833769,0.0171775143,0.0292449512,0.3932946114,0.9788753261,5.5927646e-09,4.0640312e-08,0.5063143638,0.256354235,0.1382764182,0.0379528057,-0.179362814,0.2169612584
79026,0.2636827811,0.0425208747,22.926547806,0.0152111466,0.1997700946,0.5954296831,0.1489041387,0.3354960454,0.3925730061,1.0571350465,0.5226299412,14.0,0.0,0.1111111111,0.2387832508,-0.02521514,0.0660745234,-0.026710559,0.2914652471,0.2217373389,0.517999843,1.0,0.7134397528,0.0523531722,0.7134397528,0.0523531722,23.087774295,12.307820856,0.3910499896,0.0,0.0,1.0,0.0,0.0,0.6144366197,4.0,-1.096608337,-0.45221316,3.8994049612,-4.223591708,-145.4813775,0.0439626531,12.453729281,-0.011693388,-0.026253587,-0.046143705,0.0108115804,0.099151034,0.0649500007,0.0,-0.006839108,-0.634275363,0.056275405,4.0,12.953327672,1.4969893783,0.0,0.1063829809,0.0321568407,0.0398155937,0.7408991573,5.9369002441,1.7940965e-08,1.6371599e-08,0.8734162625,0.7628559675,0.096357779,0.0544898942,-0.018628778,0.4263965267
68320,0.8279992514,-0.073982573,-5.682176656,0.0,0.5547611621,1.3926425021,-0.014595675,-0.116539116,0.4520833333,-0.016806723,-0.168802034,20.0,-0.080837039,-0.098039216,-0.035310116,0.0291645382,0.2448784376,0.0218822626,-0.042357568,-0.077684296,0.3855994153,0.0,2.8736198615,-0.086352504,1.6648368785,-0.011193404,52.813880126,4.5504457491,-0.037433301,0.0,0.0,1.0,1.0,1.0,0.7607761017,5.0,0.4093877168,-0.137111712,3.5410485819,-0.003159058,-1502.979505,0.041769416,10.168535712,-0.010105415,-0.022258049,-0.037170987,-0.120651689,0.014012028,-0.035684842,0.0,-0.041481481,0.8530905487,-0.088286225,4.0,7.6184353561,0.1212990089,0.0,0.1428571492,0.0638967355,0.1130996895,1.3362518559,3.0096673892,8.3881008e-06,8.5590055e-08,1.1160019196,1.2454602846,0.3938539652,0.0935844523,-0.637310604,0.7083686762
24117,0.402892301,0.0497248478,-116.5757564,0.0440381657,1.0942084112,0.6712398169,0.0743219096,-0.016390986,0.1181748237,0.0,-0.005265766,24.0,0.0038470269,-0.086021505,-0.427513992,0.7034443962,0.0751426972,0.0015283986,0.0293979933,-0.048370217,0.4753629983,0.0,0.8500469768,-0.133884246,0.6699629669,-0.167788168,334.94547633,3.2148879151,0.1177538651,0.0,0.0,0.0,0.0,0.0,0.3637877099,7.0,0.2079611102,-0.191640624,-0.271572045,-0.740936222,-1626.606436,0.0139624419,13.690132054,-0.000154331,0.0102091489,0.0333716744,0.0170321932,0.0022150616,-0.043469543,1.0,0.0019979188,-0.299133502,0.0062122706,1.0,13.464230144,0.5449758774,0.0,0.0092592593,0.0019891827,0.0027212266,0.7360395923,2.1127258788,9.263158e-10,3.7617737e-08,0.0690838813,0.0047725827,0.4688450604,0.0217763709,-0.06864909,0.133300241
47677,0.0275550771,0.0158621063,385.91581633,0.0105876651,0.1743086476,0.1716326444,0.2129207489,-0.305398012,0.336891973,0.002315036,-0.0218716,24.0,0.0004724968,-0.616071429,-0.496186248,0.1154674939,0.1591234603,-0.396463769,-0.092146527,-0.75487321,0.4721914505,0.0,0.4870466321,-0.421063903,0.4453491241,-0.450732657,87.633663366,6.4137681159,0.2122228945,0.0,0.0,1.0,0.0,0.0,0.8292220114,5.0,0.7819803801,-1.167732832,-37.13965739,-1.649314761,-2134.080678,0.0317619105,14.869119662,0.0008170305,0.023054755,0.1688951443,0.006028342,0.0071754729,0.1788086696,3.0,0.0022284123,-0.357622627,-0.002279779,5.0,15.027869488,0.8971241751,0.0,0.0803858489,0.030268714,0.0391755117,0.485911354,3.5258079492,1.2019545e-09,1.4204278e-08,1.0310658413,1.063096769,0.0840587025,0.0472252942,-1.062432992,0.8318890429
22680,0.6466368631,0.1036048013,-10.09477505,0.0261622734,1.4573375627,2.0813022876,0.1087499157,0.1182046679,0.3445601436,-0.046170148,0.1733598849,24.0,0.0071874152,-0.070268999,-0.201402436,0.1142639274,0.1635793673,0.045141172,-0.026929982,0.0100880017,0.3966604585,0.0,1.3260119804,-0.24898749,0.5981121801,-0.29460238,30.975460123,6.6992481203,0.1351997964,0.0,0.0,0.0,0.0,0.0,0.9585748015,5.0,-1.886539343,-0.194077943,0.1635200794,-0.747249277,-849.1584546,0.0307916777,13.318562773,0.0003517906,0.0096975146,0.0316827528,0.0609180609,0.0246379661,-0.016899389,0.0,-0.006349206,-0.459915612,-0.005565519,5.0,12.665191468,0.6127111928,0.0,0.0557491295,0.0251734029,0.0322661816,0.7924637676,3.5510227738,1.1996443e-08,2.7382221e-08,0.9702610114,0.9414064302,-0.02186521,0.0445216002,-0.462940048,0.3946248526
23537,1.2603951514,0.0184431787,-0.483458445,0.0,0.1158331769,0.8386500038,-0.129174807,-0.050513386,0.3311390462,-0.0417154,0.0286561265,16.0,-0.011793892,-0.05785124,-0.174253629,0.0873569314,0.4679671913,0.2432937223,0.0189617119,-0.057182096,0.755133305,0.0,9.5391450528,-0.044740391,8.6373679155,-0.030633915,1.0776764969,4.3845258871,0.6755966878,0.0,0.0,0.0,0.0,1.0,0.3590319829,4.0,-1.988210883,-0.181660185,0.7772783677,-0.875596754,-1540.975705,0.0307916777,10.866471012,-0.00591602,0.0107522452,0.0115688925,-0.04821274,0.5358106378,-0.016939407,3.0,0.0048484848,0.0456235073,0.0607140614,6.0,11.726144935,1.2949596774,0.0,0.0437499993,0.021801432,0.0290557314,1.0886520991,2.7831959805,1.1374162e-07,2.7996709e-08,1.0499900397,1.1024790834,-0.079558964,0.0695939104,-0.262222196,0.3946248526
86685,0.4650923949,0.0598761039,-23.13259724,0.0242425201,4.2813517859,0.4176955318,0.0369611003,0.0139973433,0.0540647327,0.0018539646,0.007668084,12.0,0.0001212436,0.0626895854,0.0354849081,0.0397715768,0.1798001227,-0.169329417,0.0021118332,0.0762244963,0.6046485043,0.0,0.9799700135,-0.012266821,0.9795590534,-0.012410247,2.6524268984,0.1119629899,0.0175169684,0.0,0.0,0.0,0.0,0.0,0.5856110404,5.0,0.0796606035,0.0329989845,-360.4692723,19.007852665,-1052.175206,0.0224531177,13.511150172,0.0016093585,0.0052079249,0.0531488476,0.0542232469,0.0335205192,-0.025178982,0.0,-0.002777778,1.6307981433,0.0740865497,4.0,12.351178436,0.3197140707,0.0,0.0335731432,0.0155616776,0.0211892739,0.5818309682,0.7786481493,1.5297123e-08,6.9555219e-08,0.6289182838,0.3955382077,0.1922537976,0.029339249,-0.156944278,-0.037564233
23916,0.2933633745,0.0502485227,-6.059697129,0.0135986618,3.0631077096,0.2567218685,0.0459178853,0.2238655439,0.0688028938,-0.002817695,0.236670952,18.0,0.000231853,0.0636942675,0.1949836418,-0.01826116,0.2809955887,0.6328518598,0.0026119414,0.1044547546,0.6013884558,0.0,1.0414398079,0.0553137454,1.0407277732,0.0551298084,0.7111027862,0.1118596488,0.0210942434,0.0,0.0,0.0,0.0,0.0,0.7103918061,2.0,0.0196302666,0.0340036666,-360.6162281,18.558957672,-85.50883056,0.0224531177,14.384267297,0.000450534,0.0040450974,0.0462813477,0.0076496301,0.0792307011,-0.018984927,1.0,0.0006477733,0.816769718,0.0355182415,6.0,13.58101208,0.6710183722,0.0,0.043554008,0.0229535216,0.0287642009,0.3795010347,1.2906963341,3.775115e-09,3.0692397e-08,1.1943081934,1.4263720608,0.139607061,0.0347863946,-0.12313025,-0.037564233
66878,0.3902624314,0.0609965697,385.91581633,0.0046374226,0.2554759593,0.499568993,0.1449850483,0.3939676465,0.5181948839,0.0026920513,0.9803182997,16.0,0.0380896003,0.1188449341,0.1038227352,0.0428249726,0.0563297891,-0.076533113,0.1029231344,0.1676456477,0.5892262126,0.0,7.5362341852,0.7873053223,6.330138499,0.8028090514,651.51877527,1.2883690484,0.3512390362,0.0,0.0,1.0,0.0,0.0,0.718209843,4.0,0.0138515935,0.0774418261,-0.342836741,0.3751490735,1609.4296725,0.0796448225,14.166567262,0.0012621084,0.0225048464,0.0392490413,0.0249758303,0.0168895505,-0.005333745,0.0,0.0,0.609239375,0.1366042197,4.0,13.710959367,0.7972173391,0.0,0.0799999982,0.0281046175,0.0345170809,0.5277855112,1.8487722465,4.8903059e-09,2.9285434e-08,1.0100075398,1.0201152305,0.0745759329,0.0425356525,0.0099064791,-0.184937121
24046,0.312088865,0.0037610662,250.68765412,0.0,0.211674153,0.0940381416,0.0268763317,1.1819184133,0.168905183,1.684393299,0.8014011301,15.0,0.0018074576,0.5648148148,0.9380318706,-0.00957325,0.1591888869,0.0402174932,0.3791607741,1.5666762462,0.1706451667,0.0,1.5881058634,-0.305651883,1.5496118446,-0.322482152,37.014082963,4.3951303307,0.1518320134,0.0,0.0,1.0,1.0,0.0,0.2564192253,4.0,0.7485520479,0.2288127522,-36.8551236,2.320288531,7074.8479474,0.0317619105,17.116400197,-0.000380595,-0.001689143,-0.002840683,0.0096996217,0.0040440204,-0.98559338,0.0,-0.00102601,0.3641302443,-0.038454903,4.0,16.692106552,0.7483220089,0.0,0.0440705121,0.0261421094,0.0342491037,0.5652761553,3.7204744302,2.363404e-10,2.1480633e-08,1.1443743561,1.3095926668,0.0234332639,0.0430692059,-0.354394738,0.8318890429
27422,0.973472675,0.1276904286,-1.565428338,0.0362605224,0.6360051137,1.0984936172,0.1306473365,0.0420567478,0.1492150367,-0.013971173,-0.003485535,24.0,-0.002539145,-0.001265823,0.1250854409,0.0121264142,0.052,0.04,-0.091026934,0.0741286205,0.3941854872,0.0,2.91367713,0.0063038395,2.2455156951,0.0085046028,3.7897160399,8.3979591837,0.2276536313,0.0,0.0,0.0,0.0,0.0,0.2422680412,8.0,0.0817225333,-0.140926559,0.4059380325,0.1152789239,-222.0453229,0.0305242954,12.707479174,0.0011858879,0.003731859,0.0061700183,-0.033521839,0.0945984163,0.1125865046,0.0,0.0011743119,0.3962837672,-0.037365839,5.0,12.442311083,0.7393769414,0.0,0.0420353971,0.0160259771,0.0204302829,0.526725283,1.5575883215,1.5420442e-08,3.8368976e-08,0.7356684624,0.5412080866,0.1226337931,0.0307628096,-0.256419498,0.012232321
24097,2.2625624836,-0.247303341,-6.00971251,0.0,2.8197842673,8.1126019469,-0.067486861,0.0270069112,0.4895268474,-0.004126547,0.1248950462,16.0,-0.073436844,0.0,0.3063887477,-0.029981761,0.4659090909,0.0814738292,-0.019138756,-0.073475544,0.5713151465,0.0,1.5023228804,-0.099149888,0.9179248935,0.0597590211,11.97979798,5.3460471567,-0.003753828,0.0,0.0,0.0,0.0,1.0,0.964878259,4.0,-6.837213833,-0.268917227,2.1589783614,0.2011967164,-3485.364476,0.0245200929,8.1886891244,-0.011483254,-0.007440768,-0.016010112,0.7166535122,0.133243607,-0.009615774,1.0,-0.013154433,-0.047404176,0.1134920642,6.0,7.522265014,0.5641203704,0.0,0.1176470593,0.0554958601,0.0406612465,1.479505923,4.9122381361,2.05517e-05,3.0000000253,1.9348361345,3.7435908676,0.3987099126,0.1405821511,1.1304348457,0.2169612584
46578,0.1103642165,0.0303013835,79.386741618,0.0134627391,0.1977742909,0.2799324712,0.1592154707,0.0907287095,0.5897628901,0.9935442596,0.1164534711,24.0,0.0143159094,0.2,0.0832705638,0.0162220141,0.2059272874,0.0427751722,0.042777197,0.0474776217,0.2742577591,0.0,0.6519595519,-0.135829815,0.4789800796,-0.150177502,30.693636333,6.4237380691,0.2282568274,0.0,0.0,0.0,0.0,0.0,1.5140553605,6.0,-6.787837825,-0.068917227,0.0067800944,0.3714579477,6345.9493988,0.0245200929,16.084882817,-0.009538614,0.0072215794,0.0193119164,0.0017032968,0.0267031886,0.4163706795,0.0,0.0,0.1880836898,-0.012864585,6.0,16.009529252,1.1085251315,0.0,0.0593900494,0.0324355275,0.0389654782,0.3399674889,1.2788140778,8.865902e-10,2.7463891e-08,0.2447597719,0.059907346,-0.364177424,0.0426593767,-0.346750926,0.2169612584
56741,0.4719307464,0.0759447005,3.2616414007,0.0078854961,0.1447504199,1.7365778027,0.1859403232,0.0363387915,0.4549451483,-0.041440296,-0.085715115,24.0,0.094525892,0.0973327094,0.1427452913,0.0407205881,0.123331885,-0.122760679,0.1818522207,0.0805844238,0.6091445902,0.0,4.0555361127,0.0606767047,2.0136926375,-0.176838799,13.92602553,22.796707273,0.621642515,0.0,0.0,0.0,0.0,0.0,0.6107207473,7.0,0.0150177088,0.0559296014,-0.261168426,0.4864137345,-212.7180775,0.0796448225,12.409082365,0.0026765718,0.02688136,0.0351264005,0.103659635,0.1775522138,0.0058102955,0.0,0.0026890343,-0.229818053,-0.015615838,5.0,12.270651791,1.0279014544,0.0,0.0511627905,0.026130222,0.0357770947,0.7379736204,2.6257694454,3.123725e-08,2.6895346e-08,1.3293021168,1.7670441177,0.1192100453,0.0561700829,-0.037669523,-0.184937121
