firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
38746,2.161274906,0.1778779493,-5.413715875,0.0,2.9783995233,4.4909875094,0.0664130077,-0.052187424,0.0802635702,0.0,-0.134003074,25.0,-0.045497101,-0.179310345,0.1383219276,0.0223552704,0.1057270844,0.0085668837,-0.032171582,0.0896834841,0.5968317866,0.0,4.9180255376,0.0503671428,2.4382565917,0.1050917646,8.0792680338,2.9425836581,0.0715777706,0.0,0.0,1.0,0.0,0.0,0.1231675393,7.0,0.4364817167,-0.368750762,1.4847943424,5.6264960157,-115.0273252,0.0495093936,10.455690217,-0.004922356,0.0158087064,0.0411683114,0.5467557984,0.1081519169,-0.030779788,2.0,0.061385239,4.1856617647,0.0881699324,4.0,8.3627591381,0.1674033149,0.0,0.055555556,0.0252736424,0.0377774416,1.5077423069,0.7787228471,2.5716785e-06,5.0000001308,1.0328318936,1.0667417205,0.0708904422,0.0640382843,0.05517735,-0.038993775
60871,0.3541531365,0.0375021823,5.4613200462,0.0,0.2301644338,0.3862237042,0.1102899236,0.0554904519,0.404353991,-0.009857572,0.0852686678,24.0,0.0270908155,-0.04,-0.010392491,-0.005489264,0.1773237176,0.1329700243,0.1053965381,0.0369983366,0.5263766883,0.0,2.8159690082,-0.137078428,1.9586578528,-0.197201394,4.0359028684,5.9344380091,0.3466457166,0.0,0.0,1.0,1.0,0.0,0.645136151,4.0,0.4075316941,-0.079072496,3.067202467,-0.505705593,1623.0729946,0.041769416,16.121229984,-0.000660157,0.0206412806,0.0335341357,0.0034053407,0.2677323455,-0.016429923,3.0,0.0004270463,1.1080027155,-0.024676987,7.0,17.031673862,1.9776585521,0.0,0.0932203382,0.0345596312,0.0483713124,0.3490932535,2.8669364225,3.381666e-10,1.2824084e-08,1.6597425338,2.7547452784,0.1454012769,0.0642308969,-0.384798937,0.6190310155
14198,0.4875280202,0.0463515924,1.80716133,0.0056309578,0.0928933412,0.55998731,0.1723463167,0.0729496846,0.4422030111,0.0036505039,-0.015039605,24.0,0.0243150708,0.1,0.1491472918,-0.002738198,0.1510526412,0.2128202332,0.0706051516,0.1009526063,0.7259404536,0.0,6.4697514716,0.0356180188,4.9732395901,0.0150099236,2.3694417077,5.3057930248,0.6660931394,0.0,0.0,1.0,0.0,0.0,0.5442256459,7.0,2.9948090387,-0.019990458,0.5557361568,1.4166155667,-306.9754421,0.0535467671,12.853175888,-0.004650363,0.0170851952,0.0202927795,-0.014120857,0.4113686083,-0.003021896,0.0,-0.003265306,0.8104837463,-0.087482041,7.0,12.348011564,0.3994636674,0.0,0.0452586189,0.0204435709,0.0324268769,0.3979277408,0.3837806152,6.2148389e-08,1.0964056e-07,0.8749338884,0.7655093091,0.1643133958,0.0537114324,0.0001121479,0.211120117
45583,1.2747703072,0.0683658171,-17.17786504,0.0670049591,1.3323107677,3.7799946181,0.0878108689,-0.104615945,0.3863678973,-0.055240793,-0.153049105,25.0,-0.053087285,-0.085106383,-0.066243894,0.1124026899,0.1369267251,0.0787528705,-0.067006593,-0.047700278,0.5100028016,0.0,3.219103689,0.2265684368,1.1371701621,0.201991804,71.501599767,8.3980151342,0.1207130155,0.0,0.0,0.0,0.0,0.0,0.7845417787,7.0,-0.827473889,-0.444632319,0.9062838329,-4.198710688,-1352.182303,0.1132579102,11.370900965,9.99924e-05,0.0073461323,0.0150238536,-0.042494519,0.0184670612,-0.023704235,1.0,0.000610687,1.0852272727,0.0307551792,3.0,10.258941439,0.5994698018,0.0,0.0604026839,0.0253072589,0.03354167,0.655876107,4.9577440265,5.3800571e-08,1.9068467e-08,0.6086207457,0.3704192121,0.0952609855,0.0408127216,-0.348507347,-0.295356856
14702,0.2445573599,0.0226460504,4.7898464806,0.0,0.1417735853,0.3167396176,0.1710416103,-0.027821043,0.423536799,0.0016718856,-0.150110284,24.0,-0.026112804,-0.133869578,-0.007998478,0.0208717639,0.225521593,0.0956227164,0.059521382,0.060652491,0.6672087398,0.0,3.146627191,0.1701407121,2.6495619345,0.2046148597,2.2917826256,5.286899978,0.2912740695,0.0,0.0,1.0,0.0,0.0,0.7131057304,6.0,-1.94467262,-0.257678523,-0.238559424,-0.449243555,11183.358545,0.0307916777,17.444064658,-0.002246066,0.0286509847,0.0441381752,-0.000280834,0.3577416196,0.0286482981,2.0,0.0005594406,0.5377356415,0.074901693,7.0,17.731016117,4.0597251654,0.0,0.0663390681,0.0305729393,0.041011903,0.3984075829,6.7378576659,3.211019e-11,5.2400653e-09,1.8105908927,3.2782393807,0.0457637897,0.06993403,0.3522360622,0.2585713901
15537,1.2801473835,0.0188407793,-1.199029409,0.0282611689,0.3058967651,1.5787509437,-0.040344625,-0.024758257,0.4131826038,-0.090521616,0.1414599575,19.0,-0.002932551,-0.008219178,-0.049967999,0.0608251414,0.1536652835,0.229011205,0.0115849956,-0.057551945,0.6663238013,0.0,4.5137071222,-0.209829989,3.106212977,-0.206551671,3.2336419513,5.3913607472,0.2127349748,0.0,0.0,1.0,0.0,1.0,0.4940854051,5.0,-1.905684713,-0.132028123,0.7970305998,-1.029492282,-1550.59808,0.0307916777,10.199360984,-0.001264726,-0.006490396,-0.008041304,0.0102474062,0.2870294751,0.011286223,0.0,-0.005331205,-0.625528396,-0.103448279,4.0,7.8502496764,0.1118054006,0.0,0.0869565234,0.0405061212,0.0505695892,1.3858733572,0.5908179531,8.2693379e-06,7.0000002342,0.2742691754,0.0752235806,0.7853583647,0.0560394864,-0.330419008,0.2585713901
68830,1.2218572874,0.124114802,-10.29258311,0.0,1.7524854834,4.6194986072,0.0816320162,0.0297547307,0.4489809235,-0.071511703,0.0214800837,15.0,0.0208164716,0.0166015625,0.0137905865,-0.007372112,0.0322981869,0.0100908298,0.0550915442,0.0418596737,0.5168670802,0.0,1.9423343972,-0.028525127,0.3343971545,-0.157367421,34.979264607,181.39878102,0.0919953967,0.0,0.0,1.0,0.0,0.0,1.0425875858,3.0,-6.789084169,-0.252315665,1.1182731653,0.9206520854,-3397.066226,0.0245200929,12.739598166,0.0001182953,0.0077791279,0.0189365756,0.0895997415,0.0336709189,-0.009026551,0.0,0.001221374,2.3093955715,0.0410462935,5.0,13.654158741,3.3809471965,0.0,0.1075514853,0.0385677287,0.0511052172,0.5657415779,7.974030021,9.1638246e-09,7.1474527e-09,0.6120633769,0.3746215773,-0.064018685,0.0596182602,0.0873105872,0.1095103859
85631,0.220008883,0.0433280429,4.4819274356,0.0056034524,0.1116842343,0.3538210656,0.3218980644,0.2313918614,1.2588883565,0.0412845046,0.0133766499,14.0,0.000386522,0.0979757085,0.1704872873,0.0161109975,1.1487634558,0.2218118127,0.0030488562,0.3823613335,0.580760521,0.0,1.945124979,0.2610485037,1.9123355455,0.2701342128,2.3728625012,8.0586954392,0.5868638865,0.0,0.0,0.0,0.0,0.0,2.1295792923,6.0,-0.021903964,-0.231221038,0.1211366502,0.2499459874,927.79813705,0.0458258411,14.362085685,-0.023335948,-0.024707549,-0.037249968,-0.01595397,0.4587910287,0.0362653653,0.0,-0.003445378,-0.177045832,-0.011407842,7.0,14.824580998,2.8507431694,0.0,0.0985074639,0.0472150619,0.0680906874,0.7494971901,21.962733134,2.0069437e-09,4.8001387e-09,1.3594604638,1.8481327525,0.1250423289,0.0631134823,0.3048764442,0.4280290342
49373,0.2260318383,0.0506119576,12.145899884,0.0202205194,0.1805273689,0.3500482146,0.2385131818,-0.342244695,0.1715143816,-0.087417392,-0.457142016,25.0,0.0,0.0359281437,0.2585582173,0.1126403688,0.6450596207,-0.093580218,0.0218261668,-0.208436442,0.4411582938,0.0,1.9634616461,0.1697640894,1.9634616461,0.1697640894,6.5754774689,2.212650057,0.258416852,0.0,0.0,0.0,0.0,0.0,0.3195764561,6.0,-0.847342974,-0.323597793,-0.142454636,-2.920134041,3216.1483219,0.1132579102,15.25270785,0.0082614719,0.0864293103,0.392917256,0.0488264545,0.1309413373,-0.005416295,2.0,0.0011948052,3.1076696165,-0.016926307,2.0,14.920605601,0.9329374119,0.0,0.0784044042,0.0342657622,0.0351797205,0.4948013868,1.6170431098,1.517623e-09,2.7259314e-08,0.692884862,0.480089432,0.5334669107,0.0378374158,-0.181483167,-0.295356856
18570,0.6371463392,0.0780324149,5.8181128462,0.0194681156,0.1631474719,1.3128344504,0.1611454021,0.0181418134,0.4374072088,-0.033330134,-0.019375076,25.0,-0.014371364,0.0376414762,0.0920855895,0.0717281203,0.0692929633,0.064215613,0.0288965411,0.0282169858,0.5240217799,0.0,0.6532078616,0.0614253194,0.5130421997,0.2771432565,38.04765272,56.850375675,0.754882925,0.0,0.0,0.0,0.0,0.0,0.5516542123,8.0,-0.052107723,-0.085311905,0.1713369732,0.1561895938,-3146.195987,0.0364592817,13.287297669,0.0014139613,0.0234037858,0.0291399015,0.0241433371,0.0431110404,-0.035438078,0.0,0.0,-0.391944124,-0.027577519,7.0,13.50294648,1.2580029555,0.0,0.0462962948,0.0174895285,0.0306464449,0.6237902801,4.5203750891,4.7730733e-09,1.715343e-08,0.4195966656,0.1760613618,0.6448045227,0.0434000706,-0.01882636,-0.044869335
18973,0.4998568851,0.0607934636,2.3329116432,0.02902413,0.1701137113,0.9869505256,0.2104783037,0.0691279632,0.9035904574,0.0252951096,-0.078294073,15.0,-0.020418038,0.08,0.068224117,0.0058482967,0.1978411375,0.014002816,0.0236403782,0.1316988394,0.5383713826,0.0,3.1372492202,-0.044566755,2.4819574889,-0.00895862,6.93731043,7.1829874536,0.5052883851,0.0,0.0,1.0,0.0,0.0,1.2918524046,5.0,0.1239177548,-0.096023011,0.201527428,0.6064092171,181.84730547,0.0993619479,13.369204412,0.0054448139,0.0406774012,0.0527554175,0.0045781024,0.2481968931,-0.01149183,1.0,0.0028985507,-0.368975763,0.0916853534,7.0,11.930035836,0.2263620836,0.0,0.0360934176,0.0192559668,0.0226598992,0.5603152526,0.6440105724,2.716916e-08,9.756999e-08,0.7491291977,0.5611945549,-0.114560307,0.0479637982,0.252177336,0.0692970224
19271,0.3747751732,0.0642783429,2.6879938937,0.0183104821,0.1839230429,0.9937785641,0.2627940435,0.1542549951,0.8214546784,0.0999255081,0.1848703581,24.0,-0.021066472,0.0,0.0544115002,0.0874899754,0.1814533556,0.0366214919,0.0048276072,0.1398018204,0.6235963611,0.0,3.7991433724,0.0579086305,2.742110009,0.2279464485,6.0531609195,11.166735691,0.5068138842,0.0,0.0,0.0,0.0,0.0,1.2092543604,6.0,-0.047005698,-0.122953382,-0.091034193,-0.104961721,-3748.255049,0.0364592817,11.563357138,0.0023941014,0.0344215289,0.0495850544,0.0068215458,0.3565948303,0.0118852926,0.0,0.0022824292,-0.589305959,-0.006023651,5.0,9.2560304979,0.0914394606,0.0,0.0394736826,0.0204777595,0.0131099561,1.3947735088,0.5388784023,1.9092629e-06,2.0000002026,0.1765038935,0.0311536244,1.1729406999,0.0383124381,0.0086501446,-0.044869335
29938,0.1816548104,0.0400155635,19.684420322,0.0156496511,0.1620432224,0.3518200037,0.2020460358,0.1613119143,0.7362784471,-0.002620621,0.2082717873,25.0,0.0142458966,0.0,0.0641102457,0.0038509194,0.158045977,-0.129197656,0.0796519411,0.1391304348,0.4843025937,1.0,1.9323017408,-0.150587727,0.916827853,-0.045699619,10.385964912,6.4817518248,0.343812709,0.0,0.0,0.0,0.0,0.0,1.3540372671,5.0,-0.057134059,-0.122953382,-0.284154555,-0.231903276,1164.1208256,0.0364592817,14.338307785,0.0020080321,0.0314067896,0.0551992671,0.0034468852,0.0985590778,0.1654695854,0.0,6.37829e-05,-0.031073446,-0.043459693,6.0,10.696197223,0.0182144336,0.0,0.0262008738,0.0144988839,0.0128538856,0.9984197944,0.0631170473,1.4230111e-07,1.2274729e-06,0.3108044776,0.0965994233,0.5667987694,0.0270538469,0.0509841017,-0.044869335
10866,0.7441964064,0.0811072446,-4.203142845,0.0247512623,1.5011059767,5.2768437086,0.0980285386,-0.057203865,0.9182489482,0.0065931631,-0.116458719,24.0,-0.026518641,-0.043478261,-0.01874814,0.0444430701,0.3278614714,0.0165843361,-0.018962917,0.0902856569,0.5130226134,0.0,2.0182394378,0.0422042597,0.5482340816,-0.037213943,33.820324168,22.707468849,0.1083935853,0.0,0.0,1.0,0.0,0.0,3.106526432,8.0,0.0275215024,-0.150308976,0.0847130801,-0.361802459,-958.195912,0.056994418,12.568705928,0.0011709937,0.0096393339,0.029082671,-0.018128613,0.0397792243,0.0043994651,1.0,0.0015693487,-0.120493975,-0.059444424,3.0,11.666051513,0.379340563,0.0,0.0603773594,0.0278925218,0.0286537723,0.8801151696,1.9265935385,4.6740032e-08,4.4992604e-08,0.7435713943,0.5528984184,0.1456918545,0.0473180621,-0.236036393,0.2781633605
20248,0.4467083505,0.0841306605,1.1276101974,0.0213432094,0.453076425,1.4933345602,0.1281341962,0.0259309935,1.4509553639,-0.002124001,-0.06704087,17.0,0.0044319393,0.033750474,0.0622005394,0.0199056297,0.2569636881,0.1529715516,0.0580081395,0.1412843318,0.6532509576,0.0,3.1772976297,0.5966925211,2.6442307692,0.642801343,5.1251315789,37.546751494,0.4125450283,0.0,0.0,0.0,0.0,0.0,3.2058829291,8.0,-0.836992249,-0.325775462,0.0782218763,-3.91500515,-1221.414928,0.1132579102,12.411133689,0.0030143041,0.0030081852,0.0060592537,-0.031464383,0.2917215756,-0.006077589,0.0,0.0015058824,-0.377245509,-0.011904762,4.0,13.416852417,1.481922043,0.0,0.0122249387,0.0082200669,0.0100025013,0.7959082484,5.6880629405,8.5865532e-09,2.0066673e-08,0.9191769644,0.8448862918,-0.137910573,0.057386833,-0.696144898,-0.295356856
25320,0.0361276455,0.0284804894,420.48026316,0.0155009921,0.1965525794,0.2767857143,0.2684838767,-0.127883573,0.5601486298,-0.021834061,-0.040556901,24.0,-0.032748925,-0.344594595,-0.159216474,0.0919310913,0.120719675,0.1278918539,-0.226815296,-0.384507042,0.3045185514,0.0,0.5137352836,-0.032567985,0.3125222975,0.1347490487,418.5,10.207317073,0.1847389558,0.0,0.0,0.0,0.0,1.0,2.4112676056,5.0,-0.046658604,-0.467547976,-0.42968172,-0.503943924,20308.084951,0.0364592817,16.764791801,0.0118988597,0.0275791624,0.2344428365,-0.00452348,0.0042083114,0.0735690679,0.0,-0.000490798,-0.013332664,0.0097543057,6.0,15.581128803,0.2944643516,0.0,0.0392156877,0.0157244335,0.0214776123,0.5178562085,0.6944284014,5.504013e-10,8.5836592e-08,0.2230540888,0.0497531265,0.8452933051,0.0363890025,0.2360718962,-0.044869335
21726,0.6961602939,0.1244995186,-2.916819372,0.0345126415,1.2375030768,2.3765600672,0.112124276,-0.004962928,0.3625225978,-0.023016609,-0.027635488,25.0,0.0107104605,-0.063738157,0.1029159288,0.046503625,0.2153384961,0.0740060586,0.0400752878,0.0808947906,0.4330958986,0.0,2.5977693283,0.1010141588,1.5497760879,0.1213418771,35.595986038,5.6379744036,0.1992271361,0.0,0.0,1.0,0.0,0.0,1.0474351204,7.0,-1.898322499,-0.187547102,0.2130435102,-0.770760374,-1405.276705,0.0307916777,11.596163064,-0.003143214,0.0118151999,0.0303448683,-0.115471172,0.0561653168,-0.138413613,1.0,0.0044859813,-0.056258322,0.0768013485,4.0,10.362639546,0.4093240093,0.0,0.0559006222,0.0319549446,0.0536654845,0.6942194342,2.143072498,6.775444e-08,2.7281746e-08,1.0156819365,1.0316097961,0.035382425,0.0484172842,-0.27000996,0.2585713901
21742,0.4322069086,0.0576103111,17.515235833,0.0045229757,0.3736816936,1.4496573764,0.1282098062,0.1726885206,0.6138603341,0.0021292776,0.2049492151,16.0,0.0153504776,0.0966621648,0.0405954423,0.0862182858,0.0700473022,-0.030986935,0.2081154396,0.1461571757,0.5361979142,0.0,0.8376024529,0.4350424479,0.2744365836,0.8534973945,68.71326773,182.89864865,0.3106333439,0.0,0.0,1.0,0.0,0.0,1.0876775992,6.0,0.2010321105,0.0048981658,1.2965685,37.623128736,-2767.632219,0.0545653003,13.418395243,0.0018250989,0.011518701,0.0210021722,0.0467989817,0.0261788011,-0.010459967,0.0,0.000754717,0.0323399936,0.0032710307,6.0,12.99494668,0.8039944381,0.0,0.0436893217,0.0171179746,0.0329560385,0.6396732625,2.4505804898,5.6991559e-09,2.3655613e-08,0.6316974922,0.3990417217,-0.026710836,0.039622425,-0.019772715,-0.089090281
11267,0.7431962972,0.1032027697,-0.310470412,0.022455459,0.3722971848,2.3459309526,0.2149398737,0.0707265249,0.7151306552,-0.015623289,0.0280978539,19.0,-0.012457246,-0.014084507,0.060915449,0.0331024574,0.1395323347,-0.09907302,0.0302853332,0.0934381269,0.6992545984,0.0,2.6855896383,0.0452700523,1.8550265701,0.1042359998,6.3063485251,12.207292976,0.3707990599,0.0,0.0,0.0,0.0,0.0,1.0946126108,6.0,0.0088714779,-0.120915223,0.0837129708,0.4238391182,-1018.271756,0.056994418,12.537971942,0.0060550207,0.0525660218,0.0788984753,0.0564698777,0.337386861,0.0005041368,2.0,0.0044444444,-0.102827969,-0.006491063,5.0,12.373644289,0.933650405,0.0,0.081521742,0.0365352019,0.0456193793,0.6781017805,2.858815398,3.7283605e-08,2.1639485e-08,1.3396356894,1.7946237803,0.2831138059,0.0899771602,0.0334054539,0.2781633605
