firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,ear,ms,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
39116,3.1648333385,-0.215802977,-7.140970716,0.0,1.0262482731,4.4454416088,-0.116811417,-0.052400188,0.1760075153,0.0,-0.015387068,0.0083734481,0.167115903,-0.251867086,0.0083734481,7.0,-0.014335189,-0.090909091,-0.251130367,-0.21923112,-0.262573952,0.140333478,0.0411882788,-0.016646313,-0.063812005,0.5426102982,0.0,4.0168899243,-0.205947145,2.2610658125,-0.241801973,11.604555315,5.0799544203,-0.026754509,0.0,0.0,1.0,0.0,0.0,0.2297576324,1.0,-0.093776405,-0.414984478,0.0173002845,1.8226954502,-0.114993175,-0.703015793,-1.644825814,-84.2241617,0.0703285499,9.6699384887,-0.000112822,-0.012824972,-0.016409401,0.0431550556,0.0607955912,-0.025011822,1.0,-0.039668443,-0.088932808,1.0,0.5267416617,0.0,0.1666666716,0.0529541665,0.0622733272,1.1227789179,6.7203582768,2.8485766e-07,1.9820222e-08,1.4189770174,2.013495776,0.014449116,0.0682170854,-0.063043477,0.1888827245,0.0,0.1999999999999999,0.0909090909090908,0.1428571428571428,0.1999999999999999,0.263157894736842,0.3333333333333332,0.0,-0.0769230769230768,-0.1428571428571429,-0.1724137931034483,-0.2258064516129032,-0.1999999999999999,-0.1724137931034483,-0.2258064516129032,-0.2727272727272727,-0.4,-0.4,-0.3142857142857143,-0.368421052631579,-0.1428571428571429,0.0,0.3333333333333332,0.411764705882353,0.411764705882353,0.0909090909090908,0.0434782608695651,0.1428571428571428,0.263157894736842,0.3333333333333332,0.0,0.0434782608695651,0.3333333333333332,0.1428571428571428,0.0909090909090908,0.0909090909090908,0.0434782608695651,0.263157894736842,0.1428571428571428,0.1999999999999999,0.1428571428571428,0.1428571428571428,-0.1111111111111111,-0.1111111111111111,0.0,0.0,-0.0769230769230768,-0.0769230769230768
50032,0.605782781,0.1229820834,-1.239463168,0.0331897891,1.1950023783,8.8297320438,0.146947615,0.1317370807,1.2741466697,0.0022909507,0.126324951,0.0596664637,0.8228268493,0.0217891232,0.0596664637,8.0,0.0386607692,0.0714285714,0.1452528488,-0.323599915,7.23748e-05,0.1180863301,0.0165421472,0.1164680917,0.1425673219,0.5739666801,0.0,1.5112495802,-0.040257147,0.6395035011,0.0203391477,39.402827935,73.511943735,0.1935277832,0.0,0.0,1.0,0.0,0.0,3.7254062279,5.0,0.001971319,0.090280411,0.0478015198,-0.74583656,-0.173682408,0.722216159,-0.750355115,246.8469702,0.0638720064,13.490546053,0.0039286226,0.0187026218,0.0555965024,0.2462901577,0.1384975564,-0.000719979,0.0,0.0070083405,8.49478e-05,4.0,0.3663494013,0.0,0.0310734455,0.0155991332,0.0157633711,0.9436070174,1.7006821881,1.366735e-08,4.8526423e-08,0.4896253471,0.2397329806,0.3325503803,0.0336062366,0.7813807828,0.6950173826,0.0588235294117647,0.0783410138248847,0.1037735849056604,0.1037735849056604,0.0,0.1304347826086955,0.2380952380952381,0.21875,0.21875,0.1037735849056604,0.21875,0.2124352331606218,0.1999999999999999,0.3220338983050848,0.3604651162790697,0.4444444444444444,0.481012658227848,0.4444444444444444,0.3846153846153846,0.2580645161290322,0.3295454545454546,0.4444444444444444,0.4355828220858895,0.5918367346938775,0.6027397260273972,-0.1986301369863014,-0.26875,-0.2327868852459016,-0.1672597864768683,-0.2302631578947368,-0.3445378151260504,-0.3408450704225352,-0.2777777777777778,-0.2451612903225806,-0.2225913621262458,-0.1702127659574468,-0.2641509433962264,-0.259493670886076,-0.26875,-0.2067796610169491,-0.1612903225806451,-0.1612903225806451,-0.2909090909090909,-0.2972972972972972,-0.2040816326530612,-0.1428571428571429,-0.1365313653136531,-0.0823529411764706
17304,1.495557487,0.1655502011,-57.40149389,0.0663179127,2.5842301682,5.3072453514,0.0963156361,0.3450400242,0.6311528326,0.0043689802,0.5955366658,0.1422561018,3.0595707105,-0.340962345,0.1422561018,8.0,0.0826371632,0.1403508772,0.2318253831,-0.082251052,0.0602619186,0.0563285595,-0.141974081,0.2684139063,0.0591704274,0.5792401873,0.0,1.6464301541,-0.345932841,1.041303148,-0.410287807,155.8141851,3.8935657382,0.1238846127,0.0,0.0,0.0,0.0,0.0,1.2675285373,3.0,0.0056998793,0.0453354244,0.1197478758,0.0509924792,0.1981690616,-0.825776339,-0.637865689,193.47668624,0.1009787408,13.516716981,-0.005697645,0.0010870323,0.0029595113,0.2354551123,0.0124811244,-0.076916326,0.0,-0.016240473,-0.061255412,4.0,0.4440762088,0.0,0.0457746461,0.0212891652,0.0250832065,0.8835816285,1.7326501564,1.1435767e-08,4.1447683e-08,0.6385937646,0.4078019961,0.3641338434,0.0345054684,0.1887278375,0.4169777461,0.0969162995594714,0.1116071428571428,0.1800947867298579,0.1913875598086125,0.1971153846153845,0.1116071428571428,0.1971153846153845,0.1527777777777776,0.0873362445414847,0.0826086956521738,0.0969162995594714,0.1800947867298579,0.3532608695652173,0.4647058823529411,0.447674418604651,0.4910179640718564,0.5961538461538463,0.4821428571428572,0.360655737704918,0.324468085106383,0.2450000000000001,0.4147727272727273,0.3833333333333333,0.3910614525139664,0.537037037037037,0.537037037037037,0.3681318681318681,0.3036649214659686,0.2704081632653061,0.2769230769230768,0.2087378640776698,0.2087378640776698,0.2704081632653061,0.2512562814070351,0.3387096774193547,0.3681318681318681,0.447674418604651,0.4733727810650887,0.3756906077348065,0.4310344827586208,0.3532608695652173,0.3681318681318681,0.1857142857142857,0.1422018348623852,0.2835051546391753,0.3681318681318681,0.3105263157894737,0.263959390862944
47730,1.1583821453,0.1517120511,-13.6346971,0.0465283289,0.6652313574,6.7526712195,0.1850260816,0.1026907306,0.7449193379,0.0326492537,0.0660347426,0.0933198582,1.0694942904,-0.010543121,0.0933198582,7.0,0.013351743,0.0,0.1042466823,-0.048704536,0.0251493334,0.2869379015,-0.039233093,0.0609380144,0.1249038646,0.5242638022,0.0,2.5274394984,-0.026684024,2.1179457947,-0.032333998,137.38418933,7.4815596808,0.3639644482,0.0,0.0,0.0,0.0,0.0,1.1513410883,5.0,0.2480523397,0.1428594743,-0.118578947,0.4560722652,27.708010404,0.1360954903,-15.79206045,-201.1003437,0.2116229381,11.220515567,0.0031580632,0.020733396,0.0353603509,0.1780636254,0.0387275763,0.0007533972,1.0,0.0038050324,0.0233586063,4.0,0.5456570156,0.0,0.0459770113,0.0191119401,0.0208818581,0.5901422976,1.0589993852,1.1954823e-07,1.0000000516,0.7657588616,0.5863866341,0.0057810088,0.0331343163,0.4170458321,0.2086777121,0.1374999999999999,0.0705882352941176,0.1234567901234569,0.1097560975609757,0.2133333333333333,0.2465753424657535,0.3999999999999999,0.2816901408450705,0.1818181818181818,0.1097560975609757,0.1234567901234569,0.0459770114942528,0.0769230769230768,0.205298013245033,0.4444444444444444,0.4559999999999999,0.318840579710145,0.368421052631579,0.3999999999999999,0.5294117647058822,0.5041322314049588,0.7169811320754718,0.6545454545454545,0.6851851851851851,0.6545454545454545,0.4918032786885247,0.4444444444444444,0.5689655172413792,0.625,0.6545454545454545,0.467741935483871,0.4444444444444444,0.6545454545454545,0.7009345794392523,0.6697247706422018,0.625,0.5294117647058822,0.5964912280701755,0.5423728813559323,0.625,0.5294117647058822,0.625,0.2465753424657535,0.2133333333333333,0.1895424836601307,0.3893129770992367,0.318840579710145,0.5423728813559323
48581,0.6640181719,0.1120433001,-0.848114027,0.0120347938,1.4260663552,1.77765876,0.1539576321,0.1030683111,0.3528557789,1.0674061433,-0.025112424,0.0630727277,1.1407040828,-0.01576495,0.0630727277,7.0,0.0029788835,0.0,0.1548342202,-0.080130815,0.0140239562,0.0814266717,0.0629116097,0.0356857924,0.4302931596,0.4630239745,0.0,1.5518065987,0.0852672558,1.2662257594,0.1199356556,8.7513493393,9.3973086403,0.1400709297,0.0,0.0,1.0,1.0,0.0,1.1940553746,6.0,-0.023370934,0.0226634428,0.0106696872,-0.275588241,-4.906852192,0.5499012439,-0.187270688,-24.72367216,0.2347907375,11.802979722,0.0025420391,0.017956126,0.0522978006,0.0640735405,0.0893926854,0.0439786634,1.0,0.0102787496,-0.031316516,4.0,1.0268175583,0.0,0.051282052,0.0253004623,0.0353092155,0.6164859278,5.5425219624,3.5931985e-08,1.4593543e-08,1.6549177108,2.7387526294,0.006581877,0.0573671946,0.1979198059,0.2142591543,0.0212765957446807,0.0827067669172931,0.2100840336134453,0.2413793103448276,0.1999999999999999,0.2100840336134453,0.4399999999999999,0.3211009174311927,0.0992366412213741,-0.0270270270270269,-0.1529411764705882,0.0140845070422535,0.1707317073170731,0.1900826446280992,0.1900826446280992,0.0285714285714284,-0.4074074074074074,-0.4098360655737705,-0.3043478260869565,-0.2421052631578947,-0.1529411764705882,0.1338582677165354,0.0666666666666666,0.006993006993007,0.2857142857142858,0.0285714285714284,0.2413793103448276,0.5,0.5319148936170213,0.7349397590361446,0.4257425742574257,0.2972972972972973,0.263157894736842,0.180327868852459,0.3584905660377357,0.2100840336134453,0.2972972972972973,0.3980582524271845,0.4545454545454546,0.6941176470588235,0.5157894736842106,0.8,-0.0204081632653061,-0.1627906976744185,0.180327868852459,0.6179775280898876,0.8,0.8461538461538463
44652,1.0995236269,0.245090348,-13.43967659,0.0725148804,3.6017293254,26.944242357,0.102277665,0.0489840618,1.251361184,0.0024434942,0.0189159347,0.0729070101,1.4961116619,-0.12159218,0.0729070101,7.0,0.0203357843,0.0191082803,0.1054073727,0.0475462503,0.0267570836,0.1253319476,0.0521396568,0.0850786393,0.1874989749,0.5402112328,0.0,1.314914007,0.038321413,0.2333020444,0.1674985038,133.86501424,182.31903196,0.1546584211,0.0,0.0,1.0,0.0,0.0,5.3833116037,6.0,0.0028041835,0.1601171853,-0.004518771,-0.252095715,-0.398692771,0.605354042,-0.893736418,116.03989508,0.0638720064,13.428927065,0.0043557004,0.0121961649,0.0405736529,0.4062264985,0.0418231298,-0.007356382,0.0,0.0178333747,0.0063291141,0.0,0.3813733553,0.0,0.0528455302,0.0240145417,0.0223298401,0.9144252489,3.325549897,2.4298576e-08,5.1166126e-08,0.6724475207,0.4521856681,0.1077193435,0.0387734748,0.298133263,0.6950173826,0.0724137931034483,0.2244094488188976,0.4532710280373833,0.3177966101694915,0.4136363636363636,0.5396039603960396,0.7277777777777779,0.6902173913043479,0.5707070707070707,0.4880382775119618,0.5628140703517588,0.4465116279069767,0.5245098039215685,0.718232044198895,0.6631016042780749,0.8187134502923976,0.5320197044334976,0.3946188340807175,0.3822222222222222,0.4398148148148149,0.3463203463203463,0.3640350877192981,0.5245098039215685,0.6542553191489362,0.8622754491017963,0.4669811320754717,0.3640350877192981,0.460093896713615,0.433179723502304,0.3521739130434782,0.2244094488188976,0.2101167315175096,0.4532710280373833,0.6197916666666667,0.4880382775119618,0.5245098039215685,0.5245098039215685,0.5707070707070707,0.4398148148148149,0.407239819004525,0.4669811320754717,0.5245098039215685,0.3405172413793103,0.329059829059829,0.5549999999999999,0.6542553191489362,0.7087912087912087,0.7873563218390804
44548,0.706790062,0.1344847679,-2.463847566,0.0188289512,1.071854979,4.777162291,0.0510242237,0.0828838636,0.8681857918,0.5,0.0197041161,0.1394056019,1.773166801,-0.103979158,0.1394056019,8.0,0.1192834913,0.347826087,0.1470659984,-0.093623384,-0.003176572,0.1054016279,-0.001144847,0.1938080393,0.1951850834,0.5498223512,0.0,3.0537995741,0.0291469578,0.6262643066,-0.354940647,42.571463061,56.308797701,0.1757728505,0.0,0.0,1.0,0.0,0.0,2.3236897563,5.0,0.0110030997,0.2649421564,0.3272230856,-0.737774946,0.3096826054,-0.728193028,-0.400882501,-266.267077,0.1009787408,11.94988924,-0.000358645,0.0111649302,0.0280966709,0.018038851,0.119639309,-0.001373208,0.0,0.0009590032,0.010416667,5.0,0.7929457364,0.0,0.0879999995,0.0359027481,0.0297227541,1.0020335014,3.1572960544,9.7699688e-08,3.1311896e-08,1.0246691336,1.0499468334,-0.015312605,0.0432729572,0.3834321829,0.4169777461,0.1022727272727272,0.0543478260869565,0.1411764705882352,0.1616766467065868,0.1022727272727272,0.1616766467065868,0.3661971830985915,-0.1637931034482759,-0.2623574144486692,-0.2538461538461538,-0.250965250965251,-0.1018518518518518,-0.1181818181818181,-0.03,0.1547619047619046,0.3287671232876712,0.2933333333333332,0.4370370370370371,0.3472222222222223,0.4696969696969697,0.6033057851239669,0.7321428571428572,0.564516129032258,0.6724137931034482,0.8653846153846154,0.515625,0.4264705882352941,0.5901639344262295,0.7017543859649122,1.0638297872340423,0.7477477477477477,0.8653846153846154,1.0208333333333337,1.086021505376344,1.086021505376344,0.94,0.8653846153846154,1.0638297872340423,0.9595959595959596,0.979591836734694,1.2045454545454546,1.3950617283950617,0.9019607843137254,0.5038759689922481,0.9595959595959596,1.1797752808988764,0.564516129032258,0.6033057851239669
45583,0.4787332609,0.0787368238,4.9546443217,0.0207067621,0.3152619281,1.3201593237,0.1877467293,0.0942699039,0.6037509688,0.0001622586,0.0344560588,0.0486022653,0.4701132201,0.041721602,0.0486022653,8.0,0.0331359521,-0.01754386,0.1133210246,0.1086414367,0.0399265782,0.1514204432,0.017727231,0.0900881415,0.1380245259,0.6106271228,0.0,5.3935710582,0.0381534497,2.3633273806,0.0425946974,17.595841342,7.0006604331,0.3338830743,0.0,0.0,1.0,0.0,0.0,1.0066223102,6.0,0.0117785299,0.0230569255,-0.032807692,-0.829590122,9.4729000469,0.5682272419,0.0646315762,74.313672451,0.1594209882,12.260167761,0.001112514,0.0269235204,0.044584163,0.0140428304,0.1095332712,-0.023062167,1.0,0.0033571277,0.0073559796,4.0,0.9341818599,0.0,0.1260504276,0.0457103448,0.0445752105,0.7624220401,3.4808316246,3.5738697e-08,1.8834947e-08,1.1110297883,1.2343871905,-0.057004972,0.0545946778,1.0021421976,0.2884639722,-0.0131578947368421,-0.1712707182320442,-0.2424242424242424,-0.1666666666666666,-0.2146596858638743,-0.0909090909090909,0.1811023622047243,0.1627906976744186,0.0714285714285714,0.1029411764705883,0.1029411764705883,0.3761467889908256,0.5,0.7045454545454546,0.5625,0.5625,0.4423076923076923,0.3392857142857142,0.7647058823529411,0.6483516483516483,0.8292682926829269,1.4193548387096775,1.459016393442623,1.7777777777777777,1.9411764705882355,1.6315789473684212,1.459016393442623,1.8846153846153848,1.9411764705882355,2.125,1.8301886792452828,1.5862068965517242,2.061224489795918,2.061224489795918,2.061224489795918,2.125,2.191489361702128,2.260869565217391,2.0,1.8846153846153848,2.191489361702128,2.409090909090909,1.34375,1.380952380952381,1.6315789473684212,1.8846153846153848,1.6785714285714284,1.6785714285714284
57920,0.3337590877,0.0749085033,8.4535792065,0.0070588259,0.4682084841,1.7858748646,0.1732572512,0.2697049462,0.7000979884,1.1225786925,0.2358392859,0.0957747592,0.9164596609,0.0062578818,0.0957747592,7.0,0.0724391496,0.3,0.2857617157,-0.038997127,-0.067357587,0.1683004072,0.0219421446,0.1146848041,0.3204660393,0.6087139211,0.0,2.3433952002,0.0632236173,1.0788904752,0.1864039632,41.803143642,6.4943071492,0.2088423224,0.0,0.0,1.0,1.0,0.0,1.6848953332,4.0,0.0065055956,0.1127202899,0.2846206299,-0.700266623,-0.388942253,1.1569030895,-6.398286925,193.10551625,0.5281310274,12.512651604,-0.001232248,0.016792201,0.0422091582,0.0879170089,0.0634344222,-0.005305624,1.0,-0.004379116,-0.018169113,5.0,0.5788297923,0.0,0.0709219873,0.0256852252,0.0407064057,0.5710129113,1.7736306723,3.2224971e-08,3.5376312e-08,1.8337588842,3.3626716454,0.0271145368,0.0512500119,0.5177736015,0.0076028285,0.0521739130434781,0.0083333333333333,0.1747572815533979,-0.032,-0.0162601626016259,-0.0081967213114754,0.0083333333333333,-0.0902255639097744,-0.5709219858156028,-0.6170886075949367,-0.5827586206896551,-0.5485074626865671,-0.6019736842105263,-0.5236220472440944,-0.4646017699115043,-0.5518518518518518,-0.6058631921824105,-0.4915966386554622,-0.3631578947368421,-0.6461988304093567,-0.5709219858156028,-0.4622222222222222,-0.5120967741935484,-0.4692982456140351,-0.4182692307692307,-0.4915966386554622,-0.4372093023255814,-0.3697916666666666,-0.2484472049689441,0.0168067226890755,-0.1538461538461538,-0.1538461538461538,-0.1037037037037037,-0.0162601626016259,0.0168067226890755,0.1415094339622642,0.1415094339622642,0.4938271604938271,0.4756097560975609,0.6575342465753424,0.6351351351351351,0.7536231884057971,0.2736842105263157,0.2604166666666667,0.3595505617977528,0.3908045977011494,0.4069767441860465,0.5316455696202531
10559,1.4678121083,0.1774205442,-71.44321608,0.0862107107,2.1347372918,6.9957738851,0.1264395451,0.5256364418,0.7295231229,0.002217131,0.7684320949,0.069629829,1.2865107347,-0.05083289,0.069629829,8.0,0.1393380027,0.2121212121,0.4092651613,0.5153387528,-0.003982916,0.0710514508,-0.20751645,0.5303402683,0.0569503902,0.5191743909,0.0,1.6413702018,-0.101560533,0.5407658322,-0.371609851,251.3678392,14.572839807,0.1910055507,0.0,0.0,1.0,0.0,0.0,1.2386723599,1.0,0.0096228702,0.2160527592,0.1915182108,0.0232471004,-0.012615742,-0.211270699,-0.347736234,53.179436243,0.1009787408,13.29145193,-0.003333967,0.0003011278,0.000653247,0.4251587054,0.0130091368,-0.144072672,0.0,-0.00882271,0.0371584725,4.0,0.9055465248,0.0,0.035911601,0.0154930002,0.019621717,0.5661076097,2.0258026489,5.6584222e-09,2.301325e-08,0.8908107606,0.7935438112,0.1469416947,0.0389328815,0.1910870648,0.4169777461,0.0317460317460318,0.0970464135021096,0.1206896551724137,0.3265306122448979,0.2560386473429952,0.1926605504587155,0.2621359223300972,0.25,0.1764705882352941,0.1206896551724137,0.1403508771929824,0.1504424778761062,0.0612244897959184,0.2264150943396226,0.2871287128712871,0.3265306122448979,0.4285714285714286,0.3978494623655915,0.2807881773399014,0.3333333333333332,0.2745098039215685,0.4525139664804469,0.4942528735632183,0.7931034482758621,0.7931034482758621,0.7105263157894737,0.5384615384615385,0.5476190476190477,0.7218543046357615,0.8309859154929577,0.5950920245398772,0.5294117647058822,0.7567567567567568,0.8055555555555556,0.8181818181818181,0.6666666666666667,0.8571428571428572,1.0,0.9696969696969696,0.9847328244274808,0.7931034482758621,0.8055555555555556,0.625,0.5950920245398772,0.5116279069767442,0.5476190476190477,0.5204678362573099,0.3265306122448979
