firms,roaq,nincr,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30
15763.0,0.0043799176,1.0,0.0916666666666665,0.0155038759689922,0.1801801801801801,0.1391304347826087,0.0234375,0.0234375,0.0396825396825397,-0.0839160839160839,-0.0223880597014924,0.048,-0.0150375939849624,0.0,-0.0150375939849624,0.0234375,0.0076923076923076,-0.0709219858156028,-0.0296296296296296,0.0,-0.0642857142857142,-0.0367647058823529,0.1196581196581196,0.1008403361344538,0.1101694915254236,0.0650406504065039,0.0234375,-0.0902777777777777,-0.0902777777777777,-0.1656050955414012,-0.3105263157894736,-0.4099099099099099
21020.0,0.0147525861,1.0,-0.0317460317460317,-0.0861423220973782,-0.1159420289855072,0.0,-0.1159420289855072,-0.1557093425605537,-0.1756756756756756,-0.0687022900763358,0.1090909090909091,-0.0161290322580645,-0.0722433460076045,-0.1893687707641196,0.1563981042654028,0.1192660550458715,0.1674641148325359,0.4269005847953215,0.4022988505747127,0.2323232323232322,0.4269005847953215,0.7553956834532374,1.1785714285714284,0.6944444444444444,1.0854700854700856,0.7183098591549295,0.9365079365079364,1.1403508771929824,1.238532110091743,1.44,1.8705882352941177,1.772727272727273
62500.0,0.0362595945,3.0,0.2098765432098766,-0.02,-0.1171171171171171,-0.1764705882352941,-0.1833333333333333,-0.2575757575757575,-0.2222222222222222,-0.1833333333333333,-0.3194444444444444,-0.3509933774834437,-0.3836477987421384,-0.4269005847953216,-0.4814814814814815,-0.2846715328467153,-0.3378378378378378,-0.3950617283950617,-0.367741935483871,-0.3594771241830066,-0.3194444444444444,-0.3466666666666667,-0.2222222222222222,-0.125,-0.0925925925925925,0.101123595505618,0.2250000000000001,0.0103092783505154,0.2894736842105263,0.1666666666666667,0.0425531914893617,0.0425531914893617
28636.0,0.0203361368,2.0,-0.0947368421052631,0.0117647058823529,-0.0444444444444444,-0.0337078651685393,-0.1730769230769231,-0.2389380530973451,-0.312,-0.1485148514851485,-0.2773109243697479,-0.2110091743119265,-0.0227272727272727,0.0886075949367088,0.1168831168831168,0.6538461538461537,0.7916666666666667,1.0,1.9655172413793105,2.185185185185185,1.8666666666666667,2.739130434782609,2.185185185185185,2.071428571428572,2.185185185185185,1.9655172413793105,1.606060606060606,1.606060606060606,1.6875,1.5294117647058822,1.3888888888888888,1.5294117647058822
28652.0,-0.006138161,1.0,-0.0999999999999999,-0.0999999999999999,-0.0999999999999999,-0.3076923076923077,-0.25,-0.4,-0.4375,-0.5,-0.55,-0.6538461538461539,-0.6785714285714286,-0.7,-0.71875,-0.6538461538461539,-0.6785714285714286,-0.6086956521739131,-0.5263157894736843,-0.5714285714285714,-0.625,-0.5909090909090908,-0.4375,-0.5263157894736843,-0.3571428571428571,0.0,-0.25,-0.1818181818181817,0.0,0.0,-0.0999999999999999,0.0
56899.0,0.022001213,5.0,-0.0240963855421686,-0.0470588235294118,-0.029940119760479,-0.1382978723404255,-0.15625,-0.2534562211981567,-0.2767857142857143,-0.0240963855421686,-0.2669683257918552,-0.2248803827751195,-0.2058823529411765,-0.5276967930029155,-0.3305785123966942,-0.3221757322175732,-0.2211538461538461,-0.2211538461538461,-0.1649484536082474,-0.0581395348837209,-0.1098901098901099,0.148936170212766,0.3278688524590163,0.1408450704225352,0.265625,0.1999999999999999,0.1571428571428572,0.0318471337579617,0.0945945945945945,0.1172413793103448,0.4464285714285714,0.4594594594594594
27991.0,0.0138882063,1.0,0.0072992700729928,0.069767441860465,-0.0416666666666666,-0.086092715231788,-0.1038961038961039,-0.1096774193548386,-0.2159090909090909,-0.28125,-0.28125,-0.2923076923076922,-0.3065326633165829,-0.2849740932642487,-0.3168316831683168,-0.31,-0.2923076923076922,-0.31,-0.299492385786802,-0.2923076923076922,-0.25,-0.2375690607734806,-0.2417582417582418,-0.2459016393442623,-0.1153846153846154,-0.1636363636363637,-0.1533742331288343,-0.1481481481481481,-0.1686746987951807,-0.1210191082802547,-0.0675675675675675,-0.1096774193548386
20482.0,0.0342775356,1.0,0.1044303797468353,-0.0141242937853107,0.0607902735562309,0.0325443786982249,0.0,-0.0359116022099447,-0.0278551532033426,-0.1382716049382716,-0.0981912144702842,-0.0718085106382978,-0.1028277634961439,-0.0935064935064935,0.005763688760807,-0.0618279569892472,0.0145348837209302,0.087227414330218,0.0804953560371517,0.1258064516129031,0.1405228758169934,0.1711409395973153,0.2508960573476702,0.2464285714285714,0.4481327800829875,0.5240174672489082,0.5108225108225108,0.430327868852459,0.5043103448275863,0.517391304347826,0.5043103448275863,0.6157407407407407
10057.0,0.0025597006,3.0,-0.0608108108108108,-0.1726190476190476,-0.1726190476190476,-0.2320441988950276,-0.3015075376884422,-0.3118811881188119,-0.3412322274881516,-0.2277777777777777,-0.2362637362637363,-0.2684210526315789,-0.2191011235955056,-0.3186274509803921,-0.2320441988950276,-0.1419753086419752,-0.1089743589743589,-0.0544217687074829,-0.0733333333333333,-0.0413793103448275,-0.0211267605633802,-0.0671140939597315,-0.0794701986754966,-0.1524390243902439,-0.0211267605633802,-0.0141843971631205,-0.1257861635220125,-0.2146892655367231,-0.191860465116279,-0.2102272727272727,-0.2445652173913043,-0.1775147928994083
28695.0,0.0249906519,2.0,0.0,-0.2142857142857143,-0.3529411764705882,-0.3333333333333333,-0.5510204081632653,-0.5,-0.5849056603773585,-0.5217391304347826,-0.5769230769230769,-0.639344262295082,-0.4499999999999999,-0.6140350877192983,-0.6333333333333333,-0.639344262295082,-0.7027027027027026,-0.5416666666666667,-0.3529411764705882,0.2222222222222223,-0.0434782608695651,0.2941176470588236,0.375,0.375,0.1578947368421053,0.1,0.2941176470588236,0.2941176470588236,0.8333333333333333,0.375,0.2222222222222223,1.0
