firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38
54594.0,0.0013271836,0.0075760778,0.0163657486,0.0467438466,0.0694206076,-0.007478187,0.0,0.0007939851,0.3881964809,-0.048000155,-0.0148148148148148,-0.0699300699300699,0.0901639344262295,0.209090909090909,0.3711340206185567,0.209090909090909,0.2314814814814814,0.2429906542056075,0.2666666666666666,0.3571428571428572,0.2788461538461537,0.2314814814814814,0.1981981981981981,0.2314814814814814,0.1565217391304347,0.064,0.0725806451612902,0.0472440944881888,0.0075757575757575,0.146551724137931,0.209090909090909,0.1981981981981981,0.2912621359223302,0.2547169811320755,0.2547169811320755,0.2314814814814814,0.2314814814814814,0.303921568627451,0.4148936170212767,0.3434343434343434,0.3999999999999999,0.4148936170212767,0.3999999999999999,0.3999999999999999,0.4148936170212767,0.3854166666666667,0.33,0.2547169811320755
10154.0,0.0002315934,0.0033767736,0.0053654935,-0.016889793,0.0070616706,0.0031783884,0.0,-0.000254194,2.4807649409,-0.008620043,0.0384615384615385,0.1933701657458564,0.1868131868131868,0.5,0.5211267605633803,0.6615384615384616,1.6024096385542168,1.9189189189189189,2.0,2.085714285714286,2.0,2.085714285714286,2.0,1.7692307692307692,2.6,2.4838709677419355,2.176470588235294,2.2238805970149254,2.176470588235294,2.375,2.085714285714286,2.375,3.0,3.0754716981132075,3.695652173913044,4.142857142857143,3.3200000000000003,3.153846153846154,3.153846153846154,3.153846153846154,3.5,2.857142857142857,3.3200000000000003,2.7241379310344827,3.695652173913044,3.5,2.857142857142857,2.857142857142857
11624.0,0.0139973628,0.0423138276,0.046993007,0.0180421979,0.2926475331,-0.012074499,0.0,0.0044136286,2.0828107601,-0.004007749,0.2592592592592593,0.5,1.3720930232558142,1.3448275862068964,1.6493506493506491,2.4,2.090909090909091,2.7777777777777777,2.1875,2.290322580645161,2.5172413793103448,2.0,2.290322580645161,1.914285714285714,1.914285714285714,1.8333333333333333,1.8333333333333333,1.2173913043478262,1.3181818181818183,1.4878048780487805,1.2173913043478262,0.9245283018867924,0.7435897435897436,1.5822784810126582,1.6153846153846154,1.6153846153846154,1.914285714285714,2.1875,1.7567567567567566,2.1875,2.0,1.6493506493506491,2.1875,2.642857142857143,34.47826086956522,44.333333333333336,44.333333333333336,44.333333333333336
11790.0,0.0324118021,0.0539506265,0.0828949834,-0.006972112,0.0968745126,-0.083300113,1.0,0.0358802884,5.3377144184,0.0208163261,0.0140845070422535,0.0140845070422535,0.0827067669172931,0.1076923076923077,0.1428571428571428,0.0746268656716417,0.125,0.0434782608695651,0.0434782608695651,0.0588235294117647,0.0909090909090908,0.0359712230215827,0.0909090909090908,0.0909090909090908,0.0,-0.0588235294117647,-0.0270270270270269,-0.1529411764705882,-0.1627906976744185,-0.1219512195121951,-0.04,-0.0526315789473684,-0.0526315789473684,-0.0526315789473684,-0.04,-0.0270270270270269,-0.0526315789473684,-0.04,-0.04,-0.0769230769230768,-0.1219512195121951,-0.1428571428571429,-0.0999999999999999,-0.1325301204819277,-0.1111111111111111,-0.1479289940828402,-0.1818181818181817,-0.1864406779661016
12117.0,-0.000130531,0.0023704707,0.004157181,-0.187926866,0.1122550453,0.0511220933,0.0,0.0965950283,-0.268395555,0.0606240975,-0.1710484210526315,-0.1923035897435897,0.0161341935483871,0.1666725925925927,0.0500053333333334,0.0862124137931035,-0.2840872727272727,-0.1710484210526315,-0.1710484210526315,-0.3942276923076923,-0.4374971428571428,-0.4374971428571428,-0.4166637037037036,-0.4919329032258064,-0.4749973333333332,-0.50781,-0.5624977777777778,-0.5961517948717949,-0.50781,-0.4568937931034482,-0.4568937931034482,-0.4749973333333332,-0.4749973333333332,-0.5855242105263158,-0.6420436363636364,-0.6249980952380952,-0.6718733333333333,-0.5855242105263158,-0.6249980952380952,-0.6849984,-0.6849984,-0.5961517948717949,-0.2840872727272727,-0.2840872727272727,-0.1249955555555555,-0.0156199999999999,-0.3437466666666666,-0.3699968
12320.0,-0.00042233,0.021447471,0.0381959161,0.0624492508,0.0056067351,0.166830494,0.0,0.0005263158,-0.009673717,0.0242171586,0.0133333333333334,0.0,-0.0379746835443037,-0.05,-0.05,0.0066225165562914,-0.0440251572327043,-0.1005917159763313,-0.0617283950617284,-0.0559006211180124,-0.1783783783783783,-0.1058823529411764,-0.0898203592814371,-0.1314285714285714,-0.1111111111111111,-0.1739130434782608,-0.24,-0.2361809045226131,-0.2124352331606217,-0.1005917159763313,-0.05,0.0482758620689656,0.0133333333333334,0.0201342281879195,0.0629370629370629,0.0201342281879195,-0.1508379888268156,-0.0318471337579617,-0.0193548387096774,-0.0318471337579617,0.0,0.2063492063492062,0.1603053435114503,0.2459016393442623,0.4074074074074074,0.2991452991452992,0.2063492063492062,0.1176470588235294
13056.0,0.0003113437,0.008365306,0.0126414264,0.0130945405,0.0191500667,-0.039795285,0.0,0.0,1.0190496833,0.0293617307,0.0165289256198346,0.0468085106382978,0.0884955752212388,0.1284403669724769,0.0292887029288702,0.0468085106382978,0.1131221719457014,0.1388888888888888,0.1081081081081081,0.1232876712328767,0.0649350649350648,0.0249999999999999,0.0512820512820513,0.0249999999999999,0.0933333333333332,0.0512820512820513,0.1658767772511848,0.1031390134529148,0.0123456790123457,-0.0955882352941176,-0.0080645161290322,0.055793991416309,-0.016,-0.4864300626304801,-0.4732334047109208,-0.4628820960698689,-0.4545454545454546,-0.4305555555555556,-0.4100719424460431,-0.359375,-0.3474801061007957,-0.3834586466165414,-0.365979381443299,-0.3740458015267175,-0.3185595567867035,-0.3011363636363636,-0.3089887640449438,-0.282798833819242
13283.0,5.54508e-05,0.0390716014,0.0502854507,0.0024938401,0.5602008352,0.0093381048,0.0,0.0004479952,-0.09270217,-0.030837857,0.0260869565217392,0.0,0.2486772486772486,0.2826086956521738,0.388235294117647,0.4567901234567901,0.6275862068965516,0.7611940298507462,0.6619718309859155,0.6503496503496504,0.542483660130719,0.5838926174496644,0.6164383561643836,0.6054421768707483,0.7101449275362319,0.7226277372262773,0.8294573643410852,0.7352941176470589,0.8294573643410852,0.7352941176470589,0.7611940298507462,0.6857142857142857,0.91869918699187,1.088495575221239,0.3111111111111111,0.4842767295597483,0.4303030303030304,0.4131736526946108,0.5838926174496644,0.6054421768707483,0.5128205128205128,0.4047619047619046,0.6857142857142857,0.9344262295081966,0.8015267175572518,0.8015267175572518,0.9831932773109244,0.8153846153846154
13646.0,-0.009078715,-0.008501787,-0.022041724,0.0162974684,0.1468895341,-0.063293169,0.0,-0.036392405,-0.339222954,0.0017368644,-0.1071428571428571,-0.1379310344827586,-0.1304347826086956,-0.1379310344827586,-0.1379310344827586,-0.0384615384615384,0.098901098901099,0.25,0.0,-0.0384615384615384,0.0204081632653061,-0.0566037735849056,-0.074074074074074,-0.1071428571428571,-0.0909090909090909,-0.0196078431372549,-0.074074074074074,0.0204081632653061,0.0,0.0416666666666667,0.0,-0.0384615384615384,-0.074074074074074,-0.1379310344827586,-0.0384615384615384,-0.074074074074074,0.0,0.1111111111111111,0.0869565217391303,0.0416666666666667,0.0416666666666667,0.0638297872340425,0.1363636363636364,0.0204081632653061,-0.0384615384615384,-0.0909090909090909,-0.074074074074074,-0.0384615384615384
50091.0,-0.001265765,0.0122163117,0.0356436415,0.2037025186,0.0218690733,-0.037903409,2.0,0.0,0.3290229885,0.0137340974,0.0140350877192982,-0.0034482758620689,0.0395683453237409,-0.0136518771331057,0.0625,0.066420664206642,0.1333333333333333,0.2403433476394849,0.1115384615384615,0.024822695035461,0.0034722222222223,-0.0034482758620689,-0.0203389830508474,0.0176056338028169,0.0034722222222223,-0.0302013422818792,-0.0796178343949044,-0.1321321321321321,-0.1321321321321321,0.0034722222222223,-0.0136518771331057,-0.0203389830508474,-0.0493421052631578,-0.0493421052631578,-0.0203389830508474,0.0586080586080586,0.1201550387596899,0.1606425702811245,0.12890625,0.1201550387596899,0.0743494423791821,0.0321428571428572,0.0823970037453183,0.0703703703703704,0.1377952755905511,0.1333333333333333,0.1747967479674796,0.1747967479674796
