firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
26834,0.2154645928,-0.123182684,-0.842285079,0.0,3.1676798629,2.7182522538,-0.033799503,0.1308039112,0.2845951168,0.0,0.1890765144,0.0162783029,0.4212172924,-0.175069361,0.0162783029,6.0,0.006001319,0.3140132062,0.0713772819,0.0411207592,-0.08573426,0.0399377363,-0.009988875,-0.339916282,0.5545654119,0.0,1.690208366,1.6152592825,3.8687110446,2.7518975669,-0.031456327,0.0,0.0,0.0,1.0,0.0,1.6810132017,1.0,-0.381076104,0.2217562371,-0.256131246,0.2048590158,-0.165685786,-0.257705963,-173.1256531,0.1071316187,10.060598133,-0.00940481,-0.000467176,-0.007037748,-0.394167142,0.0663101364,0.2576501298,2.0,-0.054274663,-0.548035345,0.0033741184,2.0,9.1156450031,0.1822134387,0.0,0.1666666716,0.0778992654,0.0714809561,1.1915836131,0.4998636475,1.78965e-05,2.8636365813,1.4122566629,1.9944688819,0.5563467542,0.0740184417,0.0337643601,0.2628696769
39335,0.4920465316,0.0975960063,-17.78409451,0.0507374109,1.3325608547,0.9271620595,0.0991022099,0.0638884515,0.3216153836,0.0126875312,0.0485046625,-0.07628894,-1.391025641,0.2333545534,0.0762889403,14.0,0.0001381638,0.0588343615,0.0201380904,-0.266322187,0.0999253862,0.1074023615,0.0967599744,0.0990615705,0.5043220801,0.0,0.6818885449,0.6068111455,72.292682927,4.1746478873,0.1886355152,0.0,0.0,1.0,0.0,0.0,1.0878823047,7.0,-0.775444365,-2.038638498,-20.03117401,-1.158857806,0.8421978077,-5.963413677,1187.7331554,0.0600574642,15.293411431,-0.005217141,0.0113868117,0.0421383648,0.0114596387,0.0137485506,0.0824255389,1.0,-0.000483871,0.4431173741,-0.039577025,6.0,14.544058666,0.5032747482,0.0,0.072115384,0.0268582712,0.0415435267,0.4605133708,1.6169987484,1.8917683e-09,3.057066e-08,0.9162395493,0.8394949117,0.0170720601,0.0361959044,-0.519303096,0.2740413841
26965,0.2396262025,0.0176051306,9.1220729111,0.0,0.2578616583,0.9695868071,0.0811464546,-0.087884326,0.6388679854,0.0009170105,-0.193628237,-0.288280437,-8.538717735,0.167930371,0.2882804374,9.0,0.0,0.0542635659,0.095443931,0.2702830941,0.0030311152,0.6809898331,0.008170286,0.061976223,0.5144675585,0.0,1.4582739747,1.4582739747,17.600851517,4.3336172443,0.2411307923,0.0,0.0,0.0,0.0,1.0,1.5076983044,7.0,-0.020530564,-0.294455464,-4.718755494,5.9007527929,1.9172010715,-0.758384025,-341.0508237,0.1508177501,11.522974801,-0.01343361,-0.008751252,-0.018168471,0.0080638776,0.0689832359,0.0694864408,0.0,-0.016074766,-0.221628045,-0.058210611,6.0,10.731766407,0.4693223443,0.0,0.0776699036,0.0347635916,0.0286514981,0.7830455814,1.6508539275,1.1644541e-07,4.5030397e-08,1.5945779931,2.542678976,0.0582476991,0.0732009784,0.7416472671,0.0688321729
38914,1.2721782196,0.0020729445,-6.740831228,0.0006096896,1.7835858159,4.4242732043,-0.005025779,-0.039831729,0.4922307284,0.0015578937,-0.068403286,0.0376249492,12.48046875,-0.116572642,0.0376249492,14.0,0.0511204346,-0.028985507,0.0777662261,0.0804377671,-0.027212153,0.3282649096,0.0426741454,0.0064634382,0.561088731,0.0,1.8228316465,1.027424094,18.334007074,5.1153249683,0.1292534951,0.0,0.0,1.0,1.0,1.0,1.1658306,3.0,-0.435356863,-0.454751281,-79.39344799,0.2018071011,6.0538832092,-21.61044643,763.49160906,0.1274421475,13.47357784,-0.005263774,-0.174439197,-0.467738901,-0.160349505,0.1333151829,-0.132284946,0.0,-0.488365193,-0.03262674,-0.023088166,2.0,13.340338596,0.7583197728,0.0,0.0461538471,0.0215790975,0.0391998746,0.681033314,2.3105911208,9.6560166e-09,2.4455897e-08,1.5987951106,2.5561458057,0.1941101251,0.0488624569,-0.227513232,0.0915246652
87012,0.6756941846,-0.042655736,0.2596277907,0.0034527408,0.2490648975,0.832218435,-0.118618477,-0.389872319,0.1425732624,-0.018168335,0.0521118201,-0.018895493,-0.561551433,-0.018702346,0.0188954932,4.0,0.0720071496,-0.605263158,-0.43762304,0.2657784909,0.257321005,0.2305215712,-0.009022179,-0.481007763,0.5345076745,0.0,2.6545879603,1.3940677966,5.1215139442,4.8961066441,-0.069593544,0.0,0.0,1.0,0.0,0.0,0.1682090665,3.0,-0.133295547,-1.04853986,0.1919683562,-0.750327701,-0.131742453,-0.031704042,-148.275227,0.5269949722,9.956269738,0.0,0.0078195151,0.0107179487,0.1731384499,0.1197219939,0.1502812465,2.0,0.0049760088,0.2068857726,0.0006410256,3.0,9.9111952716,0.674571555,0.0,0.1034482792,0.0454570722,0.0414829624,1.1503341329,1.9431913115,1.6390876e-06,4.1071333e-08,1.4644857049,2.14471838,-0.043615591,0.0820288554,-0.343358395,-0.047334941
27087,0.1989436542,0.0302918804,39.754241545,0.0,0.1465593023,0.2675665493,0.1527161995,1.3827862775,0.8272157444,1.3455299887,1.3296051201,-0.261739297,-2.119112144,0.094483772,0.2617392968,6.0,0.0754008735,1.8727272727,2.1667669103,2.4855847713,0.7649988508,0.180845526,1.0113824503,1.4235439783,0.4543904236,0.0,0.7890288501,0.4253352296,15.279941958,24.371194588,0.652290753,0.0,0.0,1.0,0.0,0.0,1.4119958093,7.0,-0.358880397,1.5321157107,-0.339769642,148.88675779,0.1521086449,0.173049222,198.6559106,0.1286190066,13.828331764,0.0244959953,0.0366452364,0.0592960163,0.0439762406,0.036228691,-0.054628384,2.0,-0.000525547,0.4261283893,-0.077739904,5.0,14.065564748,0.8288430251,0.0,0.0629921257,0.0265727238,0.039062493,0.5116606555,2.4637922023,4.9794648e-09,2.2052906e-08,1.9713382025,3.8861743085,0.0297358535,0.0786262728,-0.262569839,0.1298806105
21979,0.6470839243,0.0819835993,-68.37465921,0.0332075847,0.9543541845,1.5526642861,0.109860466,0.1535676987,0.3453006989,0.0125851495,0.1833848181,-0.030608947,-0.55817135,0.1277444957,0.0306089472,14.0,0.0211804521,0.0717592593,0.1887673072,0.1230190509,-0.016207467,0.1087644069,0.0728401471,0.1123041601,0.3884011199,0.0,1.6881571897,0.7906170627,609.83814034,5.7512747645,0.1434516356,0.0,0.0,0.0,0.0,0.0,0.7538100394,6.0,0.4026427617,-0.032842525,0.0662567108,2.1531435233,1.8054367628,0.1179876145,2324.9991201,0.0653410158,15.219804451,0.0030003946,0.0135092897,0.040502657,0.0934482735,0.0026232274,0.0317429373,1.0,0.0005555556,-0.007332205,-0.037557259,5.0,14.350388589,0.4066209962,0.0,0.0102389082,0.0088785778,0.0212477985,0.3937257329,0.8163649322,1.1046089e-09,4.2020714e-08,1.2465225406,1.5538184443,0.1000027826,0.0323068252,-0.038935919,-0.012519101
27430,0.5250468508,0.0836429561,3.0014215192,0.011635297,0.376489041,1.5237350281,0.1530561463,0.0708337164,0.3055629485,1.0107146368,-0.036059247,-0.016058176,-0.16735668,0.0976411635,0.0160581758,14.0,0.0161983811,0.0543706294,0.1235507491,0.0812467525,0.0009050129,0.09333421,0.1787658539,0.1633373352,0.6232579454,0.0,2.6615616836,1.8730682148,19.333488408,6.2124775762,0.3236351662,0.0,0.0,1.0,0.0,0.0,0.5410261502,8.0,0.0253212691,-0.382658091,0.3371709803,73.93528016,0.4121231467,0.0616668467,307.87849166,0.1411641835,13.368578912,0.0075506642,0.0328052771,0.0564326642,0.0767152264,0.0544685309,0.0047679964,1.0,0.0015517241,1.3298182442,0.1031698603,7.0,12.800072952,0.6931399744,0.0,0.05859375,0.0199678045,0.0258350829,0.6480568079,3.0654465481,5.5186953e-09,1.8172495e-08,1.1188765605,1.2518847576,-0.012615036,0.0438421997,-0.594911813,0.0890220075
59248,1.4480189785,0.0639094156,-11.59991411,0.0249652333,0.6935633845,2.0746830093,0.0411635525,0.078456951,0.4202182915,0.002076673,0.1978397954,-0.076840494,-2.481237333,0.2224838437,0.0768404939,14.0,0.0106062978,0.0606060606,0.1265662722,-0.266207151,-0.056516375,0.1078709637,0.1188546735,0.0293202922,0.5264942802,1.0,1.6921577253,1.0912603593,21.081391483,10.004450961,0.3392112348,0.0,0.0,0.0,0.0,0.0,0.5898880706,4.0,-0.008052006,-0.048431768,-483.0539958,6.0726273894,-0.012477287,-142.5659652,-415.8442166,0.0349451987,13.398994614,-0.001267234,0.010828272,0.0160199407,0.0620025547,0.0200927747,-0.024419792,1.0,0.0,-0.760085473,-0.026491228,7.0,12.280955139,0.4115881033,0.0,0.0647481978,0.0270405586,0.0313280337,0.4043643242,0.8904601653,1.2896237e-08,3.5794948e-08,0.7046280074,0.4965006288,0.3585293414,0.0422243106,-0.224271377,0.1766602778
21258,1.0850067281,0.2088910287,-2.24780285,0.0396429762,1.2175647816,2.9060750836,0.169681543,0.0165192022,0.3007059191,0.0069364162,-0.101023065,0.0634471593,0.6966573684,0.0633655544,0.0634471593,14.0,0.034503026,-0.024365482,0.3129464784,0.3087374516,-0.018582597,0.083130838,0.072628051,0.1915251296,0.5522249694,0.0,2.755949005,1.7986092274,7.7659276854,9.4870711891,0.2197143077,0.0,0.0,1.0,0.0,0.0,0.6728378994,6.0,-0.006245952,-0.274039187,0.423738671,0.429156397,0.7675151419,-0.068664289,-425.852518,0.0438873076,11.811150514,0.0021129515,0.0047997269,0.0098138517,0.0404426697,0.175966668,0.0053882431,0.0,-0.044330861,0.287761091,8.18996e-05,2.0,9.4122807156,0.1991099954,0.0,0.3695652187,0.0814553329,0.0150632086,1.5521853423,3.7961318996,5.0470344e-07,0.9545455051,1.8996404966,3.6086340163,0.0649146411,0.0635660554,0.1763942117,-0.067688893
62826,0.2837480148,-0.098597141,-76.22377622,0.0,1.7210164108,3.588141874,-0.010529823,0.1048304796,0.4554938202,0.09586657,0.1496773053,0.0176161616,0.4389261745,-0.141874007,0.0176161616,10.0,0.0373333333,0.2967032967,1.3491898449,1.1741358159,-0.058996002,0.3485881207,0.0636126545,0.0899847483,0.3962313337,0.0,1.014031571,0.3563016788,189.59440559,7.1234892275,-0.031832202,0.0,0.0,1.0,1.0,0.0,3.8500254194,2.0,0.0187916898,-0.052015733,-4.674633682,12.759317114,-0.322746031,-1.068188404,-401.7135737,0.1508177501,8.422992396,-0.003484899,0.0018262458,0.0063613232,0.1683639481,0.0242062885,-0.028465759,2.0,-0.025902146,2.5888709677,0.2142857164,0.0,7.2749991743,0.162730515,0.0,0.055555556,0.0403329073,0.1940988836,1.8510438571,0.7187088322,7.5061729e-06,11.454545792,1.3850273008,1.9183006239,-3.274418295,0.1561720511,0.716911758,0.0688321729
27239,1.8526631096,-0.242254048,-35.73513514,0.0,0.5002340167,3.0841523917,-0.045304046,-0.067102138,0.4237307007,0.0005619556,0.169109604,-0.053609831,-0.539412674,-0.111579144,0.053609831,9.0,-0.009024578,0.1008583691,0.3776551263,0.1823443543,-0.321991696,0.1719688259,0.0033402613,-0.115362267,0.5445940086,0.0,3.9046924386,1.5633357646,89.048648649,6.096965211,-0.250529501,0.0,0.0,0.0,0.0,0.0,0.5038215706,2.0,0.298083572,-0.003743415,1.2718358962,2.5202963636,0.28412691,-0.121336026,-401.5238799,0.0653410158,9.0425132613,-0.001974738,-0.018042894,-0.023883437,0.0203372796,0.00877328,0.0253763784,0.0,-0.00851328,2.2849409254,-0.105336107,2.0,10.14809901,1.1924157303,0.0,0.0714285746,0.0367591882,0.0478344662,1.4721889072,1.68549461,2.0257e-05,9.5454546554,1.4074884112,1.9810236275,-0.082247604,0.0588653087,-1.088556522,-0.012519101
27255,0.2771369087,0.034782193,90.808388942,0.0,0.4129834401,0.7500292109,0.11166024,-0.036439409,0.6309638572,0.0023850339,0.0253303093,0.074012251,1.4962589708,-0.017260975,0.074012251,15.0,0.0017069873,0.0747126437,0.0698565898,-0.007411879,-0.050631119,0.1315502183,0.0203405164,-0.11581605,0.5430045559,0.0,1.8971535983,1.0026584318,134.62345091,4.2346097334,0.1731414025,0.0,0.0,1.0,0.0,1.0,1.331011929,2.0,0.5785386358,-0.013430248,-0.233786164,-1.916601014,-0.848621625,0.0086125672,-126.1608395,0.0853083451,12.052711654,-0.026131965,0.0150838031,0.0371100225,0.0106646272,0.0080729567,-0.014502509,0.0,-0.007857143,2.0865004736,0.1020851303,4.0,12.049395443,0.7616428855,0.0,0.0645161271,0.0328923877,0.0490424127,0.8602768624,3.7542636313,2.5261254e-08,2.2425554e-08,1.4100127818,1.9881360448,0.2014577855,0.0591615615,-0.098294714,0.0322857719
30912,0.4089713217,0.2175159336,-1.167389907,0.0349119342,1.3870047312,0.7936951686,0.1093905449,0.2068773286,0.1039469469,-0.012745833,0.1111924757,0.1220545927,0.9214009595,0.0170965437,0.1220545927,14.0,0.0,0.119047619,0.10359541,-0.041567047,-0.038238636,0.3065246338,0.0129277835,0.7047198817,0.7073251057,0.0,1.1920240723,1.1920240723,1.2521734238,0.9537534056,0.1831189754,0.0,0.0,0.0,1.0,0.0,0.621322005,5.0,-1.247432495,0.0073912078,0.5082587006,-1.246037307,0.5912148218,0.0867597445,234.99319317,0.2006878832,13.275880285,-0.001563177,0.0068600186,0.0297811625,0.0319938156,0.2999793384,0.0136000577,0.0,-0.008689139,0.3344051447,0.0034711729,2.0,12.607012112,0.4860572377,0.0,0.0588235296,0.0208788952,0.0192120189,0.810847427,1.6251321388,2.210592e-08,4.9225732e-08,0.9177465126,0.8422586614,0.1594490388,0.0257497789,-0.229525782,0.2195684331
27407,2.5209062032,-0.190716822,-9.171403717,0.0,1.7175057319,5.181687029,-0.099684068,-0.223871632,0.1608675133,0.0,-0.371635522,-0.187182956,-4.75982801,0.7170624504,0.1871829557,6.0,-0.253321416,-0.299363057,-0.081122629,-0.115952539,0.0371399673,0.1819235226,-0.261541102,-0.075803127,0.6227271697,0.0,2.3220931062,1.1378056605,15.019354839,3.4702651812,-0.060905956,0.0,0.0,1.0,0.0,0.0,0.2542947947,5.0,0.3994400272,-0.403964841,1.9400789897,2.1292271219,-0.71587309,0.7073055692,-403.6706639,0.0653410158,8.8010554778,0.0,-0.011424955,-0.015798443,-0.100889334,0.0546718764,0.00111533,0.0,-0.06788538,2.5746730902,-0.030952383,2.0,7.7365254133,0.6230566535,0.0,0.1111111119,0.0525965674,0.056473287,1.399906241,1.2121189896,2.61014e-05,8.5909092069,0.9457720791,0.8944848256,0.5212475118,0.0698639841,-0.410416665,-0.012519101
27474,0.8590849673,0.0051416122,-22.61313869,0.0211474219,1.4166448802,2.3752795933,-0.032157005,-0.147065868,0.1756995101,0.0160486995,-0.145754874,-0.078805114,-26.44274809,0.1999419027,0.0788051142,14.0,-0.026922535,-0.245146977,-0.408084376,-0.024829344,0.0259960814,0.1130842866,-0.244540011,-0.007050766,0.475286781,0.0,1.3922054153,0.9464391452,74.606751825,5.0640366632,0.0834710978,0.0,0.0,0.0,0.0,0.0,0.4650819232,5.0,-0.025291742,-0.323731419,0.4218832798,-0.078923664,-19.00059357,0.0213197375,-479.4041662,0.0425884429,10.257409335,0.0137331167,0.0098082634,0.022800218,0.1238718015,0.0291527483,-0.038781256,0.0,0.0155085585,-0.555079574,0.0196051258,3.0,7.4234191794,0.099792492,0.0,0.0259740259,0.0153555322,0.0264305368,1.1292839299,1.3789428909,1.4009098e-06,11.454545572,0.6795026625,0.4617238683,0.3883474311,0.0286470704,-0.313096382,0.0217791939
27482,0.7508223333,0.0617711137,-0.175312645,0.0,0.4218035798,4.0213593062,0.0874113782,0.046591429,0.1748513039,-0.009142857,-0.002626263,0.0447110548,0.8298755187,0.0105087787,0.0447110548,6.0,0.0,0.0852819807,0.1202399086,0.0186110134,3.3513712324,0.3063748811,0.0518529815,0.076433121,0.4422746812,0.0,2.4589823468,2.4589823468,21.800833719,15.129540341,0.3416607667,0.0,0.0,1.0,0.0,0.0,0.2529397354,7.0,0.0265525573,-0.367498783,5.3496632285,77.871218942,1.6180825433,-0.580548176,-144.1065266,0.162716371,9.2264782039,0.0115144121,0.0137116184,0.0216091954,0.1215771712,0.1573041894,-0.006427144,0.0,0.0017941817,0.7336276674,0.000598033,2.0,6.7504433577,0.1427095441,0.0,0.0645161271,0.0398619083,0.0613464673,1.6514061572,1.6611097278,1.56822e-05,10.500000117,0.9904106618,0.9809132791,0.0915860724,0.0569834103,-0.366379306,-0.039460757
49496,0.684036492,0.1760564857,16.315251572,0.0,0.8347023664,0.0973120347,-0.240915657,-0.563737938,0.0096471885,0.1248682824,-0.754554656,0.0683028559,1.2588945362,-0.045580062,0.0683028559,14.0,-0.278193146,0.0,-0.831074977,-0.041059567,0.0027261367,0.9186666667,-0.498563714,0.2588513792,0.0158109074,0.0,0.2243377483,0.1240889213,10.943396226,19.441340782,0.0795481075,0.0,0.0,1.0,0.0,0.0,-0.071685879,3.0,1.4289052785,-0.050680524,0.1453231958,148.88675779,-0.681015933,0.0329853878,-277.2050894,0.1286190066,11.121133946,0.005324318,0.0653916054,0.1426090895,-0.003268243,0.0065481939,1.5512930476,2.0,0.0245180351,2.3089133089,0.068895764,2.0,11.657787424,0.6755419758,0.0,0.0260869563,0.0149632535,0.013142779,1.2835157795,2.3423059033,1.8497666e-07,4.9068023e-08,1.7486365195,3.0577296774,0.0435118554,0.0641528708,-0.971464658,0.1298806105
20204,0.5403932396,0.096785028,-0.730606245,0.0402756059,0.7984597552,2.5839040484,0.1447473473,0.0302716149,0.4268447308,-0.025327745,0.0029313626,-0.132993511,-1.816268857,0.2725726602,0.1329935115,14.0,0.0384785727,-0.026785714,0.022715484,-0.077283871,-0.051225885,0.1063225973,-0.262882929,0.0739195383,0.5566394989,0.0,2.212229829,1.1211205727,31.549842628,7.6986521426,0.1701206615,0.0,0.0,1.0,1.0,1.0,1.0308183823,6.0,-0.356692494,-0.053173112,-12.03434337,-1.002015038,0.3450859814,2.6125802219,303.20980683,0.0352031689,13.477271762,0.0023699931,0.0231920368,0.0595374635,0.1204926533,0.0085617824,-0.007203593,1.0,0.0047708487,-0.578708433,0.0099166436,6.0,12.105359647,0.2910171453,0.0,0.0860215053,0.0259992352,0.0333606667,0.562707005,0.8003710701,2.2426477e-08,7.5014744e-08,1.5217261144,2.3156503674,0.0916408968,0.0365785237,0.0990885337,0.0720209488
27618,0.3829646956,0.0723031082,2.1065305471,0.0287293561,0.2515488073,1.1296362843,0.2548858707,0.0546947264,0.6094628128,0.0025682733,-0.050608343,-0.036889623,-0.315339703,0.0951031488,0.036889623,14.0,0.0,0.1311934511,0.1103612694,0.0914364134,-0.053853473,0.3574882471,-0.018773802,0.1375725311,0.7230580639,0.0,2.3052475318,2.3052475318,6.4115750724,3.64713098,0.4381733613,0.0,0.0,1.0,0.0,0.0,1.0891348708,7.0,-1.402999895,0.0195370398,0.4822520745,-1.739700203,2.6248965663,0.1647663496,-37.23484595,0.2006878832,13.164840801,0.0106150965,0.0423783407,0.0702513926,0.0485202715,0.2599725345,0.0201839411,2.0,0.0019908049,1.2221005081,0.0428873161,6.0,11.559749412,0.1325761878,0.0,0.0225563906,0.0196759653,0.0184146214,1.2792793594,0.3552478677,2.3789923e-07,2.147142e-07,0.9736549105,0.9480038847,0.2335812294,0.0346721561,-0.307738541,0.2195684331
27634,2.0495790434,-1.164191929,-1.848613063,0.0,0.4800291585,0.4911813511,-0.725678268,-0.377891724,-0.03410446,0.008989726,-0.401812689,-0.244063809,-0.691378592,-0.359294552,0.2440638095,6.0,0.0,-0.117647059,-0.232575758,-0.031136909,3.3118469657,0.3133333333,0.0034581445,-0.372010103,0.4535317232,0.0,3.4928909953,3.4928909953,0.6460459184,1.8252252252,-1.637807183,0.0,0.0,1.0,0.0,1.0,-0.050809687,3.0,-0.736527051,-0.466366089,-2.908802653,5.8329548166,-1.322746031,-1.285608948,-407.207199,0.1508177501,5.7226655617,0.0,-0.083189573,-0.102673291,0.1629957147,0.1709456568,0.089329116,1.0,0.1765786909,-0.577772857,0.1527272835,2.0,4.9927682923,0.4947868752,0.0,0.125,0.0534792693,0.3383838384,1.9148885342,5.9355618543,9.86945e-05,12.409090941,2.2085473253,4.8776812879,-0.504278292,0.143040211,-0.130184359,0.0688321729
62164,0.3808920784,0.0881556421,4.9567099267,0.0,0.1771099312,0.4256669567,0.2396080511,0.0988329306,0.6099472436,-0.049218166,0.0789827393,-0.051648287,-0.312217888,0.1156794105,0.0516482872,13.0,0.0458067913,0.215645311,0.1003439366,-0.107083272,-0.029342257,0.2883855776,0.1852481546,0.1083139266,0.5524949997,0.0,2.6994650583,1.5149728518,4.1874394423,6.4650379539,0.7909560353,0.0,0.0,1.0,1.0,0.0,0.8885105812,5.0,0.4375066461,0.0677610217,1.4933976789,6.4915295669,0.4060267446,0.6506971557,1428.6123434,0.035233952,14.070558799,-0.008091744,0.0047438136,0.0064977889,-0.004168214,0.0793023422,-0.102594857,1.0,-0.002020202,3.7887437186,-0.047874566,6.0,14.481558344,1.5299118998,0.0,0.0891719759,0.0331170067,0.03412437,0.6580482588,6.7422374883,2.9767474e-09,1.0085777e-08,1.4746757821,2.1746686622,0.2975891763,0.0444607568,0.4186152392,-0.008381685
38420,0.4567135784,0.0939116982,2.3866907646,0.0282989481,0.6897506211,1.6155766865,0.147718031,0.5206945256,0.6382728557,-0.015795665,1.0820039041,0.0175784974,0.1778569308,0.0772088518,0.0175784974,14.0,0.0843662265,0.2270642202,0.2203150727,0.2327908355,0.0686312268,0.1295181412,0.2287453135,0.0806806939,0.4533598876,0.0,1.6666298098,0.7947534277,37.74742738,7.4866819955,0.2457397144,0.0,0.0,1.0,0.0,0.0,1.0910494031,3.0,-0.95075596,0.1331539214,0.0105381497,0.5112434625,1.0780383323,0.1170313578,-749.6881676,0.0319011585,12.700744497,0.0064028388,0.0346196324,0.0873016818,0.1011089002,0.0125873182,0.0146198961,3.0,0.0087963314,-0.217391304,0.0356648751,3.0,11.549151313,0.3315121507,0.0,0.0491803288,0.02672829,0.0337932048,0.4899355523,1.0634781096,3.2162618e-08,4.1164316e-08,1.0558493949,1.1148179448,-0.063842743,0.0347290752,-0.423643936,0.0595781692
27722,1.1447843435,-0.511051998,-2.176213592,0.0,0.6482783372,2.0959317668,0.0293782505,-0.19686052,0.3640094563,-0.078202995,0.2327672729,-0.360799656,-1.421035238,0.2151708996,0.360799656,12.0,-0.051625219,-0.045454545,0.234923873,0.1647239942,0.1325361625,0.3542572087,-0.154969267,-0.329238876,0.5825200278,0.0,1.6188843004,1.2219150276,6.0241504854,5.6187673326,-0.533407652,0.0,0.0,1.0,0.0,0.0,0.4590368749,5.0,-0.1273635,-0.394173575,-3.813597353,7.0340010909,-0.322746031,-0.711143497,-361.9025737,0.1508177501,10.992049505,0.0022339237,0.0016883923,0.0026015265,-0.121990288,0.235397189,0.0989072347,0.0,0.006356814,-0.178515008,-0.018606687,3.0,10.455549885,0.5226388889,0.0,0.0299999993,0.0144249622,0.0176426074,1.0686359602,3.1976761883,1.1458348e-07,3.1508454e-08,1.1759109583,1.3827665818,0.036978656,0.055185422,-0.326334957,0.0688321729
27749,0.8970332715,-0.121267382,-11.57707335,8.06907e-05,1.1521773044,2.3031173512,-0.075911948,-0.000244075,0.2107440077,-0.00329741,0.109215671,-0.072149917,-1.219358559,0.0266010382,0.0721499169,10.0,0.0474008785,-0.024390244,0.0140163896,0.1545066854,-0.109900014,0.1790879063,0.0737709005,-0.112708582,0.5633481301,0.0,1.7181741388,0.9855770735,31.561960929,3.1095697394,-0.047333646,0.0,0.0,1.0,0.0,1.0,0.3880310318,5.0,0.4392554159,-0.172274533,2.009538872,3.7781255803,-0.088136945,0.5616187834,-162.2479066,0.035233952,11.405888545,0.0094910972,-0.081057066,-0.210366762,0.0243169531,0.0542524031,-0.100765996,0.0,-0.06,1.5640413984,-0.071237111,3.0,11.683613995,1.6022754781,0.0,0.1000000015,0.0404185404,0.0553825064,0.70286208,4.8296894586,5.3803346e-08,1.3056131e-08,1.1881847268,1.4117829449,0.0336605369,0.0499423608,-0.178068215,-0.008381685
53575,0.2314520965,0.060173397,6.3611920622,0.0308474725,0.0671929183,0.3868726962,0.3995163066,0.1240306109,0.7430639093,0.006514265,0.0202638168,-0.047591218,-0.223167114,0.0736021203,0.047591218,14.0,0.0145623464,0.1146131805,0.2151706093,0.1487213918,-0.007933152,0.1803405573,0.0949297433,0.1582287635,0.7044501275,0.0,3.7191328153,2.7262671792,3.5088814876,7.4043404698,1.0533713249,0.0,0.0,0.0,0.0,0.0,0.9847122379,6.0,0.0066500473,0.0869666002,-0.549152912,0.8604309402,-0.105355471,0.1058658237,492.482764,0.0505271421,13.001687004,0.0031672586,0.0420181166,0.0511267843,0.0124000354,0.3266199152,0.0145382344,1.0,-0.000827586,2.440381558,0.0244036783,6.0,11.894191797,0.3704793101,0.0,0.0257352944,0.0135033918,0.01608024,0.7872434802,1.6097093647,3.5307758e-08,6.8575407e-08,1.0491639317,1.1007449556,-0.003806204,0.0320713707,-0.261795655,0.0429770393
31042,1.655857494,0.2875037883,-3.350436,0.0897284799,1.1057158785,8.6005470062,0.1685947675,0.0577274877,0.4706442877,0.0,-0.015057691,-0.084319843,-0.945472528,0.5593307218,0.0843198425,14.0,-0.05430443,-0.028980385,0.057546662,-0.019200808,0.6590548205,0.0853905225,-0.045466486,0.1356523703,0.6171544757,0.0,2.303444187,1.5749827077,12.575050055,25.121789688,0.3791031845,0.0,0.0,0.0,0.0,0.0,1.002673838,7.0,0.1286655846,-0.219791205,0.8790237035,-0.563012854,-1.066902291,0.3896199382,-1997.534402,0.1021922073,11.918125538,-0.00115054,0.0140458002,0.021129159,-0.014419031,0.1500061738,0.0350081527,1.0,-0.023759398,1.3828181686,-0.05525112,3.0,10.250356449,0.203819012,0.0,0.0398406386,0.0197472851,0.0169765297,0.8472825892,1.0368383439,1.6089462e-07,0.954545534,1.1892432857,1.4142995925,0.1051187214,0.0526296692,-0.268229876,0.1859114908
17726,0.5185476484,0.0747769832,9.7902653085,0.0,0.3395182341,1.4677383759,0.1342853321,0.0140213717,0.2499610229,1.3455299887,0.0404985493,-0.117831632,-1.343931935,0.175272159,0.1178316322,14.0,0.0161447643,0.0172413793,0.0676180614,0.1911776456,-0.096062836,0.1154239411,0.0571333811,0.0036585781,0.544570853,0.0,1.5684134165,0.8642753287,101.77348649,7.3923926143,0.3621975507,0.0,0.0,0.0,0.0,0.0,0.3942512926,6.0,-0.3554621,-0.009146018,-12.05618896,-0.538914312,0.5587925109,2.5152797207,1044.5937405,0.0352031689,14.103315373,-0.005416046,0.0241336881,0.0451333644,-0.003908479,0.0124941406,-0.028600744,2.0,-0.000289694,-0.070419012,-0.00257066,6.0,12.660932894,0.2519983172,0.0,0.0186915882,0.0119146926,0.0181911818,0.5211763095,0.6462653722,6.886734e-09,7.7746524e-08,0.9607839223,0.9231057454,0.0246381519,0.0317725347,-0.003017914,0.0720209488
