firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
13777,0.2736656074,0.0604075976,2.8700814421,0.0112429886,0.122492257,0.298796503,0.3696467471,0.2352811093,0.2815386216,-0.010739974,0.3591001666,-0.095382198,-0.565953039,0.094595461,0.095382198,7.0,0.0,0.4207920792,0.3217745954,0.109059132,0.0309974529,0.1217501585,0.0921768088,0.1868825764,0.7661336759,0.0,2.70314164,2.70314164,1.4201895622,3.6884849109,0.6435662991,0.0,0.0,0.0,0.0,0.0,0.3915867559,6.0,0.0140411951,0.0720730494,-4.684716089,12.262250894,0.0442510437,-0.831718935,-169.5646264,0.1508177501,12.235685451,0.0057767945,0.0408062257,0.0590710224,0.0231016158,0.5325997597,-0.091559996,0.0,0.0007207208,1.2344087555,0.0451750383,6.0,12.623681222,1.2440406232,0.0,0.0805369094,0.0303366852,0.0294611531,0.9217900483,3.5296171222,3.0160647e-08,2.3812443e-08,1.8030867328,3.2511217659,0.0371635745,0.0567781738,-0.591149099,0.0295868399
44652,0.5294331559,0.0564104717,-209.322518,0.0275561632,3.3828673955,10.609283017,0.0570008158,0.9205593561,1.3202350448,0.0026871019,1.3486558195,-0.067822716,-3.679514712,0.2639736323,0.0678227161,14.0,0.0772621322,0.2692307692,0.294691886,-0.204875152,-0.001387651,0.0948342363,0.407304866,0.0410705576,0.3677687183,0.0,0.9840007603,0.1684964763,1378.375,79.629199974,0.0835958227,0.0,0.0,1.0,0.0,0.0,5.1138015047,3.0,-0.003314801,0.1490885228,-10.35169978,0.5539958477,2.2019088593,27.149561348,838.72494892,0.0604174244,14.44340096,-0.00086005,0.0035035145,0.0218172416,0.3905793998,0.0068292872,-0.003892486,2.0,-9e-05,-0.436078758,0.001839953,2.0,13.83560726,0.388211736,0.0,0.0307692308,0.016033713,0.0189923492,0.6838881671,0.932038471,6.3577453e-09,7.1096845e-08,1.1624284158,1.3512398218,-0.011563073,0.0384003805,-0.445125848,0.0391521322
44548,0.8354592057,0.0846594695,-4.453826836,0.01231821,2.7388000542,5.8621346979,0.0172826239,1.5151340498,1.049936223,0.0016554081,2.6232231758,-0.182490532,-5.748364837,0.5713129874,0.1824905318,15.0,0.2864806923,1.0819112628,0.6137104814,-1.431001716,-0.038173476,0.0838486135,0.9804962827,0.0972886462,0.5089545874,0.0,1.7819185635,0.4206348061,17.810638645,61.352988616,0.1040915449,0.0,0.0,1.0,0.0,0.0,1.993911222,3.0,0.0005113044,0.9848714366,-321.7655352,0.1198397017,1.4009709432,-47.7242457,-935.9579612,0.1192461115,12.423879482,-0.008084628,-0.004788889,-0.019436395,0.8139459307,0.0139586145,-0.238524261,1.0,-0.005333333,-0.055907173,-0.026448251,3.0,13.042962963,1.8627977933,0.0,0.1777777821,0.0560638191,0.0623833863,0.5203519371,4.2913485647,2.0954517e-08,1.4128202e-08,1.5745551963,2.4792240663,0.0334351875,0.053974149,-0.828187637,-0.048738726
38746,1.2957991387,0.0238827765,-18.86143411,0.0,2.3965972327,1.7494373954,0.0399005944,0.2554074093,0.3136526062,0.0012119376,0.4345865872,0.0741895027,10.303298471,-0.222188598,0.0741895027,15.0,0.0611613,0.1111111111,0.0362837599,-1.757712745,0.0158484222,0.0319344355,0.1131783351,0.0198245879,0.5139995941,0.0,3.023694187,1.2907540017,21.388536528,2.0337048536,0.026691232,0.0,0.0,0.0,0.0,0.0,0.6262815666,3.0,-1.05390796,-2.281138368,-13.7164953,-2.108592267,5.2274638443,-13.69778924,-66.85812391,0.1333507592,10.778549957,-0.000297352,0.0003226243,0.0009193221,0.0854560875,0.0059368504,-0.024831221,0.0,-0.001637762,-0.650557621,0.0188679248,4.0,9.1756712844,0.2405056915,0.0,0.0357142873,0.0114729031,0.0132380361,0.8235282697,0.8841010614,1.0786838e-07,1.1052633176,1.3110051526,1.71873451,0.1061462521,0.0499447467,0.2914653721,-0.095163072
60871,0.6698250932,0.0745809777,3.6584431837,0.0,0.2123621143,0.8622604675,0.1317305484,0.1309179862,0.692080997,0.0335007254,0.083574584,-0.067392136,-0.751033194,0.1305937676,0.0673921362,14.0,0.0320839573,0.0245257712,0.1856653079,0.0334412508,-0.001879476,0.179397358,0.143944351,0.1468359877,0.5478381571,0.0,3.0394510914,1.7016442534,19.363636364,4.9956891159,0.7114621846,0.0,0.0,1.0,0.0,0.0,0.9143367103,6.0,0.4345275179,-0.080076013,0.0889978798,1.9811734715,0.4712352525,0.1208368865,97.158928384,0.0653410158,12.852848609,-0.004939806,0.0168173465,0.0214528768,9.97652e-05,0.0648846232,-0.021704759,0.0,-0.00133,-0.047394397,-0.047625797,8.0,11.934069514,0.3422384346,0.0,0.0500000007,0.021621145,0.0343512801,1.037767868,1.3122700713,3.8357411e-08,6.610291e-08,1.5067224168,2.2702124413,0.3832920345,0.0460008136,-0.038563829,-0.091481862
14198,1.0115881295,0.1002302437,-0.379464763,0.0,0.2398884336,0.9167567045,0.0272355721,0.0313374753,0.332019071,-0.05932149,-0.06691909,0.0196674845,0.2418377187,0.0759907903,0.0196674845,15.0,-0.001209962,-0.055555556,0.1032835374,0.2686598241,0.2692087601,0.1635425664,0.0196229034,0.0577589443,0.7085954863,0.0,7.2953581851,5.2950278068,2.0260447659,4.7195408018,0.5980051677,0.0,0.0,1.0,0.0,0.0,0.4135456672,7.0,0.6699603019,-0.143698447,0.500665057,-2.404243764,1.0328747321,0.1018643328,-169.6003395,0.0853083451,11.873770577,0.0103604834,0.0141859035,0.0176448505,0.0494385436,0.3615616311,0.0052963019,1.0,0.028512943,2.2873525819,-0.060405646,5.0,10.241565642,0.1684220188,0.0,0.0394736826,0.0165121358,0.0200991819,1.2073054501,0.7080624665,3.7477141e-07,1.9708081e-07,1.0051635896,1.0103538418,-0.065565336,0.044322492,-0.030948856,-0.057159683
14331,0.8846172292,0.0149635982,-0.263045099,0.0,0.1712372785,0.7117301181,-0.033580287,0.0540043663,0.3368570225,0.0074895147,0.2062162162,0.038748415,2.6641025641,-0.024900962,0.038748415,9.0,0.0601551428,0.048,0.1587956022,-0.256118823,-0.045363522,0.1298029776,0.2491861044,0.0288723281,0.583916276,0.0,5.7059509918,3.3971217425,6.9139023481,3.2054605149,0.4522846993,0.0,0.0,0.0,1.0,0.0,0.3924762372,3.0,0.497442117,-0.040142892,0.3736941567,-1.751238041,-2.912098554,0.0009725804,-288.3835895,0.0853083451,10.302347562,-0.01501398,-0.007689408,-0.008815141,0.0414760247,0.0974962753,0.1917531763,0.0,-0.025806452,-0.503510085,-0.087394958,4.0,9.0484095048,0.7258759053,0.0,0.1034482792,0.0471538936,0.0465083914,1.9038444905,15.182668945,2.6540329e-06,1.8282863e-08,1.2082672418,1.4599097275,0.1358004184,0.0514148127,-0.250000005,-0.057159683
45583,0.6994645811,0.0777525486,0.0683760684,0.0316999785,0.3885805324,1.5330642222,0.125389496,0.0759652746,0.4672959375,0.0023696682,0.0706736525,-0.000734437,-0.009914674,0.0785234398,0.0007344366,15.0,0.0468882143,0.0540540541,0.0699940327,-0.023877344,-0.051762061,0.1403049032,0.0712572941,0.0789276449,0.5425142496,0.0,3.0103780864,1.1355131173,133.55067155,6.1321995889,0.3127719892,0.0,0.0,1.0,0.0,0.0,0.7088426059,4.0,-0.001225586,-0.0493982,0.2083120044,-1.525619627,0.3968839758,-0.044204225,-117.3304885,0.1673743502,12.494146829,0.0014003317,0.0177543798,0.0291656847,0.0354694227,0.0290025567,-0.006654417,0.0,0.0019950509,-0.694759484,-0.019316582,3.0,11.589724456,0.3570017599,0.0,0.029787235,0.0118983518,0.0109234573,1.2610811969,2.7728975496,5.0441221e-08,5.825005e-08,1.0094919926,1.019074083,0.1151896834,0.0339308603,0.001762512,-0.052387018
14702,0.5694746156,0.1134939226,0.2456220421,0.0,0.3924955618,1.0287563312,0.2665307715,0.4581689063,0.7741954898,0.0242357655,0.7515123137,-0.026416757,-0.188730635,0.1349137026,0.0264167573,14.0,0.0231465775,0.2553342817,1.0795097567,0.0881918897,0.1900418727,0.2140765082,0.0955912065,0.3072691526,0.6800164766,0.0,2.360635979,1.9011155276,3.5991824505,3.6781919208,0.4784034514,0.0,0.0,1.0,0.0,0.0,1.1514374251,7.0,0.552781743,0.1074499923,1.6819802161,4.3139498222,1.5015241064,0.6699314478,4.4750934304,0.035233952,12.957016925,0.0009770095,0.0335108845,0.0543984296,0.0669495574,0.2396511812,-0.042710043,0.0,6.46465e-05,-0.113678736,-0.024759212,7.0,13.508571589,1.5846216769,0.0,0.0414746553,0.0266707649,0.0371148663,0.7248530434,6.8736973681,7.3348343e-09,1.440194e-08,2.2835937599,5.2148004601,0.1039470915,0.0685984237,0.0186713059,-0.081647927
14737,1.0383362937,-0.228685613,-35.79088472,0.0,1.0272350503,2.0093990527,-0.075207902,-0.073526971,0.3035684647,0.0,0.0662979181,-0.211837684,-1.989320388,0.2262433393,0.2118376842,10.0,-0.036426294,-0.142372881,-0.119531731,0.3500104555,-0.07488335,0.1567357513,0.0588547718,-0.179915829,0.5286366535,0.0,0.6783840914,0.1822594535,72.790884718,19.365905849,-0.013830539,0.0,0.0,1.0,0.0,1.0,0.4877250409,3.0,0.2529024406,-0.246974665,0.4575090802,1.89875864,-0.71587309,0.2164864581,-398.6948799,0.0653410158,9.5231052248,0.0,-0.039868147,-0.090930674,-0.040182236,0.0040660556,-0.184178754,0.0,0.0311758726,-0.481971796,-0.05199329,4.0,8.6953393768,0.450165789,0.0,0.1304347813,0.0592893997,0.0702344587,1.5853883025,10.705897886,4.5732418e-06,1.10526319,1.7779257822,3.1610200871,0.526609076,0.0859964215,-1.163621313,-0.091481862
79760,1.1161615632,0.073350857,-3.582732765,0.1257443263,0.4675665467,0.9976439223,0.056281407,2.3115782868,0.6118030842,0.8058169376,-0.258877434,-0.016807862,-0.610837438,0.1181563066,0.0168078617,6.0,0.0,0.5555555556,1.0482195846,-0.285938831,0.0829787625,0.0577783996,0.9804962827,0.8997539975,0.6054137749,0.0,2.9265175719,2.9265175719,1.1537818638,2.9278897137,0.4052631579,1.0,0.0,1.0,0.0,0.0,1.2072570726,5.0,0.2928817249,0.4513362993,0.9155357438,13.359141493,-1.032199893,-0.016168049,-169.5940959,0.0632663961,9.4514122462,-0.004892803,0.0288198584,0.0389795144,0.1329649025,0.1208395166,-0.553942692,0.0,0.066372925,0.0955432152,0.0,3.0,9.2293614439,0.8203515079,0.0,0.0799999982,0.0290335624,0.0647775196,0.8126049673,2.3245411836,2.9413338e-07,3.6205377e-08,1.2857380577,1.653122353,0.305714809,0.1026915149,1.2140804751,0.1027878728
15537,0.4277656314,0.0661548167,6.3779933312,0.0,0.1991538892,0.669978127,0.1861866937,0.1425552573,0.631732252,0.5051886792,0.0407795611,0.0093298502,0.0828991,0.0606706419,0.0093298502,9.0,0.0065042384,0.0487804878,0.3108712981,0.2077470321,0.0508177331,0.0859259259,0.1122851105,0.197053407,0.5696688828,0.0,3.5626485569,2.4376910017,9.4849157054,4.5525979557,0.4412165958,0.0,0.0,1.0,0.0,0.0,0.9502762431,7.0,0.4547720146,-0.099103802,1.5402712319,4.4178017945,0.4305188352,0.5956883871,-316.2329096,0.035233952,10.260681112,-0.001120299,0.0249427462,0.0357066496,0.0206837536,0.1005607653,-0.051959654,1.0,-0.003926317,-0.566049634,0.0,7.0,9.1088058612,0.2231404959,0.0,0.0410958901,0.0234528677,0.0356885954,1.2949105293,0.4605186427,3.7365632e-06,12.157895291,0.9777585673,0.9560118159,0.3485613382,0.0517924433,-0.131449628,-0.081647927
68830,1.1342567124,0.05192786,-1.271836544,0.0,0.9835537704,3.3096534249,0.0601584737,0.2070485008,0.5906388007,-0.065226671,0.6031407522,-0.00534466,-0.199280105,0.0622760494,0.0053446604,5.0,-0.009890693,-0.072928177,-0.077572979,0.2222258135,0.0084732448,0.0440639368,0.0354265127,-0.005927029,0.6517714928,0.0,2.4081475314,1.1570296358,5.7896676773,172.21375465,0.1086722914,0.0,0.0,1.0,0.0,0.0,0.8700372301,4.0,-0.962028375,-0.166838476,0.6880812838,-0.792201925,0.4627183068,0.1020985555,-870.2079176,0.0319011585,10.059047953,-0.012115769,-0.011976168,-0.045926778,-0.459561774,0.0468951929,-0.022470449,0.0,-0.008964706,-0.08563135,-0.028520498,3.0,8.4493425245,0.2585459798,0.0,0.0333333351,0.0293413667,0.0281187125,1.0269931778,0.6865759873,4.578104e-06,1.1052633689,1.2387539604,1.5345113743,-0.281450222,0.0825331907,0.2089947174,0.012793448
85631,0.2068672668,0.0457817787,5.051207669,0.0,0.0310285497,0.1642542958,0.6056927285,0.3542578377,0.8456209994,0.0075973808,1.0736477634,-0.046298554,-0.209114544,0.0553554144,0.0462985536,4.0,0.0044625928,0.3913043478,0.4800206922,0.0395203839,0.0107187474,0.2452281539,0.0782297471,0.2872739947,0.7532768684,0.0,7.1504191745,7.0230008598,1.0880336886,7.1726794668,1.8705035971,0.0,0.0,1.0,0.0,0.0,0.9243584717,6.0,0.0221553679,0.042585318,-4.75151443,7.1666960534,0.2575459722,-0.870958982,304.87917629,0.1508177501,13.885821061,0.0163915934,0.060806345,0.0702684619,0.0180403784,0.6404228479,-0.004200397,8.0,-6.7568e-05,3.0886966749,-0.025553366,7.0,14.400778776,2.2524506771,0.0,0.0407523513,0.0273054432,0.0418633666,0.4488605504,6.2015394768,1.9222691e-09,9.2255398e-09,1.8203284003,3.3135954848,0.1295243951,0.0534572904,-0.319027064,0.0295868399
16185,0.4022084196,0.0815458937,0.6571694383,0.1739130435,0.2857971014,0.4969220152,0.3478317152,-0.048340906,0.1646874642,0.0215015862,0.1923298399,-0.109602442,-0.948205823,0.158868185,0.1096024417,6.0,0.0,0.0161290323,0.1677586766,0.2003049434,-0.801722862,0.4552967693,0.0080568177,-0.167713927,0.8925829555,0.0,2.3372300376,2.3372300376,1.0466914758,2.9685026385,0.3740281572,0.0,0.0,0.0,0.0,0.0,0.245687193,6.0,0.076205629,-0.332589998,-4.556173277,7.1659837808,0.0074542952,-0.767446211,-373.0445737,0.1508177501,10.63436395,0.0058070584,0.0331193523,0.0680043657,0.0129517248,0.7183666316,0.0067170302,1.0,0.0087591046,-0.793662491,0.0,5.0,9.4768307278,0.2031232446,0.0,0.0517241396,0.0313807753,0.0221939966,1.2932255097,1.3537746624,3.735359e-06,4.4210528292,0.7413915175,0.5496613822,0.0428396808,0.0593281949,-0.22321691,0.0295868399
63095,0.919307482,0.1730619959,-39.00239006,0.0796463164,2.9693226688,13.003003611,0.0307605275,-0.091264709,0.4878702798,0.0085775554,-0.144889787,0.0458805057,1.0826833073,-0.014309338,0.0458805057,14.0,0.121246178,0.0909090909,0.2647950943,0.7036055915,-0.065957885,0.1739236791,0.1478911007,0.1395582329,0.568028987,0.0,1.1784506835,0.5006124749,184.17399618,11.317471507,0.0835306691,0.0,0.0,1.0,0.0,0.0,2.5657630522,3.0,0.0978376672,0.0927877766,-0.22119117,1.505043584,2.6179509774,0.0103132503,-101.4344394,0.0634798397,7.5209118338,-0.008446133,-0.015610894,-0.068189287,-0.33116695,0.0135576485,-0.003804093,0.0,-0.109947427,3.4774774775,0.0718360115,3.0,6.663132696,0.3545475062,0.0,0.1818181872,0.0901851958,0.0865592734,1.4036730193,1.8304038558,2.85874e-05,8.8421053704,0.7286045287,0.5308645593,-0.22933028,0.0746467623,-0.531801587,-0.204844798
16791,0.9246568579,0.089397979,-0.962673611,0.0,0.4768769955,4.8335472828,0.0415942223,0.1103577762,1.1850422447,0.0197704082,0.1199752628,-0.246342428,-3.670103093,0.4174977782,0.2463424278,8.0,-0.043792013,0.03125,-0.078860871,0.5371728846,0.2393307379,0.298160697,0.0103264838,0.1054619865,0.6738690465,0.0,2.7256410256,1.2551282051,11.588383838,67.238095238,0.3777712952,0.0,0.0,0.0,0.0,0.0,1.7873445616,6.0,-0.372719182,-0.394515774,-79.74096935,-0.213345357,0.9427884149,-21.07637601,-49.00264094,0.1274421475,9.1062845604,-0.003640437,0.0085773696,0.013732834,0.0013099332,0.1584713822,-0.012377598,0.0,-0.01059855,2.8469357933,0.0019762851,6.0,8.4221129852,0.4053504221,0.0,0.150000006,0.08373301,0.0760941848,0.8998810313,1.4937005836,8.3379649e-06,1.1052632243,1.5852547009,2.5130324668,0.0254137137,0.1214325427,1.2725229e-08,-0.025622023
