firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18
50906.0,0.0128601956,0.034848467,0.0516876345,0.0376893752,0.1712408467,0.0796094994,0.0,0.000508642,3.9138792609,-0.035577605,0.0728476821192052,0.0728476821192052,0.1095890410958904,0.0253164556962024,-0.0470588235294118,0.08,-0.2568807339449541,-0.1818181818181817,-0.0999999999999999,-0.0357142857142857,0.0384615384615385,0.0519480519480519,0.125,0.0384615384615385,0.125,0.1739130434782609,0.3064516129032257,0.4210526315789473
10146.0,0.0164854561,-0.004604246,-0.010404257,0.055504763,0.0759976739,0.0025171729,0.0,-0.011443065,-0.338286454,-0.042949721,-0.0465116279069767,-0.127659574468085,-0.1632653061224489,-0.108695652173913,-0.0681818181818182,-0.1458333333333333,-0.1632653061224489,-0.1717171717171717,-0.0989010989010988,-0.18,-0.0238095238095238,0.1081081081081081,0.2424242424242424,0.1388888888888888,0.1081081081081081,0.1388888888888888,-0.0238095238095238,-0.1632653061224489
10568.0,0.0035776555,0.0059393632,0.0170387003,0.019847864,0.1582853544,-0.054062276,1.0,0.018148825,1.7919820004,0.0163934417,0.0357142857142858,0.1599999999999999,0.1153846153846154,0.1153846153846154,0.1599999999999999,0.2083333333333332,0.3809523809523809,0.3488372093023255,0.3809523809523809,0.2608695652173913,0.1599999999999999,0.1599999999999999,0.183673469387755,0.1599999999999999,0.2608695652173913,0.2083333333333332,0.1599999999999999,0.1153846153846154
65840.0,0.0053711234,0.0341569205,0.0886900123,0.0550413097,0.1497924917,0.0815059504,3.0,0.013247144,1.9077968295,0.0698529412,0.0857142857142856,-0.1023622047244094,-0.109375,-0.1971830985915492,-0.2083333333333333,-0.1914893617021277,-0.2083333333333333,-0.2784810126582279,-0.1492537313432835,-0.1971830985915492,-0.05,0.0,0.0270270270270269,0.1515151515151516,0.2391304347826086,0.3103448275862068,0.3571428571428572,0.5
10998.0,0.0157241015,0.0508074973,0.0587033506,0.0706811626,0.0332342253,0.0606911818,1.0,0.0043665409,0.0094809494,0.0,0.0869565217391303,0.0416666666666667,-0.1379310344827586,-0.1525423728813559,0.0204081632653061,0.0638297872340425,0.25,0.3513513513513513,0.2820512820512821,0.2195121951219512,0.4705882352941177,0.8867924528301887,0.9230769230769232,0.5151515151515151,0.4285714285714286,0.3513513513513513,0.4705882352941177,0.5151515151515151
11181.0,0.0080019668,0.0268947648,0.080752931,0.0332195362,0.0077404096,0.4799126306,2.0,0.0030561439,6.2143414464,0.0384657541,0.0434782608695651,-0.04,-0.0068965517241379,-0.5932203389830508,-0.52,-0.5309446254071661,-0.4782608695652174,-0.3846153846153846,-0.3333333333333333,-0.25,-0.1627906976744185,-0.0649350649350649,-0.1219512195121951,-0.1818181818181817,-0.4820143884892086,-0.4893617021276596,-0.4375,-0.4193548387096774
39116.0,0.0,-0.02623192,-0.031945596,-0.257542622,0.0302295918,0.00879993,1.0,-0.1888,1.1841443911,0.0937088393,-0.0384615384615384,-0.1935483870967742,-0.3421052631578947,-0.3902439024390244,-0.4444444444444444,-0.1666666666666666,-0.2647058823529411,-0.3421052631578947,-0.2647058823529411,-0.074074074074074,0.1363636363636364,0.1363636363636364,0.1363636363636364,0.0,0.1363636363636364,0.0869565217391303,0.0416666666666667,0.1363636363636364
50032.0,0.0021016862,0.0180060863,0.0385288651,0.05605459,0.1725328918,0.0061881466,0.0,0.0,-0.016000859,0.0311395582,0.1294117647058823,0.0052356020942407,0.1034482758620689,0.0267379679144386,0.1815384615384616,0.3568904593639577,0.28,0.4545454545454546,0.4941634241245136,0.476923076923077,0.536,0.6340425531914893,0.7375565610859729,0.7142857142857142,0.6271186440677967,0.5,0.536,0.5933609958506223
49330.0,0.0016302658,-0.003291043,-0.007845722,0.0220806345,0.0560763242,0.0878172546,0.0,-0.002133333,-0.432432432,9.0999529e-06,0.0302197802197801,0.2214983713355049,0.2931034482758621,0.2214983713355049,0.1645962732919255,0.271186440677966,0.2376237623762376,0.2931034482758621,0.2417218543046357,0.2057877813504822,0.6163793103448276,0.6666666666666667,0.9230769230769232,0.875,0.875,1.0380434782608696,1.0161290322580645,1.1306818181818183
69171.0,-0.037763574,0.0329230264,0.0426645115,-0.005558406,0.0680292357,0.0064721778,0.0,-0.009448819,4.447706422,-0.041892637,-0.3097826086956522,-0.2529411764705882,-0.1806451612903226,-0.3350785340314136,-0.4065420560747663,-0.461864406779661,-0.365,-0.5296296296296297,-0.7320675105485233,-0.6840796019900497,-0.5876623376623377,-0.0928571428571428,-0.2529411764705882,-0.3097826086956522,-0.1644736842105263,-0.1180555555555555,-0.2784090909090909,-0.1962025316455696
