firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
47730,0.5432887162,0.0426406692,-8.006990127,0.0172183225,0.9544352478,2.1028635954,0.0924452371,0.174561148,0.2688448198,0.0082998742,0.2417640341,-0.045780521,-1.488519398,0.1061121324,0.0457805214,47.0,0.0,0.0877192982,0.0402498497,-0.272194987,0.1154524039,0.3770973154,0.0827856526,-0.001323837,0.0725854829,0.2346395564,0.0,1.0896717997,-0.254180526,1.0896717997,-0.254180526,99.181528662,5.2358776059,0.0847245082,0.0,0.0,1.0,0.8799670579,0.0,0.0,0.6577351196,5.0,12.983838391,-0.078890319,-0.227888295,0.5658234848,-9.542576404,-0.907365562,0.3538766091,-11074.56745,0.0371991411,14.988956951,0.0016415579,0.008800739,0.0217047396,0.0712365891,0.0141562599,0.0061037571,1.0,0.0013633265,2.4473637374,-0.097159189,4.0,15.708116725,1.6830618275,0.0,0.038946718,0.0193615278,0.0288118328,0.353448952,2.3990643238,8.072554e-10,1.3867702e-08,1.1513857423,1.3256891275,0.0019682097,0.0454306437,0.174071507,-0.146789762,-0.0222172850477672,-0.1112681744749597,-0.0533448053344806,-0.0076662908680947,-0.1178592904389658,-0.1439408675354989,-0.1372279945108802,0.0192218619731356,0.197876973326075,0.1630549682875262,0.1431168831168829,0.2675691244239631,0.2004909983633389,0.1539066596748819,0.2259052924791087,0.212396694214876,0.4321509925154572,0.2760220353725715,0.8066502463054186,0.3368772782503035,0.1539066596748819,0.1670644391408113,0.1584627533561462,0.2070762479429511,0.2117290748898677,0.181159420289855,0.0456165359942977,0.1002499999999999,0.2140689655172414,0.1590729523307874,0.2107290233837688,0.2341559169938307,0.2872184849371162,0.370601058860168,0.3892045454545454,0.4312195121951219,0.3646511627906976,0.3874527112232029,0.4105769230769229,0.5082248115147361,0.5463808854532677,0.4137487953742371,0.3145161290322582,0.2517064846416383,0.1572442808309229,0.1667550371155886,0.0282710280373832,0.0486061472480343
13777,0.1800038465,0.0118967172,4.8115824925,0.0211240634,0.0805458789,0.1638508431,-0.001738099,0.0342337398,0.387511457,0.0195135571,0.0558115325,-0.055485722,-1.195079738,0.0261142429,0.0554857225,39.0,0.0,-0.009345794,-0.035144545,-0.100406271,-0.029637917,1.1491192134,-0.230516987,0.0004553601,0.0248614158,0.7130553972,0.0,2.6966485078,0.018394354,2.6966485078,0.018394354,1.0644347627,4.1821389692,0.256927708,0.0,0.0,0.0,0.0,0.0,0.0,0.5558272345,6.0,-2.925235567,0.0358802018,-0.224170226,0.102134652,-27.63606061,-1.746654299,0.0285071893,-13918.35787,0.03476008,13.206834503,0.0024755796,0.0184669223,0.0261905891,0.003445445,0.6200391965,0.0060161423,1.0,0.0017283097,1.4665522244,-0.201067471,7.0,12.525156019,0.4992036467,0.0,0.0615078956,0.0283475148,0.0381432172,0.3423573041,1.0078565458,1.705164e-08,3.487603e-08,1.2092647721,1.462321289,0.0358119095,0.0497002085,-0.38500111,-0.146789762,0.2181052631578948,0.1403232163973196,0.3149999999999999,0.3173952641165756,0.437872763419483,0.3982600289995166,0.397584541062802,0.4321782178217821,0.5059864653826132,0.6849155503785671,0.7618757612667477,0.970708446866485,1.0605413105413106,1.0430790960451977,0.7565270188221009,0.8356598984771573,0.4874035989717225,0.7554611650485437,1.035890218156228,0.7586626139817629,0.9377093101138648,0.9442204301075268,0.8298545224541429,0.78470080197409,0.9260985352862848,0.8356598984771573,1.1719219219219217,1.1999999999999995,1.2833464877663774,1.233976833976834,1.4209205020920503,1.4961173425366696,1.6157323688969258,1.7684210526315791,1.781730769230769,1.513466550825369,1.3849958779884584,0.6090100111234704,0.9338235294117644,0.9855868222374742,1.1966590736522398,1.2672413793103448,1.2253846153846153,1.3255627009646305,1.3088587390263369,1.4875322441960446,1.2408985282726568,1.331184528605963
60871,0.4168606254,0.0152559464,22.936008031,0.0121719108,0.1572260266,0.0802974773,0.0368072474,1.437143721,0.2358250791,0.421792495,0.5130447114,-0.036444904,-0.96707834,0.0300096417,0.0364449036,47.0,0.0160548744,0.5534591195,0.3061240152,-0.672160435,-0.062778696,0.4757979857,-0.191954939,0.0775508309,2.1665874448,0.0933883134,0.0,1.9414120142,0.0525530644,1.5080276157,0.0780383356,3.6999085929,5.0157677293,0.2071459355,0.0,0.0,0.0,0.0,0.0,0.0,0.4065704585,5.0,-0.968485908,-0.060782221,-0.171433286,0.2737755377,-1.467168752,-0.056433034,0.1484744341,72297.143426,0.0740556467,18.28755301,-0.012233586,0.0034973585,0.0061714961,0.0089233695,0.0378036259,0.5079894375,0.0,0.0002305608,0.3832140767,-0.033811251,5.0,18.558541172,1.5202710242,0.0,0.0406503677,0.0218144089,0.0329987084,0.2873111118,1.9187878624,2.869243e-11,1.4049055e-08,0.8780224174,0.7709233654,-0.003899046,0.0292847889,-0.153090448,-0.209159143,0.0358849414855506,0.0646824792881253,0.0362561820571021,0.0077254298327138,0.0540097172533586,0.1327370723426484,0.118712986845499,0.1134000697343045,0.1775606461684653,0.1743722331280039,0.2474116335921772,0.463680165358981,0.4861230940551655,0.4843430013689256,0.5105791031780584,0.4146282615786041,0.5359894643647631,0.5829380474452557,0.935192526491913,0.5909216872994041,0.5807745785876994,0.459862083473578,0.5359894643647631,0.6270281346712934,0.5527612100599661,0.5796231448602387,0.4770135365230719,0.5370781429963676,0.7955910784516664,0.492515571231934,0.6480479718818279,0.6220083208676144,0.7549060287274936,1.021321332867296,0.8874021975630983,1.0725123641142045,0.8763790828466367,0.7550835609509361,0.8045559600582486,0.8086948498748958,0.7852439802428484,0.9861477962220953,0.9037639635685286,0.924459345535219,0.8882238789725732,0.9486691003032686,1.0147486935315295,0.9002191675794087
14702,0.1004743551,0.0483051362,18.638358674,0.0069816017,0.1113938756,0.1892087901,0.3511244231,0.155325907,0.5055249855,-0.024070022,0.1531210191,0.0185146747,0.0757472826,0.0446461534,0.0185146747,47.0,0.0168126531,0.125,0.3407161958,-0.315985829,0.0591846962,0.1768402154,-0.127086596,0.0468393504,0.1577802987,0.4915048596,0.0,2.5389344262,-0.153182092,1.8597099622,-0.123883072,4.2247664407,4.4747768723,0.4955626553,0.0,0.0,0.0,0.0,0.0,0.0,1.0459444129,6.0,0.040710902,0.0943792796,-0.099334088,-0.250214434,-1.069233802,-0.218929506,0.1380134487,110792.16049,0.0363924557,18.440837078,0.0081420838,0.0699374974,0.1419568823,0.0117727361,0.2113843175,0.0119421081,0.0,0.0,0.7471241777,-0.049084315,6.0,19.066002709,1.9779959775,0.0,0.0602598451,0.0368480309,0.0452180954,0.2203809472,2.5436769741,3.444598e-11,1.0177811e-08,1.3173445494,1.7353966619,-0.009293919,0.04527984,-0.269167657,-0.155344743,0.0615240425697196,0.0112483534374305,-0.0234402932495028,-0.0403792163187651,-0.01071461666546,0.0296886421755222,0.0228291899079948,0.1561891022929182,0.4134256309474555,0.5834297798377752,0.6567651551891367,1.3071077156846194,1.2985700588730025,1.2183439935064937,1.124203171148764,1.260545740281224,1.4323600925596298,1.750603663446055,1.982321911828896,1.3511698210598762,1.356440593205725,1.238695773263434,1.3601034542314334,1.5184295982307412,1.738476753507014,1.84568908788005,1.76787502531902,2.042751948341127,2.531920134401654,2.100748581801679,2.445536812909733,2.5641624934793947,2.496673234390993,3.173793219303604,2.66550402360515,3.156021593673966,2.535575420439845,2.176429335192933,1.809993625334156,1.9584323446633476,1.6910198897203623,1.7511574390980469,1.457291674159324,1.3728076054870637,1.5480139847100505,1.6731218701095465,1.5895393215842333,1.4215840864788234
15537,0.9746430715,0.0167567144,-2.294868433,0.0064860491,0.5323258424,1.5142771383,0.0162158525,-0.010208805,0.4058064184,0.0093457944,-0.099339796,-0.122858484,-11.105919,0.2028554277,0.1228584844,41.0,-0.033299302,-0.104109589,-0.130487238,-0.010744011,-0.009387766,0.4464925373,-0.081365052,-0.011520263,0.0463467601,0.4113736111,0.0,2.8958889737,0.2886612053,1.4622758489,0.4924402367,10.143631436,6.6628194086,0.1688448983,0.0,0.0,1.0,0.5643855192,0.0,0.0,0.6492889667,4.0,0.1055263538,-0.020105136,-0.105012728,0.518152381,-0.178952411,3.0420184851,0.1506310013,-8553.014365,0.0376507894,11.421084261,-0.00125321,-0.003688148,-0.005146712,0.0070365019,0.0754787151,-0.027034784,0.0,-0.003030303,0.851468268,-0.091110693,6.0,10.647974521,0.2730709666,0.0,0.0275302995,0.0163144658,0.0418822276,0.9468218014,0.7289135041,2.5414668e-07,1.0806396e-07,0.9349429734,0.8741183634,0.1100305322,0.0628208499,-0.261029995,-0.155344743,0.0963455149501659,0.053639846743295,0.0280373831775699,0.1853448275862068,0.0153846153846153,0.1255115961800819,0.2313432835820894,0.478494623655914,0.5348837209302326,0.5492957746478873,0.6450648055832504,1.0886075949367089,1.0573566084788033,1.4087591240875912,1.3982558139534884,1.0728643216080402,1.5660964230171075,1.3470839260312943,1.1262886597938144,0.5193370165745856,0.3263665594855305,0.2026239067055393,0.0679611650485436,0.0403530895334174,0.0204081632653059,0.0042604990870358,-0.3176178660049628,-0.3614551083591331,-0.3557204217102694,-0.3405275779376499,-0.1907797940166749,-0.1494845360824741,-0.1741741741741742,-0.12,-0.1590214067278288,-0.1459627329192546,-0.2361111111111111,-0.255079006772009,-0.0883977900552487,-0.1246684350132626,-0.1269841269841268,-0.0756302521008404,0.064516129032258,0.2267657992565057,0.2222222222222223,0.1913357400722022,0.1295180722891566,0.3095238095238095
68830,0.8394264248,0.0065468555,-0.07413135,0.0,0.0919788476,0.8133851672,-0.025012981,-0.042271559,0.0694642579,-0.047679593,-0.100946776,-0.011475261,-1.873375541,0.0188115745,0.0114752609,37.0,0.0045843892,-0.0703125,-0.108096471,-0.462607472,0.0876693321,0.1260430232,-0.016615697,0.0179399883,-0.040458147,0.6471512063,0.0,8.4181930572,-0.018914997,7.1858021277,-0.035825065,2.0446499079,14.489021879,0.5368860742,0.0,0.0,0.0,0.0,0.0,0.0,0.0866992347,5.0,1.4071979175,-0.082553302,-0.248317059,0.595574486,7.7010635307,-0.898488775,0.1055589375,-5288.062621,0.0232852488,13.150734672,-0.00147108,0.0263616528,0.0333757439,0.151439316,0.4209594929,-0.004367904,1.0,0.0061773735,2.1348421955,0.1847546874,5.0,13.361480272,1.3943130631,0.0,0.0477307364,0.0259327164,0.0445388134,0.3188542691,1.8994681463,7.2978795e-09,1.5663007e-08,1.2492581036,1.5606458095,-0.029709784,0.0615408445,0.0072146074,-0.317329651,0.1011643921372229,0.0376356772062294,0.072560975609756,-0.0247283211355068,-0.0841403728001666,0.0894339155208721,0.0449091125103955,-0.0650579355798872,0.1496732026143792,0.197087246495168,0.1203821656050956,0.209932590452607,0.3404968754762993,0.4235998705082551,0.2905355832721936,0.2678391235404354,0.4995737425404944,0.4786482851378615,0.8909911846914644,0.2562491072703898,0.1672196416721965,0.0730844314299659,-0.0424605334784974,0.0868759268413248,0.1522337219965939,0.2805765870704717,0.1789544235924933,0.2064471879286693,0.3035423151030088,0.0407052419831972,0.0910557002853245,0.1033747334086063,0.2059509118332647,0.2912934958155924,0.2638310102026153,0.1857894027234732,0.1641297154202516,0.0914619012161828,0.1422077922077922,0.0862047671977275,0.1569323862141542,0.1761166087189087,0.2081043956043957,0.0895688800792864,0.0771586037966931,0.0623263679188308,-0.0392178282717937,-0.0026083012020866
85631,0.0158477102,0.0198313863,29.979015723,0.0,0.1036428756,0.0622155988,0.1351750083,0.1780946062,0.572524396,0.000911577,-0.000648898,-0.034029021,-0.189538156,0.0235901907,0.0340290213,36.0,0.0,0.1386138614,0.1576214763,0.1717254163,0.0077769491,0.1990155865,-0.041629032,0.005939184,-3.26553694,0.363073024,0.0,0.8293237472,0.0039329925,0.8293237472,0.0039329925,2.0409218178,5.893951174,0.2104854861,0.0,0.0,0.0,0.0,0.0,0.0,-6.469352964,7.0,-2.686210626,0.0536747829,-0.07621057,-0.062021484,-27.53794031,-1.761100322,0.0259831371,46325.334656,0.03476008,17.625240738,0.0045083691,0.018421691,0.1029522518,0.0024793487,0.2100691595,-0.012765192,1.0,0.0002550298,3.9370489844,-0.213136123,6.0,17.842216744,1.8706628865,0.0,0.1030631885,0.0387101577,0.0485621271,0.3198555865,3.2929310086,7.517383e-11,9.3806548e-09,0.7997057317,0.6395292573,0.0329108458,0.0415671219,-0.071909537,-0.146789762,0.1137566324032459,0.0242509916475861,-0.0109613240743624,0.0880781119588252,0.1110683590242902,0.0880408002466512,0.1459859334651247,0.1507608333333332,0.1448293315369402,0.0401846793738127,0.1333903531602485,0.3484334019034305,0.3748755627408149,0.2926739519739518,0.3433574564715753,0.3278564739328566,0.509696691700732,0.697269224603217,1.0346570765754597,0.6639249266554903,0.6134618941599239,0.7312219158823765,0.7557214348104717,1.1553338083604774,1.1503723087339202,1.223847974804091,1.0337452135493377,0.9497238152071096,0.973836243863029,0.7822230636763892,1.038313243594324,0.9484081313053268,1.1576765624999998,1.46955905450587,1.197993010380623,1.4573306769825916,1.034526872077381,1.0577257494184806,1.472827701650576,1.422839194446563,1.4601856343775652,1.5227163621922155,1.5291446886446884,1.7037540648676257,1.7470160006919215,2.029762377182104,1.8952597082953504,1.5416932618437902
85914,0.1640162565,0.0642906538,2.1626204444,0.0207389206,0.5177578795,1.6899359739,0.1910429996,0.2229491373,0.7269578603,0.0019727557,0.1955085865,-0.180564372,-1.740266963,0.1761735547,0.1805643719,36.0,0.0252755497,-0.184,0.0830468857,0.1596352234,-0.032435095,0.1722085386,0.0682443459,0.0236675005,0.3184823225,0.6325011276,0.0,1.1919019105,0.0846482328,0.6584925387,0.4410670275,8.4021333333,44.544769086,0.1983303249,0.0,0.0,1.0,0.0073506891,0.0,0.0,3.2428858867,5.0,0.2363873228,-0.113501998,-0.083611884,-0.561548979,0.165493393,-3.054615434,-0.24155316,23408.599407,0.4274172795,16.731164106,9.43307e-05,0.0268582809,0.1151095732,0.0019126161,0.1809770172,0.0050668802,0.0,0.0017997382,3.3355425511,-0.145078618,7.0,17.507240344,3.4380995523,0.0,0.0896964222,0.0413762776,0.0559890886,0.4934907131,14.598664268,9.258999e-11,4.7923716e-09,1.1434973547,1.3075862002,-0.028759066,0.042960748,-0.150329398,-0.359949562,0.1563712042380096,0.0491803278688522,0.0880284824210058,0.0631414158984169,0.0516173434273916,0.0513460049883891,0.0647156171065237,0.2181365221723965,0.1233229185811433,0.2249724421284695,0.1235294117647058,0.0958314657104437,0.0983915895408391,0.1021549003696691,0.2274324731398733,0.4007104388678812,0.5653732872326802,0.5931187280072983,1.1445614035087717,0.6158625247851948,0.4433817451883339,0.3922551252847379,0.5158730158730158,0.7017959070026452,0.7718509928975215,0.9205027494108404,0.597282111590226,0.7530474688082602,0.9505345460347852,0.6427899475876899,0.7202364199268223,0.775711795467751,1.0634706279540849,1.308157099697885,0.8925530267843318,0.74230330672748,0.5403225806451613,0.5364504776269481,0.6292149806743967,0.6390453204612496,0.791062271062271,0.597282111590226,0.7465352193170454,0.6874654886802871,0.6731453599781001,0.7853074339126624,1.050662640496561,1.1836370132190068
18973,0.338257826,0.0455419484,10.422605355,0.0160680089,0.1456707299,0.4020683271,0.1354967121,0.2059492361,0.5137387021,0.0013654897,0.4843840598,-0.060316909,-0.586199184,0.0722386014,0.0603169086,38.0,0.0003531435,0.0555555556,0.0586322562,-0.108270419,0.0046410653,0.1557440671,0.0430805554,0.0070873006,0.1158142079,0.3130356529,0.0,1.8056401019,-0.341155864,1.2772415989,-0.364813325,7.7693555503,6.710661922,0.4470165187,0.0,0.0,0.0,0.0,0.0,0.0,0.6795400615,4.0,-12.15961894,-0.031965901,-0.872761229,0.0101120464,-0.850479895,0.0224484436,0.1338035601,-2644.594319,0.1249505785,14.662100273,0.0009083896,0.025437015,0.0363914653,0.0163999705,0.1117018486,0.002347165,1.0,-0.000383951,0.5921344113,-0.072851385,6.0,15.015300853,1.2751158424,0.0,0.0536298864,0.0231830592,0.0296740123,0.2824462255,1.458930763,1.5380444e-09,1.8870607e-08,0.9612932023,0.9240846207,0.0581878194,0.0326462042,0.0890549083,-0.208206726,0.0274161735700197,-0.0232514532158258,-0.047366495976591,-0.0704853675945752,-0.0898130351214396,-0.0454462158695253,-0.0254443405051449,-0.0061057050181261,0.1346111958179048,-0.0138205225293448,0.179040289723857,0.3809650053022271,0.3015992003998,0.1108978460226062,0.1331303023711116,0.1125587355830841,0.0187756698611383,0.1963711529627929,0.1542211389319743,0.1003379805661175,-0.0592378544338088,-0.0902899056933286,-0.0861403508771929,-0.0754348597799077,-0.0180961357210177,0.1033679305231942,0.0069592112893872,0.0561638280616383,0.1250539956803458,0.0676368108218898,0.1223874165050638,0.1010357218347073,0.1650637441288303,0.1985734008283479,0.1958218549127639,0.2928766443286177,0.1906285714285716,0.2877626699629172,0.3618300653594772,0.3512321660181583,0.3356410256410258,0.4310439560439563,0.4021534320323017,0.3927807486631016,0.3618300653594772,0.374406332453826,0.332225063938619,0.3689881734559792
19271,0.7042735081,-0.051690057,-36.97205333,0.0,0.7684657399,2.2583755176,-0.072998114,0.0097048614,0.3738529008,0.0,-0.026476433,0.0031338821,0.0888606215,-0.056283268,0.0031338821,47.0,0.047905458,0.2415630551,0.214476941,0.232176056,-0.321793339,0.0914990533,0.2168677145,0.0828809335,0.0523818881,0.5287035015,0.0,2.7423787033,0.0452152605,1.307076779,-0.131917351,448.0,7.3424950374,0.0140609832,0.0,0.0,1.0,0.6933139535,0.0,0.0,0.7977851388,2.0,0.0143028006,0.08929437,0.1690599416,0.6333116414,-1.491592033,-0.974969109,-0.061989232,-15488.19592,0.0431411127,11.59840567,-0.004501459,-0.024077833,-0.0544249,0.1132146575,0.0023917342,-0.056350881,0.0,-0.053427775,-0.816076548,-0.028744567,1.0,8.8945159203,0.0466380228,0.0,0.041444961,0.0208889828,0.026465736,1.2006025049,0.1257651653,1.6574841e-06,4.9693818e-07,0.5124847706,0.2626406401,0.561154202,0.0678320743,0.3970846565,-0.053101737,-0.0440097799511002,-0.094208494208494,-0.1025248661055853,-0.1079847908745247,-0.33616298811545,-0.1762640449438202,-0.2432258064516128,-0.2383116883116882,-0.2997014925373134,-0.3562019758507134,-0.3710455764075067,-0.3572602739726027,-0.3593664664117968,-0.2929475587703435,-0.2714285714285714,-0.2916666666666666,-0.2557106598984771,-0.3562019758507134,-0.4915474642392717,-0.3289473684210526,-0.3845750262329485,-0.5268253327954819,-0.5619865571321883,-0.5245237130117553,-0.6112031819688433,-0.649746192893401,-0.6711522287636669,-0.6058467741935484,-0.5955172413793104,-0.5914315569487983,-0.5073498530029399,-0.507763323541754,-0.5847787610619468,-0.4096628082536487,-0.3395270270270271,-0.3005366726296958,-0.309995941152595,-0.1621428571428571,-0.1437956204379561,-0.1374999999999999,-0.2231788079470198,-0.2195608782435129,-0.2159090909090909,-0.3969151670951156,-0.2894569464215404,-0.0653386454183266,-0.0540322580645161,-0.08359375
