firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
21020,0.2130213973,0.2800818482,-0.522702302,0.0105093076,1.6172236695,1.5495558254,0.177157189,0.1060976446,0.3558063558,-0.104452489,0.0246706587,0.0295272601,0.1788436268,0.2362326019,0.0295272601,41.0,-0.003059033,0.0458958517,-0.038921454,0.1564483939,0.224247582,0.0584151218,-0.1081649,0.1181147335,1.7882236517,0.4783184137,0.0,0.7339213524,-0.18591204,0.6704887909,-0.189051413,5.8986904591,28.764912281,0.2180764226,0.0,0.0,1.0,0.0,0.0,7.2449282533,4.0,0.1216875788,0.0011873865,9.9445794107,-0.01539403,1.1129692808,20461.355118,0.0730462427,16.859754036,0.0089500154,0.0144365438,0.1709183673,-0.005945339,0.144595758,-0.047872397,0.0,0.0057361377,0.6500903716,0.0145449128,3.0,18.136620499,2.8734922352,0.0,0.0380434915,0.022216731,0.0241967044,0.4140204141,7.5434700777,5.11576e-11,8.3457961e-09,1.3578089528,1.8436451522,0.0015092244,0.0489585954,-0.122984671,0.1423128392,0.0085399449035812,0.0312676056338028,0.2931826209819852,0.1472892510184895,0.0553473623522629,-0.1072909046574006,-0.1070731707317073,-0.0610412926391382,-0.1355371900826446,-0.1126999515269024,-0.207918649935093,-0.057172289466907,-0.060800410466906,-0.0870324189526184,-0.0832602979842244,-0.1359452442766108,-0.2417935176555865,-0.3063660477453581,-0.2356993736951983,-0.2540749796251018,-0.3173596867424949,-0.2456212651967855,-0.1146311970979444,0.0318489289740699,-0.0584089915382834,-0.0576576576576577,-0.1478119180633147,-0.0883964143426294,0.0439121756487026,0.0002732240437157,-0.008665041971297,0.0912071535022356,0.4499009900990098,151.54166666666666,103.6,113.40625,12.920152091254751,11.368243243243244,9.113259668508286,7.634433962264151,5.779629629629629,4.838915470494418,5.236797274275979,4.6671826625387,4.431750741839762,4.19290780141844,3.6996148908857514,3.2768691588785046
11499,0.9180881403,-0.021505604,-4.567984208,0.0306230283,1.358200599,1.4105019827,0.0555292553,0.4451486009,0.2714997647,0.2912780295,0.5175280195,-0.036003332,-3.255801499,0.0485123742,0.0360033321,36.0,0.0550679837,0.3763188746,0.3958900831,-0.278562772,-0.103380892,0.3672661791,-0.381990236,0.1359212289,0.3196541297,0.2920552838,0.0,1.5418193598,-0.18738149,1.0310380434,-0.183759744,9.2987624326,3.7577164597,0.0372031847,0.0,0.0,1.0,0.0,0.0,0.5878691564,2.0,-5.631900625,0.3739180011,0.4466382164,-0.365665131,0.0371439745,-3779.876654,0.0400118084,12.871500904,0.0033023098,0.0098089917,0.0240657122,0.0087737572,0.0769470316,-0.097027379,4.0,0.0035460993,2.0930125693,0.0676352284,3.0,13.366569693,1.325992505,0.0,0.0250671208,0.0157723016,0.0257667361,0.3146253876,1.2901153417,1.0449728e-08,2.9949826e-08,1.7090734836,2.9209321722,-0.0027708,0.048564847,-0.366194019,0.3093874275,0.0263876251137396,0.2194594594594594,0.2906178489702515,0.384049079754601,0.709090909090909,0.8164251207729467,0.8164251207729467,0.4461538461538461,0.46875,0.2980437284234751,0.26457399103139,0.3772893772893773,0.165289256198347,0.2533333333333332,-0.0044130626654899,-0.0061674008810572,-0.0432569974554707,0.0631479736098021,-0.2073085031623331,-0.1778425655976677,-0.2741312741312741,-0.2033898305084746,-0.2122905027932962,-0.1582089552238806,-0.1977240398293031,-0.1693667157584684,-0.276459268762027,-0.2122905027932962,-0.290119572057898,-0.3200723327305605,-0.301547987616099,-0.2741312741312741,-0.3016344725111441,-0.2919020715630885,-0.3609065155807365,-0.1988636363636364,-0.1531531531531532,-0.155688622754491,-0.0829268292682927,-0.0654515327257664,-0.028423772609819,-0.1276102088167053,0.0444444444444442,0.0198915009041589,0.1336683417085427,0.2103004291845491,0.2745762711864405,0.1545547594677585
81912,1.0340706901,0.0482265758,-0.320872595,0.033485255,0.1105328323,0.5678462592,0.1099378036,-0.020006385,0.1333948756,-0.004150068,-0.288452601,-0.026661825,-0.63924755,0.0790552962,0.026661825,36.0,-0.021214114,-0.019230769,-0.116535425,0.0254706882,0.0012038159,0.1786759512,-0.154144136,-0.002574201,0.0211743825,0.617339728,0.0,9.3559195128,0.4281979382,6.6700480305,0.4696632752,1.2600405564,5.4324448362,0.5019463525,0.0,0.0,0.0,0.0,1.0,0.1536175815,5.0,45.008799628,-0.1391897,9.3277603347,-0.202348321,0.3549827321,-3103.676176,0.0587429544,14.858242505,-0.001023296,0.0109514552,0.0121322969,0.010016485,0.4441367867,-0.019026275,0.0,0.0014503263,-0.112392857,-0.000526839,5.0,13.282238947,0.2012305508,0.0,0.0316039808,0.0140283069,0.0181289422,0.3456365922,0.3636387594,3.3271618e-09,1.1830513e-07,1.1518251556,1.326701189,0.0236752998,0.0223206552,0.1465976549,0.2984149873,0.0036390101892285,0.0095168374816982,0.0154639175257731,-0.0014482259232441,0.0431164901664145,0.0970564836913285,0.174616695059625,0.2012195121951219,0.1359143327841843,0.0222386953298738,0.0214814814814814,0.053475935828877,0.055895865237366,0.0237564959168521,0.0245170876671618,-0.0281888653981677,0.0014524328249818,-0.0336370007007709,-0.032280701754386,0.0665119876256767,-0.015,-0.0349895031490552,-0.0450138504155125,0.0384036144578312,0.0007256894049347,0.013970588235294,0.0384036144578312,0.0229970326409494,0.0329588014981272,0.0462822458270106,0.0748246297739672,0.0673374613003094,-0.0100502512562814,0.0051020408163264,0.0407547169811319,0.05026656511805,0.0714840714840714,0.0781860828772478,0.1736170212765957,0.1510851419031718,0.2192749778956675,0.1588235294117645,0.1706281833616298,0.2107111501316942,0.2792207792207792,0.3519607843137255,0.4014227642276422,0.4379562043795619
27991,0.640570591,0.0611036314,-111.6763726,0.037803153,1.4405834027,0.4884639029,0.0552290647,0.0499335873,0.0942481562,0.0036989807,0.0525166855,-0.044787315,-1.502708933,0.1529246043,0.0447873153,41.0,0.0016321431,0.006440465,0.0010914667,0.0703588114,0.0969257887,0.0418684346,0.1229905115,0.0587867481,0.0495533708,0.4507093628,0.0,0.6174204422,-0.01108265,0.4233362014,-0.080015897,88.519119733,9.5034964084,0.0926894786,0.0,0.0,0.0,0.0,0.0,0.264238546,5.0,0.143614738,-2.823635891,-211.6575512,-0.182617614,-50.61508721,737.07237144,0.0244389518,16.065991463,0.0001271259,0.0169273675,0.0573634954,-0.003812834,0.0030537667,-0.03826554,2.0,-0.001184366,0.1776573098,-0.009117995,5.0,16.351168317,1.2599438269,0.0,0.0076158787,0.0050082761,0.0111335094,0.2835809437,2.2042854904,5.950617e-11,1.5806633e-08,0.2468242437,0.0609222073,0.1512289884,0.02187487,0.0705080733,0.1645871527,0.0126599147121533,-0.0365157854697605,-0.0625462620281274,0.0326131267835303,0.0459738472126634,0.0122552284534434,0.1040244079616445,0.1459809983411248,0.1785049627791561,0.1993371212121211,0.1965044874822861,0.1847521047708138,0.2764992440786158,0.2314049586776858,0.3357356301634733,0.2473736047275114,0.2416666666666664,0.1919999999999999,0.1858614232209736,0.0827871188372753,0.1124286341677645,0.2018029416416258,0.2362127867252317,0.3907393850658858,0.3343283582089551,0.4206393718452046,0.3137966804979251,0.371165644171779,0.3581769436997317,0.3902305159165751,0.365498652291105,0.4438533155994677,0.4359410430839001,0.4241004497751124,0.3562377297876136,0.3881987577639749,0.4002211166390268,0.2901528013582342,0.3699296917252568,0.3454320113314446,0.247783251231527,0.3126619450682328,0.3584197354308187,0.4235668789808915,0.4905845429580227,0.4766809172172559,0.4345856144987727,0.4392045454545454
10517,0.840729763,0.0834868232,-15.60721588,0.0041968264,0.7949836175,1.9561541765,0.0920861866,0.0822319203,1.142497855,0.0015450833,0.0477847247,-0.012139838,-0.228813122,0.1025897039,0.012139838,34.0,0.0024239017,0.0241935484,0.1667806016,-0.467966545,0.0172616047,0.9609573249,0.2205024576,0.0414544025,0.1169550829,0.3904345296,0.0,1.4559573699,0.4607270512,1.3910214356,0.4674430152,85.550904003,8.4029830236,1.131269649,0.0,0.0,1.0,0.0,0.0,2.2750733334,8.0,29.857621322,-0.079778838,-0.105994145,-0.579239694,-2.400454149,-1475.402889,0.138519725,14.759625198,0.0014796585,0.0115933954,0.0201856886,0.0007094876,0.1334307965,-0.078830379,0.0,0.0011801731,0.8612540839,0.0767966779,5.0,15.312748433,2.2158505519,0.0,0.1192774177,0.0286974724,0.0229081076,0.5023261122,9.7115496374,6.065634e-10,1.1914838e-08,1.1126193811,1.2379218873,-0.002371965,0.0460123063,0.5122529758,0.284632825,0.0435139573070608,0.0613778705636745,0.1612608497030607,0.0127490039840636,-0.030141167493323,0.0127490039840636,0.1056981296215746,0.111013986013986,0.1353282715497989,0.0473836011536876,0.0304012971220104,-0.2960398781500969,-0.3248339973439574,-0.3126014061654948,-0.2979839823253244,-0.2743362831858407,-0.2523529411764705,-0.1020840692334863,-0.1472660181147265,-0.1970941250789639,-0.1684658161596336,-0.1042988019732205,0.0266558966074312,0.0452302631578946,-0.0078064012490242,-0.0363912054586806,-0.28675645342312,-0.2259439707673569,-0.1374278927723107,-0.1593915343915343,-0.1727953140253822,-0.0546671625139456,-0.1353741496598638,-0.1124301675977653,-0.1039830807190693,-0.0823104693140793,-0.060953084595493,-0.1130495464061409,-0.0924669760799714,-0.0950516197935207,-0.1145942180424939,-0.113668061366806,-0.0685232685965554,-0.1426644182124787,-0.1011315417256011,-0.1142857142857142,-0.1754784301005513,-0.08594030924128
20482,0.3207111976,0.0394028278,5.0222669633,0.0221357406,0.3012063443,0.3085244443,0.0897534779,-0.000678377,0.3072804361,-0.023454363,0.0145141577,-0.008724946,-0.138142748,0.0448460427,0.0087249461,41.0,-0.001066382,-0.038961039,0.0078036252,0.0546524819,0.0414187441,0.2568935428,-0.015075468,-0.007098728,-0.014633467,0.3165338813,0.0,1.5409318528,0.0634358347,1.2580013063,0.050029304,3.3314285714,5.9698654184,0.2061834821,0.0,0.0,0.0,0.0,1.0,0.5809253925,6.0,-0.739361224,-0.147487975,0.6214293186,-0.785604066,0.9788647134,63025.469174,0.0352290716,18.138448218,0.0014379868,-0.008962868,-0.017267231,0.0024412184,0.1141099324,-0.019655124,0.0,0.0002364625,0.6940853918,0.0043588551,5.0,18.007195485,0.8643019653,0.0,0.0149989035,0.0083493648,0.0126556533,0.2977285307,1.3713221636,2.107081e-11,2.934966e-08,0.7525059213,0.5662651616,0.0412772751,0.0224476026,0.1046583871,0.1917901544,0.0064255116611136,-0.0549720670391061,0.0758076825235307,0.0671208680292707,0.087146529562982,0.0109968921826439,0.091636551368095,0.1173051519154557,-0.0583389000222667,-0.0585485307212823,-0.0560267857142856,0.0514669318746892,-0.0662397880326782,-0.1657131584138883,-0.1383455582722086,-0.1298353909465021,-0.0889702714347264,-0.0872005180228793,-0.1072408697487861,-0.0551831992850759,-0.0606397156819192,-0.0498764322624128,-0.0298233539802708,0.0168309689829284,0.0011837121212121,0.0040360873694207,0.0339853300733496,0.0569857535616096,0.091636551368095,0.0981563230329785,0.0630970336852689,0.1535733769776324,0.1033133315940517,0.1073579471065724,0.1570451436388509,0.2741789695691474,0.2688268826882689,0.1545181545181544,0.2124426605504585,0.1532587946550312,0.1454496208017333,0.1973386183465457,0.2515537141166026,0.248229043683589,-0.354351145038168,-0.3493846153846154,-0.354351145038168,-0.3831680280046674
10656,0.4699378877,0.0536649365,3.3326226942,0.0110676406,0.364809194,0.8621398782,0.1144251684,0.1041378268,0.3174586646,0.015370364,0.0032815001,0.0056959765,0.0844215613,0.0491344588,0.0056959765,42.0,0.0048731165,0.0,0.0211591166,-0.026072078,0.0345160122,1.2642373556,0.1156102448,0.0065560851,0.1975956981,0.472715974,0.0,3.5656178594,0.436312824,2.5736962368,0.4983281463,8.2488886263,3.098401216,0.2011616893,0.0,0.0,1.0,1.0,1.0,0.5841053298,4.0,11.713039545,-8.558985883,0.0466292201,0.6137064524,-0.1149272,-2210.737014,0.1226110697,13.075616074,-0.006705445,0.0081086879,0.0144034003,-0.009606917,0.137787202,0.0020337388,0.0,-0.000526593,1.0662641541,-0.146374214,4.0,13.759871736,2.282061504,0.0,0.0229207221,0.0161844198,0.0260839124,0.4701741414,3.8522174196,4.3938186e-09,1.6943227e-08,1.6104279625,2.5934782224,0.0315906302,0.0504065369,0.0485726869,0.0549515956,-0.0594353640416048,-0.2613768961493583,-0.1324805847418914,-0.1488121918422232,-0.1533660276415516,-0.1939728353140917,-0.1146853146853147,-0.1689277899343546,-0.2961452928094885,-0.326834455866714,-0.3703580901856764,-0.3081967213114754,-0.1526104417670684,-0.1895006402048655,-0.2289890377588307,-0.1943148069579975,-0.0201238390092879,-0.1368181818181818,-0.1130312937879496,-0.0211340206185567,-0.1248847926267281,-0.0957142857142857,-0.1649076517150396,-0.0170807453416149,-0.0119667013527575,0.1330548926014318,0.0468577728776185,0.0895008605851979,-0.1320840950639854,-0.0547536087605774,0.0382722799343904,-0.1092870544090057,-0.2407037185125951,-0.1179749187180679,0.1905956112852664,0.2157490396927015,0.2918367346938775,0.223582474226804,0.3632447954055993,0.4917517674783973,0.8259615384615382,0.7154471544715446,0.8242074927953889,0.8189655172413792,0.8895522388059698,0.9047141424272817,0.8952095808383234,1.0095238095238095
60038,0.7412900479,0.0822930828,1.1323990107,0.0212341559,0.6563705901,1.8850162732,0.1001329198,0.0266429616,0.5297447925,0.0173199635,-0.041198596,0.0462144355,0.774718398,0.0185391175,0.0462144355,41.0,0.0228583516,0.1287128713,0.0241554905,0.0196373409,0.0239423017,0.2772598298,0.1304046353,0.0289630302,0.0952622502,0.4887852765,0.0,4.9961461126,0.3346280316,2.0212801609,0.3025556674,45.264633141,5.6126756964,0.1752755482,0.0,0.0,0.0,0.0,0.0,1.0511058131,4.0,0.0529909963,0.1425701375,12.735950365,-0.392890245,6.4180219572,-1869.127007,0.0502102314,11.477122106,-0.00211353,0.0140172638,0.0322453104,0.0288963326,0.0631163708,0.0008849899,0.0,0.0023900574,-0.704206776,0.0193797816,2.0,10.448955742,0.4030799801,0.0,0.0298944954,0.014829269,0.0321248154,0.9238183438,2.5437011183,7.2614499e-08,4.0572266e-08,0.4420632214,0.1954198917,0.1827630417,0.0358032356,0.0210412291,0.2164664996,0.0194931773879143,-0.0341643582640811,0.1431693989071039,0.1583610188261353,0.2464028884135769,0.2802937576499389,0.3691099476439792,0.5104693140794225,0.2022988505747127,0.221620106512193,0.2795107033639143,0.2138443238852303,0.2092485549132947,0.1453850618135628,0.1558011049723757,0.1622222222222222,0.1338753387533877,0.1450465243568692,0.0878835153406136,0.1069075901478875,0.0465232616308155,0.1622222222222222,0.2127536231884059,0.2572115384615385,0.2415430267062315,0.2291421856639248,0.2489552238805972,0.2826486817903129,0.2430184194890079,0.2741336256775688,0.3132454488386693,0.4279863481228669,0.4040268456375839,0.419267299864315,0.412559081701553,0.3863485752153746,0.4691011235955058,0.5072046109510087,0.626736961609941,0.6433621366849962,0.6343750000000001,0.7161607875307632,0.668274866625731,0.714754098360656,0.8949275362318843,0.898366606170599,0.846262465801783,0.7698815566835873
10779,0.643621255,0.0192420944,3.1379610195,0.0,0.0855635494,0.5493885968,0.0423806786,0.0665927648,0.3567836479,0.0048298573,0.2334132694,0.1040622751,3.8203650336,-0.05426973,0.1040622751,38.0,0.1091123177,0.0594059406,-0.040328049,-0.302422354,-0.041497724,0.4967391304,-0.462599523,0.1389444655,0.0477537388,0.4437852417,0.0,6.6042692939,-0.278329962,2.7848932677,-0.514053759,6.3658170915,7.2105773896,0.4664757814,0.0,0.0,0.0,0.0,0.0,0.3970751963,1.0,45.073404142,-0.06055299,8.9373108996,-0.448389437,0.2216577057,-5154.950476,0.0587429544,11.154851008,0.0069137651,0.0158972318,0.0196292555,0.0970811595,0.2001718213,-0.00577453,0.0,0.0069100306,0.0896396807,-0.037372965,5.0,10.27660163,0.3014566029,0.0,0.068627432,0.0270896891,0.0359415255,1.211941032,1.955759337,5.2291814e-07,7.3994737e-08,1.2373015617,1.5309151547,0.0131520575,0.0636843511,-0.071234493,0.2984149873,-0.0395683453237409,0.0328820116054158,0.0491159135559922,-0.0201834862385321,0.0722891566265058,0.18141592920354,0.387012987012987,0.3553299492385786,0.3553299492385786,0.3024390243902439,0.241860465116279,0.2136363636363634,0.1608695652173912,0.5614035087719298,0.0831643002028397,-0.0074349442379182,-0.2005988023952095,-0.1245901639344262,-0.140096618357488,-0.0091661409433332,0.1125,0.0744466800804828,-0.0378378378378377,0.0348837209302324,0.1125,0.3024390243902439,0.383419689119171,0.3906612151358108,0.7006369426751591,0.6952380952380952,0.6952380952380952,0.5614035087719298,0.5845697329376853,0.5845697329376853,1.0304182509505702,1.0227272727272725,1.0538461538461537,0.3349999999999999,0.78,0.638036809815951,1.2436974789915969,1.353978399823672,1.4608294930875578,2.216867469879518,2.178571428571429,2.159763313609468,2.178571428571429,2.016949152542373
61487,0.9415871464,-0.00787177,-0.884267009,0.0229176545,0.5600069642,11.977575222,-0.017748351,-0.286370278,0.0918301478,0.0,-0.505201372,-0.091611889,-20.98196078,0.1572933954,0.0916118891,42.0,-0.019896272,-0.070114943,-0.529552176,-0.041229984,0.308452651,0.3971698903,0.3694172562,-0.030881947,-0.031664095,0.7450879345,0.0,2.2012918189,0.4789870471,2.1056398618,0.4950358691,21.161759744,26.132782258,0.1637970674,0.0,0.0,0.0,0.0,0.0,0.1986323549,4.0,-94.8358866,-0.098584492,1.3506244551,-6.07655077,-0.008405152,-2250.268606,0.1242964792,12.051376891,-0.004217437,-0.008559751,-0.013846728,-0.450321404,0.336974209,0.0113427256,0.0,-0.011124392,-0.014693837,0.0636270065,3.0,10.50890533,0.2504346452,0.0,0.0433715247,0.020325427,0.0359004599,0.4911539195,0.7467497079,9.2665698e-08,7.8701715e-08,1.3302178799,1.7694796081,0.1691898072,0.0543747236,0.2062886423,0.0549515956,0.0598382749326145,0.2989758837132474,0.0212987012987013,0.0136633152874452,-0.0231055900621117,-0.0165082541270634,0.2017114914425428,0.1678051678051677,0.0239583333333333,-0.0838769804287046,-0.1156095366621682,-0.0409756097560976,-0.137908353431265,-0.1768892610424953,-0.1183856502242153,-0.0834498834498834,-0.1562231759656652,-0.4149680107126915,-0.4120813397129186,-0.3225361819434872,-0.2128128128128128,-0.1122149469406186,-0.0649227110582638,-0.1122149469406186,-0.4005183717030035,-0.3982246709519437,-0.4967362088826315,-0.3781432864146765,-0.4543436025534277,-0.3211325966850828,-0.4657608695652173,-0.4088995790739627,-0.425985401459854,-0.3128276826284516,-0.2404867683986865,-0.2916591605116195,-0.3533958230554185,-0.4119934200687902,-0.4292350123385107,-0.3722860791826309,-0.2086939021936003,-0.2290196078431372,-0.0123084652097463,0.1017091622303167,0.1211861990305103,0.1269704786471768,0.2925706771860616,0.2891803278688525
