firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
53612,0.4405372468,0.0723205848,10.156190066,0.0246431901,0.2559947102,2.604440322,0.1946651032,0.0713999959,0.8740408239,-0.028237631,0.1462238393,-0.058123396,-0.541143484,0.1114563981,0.058123396,14.0,0.0246381745,0.0,0.0837804092,0.034541824,0.059597478,0.0894646644,0.0710202809,0.0322437372,0.5587469026,0.0,1.5052466739,-0.033883859,0.2709530014,87.163019425,113.14778168,0.3892633909,0.0,0.0,0.0,0.0,0.0,1.3314373855,6.0,-0.079534445,-0.676864334,-0.309421366,-1.466516322,-0.752509648,-0.405644793,482.3840527,0.0647549552,13.479829758,-0.001754829,0.0297557868,0.0467378252,0.0498672694,0.0231467422,-0.001682535,1.0,-0.000137931,-0.17271018,0.0001647824,6.0,11.531968,0.1839928237,0.0,0.0405405387,0.0172069095,0.0184303974,0.5683531996,0.396921995,2.1114838e-08,1.4229937e-07,0.7058323494,0.4981993055,0.047662834,0.0307089459,-0.026436854,0.201087961,-0.0068493150684931,0.0104529616724737,0.0139860139860139,0.0283687943262411,0.039426523297491,0.0943396226415094,0.1934156378600822,0.4077669902912622,0.3302752293577982,0.0431654676258992,-0.0301003344481605,-0.085173501577287,0.0247349823321554,0.102661596958175,0.1153846153846154,0.0622710622710622,0.0469314079422382,0.1646586345381526,0.2288135593220339,0.0902255639097744,0.0902255639097744,0.0861423220973782,0.0247349823321554,0.1111111111111111,0.0,0.0740740740740741,0.1068702290076335,0.1507936507936507,0.2608695652173913,0.1934156378600822,0.183673469387755,0.1983471074380165,0.3004484304932735,0.4356435643564356,0.3302752293577982,0.2393162393162393,0.183673469387755,0.2946428571428572,0.3302752293577982,0.4215686274509804,-0.3078758949880668,-0.258312020460358,-0.1807909604519774,-0.1666666666666666,-0.1830985915492957,-0.1445427728613569,-0.085173501577287,-0.0460526315789473
61399,0.7660239907,0.0735911008,-1.840404202,0.0224111298,0.5851264539,3.2119686481,0.1183976653,0.0599554899,0.6024850937,-0.003179891,0.0378086474,0.0777972781,1.3879794117,-0.028551832,0.0777972781,13.0,0.0057208742,-0.001488196,0.0694978717,-0.025088006,0.0850956275,0.1538759328,0.0651421402,0.077519638,0.5597655882,0.0,2.3822755772,0.1208369118,0.7702172432,55.644398369,20.708348879,0.2163584706,0.0,0.0,1.0,0.0,0.0,1.0376479555,4.0,0.0097724455,-0.05083925,-2.850605753,2.2351691374,-3.11672928,1.2501662183,574.22510892,0.1195656378,13.678453529,-5.9787e-05,0.0229876459,0.0462820106,-0.025322521,0.0413635437,-0.002022753,2.0,8.73563e-05,-0.359709189,-0.031803565,5.0,12.399973775,0.301756559,0.0,0.0319148935,0.01367281,0.0152155,0.4569275817,0.7918552885,7.7933333e-09,7.7379349e-08,1.4047457136,1.97331052,0.1992856446,0.0367398539,0.1965667312,0.0525773565,0.0116279069767442,0.0943396226415094,0.0874999999999999,0.1225806451612903,0.0807453416149068,0.1298701298701299,0.3488372093023255,0.288888888888889,0.183673469387755,-0.116751269035533,-0.2090909090909091,-0.2018348623853211,-0.2018348623853211,-0.2018348623853211,-0.1714285714285713,-0.2926829268292683,-0.3255813953488372,-0.2126696832579185,-0.1634615384615384,-0.2162162162162162,-0.2018348623853211,-0.1122448979591836,-0.2232142857142857,-0.2595744680851064,-0.3958333333333333,-0.4678899082568807,-0.4368932038834952,-0.4405144694533762,-0.3763440860215054,-0.2368421052631578,-0.1594202898550725,-0.0543478260869565,-0.0224719101123596,0.0235294117647058,-0.09375,-0.1512195121951219,-0.1906976744186046,-0.2467532467532467,-0.1753554502369668,-0.1981566820276498,-0.2368421052631578,-0.2162162162162162,-0.1212121212121212,-0.09375,-0.0543478260869565,0.0,0.0943396226415094,0.2700729927007299
62316,1.3025284364,0.122934657,-8.22118435,0.0,1.1219535887,3.9863621793,0.0962094111,0.1544773358,0.5984458834,-0.026219956,0.2525918536,0.0086217631,0.1586599241,0.1034298536,0.0086217631,9.0,0.1383174681,0.1841522798,0.1903770181,-0.049203245,0.0978450978,0.0194064427,0.2320721554,0.0815078879,0.5589025233,0.0,1.8804719597,-0.136007939,0.2458561859,24.109505346,173.16118143,0.1789558821,0.0,0.0,1.0,0.0,0.0,1.0400038713,5.0,0.0143754467,0.1421340921,0.5257826937,0.1216137779,0.1398426903,0.1879419017,-1249.390874,0.1255688498,10.835769737,-0.000559274,0.0031449103,0.005701288,0.0603446904,0.0030593866,-0.000151335,1.0,-0.000851064,-0.627314815,0.0059273434,3.0,10.764038276,0.6229743206,0.0,0.0133333337,0.0109153442,0.0158035569,0.8552765778,1.8776485638,1.6753793e-07,5.8581622e-08,1.1807410727,1.3941494808,-0.061752616,0.037593968,-0.444819276,0.1947729885,0.0930232558139534,0.1604938271604938,0.1325301204819278,0.119047619047619,0.0930232558139534,0.2207792207792207,0.323943661971831,0.3623188405797102,0.2702702702702702,-0.2100840336134454,-0.1826086956521738,-0.175438596491228,-0.2166666666666666,-0.1531531531531531,-0.1454545454545455,-0.1826086956521738,-0.0105263157894737,0.119047619047619,0.1058823529411765,0.119047619047619,0.0561797752808987,0.1058823529411765,0.032967032967033,-0.0961538461538461,-0.168141592920354,-0.175438596491228,-0.1047619047619047,-0.1214953271028037,0.032967032967033,0.0561797752808987,0.010752688172043,0.0444444444444445,0.0930232558139534,0.1898734177215189,0.175,0.0681818181818181,0.1058823529411765,0.2207792207792207,-0.0105263157894737,-0.0309278350515463,-0.0208333333333333,-0.0961538461538461,-0.1047619047619047,-0.0208333333333333,-0.0961538461538461,-0.1214953271028037,-0.2539682539682539,-0.1896551724137931
67643,0.3392104853,-0.25331565,-135.7045455,0.0,3.1000936183,2.253627711,-0.367956906,-0.521215939,-0.032711752,0.0050180336,-0.5264613,0.0088717851,0.1860178626,-0.300436886,0.0088717851,8.0,-0.11556822,0.0,-0.626082454,-0.784551493,0.1100300725,0.1241015566,-0.110136082,-0.46728743,0.4930018374,0.0,2.0418507324,1.0951244041,1.0953266682,328.26136364,2.3163338946,-0.032397373,0.0,0.0,1.0,0.0,0.0,-0.773462387,3.0,0.1195063399,-0.02764658,-0.441394523,-1.328691639,-1.304178834,-0.268173182,-82.915986,0.0505271421,9.0837562199,0.0,0.0916557262,0.4262747939,-0.577625215,0.0019961438,0.0328780596,1.0,0.3979980194,-0.437288809,-0.065018319,1.0,8.4566466915,0.4375260092,0.0,0.200000003,0.0868274852,0.0801966874,1.1789353799,2.8119507631,3.9299456e-06,3.8948319e-08,2.3909205256,5.7165009599,-0.033046089,0.110829992,0.500000009,0.1153961832,-0.0588235294117647,-0.0588235294117647,-0.2727272727272727,-0.3333333333333333,-0.36,-0.1111111111111111,-0.1578947368421053,-0.1111111111111111,-0.3333333333333333,-0.7377049180327868,-0.7192982456140351,-0.7777777777777778,-0.8117647058823529,-0.8504672897196262,-0.8596491228070176,-0.865546218487395,-0.8532110091743119,-0.8461538461538461,-0.8095238095238095,-0.8181818181818181,-0.8383838383838383,-0.8160919540229885,-0.8632478632478633,-0.8688524590163934,-0.8688524590163934,-0.8,-0.8160919540229885,-0.8241758241758241,-0.8367346938775511,-0.84,-0.7948717948717949,-0.8241758241758241,-0.7681159420289855,-0.7647058823529411,-0.8446601941747574,-0.8431372549019608,-0.8518518518518519,-0.8446601941747574,-0.8350515463917526,-0.8431372549019608,-0.8571428571428572,-0.8461538461538461,-0.8048780487804879,-0.8,-0.8367346938775511,-0.813953488372093,-0.7922077922077921,-0.7647058823529411
66253,0.1610585128,0.0424012904,9.076236993,0.0114220259,0.0396334479,0.1614418963,0.5443563452,0.3278374115,0.8799455563,1.0065670662,0.6589041096,0.0322117685,0.1336420774,0.0367346939,0.0322117685,5.0,0.0,0.3117647059,0.2752049634,-0.00591756,0.1627010724,-0.107521564,0.0811086708,0.2656795385,0.6558615026,0.0,4.3879204893,-0.261420853,4.3879204893,1.8331917605,4.0315236427,1.4778832708,0.0,0.0,0.0,0.0,0.0,1.0451556013,1.0,-0.235650899,0.0342365079,-0.341245106,0.4843515056,-0.017121941,-0.439972804,-182.5709839,0.1529638306,11.609198817,-0.008345687,0.0501563198,0.0628058499,0.0097353935,0.3880980667,-0.023745354,1.0,-0.002242991,8.0586939418,-0.136862751,6.0,10.398061836,0.4359707918,0.0,0.0588235296,0.0281801988,0.0242222673,1.1090081916,1.9875485456,1.6714399e-07,5.4153008e-08,1.3782602004,1.8996011799,0.1773983915,0.065786787,0.3752768258,0.0439115591,-0.0695652173913043,-0.0775862068965517,-0.2671232876712328,-0.2721088435374149,-0.2866666666666666,-0.2357142857142857,-0.2671232876712328,-0.0695652173913043,-0.277027027027027,-0.2960526315789473,-0.3742690058479532,-0.2517482517482518,-0.2569444444444444,-0.33125,-0.3395061728395061,-0.3227848101265823,-0.6592356687898089,-0.6007462686567164,-0.4830917874396135,-0.4904761904761905,-0.4855769230769231,-0.3885714285714285,-0.4540816326530612,-0.4976525821596244,-0.5668016194331984,-0.5427350427350428,-0.4780487804878048,-0.4338624338624338,-0.4022346368715084,-0.3742690058479532,-0.3630952380952381,-0.3354037267080745,-0.2569444444444444,-0.2411347517730496,-0.2189781021897809,-0.213235294117647,-0.0932203389830508,0.0388349514563106,0.1888888888888888,0.1888888888888888,-0.0272727272727272,0.0490196078431373,0.2159090909090908,0.3896103896103895,0.0,0.0288461538461537,-0.0695652173913043,-0.0614035087719297
64039,0.7035996488,0.115048288,-2.712440517,0.0128533802,3.6247585601,5.8296049166,0.0967104803,2.5279228606,1.0221176077,0.2292251241,2.1944229519,0.3415216335,8.4728327228,-0.859736611,0.3415216335,12.0,0.3290777759,0.5465116279,1.2964059431,0.3634708239,0.1154278015,-0.426485998,1.1347669852,3.9399399399,0.4452806948,0.0,2.612284334,0.4270186995,0.9789164941,18.807840471,9.7709105892,0.0786860086,1.0,0.0,1.0,1.0,0.0,7.331420373,3.0,0.0545094544,0.3286998123,-0.011039329,-1.840783163,0.8718994785,-0.837920515,-191.9585342,0.0763036495,10.03583074,-0.004667472,0.0038969352,0.0214271901,0.8827708585,0.0156989276,-0.088703149,0.0,-0.01505898,-0.209288991,-0.102339182,1.0,8.6027055287,0.1332452966,0.0,0.0666666701,0.051947589,0.0420846839,0.9106142414,0.4406353398,5.8264276e-06,1.7523026e-07,1.2607833608,1.5895746828,-1.10597151,0.1245907229,0.2222222284,0.1626676129,-0.0454545454545454,0.0,-0.2222222222222222,-0.3,-0.2222222222222222,0.05,0.1052631578947369,0.0,-0.0454545454545454,-0.4473684210526315,-0.5625,-0.5116279069767442,-0.5,-0.3225806451612903,-0.0454545454545454,-0.0454545454545454,0.3999999999999999,0.5,0.75,0.5,0.5,1.625,1.1,0.9090909090909092,1.3333333333333337,2.5,3.666666666666667,3.666666666666667,3.2,3.2,3.666666666666667,3.666666666666667,3.2,2.230769230769231,2.230769230769231,3.2,3.2,1.7999999999999998,2.5,1.625,1.3333333333333337,2.230769230769231,1.3333333333333337,1.3333333333333337,0.3999999999999999,0.2352941176470588,0.0,0.2352941176470588
51270,1.697399462,-0.108381044,-27.58804914,0.0,2.9790439401,5.4067462234,0.0076378897,0.071865557,0.3557115966,0.0,0.1595996048,-0.037860358,-1.612525458,0.0663861489,0.0378603578,13.0,0.0008368251,-0.058823529,0.0996913407,0.2052470992,0.1290952039,-0.009662513,0.0328800713,-0.048062639,0.5888822428,0.0,2.5521968046,-0.186042236,1.4385439361,72.953834698,3.4045798874,0.0359466073,0.0,1.0,1.0,0.0,0.0,0.7896756623,6.0,-0.04595893,-0.251679372,1.9203239527,2.7465023269,-0.381362851,-0.135030297,-307.1094923,0.0262528486,10.259477887,0.0097789167,0.0029528436,0.0082794389,0.194590256,0.0074232511,-0.062964223,0.0,0.0498916446,-0.265051395,-0.079607842,3.0,8.6676370093,0.3637531102,0.0,0.0476190485,0.0215695156,0.0343752621,0.7328030279,1.3736352511,5.6387525e-07,5.6285044e-08,2.3147904836,5.358254983,-0.008797943,0.0745629919,0.3549783802,0.0496383177,0.0526315789473683,0.1999999999999999,0.1999999999999999,0.1538461538461537,0.3636363636363635,0.6216216216216217,0.7647058823529411,1.2222222222222223,0.7142857142857142,0.0344827586206897,-0.0769230769230768,-0.1780821917808219,-0.1780821917808219,-0.2307692307692307,-0.25,-0.2307692307692307,-0.3023255813953488,0.0909090909090908,0.3636363636363635,0.2765957446808511,0.3953488372093023,0.1999999999999999,-0.0476190476190476,0.1538461538461537,-0.1999999999999999,-0.368421052631579,-0.4594594594594594,-0.368421052631579,-0.4444444444444444,-0.4230769230769231,-0.3877551020408163,-0.3617021276595744,-0.240506329113924,-0.2941176470588235,-0.3548387096774194,-0.3939393939393939,-0.3617021276595744,-0.5081967213114754,-0.5081967213114754,-0.5384615384615384,-0.607843137254902,-0.625,-0.5081967213114754,-0.4444444444444444,-0.4736842105263158,-0.5488721804511278,-0.6026490066225165,-0.4827586206896551
51960,1.0247433241,0.1004656059,-1.600798565,0.0,0.3548066881,1.9356392929,0.1422025129,0.165125136,0.5343258483,0.0367008682,0.4158681935,-0.083838765,-1.069658992,0.2079295446,0.0838387646,6.0,0.0072645033,0.0,0.0498364197,0.0569149378,0.1548004814,0.0888107257,0.1628004748,0.0978104022,0.6389861822,0.0,3.4357250652,-0.078543619,2.7767869392,10.133987429,5.0295975044,0.6553808948,0.0,0.0,0.0,0.0,1.0,0.6701173223,5.0,0.409084797,-0.104601784,0.4439161107,1.8657527745,0.9360205442,0.1981726635,-378.0558889,0.0653410158,10.274059238,-0.001904244,0.0181087418,0.0237231615,0.0014933681,0.1384543544,-0.066077575,0.0,-0.000476923,-0.39553763,0.0,6.0,9.4335239225,0.718111346,0.0,0.0652173907,0.027588981,0.0290046791,1.1634281508,3.5912067521,2.4863999e-07,3.3655882e-08,1.3634031411,1.8588681252,0.1128457941,0.0501376638,-0.122023818,0.0312332448,0.1063829787234043,0.1818181818181818,0.2093023255813952,0.1304347826086955,0.2380952380952381,0.1818181818181818,0.2682926829268293,0.4444444444444444,0.3,-0.0545454545454545,-0.1186440677966101,-0.0188679245283018,-0.0188679245283018,-0.087719298245614,-0.0188679245283018,-0.1186440677966101,-0.2238805970149253,-0.1034482758620689,0.0196078431372548,-0.02803738317757,0.0,-0.0188679245283018,-0.087719298245614,-0.037037037037037,-0.037037037037037,-0.087719298245614,-0.1612903225806451,-0.037037037037037,-0.0714285714285714,0.0,-0.1333333333333333,-0.0188679245283018,0.0833333333333332,0.1818181818181818,0.0833333333333332,0.0,-0.0714285714285714,0.04,0.0833333333333332,0.1954022988505748,0.0833333333333332,0.2093023255813952,0.4857142857142857,0.3866666666666667,0.2380952380952381,0.1818181818181818,0.2380952380952381,0.2235294117647059
13100,0.5429491766,0.0885308242,0.1523393895,0.0346945122,0.6889054004,2.1097852507,0.1368631369,-0.004509583,0.5036237719,-0.022435015,-0.015949872,0.0560129136,0.7815315315,0.0193411936,0.0560129136,14.0,0.0079096045,-0.057350033,0.0197571318,-0.005485319,0.0957446809,-0.001861702,0.0389756805,0.0493256262,0.5798862644,0.0,2.1673076923,-0.013798145,1.2179487179,61.51744186,6.3359281437,0.1998277347,0.0,0.0,1.0,0.0,0.0,1.1487475915,3.0,0.0118215439,-0.099368221,-0.233796566,-0.207590329,-0.146258835,0.1038532417,3714.3370014,0.1255688498,15.485059172,-0.002445386,0.007487632,0.0201947349,-0.033327112,0.0309530274,-0.043421327,0.0,0.0001861111,-0.396732109,-0.017047169,4.0,14.310656394,0.3139267193,0.0,0.0143369175,0.0135216471,0.0186255309,0.3566348938,0.7729408824,9.503455e-10,5.823685e-08,1.290842495,1.6662743468,0.0949880628,0.0349946931,0.1217012827,0.133218579,0.0627306273062731,0.1338582677165354,0.0627306273062731,0.032258064516129,-0.0739549839228296,0.0706319702602229,0.2360515021459228,0.3980582524271845,0.125,-0.1246200607902735,-0.2634271099744245,-0.2216216216216215,-0.2421052631578947,-0.1794871794871795,-0.1955307262569832,-0.217391304347826,-0.215258855585831,-0.1554252199413489,0.0140845070422535,-0.0914826498422712,0.0285714285714284,0.0786516853932584,-0.0103092783505154,0.0034843205574912,-0.5656108597285068,-0.5675675675675675,-0.5369774919614148,-0.5324675324675325,-0.4596622889305816,-0.4461538461538461,-0.424,-0.3793103448275862,-0.3656387665198237,-0.2708860759493671,-0.3026634382566586,-0.2871287128712871,-0.352808988764045,-0.3614190687361419,-0.25,-0.2216216216216215,-0.2299465240641711,-0.2066115702479338,-0.0557377049180327,-0.0828025477707006,-0.0999999999999999,-0.4146341463414634,-0.4061855670103093,-0.3698030634573304
64637,0.7361907742,0.1753397991,-0.419425511,0.0367087288,0.3233566239,2.1508673132,0.3090398908,0.1485675716,0.6349932503,0.0,-0.015869657,0.050333345,0.2858842189,0.1252129176,0.050333345,8.0,0.0016754512,0.1219512195,0.1055640925,-0.101889365,0.1281981492,-0.094915759,0.0512974351,0.2319953461,0.5558881489,0.0,2.4168784952,0.1395958795,1.3502796136,15.061830574,10.060813008,0.638370481,0.0,0.0,0.0,0.0,0.0,0.9742873764,4.0,0.0205003561,0.0811498806,-0.465533748,-1.154171834,1.8290838777,0.0972371526,-35.77575285,0.1394695653,8.7902691115,-0.008699565,0.04206682,0.0613109906,0.1115861925,0.1341168789,0.0227357229,0.0,0.0008342893,-0.708333333,-0.011585364,5.0,5.7780392453,0.0585045662,0.0,0.0212765951,0.0133369097,0.0187284577,0.4723758768,0.4186659655,3.6907369e-06,8.8421055688,0.7563670691,0.5720911433,0.2439226841,0.0458613876,0.2433943084,-0.004605871,-0.024390243902439,-0.0697674418604651,-0.1489361702127659,-0.1489361702127659,-0.1666666666666666,-0.1999999999999999,-0.1111111111111111,0.0,0.0256410256410255,-0.2592592592592593,-0.2156862745098039,-0.3103448275862068,-0.1489361702127659,-0.1111111111111111,-0.0909090909090909,-0.1304347826086956,0.1111111111111111,0.1428571428571428,0.3333333333333332,0.2903225806451612,0.1764705882352941,0.25,0.1764705882352941,0.0,-0.024390243902439,-0.0909090909090909,0.2121212121212121,0.1764705882352941,-0.024390243902439,0.0810810810810811,0.5384615384615385,0.4814814814814814,0.2903225806451612,0.4285714285714286,0.2903225806451612,0.2903225806451612,0.8181818181818181,1.5,1.3529411764705883,1.1052631578947367,1.2222222222222223,1.0,1.1052631578947367,0.6666666666666667,0.7391304347826086,0.7391304347826086,0.8181818181818181,0.5384615384615385
60097,0.3897681288,0.0851878108,4.8879552891,0.0140146704,0.2411598484,0.6432521046,0.2194670371,0.144863762,0.8362213897,-0.052698955,0.4180001389,0.1335453524,0.9265033922,0.0062610151,0.1335453524,14.0,0.0385166107,0.1567043619,0.3014037541,0.0016025904,0.192911637,-0.157790119,0.0844638113,0.0229490913,0.5473623194,0.0,2.229142279,-0.234628371,1.6609637112,8.3173433144,3.224340024,0.5328468202,0.0,0.0,1.0,0.0,0.0,1.1947533121,4.0,-0.733914298,0.0375590136,-8.349232328,0.118108495,0.5674995871,2.6505009834,759.11219365,0.0849810308,13.888454978,0.0060992964,0.0396191023,0.0641324886,0.0292721872,0.066963533,-0.025594475,2.0,0.0001216301,0.0617330803,0.0183333326,6.0,13.641646337,0.6734541099,0.0,0.0137825422,0.0061232129,0.0081534279,0.6081865102,1.6242107994,1.6571483e-09,4.1540297e-08,1.0385703785,1.0786284311,0.1568178152,0.0314438567,0.2288973413,0.1378447792,0.0078988941548183,0.0668896321070233,0.0459016393442623,-0.1175656984785615,-0.176774193548387,-0.1212121212121212,-0.1459170013386881,-0.0477611940298507,0.0510708401976935,-0.2257281553398058,-0.219094247246022,-0.2084367245657568,-0.1470588235294118,-0.1605263157894737,-0.1051893408134642,-0.0229709035222052,-0.1138888888888889,0.0110935023771789,0.0373983739837398,-0.0713245997088791,-0.0885714285714285,0.0224358974358973,-0.0699708454810495,0.015923566878981,0.0459016393442623,0.151624548736462,0.2364341085271317,0.2658730158730158,0.4369369369369369,0.710455764075067,0.8333333333333333,0.8280802292263609,1.0580645161290323,1.1125827814569536,1.0514469453376205,1.1266666666666665,1.4258555133079849,1.5418326693227091,1.8868778280542984,1.6040816326530614,1.6147540983606556,1.6473029045643153,1.953703703703704,1.91324200913242,1.9400921658986172,1.953703703703704,2.11219512195122,2.082125603864734
52717,1.1402122525,0.1742982775,-1.264058957,0.0,0.2283862862,1.6588752604,0.2544204322,0.2175294118,0.6245882353,-0.011374408,0.5433422699,0.0830813306,0.5940819423,0.0707508183,0.0830813306,12.0,0.0219640299,0.01,0.39331334,0.2974509912,0.1975574713,-0.62766862,0.2705882353,0.1681343991,0.6506293362,0.0,4.636977887,-0.366928337,2.757985258,5.6888888889,6.567539267,1.3127196065,0.0,0.0,0.0,0.0,0.0,0.7192792305,4.0,-0.167291686,-0.267528198,0.6379086341,9.303913502,0.6089988079,-0.40595668,-388.8942339,0.1529638306,7.7906960312,-0.037593985,-0.024844096,-0.027815315,-0.467291489,0.2360505899,0.097333316,0.0,-0.115876172,3.733862479,-0.06666667,4.0,6.8178989499,0.4406534326,0.0,0.0799999982,0.0429573334,0.0440913605,1.0466087772,1.5752012731,2.59795e-05,8.8421053943,1.3746292302,1.8896055205,-0.079490327,0.0863835367,-0.083333329,0.0439115591,0.05,-0.16,-0.125,-0.2222222222222222,-0.16,-0.25,-0.2222222222222222,-0.16,-0.2758620689655172,-0.475,-0.4878048780487805,-0.4615384615384615,-0.5227272727272727,-0.4324324324324324,-0.475,-0.475,-0.5800000000000001,-0.125,-0.0869565217391304,-0.0454545454545454,0.1666666666666667,0.1666666666666667,-0.0454545454545454,-0.1923076923076923,-0.2363636363636363,-0.125,-0.16,-0.3,-0.2222222222222222,-0.3225806451612903,-0.2758620689655172,-0.3823529411764705,-0.25,-0.3823529411764705,-0.4,-0.4,-0.475,-0.5,-0.5333333333333333,-0.5625,-0.6379310344827587,-0.5800000000000001,-0.5227272727272727,-0.7920792079207921,-0.7857142857142857,-0.7941176470588236,-0.7857142857142857,-0.7765957446808511
22891,0.5688035229,0.0844766164,3.7828644602,0.0162164118,0.3136490089,1.4179305785,0.193880519,0.0720338715,0.5904508801,1.4999321482,-0.027633356,0.087641263,0.8847525394,0.0097357155,0.087641263,14.0,0.0196186449,0.0,0.0704306122,-0.0064487,0.1518297121,-0.044127361,0.0094493116,0.1362552883,0.6432193316,0.0,4.8846784426,0.0328450168,3.3061175028,21.33805968,3.6950655044,0.36219015,0.0,0.0,1.0,0.0,0.0,0.9409921222,4.0,0.011484944,-0.042018188,-0.20794222,-0.32009624,0.3630850672,0.0942477636,232.7661264,0.1255688498,14.2843313,-0.001465099,0.0135727971,0.0212700659,0.0091228209,0.0587653637,0.0169720202,0.0,-0.000969697,-0.332256327,0.0001643719,4.0,12.792536213,0.2167517099,0.0,0.0514285713,0.0183913204,0.0191979254,0.5989201335,0.6120264466,1.0282252e-08,1.3145051e-07,0.8723839437,0.7610537452,-0.076850691,0.0366303222,0.1958961877,0.133218579,-0.0149253731343284,0.0927152317880795,0.0344827586206897,-0.0350877192982456,-0.0434782608695651,-0.009009009009009,0.1148648648648649,0.2890625,0.1619718309859155,-0.1729323308270677,-0.1811414392059553,-0.1729323308270677,-0.1450777202072538,-0.6474358974358974,-0.6413043478260869,-0.6428571428571428,-0.6316964285714286,-0.60431654676259,-0.5691906005221932,-0.5875,-0.6071428571428572,-0.5657894736842105,-0.5945945945945945,-0.6052631578947368,-0.6447793326157158,-0.6135831381733021,-0.5646437994722955,-0.5736434108527132,-0.4794952681388013,-0.4599018003273322,-0.472,-0.4043321299638989,-0.3617021276595744,-0.326530612244898,-0.3067226890756303,-0.3641618497109826,-0.3888888888888888,-0.3911439114391144,-0.2918454935622318,-0.2857142857142857,-0.3478260869565217,-0.3153526970954357,-0.2699115044247787,-0.2431192660550458,-0.2289719626168224,-0.2325581395348837,-0.2161520190023753,-0.2307692307692307
53050,0.5882323338,0.1127280352,1.6763616558,1.11833e-05,0.3189487663,2.8538757252,0.2525257968,0.1184045443,1.1918352153,0.499449772,-0.050820381,0.1128018223,0.8597222222,0.0158132383,0.1128018223,5.0,-0.026215425,0.1584415584,0.2299320908,-0.028255624,0.188745771,0.1478402527,0.1847899519,0.2380896337,0.5640028477,0.0,1.3842141864,0.1559936213,0.4618828234,37.064633261,180.9858156,0.6604743285,1.0,0.0,1.0,0.0,0.0,2.0082854722,4.0,0.0226194308,0.0098320562,-0.238788793,-1.010338679,-0.449792809,-0.689992551,-151.0517844,0.1063952726,11.846714641,-0.003156772,0.0038141063,0.0073534957,0.0855205946,0.0116833771,0.0182391997,0.0,-9.3023e-05,2.3384447701,-0.025604552,4.0,11.812566987,1.2250619741,0.0,0.0769230798,0.0288917483,0.0381037531,0.7588171548,6.9606084411,2.669638e-08,1.1981055e-08,1.740431487,3.029101761,0.0151153375,0.059431644,0.9083039782,0.1154855224,0.0117647058823529,0.2285714285714286,0.1025641025641026,0.0617283950617284,-0.1041666666666666,0.1466666666666667,0.34375,0.3650793650793651,0.3650793650793651,-0.1730769230769231,-0.3228346456692913,-0.4149659863945578,-0.2586206896551724,-0.3768115942028985,-0.5425531914893618,-0.5248618784530387,-0.4911242603550295,-0.3943661971830986,-0.328125,-0.328125,-0.2586206896551724,-0.2110091743119265,-0.3008130081300812,-0.2649572649572649,-0.4027777777777778,-0.4691358024691358,-0.4149659863945578,-0.3629629629629629,-0.3384615384615385,-0.3333333333333333,-0.2586206896551724,-0.2037037037037037,-0.1568627450980392,-0.2252252252252252,-0.3008130081300812,-0.312,-0.4756097560975609,-0.3384615384615385,-0.1886792452830188,-0.0851063829787234,-0.2711864406779661,-0.3174603174603174,-0.0851063829787234,-0.2456140350877192,-0.2586206896551724,-0.4756097560975609,-0.4691358024691358,-0.4342105263157895
